CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND7,CAND_IND8,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,18,HUETAMO,48,JUNGAPEO,799,1,1,2,20,95,20,15,7,244,3,4,0,0,0,0,16,3,2,0,2,0,0,0,433,0,14,447,663
5,16,MICHOACAN,18,HUETAMO,48,JUNGAPEO,800,2,2,4,12,93,34,9,9,204,1,0,0,0,0,0,22,5,1,9,19,1,2,2,427,0,12,439,767
5,16,MICHOACAN,18,HUETAMO,48,JUNGAPEO,801,1,1,4,10,17,3,5,1,32,1,1,0,0,0,0,3,0,1,0,6,2,0,0,86,0,0,86,134
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1768,2,2,7,184,40,25,11,5,237,4,18,1,1,0,0,11,4,4,2,8,2,0,1,565,0,24,589,1088
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1769,2,2,4,147,18,30,12,6,169,2,8,1,4,0,0,10,3,0,2,6,2,0,0,424,0,31,455,769
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1770,2,2,11,146,46,21,10,6,221,4,14,3,4,0,0,16,2,4,3,4,2,0,0,517,0,23,540,925
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1771,1,1,7,97,8,12,7,0,96,1,6,0,0,0,0,5,1,3,5,2,0,0,0,250,0,17,267,500
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1772,1,1,28,109,6,4,2,1,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179,0,5,184,491
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1773,1,1,0,125,0,17,0,6,129,0,4,1,0,0,0,0,0,10,0,0,0,0,0,292,0,9,301,662
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1774,1,1,0,0,0,0,0,1,0,5,3,0,2,0,0,131,0,0,0,152,0,0,0,294,0,14,308,666
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1775,1,1,0,113,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,228,477
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1776,1,1,2,36,3,1,1,0,53,0,2,0,1,0,0,10,0,2,1,2,0,0,0,114,0,9,123,288
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1777,1,1,1,10,0,0,0,0,62,0,0,0,0,0,0,3,3,0,0,0,0,0,0,79,0,4,83,163
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1778,1,1,13,68,12,17,13,3,91,0,4,1,2,0,0,7,1,2,2,1,0,0,1,238,0,8,246,615
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1779,2,2,17,146,9,29,6,6,155,0,0,0,1,0,0,9,1,2,4,0,2,0,0,387,0,18,405,973
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1780,1,1,3,29,6,7,3,1,54,0,1,0,1,0,0,2,1,0,0,0,0,0,0,108,0,4,112,235
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1781,2,2,22,120,21,17,12,7,202,0,10,1,2,0,0,15,2,15,2,2,0,0,1,451,0,21,472,1161
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1782,2,2,11,134,9,18,20,20,194,0,1,0,4,0,0,17,2,3,1,1,1,0,0,436,0,37,473,1028
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1783,2,2,10,118,9,11,11,8,173,2,8,0,0,0,0,4,3,0,2,2,0,0,0,361,0,14,375,834
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1784,2,2,14,181,20,28,15,16,313,2,13,0,2,0,0,24,3,3,9,6,1,1,1,652,0,26,678,1491
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1785,2,2,11,125,15,31,13,8,245,3,14,1,0,0,0,24,1,3,2,4,0,0,0,500,0,34,534,1096
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1786,2,2,17,85,9,14,21,4,230,2,4,0,1,0,0,6,5,0,0,1,0,1,0,400,0,14,414,1038
5,16,MICHOACAN,18,HUETAMO,78,SAN LUCAS,1787,1,1,1,80,16,0,0,2,110,1,1,0,0,0,0,8,0,0,0,2,0,0,0,221,0,19,240,431
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1832,2,2,9,76,31,110,11,28,91,7,15,0,1,0,0,7,3,7,0,8,1,1,1,407,0,40,447,865
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1833,2,2,21,70,34,169,35,136,96,7,3,1,5,0,0,11,1,2,0,22,0,1,1,615,0,59,674,1005
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1834,2,2,25,39,41,263,16,129,91,6,7,0,4,0,0,16,12,11,3,4,0,0,0,667,0,52,719,1104
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1835,1,1,31,53,69,59,13,57,48,3,0,0,0,0,0,5,4,0,4,4,0,2,0,352,0,45,397,584
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1836,3,3,94,98,282,266,36,115,144,18,3,0,4,0,0,6,8,10,1,24,4,4,2,1119,0,115,1234,1889
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1837,1,1,11,13,14,57,14,8,16,0,0,0,0,0,0,2,1,2,2,1,0,0,0,141,0,12,153,275
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1839,1,1,11,22,45,154,8,36,40,5,5,0,2,0,0,3,2,1,1,11,1,0,0,347,0,32,379,683
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1840,1,1,4,11,9,41,3,13,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93,0,15,108,217
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1841,1,1,6,10,16,46,5,28,40,2,0,0,0,0,0,1,1,2,0,7,1,0,0,165,0,24,189,382
5,16,MICHOACAN,18,HUETAMO,82,SUSUPUATO,1843,1,1,1,4,11,29,6,20,45,0,1,0,0,0,0,1,0,3,0,0,0,0,0,121,0,11,132,252
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2013,2,2,12,227,96,15,255,19,187,114,1,4,3,0,0,4,1,0,5,3,6,0,1,953,0,59,1012,1424
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2014,3,3,7,374,87,37,367,18,250,148,8,7,8,0,0,5,3,1,6,3,9,1,2,1341,0,79,1420,2005
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2015,1,1,8,8,38,12,125,8,119,28,0,0,0,0,0,1,0,1,1,2,3,0,1,355,0,29,384,668
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2017,2,2,6,81,29,16,305,6,152,61,2,0,2,0,0,11,6,1,11,0,0,0,0,689,0,44,733,1145
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2018,2,2,5,136,30,21,140,7,138,54,2,0,2,0,0,0,0,0,4,1,0,0,0,540,0,43,583,980
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2019,2,2,16,268,102,19,80,14,170,121,1,1,0,0,0,6,2,0,1,5,10,0,1,817,0,75,892,1314
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2020,1,1,3,115,37,6,20,2,62,30,3,0,1,0,0,1,0,1,0,1,1,0,0,283,0,17,300,476
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2021,1,1,9,67,49,16,20,14,99,56,0,0,0,0,0,2,0,0,1,3,1,0,0,337,0,21,358,479
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2022,2,2,7,147,38,5,152,2,89,55,0,0,0,0,0,1,2,2,3,1,6,0,0,510,0,26,536,849
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2023,1,1,1,75,23,17,69,7,109,27,1,0,0,0,0,3,0,1,0,0,2,0,0,335,0,45,380,664
5,16,MICHOACAN,18,HUETAMO,93,TIQUICHEO DE NICOLAS ROMERO,2024,1,1,0,77,20,5,63,2,61,26,1,0,0,0,0,0,1,1,1,0,3,0,0,261,0,25,286,421
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2113,3,3,38,79,180,45,125,58,419,12,3,3,6,0,0,33,3,17,4,52,2,0,1,1080,0,51,1131,1720
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2114,3,3,54,102,221,30,155,75,364,8,7,4,9,0,0,14,8,12,11,45,2,1,4,1126,1,52,1179,1826
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2115,2,2,63,144,113,29,104,56,294,9,6,1,5,0,0,22,4,11,3,29,2,0,1,896,1,27,924,1261
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2116,4,4,62,105,218,80,211,99,613,21,14,9,14,0,0,34,12,31,14,39,1,1,2,1580,0,78,1658,2661
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2117,2,2,73,75,80,15,69,47,259,7,5,1,2,0,0,14,0,8,8,20,5,0,0,688,0,28,716,1068
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2118,5,5,82,125,219,85,242,100,753,10,13,1,4,0,0,37,9,28,13,71,8,3,4,1807,0,94,1901,3030
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2119,2,2,15,38,130,35,162,24,301,7,5,3,3,0,0,28,2,7,7,18,1,1,0,787,0,38,825,1410
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2120,2,2,25,30,126,21,176,25,139,1,2,0,2,0,0,5,5,1,5,13,0,3,0,579,0,35,614,1001
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2121,2,2,44,26,64,37,118,27,215,4,6,4,5,0,0,17,4,12,8,20,0,0,3,614,0,31,645,1090
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2122,2,2,21,33,100,27,144,56,99,1,5,1,4,0,0,5,1,8,9,15,3,3,2,537,0,48,585,827
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2123,3,3,45,49,78,61,270,55,395,11,10,0,6,0,0,30,5,10,11,25,0,1,1,1063,0,64,1127,1811
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2124,1,1,7,5,21,6,11,1,93,1,1,0,0,0,0,3,0,3,3,3,0,1,0,159,0,13,172,291
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2125,1,1,21,28,57,26,46,26,130,3,3,0,4,0,0,20,5,7,2,22,2,2,2,406,0,36,442,685
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2126,1,1,12,23,79,21,48,6,150,1,1,1,3,0,0,12,0,11,4,17,1,1,0,391,0,13,404,685
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2127,2,2,27,31,110,24,121,30,226,9,2,2,1,0,0,9,1,10,9,27,4,3,3,649,0,44,693,1175
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2128,1,1,2,11,24,0,25,12,64,0,3,0,0,0,0,3,3,0,0,6,0,0,0,153,0,14,167,257
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2129,1,1,6,7,5,7,8,3,88,0,0,0,3,0,0,3,0,6,0,0,0,0,0,136,0,1,137,162
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2130,2,2,12,119,154,15,30,37,208,3,7,3,4,0,0,14,1,1,4,8,5,0,3,628,0,28,656,1086
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2131,3,3,28,126,218,22,46,52,311,16,5,10,6,0,0,20,3,1,4,5,2,3,1,879,1,81,961,1519
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2132,1,1,2,9,117,14,6,15,107,0,2,0,4,0,0,6,1,4,1,6,0,1,1,296,0,26,322,457
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2133,2,2,13,43,154,17,22,44,186,1,2,1,9,0,0,14,2,0,2,4,1,1,0,516,0,41,557,926
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2134,1,1,8,19,92,8,4,17,94,2,2,0,4,0,0,5,1,0,0,1,0,0,1,258,0,20,278,532
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2135,1,1,4,38,115,10,7,12,108,0,3,0,1,0,0,11,3,0,2,6,2,0,3,325,0,21,346,588
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2136,1,1,3,10,140,9,3,13,138,1,0,0,1,0,0,3,0,0,0,0,0,0,1,322,0,9,331,593
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2137,1,1,3,20,32,5,7,12,44,2,2,0,1,0,0,0,1,0,0,2,3,0,1,135,0,11,146,227
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2138,1,1,7,47,118,12,8,15,118,2,1,1,2,0,0,3,2,1,0,3,0,0,0,340,0,41,381,688
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2139,2,2,6,175,248,14,29,35,127,7,2,0,3,0,0,0,0,0,0,0,0,5,0,651,0,18,669,999
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2140,1,1,2,29,124,13,8,6,157,2,0,0,1,0,0,6,0,0,1,7,0,0,1,357,0,12,369,688
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2141,2,2,14,26,110,7,22,17,237,2,0,0,2,0,0,3,2,5,3,2,0,0,0,452,0,25,477,796
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2142,1,1,3,30,89,6,12,5,56,1,0,0,2,0,0,0,0,2,0,4,1,0,0,211,0,18,229,417
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2144,1,1,30,22,63,1,4,1,38,2,0,0,0,0,0,2,0,2,1,0,1,1,0,168,0,15,183,341
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2145,1,1,0,1,29,1,1,1,51,0,0,0,0,0,0,1,0,0,0,3,0,0,0,88,0,3,91,173
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2146,2,2,13,25,296,13,76,14,276,1,3,0,3,0,0,1,3,2,4,5,3,1,4,743,0,29,772,1306
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2147,1,1,3,9,141,3,3,6,51,1,0,0,1,0,0,0,1,0,1,0,0,1,1,222,0,16,238,418
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2148,1,1,0,1,20,0,1,1,51,1,0,0,0,0,0,1,0,1,0,1,1,0,1,80,0,3,83,136
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2149,1,1,1,18,37,2,0,9,79,0,2,0,3,0,0,2,0,0,1,0,0,0,1,155,0,7,162,254
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2150,1,1,2,2,33,3,7,7,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,93,0,3,96,169
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2160,1,1,3,92,32,9,17,4,99,1,4,1,0,0,0,4,0,4,0,2,0,0,1,273,0,15,288,541
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2161,2,2,37,141,69,11,31,14,170,3,4,2,0,0,0,16,2,0,4,2,3,4,0,513,0,28,541,911
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2162,1,1,2,53,6,3,3,0,44,0,0,0,0,0,0,0,0,0,0,2,1,0,0,114,0,6,120,232
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2163,1,1,1,31,27,3,0,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,110,5,7,122,230
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2164,1,1,4,16,33,2,9,2,60,0,0,0,1,0,0,1,1,0,0,0,0,0,0,129,0,5,134,253
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2165,1,1,1,28,7,1,6,0,22,0,0,0,1,0,0,1,3,0,0,0,0,0,0,70,0,2,72,119
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2166,2,2,6,157,58,11,43,13,182,5,2,0,1,0,0,18,0,0,0,3,0,0,0,499,0,32,531,857
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2167,1,1,3,55,18,6,9,2,44,0,0,0,0,0,0,3,3,0,1,2,0,0,0,146,0,8,154,275
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2168,2,2,8,161,51,24,32,6,248,1,4,0,0,0,0,15,1,4,4,1,0,2,0,562,0,34,596,954
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2169,2,2,22,257,60,18,51,9,269,2,2,0,3,0,0,14,6,2,7,3,3,1,2,731,0,49,780,1294
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2170,2,2,24,104,43,8,52,10,177,2,1,0,0,0,0,6,0,2,10,1,3,2,4,449,0,29,478,822
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2171,1,1,24,72,36,10,68,2,94,1,1,0,2,0,0,3,1,1,1,1,0,0,0,317,0,26,343,576
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2172,1,1,2,41,16,8,21,1,122,0,1,0,3,0,0,6,1,1,5,0,1,1,0,230,1,12,243,403
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2173,1,1,2,70,9,3,13,1,86,1,3,1,1,0,0,3,1,0,0,1,0,0,0,195,0,8,203,323
5,16,MICHOACAN,18,HUETAMO,102,TZITZIO,2174,1,1,5,8,31,3,5,3,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,72,0,2,74,112
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,1,2,2,110,53,14,224,18,28,109,21,138,9,22,0,0,24,4,10,2,15,13,1,0,815,0,48,863,1353
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2,3,3,167,58,14,215,33,28,128,33,162,10,33,0,0,13,4,5,1,8,11,0,0,923,0,54,977,1508
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,3,2,2,105,46,26,70,21,19,68,17,99,15,26,0,0,8,1,6,1,12,7,1,0,548,0,41,589,917
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,4,2,2,128,46,17,162,17,22,83,23,100,5,18,0,0,6,2,3,1,8,10,4,1,656,0,34,690,1048
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,5,2,2,101,34,21,151,29,30,82,27,203,8,35,0,0,22,7,4,2,7,12,0,0,775,0,51,826,1222
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,6,1,1,23,10,11,60,13,6,69,12,56,3,21,0,0,2,1,7,0,1,5,1,0,301,0,25,326,491
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,7,1,1,45,13,10,78,16,5,30,21,102,2,19,0,0,7,1,2,0,4,5,1,0,361,0,36,397,631
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,8,1,1,44,16,4,30,9,9,27,7,39,2,8,0,0,4,2,1,1,11,6,0,0,220,0,21,241,376
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,9,1,1,21,11,9,26,3,3,28,7,22,4,6,0,0,0,0,1,1,0,7,0,0,149,0,18,167,230
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,10,2,2,83,32,12,155,24,15,50,47,109,5,20,0,0,13,8,0,1,12,6,4,0,596,0,53,649,959
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2742,1,1,26,12,5,34,6,3,29,22,27,3,7,0,0,3,0,2,1,3,9,0,1,193,1,24,218,320
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2743,1,1,11,4,9,23,7,1,12,4,20,1,3,0,0,5,0,2,2,3,1,1,0,109,0,8,117,203
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2744,1,1,17,3,4,20,4,0,9,3,15,0,3,0,0,2,0,1,0,1,0,0,0,82,0,4,86,130
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2745,1,1,15,6,4,16,5,1,13,2,15,0,3,0,0,0,0,0,0,1,0,0,0,81,0,8,89,119
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,149,2,2,295,35,22,26,107,154,93,10,3,14,6,0,0,9,0,4,5,29,12,3,0,827,3,43,873,1245
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,150,2,2,245,37,15,14,82,84,58,5,7,10,3,0,0,3,4,0,2,24,13,4,1,611,0,28,639,962
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,151,3,3,430,86,27,42,148,184,135,17,5,26,9,0,0,37,1,4,4,62,14,4,0,1235,0,41,1276,2021
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,152,1,1,185,39,9,19,54,50,52,3,6,3,1,0,0,12,1,0,2,6,2,1,0,445,0,20,465,684
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,153,3,3,505,69,23,42,122,156,128,7,1,15,4,0,0,27,1,2,6,58,17,3,1,1187,0,63,1250,2080
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,154,4,4,583,100,28,71,201,260,160,16,9,18,13,0,0,25,10,2,5,71,30,2,1,1605,0,94,1699,2722
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,155,3,3,434,58,24,32,122,112,164,8,5,14,4,0,0,21,2,3,6,48,19,4,1,1081,0,51,1132,1801
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,156,5,5,621,85,22,62,228,224,234,8,14,23,14,0,0,93,18,1,11,69,38,5,1,1771,0,91,1862,3171
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,157,3,3,281,28,10,8,91,73,30,4,1,4,1,0,0,17,0,0,0,48,7,0,1,604,0,22,626,1663
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,158,2,2,171,63,17,17,101,62,65,2,4,4,1,0,0,5,4,0,2,52,18,3,1,592,0,55,647,1305
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,159,3,3,407,127,33,25,198,105,78,8,6,8,15,0,0,20,6,3,3,52,31,7,2,1134,0,82,1216,2162
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,160,3,3,281,108,20,41,155,117,46,4,4,17,3,0,0,14,4,0,1,31,37,1,0,884,0,64,948,1837
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,161,3,3,348,53,28,69,218,112,113,2,4,5,8,0,0,34,12,3,12,44,29,4,1,1099,0,49,1148,2056
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,162,1,1,111,10,6,15,37,23,12,1,0,0,1,0,0,2,2,3,0,7,7,1,0,238,1,12,251,387
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,163,2,2,192,39,8,54,113,49,68,2,1,11,0,0,0,20,8,3,3,6,14,0,0,591,0,14,605,1141
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,164,1,1,223,41,3,5,87,36,24,0,0,6,0,0,0,4,0,1,7,11,30,2,1,481,0,14,495,697
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,165,2,2,147,19,7,20,109,44,33,0,0,3,0,0,0,24,8,1,2,11,36,0,0,464,0,23,487,780
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,166,2,2,263,61,14,50,118,40,94,1,1,1,1,0,0,10,9,3,3,38,21,3,1,732,0,32,764,1274
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,167,1,1,62,21,1,4,26,13,9,0,0,1,0,0,0,2,2,0,0,6,6,1,0,154,0,14,168,374
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,168,1,1,59,19,6,8,18,10,59,0,2,2,1,0,0,7,2,1,0,3,9,1,0,207,0,15,222,366
5,16,MICHOACAN,19,TACAMBARO,9,ARIO,169,1,1,77,18,14,9,14,30,9,0,1,0,1,0,0,11,1,0,0,7,12,0,0,204,0,19,223,333
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,871,5,5,197,460,103,423,91,78,247,15,1,15,14,0,0,94,38,29,5,86,36,2,5,1939,0,147,2086,3308
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,872,3,3,67,254,35,221,62,36,157,4,3,2,3,0,0,67,23,12,7,48,34,1,3,1039,0,83,1122,1714
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,873,4,4,120,391,55,401,100,55,252,13,6,11,7,0,0,87,26,18,5,48,43,0,5,1643,0,96,1739,2672
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,874,2,2,28,129,15,151,37,11,70,2,2,1,2,0,0,25,12,1,0,17,16,2,2,523,0,36,559,963
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,875,3,3,65,130,35,223,90,18,232,2,2,3,7,0,0,49,24,15,4,18,16,1,1,935,0,87,1022,1587
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,876,1,1,6,33,5,97,59,0,45,0,0,0,2,0,0,16,13,2,2,2,4,0,0,286,0,15,301,447
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,877,1,1,15,63,8,58,37,7,68,1,0,4,0,0,0,10,11,3,0,7,6,0,0,298,0,19,317,457
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,878,1,1,16,125,6,105,32,3,62,1,0,0,1,0,0,13,17,1,2,9,11,0,0,404,0,29,433,695
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,879,1,1,6,45,2,50,12,2,16,1,0,1,0,0,0,8,7,1,0,1,5,0,1,158,0,5,163,220
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,880,2,2,31,197,11,165,41,7,57,0,3,2,0,0,0,30,12,6,3,13,16,2,1,597,0,40,637,844
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,881,2,2,31,202,7,208,45,5,116,2,3,0,0,0,0,35,19,7,2,20,14,1,0,717,0,52,769,1117
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,882,1,1,7,69,11,88,24,3,12,1,2,0,0,0,0,10,9,2,2,7,6,0,0,253,0,20,273,406
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,883,1,1,7,20,3,46,10,1,20,0,0,0,0,0,0,6,5,1,0,0,0,0,0,119,0,7,126,211
5,16,MICHOACAN,19,TACAMBARO,51,MADERO,884,1,1,3,26,3,22,7,2,9,0,0,0,0,0,0,3,4,0,0,3,7,0,0,89,0,12,101,159
5,16,MICHOACAN,19,TACAMBARO,58,NOCUPETARO,1336,2,2,13,176,5,18,121,6,95,3,4,10,10,0,0,6,2,2,1,3,1,0,0,476,0,17,493,760
5,16,MICHOACAN,19,TACAMBARO,58,NOCUPETARO,1337,2,2,17,237,13,37,235,9,151,3,2,35,4,0,0,2,2,3,5,0,0,0,3,758,0,31,789,1093
5,16,MICHOACAN,19,TACAMBARO,58,NOCUPETARO,1338,3,3,23,382,8,42,330,7,151,3,27,67,4,0,0,18,1,2,4,1,2,0,0,1072,0,59,1131,1720
