CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND7,CAND_IND8,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2337,1,1,84,23,6,13,18,104,149,4,2,0,1,0,0,4,2,1,4,2,15,0,0,432,0,12,444,747
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2338,2,2,49,19,8,36,39,51,245,8,0,1,1,0,0,19,0,1,7,3,6,0,1,494,0,24,518,864
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2357,2,2,47,78,68,38,37,72,436,5,2,3,6,0,0,27,4,5,4,6,1,1,1,841,0,22,863,1499
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2358,2,2,28,60,31,21,21,55,277,4,1,1,3,0,0,23,0,1,2,20,1,1,1,551,0,13,564,1016
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2359,2,2,25,42,23,16,16,54,236,5,0,1,2,0,0,13,1,4,4,5,1,0,0,448,0,20,468,853
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2360,3,3,53,105,47,42,32,138,612,12,4,8,17,0,0,35,4,5,6,28,1,1,0,1150,0,38,1188,2173
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2361,3,3,78,81,42,48,43,110,586,6,4,4,4,0,0,70,8,10,11,23,2,3,1,1134,0,36,1170,2002
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2362,3,3,47,111,55,35,39,79,408,15,2,3,1,0,0,35,6,11,4,27,3,3,1,885,0,19,904,1614
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2363,2,2,11,52,13,20,14,12,212,1,2,5,3,0,0,14,2,1,4,9,1,0,0,376,0,22,398,918
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2364,1,1,13,24,8,15,5,10,104,2,1,1,4,0,0,3,0,4,0,1,0,0,0,195,0,7,202,517
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2365,2,2,37,27,6,7,15,30,262,5,0,2,4,0,0,9,0,2,2,3,2,2,0,415,0,12,427,1126
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2366,2,2,20,23,8,12,26,11,192,1,0,0,1,0,0,13,3,3,3,4,2,0,0,322,1,23,346,1080
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2367,2,2,8,58,25,12,19,25,224,1,1,1,2,0,0,9,3,3,1,7,2,1,1,403,0,17,420,919
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2368,2,2,21,41,49,19,30,25,332,3,3,0,0,0,0,19,0,5,3,9,0,0,2,561,0,29,590,1047
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2369,3,3,44,55,26,15,36,81,351,6,0,7,3,0,0,28,2,3,5,6,1,0,1,670,0,17,687,1636
5,16,MICHOACAN,5,PARACHO,16,COENEO,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5,16,MICHOACAN,5,PARACHO,16,COENEO,257,2,2,11,10,123,30,25,43,152,1,3,8,1,0,0,17,3,11,6,4,0,7,0,455,0,28,483,821
5,16,MICHOACAN,5,PARACHO,16,COENEO,258,2,2,17,10,169,20,20,50,111,0,2,7,0,0,0,6,2,1,0,10,0,1,1,427,0,28,455,831
5,16,MICHOACAN,5,PARACHO,16,COENEO,259,2,2,40,24,238,32,34,92,174,5,9,28,1,0,0,18,4,2,4,10,0,0,1,716,4,34,754,1332
5,16,MICHOACAN,5,PARACHO,16,COENEO,260,2,2,19,19,249,26,16,82,164,1,3,31,3,0,0,13,1,1,2,8,2,1,0,641,0,37,678,1161
5,16,MICHOACAN,5,PARACHO,16,COENEO,261,1,1,2,2,24,13,5,8,69,1,5,11,1,0,0,6,1,1,1,0,0,0,0,150,0,21,171,498
5,16,MICHOACAN,5,PARACHO,16,COENEO,262,2,2,3,13,70,18,23,21,155,6,7,13,4,0,0,21,5,1,1,1,0,0,0,362,0,42,404,1164
5,16,MICHOACAN,5,PARACHO,16,COENEO,263,1,1,11,8,71,30,21,65,202,4,17,25,2,0,0,12,6,5,4,9,0,0,0,492,0,35,527,729
5,16,MICHOACAN,5,PARACHO,16,COENEO,264,1,1,12,11,55,27,17,43,166,2,4,16,2,0,0,11,4,4,5,4,0,1,1,385,0,35,420,621
5,16,MICHOACAN,5,PARACHO,16,COENEO,265,2,2,1,4,33,8,25,19,127,0,1,1,2,0,0,13,0,2,2,0,0,0,0,238,0,12,250,518
5,16,MICHOACAN,5,PARACHO,16,COENEO,266,1,1,0,2,18,3,3,1,45,1,2,0,1,0,0,8,0,2,4,0,0,0,0,90,0,8,98,178
5,16,MICHOACAN,5,PARACHO,16,COENEO,267,2,2,6,13,145,24,34,45,227,2,1,22,2,0,0,6,4,2,4,1,0,1,0,539,0,28,567,1078
5,16,MICHOACAN,5,PARACHO,16,COENEO,268,1,1,5,11,20,12,12,16,84,0,0,3,0,0,0,11,1,2,0,0,0,0,0,177,0,9,186,388
5,16,MICHOACAN,5,PARACHO,16,COENEO,269,1,1,12,7,30,12,26,19,75,1,0,0,1,0,0,7,1,0,2,5,0,0,2,200,0,10,210,506
5,16,MICHOACAN,5,PARACHO,16,COENEO,270,1,1,1,1,26,13,12,21,203,2,0,4,3,0,0,20,1,5,8,0,0,0,1,321,0,12,333,630
5,16,MICHOACAN,5,PARACHO,16,COENEO,271,1,1,2,6,40,28,17,41,142,2,1,4,4,0,0,12,4,3,4,0,0,1,1,312,0,8,320,600
5,16,MICHOACAN,5,PARACHO,16,COENEO,272,1,1,2,4,32,12,15,34,73,1,2,2,3,0,0,0,1,1,3,2,0,0,0,187,0,5,192,352
5,16,MICHOACAN,5,PARACHO,16,COENEO,273,2,2,2,3,76,18,13,6,114,0,2,2,2,0,0,1,2,0,0,2,0,0,0,243,0,10,253,473
5,16,MICHOACAN,5,PARACHO,16,COENEO,274,1,1,11,6,18,12,9,20,127,0,1,1,5,0,0,14,0,4,0,1,0,0,0,229,0,10,239,446
5,16,MICHOACAN,5,PARACHO,16,COENEO,275,1,1,9,4,41,20,19,22,136,1,0,6,0,0,0,9,3,2,2,0,0,0,0,274,0,12,286,567
5,16,MICHOACAN,5,PARACHO,16,COENEO,276,1,1,0,4,32,3,14,14,51,0,0,0,0,0,0,7,0,0,0,0,0,1,0,126,1,3,130,267
5,16,MICHOACAN,5,PARACHO,16,COENEO,277,2,2,8,17,39,21,37,26,235,9,0,4,0,0,0,6,2,1,4,1,0,0,0,410,0,24,434,841
5,16,MICHOACAN,5,PARACHO,16,COENEO,278,2,2,7,11,353,78,32,37,193,5,16,20,3,0,0,15,2,3,4,4,0,0,2,785,0,44,829,1413
5,16,MICHOACAN,5,PARACHO,16,COENEO,279,2,2,4,8,142,49,31,27,118,1,11,22,1,0,0,8,4,2,2,0,1,0,0,431,0,35,466,803
5,16,MICHOACAN,5,PARACHO,16,COENEO,280,2,2,6,9,100,19,28,26,249,2,1,8,1,0,0,8,3,3,4,6,0,1,0,474,0,25,499,874
5,16,MICHOACAN,5,PARACHO,16,COENEO,281,1,1,4,5,83,13,12,14,108,0,0,7,1,0,0,8,1,4,0,0,0,1,0,261,0,8,269,598
5,16,MICHOACAN,5,PARACHO,16,COENEO,282,2,2,3,0,128,15,16,13,163,0,1,7,1,0,0,2,2,5,4,1,0,0,2,363,1,21,385,881
5,16,MICHOACAN,5,PARACHO,16,COENEO,283,1,1,6,6,26,5,8,9,76,0,0,11,1,0,0,7,0,2,0,3,0,0,0,160,0,13,173,241
5,16,MICHOACAN,5,PARACHO,16,COENEO,284,2,2,1,2,118,17,24,57,138,1,3,3,2,0,0,9,2,2,2,2,0,0,2,385,0,23,408,779
5,16,MICHOACAN,5,PARACHO,16,COENEO,285,1,1,3,4,40,14,11,69,91,0,1,3,1,0,0,4,3,6,0,1,0,0,0,251,0,10,261,573
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,340,2,2,33,96,104,57,43,24,347,118,44,93,14,0,0,7,0,2,4,4,0,0,0,990,0,96,1086,1437
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,341,3,3,24,122,178,77,49,38,602,113,86,125,12,0,0,12,6,5,2,5,0,0,0,1456,0,159,1615,2099
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,345,3,3,18,27,337,61,42,10,374,208,317,54,6,0,0,2,3,1,31,0,0,0,0,1491,0,97,1588,2162
5,16,MICHOACAN,5,PARACHO,24,CHERAN,378,2,2,13,39,39,30,39,27,302,20,13,15,3,0,0,1,5,0,2,4,0,0,0,552,0,34,586,1214
5,16,MICHOACAN,5,PARACHO,24,CHERAN,379,2,2,16,32,49,15,28,6,244,17,16,7,3,0,0,5,0,1,7,0,0,0,0,446,0,33,479,1057
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,380,2,2,27,148,55,86,31,128,354,19,13,12,8,0,0,17,2,1,8,7,0,3,0,919,0,35,954,1335
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,381,2,2,26,179,74,117,29,97,336,12,15,13,2,0,0,24,0,3,4,1,1,1,0,934,0,34,968,1366
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,382,2,2,35,187,69,84,29,76,413,34,5,20,6,0,0,35,3,7,5,10,0,0,1,1019,0,37,1056,1498
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,383,2,2,9,56,83,48,52,84,295,15,81,14,15,0,0,18,2,4,2,4,0,0,1,783,0,36,819,1204
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,384,4,4,11,82,150,75,42,120,419,18,94,140,20,0,0,26,4,6,2,9,1,1,0,1220,0,69,1289,2092
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,385,2,2,3,42,102,43,22,102,214,3,59,130,8,0,0,9,1,5,11,0,0,2,2,758,0,43,801,1390
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,386,4,4,24,231,131,150,54,214,683,19,25,33,23,0,0,57,3,19,4,7,1,1,0,1679,0,58,1737,2646
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,5,5,5,143,122,78,41,247,813,83,213,52,5,0,0,33,7,8,4,4,1,1,2,1862,0,119,1981,3111
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,390,3,3,4,59,100,52,25,191,234,53,66,24,3,0,0,24,6,4,2,3,0,1,0,851,0,69,920,1551
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,391,3,3,18,70,92,55,30,153,233,8,24,19,15,0,0,22,1,6,3,6,2,2,1,760,0,33,793,1787
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,392,2,2,1,59,52,91,26,120,215,15,25,34,11,0,0,29,5,5,1,0,0,1,0,690,0,46,736,1217
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,4,4,17,97,192,122,48,277,498,57,56,70,2,0,0,47,7,4,7,5,1,1,0,1508,0,96,1604,2951
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,394,3,3,18,137,257,41,18,91,431,26,68,47,12,0,0,15,4,5,2,6,1,2,1,1182,0,71,1253,2133
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,395,3,3,1,73,181,34,21,56,286,8,19,9,35,0,0,4,2,1,5,0,9,1,1,746,0,29,775,1276
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,396,1,1,2,90,31,20,17,13,151,7,8,1,1,0,0,5,0,1,1,2,0,0,1,351,0,3,354,605
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,457,3,3,48,503,84,32,27,16,286,84,6,12,5,0,0,14,5,5,3,67,23,1,20,1241,0,46,1287,1868
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,458,3,4,65,449,102,50,32,22,620,74,11,18,13,0,0,17,4,12,10,58,19,3,12,1591,0,111,1702,1369
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,459,1,1,3,40,36,14,5,0,197,1,1,0,2,0,0,7,0,2,4,5,1,1,1,320,0,5,325,487
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,460,1,1,10,80,9,20,9,4,133,3,3,2,0,0,0,12,2,2,3,5,5,1,4,307,0,21,328,452
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,461,4,4,51,398,75,51,30,17,519,100,9,12,5,0,0,9,6,9,1,55,8,3,10,1368,0,64,1432,1947
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,462,1,1,20,130,12,10,11,2,119,28,0,3,1,0,0,7,1,0,3,24,2,0,4,377,0,24,401,634
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,463,3,3,44,261,56,49,43,15,492,63,3,19,7,0,0,5,2,3,4,1,2,2,5,1076,0,62,1138,1615
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,465,2,2,32,262,44,24,15,9,318,28,12,6,6,0,0,14,1,4,7,36,7,2,12,839,0,32,871,1126
5,16,MICHOACAN,5,PARACHO,32,ERONGARICUARO,466,2,2,15,287,40,16,4,5,188,18,1,5,4,0,0,3,2,1,1,28,6,0,2,626,0,33,659,818
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1321,5,5,332,202,181,93,153,146,437,18,65,50,14,0,0,4,0,8,1,5,1,1,0,1711,0,109,1820,2563
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1322,2,2,92,139,113,59,86,114,245,37,135,31,6,0,0,4,2,1,2,2,3,0,0,1071,1,45,1117,1357
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1323,3,3,162,133,186,96,104,141,432,24,76,51,22,0,0,8,0,4,2,5,3,1,0,1450,0,51,1501,2053
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1324,4,4,168,149,177,104,239,217,503,37,42,63,11,0,0,12,3,7,3,2,0,4,0,1741,5,88,1834,2569
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1327,3,3,88,107,200,16,137,9,152,4,442,9,3,0,0,4,6,2,8,1,2,4,0,1194,5,134,1333,1979
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1328,4,4,125,142,228,22,267,13,170,9,478,6,6,0,0,12,4,1,5,2,2,6,0,1498,5,180,1683,2316
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1329,1,1,64,24,31,19,38,7,138,4,2,2,3,0,0,5,1,3,7,2,2,3,0,355,0,34,389,671
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1330,1,1,36,19,51,12,45,16,91,3,1,3,6,0,0,4,0,2,5,0,1,0,0,295,0,13,308,523
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1331,2,2,100,50,184,40,152,14,170,0,24,6,3,0,0,11,1,1,3,4,0,1,0,764,0,51,815,1430
5,16,MICHOACAN,5,PARACHO,57,NAHUATZEN,1333,3,4,131,184,264,86,151,24,353,15,16,23,12,0,0,10,7,12,6,15,3,4,2,1318,0,90,1408,818
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1440,3,3,81,83,88,66,81,64,429,165,46,76,240,0,0,11,3,2,8,4,3,3,1,1454,6,98,1558,2197
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1441,2,2,34,35,48,54,59,35,300,94,33,60,95,0,0,14,0,0,10,1,0,0,0,872,1,66,939,1341
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1442,2,2,38,54,62,43,43,35,230,45,19,62,95,0,0,8,2,1,2,3,0,2,2,746,0,42,788,1073
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1443,2,2,47,40,42,34,39,24,292,127,16,60,169,0,0,10,0,3,9,5,0,0,0,917,0,47,964,1272
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1444,3,4,84,94,60,94,79,58,729,120,29,73,175,0,0,57,0,1,2,7,1,0,1,1664,0,53,1717,1283
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1445,6,9,105,147,146,210,239,139,1982,211,85,166,242,0,0,84,15,40,30,12,2,3,1,3859,0,181,4040,1991
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1446,4,4,44,43,80,61,129,78,532,160,39,93,262,0,0,13,8,3,15,13,3,1,1,1578,0,100,1678,2339
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1447,3,3,44,20,45,41,69,66,310,99,32,61,107,0,0,6,7,1,1,1,0,0,0,910,0,52,962,1530
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1448,4,4,63,43,101,84,126,134,509,166,74,95,121,0,0,16,2,3,22,3,0,0,0,1562,0,100,1662,2702
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1449,4,4,11,5,54,62,73,16,796,8,6,19,20,0,0,22,4,6,20,0,0,1,0,1123,0,60,1183,2901
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1451,3,3,30,68,64,69,55,76,356,49,35,54,38,0,0,16,2,3,5,2,0,0,0,922,0,59,981,1555
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1452,3,3,98,6,27,28,57,29,278,37,10,21,12,0,0,1,0,1,5,0,0,0,0,610,0,105,715,1668
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1453,2,2,15,7,58,37,38,37,197,41,16,9,12,0,0,5,1,0,4,1,0,0,0,478,0,39,517,1175
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1454,2,2,43,25,52,15,57,12,399,49,15,30,20,0,0,9,1,0,3,2,0,0,1,733,0,63,796,1299
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1455,3,3,16,18,131,58,51,14,287,432,13,9,22,0,0,3,3,1,6,0,0,0,2,1066,0,72,1138,2172
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,1995,4,5,22,127,271,32,56,36,549,18,21,74,11,0,0,12,2,1,3,3,4,1,1,1244,0,75,1319,1564
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,1996,5,6,47,202,400,41,55,60,738,27,24,106,22,0,0,12,3,3,5,6,2,1,1,1755,0,110,1865,2296
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,1997,3,3,22,133,339,33,44,38,471,11,21,79,2,0,0,14,3,2,4,4,3,0,0,1223,0,85,1308,1804
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,1998,2,2,18,96,243,22,32,38,369,9,11,54,8,0,0,13,0,0,10,6,2,1,1,933,1,63,997,1437
5,16,MICHOACAN,5,PARACHO,91,TINGAMBATO,2001,2,2,9,81,250,15,21,33,236,17,2,24,1,0,0,5,1,4,4,1,1,0,0,705,0,53,758,1108
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,0,0,1,2,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,12
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2436,3,3,292,18,21,43,42,94,313,0,47,2,1,0,0,36,2,4,6,0,0,9,0,930,0,38,968,2056
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2437,2,2,147,10,8,22,25,51,149,0,18,0,3,0,0,19,4,1,3,0,0,5,0,465,0,22,487,875
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2438,4,4,590,74,31,62,49,131,324,0,65,5,4,0,0,17,0,4,2,0,0,7,0,1365,1,39,1405,2641
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2439,3,3,284,36,13,36,29,70,167,0,46,2,1,0,0,11,5,2,1,0,0,15,0,718,0,21,739,1306
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2440,2,2,193,31,10,26,21,40,176,0,18,0,2,0,0,19,1,3,3,0,0,7,0,550,0,27,577,1111
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2441,4,4,201,38,21,61,43,81,327,0,39,4,5,0,0,56,7,5,6,0,0,9,0,903,1,48,952,2551
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2442,4,4,339,51,15,53,35,110,358,0,40,5,8,0,0,51,4,3,5,0,0,7,0,1084,1,51,1136,2883
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2443,5,5,584,71,52,81,58,167,414,0,58,7,6,0,0,46,10,4,5,0,0,23,0,1586,0,44,1630,3018
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2444,2,2,87,20,11,24,15,29,101,0,12,1,1,0,0,11,1,1,4,0,0,4,0,322,0,23,345,1050
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2445,6,6,718,99,32,99,65,200,401,0,79,4,7,0,0,40,5,7,3,0,0,30,0,1789,3,47,1839,4297
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2446,2,2,282,42,8,17,15,48,121,0,31,2,0,0,0,14,0,2,1,0,0,13,0,596,0,15,611,949
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2447,4,4,602,63,24,91,56,120,406,0,63,4,1,0,0,0,0,0,22,0,0,5,0,1457,1,37,1495,2871
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2448,5,5,176,59,21,53,29,101,362,0,36,2,7,0,0,58,3,5,8,0,0,5,0,925,0,66,991,3359
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2449,4,4,132,50,20,57,35,69,265,0,43,4,4,0,0,29,4,3,12,0,0,6,0,733,0,22,755,2633
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2450,3,3,236,28,10,52,42,97,277,0,22,6,3,0,0,32,4,4,3,0,0,14,0,830,0,40,870,2237
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2451,5,5,535,77,25,130,71,211,525,0,66,7,6,0,0,67,5,12,13,0,0,22,0,1772,2,51,1825,3305
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2452,2,2,477,33,14,29,27,62,119,0,42,0,1,0,0,6,1,1,0,0,0,4,0,816,0,23,839,1344
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2453,3,3,250,47,12,37,29,84,241,0,31,6,3,0,0,40,7,10,9,0,0,13,0,819,0,24,843,1828
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2454,3,3,193,47,16,39,32,63,259,0,39,3,5,0,0,33,3,7,4,0,0,5,0,748,0,56,804,2005
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2455,2,2,140,26,8,34,15,43,136,0,21,0,2,0,0,16,1,6,2,0,0,8,0,458,0,21,479,867
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2456,2,2,84,3,3,35,20,38,153,0,9,0,1,0,0,22,1,4,9,0,0,4,0,386,0,29,415,963
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2457,2,2,146,15,9,26,17,62,171,0,15,2,0,0,0,18,3,4,3,0,0,12,0,503,0,21,524,1091
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2458,2,2,154,20,4,26,12,32,104,0,26,1,2,0,0,22,9,2,4,0,0,7,0,425,2,18,445,960
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2459,2,2,113,22,6,12,13,69,70,0,37,1,4,0,0,120,0,1,3,0,0,92,0,563,0,26,589,1142
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2460,2,2,263,30,13,29,23,69,168,0,22,2,2,0,0,25,0,3,3,0,0,10,0,662,0,19,681,1166
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2461,1,1,181,17,6,9,12,33,49,0,15,0,0,0,0,6,1,0,0,0,0,5,0,334,0,10,344,514
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2462,16,16,1658,235,76,261,175,465,1372,0,225,22,22,0,0,161,13,30,26,0,0,74,0,4815,4,176,4995,11584
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2463,2,2,205,33,6,24,26,53,142,0,37,3,4,0,0,12,0,3,8,0,0,4,0,560,1,30,591,1037
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2464,1,1,189,17,6,13,8,24,79,0,16,1,1,0,0,4,1,3,0,0,0,5,0,367,0,13,380,648
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2465,1,1,90,16,5,23,16,25,89,0,11,1,3,0,0,11,0,3,0,0,0,4,0,297,0,10,307,631
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2466,2,2,143,29,6,26,21,29,110,0,27,1,1,0,0,17,1,7,3,0,0,5,0,426,0,18,444,866
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2467,2,2,110,15,5,18,19,41,115,0,14,2,1,0,0,19,5,5,4,0,0,2,0,375,0,13,388,951
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2468,2,2,137,39,10,31,26,51,161,0,18,3,1,0,0,14,2,8,6,0,0,8,0,515,0,28,543,1052
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2469,2,2,131,33,11,26,29,31,227,0,22,1,3,0,0,15,4,3,5,0,0,9,0,550,0,17,567,1161
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2470,4,4,259,40,19,56,34,77,248,0,32,2,9,0,0,31,1,9,5,0,0,15,0,837,0,47,884,2298
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2471,2,2,243,32,8,30,22,62,182,0,26,3,6,0,0,24,2,2,2,0,0,8,0,652,0,25,677,1143
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2472,2,2,241,29,14,55,29,59,173,0,51,3,2,0,0,18,2,6,4,0,0,7,0,693,1,25,719,1335
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2473,1,1,118,16,8,11,7,15,70,0,16,1,0,0,0,5,1,1,1,0,0,2,0,272,0,10,282,541
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2474,1,1,204,36,6,9,12,25,49,0,22,1,0,0,0,8,0,0,0,0,0,3,0,375,0,16,391,563
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2475,1,1,149,21,0,12,7,32,55,0,21,1,0,0,0,9,0,2,4,0,0,5,0,318,1,12,331,579
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2476,14,15,1436,247,86,179,106,429,1113,0,254,20,20,0,0,116,4,22,17,0,0,53,0,4102,3,151,4256,8694
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2477,3,3,145,20,9,30,18,21,111,0,18,0,0,0,0,11,0,7,5,0,0,10,0,405,0,17,422,1503
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2478,2,2,245,48,14,29,35,81,228,0,28,5,9,0,0,10,2,2,4,0,0,12,0,752,0,21,773,1485
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2479,1,1,116,22,9,12,10,21,67,0,6,0,1,0,0,15,2,0,0,0,0,1,0,282,0,15,297,551
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2480,3,5,289,44,14,36,27,85,250,0,21,2,4,0,0,6,0,3,2,0,0,7,0,790,0,44,834,605
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2481,1,1,148,10,2,10,5,12,32,0,10,1,0,0,0,6,0,2,0,0,0,6,0,244,0,8,252,368
