ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,88,TEMOAYA,29,121,121,3198,6092,1675,2174,1646,6787,18262,4265,0,0,0,0,0,0,0,0,0,44099,61,1523,45683,78778,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN88.pdf
15,MEXICO,89,TENANCINGO,38,123,124,1172,4085,327,10854,3877,11174,11928,334,0,0,0,0,0,0,0,0,0,43751,22,1989,45762,77818,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN89.pdf
15,MEXICO,90,TENANGO DEL AIRE,5,16,16,2105,203,162,2189,1132,176,925,0,0,0,0,0,0,0,0,0,0,6892,0,211,7103,9620,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN90.pdf
15,MEXICO,91,TENANGO DEL VALLE,27,102,103,1562,2976,818,8796,7682,4817,10647,2084,0,0,0,0,0,0,0,0,0,39382,18,1733,41133,66715,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN91.pdf
15,MEXICO,92,TEOLOYUCAN,25,107,107,12857,3025,618,4382,709,3013,17426,362,0,0,0,0,0,0,0,0,0,42392,34,1595,44021,71358,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN92.pdf
15,MEXICO,93,TEOTIHUACAN,23,77,78,708,17269,192,626,742,1072,10939,827,0,0,0,0,0,0,0,0,0,32375,33,1077,33485,49994,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN93.pdf
15,MEXICO,94,TEPETLAOXTOC,12,38,38,317,3827,86,205,1810,3808,5541,107,0,0,0,0,0,0,0,0,0,15701,561,566,16828,24445,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN94.pdf
15,MEXICO,95,TEPETLIXPA,8,24,24,1233,294,19,2716,56,4428,1157,131,0,0,0,0,0,0,0,0,0,10034,2,537,10573,15757,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN95.pdf
15,MEXICO,96,TEPOTZOTLAN,26,102,103,2037,1384,462,554,1153,20248,17268,509,0,0,0,0,0,0,0,0,0,43615,48,1677,45340,67350,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN96.pdf
15,MEXICO,97,TEQUIXQUIAC,13,48,48,1078,2054,564,634,329,6519,7374,1438,0,0,0,0,0,0,0,0,0,19990,17,796,20803,30450,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN97.pdf
15,MEXICO,98,TEXCALTITLAN,9,24,24,320,1095,1769,181,168,3108,2507,198,0,0,0,0,0,0,0,0,0,9346,2,376,9724,13979,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN98.pdf
15,MEXICO,99,TEXCALYACAC,2,8,8,15,194,205,673,0,828,635,964,0,0,0,0,0,0,0,0,0,3514,5,233,3752,4661,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN99.pdf
15,MEXICO,100,TEXCOCO,85,340,341,6922,13186,3626,8567,4150,23703,60871,9231,0,0,0,0,0,0,0,0,0,130256,272,3677,134205,220404,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN100.pdf
15,MEXICO,101,TEZOYUCA,15,57,57,2800,5336,1467,609,550,711,7676,3735,0,0,0,0,0,0,0,0,0,22884,13,751,23648,36958,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN101.pdf
15,MEXICO,102,TIANGUISTENCO,27,98,98,1692,13015,484,5927,1097,2294,15173,381,0,0,0,0,0,0,0,0,0,40063,319,1250,41632,62882,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN102.pdf
15,MEXICO,103,TIMILPAN,11,25,25,319,6513,77,308,210,154,3544,33,0,0,0,0,0,0,0,0,0,11158,352,432,11942,14535,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN103.pdf
15,MEXICO,104,TLALMANALCO,21,66,66,524,1424,342,1579,4885,5233,10024,1647,0,0,0,0,0,0,0,0,0,25658,14,1107,26779,40188,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN104.pdf
15,MEXICO,105,TLALNEPANTLA DE BAZ,385,954,956,87587,68470,6112,15547,11483,29001,153352,3073,0,0,0,0,0,0,0,0,0,374625,410,8299,383334,568809,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN105.pdf
15,MEXICO,106,TLATLAYA,32,56,57,1091,2078,571,327,337,414,10974,1455,0,0,0,0,0,0,0,0,0,17247,13,540,17800,25677,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN106.pdf
15,MEXICO,107,TOLUCA,314,1124,1126,63258,110963,6413,23946,13567,42264,194691,4388,0,0,0,0,0,0,0,0,0,459490,687,10919,471096,719862,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN107.pdf
15,MEXICO,108,TONATICO,9,21,21,511,976,268,160,315,2930,1778,683,0,0,0,0,0,0,0,0,0,7621,3,229,7853,11407,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN108.pdf
15,MEXICO,109,TULTEPEC,38,199,199,5304,10103,2778,3152,5677,9031,38155,7072,0,0,0,0,0,0,0,0,0,81272,172,3246,84690,132971,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN109.pdf
15,MEXICO,110,TULTITLAN,189,609,611,10711,20402,5610,18621,6494,27143,123191,14282,0,0,0,0,0,0,0,0,0,226454,328,13361,240143,385431,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN110.pdf
15,MEXICO,111,VALLE DE BRAVO,33,102,103,3425,6526,1794,1547,1219,997,20480,4568,0,0,0,0,0,0,0,0,0,40556,113,1175,41844,59293,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN111.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,64,64,495,1260,6969,1043,857,655,12896,102,0,0,0,0,0,0,0,0,0,24277,8,930,25215,38266,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN112.pdf
15,MEXICO,113,VILLA DEL CARBON,21,68,69,5931,8616,103,782,2465,1217,5375,0,0,0,0,0,0,0,0,0,0,24489,17,841,25347,38144,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN113.pdf
15,MEXICO,114,VILLA GUERRERO,25,79,80,1464,2789,766,9748,708,7589,2764,1953,0,0,0,0,0,0,0,0,0,27781,47,1049,28877,48509,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN114.pdf
15,MEXICO,115,VILLA VICTORIA,53,131,131,1061,24142,482,2919,1225,1020,18389,255,0,0,0,0,0,0,0,0,0,49493,37,2150,51680,76639,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN115.pdf
15,MEXICO,116,XONACATLAN,16,75,76,1355,2580,709,7485,2985,8795,6233,1806,0,0,0,0,0,0,0,1156,0,33104,7,1097,34208,48733,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN116.pdf
15,MEXICO,117,ZACAZONAPAN,2,7,8,29,73,38,154,94,714,1754,13,0,0,0,0,0,0,0,0,0,2869,22,130,3021,4076,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN117.pdf
15,MEXICO,118,ZACUALPAN,15,25,25,567,1082,297,363,331,110,3804,757,0,0,0,0,0,0,0,0,0,7311,5,306,7622,11095,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN118.pdf
15,MEXICO,119,ZINACANTEPEC,53,233,234,7694,36346,1254,5679,3760,11795,29987,1085,0,0,0,0,0,0,0,0,0,97600,236,3484,101320,153876,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,24,24,1354,822,18,640,3480,991,573,89,0,0,0,0,0,0,0,0,659,8626,5,431,9062,13289,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN120.pdf
15,MEXICO,121,ZUMPANGO,53,269,270,7472,14232,3914,5144,2831,10391,32453,9963,0,0,0,0,0,0,0,0,0,86400,70,2409,88879,181303,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,116,436,436,5245,18677,12006,14452,17810,11009,71760,2302,0,0,0,0,0,0,0,0,0,153261,123,11553,164937,282755,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN122.pdf
15,MEXICO,123,LUVIANOS,27,49,49,357,4644,447,823,1438,398,3400,73,0,0,0,0,0,0,0,0,0,11580,46,895,12521,22803,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON,44,125,125,2466,4698,1291,7380,1415,7709,11092,3288,0,0,0,0,0,0,0,0,0,39339,21,2325,41685,75381,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN124.pdf
15,MEXICO,125,TONANITLA,3,15,15,446,963,662,174,195,1344,3093,130,0,0,0,0,0,0,0,0,0,7007,34,273,7314,10703,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN125.pdf
