ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CC_PAN_PRI_PRD_NAEM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,74,SAN ANTONIO LA ISLA,8,31,32,1935,3449,752,2949,710,1673,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14361,31,412,14804,20680,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN74.pdf
15,MEXICO,75,SAN FELIPE DEL PROGRESO,50,170,170,1343,27401,260,2110,1391,2074,26318,308,81,351,22,1,7,204,5,3,36,17,6,980,204,364,214,0,0,0,0,0,0,0,0,0,0,63700,104,2346,66150,103343,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN75.pdf
15,MEXICO,76,SAN MARTIN DE LAS PIRAMIDES,14,37,37,1187,3537,31,156,114,3993,4289,2222,0,0,0,0,0,0,0,0,0,0,0,118,12,30,30,0,0,0,0,0,0,0,0,0,0,15719,17,431,16167,22627,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN76.pdf
15,MEXICO,77,SAN MATEO ATENCO,22,113,113,3388,15250,376,6135,3134,3824,19254,394,122,407,11,5,6,129,9,2,12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52475,32,1930,54437,75745,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN77.pdf
15,MEXICO,78,SAN SIMON DE GUERRERO,4,11,11,28,74,1232,24,72,1275,1352,12,4,5,0,0,1,1,4,0,5,1,0,25,3,6,9,0,0,0,0,0,0,0,0,0,0,4133,1,180,4314,5548,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN78.pdf
15,MEXICO,79,SANTO TOMAS,10,20,21,72,295,2135,46,80,981,1716,9,17,50,0,1,0,4,5,0,20,0,0,46,11,11,22,0,0,0,0,0,0,0,0,0,0,5521,0,254,5775,7971,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN79.pdf
15,MEXICO,80,SOYANIQUILPAN DE JUAREZ,7,21,21,4097,312,13,168,119,66,4586,16,8,28,2,2,0,21,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446,3,253,9702,11734,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN80.pdf
15,MEXICO,81,SULTEPEC,23,40,40,0,0,0,3313,249,1744,1386,0,0,0,0,0,0,0,0,0,0,0,0,122,49,184,11,4760,0,0,0,0,0,0,0,0,0,11818,4,770,12592,20093,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN81.pdf
15,MEXICO,82,TECAMAC,197,599,601,22479,61453,1962,9807,5741,14539,117566,2092,1085,2746,110,37,40,909,56,24,78,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240849,250,10212,251311,380698,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN82.pdf
15,MEXICO,83,TEJUPILCO,46,114,115,0,0,0,1294,866,6538,10425,0,0,0,0,0,0,0,0,0,0,0,0,333,104,155,96,15755,0,0,0,0,0,0,0,0,0,35566,18,1567,37151,61374,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN83.pdf
15,MEXICO,84,TEMAMATLA,5,18,18,60,276,53,3069,329,1728,1437,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,7928,4,397,8329,12100,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN84.pdf
15,MEXICO,85,TEMASCALAPA,16,51,52,0,0,0,442,331,386,7629,0,0,0,0,0,0,0,0,0,0,0,0,293,28,96,60,4732,0,0,0,0,0,0,8002,0,0,21999,15,644,22658,32551,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN85.pdf
15,MEXICO,86,TEMASCALCINGO,35,93,94,382,8890,271,5176,4474,3407,10424,107,18,129,1,1,2,28,2,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33336,44,1833,35213,53687,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN86.pdf
15,MEXICO,87,TEMASCALTEPEC,23,50,50,3693,1637,245,395,255,4650,5014,126,25,91,2,2,0,64,11,2,4,1,0,149,23,57,29,0,0,0,0,0,0,0,0,0,0,16475,8,664,17147,26714,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN87.pdf
15,MEXICO,88,TEMOAYA,29,121,121,0,0,0,1748,1228,6787,17802,0,0,0,0,0,0,0,0,0,0,0,0,735,140,223,206,15230,0,0,0,0,0,0,0,0,0,44099,61,1523,45683,78778,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN88.pdf
15,MEXICO,89,TENANCINGO,38,123,124,1109,4012,285,10854,3877,11174,11928,322,19,94,7,0,4,45,4,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43751,22,1989,45762,77818,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN89.pdf
15,MEXICO,90,TENANGO DEL AIRE,5,16,16,2105,203,162,2189,1132,176,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6892,0,211,7103,9620,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN90.pdf
15,MEXICO,91,TENANGO DEL VALLE,27,102,103,0,0,0,8796,7682,4817,10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,0,39382,18,1733,41133,66715,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN91.pdf
15,MEXICO,92,TEOLOYUCAN,25,107,107,12647,2837,477,4382,709,3013,17426,301,181,239,12,13,0,111,20,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42392,34,1595,44021,71358,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN92.pdf
15,MEXICO,93,TEOTIHUACAN,23,77,78,708,17269,192,409,519,1072,10682,827,0,0,0,0,0,0,0,0,0,0,0,447,34,102,114,0,0,0,0,0,0,0,0,0,0,32375,33,1077,33485,49994,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN93.pdf
15,MEXICO,94,TEPETLAOXTOC,12,38,38,286,3786,61,205,1810,3808,5541,97,26,49,2,0,2,13,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15701,561,566,16828,24445,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN94.pdf
15,MEXICO,95,TEPETLIXPA,8,24,24,1233,294,19,2716,56,4428,1157,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10034,2,537,10573,15757,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN95.pdf
15,MEXICO,96,TEPOTZOTLAN,26,102,103,2037,1384,462,554,1153,20248,17268,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43615,48,1677,45340,67350,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN96.pdf
15,MEXICO,97,TEQUIXQUIAC,13,48,48,0,0,0,634,329,6519,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5134,0,0,0,0,0,0,0,0,0,19990,17,796,20803,30450,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN97.pdf
15,MEXICO,98,TEXCALTITLAN,9,24,24,284,1049,1725,147,134,3108,2472,188,28,63,5,1,3,8,2,1,21,1,3,60,14,14,15,0,0,0,0,0,0,0,0,0,0,9346,2,376,9724,13979,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN98.pdf
15,MEXICO,99,TEXCALYACAC,2,8,8,15,194,205,673,0,828,635,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3514,5,233,3752,4661,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN99.pdf
15,MEXICO,100,TEXCOCO,85,340,341,0,0,0,7100,2864,23703,59289,0,0,0,0,0,0,0,0,0,0,0,0,2790,241,832,472,32965,0,0,0,0,0,0,0,0,0,130256,272,3677,134205,220404,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN100.pdf
15,MEXICO,101,TEZOYUCA,15,57,57,0,0,0,434,376,711,7483,0,0,0,0,0,0,0,0,0,0,0,0,351,39,76,76,13338,0,0,0,0,0,0,0,0,0,22884,13,751,23648,36958,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN101.pdf
15,MEXICO,102,TIANGUISTENCO,27,98,98,1416,12731,316,5468,752,2294,14695,326,153,325,15,2,12,230,13,3,18,5,7,733,85,345,119,0,0,0,0,0,0,0,0,0,0,40063,319,1250,41632,62882,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN102.pdf
15,MEXICO,103,TIMILPAN,11,25,25,268,6458,43,249,159,154,3483,20,27,58,0,1,0,45,2,1,4,5,10,99,17,35,20,0,0,0,0,0,0,0,0,0,0,11158,352,432,11942,14535,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN103.pdf
15,MEXICO,104,TLALMANALCO,21,66,66,524,1424,342,1579,4885,5233,10024,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25658,14,1107,26779,40188,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN104.pdf
15,MEXICO,105,TLALNEPANTLA DE BAZ,385,954,956,84511,65471,3868,10827,6985,29001,148042,2721,743,5508,147,76,27,1733,188,35,79,25,110,9849,627,2247,1805,0,0,0,0,0,0,0,0,0,0,374625,410,8299,383334,568809,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN105.pdf
15,MEXICO,106,TLATLAYA,32,56,57,0,0,0,229,243,414,10879,0,0,0,0,0,0,0,0,0,0,0,0,145,51,50,41,5195,0,0,0,0,0,0,0,0,0,17247,13,540,17800,25677,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN106.pdf
15,MEXICO,107,TOLUCA,314,1124,1126,60128,107822,4117,18840,8860,42264,189019,3959,797,5382,214,98,40,1948,164,40,128,69,116,10145,741,2704,1895,0,0,0,0,0,0,0,0,0,0,459490,687,10919,471096,719862,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN107.pdf
15,MEXICO,108,TONATICO,9,21,21,0,0,0,125,275,2930,1739,0,0,0,0,0,0,0,0,0,0,0,0,66,15,13,20,2438,0,0,0,0,0,0,0,0,0,7621,3,229,7853,11407,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN108.pdf
15,MEXICO,109,TULTEPEC,38,199,199,0,0,0,3152,5677,9031,38155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25257,0,0,0,0,0,0,0,0,0,81272,172,3246,84690,132971,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN109.pdf
15,MEXICO,110,TULTITLAN,189,609,611,0,0,0,18621,6494,27143,123191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51005,0,0,0,0,0,0,0,0,0,226454,328,13361,240143,385431,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN110.pdf
15,MEXICO,111,VALLE DE BRAVO,33,102,103,0,0,0,1187,877,997,20073,0,0,0,0,0,0,0,0,0,0,0,0,668,73,200,168,16313,0,0,0,0,0,0,0,0,0,40556,113,1175,41844,59293,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN111.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,64,64,428,1176,6876,710,607,655,12534,90,33,111,2,1,1,18,25,0,56,1,8,508,54,274,109,0,0,0,0,0,0,0,0,0,0,24277,8,930,25215,38266,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN112.pdf
15,MEXICO,113,VILLA DEL CARBON,21,68,69,5931,8616,103,596,2221,1217,5167,0,0,0,0,0,0,0,0,0,0,0,0,294,126,51,167,0,0,0,0,0,0,0,0,0,0,24489,17,841,25347,38144,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN113.pdf
15,MEXICO,114,VILLA GUERRERO,25,79,80,0,0,0,9513,540,7589,2546,0,0,0,0,0,0,0,0,0,0,0,0,294,87,186,54,6972,0,0,0,0,0,0,0,0,0,27781,47,1049,28877,48509,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN114.pdf
15,MEXICO,115,VILLA VICTORIA,53,131,131,1061,24142,482,2220,745,1020,17699,255,0,0,0,0,0,0,0,0,0,0,0,1066,136,553,114,0,0,0,0,0,0,0,0,0,0,49493,37,2150,51680,76639,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN115.pdf
15,MEXICO,116,XONACATLAN,16,75,76,0,0,0,7485,2985,8795,6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6450,0,0,0,0,0,0,0,1156,0,33104,7,1097,34208,48733,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN116.pdf
15,MEXICO,117,ZACAZONAPAN,2,7,8,27,70,36,129,74,714,1727,13,0,6,0,0,0,0,0,0,1,0,0,37,7,18,10,0,0,0,0,0,0,0,0,0,0,2869,22,130,3021,4076,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN117.pdf
15,MEXICO,118,ZACUALPAN,15,25,25,0,0,0,301,272,110,3737,0,0,0,0,0,0,0,0,0,0,0,0,89,27,37,35,2703,0,0,0,0,0,0,0,0,0,7311,5,306,7622,11095,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN118.pdf
15,MEXICO,119,ZINACANTEPEC,53,233,234,7054,35680,843,4737,2932,11795,28967,970,255,891,52,15,14,480,25,7,51,32,10,1624,210,592,364,0,0,0,0,0,0,0,0,0,0,97600,236,3484,101320,153876,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,24,24,1354,822,18,640,3480,991,573,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,8626,5,431,9062,13289,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN120.pdf
15,MEXICO,121,ZUMPANGO,53,269,270,0,0,0,4182,1920,10391,31443,0,0,0,0,0,0,0,0,0,0,0,0,2033,184,385,281,35581,0,0,0,0,0,0,0,0,0,86400,70,2409,88879,181303,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,116,436,436,5245,18677,12006,14452,17810,11009,71760,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153261,123,11553,164937,282755,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN122.pdf
15,MEXICO,123,LUVIANOS,27,49,49,308,4581,402,722,1330,398,3294,64,31,76,4,0,2,29,2,0,18,3,1,137,59,54,65,0,0,0,0,0,0,0,0,0,0,11580,46,895,12521,22803,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON,44,125,125,0,0,0,6872,1078,7709,10619,0,0,0,0,0,0,0,0,0,0,0,0,633,161,432,92,11743,0,0,0,0,0,0,0,0,0,39339,21,2325,41685,75381,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN124.pdf
15,MEXICO,125,TONANITLA,3,15,15,405,915,612,115,133,1344,3014,110,33,84,1,2,6,5,4,0,3,5,16,121,5,35,39,0,0,0,0,0,0,0,0,0,0,7007,34,273,7314,10703,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN125.pdf
