ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PVEM_PT_MORENA,CC_PAN_PRI_PRD_NAEM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
15,MEXICO,96,TEPOTZOTLAN,26,102,103,2037,1384,462,554,1153,20248,17268,509,,,,,,,,,,,,,43615,48,1677,45340,67350,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN96.pdf
15,MEXICO,97,TEQUIXQUIAC,13,48,48,,,,634,329,6519,7374,,,,5134,,,,,,,,,,19990,17,796,20803,30450,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN97.pdf
15,MEXICO,98,TEXCALTITLAN,9,24,24,,,,,,3108,,,3382,2856,,,,,,,,,,,9346,2,376,9724,13979,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN98.pdf
15,MEXICO,99,TEXCALYACAC,2,8,8,15,194,205,673,0,828,635,964,,,,,,,,,,,,,3514,5,233,3752,4661,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN99.pdf
15,MEXICO,100,TEXCOCO,85,340,341,,,,,,23703,,,,73588,32965,,,,,,,,,,130256,272,3677,134205,220404,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN100.pdf
15,MEXICO,101,TEZOYUCA,15,57,57,,,,,,711,,,,8835,13338,,,,,,,,,,22884,13,751,23648,36958,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN101.pdf
15,MEXICO,102,TIANGUISTENCO,27,98,98,,,,,,2294,,,15572,22197,,,,,,,,,,,40063,319,1250,41632,62882,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN102.pdf
15,MEXICO,103,TIMILPAN,11,25,25,,,,,,154,,,6942,4062,,,,,,,,,,,11158,352,432,11942,14535,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN103.pdf
15,MEXICO,104,TLALMANALCO,21,66,66,524,1424,342,1579,4885,5233,10024,1647,,,,,,,,,,,,,25658,14,1107,26779,40188,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN104.pdf
15,MEXICO,105,TLALNEPANTLA DE BAZ,385,954,956,,,,,,29001,,,165242,180382,,,,,,,,,,,374625,410,8299,383334,568809,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN105.pdf
15,MEXICO,106,TLATLAYA,32,56,57,,,,,,414,,,,11638,5195,,,,,,,,,,17247,13,540,17800,25677,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN106.pdf
15,MEXICO,107,TOLUCA,314,1124,1126,,,,,,42264,,,185022,232204,,,,,,,,,,,459490,687,10919,471096,719862,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN107.pdf
15,MEXICO,108,TONATICO,9,21,21,,,,,,2930,,,,2253,2438,,,,,,,,,,7621,3,229,7853,11407,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN108.pdf
15,MEXICO,109,TULTEPEC,38,199,199,,,,3152,5677,9031,38155,,,,25257,,,,,,,,,,81272,172,3246,84690,132971,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN109.pdf
15,MEXICO,110,TULTITLAN,189,609,611,,,,18621,6494,27143,123191,,,,51005,,,,,,,,,,226454,328,13361,240143,385431,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN110.pdf
15,MEXICO,111,VALLE DE BRAVO,33,102,103,,,,,,997,,,,23246,16313,,,,,,,,,,40556,113,1175,41844,59293,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN111.pdf
15,MEXICO,112,VILLA DE ALLENDE,22,64,64,,,,,,655,,,8826,14796,,,,,,,,,,,24277,8,930,25215,38266,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN112.pdf
15,MEXICO,113,VILLA DEL CARBON,21,68,69,5931,8616,103,,,1217,,0,,8622,,,,,,,,,,,24489,17,841,25347,38144,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN113.pdf
15,MEXICO,114,VILLA GUERRERO,25,79,80,,,,,,7589,,,,13220,6972,,,,,,,,,,27781,47,1049,28877,48509,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN114.pdf
15,MEXICO,115,VILLA VICTORIA,53,131,131,1061,24142,482,,,1020,,255,,22533,,,,,,,,,,,49493,37,2150,51680,76639,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN115.pdf
15,MEXICO,116,XONACATLAN,16,75,76,,,,7485,2985,8795,6233,,,,6450,,,,,,,,1156,,33104,7,1097,34208,48733,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN116.pdf
15,MEXICO,117,ZACAZONAPAN,2,7,8,,,,,,714,,,153,2002,,,,,,,,,,,2869,22,130,3021,4076,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN117.pdf
15,MEXICO,118,ZACUALPAN,15,25,25,,,,,,110,,,,4498,2703,,,,,,,,,,7311,5,306,7622,11095,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN118.pdf
15,MEXICO,119,ZINACANTEPEC,53,233,234,,,,,,11795,,,46379,39426,,,,,,,,,,,97600,236,3484,101320,153876,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN119.pdf
15,MEXICO,120,ZUMPAHUACAN,11,24,24,1354,822,18,640,3480,991,573,89,,,,,,,,,,,,659,8626,5,431,9062,13289,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN120.pdf
15,MEXICO,121,ZUMPANGO,53,269,270,,,,,,10391,,,,40428,35581,,,,,,,,,,86400,70,2409,88879,181303,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN121.pdf
15,MEXICO,122,VALLE DE CHALCO SOLIDARIDAD,116,436,436,5245,18677,12006,14452,17810,11009,71760,2302,,,,,,,,,,,,,153261,123,11553,164937,282755,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN122.pdf
15,MEXICO,123,LUVIANOS,27,49,49,,,,,,398,,,5521,5661,,,,,,,,,,,11580,46,895,12521,22803,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN123.pdf
15,MEXICO,124,SAN JOSE DEL RINCON,44,125,125,,,,,,7709,,,,19887,11743,,,,,,,,,,39339,21,2325,41685,75381,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN124.pdf
15,MEXICO,125,TONANITLA,3,15,15,,,,,,1344,,,2201,3462,,,,,,,,,,,7007,34,273,7314,10703,https://www.ieem.org.mx/proceso2024/ACTAS_COMPUTO_MUNICIPALES/ACTA_MUN125.pdf
