CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CC_PAN_PRI_PRD_NAEM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3313,3,3,0,0,0,71,41,185,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,1067,0,57,1124,1774
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3314,3,3,0,0,0,72,28,168,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,962,0,69,1031,1563
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3315,3,3,0,0,0,73,33,182,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,1007,1,57,1065,1601
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3316,2,2,0,0,0,133,23,127,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,883,0,54,937,1419
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3317,2,2,0,0,0,54,13,188,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,762,0,35,797,1283
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3318,3,3,0,0,0,47,37,185,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,988,0,45,1033,1627
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3319,2,2,0,0,0,34,14,113,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,688,0,21,709,1122
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3320,2,2,0,0,0,22,9,87,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,567,1,30,598,973
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3321,2,2,0,0,0,45,11,93,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,571,1,30,602,916
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3322,2,2,0,0,0,37,18,73,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,576,1,34,611,903
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3323,2,2,0,0,0,57,21,113,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,827,1,74,902,1419
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3324,2,2,0,0,0,35,29,121,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,736,1,38,775,1203
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3325,3,3,0,0,0,48,20,137,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,851,0,44,895,1528
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3326,2,2,0,0,0,35,21,103,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,649,0,38,687,1103
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3327,2,2,0,0,0,30,15,94,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,619,3,25,647,985
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3328,2,2,0,0,0,42,14,70,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,523,0,21,544,896
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3329,2,2,0,0,0,37,16,110,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,661,0,28,689,1097
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3330,2,2,0,0,0,41,20,94,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,680,1,37,718,1148
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3331,2,2,0,0,0,30,19,77,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,571,0,40,611,956
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3332,3,3,0,0,0,61,25,148,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,985,0,43,1028,1647
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3333,3,3,0,0,0,61,26,151,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,1011,0,59,1070,1667
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3334,2,2,0,0,0,25,26,83,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,518,0,19,537,828
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3335,3,3,0,0,0,81,33,184,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1002,0,51,1053,1635
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3336,2,2,0,0,0,55,30,118,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,777,0,46,823,1293
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3337,2,2,0,0,0,45,28,129,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,821,0,66,887,1427
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3338,3,3,0,0,0,84,25,160,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,973,1,52,1026,1661
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3339,3,3,0,0,0,66,29,193,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,991,1,51,1043,1579
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3340,2,2,0,0,0,58,13,116,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,700,0,50,750,1140
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3341,2,2,0,0,0,47,16,120,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,670,0,53,723,1082
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3342,2,2,0,0,0,54,29,153,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,770,0,33,803,1230
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3343,2,2,0,0,0,78,19,132,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,724,2,35,761,1171
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3344,2,2,0,0,0,21,8,52,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,510,0,24,534,803
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3345,2,2,0,0,0,17,16,77,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,511,0,29,540,841
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3346,2,2,0,0,0,22,26,90,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,574,0,34,608,934
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3347,2,2,0,0,0,18,29,76,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,533,3,24,560,889
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3348,2,2,0,0,0,37,17,78,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,526,1,50,577,823
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3349,2,2,0,0,0,59,17,99,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,657,0,17,674,1042
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3356,2,2,0,0,0,53,28,140,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,828,1,42,871,1308
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3357,3,3,0,0,0,43,17,141,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,936,2,42,980,1518
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3358,1,1,0,0,0,21,7,49,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,432,0,19,451,710
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3359,2,2,0,0,0,34,23,103,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,696,1,39,736,1187
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3360,2,2,0,0,0,28,13,88,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,610,1,37,648,1056
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3361,2,2,0,0,0,34,22,61,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,607,1,28,636,965
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3362,2,2,0,0,0,21,12,70,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,504,0,30,534,841
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3363,2,2,0,0,0,29,14,77,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,505,0,23,528,808
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3364,2,2,0,0,0,42,14,98,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,479,1,33,513,840
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3365,3,3,0,0,0,42,29,184,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,1030,2,51,1083,1777
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3366,2,2,0,0,0,41,27,111,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,796,2,32,830,1353
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3367,2,2,0,0,0,31,20,93,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,559,1,29,589,905
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3368,3,3,0,0,0,66,35,225,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,1068,1,42,1111,1711
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3369,2,2,0,0,0,39,18,142,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,686,0,20,706,1097
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3370,1,1,0,0,0,19,17,64,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,498,1,21,520,744
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3371,2,2,0,0,0,51,25,125,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,791,0,48,839,1232
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3384,2,2,0,0,0,42,33,139,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,812,2,40,854,1302
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3385,2,2,0,0,0,26,28,133,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,881,0,50,931,1377
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3386,1,1,0,0,0,17,11,62,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,365,1,17,383,644
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3387,2,2,0,0,0,34,45,141,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,915,2,45,962,1484
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3388,2,2,0,0,0,54,28,107,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,654,0,32,686,1061
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3389,2,2,0,0,0,79,32,105,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,787,1,36,824,1237
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3390,2,2,0,0,0,67,21,132,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,828,1,21,850,1239
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3391,1,1,0,0,0,30,25,49,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,445,0,31,476,724
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3392,2,2,0,0,0,24,22,106,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,654,1,33,688,1100
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3400,2,2,0,0,0,76,29,119,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,863,0,44,907,1352
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3401,2,2,0,0,0,55,33,116,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,692,0,40,732,1197
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3402,2,2,0,0,0,56,40,137,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,924,2,41,967,1484
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3403,3,3,0,0,0,52,16,151,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,949,2,44,995,1635
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3404,2,2,0,0,0,34,12,99,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,633,1,36,670,966
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3405,2,2,0,0,0,42,24,97,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,759,9,20,788,1290
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3406,2,2,0,0,0,77,18,111,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,610,0,33,643,928
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3413,3,3,0,0,0,79,39,177,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,1089,0,59,1148,1700
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3414,2,2,0,0,0,63,27,92,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,707,0,33,740,1081
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3415,3,3,0,0,0,70,32,150,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,905,1,51,957,1541
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3416,2,2,0,0,0,35,22,93,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,643,0,32,675,1060
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3417,2,2,0,0,0,37,12,76,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,595,0,21,616,928
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3418,3,3,0,0,0,37,21,147,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,963,3,57,1023,1599
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3419,3,3,0,0,0,67,28,157,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,1050,2,51,1103,1652
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3420,2,2,0,0,0,59,20,124,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,899,0,32,931,1342
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3421,2,2,0,0,0,36,19,106,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,634,0,28,662,944
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3422,2,2,0,0,0,54,21,116,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,812,0,41,853,1254
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3423,2,2,0,0,0,39,20,150,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,758,1,50,809,1236
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3424,2,2,0,0,0,29,13,91,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,627,0,36,663,1018
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3425,2,2,0,0,0,53,29,84,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,906,2,48,956,1445
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3435,2,2,0,0,0,83,30,89,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,889,3,47,939,1344
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3436,2,2,0,0,0,111,16,63,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,561,0,39,600,842
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3437,2,2,0,0,0,72,16,59,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,602,7,26,635,916
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3438,2,2,0,0,0,45,14,55,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,510,2,25,537,849
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3439,2,2,0,0,0,49,26,152,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,931,0,41,972,1423
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3440,2,2,0,0,0,74,13,103,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,792,1,23,816,1171
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3441,1,1,0,0,0,18,19,72,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,486,1,27,514,717
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3442,2,2,0,0,0,36,14,94,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,592,0,30,622,923
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3443,2,2,0,0,0,49,17,113,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,822,1,42,865,1302
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3444,2,2,0,0,0,33,7,75,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,652,0,27,679,945
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3445,1,1,0,0,0,17,18,62,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,427,1,28,456,659
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3446,2,2,0,0,0,32,21,88,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,775,1,37,813,1248
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3447,2,2,0,0,0,58,21,115,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,828,0,53,881,1350
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3448,1,1,0,0,0,29,8,59,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,449,1,27,477,713
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3449,2,2,0,0,0,57,15,68,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,749,0,36,785,1203
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3452,3,3,0,0,0,36,33,137,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,988,0,42,1030,1568
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3453,2,2,0,0,0,54,24,147,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,814,2,21,837,1408
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3454,3,3,0,0,0,44,30,103,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,926,0,50,976,1577
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3455,3,3,0,0,0,57,47,159,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,1058,3,46,1107,1737
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3456,3,3,0,0,0,57,43,217,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,1092,2,34,1128,1896
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3457,2,2,0,0,0,31,20,128,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,886,1,49,936,1444
5,15,MEXICO,25,CD. NEZAHUALCOYOTL,60,NEZAHUALCOYOTL,3458,2,2,0,0,0,44,23,85,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,639,0,24,663,967
