ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PUP,NAO,FXMO,MUJER,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,PVEM_MORENA_FXMO,PVEM_MORENA,PVEM_FXMO,MORENA_FXMO,C_PVEM_FXMO,PT_PUP,PT_NAO,PUP_NAO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,396,SANTA MAGDALENA JICOTLAN,1,1,1,2,5,3,1,3,3,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,56,71,
20,OAXACA,397,SANTA MARIA ALOTEPEC,2,5,5,37,66,24,43,72,33,512,16,6,1,18,2,1,0,2,0,0,0,0,3,7,0,0,0,0,0,0,843,0,91,934,2094,
20,OAXACA,398,SANTA MARIA APAZCO,2,3,3,16,33,34,57,133,20,230,8,10,16,15,0,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,581,0,104,685,1282,
20,OAXACA,399,SANTA MARIA LA ASUNCION,2,5,5,90,251,24,21,41,26,478,8,13,7,118,10,11,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1106,3,127,1236,2151,
20,OAXACA,400,SANTA MARIA ATZOMPA,11,46,46,582,997,109,1342,1267,940,6429,239,275,158,763,60,22,3,2,0,0,0,0,58,163,20,9,0,0,15,0,13453,14,900,14367,28310,
20,OAXACA,401,SANTA MARIA CAMOTLAN,2,2,2,26,140,8,16,21,18,395,5,15,4,11,4,2,1,0,0,0,0,0,1,12,0,1,0,0,0,0,680,1,50,731,1373,
20,OAXACA,402,SANTA MARIA CHACHOAPAM,1,2,2,5,19,2,27,29,12,214,1,3,2,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,325,0,26,351,628,
20,OAXACA,403,VILLA DE CHILAPA DE DIAZ,3,4,4,20,45,13,68,51,28,479,9,7,6,9,0,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,750,2,54,806,1528,
20,OAXACA,404,SANTA MARIA CHILCHOTLA,17,37,37,443,1423,188,388,1331,201,2818,46,70,122,149,64,14,3,3,0,0,0,0,6,40,2,6,0,0,0,0,7317,13,621,7951,15808,
20,OAXACA,405,SANTA MARIA CHIMALAPA,6,13,13,17,269,5,74,70,63,732,2,5,3,9,2,0,0,1,0,0,0,0,1,13,0,1,0,0,0,0,1267,0,74,1341,5465,
20,OAXACA,406,SANTA MARIA COLOTEPEC,11,38,38,326,663,86,466,1885,295,5270,88,30,55,217,34,18,1,2,0,0,0,0,7,64,2,1,0,0,0,0,9510,2,638,10150,20935,
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,2,11,8,16,12,63,11,267,1,263,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,662,0,28,690,916,
20,OAXACA,408,SANTA MARIA COYOTEPEC,1,4,4,57,109,11,99,64,82,568,23,160,8,48,10,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1250,1,91,1342,2610,
20,OAXACA,409,SANTA MARIA DEL ROSARIO,1,1,1,3,11,3,29,23,4,134,1,1,7,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,222,0,7,229,403,
20,OAXACA,410,SANTA MARIA DEL TULE,6,13,14,361,570,49,303,551,324,1918,60,44,38,181,39,8,1,0,0,0,0,0,1,35,1,1,0,0,0,0,4485,2,233,4720,7397,
20,OAXACA,411,SANTA MARIA ECATEPEC,4,7,7,12,25,9,166,102,23,700,7,4,3,10,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1072,1,55,1128,2451,
20,OAXACA,412,SANTA MARIA GUELACE,1,1,1,6,25,2,24,30,14,195,30,1,1,7,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,340,0,23,363,659,
20,OAXACA,413,SANTA MARIA GUIENAGATI,2,5,5,17,105,14,93,41,21,580,9,8,2,24,2,3,0,0,0,0,0,0,1,10,0,0,0,0,0,0,930,0,80,1010,2389,
20,OAXACA,414,SANTA MARIA HUATULCO,21,69,72,898,767,142,8345,1194,665,12194,161,118,198,259,49,17,0,1,0,0,0,0,13,122,9,6,0,0,0,0,25158,6,1231,26395,39417,
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,16,16,39,190,414,774,94,474,2480,221,41,565,59,6,0,0,2,0,0,0,0,7,26,4,13,0,0,0,0,5409,0,337,5746,8692,
20,OAXACA,416,SANTA MARIA IPALAPA,3,8,8,10,28,877,57,35,9,1296,15,1,6,65,0,0,0,2,0,0,0,0,1,9,0,1,0,0,0,0,2412,1,89,2502,3690,
20,OAXACA,417,SANTA MARIA IXCATLAN,1,1,1,6,22,3,12,21,5,173,1,1,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,255,0,5,260,386,
20,OAXACA,418,SANTA MARIA JACATEPEC,6,15,15,61,59,544,2508,474,53,1420,28,70,29,16,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5267,0,204,5471,7409,
20,OAXACA,419,SANTA MARIA JALAPA DEL MARQUES,7,18,18,34,382,35,1010,545,92,4842,23,14,26,161,1,1,0,1,0,0,0,0,2,19,1,1,0,0,0,0,7190,1,307,7498,9703,
20,OAXACA,420,SANTA MARIA JALTIANGUIS,1,1,1,2,1,5,22,47,10,159,4,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261,0,12,273,466,
20,OAXACA,421,SANTA MARIA LACHIXIO,1,3,3,13,26,3,71,48,16,331,5,7,7,17,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,553,0,58,611,1236,
20,OAXACA,422,SANTA MARIA MIXTEQUILLA,3,7,7,14,79,12,245,117,46,611,6,130,117,63,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,1451,0,132,1583,3781,
20,OAXACA,423,SANTA MARIA NATIVITAS,2,2,2,11,17,7,28,35,10,165,2,2,2,2,1,0,1,0,0,0,0,0,2,5,1,1,0,0,0,0,292,0,16,308,488,
20,OAXACA,424,SANTA MARIA NDUAYACO,2,3,3,6,25,3,24,26,10,137,1,1,4,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,250,1,18,269,383,
20,OAXACA,425,SANTA MARIA OZOLOTEPEC,5,6,6,58,79,11,81,61,21,498,250,9,25,24,1,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1126,0,116,1242,2690,
20,OAXACA,426,SANTA MARIA PAPALO,1,3,3,16,46,16,58,67,18,513,40,4,5,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,797,0,69,866,1542,
20,OAXACA,427,SANTA MARIA PETAPA,10,22,22,150,755,255,180,624,261,5009,47,63,68,81,17,3,1,9,0,0,0,0,8,32,0,6,0,1,0,0,7570,4,418,7992,12419,
20,OAXACA,428,SANTA MARIA PEÑOLES,5,13,13,35,313,61,337,435,108,1106,78,17,15,12,3,3,0,1,0,0,0,0,1,6,0,1,0,0,0,0,2532,4,142,2678,5428,
20,OAXACA,429,SANTA MARIA QUIEGOLANI,1,4,4,19,43,23,99,190,18,283,8,5,8,12,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,712,0,50,762,1392,
20,OAXACA,430,SANTA MARIA SOLA,1,2,2,19,36,20,77,180,14,291,8,7,5,11,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,675,0,73,748,1224,
20,OAXACA,431,SANTA MARIA TATALTEPEC,1,1,1,1,3,5,14,20,0,65,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,0,1,116,171,
20,OAXACA,432,SANTA MARIA TECOMAVACA,1,2,2,4,183,3,21,99,65,560,162,2,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1107,0,80,1187,1493,
20,OAXACA,433,SANTA MARIA TEMAXCALAPA,1,2,2,6,7,6,22,39,6,213,1,5,4,10,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,324,0,18,342,753,
20,OAXACA,434,SANTA MARIA TEMAXCALTEPEC,1,3,3,20,167,15,35,71,18,331,10,2,7,17,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,702,0,60,762,1865,
20,OAXACA,435,SANTA MARIA TEOPOXCO,2,6,6,10,1038,7,35,66,18,754,8,4,12,15,10,4,0,2,0,0,0,0,0,7,0,0,0,0,0,0,1990,0,117,2107,3062,
20,OAXACA,436,SANTA MARIA TEPANTLALI,2,6,6,40,89,29,71,104,24,377,21,10,14,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,1,71,864,2612,
20,OAXACA,437,SANTA MARIA TEXCATITLAN,1,1,1,2,40,3,10,11,13,30,3,3,91,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,0,54,264,741,
20,OAXACA,438,SANTA MARIA TLAHUITOLTEPEC,4,13,13,60,120,63,214,220,107,1288,74,21,29,116,1,2,1,0,0,0,0,0,3,24,0,1,0,0,0,0,2344,0,232,2576,6760,
20,OAXACA,439,SANTA MARIA TLALIXTAC,1,3,3,33,109,11,41,36,20,345,11,4,4,20,8,8,0,1,0,0,0,0,3,3,0,1,0,0,0,0,658,1,76,735,1248,
20,OAXACA,440,SANTA MARIA TONAMECA,10,35,35,1307,1203,115,1883,2542,249,3922,146,82,321,186,7,54,2,2,0,0,0,0,5,32,5,5,0,0,0,0,12068,0,673,12741,20639,
20,OAXACA,441,SANTA MARIA TOTOLAPILLA,1,1,1,0,1,1,138,40,13,213,2,1,2,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,423,0,25,448,656,
20,OAXACA,442,SANTA MARIA XADANI,4,11,11,28,69,5,2451,217,65,2143,12,8,16,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5045,0,233,5278,7259,
20,OAXACA,443,SANTA MARIA YALINA,1,1,1,0,3,0,9,17,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,2,116,219,
20,OAXACA,444,SANTA MARIA YAVESIA,1,1,1,2,2,1,4,72,2,120,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,208,0,13,221,339,
20,OAXACA,445,SANTA MARIA YOLOTEPEC,1,1,1,5,4,5,19,33,3,139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,11,220,347,
20,OAXACA,446,SANTA MARIA YOSOYUA,1,3,3,4,7,8,37,296,8,236,22,2,4,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,633,2,44,679,1227,
20,OAXACA,447,SANTA MARIA YUCUHITI,3,9,9,44,61,46,160,582,34,1213,110,22,11,19,4,1,0,0,0,0,0,0,2,32,0,0,0,0,0,0,2341,1,292,2634,4754,
20,OAXACA,448,SANTA MARIA ZACATEPEC,10,21,21,84,1863,134,251,1406,264,2854,64,16,39,58,21,4,1,11,0,0,0,0,5,10,1,3,0,0,0,0,7089,1,402,7492,12370,
20,OAXACA,449,SANTA MARIA ZANIZA,1,3,3,4,23,5,16,33,13,264,8,1,4,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,384,0,27,411,1536,
20,OAXACA,450,SANTA MARIA ZOQUITLAN,4,7,7,17,33,18,59,422,18,557,11,5,3,10,0,1,0,1,0,0,0,0,0,14,1,0,0,0,0,0,1170,0,69,1239,2528,
20,OAXACA,451,SANTIAGO AMOLTEPEC,5,16,16,26,158,32,128,124,53,1119,39,11,6,29,3,1,0,2,0,0,0,0,2,33,0,1,0,0,0,0,1767,5,203,1975,7910,
20,OAXACA,452,SANTIAGO APOALA,2,2,2,8,20,10,30,122,8,220,3,18,5,11,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,461,0,23,484,786,
20,OAXACA,453,SANTIAGO APOSTOL,3,6,6,43,59,28,138,139,77,677,19,21,11,29,4,3,1,1,0,0,0,0,3,21,0,0,0,0,0,0,1274,2,102,1378,3452,
20,OAXACA,454,SANTIAGO ASTATA,4,7,7,21,40,4,240,74,27,855,4,6,5,14,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,1317,1,106,1424,3145,
20,OAXACA,455,SANTIAGO ATITLAN,2,4,4,22,64,18,67,129,12,509,31,7,3,25,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,896,0,94,990,2411,
20,OAXACA,456,SANTIAGO AYUQUILILLA,2,4,4,317,112,4,21,133,9,293,4,238,7,2,5,4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1156,0,56,1212,2060,
20,OAXACA,457,SANTIAGO CACALOXTEPEC,3,3,3,351,214,4,16,10,17,429,1,5,4,14,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1070,0,33,1103,1537,
20,OAXACA,458,SANTIAGO CAMOTLAN,2,6,6,9,27,7,40,122,7,809,70,4,6,19,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1124,0,66,1190,2298,
20,OAXACA,459,SANTIAGO CHAZUMBA,10,11,11,44,427,27,81,96,119,1328,52,29,16,15,5,3,0,0,0,0,0,0,3,12,0,1,0,0,0,0,2258,3,117,2378,3460,
20,OAXACA,460,SANTIAGO CHOAPAM,4,8,8,34,267,20,71,151,26,603,54,4,12,15,6,6,0,1,0,0,0,0,2,13,0,0,0,0,0,0,1285,1,113,1399,3597,
20,OAXACA,461,SANTIAGO COMALTEPEC,2,2,2,2,13,4,30,99,12,288,4,7,4,10,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,482,0,54,536,947,
20,OAXACA,462,SANTIAGO DEL RIO,2,2,2,1,9,5,33,11,2,172,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,257,0,7,264,533,
20,OAXACA,463,SANTIAGO HUAJOLOTITLAN,4,10,10,161,223,10,89,416,60,884,14,122,261,44,3,0,0,0,0,0,0,0,7,9,4,10,0,0,0,0,2317,0,120,2437,3599,
20,OAXACA,464,SANTIAGO HUAUCLILLA,1,3,3,5,14,4,18,25,5,142,4,21,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,246,0,11,257,415,
20,OAXACA,465,SANTIAGO IHUITLAN PLUMAS,2,2,2,2,5,5,14,8,7,108,2,23,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,182,0,16,198,325,
20,OAXACA,466,SANTIAGO IXCUINTEPEC,1,2,2,29,67,10,21,42,4,153,7,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342,1,34,377,1121,
20,OAXACA,467,SANTIAGO IXTAYUTLA,7,18,18,57,163,1319,241,558,51,1835,167,35,42,91,4,0,3,1,0,0,0,0,1,7,0,3,0,0,0,0,4578,0,318,4896,9188,
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,25,25,73,223,126,3528,155,146,3303,323,1879,30,47,5,1,0,0,0,0,0,0,4,32,0,0,0,0,0,0,9875,25,472,10372,14334,
20,OAXACA,469,SANTIAGO JOCOTEPEC,8,20,20,118,397,55,499,244,119,2425,22,12,16,61,15,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3992,2,416,4410,10181,
20,OAXACA,470,SANTIAGO JUXTLAHUACA,19,49,51,278,556,162,2755,2112,583,3627,179,494,124,1018,6,2,1,0,0,0,0,0,21,85,7,2,0,0,0,0,12012,35,3851,15898,24585,
20,OAXACA,471,SANTIAGO LACHIGUIRI,5,8,8,21,128,11,284,153,31,694,7,23,2,20,7,2,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1389,1,119,1509,3622,
20,OAXACA,472,SANTIAGO LALOPA,1,1,1,2,2,1,12,84,4,99,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,17,226,339,
20,OAXACA,473,SANTIAGO LAOLLAGA,3,6,6,24,31,4,514,219,54,1061,4,2,8,8,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1938,0,125,2063,2858,
20,OAXACA,474,SANTIAGO LAXOPA,2,2,2,3,13,7,18,66,2,193,1,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,311,0,27,338,938,
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,5,8,696,27,30,10,31,1128,3,14,2,14,8,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1976,0,41,2017,2704,
20,OAXACA,476,SANTIAGO MATATLAN,5,14,14,104,172,79,264,260,118,1460,23,39,25,84,4,1,0,0,0,0,0,0,2,16,0,1,0,0,0,0,2652,2,221,2875,7989,
20,OAXACA,477,SANTIAGO MILTEPEC,1,1,1,10,20,2,9,5,8,70,1,6,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,137,0,15,152,316,
20,OAXACA,478,SANTIAGO MINAS,1,3,3,18,12,6,32,87,10,323,8,4,2,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,515,0,52,567,1133,
20,OAXACA,479,SANTIAGO NACALTEPEC,4,4,4,6,40,4,46,27,11,536,8,0,1,12,2,3,0,2,0,0,0,0,5,3,0,0,0,0,0,0,706,0,57,763,1334,
20,OAXACA,480,SANTIAGO NEJAPILLA,1,1,1,3,14,0,7,8,1,36,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,76,0,5,81,153,
20,OAXACA,481,SANTIAGO NILTEPEC,7,9,9,24,190,12,1001,1206,37,865,2,5,8,16,3,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,3379,0,132,3511,4459,
20,OAXACA,482,SANTIAGO NUNDICHE,2,2,2,5,12,10,34,218,9,192,9,2,8,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,508,0,21,529,812,
20,OAXACA,483,SANTIAGO NUYOO,2,3,3,4,9,16,47,382,6,285,8,4,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,775,1,76,852,1484,
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,25,68,70,263,560,6349,1857,818,887,9332,1046,922,183,173,81,11,23,38,0,0,0,0,47,81,6,12,0,0,0,0,22689,40,1140,23869,40502,
20,OAXACA,485,SANTIAGO SUCHILQUITONGO,5,13,13,92,702,423,342,701,369,2253,63,56,71,613,14,6,0,8,0,0,0,0,3,9,1,0,0,0,3,0,5729,4,402,6135,8412,
20,OAXACA,486,SANTIAGO TAMAZOLA,6,8,8,27,547,16,41,188,42,844,11,88,6,14,4,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1836,1,108,1945,3281,
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,5,7,19,22,187,457,26,400,2,3,186,3,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1317,0,123,1440,2170,
20,OAXACA,488,SANTIAGO TENANGO,2,3,3,27,88,14,73,40,48,359,13,2,5,4,5,1,0,1,0,0,0,0,1,12,0,0,0,0,0,0,693,0,28,721,1547,
20,OAXACA,489,SANTIAGO TEPETLAPA,1,1,1,5,4,6,4,1,1,38,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,1,66,95,
20,OAXACA,490,SANTIAGO TETEPEC,3,8,8,23,264,19,73,538,27,1167,134,2,13,14,0,2,1,0,0,0,0,0,1,6,0,1,0,0,0,0,2285,0,127,2412,3526,
20,OAXACA,491,SANTIAGO TEXCALCINGO,2,4,4,17,298,11,28,49,10,182,6,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,43,653,1963,
20,OAXACA,492,SANTIAGO TEXTITLAN,2,7,7,22,115,24,76,148,40,898,8,8,8,19,5,2,1,0,0,0,0,0,1,11,0,0,0,0,0,0,1386,2,106,1494,2959,
20,OAXACA,493,SANTIAGO TILANTONGO,4,9,9,32,70,60,84,136,28,503,72,24,10,35,1,1,2,2,0,0,0,0,0,13,0,0,0,0,0,0,1073,0,95,1168,2196,
20,OAXACA,494,SANTIAGO TILLO,1,1,1,10,17,15,20,23,4,149,4,3,5,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,257,0,12,269,423,
20,OAXACA,495,SANTIAGO TLAZOYALTEPEC,5,9,9,36,131,36,420,193,57,1030,27,13,19,30,0,1,2,2,0,0,0,0,2,26,1,0,0,0,0,0,2026,1,194,2221,4391,
20,OAXACA,496,SANTIAGO XANICA,4,5,5,19,29,5,90,35,8,463,81,4,7,10,2,3,0,0,0,0,0,0,0,13,1,2,0,0,0,0,772,0,75,847,2196,
20,OAXACA,497,SANTIAGO XIACUI,2,4,4,10,27,5,57,153,28,414,14,1,10,11,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,738,0,37,775,1331,
20,OAXACA,498,SANTIAGO YAITEPEC,1,5,5,18,544,96,60,108,31,375,7,6,9,24,4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1286,0,90,1376,3027,
20,OAXACA,499,SANTIAGO YAVEO,5,12,12,41,95,17,91,300,36,1250,23,632,11,44,8,3,1,0,0,0,0,0,0,13,1,1,0,0,0,0,2567,0,200,2767,5406,
20,OAXACA,500,SANTIAGO YOLOMECATL,2,4,4,21,20,16,74,91,30,583,4,4,8,12,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,873,0,43,916,1742,
20,OAXACA,501,SANTIAGO YOSONDUA,7,13,13,59,96,81,264,742,79,1651,25,20,26,54,2,2,1,1,0,0,0,0,2,17,1,1,0,0,0,0,3124,1,210,3335,5838,
20,OAXACA,502,SANTIAGO YUCUYACHI,2,2,2,2,14,7,28,16,1,206,1,6,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,288,0,18,306,837,
20,OAXACA,503,SANTIAGO ZACATEPEC,4,8,8,36,125,34,67,113,197,326,15,12,10,17,5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,963,2,113,1078,3533,
20,OAXACA,504,SANTIAGO ZOOCHILA,1,1,1,4,4,1,11,12,3,159,1,0,2,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,206,0,5,211,361,
20,OAXACA,505,SANTO DOMINGO ALBARRADAS,1,1,1,0,3,4,26,11,0,315,3,2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,377,0,19,396,628,
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,5,5,12,476,25,239,100,29,494,6,67,3,6,4,1,0,4,0,0,0,0,1,4,1,0,0,0,0,0,1472,0,73,1545,2332,
20,OAXACA,507,SANTO DOMINGO CHIHUITAN,1,2,2,8,229,3,200,24,15,438,2,1,4,4,1,0,0,1,0,0,0,0,3,18,0,0,0,0,0,0,951,0,38,989,1305,
20,OAXACA,508,SANTO DOMINGO DE MORELOS,4,15,15,55,172,43,179,391,41,1844,283,17,19,46,0,5,0,1,0,0,0,0,0,9,0,1,0,0,0,0,3106,7,216,3329,8157,
20,OAXACA,509,SANTO DOMINGO INGENIO,5,12,12,57,140,9,764,246,511,2586,13,18,374,32,2,1,0,0,0,0,0,0,2,24,3,18,0,0,0,0,4800,0,324,5124,6868,
20,OAXACA,510,SANTO DOMINGO IXCATLAN,1,1,1,3,23,4,23,40,15,159,4,1,1,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,280,0,20,300,514,
20,OAXACA,511,SANTO DOMINGO NUXAA,3,7,7,33,198,20,72,53,31,595,11,8,8,3,8,3,0,1,0,0,0,0,1,10,1,1,0,0,0,0,1057,0,53,1110,2412,
20,OAXACA,512,SANTO DOMINGO OZOLOTEPEC,1,2,2,9,12,2,21,14,5,186,20,2,6,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,302,0,23,325,800,
20,OAXACA,513,SANTO DOMINGO PETAPA,8,13,13,14,265,7,1040,57,1052,1987,3,5,9,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4450,0,201,4651,6351,
20,OAXACA,514,SANTO DOMINGO ROAYAGA,1,2,2,4,9,5,11,44,1,220,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,9,312,682,
20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,33,92,95,456,1659,180,8247,2437,952,15681,471,446,239,508,55,10,2,1,0,0,0,0,54,243,7,14,0,0,0,0,31662,21,1614,33297,51541,
20,OAXACA,516,SANTO DOMINGO TEOJOMULCO,2,6,6,24,62,24,131,134,23,895,7,11,2,21,3,0,1,0,0,0,0,0,4,15,3,0,0,0,0,0,1360,0,95,1455,3714,
20,OAXACA,517,SANTO DOMINGO TEPUXTEPEC,3,9,9,41,156,35,112,104,24,597,14,11,16,113,2,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,1244,0,105,1349,4003,
20,OAXACA,518,SANTO DOMINGO TLATAYAPAM,1,1,1,3,4,3,7,8,1,41,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0,2,72,107,
20,OAXACA,519,SANTO DOMINGO TOMALTEPEC,2,4,4,59,78,5,91,168,62,736,13,11,9,25,1,1,0,0,0,0,0,0,1,27,0,2,0,0,0,0,1289,0,88,1377,2469,
20,OAXACA,520,SANTO DOMINGO TONALA,7,13,13,39,572,44,126,658,50,1516,13,288,13,16,1,1,0,2,0,0,0,0,4,7,0,1,0,0,0,0,3351,2,264,3617,6201,
20,OAXACA,521,SANTO DOMINGO TONALTEPEC,1,1,1,4,11,1,15,14,1,73,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,7,130,197,
20,OAXACA,522,SANTO DOMINGO XAGACIA,1,2,2,12,9,2,16,31,8,289,9,4,2,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,394,0,18,412,819,
20,OAXACA,523,SANTO DOMINGO YANHUITLAN,1,4,4,29,48,29,47,48,23,342,16,13,5,13,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,625,0,46,671,1166,
20,OAXACA,524,SANTO DOMINGO YODOHINO,1,1,1,1,3,2,3,3,1,161,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,179,0,4,183,293,
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,9,18,18,87,242,21,473,96,269,3289,15,711,453,54,16,1,1,0,0,0,0,0,6,24,6,9,0,0,0,0,5773,1,254,6028,9637,
20,OAXACA,526,SANTO TOMAS JALIEZA,3,5,5,36,78,6,464,105,34,404,9,8,9,15,0,1,0,0,0,0,0,0,1,27,0,0,0,0,0,0,1197,4,79,1280,2753,
20,OAXACA,527,SANTO TOMAS MAZALTEPEC,1,3,3,15,39,6,102,63,15,412,9,5,5,72,1,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,754,0,59,813,1904,
20,OAXACA,528,SANTO TOMAS OCOTEPEC,2,7,7,10,18,21,34,806,14,425,39,4,4,9,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1391,0,108,1499,2843,
20,OAXACA,529,SANTO TOMAS TAMAZULAPAN,1,3,3,12,19,3,49,73,42,483,48,5,5,21,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,768,1,66,835,1928,
20,OAXACA,530,SANTOS REYES NOPALA,7,25,25,52,3136,100,159,311,59,3039,26,7,30,103,63,12,0,6,0,0,0,0,9,21,1,2,0,0,0,0,7136,7,346,7489,13309,
20,OAXACA,531,SANTOS REYES PAPALO,1,4,4,13,97,6,41,31,15,304,9,2,1,10,3,2,1,0,0,0,0,0,2,3,0,1,0,0,0,0,541,0,34,575,1832,
