CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,12,B,1,0,B,0,2,124,0,10,13,0,100,0,0,0,0,0,0,0,2,5,1,2,2,261,9,3,273,357,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMABASOLO/0012_B1.pdf
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,12,E,1,0,E01,0,3,54,0,4,6,0,53,0,0,0,0,0,0,0,0,4,3,0,1,128,17,9,154,245,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMABASOLO/0012_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,13,B,1,0,B,0,114,1,3,4,13,20,194,0,0,0,0,0,0,0,3,4,0,0,6,362,14,11,387,621,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0013_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,13,C,1,0,C01,0,117,5,2,4,7,22,207,0,0,0,0,0,0,0,0,5,0,0,0,369,8,15,392,621,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0013_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,13,C,2,0,C02,0,132,3,4,6,10,28,187,0,0,0,0,0,0,0,1,3,0,0,5,379,7,11,397,620,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0013_C2.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,13,C,3,0,C03,0,104,3,0,5,6,34,204,0,0,0,0,0,0,0,1,2,1,0,3,363,14,16,393,620,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0013_C3.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,14,B,1,0,B,0,120,6,2,5,6,24,195,0,0,0,0,0,0,0,0,9,0,0,0,367,14,11,392,640,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0014_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,14,C,1,0,C01,0,124,4,2,6,6,29,226,0,0,0,0,0,0,0,2,1,0,0,2,402,24,10,436,640,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0014_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,14,C,2,0,C02,0,127,1,3,4,5,29,210,0,0,0,0,0,0,0,2,4,1,2,0,388,15,21,424,639,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0014_C2.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,14,S,1,0,S01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0014_S1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,15,B,1,0,B,0,118,3,2,8,6,35,214,0,0,0,0,0,0,0,1,4,1,0,4,396,7,11,414,630,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0015_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,15,C,1,0,C01,0,128,1,0,1,10,30,196,0,0,0,0,0,0,0,1,0,1,0,5,373,10,9,392,629,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0015_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,16,B,1,0,B,0,109,8,9,3,7,22,158,0,0,0,0,0,0,0,3,1,0,0,2,322,15,3,340,504,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0016_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,16,C,1,0,C01,0,114,4,1,1,10,20,155,0,0,0,0,0,0,0,2,2,0,0,1,310,17,14,341,504,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0016_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,17,B,1,0,B,0,90,2,0,1,14,48,100,0,0,0,0,0,0,0,1,2,2,0,4,264,9,8,281,414,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0017_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,17,C,1,0,C01,0,104,5,0,0,3,44,97,0,0,0,0,0,0,0,0,3,0,0,3,259,4,4,267,414,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0017_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,18,B,1,0,B,0,169,11,1,6,7,32,169,0,0,0,0,0,0,0,1,4,0,1,2,403,6,7,416,612,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0018_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,18,C,1,0,C01,0,156,8,2,2,11,29,163,0,0,0,0,0,0,0,0,6,0,0,1,378,14,10,402,612,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0018_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,18,E,1,0,E01,0,142,1,0,0,12,11,89,0,0,0,0,0,0,0,0,2,0,1,2,260,14,7,281,429,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0018_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,19,B,1,0,B,0,157,2,0,2,8,30,183,0,0,0,0,0,0,0,0,3,0,0,1,386,11,14,411,641,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0019_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,19,C,1,0,C01,0,153,2,0,3,8,28,188,0,0,0,0,0,0,0,2,10,0,0,0,394,15,14,423,641,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0019_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,19,C,2,0,C02,0,115,3,0,1,8,30,199,0,0,0,0,0,0,0,2,6,1,0,6,371,8,12,391,641,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0019_C2.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,19,C,3,0,C03,0,138,4,4,4,2,32,208,0,0,0,0,0,0,0,3,4,0,0,6,405,12,17,434,641,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0019_C3.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,19,C,4,0,C04,0,134,1,2,7,9,33,205,0,0,0,0,0,0,0,1,3,1,1,2,399,10,0,409,640,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0019_C4.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,20,B,1,0,B,0,100,1,0,0,1,6,81,0,0,0,0,0,0,0,0,0,0,0,0,189,0,9,198,262,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0020_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,20,E,1,0,E01,0,46,0,0,0,2,3,51,0,0,0,0,0,0,0,0,0,1,0,0,103,2,4,109,228,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0020_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,21,B,1,0,B,0,84,0,0,4,1,7,115,0,0,0,0,0,0,0,1,2,0,0,0,214,14,13,241,502,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0021_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,22,B,1,0,B,0,147,1,2,2,7,29,201,0,0,0,0,0,0,0,3,1,0,1,1,395,1,8,404,644,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0022_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,23,B,1,0,B,0,96,8,1,4,13,12,149,0,0,0,0,0,0,0,1,1,3,0,6,294,21,19,334,561,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0023_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,23,C,1,0,C01,0,92,1,0,4,8,16,161,0,0,0,0,0,0,0,1,4,0,1,2,290,30,19,339,561,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0023_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,24,B,1,0,B,0,83,0,1,1,2,1,38,0,0,0,0,0,0,0,0,0,0,0,0,126,0,4,130,198,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0024_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,24,E,1,0,E01,0,177,4,0,2,9,15,146,0,0,0,0,0,0,0,1,3,2,1,1,361,3,0,364,564,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0024_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,25,B,1,0,B,0,103,5,5,3,5,9,130,0,0,0,0,0,0,0,1,1,0,1,7,270,8,19,297,445,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0025_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,25,C,1,0,C01,0,119,1,6,7,9,24,126,0,0,0,0,0,0,0,1,2,1,1,2,299,3,14,316,444,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0025_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,26,B,1,0,B,0,131,1,0,4,1,5,139,0,0,0,0,0,0,0,0,5,0,0,0,286,40,11,337,520,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0026_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,27,B,1,0,B,0,157,1,0,3,8,12,115,0,0,0,0,0,0,0,3,3,1,0,1,304,7,13,324,469,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0027_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,27,E,1,0,E01,0,115,1,0,2,3,22,125,0,0,0,0,0,0,0,0,1,0,1,1,271,2,14,287,401,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0027_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,27,E,1,1,E01C01,0,106,0,0,6,4,22,127,0,0,0,0,0,0,0,0,3,0,1,2,271,1,8,280,401,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0027_E1C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,28,B,1,0,B,0,165,2,2,5,7,9,194,0,0,0,0,0,0,0,5,0,1,2,4,396,0,14,410,593,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0028_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,29,B,1,0,B,0,44,1,2,0,0,5,43,0,0,0,0,0,0,0,1,0,0,0,0,96,26,8,130,189,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0029_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,30,B,1,0,B,0,153,3,4,3,9,19,188,0,0,0,0,0,0,0,0,14,1,0,1,395,27,19,441,710,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0030_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,30,E,1,0,E01,0,139,1,2,1,4,10,145,0,0,0,0,0,0,0,1,4,1,1,2,311,0,10,321,486,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0030_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,31,B,1,0,B,0,133,5,1,7,10,21,181,0,0,0,0,0,0,0,0,4,2,1,3,368,2,22,392,591,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0031_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,32,B,1,0,B,0,97,5,2,3,6,14,88,0,0,0,0,0,0,0,2,5,0,1,1,224,25,10,259,386,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0032_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,32,C,1,0,C01,0,111,2,4,2,5,6,70,0,0,0,0,0,0,0,2,3,0,1,2,208,16,10,234,385,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0032_C1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,33,B,1,0,B,0,165,0,1,3,2,23,177,0,0,0,0,0,0,0,0,2,0,1,1,375,6,5,386,502,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0033_B1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,33,E,1,0,E01,0,168,7,5,6,7,28,231,0,0,0,0,0,0,0,3,5,1,0,2,463,1,12,476,684,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0033_E1.pdf
2,28,TAMAULIPAS,17,EL MANTE,2,ALDAMA,33,E,2,0,E02,0,49,1,2,0,4,12,59,0,0,0,0,0,0,0,0,2,0,0,0,129,0,4,133,193,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALDAMA/0033_E2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,B,1,0,B,0,74,23,17,9,8,14,188,0,0,0,0,0,0,0,0,1,1,0,3,338,0,6,344,605,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,C,1,0,C01,0,62,8,19,11,9,7,199,0,0,0,0,0,0,0,2,6,2,2,3,330,0,6,336,605,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,E,1,0,E01,0,50,1,10,10,5,13,167,0,0,0,0,0,0,0,0,5,4,0,1,266,0,5,271,663,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_E1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,E,1,1,E01C01,0,44,9,12,6,7,8,165,0,0,0,0,0,0,0,3,4,1,1,7,267,0,7,274,663,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_E1C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,E,1,2,E01C02,0,58,3,11,8,12,5,194,0,0,0,0,0,0,0,1,11,1,0,1,305,0,10,315,663,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_E1C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,E,1,3,E01C03,0,68,3,15,13,7,11,152,0,0,0,0,0,0,0,3,7,5,1,2,287,0,8,295,663,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_E1C3.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,E,1,4,E01C04,0,53,4,11,6,15,6,175,0,0,0,0,0,0,0,3,12,0,1,2,288,0,4,292,662,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0034_E1C4.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,B,1,0,B,0,32,6,16,16,11,10,162,0,0,0,0,0,0,0,2,8,1,5,2,271,2,7,280,568,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0035_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,C,1,0,C01,0,44,2,14,9,11,9,166,0,0,0,0,0,0,0,0,6,0,3,3,267,0,14,281,568,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0035_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,C,2,0,C02,0,41,1,16,9,5,10,194,0,0,0,0,0,0,0,0,10,0,1,1,288,0,8,296,567,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0035_C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,B,1,0,B,0,47,13,23,10,13,10,164,0,0,0,0,0,0,0,0,6,0,0,2,288,0,16,304,601,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0036_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,C,1,0,C01,0,37,6,16,4,8,12,188,0,0,0,0,0,0,0,1,4,1,3,2,282,0,11,293,601,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0036_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,C,2,0,C02,0,63,6,13,14,13,12,184,0,0,0,0,0,0,0,0,9,0,2,3,319,0,9,328,601,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0036_C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,C,3,0,C03,0,47,9,16,9,12,8,190,0,0,0,0,0,0,0,2,8,2,1,5,309,1,6,316,600,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0036_C3.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,37,B,1,0,B,0,35,6,10,7,9,8,179,0,0,0,0,0,0,0,2,7,2,0,5,270,0,7,277,454,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0037_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,37,C,1,0,C01,0,33,5,6,4,6,10,185,0,0,0,0,0,0,0,2,3,0,3,5,262,0,8,270,454,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0037_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,B,1,0,B,0,40,8,13,13,10,14,193,0,0,0,0,0,0,0,0,8,1,2,0,302,1,7,310,745,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,1,0,C01,0,37,6,16,8,8,12,228,0,0,0,0,0,0,0,2,5,0,3,0,325,1,9,335,745,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,2,0,C02,0,32,8,14,4,2,13,191,0,0,0,0,0,0,0,2,10,2,6,1,285,0,9,294,744,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,3,0,C03,0,32,8,8,8,6,12,200,0,0,0,0,0,0,0,1,5,0,1,3,284,0,8,292,744,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C3.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,4,0,C04,0,38,7,8,4,6,12,209,0,0,0,0,0,0,0,0,6,0,2,0,292,0,2,294,744,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C4.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,5,0,C05,0,38,4,10,11,9,16,207,0,0,0,0,0,0,0,0,10,5,0,1,311,0,7,318,744,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C5.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,6,0,C06,0,43,6,7,8,10,12,193,0,0,0,0,0,0,0,3,3,1,2,3,291,1,5,297,744,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C6.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,C,7,0,C07,0,36,9,9,10,10,16,224,0,0,0,0,0,0,0,0,0,1,0,0,315,0,1,316,744,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0038_C7.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,39,B,1,0,B,0,44,7,16,5,12,8,206,0,0,0,0,0,0,0,2,6,1,3,2,312,0,6,318,567,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0039_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,39,C,1,0,C01,0,31,11,25,11,7,7,200,0,0,0,0,0,0,0,2,10,2,1,2,309,0,8,317,566,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0039_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,39,C,2,0,C02,0,35,8,21,10,6,4,187,0,0,0,0,0,0,0,1,6,1,2,5,286,0,7,293,566,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0039_C2.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,B,1,0,B,0,63,11,17,11,12,15,292,0,0,0,0,0,0,0,4,14,1,2,0,442,0,7,449,688,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0040_B1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,C,1,0,C01,0,58,15,15,11,8,12,306,0,0,0,0,0,0,0,2,12,0,3,7,449,1,9,459,687,ACTA CASILLA,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0040_C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,E,1,0,E01,0,30,8,7,14,10,11,221,0,0,0,0,0,0,0,3,6,1,2,4,317,0,10,327,651,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0040_E1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,E,1,1,E01C01,0,46,5,14,11,8,7,225,0,0,0,0,0,0,0,2,11,0,0,2,331,0,9,340,651,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0040_E1C1.pdf
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,E,1,2,E01C02,0,41,7,13,6,8,9,208,0,0,0,0,0,0,0,5,5,0,0,2,304,0,4,308,651,GRUPO DE RECUENTO,,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Ayuntamientos/CMALTAMIRA/0040_E1C2.pdf
