CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,109,2,2,87,18,32,41,33,42,406,13,0,0,0,7,6,3,2,0,11,10,0,0,1,3,5,0,3,1,1,725,0,35,760,1450
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,110,4,4,92,29,3,57,52,55,746,24,0,0,0,4,6,1,3,0,8,19,1,0,1,2,5,2,6,0,0,1116,0,48,1164,2270
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,111,9,9,362,79,54,99,125,176,1233,34,0,0,0,24,24,5,3,0,23,71,3,8,8,6,21,1,20,0,5,2384,4,114,2502,6071
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,112,9,9,360,88,47,151,128,228,1382,54,0,0,0,42,24,3,2,0,43,58,3,4,2,10,31,0,24,0,9,2693,3,103,2799,6608
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,113,4,4,337,66,16,23,29,62,292,12,0,0,0,4,18,2,3,0,3,12,0,0,0,1,5,0,3,0,0,888,2,19,909,1798
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,114,5,5,398,101,13,76,15,61,641,52,0,0,0,10,10,2,0,0,18,38,0,1,1,2,9,0,3,0,1,1452,3,44,1499,3412
1,18,NAYARIT,18,SAN JOSE DEL VALLE,4,BAHIA DE BANDERAS,115,19,19,1213,160,68,274,175,0,2472,360,0,0,0,38,93,11,4,2,83,117,2,5,4,6,29,0,24,1,4,5145,2,163,5310,13749
1,18,NAYARIT,18,SAN JOSE DEL VALLE,4,BAHIA DE BANDERAS,116,11,11,568,71,22,132,59,0,1546,158,0,0,0,16,43,5,5,1,61,73,4,1,3,6,12,2,10,0,1,2799,0,66,2865,8166
1,18,NAYARIT,18,SAN JOSE DEL VALLE,4,BAHIA DE BANDERAS,117,5,5,526,45,15,61,60,0,612,110,0,0,0,9,48,9,4,0,15,23,0,2,4,13,5,2,11,0,1,1575,0,38,1613,3541
1,18,NAYARIT,17,SAN VICENTE,4,BAHIA DE BANDERAS,119,7,7,426,59,46,156,55,169,751,0,0,30,0,15,27,7,3,0,21,29,0,10,2,2,5,1,12,0,0,1826,1,85,1912,4700
1,18,NAYARIT,18,SAN JOSE DEL VALLE,4,BAHIA DE BANDERAS,120,7,7,526,72,25,92,71,0,1035,104,0,0,0,24,29,3,1,0,54,33,1,1,0,3,9,1,6,0,0,2090,0,88,2178,4921
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,121,3,3,134,16,9,21,32,43,438,39,0,0,0,14,6,3,1,0,9,19,0,2,0,1,7,0,2,0,1,797,0,44,841,1823
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,122,5,5,574,86,24,74,42,136,464,100,0,0,0,17,43,133,2,1,16,18,0,1,1,1,8,1,8,0,1,1751,1,42,1794,3512
1,18,NAYARIT,16,BUCERIAS,4,BAHIA DE BANDERAS,123,5,5,677,105,17,44,23,99,430,39,0,0,0,15,27,3,0,0,15,15,0,0,0,0,1,0,0,0,0,1510,0,38,1548,3094
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,124,2,2,60,34,8,45,14,109,174,32,0,0,22,3,13,2,2,2,0,6,0,1,0,4,3,1,2,0,0,537,0,31,568,1234
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,125,2,2,59,40,8,41,16,110,169,38,0,0,28,7,14,2,1,0,5,12,1,1,0,1,6,0,1,0,0,560,0,23,583,1192
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,126,3,3,103,53,21,50,32,227,248,49,0,0,41,25,10,0,0,0,6,16,1,1,0,2,7,0,4,0,2,898,0,45,943,1899
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,127,1,1,46,30,3,27,8,95,105,17,0,0,20,2,9,1,0,1,7,3,1,2,0,0,1,0,0,0,1,379,0,19,398,748
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,128,2,2,58,31,6,54,9,139,115,26,0,0,24,3,8,1,0,1,4,5,0,1,0,1,3,0,2,0,0,491,0,20,511,907
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,129,2,2,83,37,8,67,24,186,179,32,0,0,25,12,13,3,1,0,7,11,1,0,1,1,3,0,4,0,0,698,0,26,724,1259
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,130,1,1,52,43,7,26,12,90,102,20,0,0,16,5,8,1,0,0,0,3,0,0,0,0,2,0,1,0,0,388,0,15,403,717
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,131,1,1,48,26,4,22,5,73,84,25,0,0,27,1,4,0,0,0,10,6,1,3,1,0,3,0,0,0,0,343,0,12,355,586
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,132,3,3,74,34,14,80,37,164,320,53,0,0,42,8,10,2,0,0,10,13,3,1,1,4,4,0,5,0,0,879,0,30,909,1988
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,133,3,3,56,29,25,72,40,199,263,31,0,0,63,10,5,1,0,0,6,13,9,2,2,2,5,2,1,0,2,838,0,38,876,1865
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,134,2,2,40,24,5,36,13,94,163,40,0,0,21,10,7,2,0,0,8,10,0,0,1,0,10,1,0,0,1,486,0,23,509,931
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,135,2,2,69,42,12,26,7,155,125,25,0,0,15,8,7,1,1,1,9,8,0,2,2,1,5,0,2,0,0,523,0,19,542,873
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,136,1,1,60,25,1,32,16,129,107,15,0,0,8,2,6,2,0,0,3,6,0,1,2,3,5,0,0,0,0,423,0,21,444,682
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,137,4,4,69,56,11,96,23,238,266,32,0,0,23,12,14,1,1,0,11,21,1,2,2,1,3,0,4,0,0,887,0,18,905,1616
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,138,2,2,53,9,3,20,15,109,104,19,0,0,12,4,5,0,0,0,4,9,0,0,0,1,4,0,2,0,0,373,0,14,387,785
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,139,1,1,3,4,1,104,5,45,161,5,0,0,12,2,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,349,0,9,358,724
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,140,1,1,11,15,3,31,7,40,90,9,0,0,9,5,1,0,0,1,2,3,2,1,0,0,6,0,0,0,0,236,0,26,262,492
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,141,1,1,21,26,0,31,17,58,139,21,0,0,7,3,6,0,0,0,6,5,0,0,0,1,5,0,1,0,1,348,0,22,370,694
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,142,1,1,5,2,0,4,1,6,34,1,0,0,0,1,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,62,0,1,63,119
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,143,2,2,6,9,7,39,12,24,112,7,0,0,4,2,0,0,0,0,0,1,1,1,0,1,2,0,3,0,0,231,0,10,241,393
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,144,1,1,6,10,2,28,13,31,199,0,0,0,25,4,2,2,0,0,3,10,0,0,1,1,1,0,1,0,0,339,0,23,362,669
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,145,2,2,10,20,2,61,14,30,203,9,0,0,15,3,5,0,0,0,3,9,0,1,0,2,8,0,6,0,0,401,0,24,425,778
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,146,1,1,1,4,0,14,5,9,74,3,0,0,0,1,0,0,0,0,1,3,0,0,0,1,6,0,0,0,0,122,0,9,131,264
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,147,1,1,9,4,2,33,5,29,108,2,0,0,5,1,0,1,0,0,5,3,0,0,0,0,2,0,1,0,0,210,0,8,218,431
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,148,1,1,15,20,2,33,17,41,191,13,0,0,22,6,2,0,0,0,1,4,0,0,2,1,2,0,1,0,1,374,0,23,397,741
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,149,1,1,9,15,3,36,15,32,162,4,0,0,25,2,0,2,0,0,0,2,9,0,1,0,3,0,1,0,0,321,0,12,333,618
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,150,1,1,8,11,1,43,17,38,147,4,0,0,23,3,4,0,0,0,6,2,0,0,0,1,3,0,3,0,0,314,1,16,331,623
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,151,2,2,14,29,10,84,31,101,220,25,0,0,50,3,2,1,0,0,3,5,0,0,0,0,4,0,3,0,0,585,0,39,624,1250
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,152,2,2,15,12,1,65,19,59,241,18,0,0,32,8,0,1,0,0,1,8,0,0,0,3,8,0,0,0,0,491,0,18,509,1047
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,153,1,1,4,7,0,15,4,7,48,6,0,0,2,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,99,0,2,101,252
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,154,1,1,6,7,0,26,34,10,105,0,0,0,5,0,0,0,1,0,2,3,0,0,0,2,4,0,1,0,1,207,0,6,213,515
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,155,1,1,32,21,4,11,7,55,91,9,0,0,3,1,7,0,0,0,6,1,0,1,0,0,5,0,0,0,0,254,0,15,269,560
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,156,1,1,15,14,0,15,9,58,103,6,0,0,2,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,230,0,14,244,458
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,157,2,2,4,12,2,24,31,25,177,3,0,0,4,1,0,0,0,0,8,5,0,0,0,0,2,0,3,0,0,301,0,11,312,760
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,158,2,2,27,9,4,30,33,32,302,10,0,0,16,2,0,1,0,0,15,19,0,0,0,2,7,0,4,3,0,516,0,37,553,1177
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,159,2,2,11,12,4,15,22,33,233,10,0,0,5,1,1,0,0,0,5,14,1,1,1,1,7,0,5,1,1,384,0,15,399,988
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,160,1,1,20,12,4,16,13,27,161,13,0,0,11,4,4,0,0,0,4,16,2,0,0,0,3,0,2,0,0,312,0,13,325,716
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,161,2,2,19,8,5,48,32,32,288,11,0,0,15,4,0,0,0,0,4,16,0,2,1,2,4,0,3,0,1,495,0,20,515,1116
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,162,1,1,12,8,0,16,7,11,149,0,0,0,2,18,0,0,0,0,4,8,0,0,2,1,1,0,3,0,0,242,0,0,242,595
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,163,2,2,8,27,1,21,27,46,252,19,0,0,16,3,4,0,0,0,6,13,0,0,0,0,2,0,4,0,0,449,0,18,467,1050
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,164,2,2,31,12,5,20,28,38,216,9,0,0,14,6,1,2,0,2,0,6,0,0,0,0,0,0,2,0,0,392,0,5,397,869
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,165,1,1,20,21,5,20,15,48,177,10,0,0,9,2,2,2,0,0,2,10,0,1,1,1,6,0,1,0,0,353,0,10,363,738
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,166,2,2,16,14,5,18,24,37,235,9,0,0,6,3,2,0,0,0,3,8,0,0,0,2,2,0,0,0,0,384,0,24,408,982
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,167,2,2,18,13,5,26,21,34,299,13,0,0,14,3,2,1,0,0,8,36,0,0,0,2,1,0,7,0,1,504,1,33,538,1330
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,168,2,2,37,13,17,30,42,49,323,9,0,0,18,3,2,0,0,0,7,16,1,0,1,2,4,0,3,0,0,577,0,13,590,1365
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,2,2,15,17,10,37,31,23,173,8,0,0,8,0,0,1,1,0,6,10,1,0,12,1,5,0,4,0,0,363,0,21,384,839
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,170,1,1,15,5,0,7,12,20,106,3,0,0,3,2,2,0,0,0,0,4,0,0,0,2,1,0,1,0,0,183,0,9,192,335
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,2,2,96,29,2,54,19,45,168,11,0,0,13,2,4,2,0,0,3,8,1,0,0,1,3,1,1,0,0,463,0,21,484,1060
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,172,1,1,4,4,0,7,5,7,31,1,0,0,1,2,0,0,0,1,0,2,0,0,0,0,1,0,1,1,0,68,0,6,74,130
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,2,2,30,16,7,23,10,12,238,5,0,0,4,4,5,1,0,0,3,7,0,0,1,1,5,0,4,0,1,377,0,25,402,1033
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,174,1,1,5,7,1,0,3,5,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,67,117
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,175,1,1,5,22,1,47,15,31,126,12,0,0,0,5,0,1,0,0,7,1,3,0,1,0,0,0,3,1,1,282,0,11,293,490
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,176,1,1,5,10,7,40,15,51,146,21,0,0,6,11,2,1,0,0,4,8,2,2,1,1,4,0,3,1,2,343,0,10,353,602
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,2,2,21,13,2,70,11,38,201,34,0,0,3,6,2,0,0,0,2,9,1,1,0,2,5,0,0,0,0,421,0,28,449,931
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,1,1,1,8,2,10,4,29,133,0,0,0,2,3,1,0,0,0,1,6,1,1,1,1,0,0,3,1,1,209,0,0,209,430
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,1,1,28,26,7,22,10,31,136,9,0,0,0,3,1,3,0,0,3,7,0,0,0,2,0,0,2,0,0,290,0,20,310,556
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,2,2,12,14,3,53,6,25,213,2,0,0,3,2,3,0,0,0,6,16,0,1,0,0,5,0,0,0,1,365,0,16,381,811
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,1,1,6,18,1,20,3,8,50,4,0,0,0,1,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,120,0,9,129,314
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,1,1,3,13,3,15,3,12,58,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,116,0,2,118,218
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,3,3,36,23,7,35,20,139,339,8,0,0,6,6,11,0,0,1,12,17,0,0,1,0,8,0,3,0,0,672,0,45,717,1818
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,3,3,44,36,6,32,17,113,292,9,0,0,12,4,5,2,0,0,6,14,0,2,0,2,4,0,0,0,2,602,0,23,625,1717
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,1,1,30,40,7,16,6,67,138,3,0,0,7,2,5,2,0,0,1,8,0,1,0,1,1,0,1,0,0,336,0,18,354,665
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,1,1,42,11,6,13,6,51,129,2,0,0,5,3,3,2,0,1,1,9,1,0,0,0,0,0,2,0,0,287,0,11,298,667
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,2,2,42,40,7,18,6,107,217,19,0,0,9,3,5,3,0,0,11,4,0,2,3,0,4,2,1,0,0,503,0,24,527,1036
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,2,2,45,42,10,24,12,130,227,6,0,0,11,1,10,1,1,1,0,8,0,1,0,0,6,0,2,0,3,541,0,31,572,1271
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,6,6,185,103,22,67,60,226,635,44,0,0,26,11,22,4,1,0,11,40,0,2,2,4,7,0,13,0,0,1485,1,66,1552,3200
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,1,1,5,5,0,7,2,20,41,2,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,90,0,0,90,191
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,3,3,34,20,4,45,10,219,302,58,0,0,8,2,3,0,0,0,0,18,0,0,0,1,6,0,4,0,0,734,0,35,769,1572
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,1,1,9,7,0,8,2,34,55,16,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,137,0,2,139,315
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,1,1,14,10,0,10,12,34,98,25,0,0,2,4,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,214,0,7,221,374
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,1,1,15,6,5,14,14,29,160,8,0,0,3,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,260,0,17,277,465
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,3,3,11,54,3,79,60,286,468,32,0,0,8,41,1,0,0,0,27,10,3,3,2,9,4,0,9,1,5,1116,0,30,1146,1644
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,2,2,2,55,6,103,36,188,342,17,0,0,3,29,0,1,0,0,14,4,2,4,5,1,4,0,4,0,0,820,0,27,847,1173
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,1,1,2,3,0,7,7,64,98,0,0,0,2,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,191,0,6,197,281
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,1,1,0,18,2,9,4,58,36,2,0,0,1,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,141,0,5,146,270
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,1,1,0,7,0,12,9,21,92,6,0,0,1,11,0,0,0,1,5,1,2,0,3,0,0,0,1,1,0,173,0,4,177,248
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,1,1,2,8,1,23,19,66,67,2,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,196,0,0,196,289
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,2,2,2,59,2,41,25,55,177,3,0,0,2,9,2,1,0,0,29,10,0,1,3,1,3,0,1,0,1,427,0,26,453,781
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,2,2,2,15,2,26,14,134,153,6,0,0,0,12,0,0,0,0,13,3,1,0,1,0,3,2,2,0,1,390,0,17,407,881
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,1,1,0,5,0,14,12,43,64,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,2,149,201
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,1,1,2,12,2,8,4,49,63,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,1,147,0,4,151,219
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,1,1,2,32,1,10,1,40,71,2,0,0,1,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,173,0,6,179,234
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,1,1,2,5,3,17,4,40,122,2,0,0,2,7,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,213,0,4,217,296
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,1,1,1,4,2,12,4,134,165,4,0,0,1,4,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,338,0,5,343,429
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,1,1,2,10,0,5,3,33,73,1,0,0,1,5,2,0,0,0,4,0,1,1,3,0,1,0,1,0,2,148,0,6,154,215
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,210,1,1,5,17,2,27,13,104,115,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,9,309,435
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,211,1,1,0,6,2,4,7,104,77,1,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,211,0,11,222,294
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,212,1,1,0,2,1,18,7,41,92,3,0,0,3,3,0,0,0,0,4,0,1,0,0,0,3,1,1,0,0,180,0,11,191,264
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,213,1,1,0,9,0,22,10,51,72,3,0,0,4,7,1,0,0,0,2,4,1,0,1,0,3,0,0,0,0,190,0,12,202,281
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,214,1,1,1,16,2,20,5,71,97,8,0,0,1,6,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,234,0,6,240,317
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,3,3,206,35,4,38,269,95,326,162,0,0,24,16,13,5,0,1,38,15,0,2,4,8,1,0,18,1,1,1282,0,43,1325,2161
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,4,4,252,28,5,35,173,78,457,225,0,0,18,9,15,5,0,0,27,43,1,2,3,8,3,0,13,0,1,1401,0,56,1457,2465
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,2,2,129,12,1,25,152,36,184,77,0,0,8,4,3,3,0,0,10,13,1,1,2,3,0,2,7,3,0,676,0,23,699,1229
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,3,3,186,23,10,50,178,79,310,138,0,0,14,2,10,1,1,0,15,19,2,0,0,9,5,0,15,0,1,1068,11,39,1118,2011
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,2,2,126,19,4,21,88,60,195,70,0,0,11,4,6,2,0,1,6,11,0,0,1,7,4,1,12,0,2,651,0,34,685,1257
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,2,2,122,5,1,4,61,33,255,88,0,0,8,4,2,1,0,0,9,7,1,1,0,3,1,0,6,0,0,612,0,37,649,1217
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,221,1,1,77,8,4,10,65,36,127,55,0,0,8,3,4,0,0,0,6,10,0,0,0,2,0,0,6,0,0,421,0,20,441,749
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,2,2,104,27,2,17,70,50,111,90,0,0,13,0,8,2,0,0,8,9,0,0,1,0,2,0,4,0,0,518,0,11,529,738
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,2,2,112,32,4,23,97,70,186,136,0,0,12,3,13,5,1,0,5,14,0,0,3,2,2,0,4,0,0,724,1,18,743,1132
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,2,2,158,41,9,29,137,78,163,125,0,0,15,4,11,1,0,0,10,15,1,1,1,3,1,0,5,0,0,808,0,26,834,1221
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,225,1,1,73,25,3,20,60,32,114,67,0,0,4,3,4,0,1,0,13,3,1,0,2,0,0,0,4,0,0,429,0,16,445,701
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,226,1,1,76,26,3,11,65,50,100,89,0,0,8,6,7,1,1,0,5,9,0,2,0,1,1,0,2,0,0,463,0,11,474,708
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,227,1,1,63,10,2,7,42,26,91,62,0,0,1,3,2,1,0,0,0,5,0,0,1,0,1,0,2,0,0,319,0,10,329,574
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,228,1,1,63,16,1,11,47,24,75,59,0,0,0,0,2,1,1,0,3,5,1,0,0,2,2,0,2,0,0,315,0,6,321,534
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,229,2,2,83,15,2,9,64,22,122,55,0,0,3,3,9,0,1,0,7,11,1,0,2,2,6,1,1,1,0,420,0,17,437,755
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,3,3,206,33,5,47,125,48,276,106,0,0,15,7,9,3,0,0,12,31,2,3,1,6,4,0,3,0,1,943,0,38,981,1834
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,2,2,75,12,3,19,75,41,146,76,0,0,13,3,5,1,0,0,11,12,1,0,0,5,1,0,3,0,0,502,0,13,515,896
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,2,2,117,7,3,19,35,5,80,1,0,0,1,1,3,0,0,0,5,8,0,0,2,2,2,0,2,0,0,293,0,12,305,537
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,233,1,1,74,4,2,23,31,10,55,3,0,0,3,1,3,0,0,0,0,3,0,0,0,2,1,0,3,0,0,218,0,9,227,354
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,234,1,1,27,17,0,16,13,10,36,12,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,137,0,9,146,250
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,235,1,1,90,8,3,8,30,13,45,6,0,0,2,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,211,0,10,221,458
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,2,2,103,18,4,18,62,30,210,50,0,0,6,2,8,5,0,0,7,14,0,0,4,1,1,0,3,0,0,546,0,27,573,1076
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,237,1,1,32,9,0,8,12,4,30,6,0,0,1,2,1,0,0,0,2,4,0,0,1,1,0,0,0,0,0,113,0,1,114,171
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,238,1,1,49,6,0,16,18,11,61,8,0,0,1,1,1,0,1,0,1,4,0,0,0,0,2,0,0,0,1,181,0,12,193,404
