ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
18,NAYARIT,17,TEPIC,5,TEPIC 05,34,61,62,478,745,149,1302,458,2267,5384,776,0,0,663,102,59,16,12,4,66,227,11,10,7,114,94,4,44,2,5,12999,3,587,13589,27062,
18,NAYARIT,17,TEPIC,6,TEPIC 06,27,51,52,1782,1109,227,1829,419,2752,5269,1064,0,0,431,262,207,25,4,2,99,297,18,7,9,27,110,1,53,3,5,16011,12,505,16528,28969,
18,NAYARIT,17,TEPIC,7,TEPIC 07,24,45,45,882,690,403,793,363,1609,4334,850,0,0,838,227,144,13,8,9,93,180,5,8,9,17,52,5,32,0,5,11569,7,375,11951,24530,
18,NAYARIT,17,TEPIC,8,TEPIC 08,50,73,74,1807,1566,243,1118,806,3928,6417,1328,0,0,1417,267,232,40,10,9,181,367,11,33,22,60,89,5,70,3,16,20045,17,735,20797,34855,
18,NAYARIT,17,TEPIC,9,TEPIC 09,30,61,62,3481,1952,318,906,494,2715,5790,1215,0,0,1505,363,313,63,14,2,104,295,4,14,4,20,76,8,63,3,10,19732,51,614,20397,32549,
18,NAYARIT,17,TEPIC,10,TEPIC 10,33,59,60,2450,1762,294,2157,703,2866,5396,1166,0,0,701,239,312,40,11,0,145,373,9,24,15,41,119,9,67,5,5,18909,20,626,19555,33296,
18,NAYARIT,17,TEPIC,11,TEPIC 11,20,53,54,1342,1016,208,992,529,4290,5969,763,0,0,466,240,194,38,10,5,113,341,9,17,19,42,122,4,58,4,9,16800,10,506,17316,31538,
18,NAYARIT,18,TUXPAN,1,TUXPAN 01,8,9,9,165,221,92,385,59,404,523,603,0,0,56,31,35,5,0,3,27,30,2,6,0,2,11,0,1,0,2,2663,0,63,2726,3881,
18,NAYARIT,18,TUXPAN,2,TUXPAN 02,3,6,6,49,93,24,263,65,340,441,215,0,0,284,26,8,2,2,0,16,24,1,1,0,2,11,3,10,1,2,1883,0,43,1926,2973,
18,NAYARIT,18,TUXPAN,3,TUXPAN 03,6,7,7,189,286,79,230,90,357,799,140,0,0,68,31,58,3,1,1,24,36,0,5,5,5,14,0,5,0,2,2428,0,46,2474,3539,
18,NAYARIT,18,TUXPAN,4,TUXPAN 04,4,6,6,45,90,23,134,38,303,333,407,0,0,605,8,12,3,1,0,5,22,2,5,0,4,12,0,2,0,1,2055,0,59,2114,3085,
18,NAYARIT,18,TUXPAN,5,TUXPAN 05,4,6,6,117,142,158,111,23,175,300,346,0,0,276,12,43,10,7,4,10,23,0,4,2,4,4,1,4,0,0,1776,0,54,1830,2777,
18,NAYARIT,18,TUXPAN,6,TUXPAN 06,4,8,8,68,159,24,284,56,281,468,350,0,0,526,21,21,5,1,0,18,43,2,2,4,5,12,3,6,0,0,2359,0,90,2449,3733,
18,NAYARIT,18,TUXPAN,7,TUXPAN 07,5,8,8,234,237,89,92,46,547,435,346,0,0,8,14,52,11,5,3,13,31,1,0,0,7,13,3,10,1,3,2201,0,72,2273,3779,
18,NAYARIT,19,XALISCO,1,XALISCO 01,1,7,7,406,122,27,108,82,573,841,151,0,0,33,31,33,6,5,0,21,48,2,3,3,4,9,1,4,0,3,2516,2,54,2572,4955,
18,NAYARIT,19,XALISCO,2,XALISCO 02,3,9,9,688,214,34,202,125,657,958,450,0,0,77,41,53,2,0,0,30,39,2,1,0,3,9,4,13,0,2,3604,1,82,3687,6008,
18,NAYARIT,19,XALISCO,3,XALISCO 03,2,9,9,289,89,45,401,109,389,777,283,0,0,117,28,40,3,1,1,16,44,1,2,0,9,20,1,9,1,0,2675,9,92,2776,5502,
18,NAYARIT,19,XALISCO,4,XALISCO 04,2,10,11,331,117,33,269,118,369,951,422,0,0,56,26,31,3,1,0,12,48,5,0,0,9,20,5,10,1,1,2838,12,72,2922,5794,
18,NAYARIT,19,XALISCO,5,XALISCO 05,4,7,7,237,111,58,108,49,564,653,116,0,0,80,24,29,8,2,1,16,35,1,3,1,8,18,1,8,0,2,2133,1,88,2222,4311,
18,NAYARIT,19,XALISCO,6,XALISCO 06,6,13,13,275,237,66,250,74,607,1030,255,0,0,82,19,68,16,4,1,8,36,2,1,1,12,24,0,12,0,2,3082,0,162,3244,5992,
18,NAYARIT,19,XALISCO,7,XALISCO 07,4,11,11,273,133,49,361,57,902,854,289,0,0,160,25,34,7,1,1,9,62,1,0,0,6,15,0,7,0,1,3247,3,135,3385,5683,
18,NAYARIT,19,XALISCO,8,XALISCO 08,2,8,9,473,153,32,178,190,475,864,235,0,0,88,38,51,7,3,1,6,50,1,2,1,7,11,0,19,0,1,2886,0,96,2982,5311,
18,NAYARIT,19,XALISCO,9,XALISCO 09,1,7,7,323,142,104,201,59,527,730,153,0,0,55,26,45,1,0,1,15,26,1,0,0,2,11,0,2,0,1,2425,0,65,2490,4622,
18,NAYARIT,20,LA YESCA,1,LA YESCA 01,4,7,7,144,54,17,42,47,645,401,0,0,0,0,19,13,3,0,0,19,15,0,1,3,6,4,2,7,0,4,1446,0,80,1526,2416,
18,NAYARIT,20,LA YESCA,2,LA YESCA 02,2,4,4,108,35,7,48,16,397,402,0,0,0,0,8,22,7,1,0,27,20,1,3,3,3,4,2,4,0,3,1121,0,30,1151,1711,
18,NAYARIT,20,LA YESCA,3,LA YESCA 03,1,3,3,22,29,2,50,15,211,162,0,0,0,1,5,7,0,0,0,15,5,1,3,2,1,6,2,0,0,5,544,0,9,553,868,
18,NAYARIT,20,LA YESCA,4,LA YESCA 04,3,5,5,105,28,8,39,22,787,335,0,0,0,6,19,12,3,0,0,21,7,0,7,7,0,8,1,6,0,1,1422,0,51,1473,2212,
18,NAYARIT,20,LA YESCA,5,LA YESCA 05,1,2,2,137,21,4,71,153,267,205,0,0,0,0,7,8,5,1,0,10,12,0,1,7,8,1,0,1,0,2,921,0,26,947,1388,
