CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,18,NAYARIT,4,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,0,A,24,0,VA24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,Cotejo,,,
,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,0,A,25,0,VA25,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,Cotejo,,,
,18,NAYARIT,4,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,0,A,26,0,VA26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,11,TEPIC,17,TEPIC,1,TEPIC 01,0,A,27,0,VA27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,8,TEPIC,17,TEPIC,2,TEPIC 02,0,A,28,0,VA28,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,Cotejo,,,
,18,NAYARIT,7,TEPIC,17,TEPIC,3,TEPIC 03,0,A,29,0,VA29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,8,TEPIC,17,TEPIC,4,TEPIC 04,0,A,30,0,VA30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,8,TEPIC,17,TEPIC,5,TEPIC 05,0,A,31,0,VA31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,Cotejo,,,
,18,NAYARIT,6,TEPIC,17,TEPIC,6,TEPIC 06,0,A,32,0,VA32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,11,TEPIC,17,TEPIC,8,TEPIC 08,0,A,33,0,VA33,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,Cotejo,,,
,18,NAYARIT,9,TEPIC,17,TEPIC,9,TEPIC 09,0,A,34,0,VA34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,8,Cotejo,,,
,18,NAYARIT,10,TEPIC,17,TEPIC,10,TEPIC 10,0,A,35,0,VA35,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,9,9,Cotejo,,,
,18,NAYARIT,6,TEPIC,17,TEPIC,11,TEPIC 11,0,A,36,0,VA36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,Cotejo,,,
,18,NAYARIT,14,XALISCO,19,XALISCO,4,XALISCO 04,0,A,37,0,VA37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,14,XALISCO,19,XALISCO,8,XALISCO 08,0,A,38,0,VA38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Cotejo,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,1,ACAPONETA 01,3,B,1,0,B,0,5,20,10,11,13,136,82,10,0,0,49,6,3,1,2,0,3,9,0,0,0,0,3,0,0,0,0,363,0,12,375,747,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,1,ACAPONETA 01,3,C,1,0,C01,0,5,28,9,11,13,133,74,23,0,0,46,3,3,0,0,0,7,6,0,0,2,2,3,0,4,1,1,374,0,14,388,747,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,1,ACAPONETA 01,3,C,2,0,C02,0,10,24,8,6,23,126,72,14,0,0,64,8,5,0,1,0,1,2,0,0,0,3,0,0,1,0,1,369,0,2,371,747,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,1,ACAPONETA 01,5,B,1,0,B,0,9,25,15,20,11,96,69,13,0,0,9,3,1,0,1,0,3,1,0,1,2,0,1,0,2,0,1,283,0,17,300,515,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,1,ACAPONETA 01,5,C,1,0,C01,0,6,15,17,11,10,112,89,5,0,0,6,2,3,0,0,0,1,4,0,0,0,0,1,0,3,0,0,285,0,7,292,514,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,11,B,1,0,B,0,16,27,30,12,1,22,46,26,0,0,9,2,5,2,1,0,3,0,0,0,0,1,1,0,1,0,0,205,0,5,210,324,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,14,B,1,0,B,0,16,31,15,6,5,22,26,31,0,0,11,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,168,0,4,172,250,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,15,B,1,0,B,0,8,39,36,18,3,24,61,46,0,0,38,2,8,1,1,0,4,4,0,0,0,0,1,0,1,0,0,295,0,7,302,426,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,16,B,1,0,B,0,5,21,56,18,7,58,66,17,0,0,35,9,4,0,0,1,1,7,0,0,0,0,2,0,0,0,0,307,0,6,313,522,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,16,C,1,0,C01,0,11,13,55,21,19,54,89,27,0,0,24,9,5,0,0,0,5,4,0,1,2,0,2,1,1,0,0,343,0,1,344,521,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,17,B,1,0,B,0,11,18,34,9,5,29,47,56,0,0,21,1,6,0,1,0,0,5,0,0,0,2,1,0,0,0,0,246,0,5,251,440,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,17,C,1,0,C01,0,7,12,50,18,5,16,45,46,0,0,30,3,7,1,0,0,3,5,0,0,1,1,0,0,0,0,0,250,0,9,259,440,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,18,B,1,0,B,0,6,10,32,18,8,18,42,74,0,0,70,1,2,0,1,0,2,1,0,0,0,1,0,0,1,1,0,288,0,4,292,470,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,2,ACAPONETA 02,18,C,1,0,C01,0,11,12,44,15,11,22,34,75,0,0,55,6,3,0,0,0,0,4,0,1,0,0,1,0,0,0,0,294,0,3,297,469,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,1,B,1,0,B,0,6,51,8,24,7,89,103,52,0,0,1,1,2,1,1,0,0,3,2,0,0,0,1,0,1,0,0,353,0,12,365,533,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,2,B,1,0,B,0,18,56,11,32,9,99,86,38,0,0,4,1,3,1,0,1,2,2,0,0,0,3,3,0,0,1,1,371,0,18,389,646,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,9,B,1,0,B,0,9,53,12,52,11,117,78,51,0,0,18,3,4,0,0,1,3,8,0,1,0,1,3,0,0,0,0,425,0,6,431,750,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,9,C,1,0,C01,0,7,55,8,65,9,142,103,42,0,0,15,7,5,0,0,0,9,5,0,0,0,2,1,0,2,0,0,477,0,15,492,749,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,4,B,1,0,B,0,10,59,8,70,18,71,73,88,0,0,13,6,3,0,0,0,5,1,0,0,0,1,2,0,0,0,0,428,0,14,442,704,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,3,ACAPONETA 03,991,B,1,0,B,0,14,48,10,23,5,91,56,38,0,0,3,2,2,1,0,0,2,2,0,0,1,0,2,0,0,0,0,300,0,12,312,539,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,21,B,1,0,B,0,9,7,4,1,12,0,13,28,0,0,193,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,274,0,9,283,396,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,22,B,1,0,B,0,2,3,0,3,9,4,22,99,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156,0,11,167,228,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,23,B,1,0,B,0,12,9,1,10,38,34,73,14,0,0,122,3,1,0,0,0,0,3,0,0,0,6,2,0,1,0,0,329,0,18,347,550,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,34,B,1,0,B,0,18,12,2,6,8,19,66,30,0,0,23,0,0,0,1,0,1,2,0,0,1,0,3,0,1,0,0,193,0,7,200,332,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,35,B,1,0,B,0,6,2,1,1,15,8,16,7,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,3,69,101,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,36,B,1,0,B,0,34,15,11,29,21,24,92,114,0,0,57,2,3,1,1,0,0,3,0,1,0,1,0,0,0,0,0,409,0,33,442,706,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,37,B,1,0,B,0,6,2,1,2,8,3,40,10,0,0,100,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,179,0,3,182,278,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,38,B,1,0,B,0,27,17,4,13,3,135,93,19,0,0,5,2,2,3,0,0,1,6,0,0,0,4,1,0,0,0,0,335,0,0,335,499,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,38,C,1,0,C01,0,25,10,8,12,14,155,62,32,0,0,10,2,4,0,0,0,1,1,0,1,0,2,1,0,3,0,0,343,0,10,353,499,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,39,B,1,0,B,0,6,4,1,6,8,128,58,13,0,0,14,2,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,247,0,8,255,408,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,4,ACAPONETA 04,39,C,1,0,C01,0,5,16,1,3,11,134,65,13,0,0,8,2,1,0,0,0,1,4,0,0,0,0,0,0,2,0,0,266,0,12,278,407,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,44,B,1,0,B,0,1,29,3,3,5,5,13,3,0,0,35,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,3,103,148,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,24,B,1,0,B,0,3,30,1,10,25,26,30,109,0,0,15,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,257,0,16,273,408,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,24,C,1,0,C01,0,3,26,5,7,23,32,41,115,0,0,9,0,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0,268,0,17,285,408,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,25,B,1,0,B,0,2,11,0,10,4,5,8,9,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,6,64,112,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,26,B,1,0,B,0,6,29,0,7,12,12,22,15,0,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,116,0,5,121,198,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,27,B,1,0,B,0,12,59,19,11,81,18,43,19,0,0,66,8,2,1,0,0,3,1,0,0,1,1,3,1,1,0,0,350,0,10,360,634,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,28,B,1,0,B,0,4,52,11,9,30,73,38,2,0,0,10,1,2,1,0,0,2,2,0,0,0,1,2,0,0,0,0,240,0,5,245,351,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,29,B,1,0,B,0,4,22,5,1,8,29,4,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,4,90,140,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,30,B,1,0,B,0,1,15,0,21,12,11,30,13,0,0,9,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,119,0,15,134,253,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,31,B,1,0,B,0,6,24,1,10,11,24,41,72,0,0,17,2,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,214,0,1,215,301,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,32,B,1,0,B,0,5,108,2,25,20,14,33,23,0,0,3,1,4,2,1,1,0,2,0,0,0,0,3,0,0,0,0,247,0,4,251,346,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,19,B,1,0,B,0,0,1,1,2,2,3,12,2,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,73,0,5,78,112,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,5,ACAPONETA 05,20,B,1,0,B,0,0,9,3,2,6,25,11,9,0,0,81,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,149,0,14,163,254,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,6,B,1,0,B,0,7,21,4,22,12,59,71,68,0,0,3,2,2,0,0,0,4,7,0,0,0,3,3,0,0,0,0,288,0,6,294,434,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,7,B,1,0,B,0,14,46,5,38,13,33,94,64,0,0,2,4,5,1,1,0,7,2,0,0,0,0,1,0,1,0,0,331,0,5,336,473,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,8,B,1,0,B,0,3,29,0,15,3,41,83,84,0,0,20,4,0,0,0,0,2,4,0,0,0,0,1,0,1,0,0,290,0,13,303,438,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,8,C,1,0,C01,0,6,23,2,24,9,47,55,69,0,0,7,1,2,1,0,0,4,2,0,0,0,0,3,0,1,0,0,256,0,9,265,438,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,10,B,1,0,B,0,5,26,0,29,6,74,57,100,0,0,6,4,1,2,0,0,3,1,0,0,0,0,1,0,1,0,0,316,1,0,317,533,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,10,C,1,0,C01,0,10,19,2,24,5,68,66,90,0,0,10,2,2,0,0,0,4,3,0,0,0,0,1,0,1,0,0,307,0,12,319,532,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,12,B,1,0,B,0,10,32,3,28,10,70,94,128,0,0,6,6,1,0,0,0,4,2,0,0,0,1,2,0,0,0,1,398,0,7,405,599,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,6,ACAPONETA 06,13,B,1,0,B,0,9,16,4,22,14,70,76,129,0,0,6,5,2,0,0,0,4,9,0,0,1,0,3,1,1,0,0,372,0,10,382,582,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,33,B,1,0,B,0,6,9,0,12,4,11,83,96,0,0,0,1,2,0,0,0,3,2,1,0,0,0,1,1,0,0,0,232,0,10,242,415,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,33,C,1,0,C01,0,5,18,1,14,8,16,91,103,0,0,2,1,1,0,0,0,3,6,1,0,0,0,3,0,4,0,0,277,0,0,277,414,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,45,B,1,0,B,0,10,15,2,10,16,15,66,2,0,0,2,5,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,148,0,0,148,223,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,46,B,1,0,B,0,9,6,2,40,16,8,143,11,0,0,1,6,1,0,0,0,11,8,1,1,0,0,1,1,2,0,0,268,0,5,273,415,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,46,C,1,0,C01,0,7,3,1,32,19,6,140,4,0,0,0,5,0,0,0,0,5,2,2,1,1,2,1,0,0,0,1,232,0,10,242,415,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,47,B,1,0,B,0,35,146,19,44,12,24,92,8,0,0,1,0,11,1,0,2,1,5,0,0,0,3,1,0,1,0,0,406,0,23,429,672,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,48,B,1,0,B,0,9,20,2,6,14,19,84,9,0,0,0,2,3,1,1,0,1,2,0,0,0,0,2,0,2,0,0,177,0,4,181,294,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,40,B,1,0,B,0,5,15,3,31,10,23,118,18,0,0,1,5,2,0,0,0,2,2,0,1,1,1,1,0,1,0,1,241,0,7,248,384,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,40,C,1,0,C01,0,6,22,4,27,3,18,110,31,0,0,1,4,0,0,0,0,2,4,0,2,1,2,1,0,0,0,0,238,0,8,246,383,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,41,B,1,0,B,0,4,33,2,31,12,19,104,16,0,0,4,3,1,0,0,0,2,2,0,0,0,1,3,0,0,0,1,238,0,3,241,361,Recuento_Total,,,
,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,7,ACAPONETA 07,43,B,1,0,B,0,19,45,8,21,15,105,171,15,0,0,3,3,2,0,0,0,1,8,0,1,0,2,2,0,1,0,0,422,0,11,433,697,Recuento_Total,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,50,B,1,0,B,0,52,16,6,27,5,112,55,0,0,0,0,1,9,2,0,0,4,5,2,0,0,0,0,0,0,0,0,296,0,5,301,476,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,50,C,1,0,C01,0,40,25,5,19,7,107,50,0,0,0,0,1,3,1,1,0,2,12,0,1,1,0,1,0,0,0,1,277,0,9,286,475,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,54,B,1,0,B,0,53,37,4,27,9,117,97,0,0,0,0,3,10,4,0,0,13,3,0,0,1,0,1,0,0,0,0,379,0,8,387,611,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,54,C,1,0,C01,0,53,40,10,14,18,92,79,0,0,0,0,2,17,2,1,2,7,4,0,1,1,1,1,0,3,0,0,348,0,7,355,610,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,62,B,1,0,B,0,20,12,1,9,8,47,46,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,2,0,1,0,1,153,0,5,158,255,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,1,AHUACATLAN 01,63,B,1,0,B,0,5,4,3,21,6,56,92,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,198,0,7,205,387,Cotejo,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,2,AHUACATLAN 02,53,B,1,0,B,0,52,19,7,27,11,103,76,0,0,0,0,6,4,4,0,0,5,1,2,1,1,0,0,0,3,0,1,323,0,9,332,509,Recuento_Total,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,2,AHUACATLAN 02,53,C,1,0,C01,0,48,30,16,31,13,106,64,0,0,0,0,1,10,0,0,0,5,4,0,2,0,0,1,0,1,0,2,334,0,8,342,509,Recuento_Total,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,2,AHUACATLAN 02,60,B,1,0,B,0,78,16,2,8,10,276,39,0,0,0,0,1,5,1,1,0,2,5,0,0,3,2,1,0,3,0,0,453,0,24,477,713,Recuento_parcial,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,2,AHUACATLAN 02,61,B,1,0,B,0,151,54,23,13,11,97,83,0,0,0,0,2,21,7,2,1,10,8,1,1,0,2,2,0,2,1,1,493,0,15,508,737,Recuento_parcial,,,
,18,NAYARIT,13,IXTLAN DEL RIO,2,AHUACATLAN,2,AHUACATLAN 02,61,E,1,0,E01,0,16,2,4,6,5,44,13,0,0,0,0,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,2,100,0,7,107,149,Recuento_parcial,,,
