ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PVEM,PT,MC,MORENA,NAN-MLN,NAN,MLN,RSPN,FXMN,PAN-PRI-PRD,PVEM-PT-MORENA-FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
18,NAYARIT,3,AMATLAN DE CAÑAS,2,AMATLAN DE CAÑAS 02,6,6,6,0,0,299,0,0,0,0,144,0,310,589,1342,0,52,1394,2055,
18,NAYARIT,3,AMATLAN DE CAÑAS,3,AMATLAN DE CAÑAS 03,5,6,6,0,0,170,0,0,0,0,295,0,262,552,1279,0,31,1310,2069,
18,NAYARIT,3,AMATLAN DE CAÑAS,4,AMATLAN DE CAÑAS 04,3,4,4,0,0,236,0,0,0,0,310,0,360,195,1101,0,47,1148,1697,
18,NAYARIT,3,AMATLAN DE CAÑAS,5,AMATLAN DE CAÑAS 05,3,5,5,0,0,623,0,0,0,0,85,0,375,345,1428,0,46,1474,2233,
18,NAYARIT,4,BAHIA DE BANDERAS,1,BAHIA DE BANDERAS 01,6,24,24,0,0,1172,0,529,0,0,0,0,2866,3318,7885,11,209,8105,16205,
18,NAYARIT,4,BAHIA DE BANDERAS,2,BAHIA DE BANDERAS 02,14,35,35,0,0,1042,0,849,0,0,0,0,3607,4893,10391,7,281,10679,19266,
18,NAYARIT,4,BAHIA DE BANDERAS,3,BAHIA DE BANDERAS 03,2,26,26,0,0,698,0,199,0,0,0,0,1864,4649,7410,13,288,7711,18670,
18,NAYARIT,4,BAHIA DE BANDERAS,4,BAHIA DE BANDERAS 04,5,21,21,0,0,540,0,417,0,0,78,0,1718,3595,6348,7,283,6638,14234,
18,NAYARIT,4,BAHIA DE BANDERAS,5,BAHIA DE BANDERAS 05,8,22,22,0,0,456,0,148,0,0,0,0,1169,3505,5278,8,241,5527,14283,
18,NAYARIT,4,BAHIA DE BANDERAS,6,BAHIA DE BANDERAS 06,8,29,29,0,0,854,0,0,0,0,0,0,2702,4694,8250,10,284,8544,17509,
18,NAYARIT,4,BAHIA DE BANDERAS,7,BAHIA DE BANDERAS 07,4,24,24,0,0,703,0,0,0,0,0,0,2086,4050,6839,2,256,7097,16639,
18,NAYARIT,4,BAHIA DE BANDERAS,8,BAHIA DE BANDERAS 08,7,17,17,0,0,448,0,343,0,0,98,0,992,3033,4914,5,148,5067,11243,
18,NAYARIT,4,BAHIA DE BANDERAS,9,BAHIA DE BANDERAS 09,2,16,16,0,0,156,0,137,0,0,0,0,1601,2508,4402,0,96,4498,11707,
18,NAYARIT,5,COMPOSTELA,1,COMPOSTELA 01,6,12,13,0,0,260,0,266,0,0,299,0,1713,1047,3585,2,122,3709,7241,
18,NAYARIT,5,COMPOSTELA,2,COMPOSTELA 02,7,13,14,0,0,593,0,349,0,0,839,0,883,1212,3876,1,126,4003,7646,
18,NAYARIT,5,COMPOSTELA,3,COMPOSTELA 03,12,19,19,0,0,915,0,244,0,0,72,0,799,2122,4152,1,147,4300,8200,
18,NAYARIT,5,COMPOSTELA,4,COMPOSTELA 04,10,13,13,0,0,508,0,66,0,0,1550,0,190,1219,3533,0,158,3691,7145,
18,NAYARIT,5,COMPOSTELA,5,COMPOSTELA 05,9,14,14,0,0,213,0,0,0,0,130,0,359,2156,2858,1,110,2969,6861,
18,NAYARIT,5,COMPOSTELA,6,COMPOSTELA 06,8,13,14,0,0,326,0,0,40,0,158,0,577,1878,2979,0,123,3102,6897,
18,NAYARIT,5,COMPOSTELA,7,COMPOSTELA 07,5,10,10,0,0,841,0,0,0,0,13,0,524,1091,2469,0,86,2555,6220,
18,NAYARIT,5,COMPOSTELA,8,COMPOSTELA 08,6,14,14,0,0,625,0,314,0,0,27,0,537,1773,3276,1,126,3403,6962,
18,NAYARIT,5,COMPOSTELA,9,COMPOSTELA 09,10,15,16,0,0,568,0,25,0,0,19,0,365,1920,2897,0,117,3014,6760,
18,NAYARIT,6,HUAJICORI,1,HUAJICORI 01,2,4,4,0,0,331,0,0,0,0,0,0,211,758,1300,0,29,1329,1878,
18,NAYARIT,6,HUAJICORI,2,HUAJICORI 02,3,4,4,0,0,257,0,0,0,0,0,0,455,543,1255,0,34,1289,1771,
18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,6,6,6,0,0,358,0,0,0,0,0,0,251,394,1003,0,26,1029,1508,
18,NAYARIT,6,HUAJICORI,4,HUAJICORI 04,2,4,4,0,0,258,0,0,0,0,0,0,216,338,812,0,47,859,1662,
18,NAYARIT,6,HUAJICORI,5,HUAJICORI 05,6,6,6,0,0,602,0,0,0,0,0,0,72,740,1414,0,33,1447,1933,
18,NAYARIT,7,IXTLAN DEL RIO,1,IXTLAN DEL RIO 01,2,5,5,0,0,204,0,92,0,0,48,0,793,978,2115,0,53,2168,3382,
18,NAYARIT,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,4,6,6,0,0,361,0,199,0,0,38,0,724,718,2040,1,31,2072,3310,
18,NAYARIT,7,IXTLAN DEL RIO,3,IXTLAN DEL RIO 03,4,6,6,0,0,195,0,63,0,0,19,0,824,780,1881,0,55,1936,3464,
18,NAYARIT,7,IXTLAN DEL RIO,4,IXTLAN DEL RIO 04,4,6,6,0,0,72,0,160,0,0,0,0,731,800,1763,1,75,1839,3255,
18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,2,6,6,0,0,119,0,128,0,0,0,0,657,973,1877,3,48,1928,3203,
18,NAYARIT,7,IXTLAN DEL RIO,6,IXTLAN DEL RIO 06,6,9,9,0,0,145,0,42,0,0,0,0,845,846,1878,0,74,1952,3550,
18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,2,5,5,0,0,232,0,111,0,0,0,0,582,793,1718,1,74,1793,3268,
18,NAYARIT,8,JALA,1,JALA 01,4,6,6,0,0,171,0,813,0,0,7,0,447,593,2031,0,78,2109,3234,
18,NAYARIT,8,JALA,2,JALA 02,5,7,7,0,0,127,0,200,0,0,5,0,641,660,1633,0,61,1694,2492,
18,NAYARIT,8,JALA,3,JALA 03,4,6,6,0,0,963,0,216,0,0,6,0,390,609,2184,0,67,2251,3284,
18,NAYARIT,8,JALA,4,JALA 04,2,5,5,0,0,341,0,163,0,0,42,0,736,580,1862,0,98,1960,2770,
18,NAYARIT,8,JALA,5,JALA 05,3,6,6,0,0,269,0,57,0,0,5,0,648,1017,1996,0,73,2069,2965,
18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,5,10,10,1079,109,104,452,87,0,0,37,0,447,0,2315,7,330,2652,4590,
18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,5,12,12,1150,209,428,769,358,0,0,48,0,683,0,3645,29,110,3784,5960,
18,NAYARIT,9,DEL NAYAR,3,DEL NAYAR 03,3,7,7,398,58,559,278,35,0,0,78,0,480,0,1886,13,159,2058,3813,
18,NAYARIT,9,DEL NAYAR,4,DEL NAYAR 04,4,7,7,501,77,531,223,9,0,0,66,0,530,0,1937,3,136,2076,3499,
18,NAYARIT,9,DEL NAYAR,5,DEL NAYAR 05,3,9,9,912,97,483,411,0,0,0,138,0,541,0,2582,2,285,2869,4708,
18,NAYARIT,9,DEL NAYAR,6,DEL NAYAR 06,3,9,9,302,119,993,193,8,0,0,15,0,947,0,2577,0,146,2723,4745,
18,NAYARIT,9,DEL NAYAR,7,DEL NAYAR 07,3,8,8,199,88,726,140,43,0,0,354,0,499,0,2049,1,86,2136,3516,
18,NAYARIT,10,ROSAMORADA,1,ROSAMORADA 01,7,11,11,0,0,172,0,137,0,0,41,0,1643,734,2727,1,69,2797,4171,
18,NAYARIT,10,ROSAMORADA,2,ROSAMORADA 02,5,8,8,0,0,419,0,397,0,0,91,0,558,637,2102,0,74,2176,3444,
18,NAYARIT,10,ROSAMORADA,3,ROSAMORADA 03,7,8,8,0,0,1174,0,0,0,0,357,0,680,701,2912,0,101,3013,4564,
18,NAYARIT,10,ROSAMORADA,4,ROSAMORADA 04,6,7,7,0,0,445,0,0,0,0,95,0,961,907,2408,0,72,2480,3581,
18,NAYARIT,10,ROSAMORADA,5,ROSAMORADA 05,4,7,7,0,0,445,0,145,0,0,341,0,448,1046,2425,0,72,2497,3833,
18,NAYARIT,10,ROSAMORADA,6,ROSAMORADA 06,7,8,8,0,0,29,0,386,0,0,350,0,587,743,2095,0,69,2164,3537,
18,NAYARIT,10,ROSAMORADA,7,ROSAMORADA 07,7,11,11,0,0,58,0,54,0,0,102,0,569,1519,2302,0,110,2412,3983,
18,NAYARIT,11,RUIZ,1,RUIZ 01,4,6,6,0,0,280,0,375,0,0,266,0,247,463,1631,0,66,1697,2672,
18,NAYARIT,11,RUIZ,2,RUIZ 02,6,9,9,0,0,126,0,670,0,0,87,0,391,400,1674,0,113,1787,3149,
18,NAYARIT,11,RUIZ,3,RUIZ 03,4,6,6,0,0,245,0,434,0,0,540,0,74,387,1680,0,43,1723,2593,
18,NAYARIT,11,RUIZ,4,RUIZ 04,2,5,5,0,0,373,0,387,0,0,71,0,92,482,1405,0,46,1451,2426,
18,NAYARIT,11,RUIZ,5,RUIZ 05,6,6,6,0,0,571,0,337,0,0,0,0,116,648,1672,0,69,1741,2890,
18,NAYARIT,11,RUIZ,6,RUIZ 06,2,4,4,0,0,527,0,178,0,0,0,0,100,675,1480,0,40,1520,2523,
18,NAYARIT,11,RUIZ,7,RUIZ 07,3,6,6,0,0,432,0,164,0,0,125,0,445,421,1587,0,63,1650,2682,
18,NAYARIT,12,SAN BLAS,1,SAN BLAS 01,6,10,10,0,0,461,0,0,970,15,30,0,677,807,2960,0,109,3069,5095,
18,NAYARIT,12,SAN BLAS,2,SAN BLAS 02,7,9,10,0,0,734,0,0,500,76,0,0,433,776,2519,0,121,2640,4364,
18,NAYARIT,12,SAN BLAS,3,SAN BLAS 03,9,10,11,0,0,216,0,0,197,111,0,0,1391,970,2885,1,125,3011,4795,
18,NAYARIT,12,SAN BLAS,4,SAN BLAS 04,4,10,10,0,0,232,0,0,517,45,0,0,1614,506,2914,1,97,3012,4668,
18,NAYARIT,12,SAN BLAS,5,SAN BLAS 05,7,9,10,0,0,305,0,0,316,29,0,0,1486,594,2730,0,89,2819,4161,
18,NAYARIT,12,SAN BLAS,6,SAN BLAS 06,9,12,13,0,0,420,0,0,548,38,0,0,804,1115,2925,0,127,3052,4893,
18,NAYARIT,12,SAN BLAS,7,SAN BLAS 07,5,8,8,0,0,76,0,0,567,123,1,0,638,999,2404,0,115,2519,4034,
18,NAYARIT,13,SAN PEDRO LAGUNILLAS,1,SAN PEDRO LAGUNILLAS 01,3,4,4,0,0,28,0,0,0,0,224,0,298,274,824,0,30,854,1339,
18,NAYARIT,13,SAN PEDRO LAGUNILLAS,2,SAN PEDRO LAGUNILLAS 02,1,3,3,0,0,16,0,9,0,0,183,0,192,473,873,0,23,896,1436,
18,NAYARIT,13,SAN PEDRO LAGUNILLAS,3,SAN PEDRO LAGUNILLAS 03,2,3,3,0,0,19,0,0,0,0,121,0,361,374,875,0,32,907,1416,
18,NAYARIT,13,SAN PEDRO LAGUNILLAS,4,SAN PEDRO LAGUNILLAS 04,2,2,3,0,0,46,0,0,0,0,154,0,191,320,711,0,23,734,1290,
18,NAYARIT,13,SAN PEDRO LAGUNILLAS,5,SAN PEDRO LAGUNILLAS 05,5,5,5,0,0,32,0,0,0,0,440,0,163,401,1036,0,32,1068,1638,
18,NAYARIT,14,SANTA MARIA DEL ORO,1,SANTA MARIA DEL ORO 01,2,6,6,0,0,423,0,671,0,0,281,0,237,600,2212,0,76,2288,3296,
18,NAYARIT,14,SANTA MARIA DEL ORO,2,SANTA MARIA DEL ORO 02,2,4,4,0,0,109,0,261,0,0,11,0,707,444,1532,25,72,1629,2474,
18,NAYARIT,14,SANTA MARIA DEL ORO,3,SANTA MARIA DEL ORO 03,6,7,7,0,0,179,0,487,0,0,0,0,162,869,1697,0,86,1783,3022,
18,NAYARIT,14,SANTA MARIA DEL ORO,4,SANTA MARIA DEL ORO 04,2,5,5,0,0,323,0,307,0,0,0,0,256,872,1758,0,78,1836,2972,
18,NAYARIT,14,SANTA MARIA DEL ORO,5,SANTA MARIA DEL ORO 05,4,6,6,0,0,238,0,186,0,0,54,0,372,791,1641,1,81,1723,2645,
18,NAYARIT,14,SANTA MARIA DEL ORO,6,SANTA MARIA DEL ORO 06,4,6,6,0,0,273,0,487,0,0,46,0,178,874,1858,0,119,1977,2882,
18,NAYARIT,14,SANTA MARIA DEL ORO,7,SANTA MARIA DEL ORO 07,3,5,5,0,0,168,0,603,0,0,27,0,233,476,1507,0,56,1563,2754,
18,NAYARIT,15,SANTIAGO IXCUINTLA,1,SANTIAGO IXCUINTLA 01,13,18,18,0,0,842,0,188,0,0,133,0,1279,2083,4525,1,142,4668,8611,
18,NAYARIT,15,SANTIAGO IXCUINTLA,2,SANTIAGO IXCUINTLA 02,14,20,20,0,0,1801,0,0,0,0,0,0,681,1806,4288,0,170,4458,8552,
18,NAYARIT,15,SANTIAGO IXCUINTLA,3,SANTIAGO IXCUINTLA 03,14,19,20,0,0,1817,0,148,0,0,153,0,1074,1682,4874,0,148,5022,8726,
18,NAYARIT,15,SANTIAGO IXCUINTLA,4,SANTIAGO IXCUINTLA 04,11,17,18,0,0,1257,0,0,0,0,18,0,660,2403,4338,2,164,4504,7739,
18,NAYARIT,15,SANTIAGO IXCUINTLA,5,SANTIAGO IXCUINTLA 05,12,18,18,0,0,1363,0,0,0,0,0,0,596,2244,4203,1,194,4398,8335,
18,NAYARIT,15,SANTIAGO IXCUINTLA,6,SANTIAGO IXCUINTLA 06,13,19,19,0,0,2258,0,382,0,0,0,0,326,2695,5661,6,167,5834,8615,
18,NAYARIT,15,SANTIAGO IXCUINTLA,7,SANTIAGO IXCUINTLA 07,12,17,18,0,0,1333,0,182,0,0,0,0,349,2273,4137,3,194,4334,8323,
18,NAYARIT,15,SANTIAGO IXCUINTLA,8,SANTIAGO IXCUINTLA 08,13,17,18,0,0,1024,0,231,0,0,0,0,127,2926,4308,0,161,4469,8267,
18,NAYARIT,15,SANTIAGO IXCUINTLA,9,SANTIAGO IXCUINTLA 09,9,15,15,0,0,1300,0,66,0,0,0,0,467,2156,3989,7,140,4136,7577,
18,NAYARIT,16,TECUALA,1,TECUALA 01,8,9,9,0,0,341,0,0,0,0,216,0,536,1565,2658,0,83,2741,4171,
18,NAYARIT,16,TECUALA,2,TECUALA 02,7,9,9,0,0,517,0,0,0,0,300,0,883,1027,2727,0,104,2831,4294,
18,NAYARIT,16,TECUALA,3,TECUALA 03,8,9,9,0,0,546,0,36,0,0,565,0,462,1010,2619,0,94,2713,4100,
18,NAYARIT,16,TECUALA,4,TECUALA 04,6,9,9,0,0,504,0,270,0,0,642,0,447,821,2684,2,78,2764,4207,
18,NAYARIT,16,TECUALA,5,TECUALA 05,5,8,8,0,0,942,0,12,0,0,210,0,112,1389,2665,2,73,2740,4195,
18,NAYARIT,16,TECUALA,6,TECUALA 06,8,10,10,0,0,451,0,115,0,0,550,0,395,1175,2686,2,86,2774,4301,
18,NAYARIT,16,TECUALA,7,TECUALA 07,8,8,8,0,0,1079,0,69,0,0,121,0,585,710,2564,1,66,2631,4074,
18,NAYARIT,17,TEPIC,1,TEPIC 01,23,49,50,0,0,2542,0,932,0,0,1166,0,1922,6736,13298,12,460,13770,27867,
18,NAYARIT,17,TEPIC,2,TEPIC 02,25,54,55,0,0,3589,0,908,0,0,642,0,3441,7351,15931,24,552,16507,30639,
18,NAYARIT,17,TEPIC,3,TEPIC 03,15,44,45,0,0,2377,0,401,0,0,571,0,1330,5606,10285,10,434,10729,24829,
18,NAYARIT,17,TEPIC,4,TEPIC 04,30,56,57,0,0,2479,0,973,0,0,943,0,3753,8129,16277,9,602,16888,32502,
18,NAYARIT,17,TEPIC,5,TEPIC 05,34,61,62,0,0,2267,0,776,0,0,663,0,1463,7830,12999,3,587,13589,27062,
18,NAYARIT,17,TEPIC,6,TEPIC 06,27,51,52,0,0,2752,0,1064,0,0,431,0,3356,8408,16011,12,505,16528,28969,
18,NAYARIT,17,TEPIC,7,TEPIC 07,24,45,45,0,0,1609,0,850,0,0,838,0,2149,6123,11569,7,375,11951,24530,
18,NAYARIT,17,TEPIC,8,TEPIC 08,50,73,74,0,0,3928,0,1328,0,0,1417,0,3907,9465,20045,17,735,20797,34855,
18,NAYARIT,17,TEPIC,9,TEPIC 09,30,61,62,0,0,2715,0,1215,0,0,1505,0,6143,8154,19732,51,614,20397,32549,
18,NAYARIT,17,TEPIC,10,TEPIC 10,33,59,60,0,0,2866,0,1166,0,0,701,0,4869,9307,18909,20,626,19555,33296,
18,NAYARIT,17,TEPIC,11,TEPIC 11,20,53,54,0,0,4290,0,763,0,0,466,0,2813,8468,16800,10,506,17316,31538,
18,NAYARIT,18,TUXPAN,1,TUXPAN 01,8,9,9,0,0,404,0,603,0,0,56,0,521,1079,2663,0,63,2726,3881,
18,NAYARIT,18,TUXPAN,2,TUXPAN 02,3,6,6,0,0,340,0,215,0,0,284,0,178,866,1883,0,43,1926,2973,
18,NAYARIT,18,TUXPAN,3,TUXPAN 03,6,7,7,0,0,357,0,140,0,0,68,0,617,1246,2428,0,46,2474,3539,
18,NAYARIT,18,TUXPAN,4,TUXPAN 04,4,6,6,0,0,303,0,407,0,0,605,0,174,566,2055,0,59,2114,3085,
18,NAYARIT,18,TUXPAN,5,TUXPAN 05,4,6,6,0,0,175,0,346,0,0,276,0,481,498,1776,0,54,1830,2777,
18,NAYARIT,18,TUXPAN,6,TUXPAN 06,4,8,8,0,0,281,0,350,0,0,526,0,278,924,2359,0,90,2449,3733,
18,NAYARIT,18,TUXPAN,7,TUXPAN 07,5,8,8,0,0,547,0,346,0,0,8,0,631,669,2201,0,72,2273,3779,
18,NAYARIT,19,XALISCO,1,XALISCO 01,1,7,7,0,0,573,0,151,0,0,33,0,599,1160,2516,2,54,2572,4955,
18,NAYARIT,19,XALISCO,2,XALISCO 02,3,9,9,0,0,657,0,450,0,0,77,0,991,1429,3604,1,82,3687,6008,
18,NAYARIT,19,XALISCO,3,XALISCO 03,2,9,9,0,0,389,0,283,0,0,117,0,468,1418,2675,9,92,2776,5502,
18,NAYARIT,19,XALISCO,4,XALISCO 04,2,10,11,0,0,369,0,422,0,0,56,0,516,1475,2838,12,72,2922,5794,
18,NAYARIT,19,XALISCO,5,XALISCO 05,4,7,7,0,0,564,0,116,0,0,80,0,446,927,2133,1,88,2222,4311,
18,NAYARIT,19,XALISCO,6,XALISCO 06,6,13,13,0,0,607,0,255,0,0,82,0,667,1471,3082,0,162,3244,5992,
18,NAYARIT,19,XALISCO,7,XALISCO 07,4,11,11,0,0,902,0,289,0,0,160,0,498,1398,3247,3,135,3385,5683,
18,NAYARIT,19,XALISCO,8,XALISCO 08,2,8,9,0,0,475,0,235,0,0,88,0,720,1368,2886,0,96,2982,5311,
18,NAYARIT,19,XALISCO,9,XALISCO 09,1,7,7,0,0,527,0,153,0,0,55,0,616,1074,2425,0,65,2490,4622,
18,NAYARIT,20,LA YESCA,1,LA YESCA 01,4,7,7,0,0,645,0,0,0,0,0,0,231,570,1446,0,80,1526,2416,
18,NAYARIT,20,LA YESCA,2,LA YESCA 02,2,4,4,0,0,397,0,0,0,0,0,0,180,544,1121,0,30,1151,1711,
18,NAYARIT,20,LA YESCA,3,LA YESCA 03,1,3,3,0,0,211,0,0,0,0,1,0,60,272,544,0,9,553,868,
18,NAYARIT,20,LA YESCA,4,LA YESCA 04,3,5,5,0,0,787,0,0,0,0,6,0,156,473,1422,0,51,1473,2212,
18,NAYARIT,20,LA YESCA,5,LA YESCA 05,1,2,2,0,0,267,0,0,0,0,0,0,176,478,921,0,26,947,1388,
