CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,VIDA_NL,ESO,LIBERAL,PESNL,JUSTICIALISTA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1247,B,1,0,B,0,142,68,2,5,5,137,69,25,3,0,0,4,6,7,0,0,0,473,0,7,480,668,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1247,C,1,0,C01,0,120,70,2,7,6,112,72,19,4,5,2,1,7,3,0,0,0,430,0,12,442,667,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1247,C,2,0,C02,0,114,89,2,6,7,163,56,8,5,2,1,0,8,3,0,0,0,464,0,7,471,667,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1248,B,1,0,B,0,54,71,2,7,15,91,79,18,5,1,2,1,5,1,0,0,0,352,0,10,362,646,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1249,B,1,0,B,0,38,48,4,7,3,69,44,9,2,2,1,1,0,0,0,0,0,228,0,2,230,327,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1250,B,1,0,B,0,69,84,1,4,3,115,95,22,6,1,0,0,6,3,0,0,0,409,0,12,421,603,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1251,B,1,0,B,0,34,59,2,10,7,83,61,26,2,3,1,0,1,0,0,0,0,289,0,0,289,494,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1252,B,1,0,B,0,43,61,3,6,4,67,71,19,4,0,0,0,4,1,0,0,0,283,0,7,290,484,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1253,B,1,0,B,0,70,61,1,7,6,71,67,16,2,2,1,1,10,1,0,0,0,316,0,9,325,552,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1254,B,1,0,B,0,50,30,1,3,6,53,48,10,1,1,0,0,1,1,0,0,0,205,0,2,207,306,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1255,B,1,0,B,0,55,40,1,7,9,68,80,20,3,4,0,1,3,2,1,0,0,294,0,12,306,522,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1256,B,1,0,B,0,43,42,1,5,4,60,37,19,1,0,0,4,3,1,0,0,0,220,0,4,224,353,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1257,B,1,0,B,0,52,57,3,8,5,72,65,17,0,1,1,0,1,3,1,0,0,286,0,13,299,486,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1258,B,1,0,B,0,44,57,2,6,10,102,81,18,7,4,2,0,5,2,1,0,0,341,0,12,353,567,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1259,B,1,0,B,0,61,32,0,7,6,57,51,13,2,0,1,0,0,0,0,0,0,230,0,11,241,396,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1260,B,1,0,B,0,47,26,1,3,5,72,39,8,2,0,1,1,2,0,0,0,0,207,0,5,212,341,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1261,B,1,0,B,0,40,28,0,4,2,59,38,14,5,1,1,0,3,1,0,0,0,196,0,6,202,360,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1262,B,1,0,B,0,30,24,1,2,2,16,21,7,0,0,1,1,0,1,0,0,0,106,0,2,108,190,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1263,B,1,0,B,0,42,51,3,2,4,65,58,8,0,0,0,0,3,1,0,0,0,237,0,5,242,406,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1264,B,1,0,B,0,49,39,0,5,2,80,39,58,1,0,2,0,7,4,0,0,0,286,0,0,286,467,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1266,B,1,0,B,0,46,46,2,5,4,46,33,10,1,3,0,0,1,2,0,0,0,199,0,1,200,312,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1267,B,1,0,B,0,80,64,1,2,9,87,60,25,1,0,2,2,0,0,0,0,0,333,0,28,361,558,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1268,B,1,0,B,0,24,41,1,3,4,34,28,10,0,2,0,1,3,1,0,0,0,152,0,3,155,264,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1269,B,1,0,B,0,29,26,2,6,2,61,29,7,3,1,0,0,7,0,0,0,0,173,1,2,176,315,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1270,B,1,0,B,0,41,20,1,2,3,50,33,11,3,4,0,1,4,0,0,0,0,173,0,7,180,290,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1271,B,1,0,B,0,52,35,1,1,4,42,34,5,3,0,1,0,5,0,0,0,0,183,0,7,190,284,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1272,B,1,0,B,0,32,35,2,4,0,59,26,5,1,0,0,0,4,2,0,0,0,170,0,4,174,261,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1273,B,1,0,B,0,37,30,3,3,3,39,28,10,5,0,1,1,1,0,1,0,0,162,0,3,165,291,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1274,B,1,0,B,0,62,58,1,7,6,87,63,32,5,3,1,2,6,0,0,0,0,333,0,9,342,519,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1275,B,1,0,B,0,81,58,3,2,6,85,73,21,4,6,1,1,9,3,0,0,0,353,0,6,359,557,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1275,S,1,0,S01,1,3,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,10,0,0,10,0,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1276,B,1,0,B,0,33,33,2,4,2,43,34,15,2,1,0,2,5,1,0,0,0,177,0,8,185,290,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1277,B,1,0,B,0,47,39,1,3,2,64,70,7,0,1,1,2,4,3,0,0,0,244,1,11,256,412,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1278,B,1,0,B,0,36,31,2,3,0,55,31,8,3,1,1,1,9,0,0,0,0,181,1,1,183,297,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1279,B,1,0,B,0,50,51,3,4,6,65,37,10,0,0,0,0,5,1,0,0,0,232,0,1,233,380,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1280,B,1,0,B,0,64,24,1,1,2,67,21,2,1,0,2,2,1,0,0,0,0,188,1,3,192,318,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1281,B,1,0,B,0,77,40,2,5,4,82,65,15,2,6,1,3,8,1,0,0,0,311,0,10,321,482,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1282,B,1,0,B,0,86,65,5,2,8,106,80,17,4,1,2,3,4,3,0,1,0,387,0,11,398,589,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1284,B,1,0,B,0,58,42,6,7,1,78,59,14,2,1,1,3,7,4,0,0,0,283,0,9,292,474,ACTA CASILLA,ANULADA,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1285,B,1,0,B,0,45,42,4,2,0,98,60,14,5,3,1,3,4,2,0,0,0,283,0,10,293,472,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1285,C,1,0,C01,0,62,44,1,7,4,82,44,22,2,1,1,2,7,1,0,0,0,280,0,11,291,472,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1286,B,1,0,B,0,51,41,1,4,4,80,42,11,0,5,0,0,2,3,0,0,0,244,0,5,249,415,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1286,C,1,0,C01,0,64,43,2,3,3,78,38,7,1,1,1,1,9,0,0,0,0,251,0,12,263,415,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1287,B,1,0,B,0,40,20,0,6,6,29,32,13,0,1,0,2,2,1,0,0,0,152,1,2,155,229,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1288,B,1,0,B,0,21,36,3,11,5,79,49,10,3,3,0,1,1,0,0,0,0,222,2,8,232,419,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1289,B,1,0,B,0,51,52,1,14,4,120,100,23,1,4,1,2,9,0,0,0,0,382,0,12,394,662,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1290,B,1,0,B,0,43,40,1,9,5,61,57,6,1,0,2,1,6,1,0,0,0,233,0,3,236,366,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1291,B,1,0,B,0,56,49,3,14,7,150,93,19,11,18,3,1,4,6,0,0,0,434,0,17,451,734,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1292,B,1,0,B,0,46,58,1,14,1,160,74,17,3,0,1,1,0,0,0,0,0,376,0,14,390,688,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1292,C,1,0,C01,0,35,47,3,16,7,143,95,26,3,3,0,0,0,0,0,0,0,378,0,16,394,688,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1293,B,1,0,B,0,62,38,0,14,7,115,78,24,4,3,1,1,5,1,0,0,0,353,0,6,359,555,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1294,B,1,0,B,0,122,79,2,9,4,140,100,24,0,6,0,2,8,1,0,0,0,497,0,25,522,734,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1295,B,1,0,B,0,52,46,2,4,5,89,71,17,4,2,1,0,2,1,0,0,0,296,0,7,303,412,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1296,B,1,0,B,0,56,30,1,2,6,80,50,8,3,0,1,1,1,0,0,0,0,239,0,10,249,376,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1296,C,1,0,C01,0,42,37,1,5,2,88,47,10,6,2,0,0,9,0,0,0,0,249,0,2,251,376,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1297,B,1,0,B,0,84,46,3,4,4,99,60,20,2,4,1,0,3,3,0,0,0,333,0,8,341,457,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1298,B,1,0,B,0,98,41,2,5,3,122,61,10,1,1,1,0,13,1,0,0,0,359,0,9,368,500,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1299,B,1,0,B,0,99,58,3,9,5,116,78,20,4,1,0,1,4,2,0,0,0,400,0,13,413,591,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1299,C,1,0,C01,0,106,65,2,6,4,111,68,12,2,3,1,3,10,1,0,0,0,394,0,5,399,591,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1300,B,1,0,B,0,55,39,0,6,7,102,54,22,1,1,1,0,6,3,0,0,0,297,0,15,312,519,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1301,B,1,0,B,0,60,74,0,13,7,102,106,22,4,4,1,2,7,4,0,0,0,406,0,13,419,686,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1302,B,1,0,B,0,26,49,3,8,6,71,59,16,3,1,1,1,2,1,0,0,0,247,0,9,256,492,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1303,B,1,0,B,0,31,29,0,6,1,55,52,8,3,3,1,1,3,1,0,0,0,194,1,11,206,347,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1304,B,1,0,B,0,67,58,1,5,3,94,39,9,5,0,2,1,12,2,0,0,0,298,0,4,302,441,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1304,C,1,0,C01,0,82,54,3,9,3,99,46,8,2,1,3,2,3,4,0,0,0,319,0,4,323,441,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1305,B,1,0,B,0,57,55,1,7,5,80,38,10,2,3,0,3,5,2,0,0,0,268,0,4,272,421,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1305,C,1,0,C01,0,47,69,1,5,4,88,33,9,0,1,0,2,3,0,0,0,0,262,0,11,273,420,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1306,B,1,0,B,0,71,52,1,3,4,106,45,12,1,1,1,0,3,3,0,0,0,303,0,9,312,504,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1307,B,1,0,B,0,120,46,3,8,6,149,65,17,3,1,1,0,7,4,0,0,0,430,0,13,443,611,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1307,C,1,0,C01,0,120,60,4,7,2,134,64,21,0,1,2,2,6,2,0,0,0,425,0,8,433,611,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1307,C,2,0,C02,0,109,40,4,8,4,131,55,13,2,2,0,2,11,2,0,0,0,383,0,7,390,610,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1308,B,1,0,B,0,65,43,1,4,2,90,77,11,1,3,0,2,4,3,0,0,0,306,0,14,320,541,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1309,B,1,0,B,0,141,58,1,5,4,139,49,11,3,1,0,5,13,1,0,0,0,431,0,2,433,595,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1309,C,1,0,C01,0,140,62,2,12,4,117,53,13,4,0,2,1,12,2,0,0,0,424,0,11,435,595,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1309,C,2,0,C02,0,138,52,2,9,2,143,52,12,5,5,2,1,8,1,0,0,0,432,0,7,439,595,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1310,B,1,0,B,0,130,59,1,11,3,152,72,22,4,4,0,2,13,2,0,1,0,476,0,11,487,707,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1310,C,1,0,C01,0,109,71,4,10,11,129,81,35,3,3,1,3,12,5,0,0,0,477,0,16,493,707,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1311,B,1,0,B,0,91,62,2,18,9,113,76,19,7,1,0,1,4,0,0,0,0,403,0,9,412,599,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1311,C,1,0,C01,0,89,73,3,17,6,121,60,21,3,3,2,1,10,0,1,0,0,410,0,13,423,598,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1312,B,1,0,B,0,164,75,6,8,6,133,71,16,2,1,3,5,5,5,0,0,0,500,0,11,511,682,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1312,C,1,0,C01,0,171,63,3,7,5,147,68,19,4,4,0,6,9,4,0,0,0,510,0,4,514,681,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1314,B,1,0,B,0,124,48,1,7,5,124,81,10,5,5,1,0,4,5,0,0,0,420,0,12,432,640,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1314,C,1,0,C01,0,102,80,0,5,4,130,65,15,3,4,1,3,9,1,0,1,0,423,0,13,436,640,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1315,B,1,0,B,0,166,73,3,3,7,139,57,13,10,3,2,2,5,6,0,0,0,489,0,14,503,680,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1315,C,1,0,C01,0,144,92,2,4,5,129,63,14,6,4,8,2,7,1,0,0,0,481,0,11,492,679,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1316,B,1,0,B,0,101,58,3,12,8,150,63,9,3,0,4,1,12,3,1,0,0,428,0,10,438,693,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1316,C,1,0,C01,0,85,80,2,7,4,110,75,18,4,2,6,1,9,3,0,0,0,406,1,21,428,692,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1317,B,1,0,B,0,76,33,3,8,7,107,75,18,2,1,0,0,6,4,0,0,0,340,0,13,353,621,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1318,B,1,0,B,0,123,69,4,6,6,145,54,8,0,4,1,4,12,3,0,0,0,439,0,6,445,588,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1318,C,1,0,C01,0,146,86,1,8,2,121,38,13,7,1,3,1,10,0,0,1,0,438,0,10,448,588,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1319,B,1,0,B,0,83,75,3,11,2,130,72,21,4,0,3,1,8,5,0,0,0,418,0,24,442,705,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1320,B,1,0,B,0,78,48,1,10,4,103,46,15,0,2,0,2,8,2,0,0,0,319,0,12,331,489,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1321,B,1,0,B,0,57,42,2,8,4,82,93,12,2,2,0,2,2,2,0,0,0,310,0,14,324,535,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1322,B,1,0,B,0,42,33,0,7,2,50,36,9,1,4,2,4,4,0,0,0,0,194,0,8,202,353,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1323,B,1,0,B,0,46,34,2,5,4,54,28,6,2,4,0,2,2,1,0,0,0,190,0,13,203,307,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1324,B,1,0,B,0,57,39,0,13,4,64,59,20,0,1,2,0,4,1,0,0,0,264,0,12,276,413,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1325,B,1,0,B,0,229,79,5,8,1,109,44,7,6,4,2,2,6,2,0,0,0,504,0,7,511,695,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1326,B,1,0,B,0,183,104,4,5,3,137,51,15,6,1,0,1,14,4,1,0,0,529,0,19,548,741,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1326,C,1,0,C01,0,195,97,2,7,1,154,50,16,4,4,1,2,18,2,0,0,0,553,1,5,559,740,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1339,B,1,0,B,0,98,93,3,7,8,121,81,14,6,2,1,1,2,4,1,0,0,442,0,15,457,739,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1340,B,1,0,B,0,32,36,1,7,5,64,31,13,1,1,0,0,4,1,0,0,0,196,0,7,203,379,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1341,B,1,0,B,0,58,48,2,4,2,94,51,23,4,2,0,2,3,4,0,0,0,297,0,14,311,464,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1342,B,1,0,B,0,51,56,1,16,5,123,81,24,1,7,1,1,6,2,0,0,0,375,0,19,394,669,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1343,B,1,0,B,0,50,36,1,4,8,69,50,6,3,4,2,0,1,0,0,0,0,234,0,12,246,413,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1343,C,1,0,C01,0,43,37,0,5,8,71,58,11,1,0,0,2,3,0,0,0,0,239,0,14,253,413,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1344,B,1,0,B,0,67,91,0,7,4,122,77,27,3,3,1,3,8,1,0,0,0,414,0,19,433,623,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1345,B,1,0,B,0,185,71,3,6,3,114,49,18,1,5,0,4,15,1,0,0,0,475,0,14,489,641,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1367,B,1,0,B,0,55,59,2,9,8,111,52,18,4,1,1,0,9,1,0,0,0,330,0,12,342,514,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1367,C,1,0,C01,0,80,57,0,7,5,97,41,15,4,3,3,3,6,0,0,0,0,321,1,11,333,513,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1368,B,1,0,B,0,55,60,4,12,10,83,51,21,3,1,2,1,7,0,0,0,0,310,1,14,325,467,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1368,C,1,0,C01,0,55,52,2,6,7,90,50,21,1,1,0,0,4,0,0,0,0,289,0,17,306,467,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1369,B,1,0,B,0,30,64,4,10,7,71,44,9,2,3,0,0,5,3,0,1,0,253,0,12,265,481,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1369,C,1,0,C01,0,22,72,0,4,5,90,61,12,2,0,4,1,1,4,0,0,0,278,0,9,287,480,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1628,B,1,0,B,0,32,40,1,11,25,67,99,59,5,2,0,0,4,2,0,0,0,347,0,21,368,695,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1628,C,1,0,C01,0,24,36,1,12,17,111,94,51,6,0,0,1,0,2,1,0,0,356,0,29,385,694,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1629,B,1,0,B,0,6,12,1,5,1,41,18,16,0,1,0,0,0,1,0,0,0,102,0,6,108,218,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1630,B,1,0,B,0,36,37,1,7,18,113,58,15,3,0,1,1,2,3,0,1,0,296,0,18,314,500,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1630,C,1,0,C01,0,32,28,3,6,13,108,75,19,2,0,1,0,2,2,0,0,0,291,0,12,303,499,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1631,B,1,0,B,0,23,35,3,5,12,50,48,13,2,1,0,3,3,1,0,0,0,199,0,9,208,323,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1632,B,1,0,B,0,41,60,0,5,10,84,69,34,3,2,0,0,6,4,0,0,0,318,0,24,342,597,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1633,B,1,0,B,0,23,41,1,9,6,86,77,28,3,0,2,0,6,0,0,0,0,282,0,21,303,580,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1633,C,1,0,C01,0,28,38,2,13,13,108,83,22,1,4,0,0,2,0,0,0,0,314,0,11,325,579,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1634,B,1,0,B,0,17,21,1,4,5,25,40,18,2,1,1,1,0,0,0,0,0,136,0,10,146,245,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1635,B,1,0,B,0,13,27,0,11,23,50,67,26,1,2,0,0,1,1,0,0,0,222,0,14,236,468,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1635,C,1,0,C01,0,20,26,0,6,22,52,53,30,0,2,1,1,2,0,0,0,0,215,0,12,227,467,ACTA CASILLA,ANULADA,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1636,B,1,0,B,0,11,38,1,10,10,58,35,26,8,3,0,0,5,0,0,0,0,205,0,14,219,419,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1636,C,1,0,C01,0,20,28,2,5,11,70,46,17,5,1,0,2,2,1,0,1,0,211,0,14,225,418,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1637,B,1,0,B,0,36,42,0,19,24,135,123,31,5,2,0,0,5,1,0,1,0,424,0,25,449,735,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1638,B,1,0,B,0,26,42,1,14,23,106,91,50,3,9,1,4,8,3,0,0,0,381,0,14,395,688,ACTA CASILLA,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1639,B,1,0,B,0,31,13,0,4,4,38,30,6,2,2,0,0,0,1,0,0,0,131,1,5,137,293,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1642,B,1,0,B,0,110,75,3,9,6,150,73,42,1,6,2,2,12,0,0,0,0,491,0,26,517,771,GRUPO DE RECUENTO,,,
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1642,C,1,0,C01,0,121,70,0,8,8,109,56,25,3,2,1,1,11,1,0,0,0,416,0,18,434,633,GRUPO DE RECUENTO,,,
