CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1232,2,2,35,50,4,14,11,131,169,10,8,2,1,0,0,1,0,1,9,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,452,1,16,469,960
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1233,4,4,128,108,8,48,17,494,503,31,32,15,4,0,0,7,0,2,11,0,0,0,3,1,0,1,10,0,0,0,1,0,1,4,0,0,0,0,0,4,0,1433,1,41,1475,2491
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1234,3,3,74,61,8,52,16,265,401,20,30,4,3,0,0,3,0,0,14,1,0,2,6,0,1,0,2,0,0,0,0,0,1,4,0,0,0,1,0,1,0,970,0,29,999,1966
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1235,3,3,56,59,6,41,11,274,404,13,25,6,2,0,0,6,0,1,12,0,0,1,1,1,2,2,5,1,0,0,0,1,0,5,0,0,0,2,1,3,0,941,1,31,973,1855
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1236,3,3,66,62,8,40,23,235,415,16,17,4,3,0,0,3,1,3,12,0,0,0,2,0,1,1,8,0,0,0,1,0,1,4,0,0,0,1,2,0,0,929,1,26,956,1748
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1237,3,3,74,76,7,49,19,291,320,19,30,5,6,0,0,4,0,2,15,0,0,0,4,0,0,2,5,0,0,0,0,0,0,3,0,0,0,0,1,1,0,933,0,30,963,1713
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1238,4,5,115,108,15,47,28,457,484,24,41,8,6,1,0,2,0,1,18,0,0,0,2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1366,3,37,1406,2357
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1239,3,3,75,56,6,44,16,237,351,13,29,10,4,1,0,2,0,1,7,0,0,0,2,1,0,0,3,1,1,0,0,0,0,9,0,0,0,0,0,1,0,870,2,18,890,1662
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1240,2,2,67,43,5,36,11,242,236,11,16,5,1,0,0,3,0,2,12,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,698,3,17,718,1299
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1241,2,2,67,60,7,17,11,195,179,19,19,4,2,0,0,2,0,3,7,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,600,0,18,618,1161
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1242,5,5,184,148,13,69,35,690,601,51,33,10,9,0,0,10,0,2,19,0,0,0,2,4,0,0,8,2,0,0,2,1,0,5,0,1,0,2,1,2,2,1906,1,36,1943,3347
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1243,3,3,81,91,11,38,21,339,358,18,20,11,5,0,0,2,1,2,10,0,0,1,0,0,2,0,3,0,1,1,1,0,1,2,0,0,0,0,1,1,0,1022,0,22,1044,2014
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1244,3,3,101,88,6,32,23,304,383,19,26,8,3,1,1,4,1,7,12,0,0,1,0,0,1,4,7,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1037,2,39,1078,2014
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1245,2,2,65,53,5,36,11,249,258,14,20,6,1,0,1,5,0,1,17,0,0,0,2,0,1,1,4,0,0,0,0,0,2,2,0,0,0,1,0,1,0,756,1,15,772,1333
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1246,2,2,61,56,2,33,12,271,242,10,16,4,0,0,0,3,0,1,8,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,728,1,19,748,1198
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1247,6,6,324,206,25,71,33,1131,572,54,53,20,6,0,7,6,2,0,23,1,0,0,1,1,0,2,5,0,0,0,2,0,0,4,0,0,2,0,0,2,0,2553,2,38,2593,3239
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1248,4,4,180,121,9,37,26,673,387,32,50,13,4,0,0,3,0,6,10,1,0,0,3,0,1,1,4,0,0,0,0,1,0,6,0,0,0,3,0,1,2,1574,1,37,1612,2479
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1249,4,4,141,92,12,53,19,525,454,27,37,8,4,0,1,9,0,3,25,0,0,1,2,2,0,0,12,0,0,1,1,1,2,3,0,0,0,1,1,2,0,1439,1,36,1476,2517
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1250,2,2,57,52,5,30,10,220,183,9,10,4,0,0,0,2,0,3,11,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,604,1,18,623,1129
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1251,2,2,45,43,3,20,11,218,205,17,21,2,5,0,1,3,0,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,1,0,0,0,613,0,22,635,1282
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1252,3,3,210,120,14,25,13,620,276,25,36,24,4,0,1,2,1,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1388,1,28,1417,2037
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1253,2,2,100,64,3,14,7,250,151,12,15,4,1,0,0,0,1,1,4,0,0,1,0,0,1,3,3,0,0,0,1,0,0,1,0,0,0,1,0,2,0,640,0,20,660,960
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1254,2,2,95,65,6,17,5,314,124,14,15,7,4,0,0,1,0,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,677,0,15,692,989
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1255,3,3,149,100,10,42,11,465,345,27,29,9,9,1,0,7,0,5,4,0,0,0,1,1,0,1,4,0,0,0,0,1,0,5,0,0,0,1,1,0,0,1228,0,14,1242,1981
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1256,3,3,125,83,10,48,12,487,311,17,39,10,2,1,0,3,1,4,12,0,0,0,1,0,0,1,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1176,1,31,1208,1966
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1257,2,2,129,85,13,22,12,396,226,20,18,13,2,0,0,4,0,0,9,0,0,0,1,1,0,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,1,962,3,20,985,1415
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1258,1,1,96,33,2,11,5,176,100,7,7,4,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,452,0,10,462,648
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1259,1,1,20,19,1,13,2,89,89,6,5,1,1,0,0,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,0,8,263,403
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1260,2,2,59,44,4,25,11,283,250,22,20,9,0,0,1,2,0,0,9,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,747,1,21,769,1281
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1261,4,4,147,143,7,35,30,598,455,29,54,20,6,0,0,7,0,3,15,0,0,1,1,2,1,0,5,0,0,0,1,3,2,1,0,0,0,3,0,1,2,1572,1,35,1608,2520
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1262,3,3,118,109,10,58,22,358,379,21,37,8,3,0,0,6,2,1,8,8,0,0,0,0,0,0,5,0,0,0,2,0,2,4,0,0,0,2,0,2,0,1165,0,32,1197,2004
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1263,2,2,62,26,5,22,9,220,192,9,16,2,0,1,1,0,0,2,9,0,0,2,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,587,0,10,597,1054
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1264,2,2,41,45,3,25,12,173,203,14,12,3,0,0,0,2,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,545,0,15,560,964
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1265,2,2,82,57,2,36,19,264,276,10,8,1,4,0,0,2,2,3,5,0,0,0,1,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,780,0,18,798,1440
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1266,2,2,59,45,15,27,16,181,240,10,15,10,2,0,0,1,0,2,7,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,2,1,1,0,641,0,14,655,1181
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1267,3,3,137,95,7,49,17,492,396,24,37,6,5,0,0,2,0,0,7,0,1,0,1,0,0,1,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1286,1,21,1308,2130
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1268,3,3,87,51,2,36,12,342,298,17,16,8,1,0,0,1,2,1,13,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,2,897,2,33,932,1628
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1269,2,2,79,71,7,33,19,240,269,16,19,5,4,0,0,5,0,1,11,0,0,0,0,1,0,1,9,0,0,1,3,0,0,3,0,0,0,0,1,0,0,798,1,21,820,1388
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1270,3,3,70,39,7,47,24,274,351,19,21,6,3,0,1,4,0,2,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,3,0,0,0,1,0,1,0,893,0,30,923,1792
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1271,3,3,57,64,6,40,13,255,393,14,27,4,0,0,0,4,0,2,8,0,1,0,1,0,0,1,8,0,0,1,1,0,0,3,0,0,0,2,3,0,0,908,0,24,932,1724
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1272,3,3,63,66,4,50,17,270,393,15,27,4,2,0,0,8,0,1,4,2,1,0,2,0,0,2,4,0,0,0,0,0,1,1,0,0,0,1,3,2,0,943,2,19,964,1750
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1273,3,3,68,61,6,56,20,286,455,19,19,6,3,0,1,3,1,1,15,0,0,0,2,0,0,1,7,0,0,1,0,0,1,2,0,0,1,1,0,0,1,1037,0,25,1062,1881
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1274,3,3,123,96,12,30,19,273,311,16,18,6,3,0,0,2,0,1,9,0,0,0,3,0,0,2,7,0,0,0,0,0,0,3,0,0,0,2,0,1,0,937,0,24,961,1670
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1275,2,2,94,63,5,25,8,229,230,12,18,6,2,0,0,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,709,1,11,721,1325
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1276,2,2,61,55,12,27,16,212,213,12,24,1,0,0,0,2,0,1,8,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,652,0,27,679,1184
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1277,2,2,79,75,16,29,16,266,289,17,17,6,2,0,0,4,1,2,6,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,0,0,0,1,0,1,0,838,2,19,859,1486
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1278,3,3,105,80,13,44,15,364,357,28,27,6,1,0,1,7,1,2,13,1,0,0,2,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1074,3,40,1117,1997
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1279,2,2,80,42,5,22,15,238,277,12,15,8,1,0,0,9,0,2,10,0,0,0,0,1,0,2,2,0,0,0,2,0,1,2,0,0,1,1,0,1,2,751,1,20,772,1313
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1280,3,3,83,69,9,38,20,311,329,25,32,9,2,0,0,1,0,0,16,0,0,1,1,0,0,0,2,0,0,4,0,0,0,3,0,0,0,1,0,1,0,957,0,31,988,1673
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1281,2,2,43,44,3,28,23,180,237,10,25,5,2,0,0,4,0,1,11,1,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,624,2,13,639,1118
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1282,2,2,37,44,3,20,14,149,160,11,22,4,1,0,0,6,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,480,0,10,490,807
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1283,3,3,82,56,5,28,17,352,319,17,35,9,6,1,0,7,1,1,12,0,0,4,1,1,0,0,6,0,0,0,1,0,0,3,0,0,0,1,1,0,1,967,0,30,997,1691
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1284,2,2,81,45,7,20,14,199,218,16,7,0,1,0,1,0,0,2,3,0,0,0,1,0,0,1,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,624,2,19,645,1029
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1285,2,2,40,31,2,20,5,233,161,9,17,3,1,0,1,3,1,3,6,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,545,0,10,555,992
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1286,2,2,89,43,7,27,6,239,199,13,11,2,1,0,0,1,0,0,13,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,658,0,23,681,1053
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1287,2,2,75,52,5,22,6,258,247,14,15,5,1,0,0,0,1,1,3,0,0,0,0,1,1,1,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1,721,1,15,737,1077
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1288,3,3,106,68,7,40,13,359,280,30,24,7,5,1,0,3,0,1,11,0,1,0,0,0,0,1,6,0,0,0,0,0,1,3,0,0,0,1,1,2,0,971,1,30,1002,1658
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1289,2,2,71,60,8,31,16,319,271,11,21,8,4,0,0,5,0,4,10,0,0,0,1,0,0,0,11,0,0,0,1,0,0,2,1,0,0,1,0,0,0,856,0,26,882,1405
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1290,2,2,55,50,3,28,5,210,259,10,17,1,2,0,0,5,0,4,3,0,0,0,0,1,1,0,4,0,0,1,0,1,1,4,1,0,0,0,0,1,0,667,0,17,684,1110
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1291,2,2,82,54,2,17,13,287,229,12,15,8,3,0,0,3,0,0,3,0,0,2,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,738,3,13,754,1346
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1292,3,3,120,79,6,38,8,347,346,20,23,5,3,0,0,6,0,4,12,0,0,0,0,0,1,0,4,0,2,0,2,0,1,2,0,0,0,1,0,2,0,1032,1,24,1057,1686
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1293,3,3,218,75,12,21,13,477,270,26,35,14,5,0,0,1,0,1,7,0,0,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1186,1,20,1207,1646
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1294,2,2,115,80,4,8,7,279,130,20,24,5,3,0,0,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,690,1,13,704,986
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1295,2,2,95,49,6,13,6,262,124,17,12,9,6,3,0,1,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,613,3,20,636,954
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1296,2,2,156,74,6,17,4,414,154,14,20,8,3,0,0,2,0,0,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,884,1,12,897,1213
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1297,2,2,139,94,5,21,8,434,193,24,22,7,1,0,0,1,1,3,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,964,3,24,991,1346
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1298,2,2,135,58,9,15,8,340,159,13,19,7,3,0,1,2,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,781,1,16,798,1089
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1299,2,2,114,43,9,7,1,296,95,10,9,4,2,0,0,2,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,601,1,4,606,843
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1300,2,2,150,76,4,8,8,290,139,12,23,15,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,735,0,15,750,1033
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1301,2,2,143,65,4,15,5,321,91,16,18,9,3,0,0,2,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,702,0,13,715,925
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1302,2,2,161,52,5,7,3,374,101,16,8,7,1,0,0,3,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,1,749,0,8,757,983
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1303,2,2,213,78,6,13,5,492,149,21,15,10,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1014,0,9,1023,1336
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1304,2,2,80,41,7,20,15,328,180,19,17,5,0,0,0,5,1,1,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,727,0,17,744,1095
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1305,2,2,111,43,5,16,8,307,138,11,21,3,2,1,0,1,0,1,10,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,0,2,0,2,1,691,2,17,710,1037
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1306,2,2,113,64,2,13,5,257,188,9,22,6,6,0,0,5,1,0,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,703,0,17,720,957
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1307,3,3,245,117,11,19,11,536,223,17,27,17,3,0,0,3,0,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1241,0,15,1256,1678
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1308,2,2,127,70,11,17,8,347,119,11,14,11,2,0,0,12,0,2,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,766,0,6,772,1083
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1309,3,3,242,94,5,15,22,554,209,27,34,20,4,0,0,4,1,1,6,0,0,0,1,0,0,2,4,1,0,0,0,0,0,4,0,0,0,0,0,3,1,1254,1,26,1281,1823
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1310,3,3,216,93,12,35,14,498,260,20,27,6,1,0,0,3,1,1,11,0,0,0,0,2,1,2,3,0,0,1,1,0,1,2,0,0,0,0,0,2,0,1213,4,18,1235,1655
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1311,2,2,42,51,7,18,16,230,205,14,12,6,1,0,0,2,0,2,9,0,0,0,1,1,1,0,2,0,0,0,0,0,1,3,0,0,0,1,0,1,1,627,0,13,640,1055
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1312,2,2,65,48,11,25,8,208,154,13,15,4,1,0,0,2,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,562,0,11,573,914
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1313,2,2,52,52,4,23,12,185,219,12,18,8,1,0,0,1,0,2,8,0,0,0,0,0,0,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,609,3,14,626,1034
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1314,2,2,55,43,3,7,3,141,175,9,13,2,3,0,0,2,1,0,5,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,471,1,11,483,812
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1315,2,2,79,79,10,28,17,222,265,10,26,11,1,0,0,1,0,2,10,0,0,0,1,1,0,0,7,0,0,0,1,0,0,2,0,0,0,1,0,1,0,775,2,25,802,1388
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1316,2,2,51,52,2,27,5,162,201,18,17,5,1,0,1,2,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,17,574,981
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1317,2,2,90,57,2,23,13,209,241,13,20,6,2,0,0,1,0,2,5,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,695,1,14,710,1199
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1318,3,3,73,60,9,37,20,286,289,33,20,5,3,0,0,5,0,3,10,0,0,0,0,0,1,3,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,868,1,30,899,1598
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1319,3,3,76,65,6,37,20,274,324,22,27,9,4,0,0,6,1,2,16,0,0,0,2,0,0,1,6,0,0,1,0,0,0,2,0,0,0,0,1,0,0,902,0,19,921,1537
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1320,2,2,64,75,5,30,11,211,298,14,25,6,0,0,0,1,2,0,3,0,0,0,0,1,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,755,0,23,778,1401
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1321,2,2,46,56,5,31,11,162,252,10,14,2,0,1,0,1,1,1,6,0,1,1,1,1,0,2,5,0,0,0,1,0,0,2,0,0,0,2,0,0,0,615,1,17,633,1059
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1322,2,2,30,27,1,20,14,151,218,6,12,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,501,0,7,508,913
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1323,2,2,31,34,8,18,6,167,210,5,12,1,0,0,0,2,2,1,15,0,0,0,4,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,522,0,12,534,1027
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1324,2,2,36,44,6,26,8,143,222,7,14,2,2,0,0,2,1,2,15,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,537,2,8,547,987
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1325,2,2,35,49,3,32,17,184,297,12,20,4,3,0,0,6,0,2,8,0,0,0,0,1,0,3,2,0,0,0,1,0,1,1,0,0,0,1,0,0,1,683,1,25,709,1354
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1326,2,2,44,41,1,38,16,182,311,10,14,4,2,1,0,5,1,4,19,2,0,1,1,3,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,707,0,20,727,1297
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1327,4,4,63,47,6,72,32,286,517,26,21,9,3,0,0,6,0,1,25,0,0,1,1,1,4,8,4,0,0,1,3,0,2,3,1,0,0,0,0,1,0,1144,0,33,1177,2334
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1328,4,4,97,96,9,52,37,409,541,38,34,10,4,0,0,2,1,2,26,1,0,0,2,0,1,1,8,0,0,0,0,0,0,4,0,0,0,1,3,0,1,1380,1,41,1422,2798
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1329,3,3,64,47,5,39,16,215,326,18,28,5,1,0,0,2,0,1,13,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,0,0,0,0,0,1,793,0,22,815,1602
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1330,4,4,77,74,10,70,15,309,501,18,26,5,2,0,0,6,1,3,24,0,0,1,2,0,2,3,6,0,0,0,1,0,0,3,0,0,0,0,2,2,0,1163,1,20,1184,2304
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1331,6,6,25,91,11,84,36,618,1199,16,31,4,2,0,0,11,3,4,51,1,0,0,3,1,1,5,17,0,0,2,1,0,3,5,0,0,0,1,3,1,0,2230,2,46,2278,4216
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1332,4,4,72,71,14,64,30,342,622,22,23,6,2,0,0,9,2,4,37,0,1,1,2,0,0,5,3,0,0,2,0,2,1,5,0,0,0,2,5,2,0,1351,1,35,1387,2693
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1333,4,4,91,105,7,60,36,392,627,23,41,6,8,0,0,7,1,1,17,0,0,0,3,1,1,0,13,0,1,0,1,1,1,8,0,0,0,1,1,1,1,1456,1,47,1504,2879
1,14,JALISCO,9,GUADALAJARA,41,GUADALAJARA,1334,3,3,44,42,2,37,14,161,357,15,17,2,2,0,0,4,0,1,14,0,1,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,721,0,18,739,1558
