ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,19,67,67,1101,6334,164,1014,499,3145,7905,278,251,563,64,11,13,211,6,15,252,5,1,3,52,9,4,3,83,2,5,1,4,2,2,38,0,0,0,8,9,5,8,22070,7,691,22768,43391,
14,JALISCO,47,IXTLAHUACAN DEL RIO,12,28,28,584,1120,37,1266,134,3711,3118,92,67,48,13,0,1,2,2,2,35,0,1,0,2,1,0,2,14,0,0,0,0,0,0,12,1,1,1,0,4,2,1,10274,1,275,10550,16988,
14,JALISCO,48,JALOSTOTITLAN,22,51,51,3616,3096,93,290,100,4481,1770,156,38,215,132,0,2,6,6,1,60,3,1,2,2,0,2,1,15,2,0,0,1,3,0,9,0,0,0,2,6,3,0,14114,15,412,14541,28437,
14,JALISCO,49,JAMAY,12,34,34,2888,719,99,365,151,4581,2864,91,39,369,87,17,6,13,4,9,58,0,0,0,6,0,1,1,20,0,0,1,2,3,2,13,0,0,0,1,2,2,0,12414,46,351,12811,20706,
14,JALISCO,50,JESUS MARIA,14,30,30,3874,641,58,1497,88,1208,746,164,19,188,152,5,1,9,16,6,55,0,2,0,6,1,11,1,44,2,12,3,1,1,0,6,0,0,1,1,3,3,0,8825,27,377,9229,17613,
14,JALISCO,51,JILOTLAN DE LOS DOLORES,7,10,10,917,30,12,43,17,1065,295,73,2,4,6,0,0,2,3,0,4,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,2,5,0,0,2486,8,86,2580,6348,
14,JALISCO,52,JOCOTEPEC,20,64,65,1648,866,91,1432,214,5961,4316,621,5619,102,31,4,3,163,16,83,70,34,6,34,19,50,15,89,55,31,9,107,14,0,22,8,3,1,11,54,18,161,86,22067,34,621,22722,38748,
14,JALISCO,53,JUANACATLAN,7,30,30,2448,372,51,267,590,2545,4017,104,117,60,28,7,0,39,1,4,95,1,2,3,7,1,5,2,35,0,0,0,2,2,5,47,0,1,0,4,1,3,2,10868,1,282,11151,19043,
14,JALISCO,54,JUCHITLAN,6,10,10,431,711,38,51,26,682,757,504,15,38,17,2,1,6,3,0,6,0,3,0,0,0,2,0,7,1,2,0,3,3,1,2,1,8,1,7,42,0,1,3372,1,100,3473,5689,
14,JALISCO,55,LAGOS DE MORENO,82,227,228,18446,2688,460,1874,981,27201,13992,1580,333,666,390,36,6,153,47,24,425,18,9,12,76,15,28,11,182,10,15,5,19,16,18,93,3,2,2,31,78,22,19,69986,88,2459,72533,130584,
14,JALISCO,56,EL LIMON,6,12,12,72,95,17,95,39,1538,1402,95,19,6,1,0,0,7,4,6,13,0,2,1,1,0,2,0,10,0,0,1,2,0,3,3,1,0,0,2,4,0,0,3441,2,95,3538,6223,
14,JALISCO,57,MAGDALENA,12,28,28,719,3756,55,146,103,2505,1713,73,29,232,59,0,4,10,2,7,53,3,2,1,4,1,0,3,11,0,0,0,1,0,4,14,0,1,0,2,2,3,1,9519,3,268,9790,16736,
14,JALISCO,58,SANTA MARIA DEL ORO,5,6,6,88,565,12,16,8,499,63,1,1,38,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,12,25,1340,2069,
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,8,8,87,40,3,749,11,1156,183,61,7,34,1,0,0,203,0,0,7,0,0,0,0,0,2,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2558,11,57,2626,3756,
14,JALISCO,60,MASCOTA,14,25,25,420,360,33,1423,87,2484,2435,62,59,24,12,0,0,5,2,2,22,4,0,1,5,0,0,0,24,0,1,0,0,0,1,7,1,0,0,0,1,1,1,7477,6,187,7670,12294,
14,JALISCO,61,MAZAMITLA,9,23,23,1002,750,95,679,89,2169,1480,461,52,67,30,3,4,13,6,0,31,1,3,0,7,4,16,4,18,5,3,3,2,3,1,4,2,0,0,3,6,0,1,7017,1,282,7300,12507,
14,JALISCO,62,MEXTICACAN,7,11,11,315,456,14,47,46,774,966,13,13,20,15,0,1,6,0,5,15,0,0,0,3,0,2,1,9,0,0,1,1,0,0,6,0,0,0,0,0,1,0,2730,3,134,2867,5164,
14,JALISCO,63,MEZQUITIC,11,29,29,4069,196,28,303,362,1692,3594,61,80,93,39,10,1,36,7,3,70,3,0,2,21,2,1,4,18,0,1,2,2,1,2,11,0,0,0,3,3,7,1,10728,8,412,11148,16085,
14,JALISCO,64,MIXTLAN,4,7,7,48,737,5,361,53,568,327,14,9,13,7,0,0,1,2,1,8,1,0,0,5,1,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2175,0,51,2226,3550,
14,JALISCO,65,OCOTLAN,46,135,135,4849,3122,340,2349,2620,12487,16746,995,387,331,74,4,3,44,23,13,430,3,6,4,58,6,11,3,142,1,1,0,5,6,5,102,0,2,1,5,14,11,8,45211,280,1021,46512,82496,
14,JALISCO,66,OJUELOS DE JALISCO,15,39,39,2680,1017,399,190,659,5851,3095,244,29,392,54,18,3,5,1,2,59,1,2,0,20,0,0,5,11,0,0,1,3,4,2,22,0,2,0,2,6,3,1,14783,9,597,15389,22622,
14,JALISCO,67,PIHUAMO,12,22,22,141,1149,15,116,48,1762,1393,101,148,19,9,0,0,4,0,4,22,0,0,0,2,1,0,1,8,0,3,0,1,1,1,6,0,0,0,0,5,5,3,4968,14,199,5181,9855,
14,JALISCO,68,PONCITLAN,21,69,69,1279,3368,136,766,498,6357,7160,2459,142,113,38,4,4,12,14,7,148,2,6,2,16,2,7,3,52,1,5,1,3,3,2,25,0,10,1,6,70,11,5,22738,8,583,23329,41568,
14,JALISCO,69,PUERTO VALLARTA,88,381,382,7044,3126,709,34806,2369,35414,36315,2681,3739,484,73,6,8,651,42,58,754,7,13,20,150,32,23,47,667,18,24,21,25,12,38,270,9,2,9,48,41,46,36,129837,147,3329,133313,246201,
14,JALISCO,70,VILLA PURIFICACION,10,19,19,513,1467,47,87,56,1266,1384,44,23,100,27,2,3,9,1,2,39,0,1,0,14,0,1,1,13,0,1,0,2,0,1,2,0,1,0,1,4,1,0,5113,4,250,5367,10256,
14,JALISCO,71,QUITUPAN,13,19,19,159,587,33,345,47,2855,838,32,12,29,11,2,0,3,2,3,23,1,0,1,10,1,5,5,13,3,1,0,0,0,1,3,0,0,0,0,2,0,0,5027,20,151,5198,8986,
14,JALISCO,72,EL SALTO,26,213,213,2321,6658,303,2124,1546,24189,30383,1335,1112,452,147,8,22,479,36,153,791,34,12,24,72,46,22,41,247,14,11,7,24,14,43,149,5,4,3,65,54,31,12,72993,73,1774,74840,143956,
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,7,860,71,7,40,286,331,206,9,9,7,9,4,0,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,0,1859,1,70,1930,3063,
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,8,12,12,1506,250,17,949,19,472,254,43,5,50,15,2,0,0,1,1,16,0,0,0,7,0,0,0,17,0,2,1,0,0,0,0,0,1,0,0,0,0,1,3629,0,99,3728,5882,
14,JALISCO,75,SAN JUAN DE LOS LAGOS,42,102,102,13445,1134,198,2439,313,6901,5844,383,134,327,105,7,2,45,17,13,155,7,2,4,19,12,7,7,106,1,5,1,4,2,4,24,2,1,0,5,5,5,2,31687,12,822,32521,58892,
14,JALISCO,76,SAN JULIAN,9,25,25,3080,676,28,135,69,2329,492,1423,10,147,74,4,2,12,1,1,20,1,2,0,1,1,4,0,6,0,7,0,0,0,0,0,0,10,0,2,24,0,6,8567,12,304,8883,13965,
14,JALISCO,77,SAN MARCOS,2,6,6,477,95,17,186,31,498,880,60,13,17,3,2,0,16,2,1,4,3,0,0,3,3,1,1,8,0,0,0,1,0,1,2,2,0,0,1,3,1,0,2332,5,60,2397,3298,
14,JALISCO,78,SAN MARTIN DE BOLAÑOS,3,5,5,95,76,2,41,11,636,316,258,8,1,3,0,0,6,2,1,4,1,0,1,2,1,1,0,2,0,1,0,0,1,0,1,0,0,1,0,10,1,2,1485,0,74,1559,2341,
14,JALISCO,79,SAN MARTIN HIDALGO,17,46,46,562,434,55,746,186,6471,5310,587,73,35,13,1,6,64,18,15,73,5,8,6,12,12,11,12,58,3,5,1,6,3,5,19,1,0,0,3,21,7,1,14848,5,305,15158,26619,
14,JALISCO,80,SAN MIGUEL EL ALTO,18,45,45,5720,1320,120,445,217,3868,1708,607,47,243,109,5,1,4,3,5,38,0,2,0,5,2,1,0,9,1,1,1,2,1,1,13,0,2,2,1,9,1,2,14516,15,510,15041,26789,
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,10,30,50,10,593,33,1909,514,28,4,3,1,0,0,11,5,0,5,3,0,1,2,1,7,0,14,3,3,3,1,0,0,4,1,0,0,0,2,1,0,3242,0,122,3364,4874,
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,5,7,7,223,650,7,26,13,750,306,13,2,41,27,1,0,0,1,0,6,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,4,0,0,2077,0,70,2147,3632,
14,JALISCO,83,SAYULA,18,50,50,750,836,129,456,511,7646,5291,161,174,87,19,4,3,45,9,21,132,3,0,2,24,5,4,6,35,1,2,0,7,3,10,43,3,2,2,10,12,16,0,16464,10,415,16889,29862,
14,JALISCO,84,TALA,38,100,100,1453,1501,256,1642,595,13401,13948,397,424,107,26,4,0,105,23,36,347,10,4,9,35,11,16,17,127,2,2,9,12,3,6,74,2,1,1,11,27,20,8,34672,17,1068,35757,63322,
14,JALISCO,85,TALPA DE ALLENDE,10,23,23,456,1137,25,1110,78,2156,2702,94,125,30,30,1,3,2,0,3,21,1,0,0,3,0,1,0,18,0,0,0,3,3,0,2,1,0,0,0,5,0,1,8011,0,220,8231,12107,
14,JALISCO,86,TAMAZULA DE GORDIANO,34,69,69,2208,949,225,1235,1706,4338,5375,1706,190,119,37,8,2,18,13,7,144,3,4,2,28,0,8,1,54,4,13,1,3,3,3,44,2,9,3,4,55,7,2,18533,23,528,19084,36740,
