CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_NAY,PAN_PRI,PAN_NAY,PRI_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,31,YUCATAN,1,MERIDA,50,MERIDA,421,2,2,186,28,1,17,9,34,254,11,0,0,0,0,13,1,6,0,560,0,18,578,849
3,31,YUCATAN,1,MERIDA,50,MERIDA,422,2,2,184,38,3,18,9,51,237,6,0,0,0,0,16,1,2,1,566,1,21,588,925
3,31,YUCATAN,1,MERIDA,50,MERIDA,423,1,1,184,24,5,10,6,30,147,4,0,0,0,0,4,1,1,0,416,0,17,433,669
3,31,YUCATAN,1,MERIDA,50,MERIDA,424,1,1,117,25,1,6,5,16,73,6,0,0,0,0,0,0,8,0,257,1,13,271,397
3,31,YUCATAN,1,MERIDA,50,MERIDA,425,1,1,115,22,5,4,3,20,98,5,0,0,0,0,3,0,0,2,277,1,6,284,417
3,31,YUCATAN,1,MERIDA,50,MERIDA,426,1,1,128,33,6,4,2,24,83,5,0,0,0,0,10,0,3,3,301,1,15,317,476
3,31,YUCATAN,4,MERIDA,50,MERIDA,427,1,1,132,8,5,0,0,0,61,0,0,0,0,0,3,1,0,0,210,0,8,218,407
3,31,YUCATAN,4,MERIDA,50,MERIDA,428,1,1,148,34,5,7,8,24,158,6,0,0,0,0,9,1,0,0,400,0,15,415,557
3,31,YUCATAN,4,MERIDA,50,MERIDA,429,2,2,196,29,6,14,9,28,159,4,0,0,0,0,13,1,5,3,467,0,20,487,762
3,31,YUCATAN,4,MERIDA,50,MERIDA,430,1,1,141,20,4,14,6,31,148,1,0,0,0,0,13,0,1,1,380,2,15,397,578
3,31,YUCATAN,4,MERIDA,50,MERIDA,431,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642
3,31,YUCATAN,4,MERIDA,50,MERIDA,432,2,2,236,48,1,21,6,38,228,3,0,0,0,0,12,0,5,2,600,0,20,620,843
3,31,YUCATAN,4,MERIDA,50,MERIDA,433,2,2,264,50,7,19,12,35,221,11,0,0,0,0,9,1,3,0,632,0,20,652,887
3,31,YUCATAN,4,MERIDA,50,MERIDA,434,2,2,280,74,7,24,16,55,305,13,0,0,0,0,19,1,6,2,802,0,36,838,1184
3,31,YUCATAN,4,MERIDA,50,MERIDA,435,2,2,194,29,4,18,9,32,259,4,0,0,0,0,23,2,8,6,588,0,31,619,1004
3,31,YUCATAN,4,MERIDA,50,MERIDA,436,3,3,427,83,8,20,20,89,446,17,0,0,0,0,22,0,4,3,1139,1,43,1183,1605
3,31,YUCATAN,4,MERIDA,50,MERIDA,437,2,2,233,43,3,21,7,30,267,6,0,0,0,0,16,2,5,3,636,0,20,656,945
3,31,YUCATAN,4,MERIDA,50,MERIDA,438,2,2,273,31,9,22,16,46,333,12,0,0,0,0,15,1,1,1,760,0,66,826,1216
3,31,YUCATAN,4,MERIDA,50,MERIDA,439,2,2,249,47,7,28,20,45,472,8,0,0,0,0,37,0,4,2,919,0,21,940,1410
3,31,YUCATAN,4,MERIDA,50,MERIDA,440,2,2,242,52,10,24,18,54,446,8,0,0,0,0,40,4,5,3,906,2,31,939,1500
3,31,YUCATAN,4,MERIDA,50,MERIDA,441,3,3,231,48,4,41,21,53,482,18,0,0,0,0,23,6,5,6,938,0,44,982,1545
3,31,YUCATAN,4,MERIDA,50,MERIDA,442,2,2,136,28,3,29,11,38,300,23,0,0,0,0,25,0,2,0,595,3,26,624,991
3,31,YUCATAN,4,MERIDA,50,MERIDA,443,2,2,127,39,2,25,11,37,283,3,0,0,0,0,23,0,2,1,553,0,34,587,884
3,31,YUCATAN,4,MERIDA,50,MERIDA,444,2,2,143,32,1,18,11,28,264,7,0,0,0,0,15,0,3,3,525,0,17,542,765
3,31,YUCATAN,4,MERIDA,50,MERIDA,445,2,2,170,60,2,8,13,37,350,3,0,0,0,0,8,2,3,2,658,1,22,681,1022
3,31,YUCATAN,4,MERIDA,50,MERIDA,446,2,2,177,57,1,24,19,43,419,8,0,0,0,0,26,2,3,2,781,0,28,809,1239
3,31,YUCATAN,4,MERIDA,50,MERIDA,447,2,2,163,47,3,15,17,36,281,7,0,0,0,0,21,2,4,3,599,1,38,638,1130
3,31,YUCATAN,4,MERIDA,50,MERIDA,448,2,2,318,25,9,18,3,40,221,5,0,0,0,0,271,0,1,2,913,0,25,938,1347
3,31,YUCATAN,4,MERIDA,50,MERIDA,449,2,2,294,64,4,30,20,42,386,6,0,0,0,0,34,2,0,0,882,0,40,922,1271
3,31,YUCATAN,4,MERIDA,50,MERIDA,450,2,2,281,55,3,21,15,45,278,9,0,0,0,0,28,0,6,3,744,1,37,782,1133
3,31,YUCATAN,4,MERIDA,50,MERIDA,451,2,2,400,74,3,25,19,61,374,21,0,0,0,0,18,0,5,0,1000,0,43,1043,1379
3,31,YUCATAN,4,MERIDA,50,MERIDA,452,2,2,278,86,10,16,11,45,263,5,0,0,0,0,23,0,1,3,741,2,30,773,1233
3,31,YUCATAN,4,MERIDA,50,MERIDA,453,2,2,190,67,6,30,12,33,200,9,0,0,0,0,16,0,5,2,570,4,25,599,903
3,31,YUCATAN,4,MERIDA,50,MERIDA,454,2,2,265,41,7,20,11,39,297,6,0,0,0,0,17,1,5,2,711,0,29,740,1023
3,31,YUCATAN,4,MERIDA,50,MERIDA,455,2,2,341,60,5,15,7,42,316,10,0,0,0,0,13,0,4,1,814,0,43,857,1219
3,31,YUCATAN,4,MERIDA,50,MERIDA,456,1,1,135,36,7,20,3,42,185,3,0,0,0,0,18,2,5,0,456,1,14,471,707
3,31,YUCATAN,4,MERIDA,50,MERIDA,457,1,1,103,18,5,1,9,18,138,3,0,0,0,0,8,2,1,2,308,0,11,319,484
3,31,YUCATAN,4,MERIDA,50,MERIDA,458,1,1,143,32,3,9,5,21,140,2,0,0,0,0,15,0,0,0,370,0,18,388,608
3,31,YUCATAN,4,MERIDA,50,MERIDA,459,1,1,73,15,1,5,4,11,67,1,0,0,0,0,5,0,1,1,184,0,7,191,336
3,31,YUCATAN,1,MERIDA,50,MERIDA,460,1,1,150,17,2,3,3,8,50,1,0,0,0,0,2,0,1,2,239,0,10,249,421
3,31,YUCATAN,1,MERIDA,50,MERIDA,461,1,1,140,22,2,5,3,14,84,1,0,0,0,0,14,0,2,0,287,0,11,298,478
3,31,YUCATAN,1,MERIDA,50,MERIDA,462,1,1,130,28,8,5,3,16,97,5,0,0,0,0,4,0,0,0,296,0,6,302,429
3,31,YUCATAN,1,MERIDA,50,MERIDA,463,1,1,156,22,2,6,3,13,90,3,0,0,0,0,7,0,1,0,303,0,12,315,474
3,31,YUCATAN,1,MERIDA,50,MERIDA,464,1,1,117,22,3,5,4,15,62,2,0,0,0,0,1,1,2,0,234,0,5,239,323
3,31,YUCATAN,1,MERIDA,50,MERIDA,465,2,2,243,49,1,19,8,48,241,11,0,0,0,0,13,0,3,2,638,2,32,672,1016
3,31,YUCATAN,1,MERIDA,50,MERIDA,466,2,2,229,30,4,21,8,28,256,6,0,0,0,0,15,1,6,1,605,0,30,635,922
3,31,YUCATAN,1,MERIDA,50,MERIDA,467,2,2,234,27,3,21,12,37,280,8,0,0,0,0,19,0,2,6,649,0,18,667,923
3,31,YUCATAN,7,MERIDA,50,MERIDA,468,2,2,247,54,10,31,21,40,382,11,0,17,0,0,0,0,0,0,813,1,60,874,1279
3,31,YUCATAN,7,MERIDA,50,MERIDA,469,2,2,149,38,3,17,10,29,256,9,0,4,0,0,0,0,0,0,515,0,37,552,847
3,31,YUCATAN,7,MERIDA,50,MERIDA,470,2,2,169,37,6,22,17,42,256,5,0,2,0,0,0,0,0,0,556,0,36,592,904
3,31,YUCATAN,7,MERIDA,50,MERIDA,471,6,6,662,131,17,69,55,176,1013,27,0,25,0,0,0,0,0,0,2175,7,123,2305,3761
3,31,YUCATAN,7,MERIDA,50,MERIDA,472,3,3,373,52,10,34,33,93,456,8,0,18,0,0,0,0,0,0,1077,1,75,1153,1759
3,31,YUCATAN,7,MERIDA,50,MERIDA,473,18,18,2120,362,53,233,148,684,3429,76,0,93,0,0,0,0,0,0,7198,4,466,7668,12833
3,31,YUCATAN,7,MERIDA,50,MERIDA,475,3,3,118,38,3,21,20,39,327,6,0,4,0,0,0,0,0,0,576,0,46,622,1586
3,31,YUCATAN,7,MERIDA,50,MERIDA,477,5,5,539,119,7,76,32,122,914,20,0,28,0,0,0,0,0,0,1857,1,116,1974,3245
3,31,YUCATAN,1,MERIDA,50,MERIDA,478,2,2,215,35,4,30,20,39,421,6,0,0,0,0,23,1,11,5,810,0,36,846,1209
3,31,YUCATAN,1,MERIDA,50,MERIDA,479,2,2,179,48,8,24,11,26,254,7,0,0,0,0,19,1,5,4,586,1,20,607,869
3,31,YUCATAN,1,MERIDA,50,MERIDA,480,2,2,196,29,6,16,10,30,275,4,0,0,0,0,26,2,4,2,600,1,24,625,974
3,31,YUCATAN,4,MERIDA,50,MERIDA,481,1,1,173,25,0,11,4,28,149,3,0,0,0,0,7,0,1,3,404,0,12,416,596
3,31,YUCATAN,4,MERIDA,50,MERIDA,482,1,1,161,34,3,24,11,40,185,3,0,0,0,0,19,0,5,1,486,0,19,505,742
3,31,YUCATAN,4,MERIDA,50,MERIDA,483,2,2,273,132,6,7,5,46,242,4,0,0,0,0,3,0,2,0,720,0,11,731,920
3,31,YUCATAN,4,MERIDA,50,MERIDA,484,2,2,258,55,5,16,5,46,169,7,0,0,0,0,9,0,10,0,580,15,11,606,825
3,31,YUCATAN,4,MERIDA,50,MERIDA,485,1,1,225,45,7,16,11,38,151,5,0,0,0,0,7,0,3,3,511,8,13,532,726
3,31,YUCATAN,4,MERIDA,50,MERIDA,486,2,2,393,79,5,23,6,55,229,9,0,0,0,0,13,0,3,2,817,0,24,841,1151
3,31,YUCATAN,4,MERIDA,50,MERIDA,487,2,2,281,65,3,17,8,51,237,10,0,0,0,0,24,3,5,5,709,2,36,747,1060
3,31,YUCATAN,4,MERIDA,50,MERIDA,488,3,3,426,64,14,49,28,72,591,40,0,0,0,0,36,2,8,6,1336,0,56,1392,2168
3,31,YUCATAN,4,MERIDA,50,MERIDA,489,2,2,179,71,7,26,21,29,324,18,0,0,0,0,24,1,5,2,707,0,27,734,1076
3,31,YUCATAN,4,MERIDA,50,MERIDA,490,2,2,282,79,5,19,17,68,323,19,0,0,0,0,16,2,6,1,837,1,40,878,1277
3,31,YUCATAN,4,MERIDA,50,MERIDA,491,3,3,290,72,3,49,17,49,546,14,0,0,0,0,25,1,16,2,1084,1,43,1128,1765
3,31,YUCATAN,4,MERIDA,50,MERIDA,492,3,3,267,81,6,51,24,69,460,7,0,0,0,0,27,1,10,12,1015,4,33,1052,1623
3,31,YUCATAN,4,MERIDA,50,MERIDA,493,3,3,282,68,5,44,22,55,521,11,0,0,0,0,38,1,8,2,1057,0,44,1101,1646
3,31,YUCATAN,4,MERIDA,50,MERIDA,494,5,5,641,144,18,42,37,123,827,26,0,0,0,0,51,2,10,10,1931,1,64,1996,3029
3,31,YUCATAN,4,MERIDA,50,MERIDA,495,2,2,231,55,4,16,7,55,332,9,0,0,0,0,20,0,5,5,739,1,31,771,1183
3,31,YUCATAN,4,MERIDA,50,MERIDA,496,2,2,411,62,5,24,13,56,374,9,0,0,0,0,13,0,1,6,974,1,36,1011,1468
3,31,YUCATAN,4,MERIDA,50,MERIDA,497,1,1,185,21,4,10,3,28,203,8,0,0,0,0,9,0,1,5,477,0,18,495,650
3,31,YUCATAN,1,MERIDA,50,MERIDA,498,2,2,186,22,3,16,19,37,303,5,0,0,0,0,21,1,7,7,627,0,33,660,974
3,31,YUCATAN,1,MERIDA,50,MERIDA,499,2,2,166,16,3,12,8,32,317,3,0,0,0,0,27,1,4,4,593,0,8,601,960
3,31,YUCATAN,1,MERIDA,50,MERIDA,500,3,3,262,49,2,28,25,100,516,13,0,0,0,0,38,2,8,7,1050,0,60,1110,1812
3,31,YUCATAN,1,MERIDA,50,MERIDA,501,1,1,144,21,4,9,7,21,130,3,0,0,0,0,6,0,1,1,347,0,15,362,567
3,31,YUCATAN,5,MERIDA,50,MERIDA,502,1,1,144,18,4,14,6,31,148,3,3,1,0,0,17,0,5,3,397,0,0,397,631
3,31,YUCATAN,5,MERIDA,50,MERIDA,503,1,1,154,39,2,9,3,18,180,4,2,2,0,0,10,0,4,2,429,3,12,444,657
3,31,YUCATAN,5,MERIDA,50,MERIDA,504,2,2,230,42,2,28,10,61,335,11,0,7,0,0,22,2,5,3,758,0,28,786,1129
3,31,YUCATAN,5,MERIDA,50,MERIDA,505,2,2,174,34,5,14,8,40,282,12,4,4,0,0,8,0,1,12,598,0,19,617,897
3,31,YUCATAN,4,MERIDA,50,MERIDA,506,2,2,227,49,1,22,7,34,278,7,0,0,0,0,9,1,5,2,642,2,24,668,929
3,31,YUCATAN,4,MERIDA,50,MERIDA,507,2,2,189,33,2,20,10,46,240,5,0,0,0,0,16,0,2,0,563,0,25,588,828
3,31,YUCATAN,4,MERIDA,50,MERIDA,508,5,5,545,95,11,63,33,114,948,33,0,0,0,0,67,0,9,9,1927,5,66,1998,3276
3,31,YUCATAN,4,MERIDA,50,MERIDA,509,2,2,142,36,5,20,14,46,223,10,0,0,0,0,87,2,7,3,595,1,17,613,784
3,31,YUCATAN,4,MERIDA,50,MERIDA,510,15,15,1922,494,47,213,158,420,2819,102,0,0,0,0,220,6,42,18,6461,2,231,6694,10886
3,31,YUCATAN,4,MERIDA,50,MERIDA,511,2,2,178,35,3,22,9,41,257,7,0,0,0,0,29,4,2,5,592,0,21,613,891
3,31,YUCATAN,4,MERIDA,50,MERIDA,512,3,3,290,73,9,23,25,72,481,22,0,0,0,0,43,2,6,8,1054,2,34,1090,1524
3,31,YUCATAN,4,MERIDA,50,MERIDA,513,2,2,271,37,4,27,20,49,353,10,0,0,0,0,29,0,6,4,810,1,37,848,1357
3,31,YUCATAN,5,MERIDA,50,MERIDA,514,2,2,107,19,2,8,9,21,163,5,3,0,0,0,19,0,0,0,356,0,10,366,1087
3,31,YUCATAN,5,MERIDA,50,MERIDA,515,3,3,333,51,2,31,21,99,480,10,6,6,0,0,45,2,8,4,1098,0,36,1134,1709
3,31,YUCATAN,5,MERIDA,50,MERIDA,516,2,2,199,25,6,17,13,55,315,8,8,3,0,0,27,0,7,3,686,1,19,706,1011
3,31,YUCATAN,5,MERIDA,50,MERIDA,517,2,2,284,54,9,18,14,51,433,13,3,7,0,1,24,0,5,1,917,1,34,952,1462
3,31,YUCATAN,5,MERIDA,50,MERIDA,518,2,2,172,24,5,16,4,32,255,3,2,5,1,0,29,2,3,2,555,0,14,569,810
3,31,YUCATAN,5,MERIDA,50,MERIDA,519,2,2,334,59,9,34,13,64,380,8,4,3,0,0,22,0,10,2,942,0,39,981,1435
3,31,YUCATAN,5,MERIDA,50,MERIDA,520,2,2,256,45,6,18,17,31,275,6,8,2,0,0,14,1,1,1,681,0,17,698,1008
3,31,YUCATAN,1,MERIDA,50,MERIDA,521,1,1,107,30,2,7,6,16,159,8,0,0,0,0,10,0,1,2,348,0,14,362,569
3,31,YUCATAN,1,MERIDA,50,MERIDA,522,2,2,198,53,6,16,9,37,226,9,0,0,0,0,12,0,3,2,571,0,20,591,886
3,31,YUCATAN,1,MERIDA,50,MERIDA,523,2,2,258,43,4,19,14,50,355,12,0,0,0,0,33,2,5,3,798,0,25,823,1241
3,31,YUCATAN,1,MERIDA,50,MERIDA,524,1,1,168,22,1,8,8,25,167,4,0,0,0,0,12,0,4,2,421,0,12,433,702
3,31,YUCATAN,5,MERIDA,50,MERIDA,525,2,2,181,38,5,18,14,39,219,4,7,6,0,0,18,1,2,4,556,0,18,574,825
3,31,YUCATAN,5,MERIDA,50,MERIDA,526,2,2,260,40,7,25,21,55,423,6,6,6,0,0,33,0,4,4,890,1,20,911,1367
3,31,YUCATAN,5,MERIDA,50,MERIDA,527,3,3,332,42,6,20,31,62,474,9,2,10,0,0,35,1,12,4,1040,0,35,1075,1637
3,31,YUCATAN,5,MERIDA,50,MERIDA,528,3,3,391,65,7,22,21,71,441,8,7,11,0,0,23,1,8,3,1079,1,19,1099,1513
3,31,YUCATAN,5,MERIDA,50,MERIDA,529,2,2,205,38,8,30,13,61,438,12,9,3,0,0,35,0,5,3,860,0,28,888,1309
3,31,YUCATAN,5,MERIDA,50,MERIDA,530,3,3,296,49,7,35,25,90,379,9,4,7,0,0,29,0,5,9,944,0,40,984,1835
3,31,YUCATAN,5,MERIDA,50,MERIDA,531,2,2,229,33,5,17,9,35,249,5,3,5,0,0,16,0,7,3,616,1,29,646,915
3,31,YUCATAN,5,MERIDA,50,MERIDA,532,3,3,276,50,9,36,22,87,700,14,6,10,1,0,41,3,17,5,1277,0,39,1316,2061
3,31,YUCATAN,5,MERIDA,50,MERIDA,533,2,2,230,31,6,23,10,43,354,11,5,6,0,0,20,1,9,5,754,0,23,777,1105
3,31,YUCATAN,5,MERIDA,50,MERIDA,534,2,2,284,63,3,16,9,45,329,8,1,7,0,0,27,0,5,1,798,0,32,830,1113
3,31,YUCATAN,5,MERIDA,50,MERIDA,535,2,2,194,26,5,19,13,42,328,6,3,9,0,0,18,0,7,0,670,0,21,691,1064
3,31,YUCATAN,5,MERIDA,50,MERIDA,536,2,2,190,21,5,20,8,31,328,6,4,4,0,0,34,0,10,2,663,0,18,681,1033
3,31,YUCATAN,5,MERIDA,50,MERIDA,537,2,2,266,44,6,25,14,44,440,7,2,4,0,0,23,3,12,0,890,0,42,932,1419
3,31,YUCATAN,5,MERIDA,50,MERIDA,538,2,2,280,54,3,32,6,44,389,4,0,7,0,0,24,1,5,4,853,3,31,887,1303
3,31,YUCATAN,5,MERIDA,50,MERIDA,539,2,2,218,24,1,7,9,25,266,2,3,4,0,0,24,0,5,2,590,0,27,617,927
3,31,YUCATAN,1,MERIDA,50,MERIDA,540,2,2,192,52,0,18,3,29,309,6,0,0,0,0,29,1,3,3,645,0,25,670,960
3,31,YUCATAN,1,MERIDA,50,MERIDA,541,2,2,249,28,2,14,8,34,253,4,0,0,0,0,18,3,6,2,621,0,32,653,920
3,31,YUCATAN,5,MERIDA,50,MERIDA,542,2,2,171,38,4,20,10,31,292,6,0,2,0,0,12,0,5,2,593,0,29,622,925
3,31,YUCATAN,5,MERIDA,50,MERIDA,543,2,2,175,39,1,20,12,34,254,7,4,4,0,0,17,0,5,1,573,0,6,579,832
3,31,YUCATAN,6,MERIDA,50,MERIDA,544,2,2,175,64,6,5,9,43,292,7,0,6,0,0,12,15,2,4,640,1,20,661,967
3,31,YUCATAN,5,MERIDA,50,MERIDA,545,2,2,167,49,7,14,12,38,275,6,1,11,0,0,30,6,6,3,625,0,24,649,1003
3,31,YUCATAN,5,MERIDA,50,MERIDA,546,2,2,109,21,3,11,12,23,212,6,1,7,0,0,15,1,4,2,427,0,0,427,1259
3,31,YUCATAN,5,MERIDA,50,MERIDA,547,2,2,146,36,7,17,16,45,311,8,0,4,1,0,17,3,2,5,618,0,23,641,1007
3,31,YUCATAN,5,MERIDA,50,MERIDA,548,2,2,130,15,1,24,14,44,324,1,3,6,1,0,24,2,1,5,595,0,25,620,920
3,31,YUCATAN,5,MERIDA,50,MERIDA,549,2,2,305,61,2,23,11,50,419,5,1,4,0,0,24,0,3,1,909,0,37,946,1306
3,31,YUCATAN,5,MERIDA,50,MERIDA,550,1,1,195,52,2,10,11,36,154,15,2,4,0,0,11,2,2,2,498,0,11,509,711
3,31,YUCATAN,5,MERIDA,50,MERIDA,551,2,2,334,63,8,28,12,54,273,9,12,2,1,0,28,0,3,0,827,0,19,846,1168
3,31,YUCATAN,5,MERIDA,50,MERIDA,552,2,2,166,14,4,20,16,32,106,6,3,3,1,0,12,2,2,2,389,0,19,408,935
3,31,YUCATAN,5,MERIDA,50,MERIDA,553,2,2,155,18,5,24,24,57,357,6,2,4,1,0,23,0,7,3,686,1,24,711,1138
3,31,YUCATAN,5,MERIDA,50,MERIDA,554,2,2,112,23,3,27,12,47,332,4,6,5,0,0,43,3,3,6,626,0,20,646,1003
3,31,YUCATAN,5,MERIDA,50,MERIDA,555,2,2,143,23,6,29,17,50,321,5,1,1,0,0,13,1,7,1,618,0,34,652,1004
3,31,YUCATAN,5,MERIDA,50,MERIDA,556,2,2,158,32,3,19,11,41,338,6,0,0,0,0,18,2,8,1,637,0,20,657,1048
3,31,YUCATAN,5,MERIDA,50,MERIDA,557,2,2,170,45,2,26,27,50,264,9,2,5,6,0,16,2,6,6,636,0,17,653,1243
3,31,YUCATAN,5,MERIDA,50,MERIDA,558,2,2,137,46,2,21,15,35,304,9,4,3,0,0,18,0,7,3,604,0,22,626,981
3,31,YUCATAN,5,MERIDA,50,MERIDA,559,2,2,157,32,3,22,14,52,358,3,7,9,0,0,28,6,13,3,707,0,27,734,1110
3,31,YUCATAN,5,MERIDA,50,MERIDA,560,2,2,79,24,1,3,7,13,136,1,3,1,0,0,7,0,2,0,277,1,19,297,954
3,31,YUCATAN,6,MERIDA,50,MERIDA,561,2,2,188,54,5,9,23,49,325,5,0,9,0,0,33,1,7,1,709,0,23,732,1044
3,31,YUCATAN,6,MERIDA,50,MERIDA,562,2,2,178,51,5,22,14,28,290,6,0,7,0,0,49,1,8,1,660,0,28,688,1022
3,31,YUCATAN,5,MERIDA,50,MERIDA,563,2,2,192,59,2,20,5,43,284,6,0,4,0,0,25,1,2,10,653,0,31,684,1027
3,31,YUCATAN,5,MERIDA,50,MERIDA,564,2,2,237,39,8,29,24,58,384,11,6,14,0,0,28,1,2,6,847,1,19,867,1282
3,31,YUCATAN,5,MERIDA,50,MERIDA,565,2,2,149,28,2,35,11,44,326,6,1,8,0,0,13,0,5,1,629,0,17,646,965
3,31,YUCATAN,5,MERIDA,50,MERIDA,566,2,2,150,34,0,17,18,37,297,7,5,6,0,0,31,2,3,3,610,0,23,633,1244
3,31,YUCATAN,5,MERIDA,50,MERIDA,567,2,2,192,54,6,25,12,60,372,9,4,2,1,0,20,1,5,6,769,0,36,805,1156
3,31,YUCATAN,5,MERIDA,50,MERIDA,568,2,2,156,27,9,15,6,38,256,4,3,4,0,0,26,1,1,7,553,0,25,578,926
3,31,YUCATAN,5,MERIDA,50,MERIDA,569,2,2,216,40,4,12,10,54,346,5,2,14,0,0,47,1,4,3,758,0,19,777,1258
3,31,YUCATAN,5,MERIDA,50,MERIDA,570,4,4,406,66,9,48,35,121,694,16,8,5,0,0,33,5,7,7,1460,1,50,1511,2836
3,31,YUCATAN,5,MERIDA,50,MERIDA,571,2,2,186,38,4,18,9,49,283,3,2,3,0,0,20,1,2,1,619,0,35,654,979
3,31,YUCATAN,5,MERIDA,50,MERIDA,572,2,2,161,26,3,21,14,40,232,6,3,2,0,0,13,5,4,2,532,0,20,552,783
3,31,YUCATAN,5,MERIDA,50,MERIDA,573,2,2,148,28,4,22,11,42,251,12,1,7,0,0,13,0,5,3,547,0,15,562,811
3,31,YUCATAN,5,MERIDA,50,MERIDA,574,2,2,110,35,2,21,15,43,362,4,0,2,0,0,17,2,6,4,623,0,19,642,1007
3,31,YUCATAN,5,MERIDA,50,MERIDA,575,2,2,143,51,2,11,14,42,379,2,0,6,2,0,20,1,6,5,684,0,23,707,1255
3,31,YUCATAN,5,MERIDA,50,MERIDA,576,2,2,163,40,3,30,12,42,319,5,2,9,0,0,26,2,7,1,661,0,19,680,1136
3,31,YUCATAN,5,MERIDA,50,MERIDA,577,2,2,145,30,5,28,22,45,432,8,0,8,0,0,31,5,6,4,769,1,34,804,1364
3,31,YUCATAN,5,MERIDA,50,MERIDA,578,10,10,1192,188,35,129,80,387,2190,43,26,42,2,0,126,3,14,16,4473,3,120,4596,7284
3,31,YUCATAN,5,MERIDA,50,MERIDA,579,2,2,151,17,7,10,14,45,291,5,4,5,0,0,13,0,3,3,568,0,16,584,869
3,31,YUCATAN,5,MERIDA,50,MERIDA,580,3,3,264,65,4,45,28,58,591,10,7,3,3,0,30,4,15,3,1130,0,50,1180,2155
3,31,YUCATAN,5,MERIDA,50,MERIDA,581,6,6,477,92,11,60,31,110,1137,13,7,16,4,0,75,6,21,14,2074,2,54,2130,3996
3,31,YUCATAN,1,MERIDA,50,MERIDA,582,2,2,169,41,4,11,11,25,227,4,0,0,0,0,21,0,4,2,519,0,12,531,813
3,31,YUCATAN,1,MERIDA,50,MERIDA,583,1,1,186,55,0,6,4,34,132,2,0,0,0,0,16,0,5,1,441,0,18,459,660
3,31,YUCATAN,1,MERIDA,50,MERIDA,584,1,1,88,11,0,7,1,17,58,3,0,0,0,0,4,0,2,0,191,0,5,196,305
3,31,YUCATAN,1,MERIDA,50,MERIDA,585,1,1,67,12,2,6,3,14,72,1,0,0,0,0,10,0,0,0,187,0,6,193,369
3,31,YUCATAN,1,MERIDA,50,MERIDA,586,1,1,107,14,3,11,5,32,122,3,0,0,0,0,7,1,2,0,307,0,12,319,533
3,31,YUCATAN,1,MERIDA,50,MERIDA,587,1,1,187,16,6,15,8,26,153,8,0,0,0,0,12,0,2,4,437,0,21,458,694
3,31,YUCATAN,1,MERIDA,50,MERIDA,588,3,3,219,35,2,26,12,50,300,6,0,0,0,0,34,1,9,5,699,3,28,730,1058
3,31,YUCATAN,1,MERIDA,50,MERIDA,589,2,2,273,36,5,20,8,40,319,4,0,0,0,0,29,1,5,1,741,1,38,780,1163
3,31,YUCATAN,1,MERIDA,50,MERIDA,590,2,2,330,33,13,20,15,33,264,14,0,0,0,0,21,1,4,2,750,0,29,779,1117
3,31,YUCATAN,1,MERIDA,50,MERIDA,591,1,1,161,12,4,7,9,14,133,1,0,0,0,0,4,1,1,2,349,0,10,359,504
3,31,YUCATAN,1,MERIDA,50,MERIDA,592,1,1,127,25,1,5,5,24,84,2,0,0,0,0,6,0,2,1,282,0,21,303,510
3,31,YUCATAN,1,MERIDA,50,MERIDA,593,1,1,146,25,1,8,6,32,169,8,0,0,0,0,16,0,3,5,419,2,13,434,663
3,31,YUCATAN,1,MERIDA,50,MERIDA,594,2,2,393,57,5,23,11,52,316,6,0,0,0,0,25,1,6,2,897,0,25,922,1431
3,31,YUCATAN,1,MERIDA,50,MERIDA,595,1,1,133,20,4,5,4,16,117,4,0,0,0,0,13,1,1,2,320,0,15,335,536
3,31,YUCATAN,1,MERIDA,50,MERIDA,596,2,2,259,34,9,20,10,38,285,7,0,0,0,0,30,0,11,5,708,2,17,727,1060
3,31,YUCATAN,1,MERIDA,50,MERIDA,597,2,2,162,23,5,18,17,27,223,4,0,0,0,0,25,3,8,3,518,1,23,542,837
3,31,YUCATAN,1,MERIDA,50,MERIDA,598,2,2,245,24,3,16,9,38,296,8,0,0,0,0,17,2,7,6,671,0,32,703,1087
3,31,YUCATAN,1,MERIDA,50,MERIDA,599,2,2,183,19,2,14,7,42,295,6,0,0,0,0,24,0,6,4,602,0,29,631,966
3,31,YUCATAN,1,MERIDA,50,MERIDA,600,3,3,517,42,15,24,26,97,490,10,0,0,0,0,42,0,7,6,1276,1,37,1314,2072
3,31,YUCATAN,1,MERIDA,50,MERIDA,601,2,2,240,26,2,6,12,32,282,4,0,0,0,0,17,0,6,4,631,0,16,647,959
3,31,YUCATAN,1,MERIDA,50,MERIDA,602,2,2,199,39,4,13,10,37,268,11,0,0,0,0,12,0,3,1,597,2,22,621,962
