CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,PAN_PRI,MORENA_PVEM_RSP_FXM_PANALT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,32,TETLATLAHUCA,428,3,3,10,5,10,476,0,38,24,0,0,0,0,0,615,0,1178,33,1211,1623
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,32,TETLATLAHUCA,431,2,2,20,17,10,485,0,33,37,0,0,0,0,0,317,0,919,30,949,1238
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,32,TETLATLAHUCA,434,1,1,8,7,4,230,0,9,30,0,0,0,0,0,219,0,507,29,536,717
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,47,SAN JUAN HUACTZINCO,395,5,5,57,51,57,981,0,226,68,0,0,0,0,5,1111,0,2556,124,2680,3269
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,47,SAN JUAN HUACTZINCO,396,4,4,59,28,36,627,0,203,36,0,0,0,0,3,998,3,1990,107,2100,2625
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,391,3,3,41,127,120,558,0,132,51,0,0,0,0,7,581,1,1617,95,1713,2032
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,49,SANTA ISABEL XILOXOXTLA,392,3,3,35,100,103,399,0,89,62,0,0,0,0,2,547,0,1337,72,1409,1689
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,5,5,85,133,54,888,0,141,109,0,0,0,0,1,1065,2,2476,124,2602,3442
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,4,4,60,50,36,673,0,131,53,0,0,0,0,2,758,0,1763,92,1855,2583
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,4,4,75,110,46,694,0,177,59,0,0,0,0,5,1009,1,2175,102,2278,2984
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,53,SAN DAMIAN TEXOLOC,429,4,4,33,51,10,602,0,48,95,0,0,0,0,1,763,0,1603,61,1664,2271
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,53,SAN DAMIAN TEXOLOC,430,4,4,37,56,18,700,0,47,155,0,0,0,0,2,912,0,1927,56,1983,2630
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,56,SAN JERONIMO ZACUALPAN,432,2,2,16,22,18,496,0,54,35,0,0,0,0,0,531,1,1172,47,1220,1445
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,56,SAN JERONIMO ZACUALPAN,433,3,3,12,25,21,637,0,103,44,0,0,0,0,0,650,1,1492,48,1541,1831
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,318,2,2,35,63,2,207,0,39,167,0,0,0,0,0,178,7,691,36,734,939
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,319,4,4,133,234,7,400,0,107,495,0,0,0,0,4,599,1,1979,88,2068,2910
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,320,1,1,14,36,2,166,0,25,70,0,0,0,0,1,164,0,478,28,506,652
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,321,2,2,15,46,8,186,0,51,67,0,0,0,0,0,174,0,547,40,587,861
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,322,2,2,47,104,4,244,0,67,164,0,0,0,0,3,270,5,903,36,944,1201
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,323,3,3,22,74,8,303,0,321,35,0,0,0,0,3,349,0,1115,46,1161,1948
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,324,1,1,14,27,4,133,0,122,39,0,0,0,0,0,152,0,491,12,503,721
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,325,3,3,32,175,3,315,0,81,89,0,0,0,0,2,313,3,1010,67,1080,1520
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,326,4,4,52,329,9,341,0,149,143,0,0,0,0,2,690,0,1715,148,1863,2490
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,327,3,3,53,286,5,341,0,97,92,0,0,0,0,3,344,1,1221,54,1276,1857
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,328,2,2,24,75,5,213,0,33,78,0,0,0,0,0,164,0,592,25,617,909
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,329,3,3,45,104,5,281,0,135,67,0,0,0,0,0,565,1,1202,63,1266,1738
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,330,2,2,22,64,5,236,0,128,41,0,0,0,0,0,454,0,950,44,994,1359
4,29,TLAXCALA,13,ZACATELCO,23,NATIVITAS,331,2,2,56,105,8,344,0,117,41,0,0,0,0,3,246,0,920,61,981,1462
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,588,2,2,43,106,16,112,0,78,119,0,0,0,0,5,507,2,986,70,1058,1374
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,589,4,4,110,273,34,162,0,155,184,0,0,0,0,6,730,0,1654,99,1753,2416
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,590,6,6,214,315,51,310,0,184,285,0,0,0,0,14,1259,2,2632,169,2803,3855
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,591,4,4,139,261,26,196,0,154,230,0,0,0,0,17,813,0,1836,100,1936,2682
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,592,6,6,155,262,34,301,0,184,418,0,0,0,0,99,1304,1,2757,158,2916,4029
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,593,4,4,136,212,23,112,0,107,290,0,0,0,0,7,767,0,1654,143,1797,2487
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,594,4,4,133,178,29,192,0,129,251,0,0,0,0,1,803,0,1716,116,1832,2522
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,595,4,4,93,166,51,197,0,123,235,0,0,0,0,6,789,0,1660,112,1772,2385
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,596,2,2,79,109,22,94,0,75,153,0,0,0,0,7,469,0,1008,84,1092,1377
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,597,3,3,78,193,27,171,0,96,184,0,0,0,0,11,621,2,1381,82,1465,1875
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,598,4,4,88,203,36,174,0,150,176,0,0,0,0,7,832,0,1666,89,1755,2358
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,599,6,6,113,206,30,196,0,205,270,0,0,0,0,5,1041,2,2066,144,2212,3079
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,600,5,5,156,244,45,315,0,178,409,0,0,0,0,12,1337,0,2696,122,2818,3650
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,601,4,4,75,170,22,250,0,121,283,0,0,0,0,4,1133,1,2058,109,2168,2893
4,29,TLAXCALA,13,ZACATELCO,45,SANTA APOLONIA TEACALCO,316,3,3,27,71,64,568,0,61,53,0,0,0,0,4,604,0,1452,105,1557,1879
4,29,TLAXCALA,13,ZACATELCO,45,SANTA APOLONIA TEACALCO,317,3,3,40,124,79,603,0,70,77,0,0,0,0,3,657,5,1653,97,1755,2079
4,29,TLAXCALA,13,ZACATELCO,58,SANTA ANA NOPALUCAN,254,5,5,87,200,116,500,0,121,282,0,0,0,0,7,967,1,2280,131,2412,3179
4,29,TLAXCALA,13,ZACATELCO,58,SANTA ANA NOPALUCAN,255,5,5,103,241,128,470,0,144,223,0,0,0,0,4,814,0,2127,120,2247,3158
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,586,3,3,69,193,22,330,0,153,123,0,0,0,0,4,878,2,1772,103,1877,2240
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,587,3,3,56,193,16,320,0,191,102,0,0,0,0,5,723,4,1606,78,1688,2029
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,17,MAZATECOCHCO DE JOSE MARIA MORELOS,263,4,4,11,23,977,131,81,57,67,288,21,32,52,1,0,0,1741,65,1806,2286
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,17,MAZATECOCHCO DE JOSE MARIA MORELOS,264,4,4,8,40,1184,82,74,39,44,231,13,17,38,3,0,0,1773,58,1831,2327
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,17,MAZATECOCHCO DE JOSE MARIA MORELOS,265,3,3,13,23,1053,66,148,37,35,169,17,22,55,0,0,0,1638,61,1699,2222
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,17,MAZATECOCHCO DE JOSE MARIA MORELOS,266,3,3,10,50,726,55,86,44,66,206,15,10,48,1,0,0,1317,47,1364,1664
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,372,2,2,22,114,33,165,61,16,6,392,3,12,57,1,0,0,882,57,939,1434
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,373,2,2,39,91,24,143,31,16,6,359,5,7,76,1,0,0,798,73,871,1303
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,374,2,2,57,74,21,98,37,20,3,247,3,14,37,1,0,0,612,58,670,1063
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,375,4,4,76,139,30,188,58,51,11,575,9,24,105,2,0,1,1268,109,1378,2255
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,376,3,3,40,139,44,137,32,36,10,479,3,9,59,2,0,1,990,74,1065,1638
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,27,TENANCINGO,377,3,3,88,122,55,171,38,40,3,590,4,17,66,4,0,3,1198,99,1300,2087
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,558,4,4,21,105,269,233,276,149,34,468,19,24,280,5,0,0,1883,79,1962,2611
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,559,3,3,14,92,236,209,294,61,18,288,13,21,170,1,0,0,1417,61,1478,1897
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,560,4,4,28,121,592,255,196,116,28,431,23,48,147,3,0,2,1988,97,2087,2953
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,561,4,4,18,75,450,342,281,91,31,390,11,18,178,1,0,0,1886,62,1948,2710
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,562,4,4,43,84,220,286,246,117,26,383,9,30,226,2,0,0,1672,83,1755,2452
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,563,4,4,45,84,158,233,173,213,65,412,46,19,144,3,0,0,1595,95,1690,2311
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,564,3,3,53,109,75,204,152,222,20,431,10,7,115,1,0,1,1399,82,1482,2208
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,565,3,3,45,71,34,133,98,136,10,440,4,11,62,5,0,0,1049,77,1126,1727
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,566,3,3,17,99,148,90,92,48,34,442,7,16,85,1,0,0,1079,110,1189,1528
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,567,3,3,12,60,119,90,110,38,43,396,5,38,83,0,0,0,994,105,1099,1532
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,568,3,3,26,49,122,112,139,88,17,364,10,18,89,3,0,0,1037,66,1103,1647
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,41,PAPALOTLA DE XICOHTENCATL,569,2,2,10,37,113,91,93,36,7,224,8,9,80,0,0,0,708,36,744,1215
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,570,4,4,111,159,102,355,116,149,54,812,87,27,49,8,0,0,2029,115,2144,2974
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,571,3,3,51,87,85,218,104,109,21,460,55,13,60,3,0,0,1266,79,1345,1806
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,572,3,3,69,73,72,211,106,86,38,558,84,15,29,6,0,0,1347,84,1431,1927
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,573,3,3,66,91,102,269,81,120,33,508,58,8,23,8,0,4,1367,48,1419,1995
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,42,XICOHTZINCO,574,5,5,128,108,123,430,168,159,61,791,91,15,47,4,0,0,2125,150,2275,3262
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,46,SANTA CRUZ QUILEHTLA,313,3,3,22,30,136,146,68,39,43,507,220,5,244,3,0,0,1463,93,1556,2043
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,46,SANTA CRUZ QUILEHTLA,314,3,3,17,20,119,116,98,41,21,555,177,2,216,2,0,0,1384,90,1474,2022
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,46,SANTA CRUZ QUILEHTLA,315,3,3,10,14,319,457,35,14,5,346,19,4,21,0,0,1,1244,65,1310,1647
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,48,SANTA CATARINA AYOMETLA,602,3,3,33,28,140,117,139,123,233,448,89,6,241,0,0,0,1597,81,1678,2084
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,48,SANTA CATARINA AYOMETLA,603,2,2,12,7,233,80,44,56,97,381,60,6,139,0,0,0,1115,70,1185,1460
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,48,SANTA CATARINA AYOMETLA,604,4,4,52,51,248,276,139,163,316,720,132,7,145,1,0,0,2250,110,2360,2900
4,29,TLAXCALA,14,SAN FRANCISCO PAPALOTLA,48,SANTA CATARINA AYOMETLA,605,2,2,19,35,97,68,70,75,70,355,64,7,74,2,0,0,936,67,1003,1255
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,348,6,6,169,323,50,293,270,702,123,531,29,47,284,25,0,1,2846,98,2945,3933
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,349,6,6,136,338,20,404,379,738,76,597,45,101,136,16,0,1,2986,121,3108,4155
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,351,6,6,205,195,21,934,364,361,48,619,10,53,179,21,0,0,3010,126,3136,4490
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,352,4,4,131,116,24,733,204,224,29,311,6,26,106,9,0,0,1919,85,2004,2848
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,353,6,6,301,264,35,387,307,578,43,488,11,13,124,32,0,0,2583,106,2689,3814
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,354,5,5,171,320,20,293,305,685,47,509,13,66,106,11,0,4,2546,87,2637,3548
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,355,4,4,102,213,32,328,233,607,54,345,36,18,98,14,0,0,2080,72,2152,2878
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,356,6,6,114,251,44,496,299,657,82,723,17,21,185,13,0,0,2902,141,3043,4183
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,357,4,4,131,178,31,318,298,536,33,395,20,14,88,9,0,0,2051,74,2125,2964
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,358,5,5,151,215,46,330,332,720,49,561,29,13,87,15,0,0,2548,96,2644,3723
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,359,4,4,124,185,30,134,213,595,28,382,13,18,61,10,0,0,1793,89,1882,2723
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,360,4,4,159,143,26,150,158,534,38,334,13,13,52,12,0,1,1632,83,1716,2539
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,361,5,5,125,312,21,250,299,534,38,569,59,15,63,13,0,2,2298,106,2406,3359
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,363,7,7,366,255,16,238,607,199,122,790,13,22,53,32,0,1,2713,243,2957,5036
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,364,4,4,153,135,12,163,465,88,140,493,10,11,33,11,0,0,1714,97,1811,2953
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,622,4,4,70,143,9,238,169,396,39,387,44,9,65,5,0,0,1574,73,1647,2483
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,623,4,4,88,118,10,300,181,307,22,365,44,11,58,4,0,1,1508,75,1584,2474
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,637,1,1,38,46,1,72,31,72,6,67,2,5,28,1,0,0,369,23,392,626
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,638,3,3,70,91,4,202,112,174,21,195,9,32,113,3,0,0,1026,45,1071,1532
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,639,2,2,61,79,4,178,78,150,24,158,6,41,66,1,0,0,846,40,886,1206
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,640,2,2,65,63,2,101,81,95,15,134,3,17,58,3,0,0,637,24,661,906
4,29,TLAXCALA,15,VICENTE GUERRERO,25,SAN PABLO DEL MONTE,641,2,2,25,58,2,91,77,123,5,133,9,15,61,2,0,1,601,28,630,900
