CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,0,0,1,0,3,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,24,4,4,51,568,7,18,16,754,238,11,1,,,34,8,0,0,4,3,0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,34,1755,2381
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,25,2,2,27,282,7,3,13,300,68,5,3,,,20,3,0,0,2,0,0,3,0,0,1,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,746,0,15,761,996
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,26,2,2,25,178,2,0,7,282,112,3,0,,,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,620,0,15,635,856
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,27,3,3,23,413,6,7,12,608,216,11,3,,,23,3,0,1,1,2,2,5,0,0,0,3,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1347,11,15,1373,1900
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,28,3,3,14,333,3,7,12,561,154,8,1,,,16,2,0,0,3,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1126,0,24,1150,1540
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,29,3,3,56,372,5,6,8,723,226,23,2,,,17,4,1,0,3,1,0,10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1466,0,18,1484,2091
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,30,2,2,45,207,2,2,6,319,70,10,3,,,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,678,0,12,690,907
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,31,5,5,43,734,7,10,22,886,329,19,5,,,36,2,0,0,3,1,0,3,0,0,0,1,0,1,0,1,0,0,1,9,2,0,0,0,0,1,0,2,0,0,2118,0,34,2152,3037
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,32,1,1,2,73,1,4,4,73,47,0,0,,,5,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,215,0,12,227,288
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,33,2,2,18,314,3,9,15,372,215,6,5,,,10,3,0,0,3,1,0,7,0,0,0,1,0,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,2,1,993,0,31,1024,1473
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,34,3,3,30,654,11,10,14,499,200,4,1,,,36,5,0,2,0,2,0,3,0,3,1,1,1,0,0,2,0,0,0,0,0,1,3,0,0,0,1,2,0,0,1486,0,50,1536,2187
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,35,2,2,15,294,7,8,9,572,143,6,1,,,7,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1074,0,39,1113,1473
1,14,JALISCO,1,TEQUILA,5,AMATITAN,40,5,5,37,19,3,26,,638,839,10,3,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1579,1,26,1606,3115
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,3,3,40,24,6,10,,467,573,5,3,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,0,21,1161,1697
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,4,4,50,23,9,43,,779,885,7,7,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,0,26,1830,2690
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,4,4,76,35,8,32,,822,993,7,3,,,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,0,40,2023,2888
1,14,JALISCO,1,TEQUILA,5,AMATITAN,44,1,1,5,0,1,7,,192,139,3,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,15,364,534
1,14,JALISCO,1,TEQUILA,5,AMATITAN,45,1,1,5,1,0,2,,154,97,1,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,13,273,382
1,14,JALISCO,1,TEQUILA,5,AMATITAN,46,1,1,3,3,0,6,,289,79,2,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,6,388,509
1,14,JALISCO,1,TEQUILA,5,AMATITAN,47,2,2,20,22,3,31,,522,252,3,5,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,860,0,16,876,1177
1,14,JALISCO,1,TEQUILA,6,AMECA,0,0,1,0,1,0,0,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4
1,14,JALISCO,1,TEQUILA,6,AMECA,48,4,4,79,127,9,34,31,499,643,42,13,,,19,5,0,1,8,1,2,11,0,1,0,2,2,0,0,8,0,0,0,3,0,0,1,1,0,0,0,0,0,1,1543,7,23,1573,2874
1,14,JALISCO,1,TEQUILA,6,AMECA,50,3,3,74,81,10,20,17,447,450,22,7,,,11,1,0,1,7,1,1,7,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,1,3,0,1169,1,27,1197,2192
1,14,JALISCO,1,TEQUILA,6,AMECA,51,2,2,57,71,3,8,6,242,284,17,2,,,8,1,1,0,8,2,1,9,0,0,0,2,0,1,0,5,0,1,1,0,0,0,3,0,0,0,1,0,1,0,735,1,19,755,1268
1,14,JALISCO,1,TEQUILA,6,AMECA,52,5,5,83,117,12,30,26,749,666,53,12,,,17,3,0,1,11,2,2,13,0,0,0,3,1,0,0,6,1,0,0,2,1,2,4,0,0,0,1,3,1,1,1823,2,45,1870,3207
1,14,JALISCO,1,TEQUILA,6,AMECA,53,2,2,38,45,6,7,4,189,212,18,2,,,3,1,0,0,4,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,1,2,0,543,0,15,558,947
1,14,JALISCO,1,TEQUILA,6,AMECA,54,2,2,23,51,2,11,8,192,208,4,2,,,2,0,0,0,4,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,517,1,14,532,1002
1,14,JALISCO,1,TEQUILA,6,AMECA,55,2,2,29,63,5,13,6,194,199,10,2,,,10,1,2,0,6,3,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,552,3,8,563,996
1,14,JALISCO,1,TEQUILA,6,AMECA,56,4,4,68,106,14,27,27,454,552,49,8,,,15,1,1,0,7,1,3,13,1,0,1,1,0,1,1,8,0,0,1,1,0,0,2,0,0,0,1,3,1,0,1368,0,37,1405,2603
1,14,JALISCO,1,TEQUILA,6,AMECA,57,2,2,46,80,7,9,14,253,314,13,3,,,6,1,0,0,1,1,0,4,0,0,0,1,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,762,1,24,787,1333
1,14,JALISCO,1,TEQUILA,6,AMECA,58,2,2,43,47,4,5,6,164,148,19,1,,,3,1,0,0,4,0,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,455,1,9,465,771
1,14,JALISCO,1,TEQUILA,6,AMECA,59,3,3,41,52,3,8,8,216,177,25,5,,,6,2,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,552,0,12,564,837
1,14,JALISCO,1,TEQUILA,6,AMECA,60,1,1,22,30,1,6,6,144,136,8,0,,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,5,369,659
1,14,JALISCO,1,TEQUILA,6,AMECA,61,2,2,48,59,6,10,5,267,196,20,4,,,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,631,3,11,645,1049
1,14,JALISCO,1,TEQUILA,6,AMECA,62,3,3,19,35,10,13,17,429,344,43,4,,,2,0,0,0,4,0,0,8,1,0,0,1,0,2,0,4,0,2,0,1,0,0,2,0,0,0,1,2,1,0,945,0,27,972,1664
1,14,JALISCO,1,TEQUILA,6,AMECA,63,3,3,30,57,11,15,12,397,401,16,19,,,8,2,0,0,11,1,1,10,0,0,0,1,0,0,1,7,0,0,1,1,0,1,6,0,0,0,0,1,1,0,1011,5,17,1033,1894
1,14,JALISCO,1,TEQUILA,6,AMECA,64,3,3,27,47,6,13,5,334,333,17,4,,,3,1,0,0,3,1,1,12,0,0,0,1,1,0,0,5,0,0,0,1,1,0,2,0,0,0,0,0,4,0,822,3,20,845,1554
1,14,JALISCO,1,TEQUILA,6,AMECA,65,2,2,38,66,7,11,17,232,277,13,5,,,9,2,1,1,5,1,2,7,0,1,0,0,1,0,2,4,0,0,0,0,0,0,1,0,1,0,1,2,0,0,707,7,11,725,1279
1,14,JALISCO,1,TEQUILA,6,AMECA,66,2,2,51,54,7,11,15,251,261,16,9,,,8,2,2,0,2,1,3,10,1,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,710,22,14,746,1334
1,14,JALISCO,1,TEQUILA,6,AMECA,69,3,3,50,46,12,14,12,349,470,27,12,,,12,1,0,0,6,1,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,1,1,0,0,1030,1,27,1058,1933
1,14,JALISCO,1,TEQUILA,6,AMECA,70,2,2,7,13,5,16,13,325,238,2,4,,,0,0,0,0,0,1,0,5,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,638,8,19,665,1123
1,14,JALISCO,1,TEQUILA,6,AMECA,71,2,2,14,11,4,11,11,303,269,1,3,,,0,1,0,0,1,1,1,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,644,1,14,659,1224
1,14,JALISCO,1,TEQUILA,6,AMECA,72,4,4,35,38,8,25,12,619,573,44,6,,,1,0,0,0,9,1,0,7,0,0,0,4,1,0,0,3,1,0,0,1,1,0,0,0,0,1,0,3,0,1,1394,0,33,1427,2434
1,14,JALISCO,1,TEQUILA,6,AMECA,73,1,1,1,7,3,9,4,141,98,4,5,,,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,281,0,13,294,498
1,14,JALISCO,1,TEQUILA,6,AMECA,74,1,1,1,5,2,6,5,74,73,1,1,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,7,177,327
1,14,JALISCO,1,TEQUILA,6,AMECA,75,2,2,8,13,3,20,13,182,181,4,2,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,433,1,20,454,781
1,14,JALISCO,1,TEQUILA,6,AMECA,76,2,2,14,20,4,7,14,192,300,5,5,,,2,0,0,0,1,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,574,0,4,578,1105
1,14,JALISCO,1,TEQUILA,6,AMECA,77,2,2,8,17,3,9,8,415,160,12,0,,,1,0,0,0,1,0,0,8,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,648,0,19,667,1034
1,14,JALISCO,1,TEQUILA,6,AMECA,78,2,2,15,8,4,9,5,164,159,4,0,,,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,383,0,16,399,844
1,14,JALISCO,1,TEQUILA,6,AMECA,79,2,2,29,53,6,16,15,202,286,10,8,,,1,0,0,0,5,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,643,1,20,664,1163
1,14,JALISCO,1,TEQUILA,6,AMECA,80,3,3,19,36,7,20,17,290,384,15,1,,,4,1,0,0,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,2,0,0,810,0,27,837,1655
1,14,JALISCO,1,TEQUILA,6,AMECA,81,2,2,11,17,3,24,12,172,242,22,9,,,2,1,2,1,2,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,1,1,0,533,0,18,551,1119
1,14,JALISCO,1,TEQUILA,6,AMECA,82,1,1,5,3,1,5,6,67,87,1,1,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,183,0,2,185,258
1,14,JALISCO,1,TEQUILA,6,AMECA,84,2,2,10,15,3,12,8,138,184,18,2,,,0,0,0,0,1,1,0,5,0,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,2,1,409,0,15,424,853
1,14,JALISCO,1,TEQUILA,6,AMECA,85,2,2,21,17,5,12,10,106,153,9,6,,,1,0,0,0,2,0,0,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,355,1,17,373,908
1,14,JALISCO,1,TEQUILA,6,AMECA,86,1,1,1,7,1,6,3,106,50,4,0,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,182,0,2,184,290
1,14,JALISCO,1,TEQUILA,6,AMECA,87,2,2,2,4,2,4,3,593,98,3,0,,,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,717,0,13,730,1083
1,14,JALISCO,1,TEQUILA,6,AMECA,88,2,2,9,13,0,11,6,156,195,5,2,,,1,0,0,0,3,0,0,5,0,0,0,2,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,419,4,16,439,753
1,14,JALISCO,1,TEQUILA,6,AMECA,89,1,1,16,11,3,9,10,107,141,7,2,,,0,1,0,0,1,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,320,1,19,340,683
1,14,JALISCO,1,TEQUILA,6,AMECA,90,1,1,7,5,1,8,2,60,109,2,2,,,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,207,0,6,213,463
1,14,JALISCO,1,TEQUILA,6,AMECA,91,2,2,10,8,4,15,13,192,222,5,5,,,2,0,0,0,1,0,2,5,0,0,0,0,0,1,0,7,0,0,0,1,1,0,0,0,0,1,1,1,1,0,498,0,19,517,1121
1,14,JALISCO,1,TEQUILA,6,AMECA,92,1,1,5,1,0,2,0,21,34,3,1,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,72,143
1,14,JALISCO,1,TEQUILA,6,AMECA,93,1,1,2,4,1,9,10,58,89,1,1,,,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,184,2,5,191,418
1,14,JALISCO,1,TEQUILA,6,AMECA,3738,3,3,40,69,11,14,13,358,402,20,8,,,5,4,0,0,5,0,1,9,0,0,0,4,0,0,0,7,0,0,0,1,1,0,1,0,0,0,2,2,0,2,979,4,25,1008,1902
1,14,JALISCO,1,TEQUILA,6,AMECA,3739,3,3,46,70,15,22,20,425,459,18,8,,,7,0,0,0,4,0,0,11,0,1,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1117,0,21,1138,1929
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,0,0,1,0,0,0,0,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,5,5
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,3,3,93,21,6,6,459,225,221,3,5,,,1,1,0,0,16,1,11,10,1,0,0,4,0,0,0,1,0,0,0,0,1,2,17,0,0,0,0,0,1,0,1106,0,16,1122,1853
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,3,3,73,18,3,6,515,125,190,25,2,,,4,39,0,6,0,110,4,26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1153,1,24,1178,1600
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,2,2,34,24,0,11,300,145,161,6,4,,,5,1,0,0,7,2,6,9,0,0,0,3,0,0,1,1,0,0,0,4,0,1,11,0,0,0,0,1,0,0,737,1,16,754,1241
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,2,2,67,16,1,4,125,88,137,3,0,,,1,4,0,0,8,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,462,0,9,471,806
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,98,1,1,53,64,4,8,73,82,131,3,2,,,1,1,0,0,4,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,437,1,8,446,711
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,99,1,1,20,9,0,5,52,63,48,0,1,,,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,2,207,277
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,100,1,1,23,21,1,6,84,134,95,0,0,,,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,373,0,10,383,568
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,2,2,70,15,4,7,86,155,144,1,1,,,3,0,0,0,4,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,500,0,18,518,901
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,139,5,5,635,150,24,19,25,990,431,9,7,,,39,10,2,0,6,0,1,8,0,0,0,1,1,1,0,1,0,1,0,1,1,0,2,0,1,0,1,2,2,0,2371,0,40,2411,3290
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,140,4,4,564,116,28,11,21,864,282,10,6,,,59,12,3,0,7,2,0,6,0,1,0,1,0,1,1,1,1,0,0,4,0,1,2,0,0,0,2,0,0,0,2006,0,32,2038,2836
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,141,8,8,1030,175,34,24,35,1280,692,17,13,,,77,25,6,0,24,2,3,21,1,0,1,2,4,1,1,9,0,0,0,1,0,1,2,1,0,0,2,0,2,0,3486,0,52,3538,5854
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,142,4,4,475,80,16,15,17,694,344,12,4,,,45,4,1,1,4,1,1,10,2,1,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1736,0,44,1780,2647
1,14,JALISCO,1,TEQUILA,9,EL ARENAL,143,3,3,455,65,13,16,18,687,206,8,2,,,36,10,2,0,3,0,0,7,0,0,0,1,1,1,0,1,0,0,0,5,1,1,3,0,0,0,0,2,0,0,1544,0,57,1601,2234
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,292,2,2,81,106,277,5,5,221,112,97,1,,,17,3,3,1,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,6,0,0,945,0,24,969,1274
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,293,1,1,41,61,114,6,1,106,73,17,0,,,18,1,2,1,1,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,5,7,0,0,462,0,14,476,640
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,295,1,1,32,29,90,1,0,141,55,16,1,,,23,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,394,0,15,409,554
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,3874,4,4,208,121,64,31,23,450,574,106,12,,,9,3,0,0,20,2,0,6,0,1,1,2,3,3,3,4,2,0,0,4,2,0,2,0,0,1,7,16,1,2,1683,0,34,1717,2324
1,14,JALISCO,1,TEQUILA,19,BOLAÑOS,3875,3,3,150,140,37,26,13,226,614,51,10,,,16,3,2,0,11,2,1,5,2,0,0,0,3,1,0,6,1,0,0,0,0,1,5,0,0,0,7,19,0,3,1355,0,44,1399,1838
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,411,3,3,327,99,6,8,12,465,175,74,3,,,11,9,0,0,6,2,2,0,0,0,1,0,0,3,2,0,0,1,0,0,0,2,1,0,0,1,1,3,0,0,1214,0,32,1246,2037
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,412,1,1,98,35,5,3,4,96,31,4,0,,,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,293,0,9,302,473
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,413,2,2,175,71,2,2,5,311,134,44,2,,,6,2,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,767,0,13,780,1277
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,414,3,3,235,119,11,7,3,439,150,47,5,,,21,5,0,0,2,1,0,2,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,0,4,0,0,0,1059,0,35,1094,1972
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,415,2,2,147,104,0,2,2,223,66,30,1,,,9,5,1,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,599,0,13,612,986
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,416,2,2,166,70,1,4,3,205,57,23,1,,,8,5,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,553,1,16,570,879
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,417,2,2,138,76,4,8,2,293,103,37,5,,,5,7,0,0,0,1,0,1,0,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,3,5,0,0,696,0,32,728,1304
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,418,3,3,257,96,5,6,3,370,120,56,1,,,11,3,0,0,2,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,944,1,29,974,1629
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,419,2,2,149,76,2,6,3,302,106,43,1,,,12,10,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,716,0,29,745,1279
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,420,3,3,263,113,10,10,6,495,170,53,2,,,16,4,1,2,3,0,0,5,0,0,0,1,2,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,2,0,1165,1,31,1197,2055
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,421,1,1,64,26,1,4,4,186,58,22,2,,,4,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,378,0,3,381,696
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,423,1,1,8,19,2,1,1,49,24,2,0,,,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,113,0,3,116,230
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,424,1,1,23,4,1,4,0,55,36,6,0,,,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,0,8,143,234
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,425,2,2,121,30,6,5,4,126,64,22,2,,,4,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,395,0,18,413,830
1,14,JALISCO,1,TEQUILA,26,COLOTLAN,426,1,1,35,4,1,6,2,134,8,9,0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,11,212,394
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,476,2,2,293,8,4,2,4,539,19,0,0,,,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,28,918,1181
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,477,2,2,406,17,3,6,3,321,118,3,1,,,15,4,0,0,5,1,1,7,0,1,1,1,0,0,2,2,0,1,0,1,0,0,1,0,0,0,2,1,0,0,924,0,19,943,1249
1,14,JALISCO,1,TEQUILA,32,CHIMALTITAN,478,1,1,42,4,0,1,0,170,11,0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,1,234,295
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,0,0,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,3
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,530,4,4,504,33,12,93,19,344,306,243,7,,,14,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1578,12,32,1622,2368
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,531,4,4,479,38,1,107,30,423,438,270,5,,,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,14,31,1845,2759
1,14,JALISCO,1,TEQUILA,37,ETZATLAN,532,3,3,309,26,0,81,5,312,239,181,7,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,9,29,1206,1696
