CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3610,4,4,203,43,8,12,7,981,168,10,6,,,7,2,1,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1456,1,10,1467,2216
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3611,4,4,240,65,3,9,3,1354,149,16,13,,,11,3,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1877,2,14,1893,2469
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3654,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3655,3,3,194,40,5,9,5,961,121,9,18,,,8,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1380,0,14,1394,1871
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3656,2,2,15,18,6,8,17,295,206,4,10,,,5,2,0,1,0,1,1,9,0,0,0,1,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,613,0,10,623,1426
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3657,3,3,27,11,5,20,2,186,146,10,4,,,1,0,0,0,0,1,0,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,433,4,12,449,1598
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3679,2,2,52,19,7,10,3,398,161,2,8,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,664,3,11,678,1112
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3680,4,4,37,27,18,22,26,553,508,11,8,,,5,3,0,0,1,1,2,5,0,1,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1237,4,22,1263,2636
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3732,3,3,99,39,8,28,12,625,206,9,20,,,5,3,0,0,0,1,1,4,0,0,0,1,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,1,2,0,1072,2,29,1103,1962
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3733,3,3,86,32,9,25,10,529,197,5,20,,,6,1,1,0,1,0,0,5,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,936,1,13,950,1981
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3811,2,2,15,14,1,10,5,165,167,1,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,9,394,806
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3812,3,3,39,22,10,27,15,354,239,8,8,,,1,2,0,1,3,0,1,4,0,0,1,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,742,0,10,752,1583
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3813,5,5,205,71,11,28,21,1227,472,19,26,,,18,1,0,0,11,2,4,17,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,2143,4,24,2171,3457
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,98,TLAJOMULCO DE ZUÑIGA,3814,4,4,52,39,13,30,21,402,373,15,14,,,4,0,0,1,1,0,2,10,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,983,0,22,1005,2719
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3119,11,11,161,117,16,87,114,976,681,50,101,,,16,7,0,0,20,0,10,22,0,5,3,4,2,1,5,10,0,2,1,3,1,1,6,0,0,3,2,3,5,1,2436,1,67,2504,6443
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3153,8,8,150,116,10,82,43,791,744,29,186,,,18,12,0,0,17,2,8,16,0,0,2,2,4,1,4,9,0,4,2,1,1,3,4,0,3,1,3,3,8,1,2280,3,72,2355,5892
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3206,6,6,204,130,11,75,31,845,527,28,137,,,14,6,1,0,10,1,5,21,0,0,1,3,2,0,2,6,0,0,1,3,0,0,2,0,0,0,3,1,4,0,2074,2,68,2144,3791
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3207,2,2,21,74,32,15,19,112,205,92,39,,,3,6,0,0,1,0,2,8,0,0,0,2,1,0,5,6,0,0,0,0,0,1,0,0,0,0,1,0,2,1,648,0,24,672,1370
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3208,4,4,122,84,9,56,18,515,435,38,110,,,8,5,0,0,7,1,5,16,0,0,2,1,1,0,2,2,0,1,1,2,0,3,2,0,1,0,1,1,4,1,1454,0,26,1480,2759
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3209,3,3,55,77,4,22,13,277,270,24,64,,,12,1,0,0,0,0,3,13,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,843,0,24,867,1684
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3214,4,4,100,103,14,38,13,382,306,21,57,,,7,6,0,0,4,0,2,8,0,0,0,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,3,2,4,2,1079,0,27,1106,2401
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3216,7,7,212,191,22,74,46,786,558,34,188,,,19,6,0,1,10,3,9,14,1,0,2,1,3,0,2,11,1,1,2,2,1,7,3,0,0,2,3,2,8,4,2229,6,54,2289,4653
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3217,6,6,275,143,10,50,33,1317,485,37,165,,,14,6,0,0,10,0,3,17,0,0,1,4,2,0,3,4,0,1,0,0,0,2,2,0,0,0,6,1,8,1,2600,2,58,2660,4423
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3218,3,3,154,50,5,13,10,787,169,15,56,,,9,0,0,0,5,0,0,2,2,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,1,0,2,1288,1,15,1304,1920
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3219,10,10,821,136,18,37,21,3680,296,29,97,,,28,10,3,0,7,0,1,10,0,0,0,1,0,0,0,3,0,0,0,1,0,1,1,0,0,0,3,0,5,1,5210,5,47,5262,6883
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3220,3,3,164,39,2,9,4,737,97,9,42,,,11,2,0,0,2,1,0,5,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1132,0,8,1140,1513
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3221,2,2,77,61,12,29,14,315,242,15,68,,,6,2,0,0,5,1,3,5,0,0,0,1,0,0,3,2,0,1,0,0,0,1,1,0,0,0,1,1,2,0,868,0,25,893,1488
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3222,4,4,110,77,7,45,20,418,363,20,79,,,2,8,1,0,7,0,0,9,0,0,0,3,0,0,2,5,0,0,0,1,0,1,0,0,1,1,2,1,3,0,1186,0,35,1221,2270
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3223,7,7,192,148,19,79,36,826,669,39,141,,,11,8,0,0,9,5,8,30,1,0,0,2,1,1,0,9,0,1,0,5,1,1,3,0,1,0,3,4,7,2,2262,3,73,2338,4761
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3224,3,3,110,59,8,41,19,460,364,19,76,,,2,3,0,1,3,0,1,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1178,0,44,1222,2084
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3225,10,10,275,156,29,110,62,1283,962,77,229,,,20,6,0,1,14,2,14,28,2,0,1,3,5,0,4,10,0,0,0,2,1,2,7,0,0,0,3,3,11,1,3323,1,94,3418,7473
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3235,9,9,358,191,25,111,55,1598,873,41,157,,,25,9,1,0,9,1,2,28,3,0,1,2,1,1,2,7,2,1,0,2,2,3,6,1,0,0,3,5,5,2,3533,1,53,3587,6692
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3236,4,4,104,81,11,40,24,555,392,20,59,,,9,9,0,2,6,0,1,2,2,0,0,0,2,0,6,5,2,1,1,0,0,1,0,1,0,0,2,1,1,0,1340,1,34,1375,2470
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3237,4,4,223,43,4,10,8,1302,135,10,90,,,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1837,1,7,1845,2306
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3529,2,2,26,20,2,12,4,101,110,5,16,,,0,0,0,0,1,0,0,7,0,0,0,1,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,2,0,314,0,15,329,832
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3530,2,2,18,32,2,16,2,132,159,6,26,,,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,400,0,24,424,1032
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3532,2,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3534,2,2,34,32,3,27,13,158,152,4,21,,,4,3,0,1,2,0,4,9,0,0,0,0,0,0,0,3,0,0,0,1,0,2,2,0,0,0,2,2,1,0,480,0,15,495,1193
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3535,2,2,24,22,0,18,19,147,184,6,29,,,4,0,0,0,1,0,3,4,0,0,2,1,0,0,1,3,0,0,0,1,1,0,1,0,0,0,0,0,3,2,476,0,12,488,1179
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3536,2,2,27,42,9,26,12,146,192,11,52,,,4,0,0,0,7,0,7,2,0,0,0,1,0,0,2,2,0,0,1,1,0,2,2,0,0,1,0,1,1,0,551,0,13,564,1208
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3539,2,2,25,33,1,17,11,208,174,2,32,,,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,3,0,517,0,24,541,1247
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3540,2,2,33,30,4,20,9,171,153,8,25,,,5,1,0,0,3,0,0,6,1,0,0,0,0,0,5,1,0,0,0,0,0,3,0,0,0,0,0,1,3,0,482,1,12,495,1344
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3541,2,2,41,28,6,20,10,218,155,4,38,,,2,2,0,1,3,0,1,4,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,543,0,14,557,1143
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3545,2,2,27,34,2,21,10,260,196,11,36,,,5,0,0,0,10,0,7,4,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,2,0,2,0,634,0,23,657,1499
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3546,1,1,18,24,1,16,1,108,109,8,33,,,3,0,0,0,2,0,2,8,1,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,343,7,2,352,690
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3547,2,2,28,30,3,8,5,193,188,8,41,,,4,0,0,0,1,1,2,3,0,0,2,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,2,0,526,2,13,541,1061
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3548,2,2,39,18,3,10,8,182,156,5,35,,,1,0,1,0,1,1,6,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,481,0,15,496,980
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3634,6,6,243,90,15,43,22,1137,401,44,154,,,15,4,0,0,6,0,3,7,0,0,0,1,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1,0,4,2,2198,2,21,2221,3818
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3635,5,5,248,86,7,37,14,1611,300,20,116,,,20,2,0,0,0,5,3,6,0,0,0,0,0,0,1,2,0,1,0,2,0,4,2,0,0,0,4,0,1,0,2492,2,17,2511,3314
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3636,5,5,290,69,8,34,18,1382,288,29,120,,,15,4,1,0,7,1,0,10,0,0,0,1,1,0,2,2,0,1,0,3,1,2,2,0,0,0,4,0,7,1,2303,2,26,2331,3342
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3637,4,4,196,68,9,31,21,997,310,36,133,,,14,3,0,0,11,1,6,8,1,0,0,1,1,0,4,2,0,0,2,0,1,3,1,0,0,0,5,1,6,0,1872,4,23,1899,2830
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3638,3,3,105,56,5,22,10,591,178,21,60,,,7,2,0,0,5,1,0,6,0,1,0,0,1,1,1,4,0,0,0,1,0,5,0,0,0,0,3,0,0,0,1086,2,20,1108,1835
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3639,2,2,46,8,5,2,2,224,40,4,19,,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,355,0,4,359,976
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3640,5,5,98,114,10,107,16,387,282,20,115,,,9,6,0,0,5,1,6,7,1,0,1,1,0,0,1,3,2,0,0,1,0,2,1,0,0,0,1,1,12,1,1211,0,39,1250,3170
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3641,3,3,82,104,5,41,17,406,295,20,79,,,12,0,1,0,4,1,2,6,1,0,0,3,2,0,2,3,0,0,1,2,0,1,2,0,0,0,1,0,3,1,1097,0,13,1110,2156
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3642,3,3,213,24,6,11,7,1096,109,26,24,,,9,5,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,1543,0,10,1553,1937
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3643,3,3,268,38,4,11,4,1069,121,17,42,,,19,2,2,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1610,0,22,1632,2158
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3644,2,2,121,26,1,4,1,465,43,4,18,,,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,695,1,1,697,884
1,14,JALISCO,12,TLAJOMULCO DE ZUÑIGA,120,ZAPOPAN,3678,3,3,133,43,6,14,6,823,122,11,52,,,8,1,0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1234,1,7,1242,1616
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,0,0,1,1,1,0,0,0,1,4,1,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,6
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,857,3,3,66,59,3,39,21,372,328,15,18,,,3,2,0,0,6,0,3,16,0,0,0,1,0,0,1,9,0,0,0,0,0,1,2,0,0,0,0,0,2,0,967,0,27,994,1638
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,858,1,1,32,21,4,10,4,215,130,7,9,,,6,1,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,447,0,7,454,642
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,859,2,2,50,34,8,18,14,305,242,10,18,,,7,2,1,0,6,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,728,2,16,746,1137
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,860,2,2,42,29,5,17,8,226,146,5,7,,,7,2,0,0,1,0,3,6,0,0,0,1,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,513,1,10,524,777
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,861,2,2,49,36,5,32,8,254,256,10,16,,,8,1,0,0,1,0,3,6,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,694,0,10,704,945
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,862,2,2,53,54,1,28,19,291,225,9,18,,,4,1,0,1,0,1,1,11,0,0,0,1,1,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,2,0,732,0,20,752,1500
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,863,2,2,38,64,5,25,21,326,356,15,13,,,4,1,0,0,4,0,0,17,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,897,0,21,918,1424
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,864,2,2,29,38,1,17,13,247,196,10,10,,,2,1,0,0,4,1,1,11,0,0,2,1,0,0,0,2,1,1,0,1,1,0,2,0,0,0,0,1,1,2,596,1,16,613,881
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,865,2,2,15,14,0,8,7,102,112,2,3,,,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,273,0,6,279,825
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,866,2,2,44,30,6,25,11,227,197,11,6,,,2,0,0,0,4,0,3,10,1,0,0,1,1,1,1,3,0,0,0,2,0,0,1,0,0,1,1,1,0,0,590,0,4,594,888
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,867,1,1,31,37,1,20,7,150,118,6,4,,,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,387,0,1,388,605
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,868,3,3,61,85,8,33,22,369,365,15,16,,,4,4,1,0,5,1,6,12,0,0,0,3,1,5,0,9,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1031,0,26,1057,1615
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,869,3,3,55,48,9,36,14,352,314,15,14,,,3,1,2,0,3,8,0,8,0,0,0,2,0,0,2,5,0,1,1,0,0,0,4,0,0,0,2,0,0,0,899,1,23,923,1667
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,870,2,2,38,40,2,31,20,272,270,8,12,,,2,0,0,0,8,1,1,9,0,0,0,2,0,1,0,2,0,0,0,0,1,1,4,0,0,0,0,1,0,1,727,0,23,750,1291
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,871,2,2,45,44,3,27,14,299,286,17,13,,,4,1,0,0,3,1,3,13,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2,2,0,1,784,0,14,798,1264
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,872,2,2,53,39,5,26,15,240,285,12,10,,,2,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,698,1,9,708,1190
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,873,4,4,71,69,8,49,29,450,531,16,28,,,3,4,1,1,3,0,4,19,0,1,1,1,2,0,1,7,0,1,0,1,0,1,5,0,0,0,1,0,1,0,1309,1,42,1352,2272
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,874,4,4,95,86,8,51,32,426,543,26,20,,,8,4,0,0,4,4,1,27,0,0,0,1,1,0,0,6,0,0,0,2,0,1,10,0,0,0,0,0,1,1,1358,0,41,1399,2551
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,875,4,4,55,57,6,35,21,269,396,18,22,,,3,1,0,0,6,0,2,5,9,0,1,2,0,0,0,5,0,0,1,0,0,0,1,0,0,0,1,1,1,1,919,1,31,951,2330
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,876,4,4,108,129,14,51,40,511,604,21,35,,,8,2,0,1,11,1,6,15,0,0,1,1,0,1,2,11,0,0,1,1,0,1,4,0,0,0,0,1,0,0,1581,2,41,1624,2849
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,877,3,3,91,65,5,52,33,424,449,13,19,,,4,3,0,0,3,2,8,16,0,1,1,0,0,1,0,2,0,0,1,0,1,0,4,0,0,0,1,0,1,0,1200,0,31,1231,2124
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,878,3,3,60,39,8,26,14,257,359,16,15,,,1,5,0,0,5,1,0,14,0,0,0,3,0,0,0,9,0,1,0,0,0,0,8,0,0,0,0,0,1,0,842,0,29,871,1541
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,879,2,2,50,46,7,30,17,244,274,15,9,,,2,3,0,0,2,0,1,10,0,0,0,2,1,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,720,0,23,743,1364
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,880,4,4,72,48,9,40,19,257,368,15,18,,,5,0,0,0,3,2,1,15,0,0,1,0,1,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,884,1,27,912,2305
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,881,3,3,72,57,9,32,35,298,400,9,21,,,11,6,1,0,6,1,5,21,0,0,2,1,1,0,0,9,0,0,0,1,0,1,1,0,0,0,2,0,2,0,1004,1,41,1046,1891
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,882,3,3,52,46,4,20,23,234,225,11,14,,,2,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,644,0,15,659,1761
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,883,3,3,70,56,10,30,24,296,395,12,20,,,2,5,0,0,3,1,4,20,0,0,0,2,1,0,0,4,0,0,0,1,2,0,5,0,0,0,1,0,0,0,964,0,12,976,1668
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,884,2,2,54,71,7,26,21,226,283,8,20,,,4,3,0,0,1,1,0,10,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,744,0,31,775,1406
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,885,3,3,85,63,7,38,19,342,379,20,21,,,8,2,0,0,4,1,4,16,7,0,0,0,1,0,3,6,0,0,0,2,0,0,2,0,0,0,1,0,1,0,1032,1,20,1053,1905
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,886,4,4,171,96,14,31,19,732,351,22,24,,,13,3,2,0,4,0,1,24,0,0,0,1,1,0,0,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1519,2,36,1557,2327
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,887,4,4,199,78,8,31,17,810,333,27,37,,,15,8,0,1,7,1,3,14,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,0,0,0,1,0,1,0,1599,5,33,1637,2376
1,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,41,GUADALAJARA,890,2,2,112,56,6,17,10,407,168,11,17,,,6,4,1,0,2,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,831,0,10,841,1244
