CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3234,B,1,0,B,0,23,13,3,12,2,143,124,8,17,,,2,3,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,358,0,5,363,708,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3234,C,4,0,C04,0,18,18,2,6,5,202,102,9,15,,,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,386,1,11,398,707,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3363,B,1,0,B,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3366,B,1,0,B,0,26,16,0,9,1,116,56,4,9,,,3,1,1,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,251,0,3,254,428,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3366,C,1,0,C01,0,18,14,1,2,1,130,65,4,23,,,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,267,0,9,276,428,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3368,C,1,0,C01,0,22,14,0,9,6,149,52,5,19,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,285,0,9,294,432,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3370,B,1,0,B,0,25,8,2,6,3,176,64,8,23,,,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,3,0,331,0,0,331,483,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3371,B,1,0,B,0,28,14,0,2,3,197,54,4,15,,,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,325,0,6,331,456,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3372,B,1,0,B,0,46,16,2,5,6,308,53,8,17,,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,469,0,5,474,595,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3374,B,1,0,B,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3379,B,1,0,B,0,28,14,2,5,1,158,58,5,14,,,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,295,0,4,299,412,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3384,B,1,0,B,0,27,10,3,10,3,201,91,11,30,,,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,394,0,8,402,607,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3500,C,1,0,C01,0,9,23,1,8,7,83,60,3,7,,,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,208,0,6,214,468,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3503,C,1,0,C01,0,0,0,0,0,0,195,0,0,0,,,44,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,14,433,662,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3504,B,1,0,B,0,37,17,4,9,2,263,79,11,31,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,461,0,3,464,659,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3505,B,1,0,B,0,34,18,0,8,3,238,83,8,27,,,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,430,0,4,434,676,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3367,B,1,0,B,0,29,19,3,15,5,214,114,5,38,,,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,455,1,8,464,743,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3368,B,1,0,B,0,26,9,0,10,5,123,82,8,22,,,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,291,1,1,293,433,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3369,B,1,0,B,0,19,14,0,7,3,145,94,6,25,,,4,0,0,0,2,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,326,1,10,337,550,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3369,C,1,0,C01,0,17,16,1,7,12,158,85,5,32,,,2,0,0,0,3,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,349,0,8,357,550,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3373,B,1,0,B,0,37,21,6,6,5,194,75,6,33,,,2,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,395,0,2,397,570,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3374,C,1,0,C01,0,35,26,4,7,4,216,85,6,32,,,2,1,1,0,2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,430,0,6,436,596,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3375,B,1,0,B,0,35,10,1,4,1,173,75,3,15,,,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,329,0,5,334,486,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3377,B,1,0,B,0,24,13,0,5,1,116,51,5,14,,,1,1,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,242,0,0,242,382,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3378,C,1,0,C01,0,32,19,1,11,2,209,63,8,23,,,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,375,0,8,383,508,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3381,B,1,0,B,0,31,19,0,11,3,227,95,12,32,,,3,0,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,444,1,6,451,706,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3384,C,1,0,C01,0,28,24,1,6,2,180,101,3,30,,,4,0,0,0,3,0,0,3,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,391,0,0,391,607,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3385,B,1,0,B,0,15,10,1,3,5,113,56,4,21,,,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,236,0,2,238,406,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3497,B,1,0,B,0,19,20,1,11,3,164,63,1,11,,,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,5,307,422,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3499,B,1,0,B,0,29,19,2,5,4,140,77,4,13,,,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,303,2,4,309,595,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3501,B,1,0,B,0,22,12,0,7,7,127,50,13,16,,,2,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,268,0,8,276,418,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3501,C,1,0,C01,0,26,9,1,4,4,116,79,7,27,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,1,278,418,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3502,B,1,0,B,0,14,14,0,9,2,90,56,4,8,,,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,206,0,2,208,450,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3502,C,1,0,C01,0,14,10,1,5,4,101,59,2,17,,,2,0,0,0,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,224,0,8,232,449,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,B,1,0,B,0,22,21,1,13,5,99,97,7,9,,,1,1,0,0,2,0,2,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,2,0,293,0,6,299,737,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,2,0,C02,0,17,23,2,9,4,84,89,7,19,,,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,272,0,12,284,737,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3018,C,12,0,C12,0,17,8,1,12,2,88,88,2,20,,,1,1,1,0,2,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,252,0,13,265,737,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,B,1,0,B,0,27,21,2,6,7,145,89,4,21,,,1,1,0,0,2,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,336,0,5,341,718,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,3,0,C03,0,25,9,1,11,6,128,84,8,32,,,1,2,0,0,3,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,321,1,9,331,718,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,11,0,C11,0,35,25,0,7,7,157,106,3,36,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,1,0,389,0,2,391,717,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,13,0,C13,0,21,22,3,6,7,154,80,11,33,,,3,0,0,0,2,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,352,0,8,360,717,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3019,C,14,0,C14,0,30,20,2,8,3,169,103,6,19,,,2,0,0,0,0,0,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,372,0,5,377,717,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3790,C,1,0,C01,0,12,21,1,11,5,90,97,8,17,,,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,269,0,7,276,697,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3791,B,1,0,B,0,12,29,4,2,5,67,54,2,2,,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,185,0,8,193,384,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3793,B,1,0,B,0,5,10,2,6,2,92,75,4,15,,,3,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,223,0,4,227,606,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3793,C,2,0,C02,0,4,10,2,8,4,61,87,2,10,,,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,200,0,7,207,605,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3793,C,3,0,C03,0,3,9,1,3,4,72,80,6,9,,,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,192,0,4,196,605,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3794,C,3,0,C03,0,7,5,0,4,7,69,77,1,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,184,1,4,189,660,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3796,C,1,0,C01,0,10,12,0,9,5,109,108,0,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,267,697,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3797,C,2,0,C02,0,9,7,2,10,3,92,79,10,17,,,3,0,0,0,4,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,249,0,9,258,659,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3117,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3118,C,5,0,C05,0,19,22,2,8,7,120,87,4,16,,,1,2,0,1,2,0,2,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,303,0,5,308,667,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,B,1,0,B,0,13,18,3,8,3,160,80,3,20,,,1,1,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,318,1,4,323,732,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,C,15,0,C15,0,7,11,0,7,3,132,71,2,24,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,264,0,5,269,731,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,C,17,0,C17,0,32,15,0,16,2,160,92,6,20,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,353,0,7,360,731,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,C,18,0,C18,0,29,16,2,11,7,149,90,4,27,,,1,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,345,0,4,349,731,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,C,21,0,C21,0,32,14,1,11,4,133,93,6,22,,,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,328,1,6,335,731,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3226,C,22,0,C22,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3230,C,2,0,C02,0,16,17,1,3,4,156,82,6,27,,,2,2,0,0,1,0,5,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,328,0,6,334,656,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3230,C,4,0,C04,0,20,24,3,9,0,129,102,3,17,,,4,0,0,0,1,0,1,1,0,0,0,1,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,324,0,10,334,655,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3231,C,1,0,C01,0,25,20,0,6,7,211,83,7,27,,,3,0,0,0,3,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,1,7,408,714,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3231,C,2,0,C02,0,47,24,3,2,5,237,50,10,34,,,4,0,0,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,425,0,12,437,714,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3231,C,7,0,C07,0,35,22,1,6,6,198,80,11,31,,,3,0,1,0,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,2,408,2,8,418,713,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3233,C,3,0,C03,0,51,6,0,1,0,375,30,1,16,,,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,6,494,637,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3234,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,,,0,30,22,0,0,0,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,159,1,11,171,707,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3234,C,3,0,C03,0,32,26,30,7,3,132,121,4,30,,,2,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,400,0,14,414,707,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3234,C,5,0,C05,0,20,19,1,14,6,149,98,11,30,,,1,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,9,366,707,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,7,0,C07,0,37,22,4,14,5,207,81,6,22,,,2,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,410,0,9,419,712,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3020,C,12,0,C12,0,16,16,1,9,4,173,93,9,26,,,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,355,0,0,355,711,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3021,C,2,0,C02,0,23,24,3,11,4,199,80,4,18,,,1,1,0,0,4,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,3,0,383,1,3,387,686,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,3,0,C03,0,20,16,1,9,3,149,88,13,9,,,0,0,0,0,3,0,0,4,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,322,0,12,334,662,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,5,0,C05,0,16,23,3,9,4,119,102,5,18,,,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,314,0,5,319,662,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,6,0,C06,0,15,14,11,1,5,0,89,5,24,,,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,5,182,661,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3022,C,7,0,C07,0,24,24,0,9,7,126,75,6,28,,,4,0,0,1,4,1,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,321,1,12,334,661,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,B,1,0,B,0,23,22,3,5,0,142,88,6,21,,,2,1,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,322,724,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,4,0,C04,0,12,18,3,9,6,77,79,7,19,,,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,243,0,13,256,723,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3023,C,7,0,C07,0,24,13,1,7,5,95,107,7,15,,,0,1,0,0,1,0,2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,287,0,10,297,723,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3027,B,1,0,B,0,24,56,1,11,8,70,89,5,10,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,282,0,11,293,681,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3028,B,1,0,B,0,23,39,4,11,6,62,100,1,14,,,2,3,0,0,2,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,279,0,0,279,690,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3028,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,690,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3028,C,4,0,C04,0,22,40,2,3,6,73,84,4,24,,,3,3,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,275,0,7,282,690,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3029,C,10,0,C10,0,45,15,0,4,3,298,63,3,17,,,2,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,458,0,8,466,712,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3031,C,1,0,C01,0,23,19,0,12,6,77,105,1,31,,,1,0,1,0,2,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,12,296,611,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,B,1,0,B,0,43,11,3,5,5,232,78,6,34,,,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,431,1,5,437,736,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,5,0,C05,0,34,15,3,8,5,235,92,10,24,,,5,1,0,0,1,0,3,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,445,0,2,447,736,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,6,0,C06,0,25,16,1,10,7,241,82,9,27,,,2,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,431,0,10,441,736,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,11,0,C11,0,41,20,1,6,1,249,83,10,29,,,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,3,7,457,736,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,12,0,C12,0,36,18,0,9,3,236,79,9,31,,,2,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,433,0,7,440,736,Grupo de recuento,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,14,0,C14,0,33,24,2,7,3,247,80,5,21,,,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,431,0,4,435,735,Acta casilla,,,
1,14,JALISCO,6,ZAPOPAN,120,ZAPOPAN,3033,C,15,0,C15,0,42,21,3,9,1,239,77,8,18,,,3,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,434,0,9,443,735,Grupo de recuento,,,
