CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1405,C,1,0,C01,0,22,22,3,11,1,98,94,5,4,,,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,268,0,6,274,507,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1410,B,1,0,B,0,33,22,4,12,5,131,110,7,4,,,0,0,0,0,1,0,2,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,341,0,5,346,549,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1414,C,1,0,C01,0,23,22,0,23,6,119,100,7,9,,,2,0,0,0,4,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,325,0,7,332,592,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1416,C,1,0,C01,0,17,20,2,14,4,116,133,6,2,,,5,1,0,0,2,0,2,4,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,335,0,9,344,615,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1418,B,1,0,B,0,20,16,3,14,3,94,106,4,2,,,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,279,1,10,290,511,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1419,B,1,0,B,0,25,19,1,16,9,111,93,10,3,,,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,294,0,10,304,513,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1428,B,1,0,B,0,27,22,5,17,7,129,147,3,8,,,4,0,0,0,5,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,388,1,9,398,709,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1428,C,1,0,C01,0,29,27,2,11,7,153,144,7,8,,,2,4,0,0,1,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,404,1,8,413,709,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1430,B,1,0,B,0,33,24,2,17,3,111,104,7,9,,,2,2,0,0,2,0,0,4,0,0,0,1,0,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,328,0,10,338,608,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1432,C,1,0,C01,0,17,22,2,16,6,116,94,9,7,,,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,4,302,557,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1433,B,1,0,B,0,43,26,0,7,4,142,128,5,8,,,5,2,0,0,1,1,3,3,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,384,0,11,395,692,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1433,C,1,0,C01,0,37,27,0,8,9,154,163,4,5,,,5,0,0,0,3,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,423,0,11,434,692,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1436,B,1,0,B,0,27,25,4,9,3,151,124,6,5,,,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367,0,11,378,579,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1436,C,1,0,C01,0,42,28,2,10,6,158,94,7,8,,,1,2,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,367,0,4,371,578,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1436,C,3,0,C03,0,17,38,1,12,2,182,79,8,7,,,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,357,0,9,366,578,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1437,C,1,0,C01,0,36,20,1,13,1,104,86,5,2,,,2,1,0,0,5,1,1,4,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,289,0,4,293,483,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1439,B,1,0,B,0,25,20,0,7,5,106,73,3,4,,,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,251,0,9,260,421,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1440,C,1,0,C01,0,28,23,0,7,6,93,82,4,12,,,2,1,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,270,0,8,278,480,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1446,B,1,0,B,0,27,24,2,5,3,96,87,1,2,,,2,0,0,0,3,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,3,262,450,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1446,C,1,0,C01,0,29,15,0,12,0,119,84,8,3,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275,0,8,283,450,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1448,B,1,0,B,0,46,25,1,10,3,157,122,16,10,,,2,0,0,0,2,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,404,0,7,411,640,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1448,C,1,0,C01,0,39,30,1,10,7,195,106,8,5,,,2,1,0,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,415,0,6,421,640,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1450,C,2,0,C02,0,34,20,5,23,4,181,94,10,10,,,1,3,0,0,1,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,399,0,8,407,617,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1451,C,1,0,C01,0,38,34,1,16,3,173,112,12,8,,,3,1,0,0,4,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,413,0,6,419,682,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1452,C,1,0,C01,0,37,39,2,9,2,141,126,4,4,,,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,370,0,0,370,544,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1452,C,2,0,C02,0,23,25,2,13,4,160,97,4,7,,,3,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,348,1,9,358,544,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1453,C,1,0,C01,0,32,22,2,14,6,148,96,7,10,,,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,346,0,6,352,556,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1453,C,2,0,C02,0,30,23,3,17,3,130,113,8,7,,,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,348,1,10,359,556,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1455,C,1,0,C01,0,36,37,2,20,8,125,114,5,7,,,1,3,0,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,368,0,5,373,612,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1456,C,2,0,C02,0,28,27,6,17,8,150,100,5,6,,,2,1,0,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,361,0,8,369,633,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1457,C,1,0,C01,0,45,21,1,9,9,147,92,10,3,,,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,347,13,0,360,583,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1462,C,1,0,C01,0,33,21,1,10,5,132,129,5,5,,,2,2,1,0,2,0,0,6,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,358,1,8,367,610,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1463,B,1,0,B,0,14,15,5,9,5,94,94,0,9,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,256,0,11,267,465,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1466,B,1,0,B,0,37,19,3,15,1,122,109,6,7,,,0,2,0,0,2,0,0,3,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,1,0,1,0,0,1,1,338,0,7,345,594,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1466,C,1,0,C01,0,33,30,1,10,6,122,83,2,4,,,1,2,0,0,5,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,308,0,8,316,594,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1467,B,1,0,B,0,18,19,6,11,9,103,115,3,8,,,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,298,0,9,307,531,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1468,B,1,0,B,0,39,36,2,16,6,127,134,8,6,,,0,4,0,0,2,1,0,6,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,398,0,11,409,711,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1468,C,1,0,C01,0,28,32,4,20,3,124,139,9,6,,,0,2,0,0,1,0,2,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,378,0,10,388,710,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1469,C,1,0,C01,0,42,34,2,11,12,121,104,5,11,,,2,1,0,0,0,0,0,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,9,362,749,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1471,C,2,0,C02,0,25,19,3,11,5,96,122,8,9,,,6,2,0,0,3,0,1,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,4,322,578,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1472,C,1,0,C01,0,15,24,2,13,8,102,117,3,5,,,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,304,1,7,312,530,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1473,B,1,0,B,0,19,21,0,17,8,136,111,6,9,,,4,1,0,6,2,0,1,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,377,0,4,381,700,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1473,C,1,0,C01,0,25,18,4,14,7,133,124,2,11,,,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,347,1,9,357,700,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1477,C,2,0,C02,0,19,21,2,14,5,107,131,2,8,,,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,323,0,4,327,658,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1481,B,1,0,B,0,19,22,1,8,7,96,125,2,5,,,4,0,0,0,2,1,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,11,310,537,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1374,C,1,0,C01,0,23,12,1,12,3,124,81,6,6,,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,276,0,7,283,421,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1376,B,1,0,B,0,44,34,3,5,8,153,103,7,5,,,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,376,0,10,386,597,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1378,B,1,0,B,0,29,23,3,19,8,194,156,8,9,,,1,0,0,1,3,2,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,466,1,5,472,672,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1379,C,2,0,C02,0,42,22,3,8,5,151,128,0,7,,,2,1,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377,0,3,380,558,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1382,B,1,0,B,0,17,16,5,15,10,95,136,7,5,,,2,3,0,0,0,0,2,7,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,0,9,339,612,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1385,C,1,0,C01,0,26,23,2,10,2,107,135,4,7,,,2,2,1,0,6,0,0,5,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,338,0,8,346,708,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1390,B,1,0,B,0,4,15,2,9,7,149,122,2,2,,,0,0,0,0,2,0,2,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,323,0,4,327,627,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1394,B,1,0,B,0,18,17,0,13,5,130,111,6,4,,,0,0,0,1,4,0,4,8,0,0,0,0,0,0,0,5,0,1,0,1,0,0,2,0,0,0,2,0,0,0,332,0,5,337,598,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1394,C,1,0,C01,0,12,19,1,15,13,126,118,4,3,,,5,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,324,1,12,337,598,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1396,B,1,0,B,0,13,20,3,14,5,148,107,4,4,,,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,327,1,7,335,611,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1403,C,2,0,C02,0,14,21,1,17,5,147,98,2,7,,,1,0,0,0,2,0,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,324,0,8,332,572,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1405,B,1,0,B,0,29,20,1,8,1,85,62,5,4,,,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,5,229,508,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1407,B,1,0,B,0,30,32,2,14,4,132,94,5,8,,,3,3,0,0,2,0,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,338,0,10,348,525,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1407,C,2,0,C02,0,21,42,1,14,2,139,93,3,7,,,2,0,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,8,339,524,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1408,B,1,0,B,0,27,24,0,17,4,125,106,8,10,,,1,2,0,0,1,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,336,0,6,342,718,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1411,B,1,0,B,0,34,36,2,11,3,156,101,6,9,,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,366,0,15,381,671,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1412,B,1,0,B,0,21,26,1,16,3,131,116,6,3,,,3,0,2,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335,0,12,347,711,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1412,C,1,0,C01,0,17,31,1,14,6,144,147,8,6,,,3,2,1,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,2,16,409,711,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1413,B,1,0,B,0,11,13,1,14,7,122,105,3,6,,,2,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,298,0,8,306,579,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1413,C,2,0,C02,0,25,14,1,10,3,122,128,6,3,,,2,0,0,0,5,1,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,0,0,0,332,1,8,341,578,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1417,B,1,0,B,0,26,24,4,12,5,124,103,11,8,,,0,0,0,0,3,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,330,0,12,342,576,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1417,C,1,0,C01,0,18,21,2,8,110,112,13,2,1,,,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,302,0,5,307,575,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1418,C,1,0,C01,0,16,20,2,8,3,97,116,5,3,,,1,0,0,0,2,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,282,0,8,290,511,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1419,C,1,0,C01,0,16,21,4,9,7,94,101,5,5,,,0,2,2,0,5,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281,0,8,289,512,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1420,C,1,0,C01,0,22,23,3,9,3,94,107,4,4,,,1,1,0,0,1,0,0,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,283,0,11,294,504,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1421,B,1,0,B,0,14,17,0,17,4,86,135,3,4,,,1,0,0,0,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,294,1,11,306,554,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1424,C,1,0,C01,0,19,26,3,26,4,109,112,6,5,,,3,2,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324,0,9,333,613,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1424,C,2,0,C02,0,13,23,5,18,8,100,126,4,12,,,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,314,2,6,322,613,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1425,C,2,0,C02,0,20,15,2,12,5,98,122,6,4,,,3,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,298,0,4,302,521,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1427,C,1,0,C01,0,13,24,6,7,8,77,119,2,10,,,1,1,0,0,2,1,1,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,282,2,6,290,510,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1431,C,1,0,C01,0,36,32,1,11,6,161,160,4,15,,,5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,441,0,8,449,732,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1434,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1435,B,1,0,B,0,29,28,3,4,7,211,122,6,8,,,3,2,0,0,3,0,1,4,1,0,0,0,0,1,1,3,0,0,0,2,0,0,3,0,0,0,0,0,1,0,443,0,13,456,744,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1437,B,1,0,B,0,37,20,0,9,4,119,76,8,7,,,2,2,0,0,2,2,4,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,6,303,483,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1440,B,1,0,B,0,30,20,2,12,2,121,87,7,5,,,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,299,0,7,306,481,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1447,B,1,0,B,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1447,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1448,C,2,0,C02,0,37,25,3,15,4,162,126,8,8,,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,395,0,8,403,640,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1450,C,1,0,C01,0,39,27,3,15,7,149,103,7,6,,,8,5,0,0,2,1,0,11,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,390,0,7,397,618,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1454,B,1,0,B,0,44,20,6,10,3,156,119,6,10,,,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,387,0,17,404,654,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1454,C,1,0,C01,0,35,18,3,17,11,138,142,3,5,,,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,385,0,11,396,654,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1454,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1456,C,1,0,C01,0,44,27,2,8,7,164,105,7,13,,,3,2,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,391,0,12,403,633,Grupo de recuento,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1458,B,1,0,B,0,17,15,0,6,5,106,83,9,8,,,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,258,0,5,263,508,Acta casilla,,,
1,14,JALISCO,11,GUADALAJARA,41,GUADALAJARA,1459,C,1,0,C01,0,18,32,5,14,3,131,154,7,1,,,1,1,0,0,1,0,0,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,378,0,8,386,696,Acta casilla,,,
