CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,327,E,1,2,E01C02,0,115,32,2,28,5,10,86,4,3,0,0,285,0,11,296,579,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,328,B,1,0,B,0,194,26,14,12,4,9,75,6,5,0,0,345,0,16,361,589,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,328,C,1,0,C01,0,178,26,16,11,5,17,64,0,0,0,0,317,0,12,329,588,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,328,C,2,0,C02,0,158,18,19,16,6,18,89,4,3,0,0,331,0,16,347,588,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,671,B,1,0,B,0,248,32,4,8,6,26,55,7,0,0,0,386,1,6,393,572,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,671,C,1,0,C01,0,283,23,3,7,5,15,48,7,1,0,0,392,0,12,404,572,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,671,C,2,0,C02,0,140,28,5,11,4,19,60,7,1,0,0,275,0,4,279,572,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,671,C,3,0,C03,0,242,19,7,12,5,36,53,3,1,0,0,378,0,10,388,571,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,672,B,1,0,B,0,292,23,5,13,4,28,111,10,1,0,0,487,0,10,497,682,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,672,C,1,0,C01,0,275,19,7,18,4,33,97,10,3,0,0,466,0,4,470,681,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,672,C,2,0,C02,0,288,28,9,12,2,30,106,7,1,1,0,484,1,18,503,681,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,672,C,3,0,C03,0,305,21,6,13,3,23,94,7,1,1,0,474,1,12,487,681,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,673,B,1,0,B,0,142,15,16,16,4,20,107,7,3,0,0,330,0,23,353,662,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,673,C,1,0,C01,0,157,20,13,15,3,20,105,3,2,0,0,338,0,18,356,661,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,674,B,1,0,B,0,281,30,8,23,11,31,95,6,2,0,0,487,0,15,502,663,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,674,C,1,0,C01,0,287,21,7,8,3,22,91,7,0,1,0,447,0,8,455,662,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,675,B,1,0,B,0,277,24,8,6,4,30,83,9,0,0,0,441,0,8,449,561,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,675,C,1,0,C01,0,270,19,3,11,1,25,82,11,0,0,0,422,0,8,430,561,Acta casilla,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,676,B,1,0,B,0,143,28,5,51,3,23,98,7,4,0,0,362,2,24,388,741,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,676,C,1,0,C01,0,135,31,4,79,7,25,95,9,5,0,0,390,0,21,411,741,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,677,B,1,0,B,0,142,13,10,30,4,23,129,7,2,0,0,360,0,20,380,739,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,677,C,1,0,C01,0,142,8,7,48,6,33,167,3,0,1,0,415,0,24,439,739,Grupo de recuento,,,
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,0,A,16,0,VA16,0,5,1,0,0,0,0,1,0,0,0,0,7,0,0,7,9,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,B,1,0,B,0,160,13,3,12,2,16,63,6,0,0,0,275,0,13,288,413,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,C,1,0,C01,0,149,18,3,3,3,19,85,1,4,0,0,285,0,10,295,413,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,58,B,1,0,B,0,184,23,4,12,8,29,113,3,2,1,0,379,0,14,393,610,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,63,B,1,0,B,0,195,21,1,7,4,22,89,4,2,0,0,345,1,16,362,589,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,64,B,1,0,B,0,134,15,2,13,2,12,73,3,0,0,0,254,0,10,264,389,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,64,C,1,0,C01,0,145,11,4,6,4,24,70,3,2,0,0,269,0,8,277,388,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,65,B,1,0,B,0,206,16,3,13,1,45,91,8,2,1,0,386,0,12,398,589,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,66,B,1,0,B,0,176,17,2,9,0,16,58,3,3,0,0,284,0,6,290,405,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,66,C,1,0,C01,0,142,23,3,6,3,22,68,4,5,0,0,276,0,12,288,405,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,67,B,1,0,B,0,251,26,6,5,5,24,71,3,2,0,0,393,0,9,402,487,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,68,B,1,0,B,0,219,23,8,9,8,33,127,11,1,0,0,439,0,20,459,656,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,69,B,1,0,B,0,134,18,7,6,4,24,68,6,0,0,0,267,0,10,277,410,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,69,C,1,0,C01,0,161,13,12,4,2,16,59,3,3,0,0,273,0,8,281,409,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,70,B,1,0,B,0,221,11,3,5,4,30,104,4,0,0,1,383,0,12,395,576,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,71,B,1,0,B,0,215,26,3,6,2,22,66,6,0,0,0,346,0,11,357,500,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,71,C,1,0,C01,0,213,18,8,9,2,24,66,7,3,0,1,351,0,9,360,500,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,72,B,1,0,B,0,162,18,6,14,0,16,71,8,2,0,0,297,0,15,312,484,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,73,B,1,0,B,0,155,23,9,5,3,25,43,9,0,0,0,272,0,6,278,384,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,73,C,1,0,C01,0,169,14,2,6,3,21,53,1,2,0,0,271,1,10,282,384,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,74,B,1,0,B,0,206,16,3,8,4,30,53,2,1,0,0,323,1,5,329,488,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,75,B,1,0,B,0,235,24,3,8,7,22,87,6,1,0,0,393,0,9,402,591,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,76,B,1,0,B,0,186,22,3,8,7,14,68,5,0,0,0,313,0,0,313,461,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,77,B,1,0,B,0,181,28,8,9,5,14,89,9,0,0,0,343,0,10,353,516,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,78,B,1,0,B,0,127,13,4,6,2,19,61,3,0,0,0,235,0,14,249,376,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,78,C,1,0,C01,0,122,20,5,7,0,13,63,2,0,0,0,232,0,15,247,375,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,79,B,1,0,B,0,145,16,4,5,0,17,71,2,3,0,0,263,1,10,274,380,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,79,C,1,0,C01,0,156,10,1,7,3,16,51,1,0,1,0,246,0,8,254,379,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,B,1,0,B,0,185,12,3,5,2,26,98,7,2,0,1,341,0,8,349,598,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,C,1,0,C01,0,164,16,3,12,3,19,122,6,3,0,0,348,0,14,362,598,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,C,2,0,C02,0,152,12,2,8,6,28,125,7,0,0,0,340,1,22,363,597,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,102,B,1,0,B,0,88,18,9,12,7,19,105,4,1,0,0,263,0,14,277,479,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,102,C,1,0,C01,0,101,16,6,12,4,29,87,6,3,2,0,266,0,16,282,479,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,103,B,1,0,B,0,100,13,6,13,2,12,92,4,3,0,0,245,0,18,263,404,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,103,C,1,0,C01,0,111,17,2,2,4,15,91,3,0,0,0,245,0,8,253,404,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,104,B,1,0,B,0,108,16,11,9,8,21,133,4,1,0,0,311,1,16,328,530,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,105,B,1,0,B,0,113,27,16,7,4,21,125,6,4,0,0,323,0,16,339,599,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,106,B,1,0,B,0,168,11,4,13,14,21,112,8,1,2,0,354,0,15,369,586,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,106,C,1,0,C01,0,189,11,8,5,9,14,106,2,0,0,0,344,0,14,358,585,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,107,B,1,0,B,0,171,13,9,11,9,25,83,7,6,0,0,334,0,15,349,554,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,107,C,1,0,C01,0,169,20,12,6,3,28,82,2,3,0,1,326,0,14,340,553,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,108,B,1,0,B,0,144,11,3,4,8,20,81,5,2,0,0,278,0,12,290,470,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,108,C,1,0,C01,0,124,12,6,10,7,28,88,5,3,0,0,283,0,15,298,470,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,109,B,1,0,B,0,163,21,4,11,4,20,95,0,0,0,0,318,0,16,334,558,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,109,C,1,0,C01,0,161,18,1,13,3,21,102,4,6,0,0,329,0,9,338,558,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,110,B,1,0,B,0,145,22,1,5,5,26,75,8,1,1,0,289,0,10,299,455,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,110,SMR,1,0,SMR01,0,27,5,0,3,1,11,22,0,0,0,0,69,0,4,73,0,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,110,SRP,1,0,SRP01,0,27,5,0,3,1,11,22,0,0,0,0,69,0,4,73,0,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,111,B,1,0,B,0,104,12,4,6,4,22,114,3,1,0,0,270,0,18,288,482,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,111,C,1,0,C01,0,111,14,10,5,5,22,112,4,1,0,0,284,0,26,310,481,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,112,B,1,0,B,0,214,20,6,9,3,33,125,7,3,0,0,420,2,6,428,604,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,112,C,1,0,C01,0,190,26,7,11,2,38,126,7,1,1,0,409,0,17,426,603,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,113,B,1,0,B,0,176,12,6,8,6,32,99,5,3,3,0,350,0,16,366,516,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,113,C,1,0,C01,0,180,12,3,9,4,21,121,8,1,0,0,359,0,7,366,515,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,114,B,1,0,B,0,146,10,7,4,4,22,90,5,1,0,0,289,1,17,307,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,114,C,1,0,C01,0,158,23,2,8,2,20,85,5,1,0,0,304,0,17,321,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,115,B,1,0,B,0,192,20,13,12,6,20,92,9,3,0,0,367,0,16,383,567,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,115,C,1,0,C01,0,161,17,2,11,9,26,97,6,6,0,0,335,0,12,347,566,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,B,1,0,B,0,238,15,7,10,9,29,137,11,3,1,1,461,0,15,476,665,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,1,0,C01,0,252,26,5,11,4,24,124,12,1,0,0,459,0,23,482,665,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,2,0,C02,0,262,23,11,7,6,29,116,11,2,0,0,467,0,14,481,665,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,3,0,C03,0,262,33,5,11,5,25,117,4,2,0,0,464,0,19,483,665,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,4,0,C04,0,272,21,10,3,10,29,132,9,0,0,0,486,1,12,499,665,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,5,0,C05,0,262,27,5,12,3,36,119,2,1,1,0,468,0,14,482,664,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,119,C,6,0,C06,0,243,21,7,8,7,47,120,8,3,0,1,465,0,10,475,664,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,120,B,1,0,B,0,132,9,3,4,2,8,60,6,3,0,0,227,0,11,238,381,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,120,C,1,0,C01,0,102,7,7,8,3,17,88,5,1,4,0,242,0,12,254,380,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,121,B,1,0,B,0,162,22,9,13,5,24,123,10,0,1,0,369,0,15,384,585,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,122,B,1,0,B,0,157,20,11,5,5,21,108,5,2,0,0,334,1,10,345,533,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,122,C,1,0,C01,0,148,24,9,6,6,29,110,6,1,0,0,339,3,10,352,532,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,123,B,1,0,B,0,194,20,7,6,10,19,117,3,3,0,0,379,0,15,394,645,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,124,B,1,0,B,0,171,19,5,4,3,35,116,1,1,0,0,355,0,11,366,488,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,125,B,1,0,B,0,180,18,4,8,8,18,101,8,1,0,0,346,0,12,358,535,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,125,C,1,0,C01,0,183,22,6,5,4,16,108,9,0,0,0,353,0,13,366,535,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,138,B,1,0,B,0,207,22,8,11,6,27,128,11,2,1,0,423,0,10,433,687,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,138,C,1,0,C01,0,171,20,13,14,9,25,155,5,3,0,0,415,0,8,423,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,139,B,1,0,B,0,102,12,13,4,3,9,73,2,2,0,0,220,0,15,235,402,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,139,C,1,0,C01,0,92,14,6,4,3,15,72,4,1,0,0,211,0,11,222,401,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,140,B,1,0,B,0,140,17,3,5,3,17,80,10,4,0,0,279,0,13,292,411,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,140,C,1,0,C01,0,142,21,4,13,2,24,84,4,4,0,0,298,0,11,309,410,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,141,B,1,0,B,0,133,21,0,0,2,23,90,7,2,0,0,278,0,9,287,496,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,141,C,1,0,C01,0,123,12,4,8,3,21,106,4,0,0,0,281,0,21,302,496,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,142,B,1,0,B,0,101,16,8,9,5,17,101,4,2,0,1,264,0,12,276,387,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,142,C,1,0,C01,0,117,15,1,9,8,20,101,1,1,0,0,273,0,9,282,387,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,143,B,1,0,B,0,124,18,1,8,1,26,78,2,5,0,0,263,0,18,281,430,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,143,C,1,0,C01,0,126,13,2,16,4,20,94,0,0,0,0,275,0,23,298,429,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,144,B,1,0,B,0,100,19,10,9,8,24,93,4,2,0,0,269,0,17,286,447,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,144,C,1,0,C01,0,121,17,8,8,7,18,83,3,3,0,1,269,0,10,279,447,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,145,B,1,0,B,0,210,45,10,11,6,31,155,10,5,0,0,483,0,29,512,719,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,148,B,1,0,B,0,139,11,13,19,8,29,129,10,2,0,0,360,0,22,382,719,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,148,C,1,0,C01,0,142,15,8,12,7,18,142,0,1,0,0,345,0,28,373,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,B,1,0,B,0,150,23,6,21,13,29,128,8,0,0,0,378,1,2,381,644,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,C,1,0,C01,0,216,21,5,14,3,34,143,7,0,0,0,443,0,18,461,644,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,C,2,0,C02,0,198,28,3,7,6,27,122,6,1,0,0,398,0,19,417,644,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,C,3,0,C03,0,174,23,5,18,4,25,146,9,1,0,0,405,0,20,425,644,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,C,4,0,C04,0,211,19,1,4,4,43,135,7,5,0,0,429,0,12,441,643,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,149,C,5,0,C05,0,197,37,6,11,3,30,121,4,3,0,0,412,0,15,427,643,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,159,B,1,0,B,0,240,31,8,8,5,33,104,8,2,1,0,440,0,19,459,637,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,180,B,1,0,B,0,182,24,7,4,2,18,70,5,1,0,0,313,0,13,326,499,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,181,B,1,0,B,0,210,31,8,7,4,26,112,13,2,0,0,413,0,18,431,657,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,182,B,1,0,B,0,225,25,6,7,5,22,126,10,3,1,0,430,0,13,443,608,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,183,B,1,0,B,0,137,15,3,4,3,19,60,2,1,0,0,244,0,8,252,413,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,184,B,1,0,B,0,118,21,2,4,4,19,51,3,6,0,0,228,0,15,243,390,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,184,C,1,0,C01,0,124,13,1,4,3,27,69,3,0,0,0,244,0,6,250,390,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,185,B,1,0,B,0,83,8,1,3,5,17,66,3,0,0,0,186,0,7,193,301,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,186,B,1,0,B,0,112,17,2,10,3,14,51,5,5,1,0,220,0,12,232,406,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,187,B,1,0,B,0,185,21,4,8,4,20,110,12,0,1,0,365,0,20,385,610,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,188,B,1,0,B,0,179,20,5,9,3,22,86,6,3,1,0,334,0,11,345,506,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,188,C,1,0,C01,0,130,18,3,12,7,18,117,7,4,0,0,316,0,0,316,505,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,189,B,1,0,B,0,179,18,2,12,11,36,94,8,2,0,0,362,0,0,362,547,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,189,C,1,0,C01,0,187,18,15,6,6,18,100,5,3,0,0,358,0,10,368,547,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,B,1,0,B,0,197,22,7,3,2,22,74,5,2,0,0,334,0,14,348,514,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,C,1,0,C01,0,206,21,5,9,5,21,57,10,0,0,0,334,0,15,349,514,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,C,2,0,C02,0,199,18,10,10,2,18,66,0,0,0,0,323,1,10,334,514,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,191,B,1,0,B,0,157,24,6,10,6,57,117,5,5,0,0,387,0,4,391,582,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,192,B,1,0,B,0,117,15,4,14,2,18,90,4,4,0,0,268,0,18,286,460,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,192,C,1,0,C01,0,104,12,5,10,4,18,98,4,3,0,0,258,0,8,266,459,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,193,B,1,0,B,0,122,17,2,11,5,10,62,3,2,0,0,234,0,13,247,440,Acta casilla,,,
