CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,1,C,2,0,C02,0,410,20,2,3,0,9,21,6,1,0,0,472,1,6,479,584,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,1,C,3,0,C03,0,377,24,2,5,0,9,20,7,3,0,0,447,0,5,452,584,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,2,B,1,0,B,0,194,19,2,3,2,13,44,3,1,0,0,281,0,5,286,463,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,2,C,1,0,C01,0,184,16,2,9,3,7,37,2,3,0,0,263,0,7,270,463,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,B,1,0,B,0,264,11,5,5,4,34,85,5,2,1,0,416,1,13,430,584,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,C,1,0,C01,0,267,31,3,6,5,22,78,8,3,0,0,423,1,7,431,583,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,3,C,2,0,C02,0,246,19,6,12,0,30,80,8,2,0,0,403,0,0,403,583,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,4,B,1,0,B,0,274,18,5,11,2,35,120,8,0,0,0,473,1,20,494,700,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,4,C,1,0,C01,0,256,33,2,18,9,41,132,6,2,0,0,499,0,12,511,699,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,5,B,1,0,B,0,300,23,5,12,5,36,102,7,1,0,0,491,0,13,504,748,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,6,B,1,0,B,0,291,37,4,11,6,31,95,2,1,0,0,478,0,8,486,682,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,7,B,1,0,B,0,177,16,2,5,3,11,63,7,3,0,0,287,0,5,292,385,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,7,C,1,0,C01,0,156,17,3,11,3,23,64,3,1,0,0,281,0,5,286,384,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,8,B,1,0,B,0,271,21,3,12,2,30,102,8,3,0,0,452,2,11,465,621,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,8,C,1,0,C01,0,287,30,0,7,3,32,87,8,4,0,0,458,1,6,465,621,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,9,B,1,0,B,0,353,26,1,13,3,25,94,14,2,0,0,531,0,18,549,637,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,9,C,1,0,C01,0,262,31,5,8,7,33,120,7,1,0,0,474,1,10,485,636,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,10,B,1,0,B,0,276,24,5,16,2,19,69,7,3,1,0,422,0,7,429,601,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,10,C,1,0,C01,0,250,35,10,14,4,23,87,9,2,0,0,434,3,14,451,601,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,11,B,1,0,B,0,226,17,2,15,9,24,83,11,1,0,0,388,0,8,396,623,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,11,C,1,0,C01,0,197,18,4,18,5,23,101,4,1,0,0,371,0,0,371,622,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,12,B,1,0,B,0,180,25,5,4,2,19,62,10,2,0,0,309,0,8,317,408,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,12,C,1,0,C01,0,179,21,7,10,2,15,64,6,7,0,0,311,1,7,319,407,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,13,B,1,0,B,0,162,15,3,3,2,17,62,3,2,1,0,270,0,14,284,393,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,13,C,1,0,C01,0,155,15,3,6,8,23,62,3,2,0,0,277,0,16,293,392,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,14,B,1,0,B,0,230,14,1,8,3,19,59,5,5,0,0,344,0,6,350,471,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,14,C,1,0,C01,0,186,17,5,6,1,21,72,7,3,0,0,318,0,8,326,471,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,15,B,1,0,B,0,125,17,2,8,3,27,77,5,1,0,1,266,1,14,281,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,15,C,1,0,C01,0,122,9,5,15,5,16,83,4,5,1,0,265,1,11,277,497,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,16,B,1,0,B,0,114,14,2,4,2,15,70,3,3,0,0,227,1,13,241,431,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,16,C,1,0,C01,0,116,11,9,4,2,21,65,5,1,0,0,234,0,11,245,430,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,17,B,1,0,B,0,142,7,6,17,3,27,97,3,2,1,0,305,0,13,318,513,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,17,C,1,0,C01,0,160,10,0,14,2,19,68,3,2,0,0,278,0,19,297,512,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,18,B,1,0,B,0,163,18,4,13,3,21,93,7,2,0,0,324,1,15,340,520,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,18,C,1,0,C01,0,179,31,4,16,4,27,62,8,2,0,0,333,0,9,342,520,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,21,B,1,0,B,0,146,24,5,18,4,29,108,3,5,1,0,343,1,14,358,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,21,C,1,0,C01,0,155,18,8,9,8,31,122,8,2,0,0,361,0,25,386,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,22,B,1,0,B,0,165,28,3,14,6,23,112,7,7,0,0,365,0,30,395,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,23,B,1,0,B,0,139,10,1,9,6,18,72,2,4,0,0,261,0,7,268,461,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,23,C,1,0,C01,0,132,19,9,6,3,17,67,0,0,0,0,253,1,8,262,460,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,24,B,1,0,B,0,145,27,3,5,5,36,90,5,0,0,0,316,2,18,336,623,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,31,B,1,0,B,0,121,10,5,15,3,19,64,3,5,0,0,245,1,16,262,475,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,31,C,1,0,C01,0,141,10,7,11,3,12,58,4,5,1,0,252,0,13,265,475,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,32,B,1,0,B,0,107,23,14,17,4,17,103,3,2,0,0,290,2,20,312,573,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,32,C,1,0,C01,0,97,25,7,11,8,21,98,5,5,0,0,277,0,16,293,572,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,42,B,1,0,B,0,182,18,5,11,3,19,101,3,4,1,0,347,0,12,359,619,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,42,C,1,0,C01,0,183,18,12,13,6,16,93,4,3,0,0,348,0,21,369,619,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,43,B,1,0,B,0,288,16,3,19,3,31,75,9,0,0,0,444,2,14,460,643,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,43,C,1,0,C01,0,285,20,3,9,7,26,65,7,2,1,0,425,1,19,445,643,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,43,C,2,0,C02,0,274,22,2,11,2,37,81,7,5,0,0,441,1,12,454,643,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,B,1,0,B,0,415,29,5,10,2,33,63,5,1,0,0,563,0,10,573,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,C,1,0,C01,0,468,26,3,4,3,24,60,6,1,0,0,595,1,8,604,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,C,2,0,C02,0,476,26,6,5,1,15,43,5,0,0,0,577,2,9,588,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,C,3,0,C03,0,453,19,2,3,3,24,62,0,1,1,0,568,1,7,576,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,C,4,0,C04,0,425,47,3,12,3,27,58,4,4,0,0,583,0,8,591,732,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,44,C,5,0,C05,0,443,24,3,8,2,27,62,8,1,0,0,578,0,6,584,732,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,45,B,1,0,B,0,330,29,0,6,1,9,34,10,2,1,0,422,0,3,425,523,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,45,C,1,0,C01,0,336,25,2,2,2,13,31,11,1,1,0,424,0,5,429,522,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,45,C,2,0,C02,0,333,19,4,1,2,16,37,6,3,0,0,421,1,6,428,522,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,46,B,1,0,B,0,348,27,12,6,1,24,51,5,3,0,0,477,0,10,487,666,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,46,C,1,0,C01,0,398,19,4,8,5,17,42,5,3,0,0,501,0,8,509,665,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,46,C,2,0,C02,0,376,22,6,3,2,25,48,13,3,0,0,498,0,13,511,665,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,47,B,1,0,B,0,435,26,7,4,2,20,41,17,1,0,0,553,0,8,561,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,47,C,1,0,C01,0,478,18,5,7,0,20,36,7,1,1,0,573,1,5,579,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,47,C,2,0,C02,0,477,32,3,6,2,9,42,11,0,0,0,582,0,6,588,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,47,C,3,0,C03,0,482,23,5,5,2,18,44,7,4,0,0,590,0,9,599,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,47,C,4,0,C04,0,429,32,5,7,0,23,60,11,3,0,0,570,1,5,576,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,48,B,1,0,B,0,299,27,2,7,2,25,99,7,6,0,0,474,0,6,480,651,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,48,C,1,0,C01,0,332,33,2,3,2,20,53,7,4,0,0,456,0,11,467,650,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,48,C,2,0,C02,0,325,20,8,7,4,27,60,14,2,0,0,467,0,10,477,650,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,49,B,1,0,B,0,275,27,5,11,2,37,105,3,1,1,0,467,0,23,490,744,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,49,C,1,0,C01,0,263,25,6,16,1,37,100,12,9,0,0,469,2,18,489,743,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,50,B,1,0,B,0,215,23,6,9,4,35,85,9,3,0,0,389,2,10,401,580,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,50,C,1,0,C01,0,231,14,3,7,3,27,78,5,1,0,1,370,0,8,378,580,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,50,C,2,0,C02,0,221,21,2,6,3,33,88,6,1,1,0,382,1,8,391,580,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,51,B,1,0,B,0,200,23,3,13,4,49,85,9,3,0,0,389,1,10,400,585,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,51,C,1,0,C01,0,201,28,7,15,8,33,89,5,3,0,0,389,0,20,409,584,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,52,B,1,0,B,0,253,17,5,15,4,28,90,13,1,1,1,428,0,14,442,619,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,52,C,1,0,C01,0,244,15,4,6,3,29,84,7,7,0,0,399,1,12,412,619,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,B,1,0,B,0,239,28,1,6,3,21,70,9,2,1,0,380,1,10,391,534,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,C,1,0,C01,0,257,17,1,15,7,27,59,9,2,0,0,394,0,11,405,534,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,53,C,2,0,C02,0,271,16,1,11,4,26,59,4,2,0,0,394,0,12,406,534,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,54,B,1,0,B,0,126,18,4,8,4,27,88,5,1,0,0,281,0,11,292,532,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,54,C,1,0,C01,0,130,23,2,10,6,23,91,4,1,0,0,290,0,8,298,531,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,55,B,1,0,B,0,182,15,9,10,5,34,87,6,2,2,0,352,2,13,367,534,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,55,C,1,0,C01,0,180,17,7,6,3,22,73,7,1,2,0,318,0,17,335,533,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,B,1,0,B,0,183,21,7,3,3,27,65,8,4,0,0,321,0,8,329,467,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,C,1,0,C01,0,169,24,5,10,2,19,73,6,0,0,0,308,0,0,308,467,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,59,B,1,0,B,0,261,22,8,13,3,30,95,12,4,0,0,448,2,13,463,708,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,60,B,1,0,B,0,150,16,5,10,4,26,82,6,1,0,0,300,0,12,312,505,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,60,C,1,0,C01,0,147,16,2,4,4,16,98,3,3,0,0,293,0,18,311,504,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,61,B,1,0,B,0,193,18,2,12,4,33,145,11,1,0,1,420,0,20,440,725,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,62,B,1,0,B,0,210,22,3,22,5,31,102,8,7,0,0,410,1,17,428,685,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,B,1,0,B,0,304,25,3,10,2,31,55,8,3,0,0,441,0,11,452,669,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,1,0,C01,0,224,24,7,8,5,39,72,3,2,0,0,384,1,6,391,669,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,2,0,C02,0,278,19,2,8,6,21,73,3,4,1,0,415,0,11,426,669,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,3,0,C03,0,367,14,4,7,3,19,39,7,2,0,0,462,0,9,471,669,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,4,0,C04,0,304,12,4,5,4,26,63,7,2,0,0,427,0,4,431,669,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,5,0,C05,0,293,20,6,7,6,39,51,9,1,0,0,432,0,7,439,668,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,6,0,C06,0,292,31,8,2,4,18,65,9,6,0,0,435,0,10,445,668,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,7,0,C07,0,237,29,5,8,2,28,72,5,2,0,0,388,0,11,399,668,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,320,C,8,0,C08,0,279,21,3,16,2,34,58,3,1,1,0,418,2,9,429,668,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,646,B,1,0,B,0,168,19,4,3,3,32,94,2,3,0,0,328,1,11,340,570,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,646,C,1,0,C01,0,183,10,3,14,6,20,81,9,4,0,0,330,2,11,343,569,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,646,C,2,0,C02,0,189,18,8,8,5,19,82,6,3,2,0,340,1,7,348,569,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,646,C,3,0,C03,0,169,13,4,5,4,10,72,4,1,0,0,282,0,14,296,569,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,647,B,1,0,B,0,419,16,3,6,1,30,29,4,1,1,0,510,2,5,517,623,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,647,C,1,0,C01,0,400,37,6,3,0,23,21,5,0,0,0,495,0,4,499,623,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,647,C,2,0,C02,0,471,25,11,0,2,25,27,6,3,1,0,571,0,3,574,623,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,648,B,1,0,B,0,318,20,2,6,2,17,17,4,0,0,0,386,0,2,388,484,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,648,C,1,0,C01,0,308,17,2,1,1,15,32,4,0,0,4,384,0,3,387,483,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,0,A,10,0,VA10,0,15,2,0,0,0,1,3,0,0,0,0,21,0,0,21,24,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,B,1,0,B,0,159,25,9,15,5,24,101,2,3,1,0,344,0,14,358,732,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,1,0,C01,0,167,23,10,19,3,22,99,9,6,0,0,358,0,9,367,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,2,0,C02,0,172,18,9,13,8,17,85,6,4,0,0,332,0,14,346,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,3,0,C03,0,177,14,10,13,5,21,75,4,6,0,0,325,1,25,351,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,4,0,C04,0,151,13,8,13,5,33,102,6,2,0,0,333,1,10,344,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,5,0,C05,0,169,11,3,11,2,24,98,3,2,2,0,325,0,18,343,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,6,0,C06,0,180,21,9,11,4,24,94,4,3,0,0,350,0,14,364,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,7,0,C07,0,155,20,8,11,6,30,81,7,4,0,0,322,2,15,339,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,8,0,C08,0,163,13,7,10,16,28,95,6,4,0,0,342,0,20,362,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,9,0,C09,0,192,26,8,8,8,32,95,1,2,0,0,372,0,13,385,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,10,0,C10,0,163,27,10,19,1,19,99,6,3,1,0,348,2,16,366,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,B,1,0,B,0,202,18,6,14,4,26,97,9,1,0,0,377,0,14,391,703,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,1,0,C01,0,208,11,6,15,6,31,113,4,0,0,1,395,1,19,415,702,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,2,0,C02,0,173,15,15,22,7,21,114,7,3,0,0,377,0,13,390,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,3,0,C03,0,201,15,15,8,4,32,87,8,1,0,0,371,1,12,384,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,4,0,C04,0,169,28,12,9,6,24,102,7,0,0,0,357,0,15,372,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,B,1,0,B,0,165,16,9,15,3,25,95,2,6,0,0,336,1,12,349,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,1,0,C01,0,196,25,17,14,9,16,75,7,1,1,0,361,0,16,377,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,2,0,C02,0,183,25,4,18,9,26,87,6,3,0,0,361,1,21,383,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,3,0,C03,0,183,30,14,9,6,24,79,7,4,0,0,356,1,6,363,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,4,0,C04,0,159,23,20,14,6,32,77,8,4,0,1,344,4,21,369,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,5,0,C05,0,155,35,25,19,5,31,92,5,6,0,0,373,2,17,392,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,6,0,C06,0,136,17,12,12,5,29,81,0,3,1,1,297,2,19,318,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,7,0,C07,0,175,29,21,13,9,28,96,5,4,0,0,380,0,15,395,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,B,1,0,B,0,140,47,9,8,6,22,66,4,0,0,0,302,1,10,313,516,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,C,1,0,C01,0,174,23,10,5,2,20,77,8,3,0,0,322,0,19,341,516,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,C,2,0,C02,0,123,26,4,14,5,19,87,2,2,0,0,282,0,13,295,515,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,B,1,0,B,0,235,20,10,10,4,31,90,10,4,0,0,414,1,22,437,734,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,1,0,C01,0,221,31,6,12,6,29,81,4,6,0,0,396,0,15,411,733,Grupo de recuento,,,
