CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,512,1,1,127,10,15,7,3,17,91,1,1,0,0,272,0,8,280,539
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,513,1,1,80,7,28,7,7,17,103,1,2,0,0,252,0,18,270,495
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,514,1,1,232,19,3,9,6,41,131,10,2,0,0,453,0,12,465,711
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,515,2,2,197,22,36,32,6,56,127,0,2,0,0,478,0,7,485,857
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,516,2,2,114,22,124,10,8,80,153,2,1,0,1,515,0,31,546,943
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,517,2,2,217,33,9,15,5,59,147,11,4,0,0,500,0,20,520,774
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,518,1,1,185,27,5,18,5,60,153,3,6,0,0,462,0,22,484,742
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,519,1,1,165,20,10,6,4,61,118,8,3,1,1,397,0,18,415,635
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,520,2,2,208,15,13,18,8,49,153,7,4,0,0,475,1,17,493,794
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,521,2,2,209,22,8,10,3,46,162,8,1,0,1,470,0,17,487,802
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,522,2,2,188,15,20,17,11,67,137,6,9,0,0,470,1,18,489,910
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,523,2,2,163,14,33,14,8,29,160,3,0,1,0,425,0,39,464,872
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,524,2,2,148,26,37,21,9,38,189,5,2,1,1,477,1,30,508,1003
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,525,2,2,159,9,33,20,7,67,173,9,2,1,0,480,0,39,519,992
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,526,2,2,221,17,8,20,8,61,172,9,1,0,0,517,0,21,538,861
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,527,2,2,252,21,15,17,18,48,158,9,1,0,0,539,4,21,564,889
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,528,2,2,200,16,4,22,16,90,190,4,0,0,0,542,0,19,561,1048
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,529,2,2,115,16,50,18,9,49,183,6,6,1,0,453,1,27,481,852
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,4,4,537,31,52,27,24,79,439,18,6,0,0,1213,0,54,1267,2378
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,531,2,2,210,24,29,20,12,64,235,7,2,0,0,603,0,27,630,1059
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,532,2,2,192,20,21,22,13,59,205,8,2,0,0,542,0,30,572,1058
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,533,2,2,204,25,10,28,11,59,225,9,2,1,0,574,0,31,605,1119
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,534,2,2,162,20,14,20,12,58,250,2,1,0,0,539,0,16,555,1115
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,535,2,2,202,18,22,19,12,56,239,6,1,0,0,575,0,30,605,1156
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,536,2,2,271,31,14,27,12,58,254,13,0,3,0,683,3,50,736,1362
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,537,2,2,189,25,23,16,8,43,233,5,2,1,0,545,0,33,578,1211
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,538,2,2,152,31,7,12,7,46,194,8,1,2,0,460,1,22,483,770
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,539,2,2,148,24,15,26,8,48,169,3,0,0,0,441,0,20,461,878
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,540,2,2,157,12,16,18,4,33,201,5,3,0,0,449,6,18,473,960
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,541,2,2,158,24,14,13,11,48,209,6,1,2,0,486,0,23,509,882
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,542,2,2,199,19,12,21,10,55,192,11,0,1,0,520,0,28,548,1015
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,543,2,2,187,11,11,16,9,59,195,2,6,1,0,497,0,24,521,1081
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,544,2,2,165,27,16,21,7,34,213,3,3,0,0,489,2,33,524,1043
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,545,2,2,191,19,17,23,9,45,220,4,4,2,0,534,0,23,557,1220
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,546,2,2,241,33,16,18,7,60,266,7,1,2,0,651,0,35,686,1364
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,547,2,2,278,24,13,23,17,61,286,8,4,1,0,715,0,24,739,1387
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,548,2,2,145,19,28,14,5,38,176,6,2,0,0,433,2,18,453,922
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,4,4,645,76,72,106,39,142,652,25,6,5,0,1768,4,68,1840,2950
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,550,2,2,243,27,7,21,11,58,177,7,1,0,0,552,1,16,569,822
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,551,2,2,217,18,6,28,11,73,202,8,2,1,0,566,1,9,576,921
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,552,2,2,226,20,7,10,6,55,168,4,2,0,0,498,0,18,516,785
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,553,2,2,235,24,15,15,6,44,171,10,5,0,0,525,0,12,537,899
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,554,2,2,269,32,8,23,11,51,186,2,4,1,0,587,2,20,609,933
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,12,12,1694,203,120,207,104,382,1620,72,9,1,0,4412,12,151,4575,8386
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,556,2,2,236,16,19,18,7,56,199,2,1,0,0,554,0,19,573,916
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,557,2,2,247,25,12,20,7,49,205,0,3,0,0,568,0,21,589,902
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,558,2,2,288,21,8,19,6,59,179,8,0,0,0,588,0,18,606,889
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,559,2,2,259,24,12,20,4,46,191,6,3,0,0,565,1,14,580,837
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,560,2,2,252,25,28,17,11,73,267,7,3,0,0,683,2,17,702,1160
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,561,1,1,124,13,6,16,1,24,70,5,1,0,0,260,0,10,270,409
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,562,2,2,118,21,53,12,7,33,159,9,0,0,0,412,0,23,435,886
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,563,2,2,166,15,58,10,8,34,184,8,3,2,0,488,2,41,531,911
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,564,2,2,185,17,30,14,11,18,159,7,3,0,0,444,0,27,471,867
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,565,1,1,122,17,45,7,8,38,143,8,1,2,0,391,0,18,409,708
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,566,2,2,168,19,39,14,6,29,149,8,3,0,0,435,0,25,460,794
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,567,2,2,162,22,30,10,11,47,170,7,0,0,0,459,0,38,497,876
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,568,1,1,135,15,49,6,11,32,103,6,5,0,0,362,0,15,377,717
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,569,2,2,177,31,36,15,8,32,137,4,7,0,1,448,0,8,456,765
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,570,1,1,141,20,5,9,6,21,142,7,1,1,0,353,0,11,364,681
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,571,1,1,96,14,40,6,6,14,135,1,2,0,0,314,0,21,335,638
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,572,13,13,1704,197,144,154,119,436,1689,89,21,6,2,4561,12,176,4749,8497
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,573,3,3,374,51,25,33,18,68,254,20,6,8,0,857,6,39,902,1763
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,574,2,2,182,49,15,17,11,42,148,10,4,2,0,480,2,31,513,1122
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,575,3,3,220,41,92,13,20,31,196,8,7,0,0,628,2,38,668,1523
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,576,2,2,167,42,51,23,10,13,143,6,4,1,2,462,15,15,492,996
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,577,2,2,155,22,75,29,13,16,221,9,4,6,1,551,1,41,593,1304
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,578,2,2,109,18,94,25,6,33,185,4,1,3,0,478,0,19,497,996
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,579,2,2,106,3,46,12,8,131,142,5,1,0,0,454,0,18,472,791
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,580,2,2,128,14,68,16,8,38,172,10,3,1,0,458,0,20,478,1040
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,581,2,2,152,10,57,14,12,32,197,1,0,13,0,488,0,21,509,996
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,582,2,2,132,23,74,24,13,40,214,4,2,2,0,528,0,32,560,1078
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,583,2,2,160,21,74,21,9,44,226,3,2,1,0,561,0,27,588,1113
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,584,2,2,176,15,39,11,13,34,166,4,5,1,1,465,0,25,490,993
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,585,2,2,161,18,47,22,6,27,167,7,2,0,0,457,2,19,478,1030
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,586,2,2,223,12,44,19,6,44,204,9,2,0,0,563,0,26,589,1086
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,587,2,2,200,29,29,13,9,42,240,4,4,1,2,573,0,43,616,1218
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,588,2,2,169,34,30,18,17,40,236,7,3,1,2,557,0,37,594,1236
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,19,19,2014,183,450,230,85,403,2230,65,22,18,0,5700,8,315,6023,12848
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,590,2,2,223,25,26,28,8,39,241,4,1,1,0,596,0,29,625,1037
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,591,1,1,153,14,12,15,8,49,118,5,4,3,0,381,1,14,396,697
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,592,2,2,186,26,12,14,10,36,177,5,1,0,0,467,0,34,501,762
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,593,1,1,68,15,37,16,10,17,107,7,5,0,0,282,0,27,309,596
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,13,13,972,123,139,118,127,303,1264,45,11,2,1,3105,10,123,3238,8850
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,595,3,3,711,56,15,17,17,145,342,37,6,0,0,1346,0,43,1389,1978
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,596,4,4,755,52,10,54,34,126,396,21,6,0,0,1454,0,39,1493,2553
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,597,3,3,215,23,17,27,24,61,329,17,2,0,0,715,0,31,746,1596
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,598,3,3,309,52,7,47,20,86,303,12,6,0,0,842,0,43,885,1511
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,599,2,2,322,32,11,34,13,63,199,18,3,0,0,695,1,21,717,1041
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,600,2,2,256,35,7,25,16,66,173,10,1,0,0,589,0,21,610,964
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,601,4,4,319,63,19,62,23,89,423,9,6,1,0,1014,0,61,1075,2293
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,602,3,3,315,28,48,41,29,92,380,10,2,1,0,946,0,32,978,2000
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,603,3,3,210,28,47,35,23,62,323,8,4,1,0,741,0,40,781,1669
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,604,2,2,211,28,14,23,7,51,233,12,4,1,0,584,0,27,611,1195
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,605,2,2,299,31,5,14,12,59,156,8,5,0,0,589,1,18,608,854
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,606,2,2,319,33,9,30,13,49,229,8,5,0,0,695,0,19,714,1165
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,607,2,2,230,28,3,29,10,38,187,7,3,0,0,535,0,18,553,820
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,608,3,3,404,66,52,19,11,25,225,11,13,3,0,829,0,37,866,1593
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,609,4,4,331,44,51,33,25,72,373,11,2,2,0,944,0,49,993,2578
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,610,3,3,201,19,25,29,17,78,312,15,2,2,0,700,0,43,743,1807
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,611,3,3,312,54,26,40,19,72,381,14,1,6,0,925,0,38,963,2078
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,5,5,383,41,41,50,35,108,562,15,10,0,1,1246,1,61,1308,3056
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,613,4,4,455,39,47,49,31,92,485,13,5,0,0,1216,0,68,1284,2979
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,614,4,4,406,45,33,56,30,139,471,14,7,1,0,1202,0,55,1257,2796
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,615,2,2,169,21,41,18,15,43,206,4,6,0,0,523,1,22,546,1372
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,616,2,2,175,34,6,18,5,13,110,3,1,1,1,367,0,19,386,770
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,617,4,4,442,50,39,44,22,123,533,20,4,2,0,1279,3,60,1342,2507
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,618,4,4,802,83,13,52,21,183,469,27,2,0,0,1652,0,44,1696,2253
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,619,2,2,355,40,11,35,10,84,317,12,1,0,0,865,4,30,899,1325
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,620,4,4,544,79,21,51,26,139,460,17,9,0,0,1346,1,69,1416,2261
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,621,5,5,505,66,31,55,31,183,634,12,5,1,1,1524,0,56,1580,3187
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,622,3,3,721,59,17,38,9,132,325,16,6,3,0,1326,0,49,1375,1890
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,623,3,3,387,33,10,26,17,95,274,5,6,0,0,853,1,36,890,1502
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,624,4,4,957,88,24,52,23,197,534,46,2,1,1,1925,1,51,1977,2906
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,625,5,5,398,46,16,31,29,127,554,12,3,0,0,1216,2,45,1263,3175
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,626,5,5,308,56,30,52,28,96,487,14,5,1,0,1077,2,61,1140,3211
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,627,3,3,299,52,8,33,19,88,340,13,6,0,0,858,0,45,903,1733
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,628,2,2,183,14,4,16,8,41,261,3,3,0,0,533,2,22,557,1271
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,629,2,2,306,46,19,30,14,33,147,9,8,2,1,615,0,24,639,1300
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,630,2,2,124,27,6,12,11,29,135,4,5,0,0,353,0,19,372,752
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,631,3,3,496,48,11,31,10,58,227,15,3,1,0,900,1,34,935,1812
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,632,3,3,335,35,29,,72,85,407,8,4,2,0,977,0,43,1020,1800
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,633,3,3,302,38,39,,47,67,333,8,5,1,0,840,0,38,878,1636
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,634,3,3,379,30,39,,56,83,389,9,3,0,0,988,1,36,1025,1793
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,635,4,4,394,32,23,52,36,123,471,16,11,8,0,1166,2,59,1227,2474
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,636,4,4,1045,80,21,50,25,162,380,47,6,1,0,1817,0,56,1873,2576
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,637,3,3,721,67,20,51,24,86,336,27,9,0,0,1341,1,46,1388,2197
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,638,4,4,916,88,22,65,36,160,457,36,9,0,0,1789,2,56,1847,2801
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,639,3,3,734,60,18,37,18,145,243,25,7,1,0,1288,4,29,1321,1843
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,640,4,4,978,80,23,70,18,256,452,38,6,1,0,1922,4,74,2000,2706
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,641,4,4,388,50,46,39,19,177,393,31,9,3,0,1155,0,63,1218,2736
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,642,4,4,902,93,31,51,18,195,441,37,5,1,1,1775,0,40,1815,2412
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,643,2,2,375,37,16,37,11,65,198,14,2,2,0,757,1,20,778,1186
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,644,4,4,522,49,31,55,20,176,354,19,5,1,0,1232,0,59,1291,2496
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,645,3,3,379,32,39,39,22,154,284,19,4,4,0,976,2,49,1027,1845
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,646,4,4,709,60,19,30,18,81,329,21,11,2,0,1280,4,43,1327,2277
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,647,3,3,1290,78,20,9,3,78,77,15,4,2,0,1576,2,12,1590,1869
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,648,2,2,626,37,4,7,3,32,49,8,0,0,4,770,0,5,775,967
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,649,4,4,1196,129,24,34,30,182,307,36,9,0,0,1947,1,44,1992,2676
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,650,4,4,832,68,22,47,16,141,377,32,9,2,1,1547,1,50,1598,2330
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,651,2,2,548,57,17,25,10,68,142,16,3,0,0,886,0,14,900,1256
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,652,4,4,454,78,7,52,26,115,499,21,12,0,0,1264,1,75,1340,2575
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,653,2,2,193,19,3,41,16,52,246,8,5,0,0,583,0,16,599,1119
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,654,1,1,75,97,7,6,5,10,85,3,3,0,0,291,0,13,304,454
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,655,2,2,88,169,3,10,14,42,229,3,8,0,0,566,2,31,599,1012
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,656,4,4,202,573,20,26,20,48,316,10,6,1,1,1223,1,56,1280,2259
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,657,2,2,134,283,7,23,8,40,245,9,2,0,0,751,0,34,785,1213
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,658,4,4,359,499,27,47,41,127,541,24,9,0,0,1674,3,58,1735,2820
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,659,3,3,185,311,59,26,11,50,401,16,3,1,4,1067,1,39,1107,2109
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,660,4,4,165,467,45,20,15,68,338,27,11,1,5,1162,0,50,1212,2295
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,661,2,2,75,238,11,14,5,30,229,11,5,0,1,619,1,18,638,1114
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,662,5,5,439,51,71,59,22,125,605,24,8,0,0,1404,3,60,1467,3308
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,663,2,2,230,19,16,14,6,27,141,12,8,0,0,473,1,39,513,1131
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,664,2,2,137,15,18,13,4,31,174,2,5,0,1,400,0,28,428,1045
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,665,4,4,281,39,46,18,12,62,352,5,3,0,0,818,5,48,871,2268
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,666,2,2,95,13,4,7,9,34,148,4,0,0,0,314,1,9,324,795
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,667,5,5,346,39,47,51,25,109,561,9,9,0,1,1197,1,48,1246,3033
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,668,4,4,401,57,72,29,33,80,446,17,10,4,0,1149,1,61,1211,2494
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,669,3,3,194,27,15,17,13,75,278,5,6,0,0,630,1,32,663,2094
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,670,4,4,339,41,31,40,16,120,427,18,8,0,0,1040,0,46,1086,2842
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,671,4,4,913,102,19,38,20,96,216,24,3,0,0,1431,1,32,1464,2287
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,672,4,4,1160,91,27,56,13,114,408,34,6,2,0,1911,2,44,1957,2725
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,673,2,2,299,35,29,31,7,40,212,10,5,0,0,668,0,41,709,1323
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,674,2,2,568,51,15,31,14,53,186,13,2,1,0,934,0,23,957,1325
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,675,2,2,547,43,11,17,5,55,165,20,0,0,0,863,0,16,879,1122
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,676,2,2,278,59,9,130,10,48,193,16,9,0,0,752,2,45,799,1482
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,677,2,2,284,21,17,78,10,56,296,10,2,1,0,775,0,44,819,1478
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,678,4,4,432,35,26,41,15,148,471,14,6,1,0,1189,1,55,1245,2755
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,679,2,2,225,45,16,9,18,13,107,13,5,0,0,451,0,25,476,902
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,680,5,5,588,59,27,61,25,147,595,12,8,1,0,1523,1,63,1587,3196
