CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,335,2,2,164,26,5,14,5,24,150,2,7,0,0,397,0,19,416,795
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,336,2,2,209,55,13,20,9,36,235,9,8,0,0,594,0,32,626,1250
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,337,2,2,196,86,4,20,5,55,206,11,3,0,0,586,0,53,639,1395
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,338,3,3,433,39,154,27,27,53,410,13,5,1,0,1162,0,57,1219,1979
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,339,3,3,412,28,115,18,26,46,402,14,8,6,0,1075,1,64,1140,1845
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,340,3,3,525,147,59,31,22,53,342,20,8,4,0,1211,0,61,1272,1947
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,341,4,4,833,35,250,28,27,52,328,16,13,14,1,1597,0,74,1671,2356
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,342,3,3,538,63,38,16,21,34,502,10,4,0,0,1226,0,38,1264,1771
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,343,5,5,933,76,133,42,47,71,1002,60,7,5,0,2376,0,62,2438,3489
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,344,4,4,652,87,211,32,44,78,606,23,13,4,1,1751,0,74,1825,2816
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,345,4,4,516,80,24,39,27,80,538,28,10,0,0,1342,0,64,1406,2429
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,346,3,3,533,73,78,24,29,51,360,33,19,1,0,1201,0,68,1269,1986
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,347,4,4,945,56,55,33,29,47,735,56,13,5,0,1974,0,93,2067,2972
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,348,3,3,522,50,56,21,52,48,502,16,2,7,1,1277,0,56,1333,1999
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,349,4,4,579,60,45,39,103,70,695,29,8,6,1,1635,0,91,1726,2805
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,350,4,4,640,49,101,28,51,64,560,47,7,3,1,1551,0,84,1635,2857
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,351,3,3,426,26,101,17,18,20,516,20,4,7,1,1156,0,37,1193,1647
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,352,4,4,564,70,151,26,29,61,570,24,4,1,1,1501,0,69,1570,2598
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,353,3,3,420,73,165,13,24,47,302,27,12,7,0,1090,1,34,1125,1698
2,1,AGUASCALIENTES,2,ASIENTOS,2,ASIENTOS,354,3,3,373,56,89,20,33,38,340,14,0,2,0,965,0,44,1009,1579
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,355,3,3,510,35,13,35,16,38,299,24,5,0,0,975,1,46,1022,1787
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,356,5,5,751,68,20,65,34,50,514,13,11,2,0,1528,1,85,1614,3029
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,357,3,3,489,49,12,39,30,39,287,19,4,0,0,968,3,50,1021,1950
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,358,6,6,987,59,31,86,64,83,632,16,13,1,0,1972,1,95,2068,3814
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,359,2,2,232,16,5,49,17,24,194,7,4,0,0,548,0,28,576,1119
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,360,2,2,164,14,16,18,13,23,145,2,3,0,1,399,0,14,413,808
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,361,3,3,462,52,7,37,15,47,370,15,4,1,0,1010,0,45,1055,1910
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,362,5,6,854,62,28,70,35,104,551,14,9,1,0,1728,1,85,1814,2562
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,363,3,3,561,44,31,53,26,50,329,10,5,6,0,1115,0,70,1185,2042
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,364,1,1,160,13,8,13,5,11,59,5,0,0,0,274,0,15,289,611
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,365,1,1,96,8,2,4,3,9,65,2,0,1,0,190,1,4,195,377
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,366,1,1,131,8,11,18,11,12,134,3,3,0,0,331,0,17,348,729
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,367,3,3,445,46,27,50,23,50,327,10,4,1,0,983,1,53,1037,1834
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,369,1,1,98,6,9,9,8,7,78,1,0,0,0,216,1,13,230,449
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,370,2,2,272,12,22,38,22,30,283,5,3,0,0,687,1,45,733,1414
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,371,2,2,284,33,6,36,18,36,164,3,2,0,2,584,0,49,633,1237
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,372,2,2,293,18,14,22,14,32,160,7,1,0,1,562,0,16,578,1200
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,373,4,4,462,30,20,44,25,36,309,4,9,2,0,941,1,25,967,1763
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,374,2,2,238,20,12,19,16,28,197,4,4,1,0,539,0,30,569,1109
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,375,3,3,404,55,24,49,28,68,400,9,3,2,0,1042,2,54,1098,2146
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,376,4,4,486,49,16,67,39,71,403,11,8,1,1,1152,0,72,1224,2275
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,377,3,3,297,34,6,37,23,52,323,8,2,1,0,783,2,55,840,1653
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,378,1,1,103,7,20,13,9,10,67,2,1,1,0,233,0,13,246,456
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,379,3,3,342,17,7,36,9,41,276,9,3,1,0,741,0,55,796,1515
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,380,3,3,445,29,16,67,35,54,304,4,4,3,0,961,0,68,1029,2028
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,381,2,2,245,20,6,33,23,21,247,2,3,2,0,602,0,31,633,1223
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,382,3,3,428,31,12,63,26,35,358,12,5,1,0,971,0,47,1018,1955
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,383,4,4,550,34,54,83,32,47,516,7,12,3,1,1339,0,89,1428,2794
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,384,3,3,354,16,19,40,19,37,292,3,3,2,0,785,0,42,827,1581
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,385,3,3,398,30,31,38,21,21,234,6,5,0,0,784,0,59,843,1725
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,386,3,3,404,31,10,39,22,22,223,3,5,1,0,760,0,51,811,1650
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,387,5,5,721,449,73,,92,316,824,21,10,0,3,2509,0,107,2616,3438
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,388,4,4,528,235,31,,62,267,531,11,8,1,0,1674,0,80,1754,2316
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,389,3,3,356,150,37,,53,136,400,10,9,0,0,1151,0,50,1201,1886
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,390,4,4,632,159,23,,94,208,530,5,14,1,0,1666,0,78,1744,2474
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,4,COSIO,391,4,4,670,207,39,,84,267,643,16,13,1,0,1940,0,73,2013,2710
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,11,11,1848,211,91,143,63,274,1024,54,39,4,0,3751,6,168,3925,8042
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,5,5,953,87,54,68,27,134,513,35,5,0,1,1877,2,73,1952,3511
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,8,8,1352,200,122,114,52,211,682,40,31,2,2,2808,11,127,2946,5768
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,3,3,437,96,23,27,13,61,230,14,5,0,0,906,1,42,949,1547
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,9,10,1832,202,71,94,47,283,797,67,25,2,0,3420,4,132,3556,5865
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,15,15,2599,381,149,147,88,406,1584,71,45,5,1,5476,14,230,5720,10738
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,398,2,2,317,60,3,17,11,43,178,5,9,0,0,643,1,23,667,1253
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,399,3,3,445,104,28,20,16,42,198,9,7,1,0,870,0,34,904,1726
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,400,3,3,330,71,13,36,11,58,289,13,10,0,0,831,0,49,880,1721
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,402,2,2,237,47,12,19,6,47,233,11,7,0,0,619,0,28,647,1150
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,403,7,7,1275,155,28,116,49,209,865,52,18,1,0,2768,1,125,2894,4749
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,404,2,2,108,153,4,25,12,38,242,3,5,1,0,591,0,27,618,863
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,15,15,3385,384,120,269,89,570,1557,122,34,3,2,6535,11,199,6745,10492
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,5,JESUS MARIA,406,6,6,952,128,184,57,22,160,661,42,13,1,0,2220,0,97,2317,4473
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,407,2,2,271,58,45,50,12,28,171,3,8,0,0,646,0,24,670,1190
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,408,1,1,88,26,2,4,5,5,39,1,0,1,0,171,0,11,182,379
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,409,2,2,360,45,24,12,11,22,81,8,5,3,0,571,0,18,589,1085
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,5,5,887,127,52,41,31,87,356,21,10,1,1,1614,1,76,1691,2859
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,13,13,2731,404,92,107,59,393,880,59,51,3,1,4780,4,152,4936,8668
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,6,6,1135,159,41,59,30,193,432,26,19,0,0,2094,3,100,2197,4046
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,19,19,5966,508,95,148,83,718,1449,181,27,5,0,9180,7,175,9362,12694
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,5,5,1161,153,38,38,21,135,359,34,8,10,0,1957,2,59,2018,3058
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,9,9,920,306,545,723,342,,773,46,8,13,4,3680,2,159,3841,6108
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,416,2,2,240,96,105,150,71,,263,8,2,0,0,935,0,46,981,1460
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,417,2,2,253,89,101,165,72,,205,12,0,2,0,899,0,37,936,1404
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,418,2,2,166,80,109,143,47,,142,16,2,1,0,706,0,19,725,1177
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,419,3,3,216,137,148,203,105,,202,12,6,4,0,1033,1,34,1068,1599
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,420,2,2,151,77,79,134,52,,161,12,4,2,0,672,0,20,692,1045
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,421,8,8,740,271,395,781,215,,754,33,11,8,1,3209,1,164,3374,5490
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,422,2,2,154,60,82,135,42,,141,7,5,2,0,628,0,28,656,970
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,423,2,2,162,72,77,208,40,,194,7,2,2,0,764,0,50,814,1312
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,424,5,5,518,228,307,488,152,,543,33,3,2,1,2275,2,78,2355,3519
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,425,2,2,103,49,45,133,39,,175,11,0,0,0,555,0,28,583,857
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,426,2,2,269,62,89,127,46,,198,11,3,2,0,807,0,31,838,1427
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,427,2,2,136,73,98,157,32,,201,7,1,0,0,705,0,31,736,1184
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,428,4,4,422,105,132,272,43,,519,15,5,3,0,1516,2,74,1592,2827
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,429,4,4,402,72,62,329,40,,590,9,2,1,2,1509,0,50,1559,2398
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,430,3,3,249,119,119,131,28,,244,11,6,1,0,908,0,50,958,1523
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,431,2,2,174,12,6,,20,34,245,3,2,0,1,497,0,18,515,820
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,432,4,4,431,70,39,,124,131,619,8,7,0,0,1429,0,56,1485,2892
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,433,2,2,217,13,7,,35,45,187,3,4,0,0,511,0,23,534,868
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,434,2,2,206,26,9,,36,82,163,10,2,0,0,534,0,12,546,766
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,435,2,2,223,25,29,,48,65,202,11,3,0,0,606,0,15,621,867
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,437,4,4,508,65,44,,127,112,642,14,6,2,0,1520,0,59,1579,2734
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,438,1,1,167,26,5,,31,40,168,4,4,0,0,445,1,16,462,651
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,439,3,3,387,37,23,,128,121,377,9,5,2,0,1089,0,44,1133,1785
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,440,9,9,1421,126,87,,318,376,1528,27,7,2,0,3892,3,131,4026,6634
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,441,2,2,240,31,3,,61,48,288,4,5,2,0,682,1,19,702,1057
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,442,3,3,356,44,27,,64,52,392,11,8,2,0,956,0,48,1004,2202
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,443,3,3,485,39,21,,52,64,452,7,14,0,0,1134,0,48,1182,1972
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,444,2,2,210,17,8,,12,38,238,1,5,1,0,530,0,22,552,997
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,445,3,3,405,60,45,,72,68,534,12,8,1,0,1205,0,50,1255,2183
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,446,3,3,365,27,18,,40,57,447,8,8,0,0,970,0,30,1000,1795
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,447,4,4,394,61,38,,54,50,469,24,8,1,0,1099,0,61,1160,2444
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,448,2,2,260,27,27,,42,29,259,10,4,2,0,660,0,38,698,1229
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,449,4,4,483,68,40,,71,79,569,19,7,1,2,1339,0,61,1400,2321
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,450,2,2,292,44,21,,51,54,285,12,2,2,1,764,0,42,806,1367
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,451,2,2,139,24,5,,21,21,198,5,4,0,1,418,0,23,441,751
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,452,2,2,353,50,204,66,60,,239,8,3,2,0,985,0,59,1044,1417
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,453,3,3,552,48,277,67,38,,295,6,1,1,0,1285,0,91,1376,1755
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,454,3,3,430,54,236,61,50,,275,4,3,3,0,1116,0,64,1180,1564
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,455,1,1,121,13,61,24,5,,48,6,0,0,0,278,0,15,293,372
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,456,1,1,161,10,27,19,8,,75,1,0,1,0,302,0,29,331,437
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,457,2,2,269,14,70,33,19,,142,2,0,0,1,550,0,66,616,898
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,8,SAN JOSE DE GRACIA,458,2,2,389,35,121,58,12,,199,2,3,5,4,828,1,78,907,1335
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,460,3,3,214,648,39,57,29,,278,6,4,0,0,1275,2,58,1335,1872
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,461,3,3,210,673,64,56,31,,343,8,8,2,1,1396,1,93,1490,2111
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,462,3,3,187,589,47,43,40,,373,8,7,0,0,1294,0,50,1344,1951
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,463,3,3,163,553,25,34,25,,199,5,2,2,2,1010,0,39,1049,1632
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,464,3,3,170,668,34,34,38,,530,4,5,0,2,1485,0,35,1520,2013
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,465,1,1,53,275,13,35,10,,125,1,3,0,0,515,0,21,536,723
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,466,2,2,91,408,13,16,14,,121,2,3,0,0,668,0,18,686,857
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,467,4,4,161,642,73,93,46,,364,11,7,0,4,1401,0,54,1455,2270
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,468,2,2,73,421,26,28,7,,102,3,5,1,0,666,0,22,688,958
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,9,TEPEZALA,469,5,5,251,905,87,109,62,,542,10,10,1,1,1978,0,82,2060,3073
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,470,3,4,451,235,20,34,18,165,545,14,7,0,0,1489,1,58,1548,1351
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,471,3,3,172,236,13,18,14,100,383,4,2,0,0,942,0,39,981,1609
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,472,2,2,204,222,8,15,18,88,395,4,8,0,0,962,1,38,1001,1468
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,473,14,14,1044,1336,71,96,118,549,2555,37,32,3,4,5845,0,233,6078,9805
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,474,2,2,132,312,5,34,13,30,253,1,5,0,0,785,1,25,811,1344
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,475,3,3,176,420,7,16,11,51,311,5,1,0,0,998,0,49,1047,1749
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,476,11,11,697,1059,81,93,83,199,1556,24,15,0,2,3809,2,177,3988,8238
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,477,8,8,835,776,33,82,41,202,1101,32,10,0,2,3114,0,141,3255,5527
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,479,4,4,389,49,7,21,530,36,610,13,5,0,0,1660,0,61,1721,2893
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,480,4,4,306,58,6,15,363,45,711,5,7,0,0,1516,1,65,1582,2285
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,481,2,2,208,30,32,19,261,22,395,6,1,1,0,975,0,39,1014,1495
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,482,4,4,311,48,62,37,519,27,943,4,4,1,1,1957,0,64,2021,2832
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,483,2,2,161,12,37,11,379,9,170,0,1,0,0,780,0,28,808,1054
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,484,2,2,234,24,14,17,187,24,182,8,7,0,0,697,0,36,733,994
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,485,4,4,457,121,16,29,570,58,576,12,4,0,0,1843,1,88,1932,2870
2,1,AGUASCALIENTES,2,ASIENTOS,11,EL LLANO,486,4,4,511,47,42,31,376,38,458,6,2,0,0,1511,0,57,1568,2587
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,488,1,1,27,21,21,47,6,,26,1,1,0,0,150,0,10,160,227
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,489,2,2,128,23,7,18,12,29,136,3,1,4,0,361,0,24,385,787
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,490,1,1,110,16,13,24,14,21,166,2,0,1,0,367,0,26,393,707
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,491,2,2,114,20,12,19,7,21,149,5,7,0,0,354,2,20,376,807
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,492,2,2,135,31,10,26,7,23,128,2,0,1,0,363,0,38,401,942
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,493,3,3,253,59,23,31,13,45,273,10,5,0,1,713,0,40,753,1664
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,494,2,2,162,20,13,18,14,41,218,3,0,1,0,490,0,26,516,1057
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,495,2,2,211,47,9,16,12,55,233,13,4,0,0,600,1,27,628,1328
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,496,4,4,384,44,21,45,26,68,475,10,7,0,0,1080,4,59,1143,2301
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,497,2,2,198,26,11,17,9,37,180,9,2,0,0,489,0,19,508,833
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,498,2,2,157,22,12,16,12,24,194,3,5,0,0,445,1,30,476,1017
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,499,2,2,164,24,19,17,7,21,183,2,1,1,0,439,0,25,464,976
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,500,2,2,158,34,18,19,7,38,162,7,6,3,0,452,0,24,476,901
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,501,2,2,216,26,17,16,9,42,225,2,5,1,1,560,0,28,588,1071
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,502,2,2,184,19,10,16,9,42,159,4,0,1,0,444,0,34,478,898
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,503,2,2,176,20,11,16,8,45,163,7,0,0,0,446,1,16,463,779
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,504,2,2,187,26,29,17,11,47,166,2,2,0,0,487,0,34,521,948
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,505,2,2,200,28,3,28,20,49,168,5,1,0,0,502,1,27,530,876
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,506,2,2,208,27,11,12,15,37,184,6,4,0,0,504,0,33,537,875
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,507,2,2,195,23,26,21,11,37,124,8,2,0,0,447,0,26,473,848
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,508,2,2,166,16,94,18,9,32,206,6,1,9,0,557,0,22,579,1022
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,509,3,3,304,37,95,33,16,72,352,12,11,3,0,935,6,64,1005,2227
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,510,2,2,158,14,41,13,7,28,167,4,3,0,0,435,0,17,452,829
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,511,2,2,181,32,18,24,7,53,151,10,3,0,0,479,0,20,499,853
