CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,VIDA_NL,ESO,LIBERAL,PESNL,JUSTICIALISTA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,24,LINARES,34,LINARES,879,2,2,163,51,3,16,7,117,141,3,3,1,2,1,8,3,1,0,4,524,0,21,545,1078
2,19,NUEVO LEON,24,LINARES,34,LINARES,880,2,2,98,41,0,26,7,85,154,6,0,0,3,0,3,4,0,0,3,430,0,22,452,943
2,19,NUEVO LEON,24,LINARES,34,LINARES,881,3,3,222,57,7,51,19,140,363,7,7,4,2,5,3,4,0,0,2,893,0,54,947,2067
2,19,NUEVO LEON,24,LINARES,34,LINARES,882,9,9,624,86,11,125,37,534,1225,23,13,6,4,1,7,12,0,0,14,2722,0,94,2816,6487
2,19,NUEVO LEON,24,LINARES,34,LINARES,883,5,5,400,57,10,30,43,255,628,14,6,3,1,1,6,4,0,0,7,1465,0,29,1494,3523
2,19,NUEVO LEON,24,LINARES,34,LINARES,884,2,2,126,31,3,18,16,79,193,1,6,1,0,1,9,3,2,0,2,491,0,36,527,1074
2,19,NUEVO LEON,24,LINARES,34,LINARES,885,2,2,117,23,5,23,9,99,170,1,4,1,2,0,3,2,0,0,6,465,0,23,488,848
2,19,NUEVO LEON,24,LINARES,34,LINARES,886,3,3,185,29,3,22,37,165,225,13,13,1,2,0,104,1,0,0,139,939,0,68,1007,2017
2,19,NUEVO LEON,24,LINARES,34,LINARES,887,3,3,313,58,2,33,22,172,382,13,9,6,3,0,10,6,0,0,6,1035,0,40,1075,2120
2,19,NUEVO LEON,24,LINARES,34,LINARES,888,3,3,105,28,5,24,32,78,297,3,5,1,1,1,3,4,0,0,2,589,0,51,640,1451
2,19,NUEVO LEON,24,LINARES,34,LINARES,889,2,2,112,21,5,25,22,60,176,3,9,3,1,1,1,2,0,0,2,443,0,36,479,1161
2,19,NUEVO LEON,24,LINARES,34,LINARES,890,1,1,20,5,0,9,2,8,40,2,0,0,0,0,0,1,0,0,0,87,0,4,91,177
2,19,NUEVO LEON,24,LINARES,34,LINARES,891,1,1,16,8,0,6,4,18,61,3,1,0,0,0,0,0,2,0,0,119,0,5,124,268
2,19,NUEVO LEON,24,LINARES,34,LINARES,892,1,1,47,17,2,9,14,10,66,1,1,0,1,2,0,2,0,0,2,174,0,15,189,356
2,19,NUEVO LEON,24,LINARES,34,LINARES,893,1,1,40,11,1,3,8,7,60,2,0,0,0,1,0,1,0,0,0,134,0,16,150,308
2,19,NUEVO LEON,24,LINARES,34,LINARES,894,1,1,17,12,0,4,3,4,25,3,3,0,0,0,1,0,0,0,2,74,0,6,80,214
2,19,NUEVO LEON,24,LINARES,34,LINARES,895,1,1,71,17,1,25,5,11,90,0,2,1,0,0,4,2,0,0,7,236,0,24,260,510
2,19,NUEVO LEON,24,LINARES,34,LINARES,896,1,1,56,10,1,10,8,16,80,1,3,0,0,0,0,1,0,0,3,189,0,11,200,342
2,19,NUEVO LEON,24,LINARES,34,LINARES,897,3,3,141,43,4,44,29,36,360,7,5,0,2,2,1,1,0,0,1,676,0,27,703,1600
2,19,NUEVO LEON,24,LINARES,34,LINARES,898,2,2,76,63,1,26,23,32,217,2,2,0,1,1,3,6,0,0,6,459,0,39,498,1021
2,19,NUEVO LEON,24,LINARES,34,LINARES,899,1,1,47,9,2,8,11,23,79,1,1,1,1,1,1,0,0,0,1,186,0,11,197,377
2,19,NUEVO LEON,24,LINARES,34,LINARES,900,1,1,42,31,1,9,12,16,63,3,2,0,5,0,1,4,0,0,5,194,0,24,218,451
2,19,NUEVO LEON,24,LINARES,34,LINARES,901,1,1,57,15,1,17,6,10,75,1,2,0,3,0,3,1,0,0,4,195,0,24,219,499
2,19,NUEVO LEON,24,LINARES,34,LINARES,902,2,2,52,32,1,25,27,60,100,1,2,1,0,1,1,100,0,0,127,530,0,30,560,1473
2,19,NUEVO LEON,24,LINARES,34,LINARES,903,1,1,26,8,0,6,3,12,48,0,2,0,0,0,1,1,0,0,3,110,0,14,124,263
2,19,NUEVO LEON,24,LINARES,34,LINARES,904,1,1,27,17,1,9,7,14,67,2,3,0,0,1,0,1,0,0,4,153,0,17,170,445
2,19,NUEVO LEON,24,LINARES,34,LINARES,906,1,1,22,22,0,14,10,17,90,0,1,0,0,0,0,3,0,0,2,181,0,17,198,418
2,19,NUEVO LEON,24,LINARES,34,LINARES,907,2,2,71,48,3,25,15,41,179,3,6,1,0,0,0,6,0,0,6,404,0,32,436,998
2,19,NUEVO LEON,11,PESQUERIA,35,MARIN,908,2,2,85,24,3,219,51,399,76,5,0,3,0,1,2,0,0,0,3,871,0,47,918,1313
2,19,NUEVO LEON,11,PESQUERIA,35,MARIN,909,2,2,97,22,1,102,6,270,42,1,0,3,1,0,3,0,0,0,3,551,1,10,562,800
2,19,NUEVO LEON,11,PESQUERIA,35,MARIN,910,6,6,200,54,5,551,19,1014,201,7,0,5,4,1,5,1,0,0,19,2086,1,115,2202,3206
2,19,NUEVO LEON,11,PESQUERIA,36,MELCHOR OCAMPO,911,2,2,129,29,2,10,203,222,53,3,0,5,5,3,2,2,1,0,0,669,0,53,722,1053
2,19,NUEVO LEON,11,PESQUERIA,36,MELCHOR OCAMPO,912,2,2,91,16,1,9,182,325,44,4,0,0,5,0,5,0,0,0,0,682,0,58,740,1034
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,913,3,3,185,24,0,193,12,182,66,0,8,6,0,0,0,2,0,0,39,717,0,41,758,1105
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,914,1,1,81,16,2,143,2,162,55,3,1,3,1,0,1,2,0,0,16,488,0,12,500,682
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,915,2,2,274,19,0,140,3,116,74,0,1,0,0,0,1,3,0,0,49,680,0,23,703,1115
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,916,1,1,99,10,0,85,3,41,32,0,1,0,0,0,3,1,0,0,29,304,0,18,322,434
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,917,2,2,192,16,1,120,12,202,50,0,1,1,0,0,2,2,0,0,29,628,0,30,658,959
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,918,1,1,107,2,0,173,2,111,16,0,0,0,0,0,0,1,0,0,17,429,0,8,437,565
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,919,2,2,184,12,0,251,4,179,43,0,3,0,0,0,1,6,0,0,47,730,0,31,761,1098
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,920,1,1,24,7,1,77,1,222,17,0,1,2,0,0,0,2,0,0,72,426,0,7,433,565
2,19,NUEVO LEON,24,LINARES,37,MIER Y NORIEGA,922,1,1,39,7,0,86,0,61,37,0,0,0,1,0,0,1,0,0,22,254,0,10,264,404
2,19,NUEVO LEON,4,SALINAS VICTORIA,38,MINA,925,2,2,43,27,4,27,16,492,102,12,0,19,5,1,2,0,0,0,1,751,0,29,780,1103
2,19,NUEVO LEON,4,SALINAS VICTORIA,38,MINA,927,1,1,10,18,1,21,5,106,44,0,0,0,1,0,0,0,0,0,6,212,0,21,233,299
2,19,NUEVO LEON,4,SALINAS VICTORIA,38,MINA,928,1,1,1,6,0,5,4,112,17,0,0,0,0,0,0,0,0,0,0,145,0,7,152,195
2,19,NUEVO LEON,4,SALINAS VICTORIA,38,MINA,930,1,1,3,5,0,2,2,101,7,0,0,1,2,0,0,1,0,0,0,124,0,11,135,176
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,931,5,6,249,414,15,72,46,487,553,19,31,7,5,6,40,13,0,0,31,1988,1,77,2066,2965
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,932,2,2,29,142,2,20,26,126,193,5,6,2,2,0,14,1,0,0,5,573,0,25,598,1180
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,933,3,3,77,283,9,20,29,210,172,4,6,5,2,2,13,3,0,0,6,841,0,42,883,1501
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,934,2,2,65,192,3,10,18,134,104,5,10,7,3,0,13,5,0,0,2,571,0,25,596,1021
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,935,6,6,132,468,14,60,105,511,444,8,44,9,4,7,21,7,0,0,12,1846,0,69,1915,3939
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,936,2,2,52,150,3,12,18,152,87,3,6,1,2,1,1,1,0,0,1,490,0,19,509,902
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,937,1,1,35,129,1,9,11,94,63,3,7,1,0,1,7,3,0,0,2,366,0,11,377,665
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,938,3,3,36,184,2,33,72,190,162,3,38,2,4,1,2,2,0,1,8,740,0,41,781,1778
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,939,7,7,99,504,13,85,138,464,569,6,79,16,2,2,14,6,0,3,11,2011,0,96,2107,4788
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,940,2,2,37,144,3,37,44,117,153,7,22,4,2,0,3,2,0,0,5,580,0,51,631,1375
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,941,2,2,20,66,2,25,40,91,135,2,7,0,0,0,3,0,0,0,1,392,0,20,412,918
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,942,2,2,41,141,1,14,22,155,101,1,11,2,3,0,6,2,0,0,0,500,0,33,533,1001
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,943,1,1,12,44,1,7,5,35,22,0,4,1,0,2,7,2,0,0,0,142,0,7,149,236
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,944,2,2,43,153,5,13,22,165,129,5,16,8,1,2,3,1,0,0,1,567,0,21,588,1106
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,945,1,1,37,127,2,12,12,97,54,0,2,0,0,0,6,1,0,0,0,350,0,13,363,674
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,946,3,3,130,366,8,32,48,268,186,3,25,6,3,4,19,9,1,0,4,1112,0,26,1138,1919
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,947,4,4,105,367,11,44,59,355,346,4,43,8,2,1,19,12,0,0,9,1385,0,52,1437,2568
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,948,8,8,91,491,8,81,185,598,514,21,79,14,8,4,16,6,4,2,12,2134,0,119,2253,5946
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,949,3,3,25,168,5,28,34,159,138,1,26,3,3,0,8,2,0,0,0,600,0,48,648,1521
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,950,2,2,24,150,8,19,36,150,151,7,30,4,4,1,3,4,0,0,2,593,1,29,623,1464
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,951,2,2,30,128,4,30,59,141,195,5,29,5,0,0,5,3,0,1,3,638,0,40,678,1474
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,952,2,2,19,192,5,24,55,123,131,0,21,3,0,0,2,0,0,1,1,577,0,54,631,1428
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,953,1,1,28,47,2,8,4,11,35,1,8,0,0,0,3,0,0,0,0,147,0,15,162,346
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,954,2,2,86,51,2,20,11,63,90,2,4,10,3,0,3,2,0,1,0,348,0,29,377,757
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,956,1,1,9,54,4,5,4,30,36,0,0,0,0,0,2,1,0,0,0,145,0,10,155,350
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,957,1,1,5,17,1,3,5,18,26,0,0,0,0,0,0,2,1,0,0,78,0,5,83,197
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,958,1,1,20,93,2,11,18,78,88,0,6,1,0,0,2,2,0,0,3,324,0,20,344,721
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,959,1,1,5,24,0,2,4,7,13,0,0,0,0,0,2,0,0,0,0,57,0,3,60,153
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,960,1,1,11,60,1,10,21,38,45,1,4,0,1,0,2,3,0,0,0,197,0,23,220,378
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,961,10,10,215,799,25,118,149,888,881,16,62,14,9,3,37,7,0,2,13,3238,2,87,3327,6819
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,963,3,3,118,133,7,25,27,123,129,2,5,41,2,0,7,6,0,0,6,631,0,42,673,1672
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,964,2,2,76,141,7,32,26,152,155,1,16,7,1,1,7,3,0,0,6,631,0,27,658,1441
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,965,2,2,38,151,1,21,18,105,160,3,11,3,0,1,5,5,0,0,3,525,0,39,564,1190
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,966,1,1,12,43,1,6,6,28,30,0,1,0,0,0,1,0,0,0,0,128,0,11,139,257
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,967,1,1,16,25,1,4,3,11,29,1,0,0,1,0,0,0,0,0,1,92,0,9,101,193
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,968,1,1,10,33,2,5,2,17,18,1,6,0,0,1,1,1,0,0,2,99,0,9,108,215
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,969,1,1,16,51,2,8,18,63,51,1,9,1,1,0,4,2,0,0,1,228,0,13,241,595
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,970,1,1,12,57,1,8,17,36,26,2,3,0,0,0,0,0,0,0,1,163,0,11,174,376
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,971,1,1,2,25,1,7,2,26,17,0,0,0,0,0,0,0,0,0,0,80,0,4,84,238
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,972,1,1,0,0,0,5,6,23,27,2,3,0,1,0,67,0,0,0,0,134,0,0,134,409
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,973,1,1,8,46,0,16,22,53,36,2,4,1,0,0,0,0,0,0,1,189,0,24,213,444
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,975,2,2,56,96,1,28,50,141,118,53,3,5,2,1,10,3,0,1,0,568,0,22,590,948
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,976,3,3,57,126,2,39,250,133,169,60,9,4,0,0,5,4,0,0,0,858,0,56,914,1729
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,977,2,2,34,130,7,16,57,139,117,32,3,8,2,1,5,3,0,0,0,554,0,25,579,1136
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,978,2,2,57,91,3,41,69,162,151,54,3,11,0,0,7,1,0,0,0,650,0,35,685,1266
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,979,3,3,99,147,2,47,82,221,198,81,7,22,0,2,15,3,0,1,0,927,1,42,970,1622
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,980,2,2,87,149,2,19,59,154,166,34,7,11,1,3,16,4,0,0,0,712,1,43,756,1360
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,981,2,2,68,111,2,21,43,154,114,55,5,11,3,3,11,4,0,0,0,605,0,11,616,1058
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,982,2,2,60,167,1,17,36,190,174,39,8,8,4,0,4,1,0,0,0,709,1,27,737,1275
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,983,2,2,51,132,1,27,48,175,147,49,3,9,0,3,3,3,0,0,0,651,0,43,694,1289
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,984,2,2,79,112,4,30,41,160,160,55,6,8,3,1,8,0,0,0,0,667,1,32,700,1308
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,985,2,2,94,116,4,24,37,158,103,40,14,11,2,2,14,5,0,0,0,624,0,41,665,1074
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,986,2,2,65,56,0,14,34,132,116,30,2,12,0,3,6,0,0,0,0,470,0,20,490,808
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,987,2,2,82,94,2,33,48,183,170,58,2,9,0,1,3,0,0,0,0,685,0,15,700,1245
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,988,2,2,231,133,3,23,24,230,161,43,8,10,2,4,16,5,2,0,0,895,0,19,914,1354
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,989,2,2,256,150,10,18,21,213,149,42,12,11,2,3,15,7,1,1,0,911,0,33,944,1468
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,990,2,2,117,110,4,14,28,124,109,25,5,4,3,3,14,4,0,0,0,564,0,20,584,965
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,991,2,2,172,95,9,12,23,167,80,24,4,7,4,3,12,4,0,0,0,616,1,12,629,952
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,992,2,2,167,110,2,13,15,136,108,28,7,12,0,3,9,6,0,0,0,616,1,24,641,906
2,19,NUEVO LEON,2,MONTERREY,40,MONTERREY,993,2,2,135,81,1,17,17,106,83,32,9,7,1,3,17,3,0,1,0,513,0,19,532,804
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,994,2,2,92,80,4,11,15,149,102,33,5,10,2,0,12,4,0,0,0,519,0,7,526,754
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,995,2,2,204,144,6,21,15,236,181,56,8,6,0,0,19,4,0,0,0,900,1,28,929,1357
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,997,2,2,52,91,1,12,27,143,99,29,8,3,1,0,2,0,0,0,0,468,0,24,492,787
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,998,1,1,58,60,2,16,14,116,120,33,10,3,0,0,0,2,0,0,0,434,0,18,452,708
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,999,1,1,23,58,5,8,11,69,81,23,5,3,1,0,3,0,1,0,0,291,0,19,310,505
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1000,1,1,139,84,3,4,4,134,89,14,8,1,1,4,9,5,0,0,0,499,0,13,512,711
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1001,2,2,101,71,1,14,12,162,103,27,5,6,2,0,4,5,0,0,0,513,0,17,530,811
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1002,2,2,301,143,7,9,10,199,99,43,2,12,1,1,19,8,1,0,2,857,1,16,874,1225
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1003,2,2,217,101,6,14,14,191,109,19,12,7,6,5,12,10,1,0,8,732,0,15,747,1052
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1004,2,2,268,160,5,17,12,230,110,36,7,2,1,3,23,13,1,0,9,897,4,14,915,1216
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1005,3,3,377,220,5,18,17,272,186,44,6,6,0,9,22,5,0,1,3,1191,0,14,1205,1628
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1006,2,2,50,86,5,18,23,234,161,42,4,9,3,7,6,3,0,0,7,658,0,26,684,1132
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1007,2,2,57,109,1,12,17,212,119,33,6,2,0,1,5,4,0,1,4,583,0,27,610,1041
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1008,2,2,62,104,4,17,9,203,108,34,17,9,0,4,9,2,0,1,5,588,1,19,608,997
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1009,2,2,288,155,9,14,17,222,109,21,7,7,1,4,21,8,0,0,3,886,0,17,903,1161
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1010,2,2,252,87,4,18,8,156,83,17,7,3,1,3,12,3,0,0,4,658,1,14,673,877
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1011,1,1,164,50,2,10,6,111,37,14,1,3,0,3,26,3,2,0,2,434,0,7,441,609
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1012,2,2,268,152,1,8,10,213,103,34,7,3,0,1,20,9,0,0,1,830,0,16,846,1191
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1013,2,2,267,130,3,12,1,144,96,23,4,3,1,0,15,6,0,0,1,706,1,13,720,939
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1014,2,2,160,198,8,23,19,232,167,58,12,5,2,10,17,4,0,0,7,922,0,29,951,1391
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1015,2,2,90,78,1,28,24,203,176,81,8,3,2,3,4,2,0,0,7,710,2,26,738,1294
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1016,2,3,48,30,0,6,9,72,30,13,3,1,1,0,5,2,0,0,0,220,0,9,229,295
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1017,2,2,354,167,4,13,7,163,78,33,5,4,0,8,19,8,0,0,1,864,0,22,886,1221
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1018,2,2,304,156,2,5,6,178,79,28,5,1,1,2,7,3,0,0,0,777,0,17,794,1128
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1019,1,1,158,74,1,3,4,81,55,18,3,4,0,0,9,4,0,0,0,414,0,7,421,618
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1020,1,1,144,92,0,4,3,114,37,10,4,2,2,1,14,3,0,0,0,430,0,6,436,615
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1021,1,1,87,48,1,12,4,90,62,16,4,2,2,1,14,4,0,0,0,347,0,20,367,547
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1022,1,1,27,23,1,2,3,38,16,9,0,1,1,0,1,0,0,0,0,122,0,16,138,230
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1023,1,1,71,65,2,11,4,142,79,17,6,1,0,1,7,1,0,0,0,407,0,21,428,688
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1024,1,1,16,63,0,15,12,103,109,20,9,2,0,0,0,3,0,0,0,352,0,0,352,705
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1025,2,2,31,65,4,14,23,127,111,24,3,3,1,1,4,0,0,0,0,411,0,23,434,769
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1026,1,1,7,24,1,10,9,67,62,9,2,15,1,1,0,0,0,0,0,208,0,15,223,471
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1027,1,1,10,36,2,10,2,55,25,8,0,4,0,0,2,0,0,0,0,154,0,19,173,338
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1028,1,1,15,25,0,2,6,48,62,10,2,0,1,0,2,0,1,0,0,174,0,10,184,404
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1029,2,2,45,94,0,23,15,154,145,26,6,2,4,3,8,2,0,0,0,527,0,28,555,1012
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1030,1,1,88,49,1,9,3,108,54,19,2,3,0,0,8,2,0,0,0,346,0,12,358,498
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1031,1,1,115,76,1,11,9,83,90,16,5,5,1,2,3,2,0,0,0,419,0,15,434,618
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1032,1,1,134,76,6,10,10,110,75,21,6,4,1,1,9,8,0,0,0,471,0,19,490,726
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1033,1,1,207,88,5,4,6,81,67,14,3,1,0,4,12,3,0,0,0,495,0,16,511,712
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1034,2,2,237,122,3,12,10,132,63,22,6,2,2,2,11,5,0,0,0,629,0,12,641,904
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1035,2,2,123,59,2,3,7,140,53,21,3,2,0,3,207,3,0,0,0,626,0,14,640,870
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1036,2,2,193,114,4,10,5,144,74,18,6,4,1,0,14,4,0,0,1,592,1,10,603,869
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1037,1,1,34,38,1,6,1,79,32,16,1,1,0,0,4,1,0,0,0,214,0,4,218,326
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1038,1,1,80,59,3,10,9,75,97,32,3,4,2,0,6,2,0,1,3,386,0,13,399,645
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1039,2,2,62,97,4,20,5,124,77,24,5,2,2,2,3,2,0,0,2,431,1,18,450,769
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1040,1,1,102,81,5,9,13,144,84,26,3,6,0,3,11,2,0,0,3,492,0,14,506,744
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1041,2,2,172,233,4,23,14,222,170,53,5,6,5,7,17,9,0,1,7,948,1,17,966,1396
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1042,2,2,504,184,8,6,16,164,46,23,9,11,0,3,30,3,0,1,3,1011,0,6,1017,1317
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1043,2,2,516,193,3,12,8,175,59,16,8,10,0,4,19,13,0,0,2,1038,1,11,1050,1366
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1044,3,3,652,249,9,8,17,182,80,17,7,8,1,3,45,8,1,1,0,1288,1,19,1308,1671
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1045,3,3,575,175,4,6,8,141,63,11,3,0,3,2,20,9,0,0,2,1022,1,12,1035,1969
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1046,2,2,428,215,9,1,7,159,61,17,4,4,1,9,30,9,1,0,1,956,1,7,964,1211
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1047,2,2,393,217,6,3,10,118,65,17,6,3,0,1,19,7,0,0,1,866,0,7,873,1122
2,19,NUEVO LEON,3,MONTERREY,40,MONTERREY,1048,1,1,128,55,0,3,2,44,16,13,1,0,0,2,17,0,0,0,2,283,0,3,286,411
