CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_ELECCION,NOMBRE_PARTICIPANTE,NUMERO_LISTA,CANDIDATO,SEXO_CANDIDATO,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
2,28,TAMAULIPAS,2,NUEVO LAREDO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,ANA LAURA HUERTA VALDOVINOS,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD02_Nuevo Laredo.pdf,PT_PVEM_MORENA
2,28,TAMAULIPAS,3,NUEVO LAREDO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,SERGIO ARTURO OJEDA CASTILLO,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD03_Nuevo Laredo.pdf,PT_PVEM_MORENA
2,28,TAMAULIPAS,4,REYNOSA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,MARCO ANTONIO GALLEGOS GALVAN,1,Candidaturas de discapacidad,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD04_Reynosa.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,5,REYNOSA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,GUILLERMINA MAGALY DEANDAR ROBINSON,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD05_Reynosa.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,6,REYNOSA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,EVA ARACELI REYES GONZALEZ,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD06_Reynosa.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,7,REYNOSA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,HUMBERTO ARMANDO PRIETO HERRERA,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD07_Reynosa.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,8,RIO BRAVO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,FRANCISCA CASTRO ARMENTA,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD08_Riobravo.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,9,VALLE HERMOSO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,ELIPHALETH GOMEZ LOZANO,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD09_ValleHermoso.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,10,MATAMOROS,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,VICTOR MANUEL GARCIA FUENTES,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD10_HMatamoros.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,11,MATAMOROS,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,ELVIA EGUIA CASTILLO,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD11_HMatamoros.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,12,MATAMOROS,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,ISIDRO JESUS VARGAS FERNANDEZ,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD12_HMatamoros.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,13,SAN FERNANDO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,SILVIA ISABEL CHAVEZ GARAY,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD13_SanFernando.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,14,VICTORIA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,BLANCA AURELIA ANZALDUA NAJERA,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD14_CiudadVictoria.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,15,VICTORIA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,JUDITH KATALYNA MENDEZ CEPEDA,2,Candidaturas de personas jóvenes,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD15_CiudadVictoria.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,16,XICOTENCATL,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,FRANCISCO HERNANDEZ NIÑO,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD16_Xicotencatl.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,17,EL MANTE,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,ALBERTO MOCTEZUMA CASTILLO,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD17_CiudadMante.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,18,ALTAMIRA,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,MARCELO ABUNDIZ RAMIREZ,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD18_Altamira.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,19,MIRAMAR,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,CYNTHIA LIZABETH JAIME CASTILLO,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD19_Miramar.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,20,CIUDAD MADERO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,CLAUDIO ALBERTO DE LEIJA HINOJOSA,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD20_CiudadMadero.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,21,TAMPICO,,,,,DIP_LOC_MR,PT_PVEM_MORENA,1,URSULA PATRICIA SALAZAR MOJICA,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD21_Tampico.PDF,PT_PVEM_MORENA
2,28,TAMAULIPAS,22,TAMPICO,,,,,DIP_LOC_MR,PAN,1,JOSE ABDO SCHEKAIBAN ONGAY,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsMay_CD22_Tampico.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,1,MA DEL ROSARIO GONZALEZ FLORES,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP01.pdf,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,2,ISMAEL GARCIA CABEZA DE VACA,1,Candidaturas migrantes,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP02.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,3,MARINA EDITH RAMIREZ ANDRADE,2,Candidaturas migrantes,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP03.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,4,VICENTE JAVIER VERASTEGUI OSTOS,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP04.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,5,PATRICIA MIREYA SALDIVAR CANO,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP05.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PAN,6,GERARDO PEÑA FLORES,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP06.PDF,PAN
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,PRI,1,MERCEDES DEL CARMEN GUILLEN VICENTE,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP07.PDF,PRI
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MC,1,MAYRA BENAVIDES VILLAFRANCA,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP08.PDF,MC
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MC,2,JUAN CARLOS ZERTUCHE,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP09.PD,MC
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MORENA,1,ARMANDO JAVIER ZERTUCHE ZUANI,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP10.PDF,MORENA
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MORENA,2,YURIRIA ITURBE VAZQUEZ,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP11.PDF,MORENA
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MORENA,3,ALBERTO LARA BAZALDUA,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP12.PDF,MORENA
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MORENA,4,LUCERO DEOSDADY MARTINEZ LOPEZ,2,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP13.PDF,MORENA
2,28,TAMAULIPAS,,,,,,,DIP_LOC_RP,MORENA,5,FRANCISCO ADRIAN CRUZ MARTINEZ,1,,https://www.ietam.org.mx/Portal/documentos/PE2024/Resultados/Constancias/ConsRP_DIP14.PDF,MORENA
