CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,MC,FXMBCS,MLBCS,PESBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,1,1,97,138,27,65,10,0,337,0,5,342,432
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,351,1,1,97,174,46,24,17,0,358,0,15,373,629
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,352,2,2,357,246,95,47,32,0,777,0,27,804,1344
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,354,3,3,194,458,59,61,52,108,932,0,61,993,2059
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,355,3,3,189,361,67,51,31,69,768,0,45,813,1648
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,356,3,3,169,415,61,69,65,33,812,1,48,861,1735
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,357,1,1,54,139,16,20,15,10,254,0,13,267,542
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,358,4,4,273,552,71,60,75,47,1078,2,51,1131,2348
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,359,4,4,310,740,102,67,83,53,1355,1,60,1416,2893
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,360,3,3,141,408,54,50,47,44,744,0,59,803,1839
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,361,8,8,1101,1209,267,145,118,60,2900,5,88,2993,5534
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,362,9,9,681,1534,201,168,153,71,2808,1,123,2932,6322
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,363,3,3,192,486,68,51,70,45,912,2,28,942,2173
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,364,1,1,57,129,11,13,26,11,247,1,12,260,615
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,365,2,2,144,338,43,50,58,15,648,0,33,681,1455
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,366,3,3,194,362,66,49,56,44,771,4,45,820,1602
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,367,2,2,121,295,45,28,37,26,552,3,32,587,1173
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,368,2,2,115,316,31,39,21,57,579,0,24,603,1186
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,369,3,3,139,375,42,78,26,38,698,1,55,754,1649
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,370,2,2,137,309,38,39,19,21,563,1,22,586,1169
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,371,2,2,87,223,31,35,16,12,404,0,28,432,861
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,372,3,3,202,375,74,31,34,27,743,1,37,781,1575
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,373,3,3,177,393,43,32,45,31,721,2,47,770,1616
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,374,4,4,180,375,51,39,52,29,726,0,42,768,1746
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,375,5,5,426,682,73,158,196,20,1555,3,91,1649,3722
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,376,2,2,119,275,37,22,23,20,496,0,31,527,1109
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,377,5,5,241,460,47,36,79,24,887,1,30,918,3201
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,378,2,2,115,267,27,33,74,5,521,0,22,543,1047
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,379,1,1,65,124,14,22,32,5,262,1,15,278,604
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,380,6,6,477,752,79,114,260,37,1719,0,53,1772,3911
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,381,2,2,115,213,37,31,62,18,476,1,30,507,986
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,382,2,2,150,293,33,22,92,14,604,0,34,638,1227
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,383,2,2,216,325,48,55,73,22,739,0,18,757,1490
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,384,2,2,129,271,51,20,62,14,547,1,24,572,1164
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,385,2,2,143,231,38,36,83,12,543,0,33,576,1169
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,386,3,3,192,313,37,47,110,26,725,0,38,763,1580
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,387,2,2,110,221,39,22,72,12,476,0,32,508,1077
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,388,2,2,188,316,27,38,79,12,660,1,37,698,1408
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,389,2,2,99,205,39,30,35,10,418,0,24,442,958
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,390,2,2,132,254,49,22,53,16,526,1,37,564,1062
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,391,1,1,79,145,40,15,23,15,317,0,7,324,576
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,392,1,1,81,129,12,11,30,6,269,0,8,277,520
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,393,2,2,133,175,24,23,56,15,426,0,37,463,908
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,394,4,4,346,538,40,67,57,16,1064,2,46,1112,2510
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,395,3,3,361,351,79,48,41,23,903,0,31,934,1603
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,396,3,3,422,308,58,42,33,22,885,1,29,915,1604
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,397,5,5,519,770,117,96,106,36,1644,0,69,1713,3416
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,398,3,3,413,424,82,70,48,0,1037,0,30,1067,2015
1,3,BAJA CALIFORNIA SUR,9,CABO SAN LUCAS,4,LOS CABOS,399,2,2,247,170,55,38,23,19,552,0,17,569,1118
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,400,4,4,118,199,38,27,25,0,407,0,33,440,818
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,401,2,2,241,173,48,36,17,0,515,0,10,525,833
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,402,3,3,525,378,127,76,40,0,1146,2,24,1172,2014
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,403,2,2,199,167,34,31,16,0,447,0,17,464,847
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,404,3,3,170,411,69,45,39,0,734,1,48,783,1580
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,405,3,3,297,528,88,43,42,28,1026,1,36,1063,2146
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,406,3,3,164,440,49,39,40,24,756,1,20,777,1588
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,407,3,3,253,512,64,30,35,26,920,4,41,965,1908
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,408,2,2,147,309,56,26,16,10,564,1,38,603,1221
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,409,2,2,118,252,41,17,25,18,471,1,8,480,947
1,3,BAJA CALIFORNIA SUR,8,CABO SAN LUCAS,4,LOS CABOS,410,2,2,170,313,38,34,25,8,588,1,33,622,1345
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,411,4,4,787,400,157,104,46,0,1494,0,20,1514,2461
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,412,11,11,311,1661,127,252,501,31,2883,4,126,3013,7885
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,413,2,2,38,346,31,65,78,5,563,1,13,577,1422
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,414,2,2,54,359,49,32,81,3,578,0,29,607,1433
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,415,2,2,58,263,34,33,67,2,457,0,14,471,1051
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,416,2,2,73,269,18,34,46,1,441,0,28,469,1153
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,417,2,2,91,251,23,13,45,6,429,0,15,444,1061
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,418,2,2,74,262,30,27,56,2,451,0,19,470,891
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,419,2,2,78,292,34,24,63,4,495,1,11,507,1019
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,420,2,2,68,297,30,39,50,2,486,0,21,507,1083
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,421,2,2,40,225,29,37,63,3,397,1,12,410,870
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,422,2,2,36,296,23,37,72,5,469,1,19,489,1028
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,423,2,2,43,252,21,26,54,4,400,1,9,410,982
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,424,2,2,41,260,19,25,44,7,396,0,17,413,889
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,425,2,2,70,238,29,42,66,7,452,0,22,474,994
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,426,2,2,76,180,35,46,76,5,418,1,8,427,824
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,427,2,2,94,268,26,30,49,7,474,1,13,488,959
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,428,2,2,65,234,23,36,48,3,409,2,17,428,949
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,429,2,2,107,277,40,17,57,7,505,1,19,525,1060
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,430,2,2,99,267,38,15,49,5,473,0,19,492,858
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,431,2,2,138,261,81,13,32,9,534,1,22,557,1048
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,432,2,2,99,319,46,28,43,4,539,0,15,554,1168
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,433,2,2,77,275,40,20,67,9,488,0,13,501,1066
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,434,2,2,108,290,42,20,62,7,529,1,27,557,1080
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,435,2,2,56,275,28,35,70,5,469,0,20,489,1159
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,436,2,2,89,237,41,31,67,11,476,0,11,487,914
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,437,1,1,47,159,32,15,45,8,306,0,10,316,672
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,438,2,2,72,187,30,22,56,5,372,11,4,387,773
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,439,1,1,30,160,17,22,37,2,268,0,6,274,647
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,440,3,3,519,332,125,30,27,0,1033,0,27,1060,1613
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,441,1,1,113,189,30,11,4,13,360,0,14,374,561
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,442,2,2,379,268,83,8,15,20,773,2,19,794,1213
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,443,2,2,242,309,76,12,15,13,667,4,18,689,1059
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,444,1,1,122,163,44,5,7,11,352,0,5,357,616
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,445,2,2,248,200,71,11,7,8,545,0,14,559,836
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,446,5,5,749,857,199,39,42,46,1932,1,33,1966,3360
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,447,1,1,52,179,17,4,6,6,264,0,19,283,574
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,448,1,1,59,157,17,6,2,7,248,1,11,260,449
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,449,1,1,110,176,49,3,3,6,347,2,7,356,654
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,450,1,1,106,185,35,12,4,2,344,12,0,356,647
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,451,2,2,130,261,56,11,16,10,484,3,18,505,976
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,452,2,2,153,257,66,14,14,19,523,0,22,545,984
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,453,1,1,83,199,35,3,2,5,327,0,11,338,625
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,454,1,1,86,181,45,7,6,4,329,1,9,339,623
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,455,1,1,116,182,31,6,6,7,348,0,6,354,671
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,456,1,1,35,89,12,7,1,5,149,0,11,160,314
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,457,1,1,82,163,25,4,5,2,281,0,12,293,518
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,458,2,2,204,257,49,14,17,14,555,0,15,570,1075
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,459,2,2,128,261,50,12,6,15,472,0,13,485,906
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,460,2,2,155,246,55,9,16,16,497,0,17,514,808
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,461,2,2,218,228,61,18,19,13,557,0,13,570,908
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,462,2,2,184,220,43,5,11,7,470,0,22,492,834
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,463,1,1,132,198,55,10,8,12,415,3,9,427,707
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,464,2,2,123,295,41,11,8,13,491,0,13,504,936
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,465,3,3,285,434,78,14,33,22,866,0,28,894,1556
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,466,2,2,140,263,46,18,13,11,491,2,14,507,965
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,467,2,2,161,291,49,8,17,16,542,2,16,560,1075
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,468,2,2,154,241,44,5,9,9,462,0,15,477,943
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,469,2,2,121,238,56,16,10,15,456,0,7,463,941
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,470,5,5,410,729,113,22,24,23,1321,1,41,1363,3013
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,471,2,2,107,216,31,4,9,11,378,0,13,391,780
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,472,3,3,190,427,87,18,22,13,757,0,38,795,1701
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,473,1,1,83,207,36,8,5,11,350,1,22,373,694
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,474,2,2,86,184,33,8,1,6,318,0,8,326,751
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,475,6,6,334,894,129,54,28,0,1439,4,55,1498,3798
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,476,1,1,69,214,26,10,10,0,329,0,15,344,747
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,477,2,2,80,241,29,11,1,0,362,3,17,382,876
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,2,2,163,262,52,18,14,9,518,1,27,546,941
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,7,7,619,1076,190,62,60,32,2039,2,45,2086,4619
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,480,2,2,146,279,40,12,11,5,493,1,15,509,993
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,2,2,134,280,40,20,15,8,497,1,19,517,986
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,3,3,357,426,81,28,26,15,933,2,36,971,1677
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,2,2,102,266,37,10,14,4,433,3,16,452,879
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,5,5,334,765,127,42,30,17,1315,2,39,1356,3057
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,2,2,263,354,73,16,26,11,743,1,29,773,1343
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,2,2,200,296,52,13,19,14,594,1,15,610,1053
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,4,4,363,601,109,35,31,17,1156,0,31,1187,2311
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,3,3,452,509,132,36,24,19,1172,1,37,1210,2133
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,2,2,298,357,76,22,17,9,779,0,16,795,1267
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,490,2,2,162,377,64,20,15,0,638,0,17,655,1191
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,2,2,333,337,72,19,16,7,784,1,22,807,1341
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,3,3,285,562,120,39,39,23,1068,1,27,1096,2142
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,493,2,2,179,370,54,17,26,0,646,0,18,664,1347
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,494,3,3,250,510,96,31,24,0,911,2,32,945,2063
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,3,3,201,539,60,32,13,16,861,3,28,892,1961
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,496,1,1,72,93,4,8,2,0,179,0,14,193,399
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,497,2,2,158,415,25,67,5,0,670,0,36,706,1315
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,498,3,3,221,578,26,65,3,0,893,2,64,959,1955
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,499,2,2,127,381,12,30,3,0,553,1,46,600,1390
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,500,3,3,274,603,40,70,8,0,995,0,47,1042,2174
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,501,3,3,148,531,16,32,9,0,736,0,65,801,1612
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,502,2,2,36,146,10,15,1,0,208,0,20,228,891
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,503,1,1,131,123,40,18,50,1,363,1,9,373,589
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,504,3,3,33,242,19,193,22,2,511,0,23,534,1580
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,505,3,3,112,289,62,91,39,6,599,1,30,630,1714
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,506,3,3,325,364,145,43,74,21,972,1,26,999,1702
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,507,2,2,127,327,74,40,39,11,618,2,16,636,1343
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,508,2,2,82,301,59,37,46,13,538,0,28,566,1224
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,509,4,4,567,472,220,54,141,24,1478,1,27,1506,2418
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,510,2,2,347,265,118,52,80,11,873,2,21,896,1417
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,511,2,2,50,241,47,42,46,7,433,0,26,459,1151
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,512,3,3,178,448,98,81,81,16,902,1,33,936,2052
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,513,3,3,198,490,108,53,66,11,926,1,51,978,2060
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,514,3,3,487,340,126,45,134,14,1146,0,23,1169,1854
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,515,2,2,232,186,78,23,81,9,609,1,9,619,934
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,516,2,2,36,205,16,7,112,1,377,1,20,398,911
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,517,4,4,109,664,46,62,95,6,982,0,57,1039,2550
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,518,3,3,212,499,69,62,49,14,905,0,42,947,1921
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,519,2,2,151,355,49,30,51,10,646,0,24,670,1245
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,520,3,3,82,452,39,60,77,6,716,15,49,780,2050
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,521,3,3,95,470,36,38,79,14,732,0,35,767,1905
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,522,2,2,119,372,34,25,33,11,594,0,38,632,1239
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,523,3,3,411,476,92,77,45,0,1101,2,43,1146,2048
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,524,4,4,489,563,94,74,24,0,1244,7,32,1283,2428
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,525,4,4,661,589,167,134,60,0,1611,0,43,1654,2900
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,526,2,2,251,216,53,33,21,0,574,4,12,590,1002
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,527,2,2,259,304,72,34,22,0,691,0,20,711,1380
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,528,1,1,40,76,7,5,2,2,132,0,9,141,255
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,529,1,1,116,131,19,20,8,17,311,0,6,317,606
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,530,2,2,79,197,20,9,18,102,425,0,18,443,852
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,531,3,3,237,402,47,68,29,80,863,0,51,914,1920
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,532,1,1,78,183,29,37,11,37,375,1,0,376,734
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,533,1,1,61,107,10,6,10,11,205,0,12,217,450
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,534,1,1,38,171,7,21,15,22,274,1,13,288,603
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,535,2,2,155,308,51,49,27,64,654,0,41,695,1488
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,536,3,3,208,428,64,89,35,89,913,7,48,968,1993
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,537,3,3,221,613,104,48,59,19,1064,2,43,1109,2148
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,538,3,3,230,660,86,50,62,23,1111,2,21,1134,2142
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,539,3,3,170,564,57,35,53,11,890,1,29,920,1919
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,540,3,3,199,559,57,53,40,18,926,0,34,960,1861
