CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,MC,FXMBCS,MLBCS,PESBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,0,0,1,1,2,2,1,0,0,6,0,0,6,6
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,0,0,1,0,3,0,0,0,0,3,0,0,3,3
1,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,0,0,1,0,2,0,0,0,0,2,0,0,2,2
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,0,0,1,0,1,0,1,0,0,2,0,1,3,3
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,0,0,1,1,2,0,0,0,0,3,0,0,3,3
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,0,0,1,3,0,0,0,0,0,3,0,0,3,3
1,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,0,0,1,0,2,0,0,0,0,2,0,0,2,2
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,0,0,1,1,0,0,0,0,0,1,0,0,1,1
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,1,2,2,105,184,124,14,17,0,444,1,10,455,789
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,2,1,1,73,126,78,4,18,0,299,0,8,307,583
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,3,3,3,210,388,305,23,32,0,958,1,16,975,1773
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,4,1,1,143,172,81,8,9,0,413,3,11,427,672
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,5,2,2,90,239,154,14,12,0,509,0,16,525,935
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,6,2,2,68,157,95,16,17,0,353,0,10,363,779
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,7,2,2,177,259,228,17,20,0,701,1,12,714,1310
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,8,2,2,48,148,74,8,18,0,296,0,17,313,456
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,9,1,1,62,82,44,9,10,0,207,0,6,213,403
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,10,2,2,113,166,106,18,10,0,413,0,15,428,785
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,11,1,1,49,101,52,5,11,0,218,0,7,225,424
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,12,1,1,60,67,38,4,10,0,179,0,4,183,331
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,13,2,2,136,291,115,15,40,0,597,0,16,613,1170
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,14,2,2,146,299,128,21,39,0,633,3,27,663,1484
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,15,1,1,64,164,74,14,12,0,328,1,10,339,586
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,16,2,2,82,255,183,15,23,0,558,0,14,572,1005
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,17,1,1,43,141,85,9,13,0,291,1,6,298,467
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,18,2,2,96,274,212,17,23,0,622,1,22,645,1271
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,19,2,2,51,198,114,18,29,0,410,2,26,438,912
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,20,2,2,48,344,115,17,18,0,542,1,32,575,1282
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,21,2,2,64,276,166,15,16,0,537,3,29,569,1092
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,22,4,4,144,459,303,35,58,0,999,4,33,1036,2369
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,23,2,2,63,213,128,23,22,0,449,0,12,461,838
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,24,1,1,54,155,96,6,22,0,333,0,9,342,704
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,25,2,2,49,226,146,18,19,0,458,2,29,489,931
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,26,2,2,46,220,146,16,24,0,452,1,17,470,943
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,27,2,2,41,254,140,10,28,0,473,0,15,488,977
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,28,5,5,141,838,313,27,91,0,1410,1,72,1483,3599
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,29,3,3,112,436,171,28,25,0,772,0,35,807,1694
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,30,3,3,108,478,187,24,25,0,822,0,39,861,1977
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,31,2,2,66,268,136,21,27,0,518,0,14,532,991
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,32,2,2,77,301,136,17,36,0,567,0,19,586,1193
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,33,1,1,29,97,41,5,10,0,182,0,5,187,338
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,34,1,1,41,259,66,18,19,0,403,0,31,434,736
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,35,1,1,2,57,25,3,0,0,87,0,1,88,152
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,36,2,2,23,105,16,9,16,0,169,0,20,189,414
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,37,1,1,28,79,19,10,25,0,161,0,13,174,265
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,38,1,1,16,130,37,4,7,0,194,0,5,199,321
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,39,1,1,7,43,41,2,5,0,98,0,9,107,193
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,40,1,1,74,189,46,12,16,0,337,0,15,352,706
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,41,2,2,107,258,52,6,15,0,438,0,38,476,1067
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,42,2,2,94,290,59,4,11,0,458,0,33,491,1280
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,43,2,2,79,235,48,10,7,0,379,1,11,391,761
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,44,2,2,132,205,87,7,4,0,435,0,15,450,791
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,45,2,2,118,169,65,11,13,0,376,1,13,390,807
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,46,1,1,63,182,49,13,13,0,320,0,15,335,708
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,47,2,2,122,255,75,16,19,0,487,1,16,504,1054
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,48,2,2,138,302,86,15,11,0,552,0,34,586,1225
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,49,1,1,23,15,1,0,2,0,41,0,4,45,144
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,50,1,1,18,75,5,0,3,0,101,0,7,108,181
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,51,1,1,13,109,15,3,7,0,147,0,4,151,340
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,52,1,1,18,126,36,4,30,0,214,0,11,225,459
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,53,1,1,18,97,34,3,6,0,158,0,10,168,277
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,54,3,3,59,260,67,8,58,0,452,0,35,487,1024
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,55,1,1,41,132,27,5,9,0,214,0,9,223,412
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,56,1,1,58,224,30,4,13,0,329,0,13,342,640
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,57,1,1,87,201,49,14,14,0,365,0,19,384,689
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,58,1,1,83,140,36,11,23,0,293,0,17,310,518
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,59,2,2,80,291,63,11,14,0,459,0,22,481,1082
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,60,2,2,48,239,52,5,7,0,351,1,10,362,769
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,61,4,4,154,657,167,22,37,0,1037,0,41,1078,2529
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,62,1,1,5,60,4,0,2,0,71,0,1,72,118
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,67,1,1,66,223,18,5,9,0,321,0,19,340,577
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,68,1,1,35,138,22,7,3,0,205,0,9,214,427
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,69,1,1,28,236,42,23,16,0,345,0,14,359,656
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,70,1,1,37,166,68,7,10,0,288,0,13,301,487
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,71,1,1,9,64,9,13,3,0,98,0,12,110,212
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,72,1,1,28,107,30,81,2,0,248,0,14,262,460
1,3,BAJA CALIFORNIA SUR,13,LORETO,1,COMONDU,73,1,1,107,189,65,27,8,0,396,0,22,418,689
1,3,BAJA CALIFORNIA SUR,10,CIUDAD CONSTITUCION,1,COMONDU,74,1,1,7,45,3,11,8,0,74,0,1,75,160
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,75,2,2,380,248,22,13,0,0,663,1,23,687,1061
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,76,3,3,535,424,26,23,2,0,1010,0,35,1045,1624
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,77,3,3,427,284,30,14,5,0,760,3,27,790,802
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,78,2,2,424,254,22,8,2,0,710,0,29,739,1106
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,79,1,1,215,162,8,4,3,0,392,0,12,404,654
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,80,2,2,290,315,21,7,4,0,637,0,23,660,1032
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,81,1,1,168,113,4,7,1,0,293,3,4,300,466
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,2,2,360,220,21,6,1,0,608,0,23,631,934
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,5,5,1233,661,56,21,7,0,1978,0,47,2025,3098
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,1,1,40,51,1,2,0,0,94,0,2,96,217
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,3,3,302,399,14,13,5,0,733,0,32,765,1354
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,1,1,38,34,2,4,0,0,78,0,7,85,122
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,1,1,53,72,2,2,2,0,131,0,12,143,224
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,2,2,157,272,7,14,3,0,453,0,30,483,879
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,1,1,94,169,7,5,6,0,281,0,22,303,488
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,1,1,139,176,14,9,2,0,340,0,23,363,607
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,1,1,113,206,14,4,5,0,342,0,22,364,682
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,92,1,1,56,105,6,8,0,0,175,0,2,177,266
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,93,1,1,101,133,11,9,2,0,256,1,5,262,434
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,94,5,5,480,1237,50,53,14,0,1834,0,97,1931,3693
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,95,2,2,110,271,14,17,5,0,417,0,18,435,824
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,96,2,2,209,400,22,19,9,0,659,1,25,685,1244
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,97,3,3,257,399,26,21,4,0,707,1,25,733,1156
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,98,3,3,362,650,53,31,9,0,1105,0,39,1144,2069
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,99,1,1,71,135,6,39,3,0,254,0,17,271,425
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,101,1,1,26,52,2,13,0,0,93,1,4,98,145
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,102,2,2,71,202,9,15,3,0,300,0,11,311,960
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,103,1,1,124,233,15,31,6,0,409,0,16,425,706
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,105,1,1,48,51,3,5,1,0,108,0,2,110,176
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,107,1,1,77,123,14,11,2,0,227,0,7,234,406
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,108,2,2,252,302,43,23,2,0,622,0,25,647,1046
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,109,1,1,135,149,17,14,3,0,318,0,15,333,545
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,110,2,2,14,109,1,8,1,0,133,0,3,136,238
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,111,1,1,49,86,10,4,4,0,153,0,20,173,297
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,112,1,1,125,138,6,7,0,0,276,0,14,290,485
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,113,1,1,62,116,7,4,0,0,189,0,13,202,316
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,114,2,2,184,198,30,58,0,0,470,0,6,476,847
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,115,1,1,50,38,0,25,0,0,113,0,2,115,169
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,116,2,2,282,383,20,94,1,0,780,0,26,806,1203
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,117,2,2,98,174,5,16,4,0,297,0,22,319,485
1,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,2,2,55,150,9,15,5,0,234,0,8,242,453
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,119,1,1,56,152,10,10,1,0,229,0,12,241,384
1,3,BAJA CALIFORNIA SUR,14,VILLA ALBERTO ALVARADO ARAMBURO,2,MULEGE,120,1,1,241,142,8,12,4,0,407,0,16,423,713
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,121,2,2,342,301,51,18,14,8,734,1,18,753,1272
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,2,2,118,196,74,19,11,0,418,0,13,431,755
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,2,2,171,230,53,17,17,0,488,3,21,512,830
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,2,2,262,229,59,18,16,0,584,1,22,607,924
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,1,1,179,112,20,11,8,0,330,2,8,340,525
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,1,1,127,200,57,10,18,0,412,1,15,428,703
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,1,1,89,233,44,12,8,0,386,0,16,402,735
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,1,1,66,186,69,10,12,0,343,0,15,358,628
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,2,2,109,281,80,29,18,0,517,0,28,545,1011
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,130,1,1,28,98,12,23,5,2,168,0,6,174,406
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,131,1,1,47,139,31,6,3,1,227,0,6,233,486
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,132,1,1,35,88,28,12,4,3,170,0,9,179,358
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,133,1,1,44,107,19,9,6,1,186,0,7,193,360
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,134,1,1,49,105,9,7,0,3,173,1,5,179,317
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,2,2,103,312,82,12,17,0,526,0,35,561,1033
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,2,2,134,198,54,14,12,0,412,0,17,429,781
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,2,2,214,231,55,9,11,0,520,1,23,544,779
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,1,1,121,161,41,9,13,0,345,0,16,361,596
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,1,1,73,174,41,7,11,0,306,0,7,313,520
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,1,1,44,155,20,8,10,0,237,0,10,247,472
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,2,2,50,266,68,8,10,0,402,1,21,424,799
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,2,2,102,342,78,16,20,0,558,1,23,582,1080
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,143,3,3,172,525,117,17,14,11,856,2,27,885,2038
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,2,2,125,365,113,33,36,0,672,0,36,708,1473
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,2,2,75,205,89,8,23,0,400,0,19,419,788
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,1,1,46,169,60,10,10,0,295,0,16,311,578
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,1,1,74,145,125,6,10,0,360,0,15,375,678
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,1,1,58,137,92,3,7,0,297,0,12,309,515
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,1,1,80,174,69,5,14,0,342,0,10,352,572
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,1,1,41,179,49,4,3,0,276,0,16,292,531
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,1,1,73,187,59,5,9,0,333,1,18,352,667
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,152,2,2,109,258,52,7,7,0,433,0,19,452,905
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,153,3,3,108,514,61,59,33,5,780,1,47,828,1905
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,154,2,2,155,343,109,17,28,0,652,0,38,690,1197
1,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,155,2,2,146,273,116,16,16,0,567,1,32,600,1008
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,156,7,7,336,1201,146,94,61,25,1863,2,93,1958,4444
