CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_CANDIDATURA,NOMBRE_ACTOR_POLITICO,NUMERO_LISTA,PERSONA_CANDIDATA,IDENTIDAD_SEXO_GENERICA,ACCION AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO
,29,TLAXCALA,,,32,TETLATLAHUCA,,,REG_RP,PAC,1,CECILIA PEREZ CALVA,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,33,TLAXCALA,,,PRE_MUN_MR,MORENA,,ALFONSO SANCHEZ GARCIA,1,,,MORENA
,29,TLAXCALA,,,33,TLAXCALA,,,SIND_MR,MORENA,,IVONNE HERNANDEZ BLANCAS,2,,,MORENA
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,MORENA,1,ALEJANDRO ALONSO HERRERA LUMBRERAS,1,,,MORENA
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,MORENA,2,SAIDE CITLALLI VAZQUEZ NAVA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,PAN_PRI,1,ADRIANA JAEL HERNANDEZ COTE,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,PAN
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,MC,1,JOSE JOEL ALCANTARA SANCHEZ,1,,,MC
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,PAN_PRI,2,ALEJANDRO SARMIENTO PADILLA,1,CANDIDATURAS INDIGENAS,,PAN
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,PAC,1,LIZBETH CARCAÑO TORRES,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,33,TLAXCALA,,,REG_RP,MC,1,ASHLEY AYELEN PIZANO JIMENEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,34,TLAXCO,,,PRE_MUN_MR,MORENA,,DIANA TORREJON RODRIGUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,34,TLAXCO,,,SIND_MR,MORENA,,ARTURO HERNANDEZ RODRIGUEZ,1,,,MORENA
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,MORENA,1,MARIA GUADALUPE PELCASTRE MENDEZ,2,,,MORENA
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,MORENA,2,JUAN MUNGUIA CORTES,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,MORENA,3,ZENAIDA GONZALEZ RODRIGUEZ,2,,,MORENA
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,PAN_PRI,1,EDWARDS HERRERA GONZALEZ,1,CANDIDATURAS INDIGENAS,,PAN 
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,PT,1,JAZMIN HERNANDEZ RODRIGUEZ,2,,,PT
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,PAN_PRI,2,ERIKA FRANQUIZ DAVILA,2,,,PAN
,29,TLAXCALA,,,34,TLAXCO,,,REG_RP,MC,1,AGUSTIN NAVA HUERTA,1,,,MC
,29,TLAXCALA,,,35,TOCATLAN,,,PRE_MUN_MR,FXM ,,SERGIO AVENDAÑO PEREZ,1,CANDIDATURAS DE DISCAPACIDAD,,FXM
,29,TLAXCALA,,,35,TOCATLAN,,,SIND_MR,FXM ,,ANGELICA GONZALEZ GALINDO,2,,,FXM
,29,TLAXCALA,,,35,TOCATLAN,,,REG_RP,FXM ,1,EDUARDO JERENI CONTRERAS LUNA,1,CANDIDATURAS DE PERSONAS JOVENES,,FXM
,29,TLAXCALA,,,35,TOCATLAN,,,REG_RP,MORENA,1,CRUZ LOPEZ SANCHEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,35,TOCATLAN,,,REG_RP,PAN_PRI,1,TERESA AVILES GUERRERO,2,,,PRI
,29,TLAXCALA,,,35,TOCATLAN,,,REG_RP,MORENA,2,LAURA AVENDAÑO LUNA,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,MORENA
,29,TLAXCALA,,,35,TOCATLAN,,,REG_RP,PT,1,ERIKA HERNANDEZ HERNANDEZ,2,,,PT
,29,TLAXCALA,,,36,TOTOLAC,,,PRE_MUN_MR,MORENA,,BENJAMIN ATONAL CONDE,1,,,MORENA
,29,TLAXCALA,,,36,TOTOLAC,,,SIND_MR,MORENA,,ISIS YANET BARANDA CHAVEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,MORENA,1,VICTORIA AGUILAR ZEMPOALTECA,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,PAN,1,NICOLAS EMMANUEL HERNANDEZ PEREZ,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,PAN
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,PAN,2,MARIA DEL CONSUELO FLORES PEREZ,2,,,PAN
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,PAC,1,SILVESTRE AQUIAHUATL TOLEDO,1,CANDIDATURAS INDIGENAS,,PAC
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,MC,1,DARLENE CUAPIO RAMIREZ,2,,,MC
,29,TLAXCALA,,,36,TOTOLAC,,,REG_RP,FXM ,1,MARCO ANTONIO HERNANDEZ MARTINEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,FXM
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,PRE_MUN_MR,MC,,GUDELIA PALMA CORONA,2,CANDIDATURAS INDIGENAS,,MC
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,SIND_MR,MC,,ANGEL JIMENEZ ROJAS,1,,,MC
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,REG_RP,MC,1,DAISY CONCEPCION MENDOZA MORALES,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,REG_RP,MORENA,1,DALIA MORALES LARIOS,2,CANDIDATURAS INDIGENAS,,MORENA
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,REG_RP,MORENA,2,GYOVANNI MOZO HERNANDEZ,1,,,MORENA
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,REG_RP,PT,1,ORALIA RAMIREZ SANCHEZ,2,CANDIDATURAS INDIGENAS,,PT
,29,TLAXCALA,,,37,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,,,REG_RP,MORENA,3,GUADALUPE RODRIGUEZ ISLAS,2,,,MORENA
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,PRE_MUN_MR,PAC,,MARCELINO RAMOS MONTIEL,1,,,PAC
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,SIND_MR,PAC,,VANESSA TAPIA RAMOS,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,RSP,1,CRISOFORO SANCHEZ LUNA,1,,,RSP
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,MORENA,1,GUADALUPE FALFAN VELASCO,2,,,MORENA
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,PT,1,JOSE GERARDO RODRIGO HERRERA RAMOS,1,,,PT
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,MC,1,VIOLETA CERVANTES MORALES,2,,,MC
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,RSP,2,ANEL ROJAS ARMENTA,2,CANDIDATURAS DE PERSONAS JOVENES,,RSP
,29,TLAXCALA,,,38,TZOMPANTEPEC,,,REG_RP,MORENA,2,JOSE JUAN RAMIREZ PEREZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,39,XALOZTOC,,,PRE_MUN_MR,PAN,,ELIAS NAVA SANCHEZ,1,,,PAN
,29,TLAXCALA,,,39,XALOZTOC,,,SIND_MR,PAN,,EVELYN SANCHEZ BAEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAN
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,MORENA,1,LEONCIO SANCHEZ MUÑOZ,1,,,MORENA
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,PT,1,JERONIMO FERNANDEZ FERNANDEZ,1,CANDIDATURAS INDIGENAS,,PT
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,PANALT,1,ROBERTO VAZQUEZ HERNANDEZ,1,,,PANALT
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,MORENA,2,MARIA GUADALUPE VAZQUEZ TANECO,2,,,MORENA
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,MC,1,MAURILIA VAZQUEZ FLORES,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,39,XALOZTOC,,,REG_RP,PT,2,DANA SAHIAN SANCHEZ LOPEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
,29,TLAXCALA,,,40,XALTOCAN,,,PRE_MUN_MR,PVEM,,JOSE LUIS HERNANDEZ VAZQUEZ,1,,,PVEM
,29,TLAXCALA,,,40,XALTOCAN,,,SIND_MR,PVEM,,MA. IRENE GUADALUPE SERRANO RUIZ,2,,,PVEM
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,PVEM,1,VICTOR GARCIA SANCHEZ,1,,,PVEM
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,FXM ,1,EFREN LOZANO MORALES,1,,,FXM
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,MORENA,1,BENITA VAZQUEZ RODRIGUEZ,2,,,MORENA
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,PRI,1,OMAR GUILLERMO ATENO CAMACHO,1,,,PRI
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,PT,1,YESSICA ACELA MORALES AVILA,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
,29,TLAXCALA,,,40,XALTOCAN,,,REG_RP,PRD,1,TIFANY MONCERRAT JUAREZ BAEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,PRE_MUN_MR,PAN_PRI,,SERGIO LARA MUÑOZ,1,,,PRI
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,SIND_MR,PAN_PRI,,ITZEL XICOHTENCATL CORONA,2,,,PRI
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,PAN_PRI,1,GEOVANY LARA FLORES,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,MORENA,1,LUCERO CORONA HERNANDEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,PVEM,1,EDGAR SAUZ ARROYO,1,,,PVEM
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,MC,1,BRENDA ORTIZ BERRUECOS,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,PRD,1,LILIA LARA MARTINEZ,1,,,PRD
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,MORENA,2,JOSE NAZARIO ANTOLIN DE LA CRUZ PEÑA,2,,,MORENA
,29,TLAXCALA,,,41,PAPALOTLA DE XICOHTENCATL,,,REG_RP,RSP,1,GUADALUPE LANDEROS OVIEDO,2,,,RSP
,29,TLAXCALA,,,42,XICOHTZINCO,,,PRE_MUN_MR,CAND_IND04,,JUAN RAMIREZ AVALOS,1,,,CAND_IND04
,29,TLAXCALA,,,42,XICOHTZINCO,,,SIND_MR,CAND_IND04,,ALAIDE GARCIA MORALES,2,,,CAND_IND04
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,PANALT,1,JORGE HERNANDEZ MORENO,1,,,PANALT
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,MORENA,1,JAQUELIN AGUIRRE MUNIVE,2,,,MORENA
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,PT,1,VALERIA ESTEFANIA PEREZ RAMIREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,CAND_IND05,1,IVAN CORONA BARRANCO,1,,,CAND_IND05
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,MC,1,MA. EULALIA MARTHA XOCHICALE ROJAS,2,CANDIDATURAS DE DISCAPACIDAD,,MC
,29,TLAXCALA,,,42,XICOHTZINCO,,,REG_RP,PAN_PRI,1,FRANCISCO FLORES GUEVARA,1,,,PRI
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,PRE_MUN_MR,MORENA,,DAVID VEGA TERRAZAS,1,,,MORENA
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,SIND_MR,MORENA,,ANA ROSA GAMEROS ORDOÑES,2,,,MORENA
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,MORENA,1,RICARDO ISAAC GUTIERREZ LEAL,1,,,MORENA
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,PAC,1,EMILIO ORTIZ CARMONA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,PAN,1,ADOLFO RIVERA PORTILLO,1,,,PAN
,29,TLAXCALA,, ,43,YAUHQUEMEHCAN,,,REG_RP,MC,1,IVONNE ROMAN MANRIQUE,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,PT,1,KARLA HERNANDEZ ROLDAN,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,PRD,1,DULCE JULIETA ALVARADO SANCHEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,43,YAUHQUEMEHCAN,,,REG_RP,PAC,2,SANDRA XOCHITL MANRIQUE MUÑOZ,2,,,PAC
,29,TLAXCALA,,,44,ZACATELCO,,,PRE_MUN_MR,PAC,,JOSE MIGUEL ACATZI LUNA,1,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,44,ZACATELCO,,,SIND_MR,PAC,,NANCY JUAREZ CORTE,2,,,PAC
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,PAC,1,GABRIEL DIAZ QUINTERO,1,,,PAC
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,PT,1,ALEJANDRO PORTILLO PEREZ,1,,,PT
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,MORENA,1,MARIA DARIANA MUÑOZ DOMINGUEZ,2,,,MORENA
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,PRI,1,GABRIEL TECOCOATZI APONTE,1,CANDIDATURAS DE PERSONAS JOVENES,,PRI
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,PANALT,1,MA. GABRIELA COCA NAVA,2,,,PANALT
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,FXM ,1,CECILIA JUAREZ TECOCOATZI,2,CANDIDATURAS DE PERSONAS JOVENES,,FXM
,29,TLAXCALA,,,44,ZACATELCO,,,REG_RP,PT,2,ALEJANDRA ARENAS LOPEZ,2,,,PT
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,PRE_MUN_MR,PRD,,ARTURO MACUILT DIAZ,1,,,PRD
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,SIND_MR,PRD,,ANA KAREN SOLANO MEJIA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,REG_RP,PRD,1,ANSELMO MUÑIZ HERNANDEZ,1,,,PRD
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,REG_RP,PT,1,MARICRUZ MENDEZ PAREDES,2,,,PT
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,REG_RP,MORENA,1,JOSEFINA PISCIL TENIZA,2,,,MORENA
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,REG_RP,FXM ,1,VICENTE PORTILLO RODRIGUEZ,1,,,FXM
,29,TLAXCALA,,,45,SANTA APOLONIA TEACALCO,,,REG_RP,PVEM,1,JUANA ORTEGA CRUZ,2,,,PVEM
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,PRE_MUN_MR,PT,,AURELIANO SANCHEZ SANCHEZ,1,,,PT
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,SIND_MR,PT,,JAZARETH FLORES PEREZ,2,,,PT
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,REG_RP,FXM ,1,ANGEL CUAUHTEPITZI IBAÑEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,FXM
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,REG_RP,FXM ,2,HERLINDA TLAMINTZI ROJAS,2,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,FXM
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,REG_RP,PANALT,1,FRANCISCO VARGAS PEREZ,1,,,PANALT
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,REG_RP,MORENA,1,MICAELA TLAMINTZI PEREZ,2,,,MORENA
,29,TLAXCALA,,,46,SANTA CRUZ QUILEHTLA,,,REG_RP,PANALT,2,MARLEN PEREZ PEREZ,2,,,PANALT
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,PRE_MUN_MR,MC,,EBERTH JHON ROBLES OCOTZI,1,,,MC
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,SIND_MR,MC,,EMILI ALIXZANDRA VALENCIA AGUILA,2,,,MC
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,REG_RP,MC,1,EDGAR MENDEZ GARCIA,1,,,MC
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,REG_RP,PANALT,1,FRED ALCOCER PIÑA,1,CANDIDATURAS INDIGENAS,,PANALT
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,REG_RP,MORENA,1,YOLISELY PAREDES MENDEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,REG_RP,PANALT,2,ISABEL ELIAS PINTOR,2,,,PANALT
,29,TLAXCALA,,,47,SAN JUAN HUACTZINCO,,,REG_RP,PT,1,JOYCE MENDEZ RIVAS,2,,,PT
,29,TLAXCALA,,,48,SANTA CATARINA AYOMETLA,,,PRE_MUN_MR,PRD,,DAVID CORTES CUCHILLO,1,,,PRD
,29,TLAXCALA,,,48,SANTA CATARINA AYOMETLA,,,SIND_MR,PRD,,CHANTAL CORTES DIAZ,2,,,PRD
,29,TLAXCALA,,,48,SANTA CATARINA AYONETLA,,,REG_RP,PANALT,1,JULIO CESAR ZEMPOALTECA SERRANO,1,,,PANALT
,29,TLAXCALA,,,48,SANTA CATARINA AYONETLA,,,REG_RP,PANALT,2,ANAYELI MORALES FLORES,2,,,PANALT
,29,TLAXCALA,,,48,SANTA CATARINA AYONETLA,,,REG_RP,MC,1,ERIKA MEZA MEZA,2,,,MC
,29,TLAXCALA,,,48,SANTA CATARINA AYONETLA,,,REG_RP,PT,1,AGUSTIN MEZA GUTIERREZ,1,CANDIDATURAS DE LA DIVERSIDAD SEXUAL,,PT
,29,TLAXCALA,,,48,SANTA CATARINA AYONETLA,,,REG_RP,MORENA,1,MARIA ELENA SANCHEZ HERNANDEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,PRE_MUN_MR,PAN_PRI,,YAZMIN JIMENEZ RUGERIO,2,,,PRI
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,SIND_MR,PAN_PRI,,AARON FLORES JUAREZ,1,,,PRI
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,REG_RP,RSP,1,MA. GUADALUPE PEREZ SANCHEZ,2,,,RSP
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,REG_RP,PAC,1,RUBI RUGERIO PEREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,REG_RP,PRD,1,DULCE IVONE PEREZ POLVO,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,REG_RP,MC,1,DANIELA JUAREZ SANDOVAL,2,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,49,SANTA ISABEL XILOXOXTLA,,,REG_RP,MORENA,1,BEATRIZ SERRANO VAZQUEZ,2,,,MORENA
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,PRE_MUN_MR,MORENA,,GRISELDA AGUILAR MACIAS,2,CANDIDATURAS INDIGENAS,,MORENA
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,SIND_MR,MORENA,,EZEQUIEL SAN LUIS VAZQUEZ,1,,,MORENA
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,REG_RP,PT,1,MARIA DEL ROSARIO CARCAÑO OLIVARES,2,,,PT
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,REG_RP,PVEM,1,ISNIK AGUILAR NAVA,2,,,PVEM
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,REG_RP,PAN_PRI,1,BRENDA NERIA HERNANDEZ,2,,,PRI
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,REG_RP,PRD,1,MONICA GUADALUPE HERNANDEZ CARCAÑO,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,50,SAN JOSE TEACALCO,,,REG_RP,PANALT,1,ADELINA OSORIO CARCAÑO,2,,,PANALT
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,PRE_MUN_MR,PVEM,,KRITSBEY PEREZ FLORES,2,CANDIDATURAS INDIGENAS,,PVEM
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,SIND_MR,PVEM,,LUCIO RODRIGUEZ ATRIANO,1,,,PVEM
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,PT,1,SILVIA RODRIGUEZ RODRIGUEZ,2,,,PT
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,FXM ,1,YENIFER MONSERRAT MENDIETA ZAMORA,2,CANDIDATURAS DE PERSONAS JOVENES,,FXM
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,PAC,1,GABRIELA RODRIGUEZ ZAMORA,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,MORENA,1,CRISTAL RODRIGUEZ MUÑOZ,2,CANDIDATURAS INDIGENAS,,MORENA
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,MC,1,IRMA CORONA RODRIGUEZ,2,,,MC
,29,TLAXCALA,,,51,SAN FRANCISCO TETLANOHCAN,,,REG_RP,PRD,1,MARLEN MENDOZA SALDAÑA,2,CANDIDATURAS DE PERSONAS JOVENES,,PRD
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,PRE_MUN_MR,FXM ,,ROCIO CLAUDIA MELENDEZ PLUMA,2,,,FXM
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,SIND_MR,FXM ,,PEDRO ESCOBAR ONOFRE,1,,,FXM
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,PAN,1,NORMA QUIROZ MENDIETA,2,,,PAN
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,PVEM,1,CLAUDIA MEZA PEREZ,2,,,PVEM
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,MC,1,GABRIELA ARENAS PLUMA,2,,,MC
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,PANALT,1,CRISTINA CALOCH HERNANDEZ,2,,,PANALT
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,PAN,2,PEDRO HUMBERTO ONOFRE POLVO,1,CANDIDATURAS DE PERSONAS JOVENES,,PAN
,29,TLAXCALA,,,52,LA MAGDALENA TLALTELULCO,,,REG_RP,MORENA,1,BRENDA ANEL ZECUA MARTINEZ,2,,,MORENA
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,PRE_MUN_MR,MORENA,,DAVID SANCHEZ RINCON,1,,,MORENA
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,SIND_MR,MORENA,,DALIA LOPEZ TINOCO,2,CANDIDATURAS DE PERSONAS JOVENES,,MORENA
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,REG_RP,MORENA,1,SERGIO GUTIERREZ TECPA,1,CANDIDATURAS INDIGENAS,,MORENA
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,REG_RP,PAC,1,SALOMON FLORES CERVANTES,1,,,PAC
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,REG_RP,PT,1,KAREN FERNANDA SOLIS PEREZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PT
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,REG_RP,PAC,2,WENDY LOPEZ HERNANDEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PAC
,29,TLAXCALA,,,53,SAN DAMIAN TEXOLOC,,,REG_RP,PRI,1,YAMILET REAL CERVANTES,2,CANDIDATURAS INDIGENAS,,PRI
,29,TLAXCALA,,,54,EMILIANO ZAPATA,,,PRE_MUN_MR,PAN_PRI,,EDGAR MACIAS MORENO,1,,,PRI
,29,TLAXCALA,,,54,EMILIANO ZAPATA,,,SIND_MR,PAN_PRI,,MARIANA HERRERA MARQUEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PRI
,29,TLAXCALA,,,54,EMILIANO ZAPATA,,,REG_RP,PAN_PRI,1,MARCELINO MONTIEL SANCHEZ,1,,,PRI
,29,TLAXCALA,,,54,EMILIANO ZAPATA,,,REG_RP,MC,1,CRISTOBAL DAVILA RODRIGUEZ,1,CANDIDATURAS DE PERSONAS JOVENES,,MC
,29,TLAXCALA,,,54,EMILIANO ZAPATA,,,REG_RP,PVEM,1,DANIELA PALAFOX GONZALEZ,2,CANDIDATURAS DE PERSONAS JOVENES,,PVEM
