CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,5,DURANGO,5,DURANGO,206,1,1,170,86,7,12,6,90,71,7,5,0,1,0,455,0,12,467,634
1,10,DURANGO,5,DURANGO,5,DURANGO,207,1,1,112,58,0,8,8,65,57,14,4,0,0,0,326,1,11,338,505
1,10,DURANGO,5,DURANGO,5,DURANGO,208,1,1,167,83,3,11,8,99,85,14,7,0,0,0,477,1,13,491,733
1,10,DURANGO,5,DURANGO,5,DURANGO,209,1,1,125,74,8,9,12,79,71,11,2,1,0,0,392,1,25,418,639
1,10,DURANGO,5,DURANGO,5,DURANGO,210,2,2,158,112,10,18,23,147,151,20,3,0,0,0,642,0,31,673,995
1,10,DURANGO,5,DURANGO,5,DURANGO,211,1,1,130,106,3,15,11,96,58,12,1,0,0,0,432,0,12,444,677
1,10,DURANGO,5,DURANGO,5,DURANGO,212,1,1,134,98,2,5,8,89,71,12,1,0,0,0,420,0,6,426,603
1,10,DURANGO,5,DURANGO,5,DURANGO,213,1,1,117,84,4,14,17,90,76,12,1,0,0,0,415,1,13,429,616
1,10,DURANGO,5,DURANGO,5,DURANGO,214,1,1,140,81,1,18,7,52,48,5,4,0,0,0,356,0,4,360,547
1,10,DURANGO,5,DURANGO,5,DURANGO,215,1,1,148,100,0,9,14,54,69,12,3,0,0,0,409,0,9,418,584
1,10,DURANGO,5,DURANGO,5,DURANGO,216,1,1,173,66,3,2,5,44,35,8,1,0,0,0,337,0,2,339,420
1,10,DURANGO,5,DURANGO,5,DURANGO,217,1,1,211,75,4,16,5,71,57,13,4,0,0,0,456,0,6,462,629
1,10,DURANGO,5,DURANGO,5,DURANGO,218,5,5,480,501,8,68,63,581,524,55,12,1,0,0,2293,1,54,2348,3492
1,10,DURANGO,5,DURANGO,5,DURANGO,220,1,1,35,80,1,12,10,62,95,2,2,0,0,0,299,1,16,316,622
1,10,DURANGO,5,DURANGO,5,DURANGO,221,1,1,30,78,2,17,12,71,86,9,2,0,0,0,307,0,30,337,681
1,10,DURANGO,5,DURANGO,5,DURANGO,222,2,2,79,132,5,24,36,97,180,13,4,1,0,0,571,0,52,623,1260
1,10,DURANGO,5,DURANGO,5,DURANGO,223,2,2,78,174,1,17,31,132,158,12,4,0,0,0,607,1,47,655,1280
1,10,DURANGO,5,DURANGO,5,DURANGO,224,2,2,146,149,10,21,35,188,173,27,9,0,0,0,758,1,45,804,1432
1,10,DURANGO,5,DURANGO,5,DURANGO,225,2,2,137,118,4,24,36,223,218,22,5,0,0,0,787,0,38,825,1312
1,10,DURANGO,5,DURANGO,5,DURANGO,226,1,1,118,86,3,9,10,69,58,16,3,1,0,0,373,2,14,389,528
1,10,DURANGO,5,DURANGO,5,DURANGO,227,2,2,158,98,5,16,29,144,161,15,4,2,0,0,632,1,29,662,1063
1,10,DURANGO,5,DURANGO,5,DURANGO,228,2,2,180,135,5,17,17,136,120,27,1,0,0,0,638,0,24,662,987
1,10,DURANGO,5,DURANGO,5,DURANGO,229,1,1,99,62,5,12,10,77,66,8,1,0,0,0,340,0,19,359,534
1,10,DURANGO,5,DURANGO,5,DURANGO,230,1,1,85,51,1,6,10,50,49,11,1,0,0,0,264,0,7,271,413
1,10,DURANGO,5,DURANGO,5,DURANGO,231,1,1,106,77,5,7,16,97,70,10,1,0,0,0,389,0,14,403,597
1,10,DURANGO,5,DURANGO,5,DURANGO,232,1,1,95,53,5,9,8,54,52,3,0,1,0,0,280,0,13,293,393
1,10,DURANGO,5,DURANGO,5,DURANGO,233,2,2,107,60,7,9,6,61,68,11,1,2,0,0,332,2,11,345,513
1,10,DURANGO,5,DURANGO,5,DURANGO,234,1,1,114,49,4,9,4,55,44,13,4,0,0,0,296,0,7,303,381
1,10,DURANGO,5,DURANGO,5,DURANGO,235,1,1,133,57,1,1,4,47,29,0,2,0,1,0,275,2,10,287,401
1,10,DURANGO,5,DURANGO,5,DURANGO,239,1,1,159,122,3,13,14,118,69,6,4,1,0,0,509,1,15,525,729
1,10,DURANGO,5,DURANGO,5,DURANGO,240,1,1,184,98,8,3,6,76,43,15,3,1,0,0,437,0,6,443,586
1,10,DURANGO,5,DURANGO,5,DURANGO,241,1,1,77,66,3,11,8,74,55,3,0,0,0,0,297,0,12,309,495
1,10,DURANGO,5,DURANGO,5,DURANGO,242,1,1,109,88,5,11,18,86,80,6,3,0,0,0,406,1,18,425,617
1,10,DURANGO,5,DURANGO,5,DURANGO,243,2,2,150,149,5,11,11,125,102,7,6,1,0,0,567,0,18,585,870
1,10,DURANGO,5,DURANGO,5,DURANGO,244,1,1,71,49,8,5,16,66,87,7,3,0,0,0,312,0,11,323,535
1,10,DURANGO,5,DURANGO,5,DURANGO,245,2,2,92,87,4,10,19,130,145,13,3,0,0,0,503,0,30,533,840
1,10,DURANGO,5,DURANGO,5,DURANGO,246,1,1,66,39,4,10,8,70,83,4,0,0,0,0,284,0,13,297,436
1,10,DURANGO,5,DURANGO,5,DURANGO,247,3,3,196,221,4,46,56,349,330,23,10,0,0,0,1235,0,71,1306,2173
1,10,DURANGO,5,DURANGO,5,DURANGO,248,2,2,119,129,5,34,53,176,240,16,3,0,2,0,777,0,33,810,1393
1,10,DURANGO,5,DURANGO,5,DURANGO,249,3,3,200,229,12,40,46,270,264,31,11,0,1,0,1104,0,58,1162,1826
1,10,DURANGO,5,DURANGO,5,DURANGO,250,2,2,40,85,5,27,30,96,137,12,3,0,0,0,435,0,28,463,968
1,10,DURANGO,5,DURANGO,5,DURANGO,251,2,2,39,84,0,16,28,95,138,4,2,0,0,0,406,1,21,428,889
1,10,DURANGO,5,DURANGO,5,DURANGO,252,3,3,81,162,5,29,45,159,248,15,8,0,1,0,753,0,59,812,1839
1,10,DURANGO,5,DURANGO,5,DURANGO,254,3,3,91,167,15,46,58,168,323,17,3,2,0,0,890,1,69,960,2198
1,10,DURANGO,5,DURANGO,5,DURANGO,255,4,4,168,220,22,57,83,301,430,18,8,0,0,0,1307,1,95,1403,2734
1,10,DURANGO,5,DURANGO,5,DURANGO,256,2,2,139,148,8,21,23,228,242,28,6,1,0,0,844,1,52,897,1498
1,10,DURANGO,5,DURANGO,5,DURANGO,257,2,2,67,100,3,23,21,183,171,16,2,1,0,0,587,1,32,620,1015
1,10,DURANGO,5,DURANGO,5,DURANGO,258,2,2,133,138,5,17,19,140,139,16,6,0,1,0,614,0,24,638,928
1,10,DURANGO,5,DURANGO,5,DURANGO,259,2,2,54,81,3,17,21,131,169,6,3,0,0,0,485,0,35,520,948
1,10,DURANGO,5,DURANGO,5,DURANGO,260,2,2,116,123,11,26,37,170,192,11,3,0,0,0,689,0,27,716,1250
1,10,DURANGO,5,DURANGO,5,DURANGO,261,1,1,96,106,4,15,25,93,110,3,6,0,1,0,459,1,20,480,700
1,10,DURANGO,5,DURANGO,5,DURANGO,262,3,3,130,159,36,29,40,206,319,17,6,0,1,0,943,0,62,1005,1701
1,10,DURANGO,5,DURANGO,5,DURANGO,263,1,1,69,73,1,9,25,78,90,4,1,0,0,0,350,0,18,368,663
1,10,DURANGO,5,DURANGO,5,DURANGO,264,1,1,58,88,2,15,17,106,92,8,4,1,0,0,391,0,20,411,643
1,10,DURANGO,5,DURANGO,5,DURANGO,265,1,1,75,78,2,17,15,70,68,3,3,0,0,0,331,0,15,346,503
1,10,DURANGO,5,DURANGO,5,DURANGO,266,1,1,80,98,4,19,10,115,102,9,2,0,0,0,439,0,12,451,693
1,10,DURANGO,5,DURANGO,5,DURANGO,267,1,1,94,61,7,10,8,100,121,6,2,0,0,0,409,0,16,425,676
1,10,DURANGO,5,DURANGO,5,DURANGO,268,1,1,90,59,1,10,2,83,111,11,1,0,0,0,368,0,16,384,557
1,10,DURANGO,5,DURANGO,5,DURANGO,269,2,2,133,111,7,22,23,171,152,13,2,0,0,0,634,0,29,663,1017
1,10,DURANGO,5,DURANGO,5,DURANGO,272,2,2,86,80,10,13,23,112,116,12,1,0,0,0,453,0,12,465,763
1,10,DURANGO,5,DURANGO,5,DURANGO,273,2,2,81,89,3,23,23,125,137,11,6,0,0,0,498,1,29,528,979
1,10,DURANGO,5,DURANGO,5,DURANGO,274,2,2,47,70,1,22,31,113,159,5,0,1,0,0,449,0,33,482,907
1,10,DURANGO,5,DURANGO,5,DURANGO,275,3,3,152,164,14,42,28,235,279,13,8,2,0,0,937,1,54,992,1754
1,10,DURANGO,5,DURANGO,5,DURANGO,276,11,11,831,904,49,150,181,1191,1225,84,45,0,1,0,4661,4,195,4860,7964
1,10,DURANGO,5,DURANGO,5,DURANGO,277,2,2,49,102,5,15,29,93,175,8,4,0,0,0,480,1,52,533,1371
1,10,DURANGO,5,DURANGO,5,DURANGO,279,2,2,62,134,5,26,48,107,183,9,1,0,0,0,575,0,40,615,1252
1,10,DURANGO,5,DURANGO,5,DURANGO,280,3,3,172,180,12,39,51,354,378,24,4,0,1,0,1215,0,67,1282,2195
1,10,DURANGO,5,DURANGO,5,DURANGO,281,4,4,176,235,11,50,50,328,358,19,7,0,1,0,1235,0,59,1294,2276
1,10,DURANGO,5,DURANGO,5,DURANGO,282,1,1,53,61,4,15,27,92,123,4,4,0,1,0,384,0,29,413,697
1,10,DURANGO,5,DURANGO,5,DURANGO,283,3,3,246,225,17,65,47,388,392,14,4,2,0,0,1400,0,41,1441,2200
1,10,DURANGO,5,DURANGO,5,DURANGO,284,3,3,128,183,10,32,41,269,296,16,12,1,0,0,988,3,62,1053,1909
1,10,DURANGO,5,DURANGO,5,DURANGO,285,2,2,66,70,5,17,18,89,123,10,5,1,0,0,404,0,46,450,870
1,10,DURANGO,5,DURANGO,5,DURANGO,286,4,4,141,126,12,31,44,254,283,19,6,0,0,0,916,1,53,970,1679
1,10,DURANGO,5,DURANGO,5,DURANGO,287,1,1,78,77,4,7,12,60,91,10,5,0,0,0,344,0,12,356,544
1,10,DURANGO,5,DURANGO,5,DURANGO,288,2,2,94,110,3,16,23,128,171,14,7,0,1,0,567,0,26,593,952
1,10,DURANGO,5,DURANGO,5,DURANGO,289,2,2,80,102,4,15,24,159,172,5,2,0,0,0,563,0,45,608,1085
1,10,DURANGO,5,DURANGO,5,DURANGO,290,2,2,92,132,4,29,42,178,203,10,8,1,0,0,699,0,39,738,1226
1,10,DURANGO,5,DURANGO,5,DURANGO,291,2,2,99,127,3,23,23,137,154,6,3,0,0,0,575,1,31,607,1003
1,10,DURANGO,5,DURANGO,5,DURANGO,292,2,2,117,112,5,19,28,164,226,6,6,1,0,0,684,0,47,731,1185
1,10,DURANGO,5,DURANGO,5,DURANGO,293,3,3,168,169,3,37,55,254,213,12,4,0,0,0,915,0,48,963,1560
1,10,DURANGO,5,DURANGO,5,DURANGO,294,2,2,128,113,7,24,21,161,218,17,3,0,0,0,692,3,31,726,1181
1,10,DURANGO,6,DURANGO,5,DURANGO,0,0,1,1,3,0,0,1,0,2,0,0,0,0,0,7,0,0,7,7
1,10,DURANGO,6,DURANGO,5,DURANGO,131,4,4,199,196,8,44,60,75,558,20,10,0,0,0,1170,1,79,1250,2632
1,10,DURANGO,6,DURANGO,5,DURANGO,132,4,4,160,192,14,42,57,109,537,20,5,0,0,0,1136,0,76,1212,2398
1,10,DURANGO,6,DURANGO,5,DURANGO,133,4,4,114,213,21,58,54,82,506,23,8,0,0,0,1079,0,90,1169,2499
1,10,DURANGO,6,DURANGO,5,DURANGO,134,2,2,48,84,2,12,38,36,310,11,3,0,2,0,546,0,42,588,1202
1,10,DURANGO,6,DURANGO,5,DURANGO,135,4,4,183,194,7,31,60,56,471,12,7,1,2,0,1024,0,94,1118,2291
1,10,DURANGO,6,DURANGO,5,DURANGO,162,3,3,171,210,12,29,60,62,406,16,10,1,0,0,977,0,52,1029,1785
1,10,DURANGO,6,DURANGO,5,DURANGO,163,2,2,86,126,2,10,47,58,270,9,5,0,0,0,613,4,49,666,1391
1,10,DURANGO,6,DURANGO,5,DURANGO,164,3,3,82,116,18,31,39,43,300,12,12,0,0,0,653,0,46,699,1541
1,10,DURANGO,6,DURANGO,5,DURANGO,165,5,5,142,249,21,40,84,54,569,18,10,2,0,0,1189,0,85,1274,3321
1,10,DURANGO,6,DURANGO,5,DURANGO,166,3,3,74,156,12,38,68,49,419,15,6,1,0,0,838,0,83,921,2062
1,10,DURANGO,6,DURANGO,5,DURANGO,167,3,3,80,124,4,13,23,188,340,17,12,0,1,0,802,0,65,867,1527
1,10,DURANGO,6,DURANGO,5,DURANGO,168,2,2,90,100,6,24,32,38,339,9,3,0,0,0,641,0,56,697,1312
1,10,DURANGO,6,DURANGO,5,DURANGO,169,2,2,147,115,5,24,27,69,301,20,10,0,0,0,718,1,56,775,1333
1,10,DURANGO,6,DURANGO,5,DURANGO,170,2,2,164,133,7,30,43,59,291,15,8,0,0,0,750,0,28,778,1320
1,10,DURANGO,6,DURANGO,5,DURANGO,187,2,2,104,91,3,21,9,39,193,19,4,0,0,0,483,0,29,512,806
1,10,DURANGO,6,DURANGO,5,DURANGO,193,1,1,88,73,1,15,10,36,115,6,3,0,0,0,347,0,11,358,583
1,10,DURANGO,6,DURANGO,5,DURANGO,195,2,2,141,176,9,26,23,33,222,19,5,0,0,0,654,1,18,673,1111
1,10,DURANGO,6,DURANGO,5,DURANGO,196,1,1,79,92,10,11,19,27,135,11,0,2,0,0,386,0,31,417,711
1,10,DURANGO,6,DURANGO,5,DURANGO,197,2,2,109,90,3,24,27,47,265,9,3,0,0,0,577,0,37,614,1140
1,10,DURANGO,6,DURANGO,5,DURANGO,198,3,3,92,137,2,24,51,56,424,18,9,0,0,0,813,0,64,877,1772
1,10,DURANGO,6,DURANGO,5,DURANGO,199,2,2,103,125,6,25,43,49,297,5,15,0,1,0,669,0,54,723,1366
1,10,DURANGO,6,DURANGO,5,DURANGO,200,3,3,74,155,5,29,108,52,392,14,3,1,0,0,833,0,44,877,1900
1,10,DURANGO,6,DURANGO,5,DURANGO,201,5,5,166,298,26,66,99,87,635,24,11,0,0,0,1412,0,104,1516,3510
1,10,DURANGO,6,DURANGO,5,DURANGO,202,3,3,244,203,8,43,37,76,396,5,11,0,1,0,1024,0,45,1069,1729
1,10,DURANGO,6,DURANGO,5,DURANGO,203,2,2,177,139,3,19,14,51,155,12,0,0,0,0,570,0,14,584,812
1,10,DURANGO,6,DURANGO,5,DURANGO,204,10,10,429,617,43,122,181,206,1473,57,27,1,3,0,3159,2,220,3381,6987
1,10,DURANGO,6,DURANGO,5,DURANGO,236,2,2,299,149,14,9,18,38,129,9,4,1,1,0,671,0,17,688,956
1,10,DURANGO,6,DURANGO,5,DURANGO,237,4,4,755,422,22,33,21,99,237,29,10,1,0,0,1629,0,34,1663,2307
1,10,DURANGO,6,DURANGO,5,DURANGO,238,2,2,373,276,16,17,19,75,189,28,3,1,0,0,997,1,28,1026,1396
1,10,DURANGO,6,DURANGO,5,DURANGO,270,2,2,204,196,11,22,35,56,230,21,2,0,0,0,777,1,25,803,1226
1,10,DURANGO,6,DURANGO,5,DURANGO,271,3,3,308,246,5,35,38,89,286,17,8,2,0,0,1034,1,35,1070,1574
1,10,DURANGO,6,DURANGO,5,DURANGO,319,3,3,219,204,7,29,45,68,300,33,10,0,0,0,915,0,57,972,1565
1,10,DURANGO,6,DURANGO,5,DURANGO,320,3,3,233,231,13,40,36,69,293,28,4,1,0,0,948,0,55,1003,1560
1,10,DURANGO,6,DURANGO,5,DURANGO,321,3,3,119,173,9,18,62,52,397,15,2,0,0,0,847,0,52,899,1605
1,10,DURANGO,6,DURANGO,5,DURANGO,322,8,8,1248,913,38,72,109,335,935,104,28,2,0,0,3784,3,92,3879,5462
1,10,DURANGO,6,DURANGO,5,DURANGO,323,3,3,91,89,4,20,74,45,311,16,2,1,0,0,653,1,59,713,1567
1,10,DURANGO,6,DURANGO,5,DURANGO,324,2,2,128,184,7,25,26,62,248,13,4,0,0,0,697,0,53,750,1275
1,10,DURANGO,6,DURANGO,5,DURANGO,325,3,3,164,216,8,31,63,76,367,13,7,1,0,0,946,0,57,1003,1813
1,10,DURANGO,6,DURANGO,5,DURANGO,338,3,3,147,198,22,34,84,52,363,14,5,0,0,0,919,1,45,965,1547
1,10,DURANGO,6,DURANGO,5,DURANGO,339,7,7,297,424,20,80,133,168,954,47,14,2,0,0,2139,4,104,2247,4767
1,10,DURANGO,6,DURANGO,5,DURANGO,340,6,6,316,376,21,88,140,142,754,29,11,1,0,0,1878,1,93,1972,4207
1,10,DURANGO,6,DURANGO,5,DURANGO,341,4,4,127,251,12,42,80,73,479,14,6,0,0,0,1084,0,62,1146,2347
1,10,DURANGO,6,DURANGO,5,DURANGO,376,5,5,501,404,21,43,48,154,572,44,25,3,0,0,1815,0,99,1914,3325
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,42,2,2,91,77,2,14,12,2,146,9,5,0,0,7,365,0,25,390,788
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,43,1,1,16,4,0,2,1,1,53,0,0,0,0,0,77,0,1,78,149
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,44,1,1,29,5,0,3,6,1,82,1,0,0,0,3,130,0,5,135,224
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,47,1,1,29,33,0,2,3,1,48,3,5,0,0,2,126,0,4,130,231
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,48,1,1,27,24,0,6,4,1,80,2,0,0,0,3,147,0,7,154,266
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,50,1,1,11,7,0,0,0,1,35,2,0,0,0,0,56,0,6,62,142
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,51,1,1,8,7,0,0,1,0,5,0,0,0,0,0,21,0,0,21,110
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,52,1,1,6,9,0,1,1,0,45,0,0,0,0,1,63,0,2,65,130
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,53,1,1,32,27,1,2,7,3,80,0,1,0,0,0,153,0,3,156,252
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,54,1,1,14,27,0,2,3,3,27,0,0,0,0,0,76,0,1,77,189
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,55,1,1,37,12,0,8,5,4,56,3,0,0,0,3,128,0,2,130,284
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,56,1,1,52,47,1,23,8,3,132,8,2,0,0,5,281,0,10,291,436
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,638,3,3,151,414,2,37,38,27,396,14,7,1,0,7,1094,1,49,1144,1992
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,639,2,2,79,176,0,24,6,21,165,4,8,0,0,4,487,0,17,504,902
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,640,1,1,2,24,0,0,0,1,33,0,1,0,0,0,61,0,4,65,130
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,641,1,1,8,49,0,7,3,3,37,0,1,0,1,0,109,0,4,113,200
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,642,2,2,6,47,0,15,2,0,69,1,1,0,0,2,143,0,10,153,218
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,643,1,1,12,30,0,12,1,0,55,2,0,0,0,0,112,0,8,120,179
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,644,3,3,13,102,0,16,9,6,170,2,3,0,0,4,325,0,24,349,501
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,649,1,1,16,39,0,5,3,2,48,1,1,0,0,0,115,0,10,125,257
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,651,1,1,9,36,1,3,5,0,60,0,0,0,0,2,116,1,4,121,194
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,653,1,1,11,60,2,3,6,3,61,2,0,0,0,1,149,0,12,161,256
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,654,1,1,17,181,3,5,23,2,127,2,3,0,0,1,364,0,21,385,606
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,655,1,1,1,35,0,14,3,6,82,1,0,0,0,4,146,0,6,152,228
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,656,1,1,20,60,1,7,11,5,65,5,3,0,1,5,183,0,13,196,387
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,657,1,1,12,39,0,1,2,3,22,0,2,0,0,1,82,0,2,84,124
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,658,1,1,5,18,0,1,5,1,35,4,0,0,0,0,69,0,2,71,132
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,659,1,1,25,41,1,13,0,1,59,0,9,2,0,5,156,0,18,174,312
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,661,1,1,21,73,4,15,9,2,129,2,2,0,0,5,262,0,17,279,638
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,662,1,1,9,39,0,3,8,4,34,1,1,0,0,2,101,0,10,111,236
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,9,GUANACEVI,663,1,1,7,54,3,2,3,0,49,2,1,0,0,1,122,0,5,127,268
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,2,2,117,19,3,33,6,3,226,8,6,0,0,25,446,0,22,468,873
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,948,1,1,26,9,0,10,7,0,113,1,2,0,0,13,181,0,10,191,316
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,949,2,2,18,4,0,27,0,0,99,1,2,0,0,19,170,0,4,174,396
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,950,1,1,16,6,0,10,1,0,71,2,0,0,0,12,118,1,8,127,258
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,951,1,1,49,2,0,4,2,0,52,6,0,2,0,9,126,0,10,136,210
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,952,1,1,24,4,1,19,1,0,74,1,0,0,0,10,134,0,2,136,208
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,953,1,1,15,29,0,5,0,1,41,1,0,0,0,3,95,0,6,101,171
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,954,1,1,33,69,3,7,0,0,30,6,2,0,0,3,153,0,0,153,309
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,955,1,1,36,14,5,11,0,2,101,1,2,0,0,6,178,0,2,180,343
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,956,1,1,7,6,0,0,1,0,55,0,0,0,0,5,74,2,3,79,162
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,957,1,1,35,2,0,7,0,0,35,1,1,0,0,7,88,0,3,91,136
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,958,1,1,27,4,0,5,0,0,53,1,0,0,0,3,93,0,8,101,164
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,959,1,1,51,4,1,13,0,2,54,2,2,0,0,9,138,0,7,145,339
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,960,1,1,3,7,0,5,0,0,42,0,0,0,0,3,60,0,1,61,131
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1098,2,2,94,37,0,12,5,14,162,4,1,0,1,5,335,0,9,344,857
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1099,3,3,122,37,6,42,26,48,477,1,3,0,0,4,766,1,42,809,2164
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1100,2,2,69,44,2,17,13,17,277,3,0,0,0,2,444,0,30,474,1209
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1102,1,1,23,5,1,6,2,3,78,0,0,0,0,7,125,0,1,126,292
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1103,1,1,46,5,0,9,1,1,68,2,1,0,0,1,134,0,5,139,246
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1104,1,1,61,3,0,18,3,1,54,3,1,1,0,6,151,0,9,160,301
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1106,1,1,11,7,0,7,3,1,43,1,0,0,0,1,74,1,5,80,152
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1107,1,1,25,31,2,8,1,4,120,0,0,0,0,0,191,5,20,216,367
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1108,1,1,57,25,2,9,8,14,82,1,2,0,1,3,204,0,18,222,473
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1109,1,1,62,25,1,11,3,7,74,9,9,1,0,3,205,0,14,219,426
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1110,1,1,71,43,0,2,2,6,83,3,2,1,0,5,218,0,12,230,488
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1112,2,2,154,68,0,23,8,24,93,4,5,0,0,9,388,0,29,417,919
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1114,1,1,60,22,0,7,3,3,60,2,2,0,0,3,162,0,16,178,321
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1115,1,1,24,19,0,1,0,0,32,2,1,0,0,0,79,0,2,81,136
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1116,1,1,44,23,5,7,5,6,72,4,2,0,0,2,170,0,14,184,332
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1117,1,1,13,33,0,3,1,2,55,1,1,0,0,2,111,0,2,113,227
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1118,1,1,8,22,0,7,4,2,108,0,2,0,0,1,154,0,10,164,326
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1120,1,1,12,0,0,18,2,0,110,0,0,0,0,5,147,0,11,158,309
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1121,1,1,10,3,0,4,2,1,72,0,0,0,0,4,96,0,2,98,167
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1122,1,1,99,27,3,16,7,8,44,3,2,0,1,0,210,0,10,220,414
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,27,SAN DIMAS,1125,1,1,1,1,0,3,1,0,96,0,0,0,0,0,102,0,2,104,176
