ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
10,DURANGO,1,DURANGO,43,134,135,11025,10279,997,2244,2797,4000,11948,43290,19,2470,45779,84253,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/140624/1//Acta_de_computo_distrital_MR.pdf
10,DURANGO,2,DURANGO,52,140,141,8008,10093,985,2705,2756,5615,13975,44137,23,2171,46331,83616,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Durango/Distrito_II//02_Acta_de_Computo_Distrital_MR.pdf
10,DURANGO,3,DURANGO,37,121,122,5479,8500,780,1792,2460,3401,11331,33743,18,2194,35955,76956,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Durango/Distrito_III/03_Acta_de_Computo_Distrital_MR.pdf
10,DURANGO,4,DURANGO,69,151,152,7176,12016,950,1857,2947,3570,14165,42681,34,2716,45431,86817,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Durango/Distrito_IV//04_Acta_de_computo_distrital_MR.pdf
10,DURANGO,5,DURANGO,93,173,174,12450,11786,1019,1949,2334,13640,14805,57983,43,2788,60814,100397,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Durango/Distrito_V//Acta_de_computo_MR.pdf
10,DURANGO,6,DURANGO,43,142,143,9558,9835,821,1489,2345,3390,17365,44803,22,2539,47364,87547,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Durango/Distrito_VI//06_Acta_de_computo_distrital_MR.pdf
10,DURANGO,7,SANTIAGO PAPASQUIARO,198,264,265,13365,8440,906,2931,1095,884,23366,50987,24,2554,53565,104904,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Santiago_Papasquiaro//Acta_de_Computo_Distrital_de_MR.pdf
10,DURANGO,8,GUADALUPE VICTORIA,153,243,244,6965,12023,2943,5097,1599,2717,21734,53078,28,3471,56577,113370,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Guadalupe_Victoria//Acta_de_Computo_Distrital_de_MR.pdf
10,DURANGO,9,MAPIMI,182,254,255,5741,12773,3193,2260,2691,1708,24902,53268,42,3585,56895,105350,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Mapimi//Acta_de_computo_distrital_MR.pdf
10,DURANGO,10,GOMEZ PALACIO,52,120,121,1863,10091,586,1363,1434,1827,19813,36977,9,2334,39320,72086,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Gomez_Palacio/Distrito_X//Acta_de_Computo_Distrital_de_MR_Distrito_X.pdf
10,DURANGO,11,GOMEZ PALACIO,84,183,184,6319,15415,961,1921,3089,7284,22657,57646,40,2867,60553,104960,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Gomez_Palacio/Distrito_XI//Acta_de_COmputo_Distrital_de_MR.pdf
10,DURANGO,12,GOMEZ PALACIO,75,169,170,5715,13841,858,1877,1813,5289,24551,53944,26,3027,56997,99722,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Gomez_Palacio/Distrito_XII//Acta_de_Computo_Distrital_de_MR.pdf
10,DURANGO,13,LERDO,65,163,164,6222,18296,956,2372,1639,2362,23596,55443,30,2991,58464,98440,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/140624/13//Acta_de_Computo_Distrital_MR.pdf
10,DURANGO,14,CUENCAME,130,209,210,4913,8621,3894,5669,4148,2432,20381,50058,56,3229,53343,100666,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/140624/14//Acta_de_computo_distrital_MR.pdf
10,DURANGO,15,PUEBLO NUEVO,84,152,152,2512,15763,886,1704,2243,784,18681,42573,71,2502,45146,78519,https://www.iepcdurango.mx/IEPC_DURANGO/documentos/2024/organizacion/actas/Pueblo_Nuevo//Acta_de_Computo_Distrital_de_MR.pdf
