CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,17,CALKINI,2,CALKINI,156,2,2,23,29,1,19,42,247,308,6,26,9,5,0,13,0,2,1,731,0,38,769,1083
3,4,CAMPECHE,17,CALKINI,2,CALKINI,157,2,2,49,41,2,24,23,209,257,2,6,0,2,0,5,8,2,0,630,0,15,645,812
3,4,CAMPECHE,17,CALKINI,2,CALKINI,158,2,2,13,41,4,16,34,319,315,1,2,1,2,0,7,0,5,1,761,0,26,787,905
3,4,CAMPECHE,17,CALKINI,2,CALKINI,159,2,2,7,54,6,14,15,152,289,1,23,6,2,1,11,3,4,2,590,0,20,610,865
3,4,CAMPECHE,17,CALKINI,2,CALKINI,160,2,2,19,40,6,27,17,162,302,0,23,5,0,0,12,1,2,2,618,0,15,633,863
3,4,CAMPECHE,17,CALKINI,2,CALKINI,161,2,2,24,49,5,13,10,165,245,1,25,1,3,2,16,3,2,0,564,0,23,587,826
3,4,CAMPECHE,17,CALKINI,2,CALKINI,162,2,2,22,52,3,30,28,205,346,3,36,3,5,0,6,0,1,3,743,0,18,761,1084
3,4,CAMPECHE,17,CALKINI,2,CALKINI,163,2,2,21,28,2,8,17,206,289,1,41,1,0,0,6,2,7,3,632,0,12,644,850
3,4,CAMPECHE,17,CALKINI,2,CALKINI,164,2,2,20,39,1,16,15,184,297,2,35,3,0,0,21,2,4,0,639,0,20,659,894
3,4,CAMPECHE,17,CALKINI,2,CALKINI,165,1,1,0,3,0,4,25,207,49,0,0,1,0,0,1,1,1,0,292,0,6,298,304
3,4,CAMPECHE,17,CALKINI,2,CALKINI,166,3,3,53,402,4,39,42,358,821,3,4,1,0,2,12,3,3,3,1750,0,41,1791,2245
3,4,CAMPECHE,17,CALKINI,2,CALKINI,167,2,2,31,196,1,35,22,204,495,3,6,1,5,0,12,2,2,0,1015,0,23,1038,1254
3,4,CAMPECHE,17,CALKINI,2,CALKINI,168,2,2,52,223,2,32,27,282,455,4,7,4,0,0,9,4,1,0,1102,0,18,1120,1411
3,4,CAMPECHE,17,CALKINI,2,CALKINI,169,3,3,15,31,2,20,48,390,658,2,21,2,5,0,36,5,5,5,1245,0,53,1298,1634
3,4,CAMPECHE,17,CALKINI,2,CALKINI,170,2,2,1,14,3,12,15,158,218,1,3,22,4,0,5,3,1,0,460,0,12,472,1041
3,4,CAMPECHE,17,CALKINI,2,CALKINI,171,1,1,8,20,4,7,37,248,277,1,5,18,4,0,0,0,0,0,629,0,27,656,748
3,4,CAMPECHE,17,CALKINI,2,CALKINI,172,3,3,13,17,1,45,32,329,497,0,0,0,1,1,10,3,3,0,952,0,16,968,1608
3,4,CAMPECHE,17,CALKINI,2,CALKINI,178,1,1,9,3,0,31,7,86,135,1,1,0,0,0,4,0,0,0,277,0,10,287,333
3,4,CAMPECHE,17,CALKINI,2,CALKINI,179,3,3,4,15,2,28,24,399,331,4,2,2,6,0,2,1,3,1,824,0,20,844,1562
3,4,CAMPECHE,17,CALKINI,2,CALKINI,181,2,2,8,26,1,38,7,160,196,0,0,0,1,0,0,0,0,0,437,0,9,446,568
3,4,CAMPECHE,17,CALKINI,2,CALKINI,182,1,1,2,19,1,7,3,77,49,0,0,0,0,0,0,0,0,0,158,3,8,169,191
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,381,3,3,39,706,20,39,52,116,341,2,1,10,2,13,21,3,7,2,1374,0,27,1401,2079
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,382,5,5,29,857,16,22,66,169,462,2,1,3,3,8,17,3,3,4,1665,1,44,1710,3546
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,383,2,2,21,486,6,9,22,61,162,2,0,2,4,8,10,4,3,2,802,0,20,822,1050
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,384,2,2,4,461,1,12,28,78,173,4,1,4,2,5,6,0,4,3,786,0,11,797,1046
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,385,1,1,1,106,0,3,6,43,203,2,1,2,5,0,0,0,1,0,373,0,2,375,409
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,386,1,1,2,77,0,2,19,13,88,6,0,0,0,1,2,0,0,0,210,0,8,218,413
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,387,1,1,1,159,0,8,1,32,99,3,0,0,2,0,1,0,0,0,306,0,7,313,331
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,388,4,4,10,491,18,55,54,163,686,70,3,0,5,2,22,4,5,9,1597,0,87,1684,2376
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,389,2,2,14,249,3,13,19,96,329,14,0,1,0,0,10,1,1,3,753,0,19,772,1170
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,390,1,1,1,163,1,3,32,6,142,0,0,0,0,2,2,0,0,0,352,0,7,359,390
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,391,1,1,0,84,0,15,26,25,112,1,0,0,2,1,4,4,1,1,276,0,8,284,339
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,392,1,1,0,114,1,3,11,1,73,2,0,0,1,0,1,0,0,0,207,0,2,209,225
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,393,1,1,0,34,0,1,5,8,71,0,0,0,1,0,1,3,2,0,126,0,7,133,164
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,394,2,2,2,353,7,19,12,49,205,3,0,1,2,4,3,1,0,0,661,0,12,673,791
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,395,2,2,7,232,3,18,30,79,325,1,0,0,2,1,15,4,2,4,723,0,22,745,968
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,396,1,1,3,245,3,10,15,43,127,1,3,0,2,4,1,2,2,0,461,0,12,473,569
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,397,1,1,8,201,5,19,19,37,190,5,0,3,3,3,4,8,3,2,510,0,15,525,663
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,398,2,2,4,289,3,22,55,79,117,1,0,2,3,5,5,7,4,0,596,0,11,607,863
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,399,1,1,0,147,2,12,27,73,125,0,0,0,3,0,3,0,1,2,395,0,11,406,512
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,400,2,2,2,608,5,17,5,153,384,0,1,0,0,1,6,1,0,0,1183,0,29,1212,1437
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,401,2,2,0,489,4,17,18,75,554,2,0,0,3,0,0,1,4,0,1167,0,21,1188,1363
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,402,2,2,1,79,1,0,1,27,74,0,0,0,0,0,1,0,0,0,184,0,2,186,762
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,403,2,2,0,251,2,20,15,183,325,0,0,2,1,2,16,4,3,1,825,0,28,853,1487
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,404,2,2,6,192,1,18,11,204,189,4,1,0,4,0,6,1,0,1,638,0,25,663,872
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,405,2,2,0,63,9,1,35,13,48,0,0,0,0,0,0,0,0,0,169,0,4,173,892
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,406,1,1,4,126,2,11,16,57,169,1,0,2,1,1,5,0,0,0,395,0,5,400,682
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,407,2,2,1,257,4,16,12,82,303,2,2,2,4,1,2,2,0,2,692,0,15,707,864
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,408,1,1,0,195,2,4,15,27,205,0,0,2,1,2,2,0,2,0,457,0,11,468,536
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,409,2,2,4,311,1,18,30,84,346,5,0,0,16,1,4,3,0,2,825,0,15,840,984
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,410,3,3,1,568,2,20,39,199,580,4,1,2,12,1,12,1,3,3,1448,0,19,1467,1663
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,411,2,2,5,334,2,14,87,58,312,0,0,0,10,3,1,1,2,2,831,0,18,849,982
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,412,1,1,2,149,0,2,9,60,128,0,0,2,2,0,0,0,0,0,354,0,9,363,384
3,4,CAMPECHE,18,HOPELCHEN,6,HOPELCHEN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,363,3,3,6,59,9,60,21,487,685,8,5,82,4,2,33,9,5,6,1481,0,39,1520,2059
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,364,3,3,15,69,2,56,23,418,717,4,7,158,4,1,26,7,4,3,1514,0,43,1557,2213
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,365,2,2,1,40,2,22,14,172,373,2,5,48,3,0,13,4,7,0,706,0,25,731,965
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,366,2,2,3,18,3,42,11,282,467,2,3,36,2,0,11,3,3,1,887,0,21,908,1251
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,367,2,2,7,36,0,39,16,277,426,4,9,41,3,2,8,2,5,2,877,0,29,906,1259
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,368,2,2,4,40,1,22,14,265,484,3,3,40,5,1,17,2,2,0,903,0,23,926,1179
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,369,2,2,0,4,0,6,3,387,289,0,1,2,1,0,4,0,4,0,701,0,3,704,810
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,370,2,2,5,15,1,31,21,436,599,2,3,25,3,0,11,5,5,1,1163,0,27,1190,1424
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,371,2,2,4,28,3,20,8,410,338,4,1,23,4,0,15,1,2,0,861,0,8,869,982
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,372,3,3,2,10,4,29,24,638,572,28,0,3,3,2,7,2,3,0,1327,0,26,1353,1558
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,373,2,2,14,16,1,24,12,493,328,1,2,12,1,0,7,1,1,0,913,0,8,921,1095
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,374,1,1,1,1,2,7,10,168,110,3,0,4,1,0,2,0,3,0,312,0,4,316,377
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,375,3,3,6,15,2,22,13,630,369,22,2,4,1,0,17,1,3,1,1108,0,31,1139,1600
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,376,3,3,6,19,1,20,25,557,362,35,0,12,3,0,12,2,4,1,1059,0,32,1091,1611
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,377,2,2,3,18,5,18,21,425,308,19,2,3,1,0,9,0,5,0,837,0,21,858,1201
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,378,3,3,3,9,3,36,27,604,337,20,0,5,0,0,14,4,1,2,1065,0,31,1096,1513
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,379,2,2,1,14,1,20,16,640,222,19,1,11,1,0,9,0,0,1,956,0,18,974,1407
3,4,CAMPECHE,19,HECELCHAKAN,5,HECELCHAKAN,380,3,3,1,3,0,8,4,330,223,12,0,3,1,0,7,0,1,1,594,0,2,596,1749
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,173,3,3,43,285,6,32,24,571,443,21,3,16,3,1,24,0,1,3,1476,0,58,1534,2022
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,174,2,2,42,178,5,21,17,388,321,1,4,8,3,2,14,3,3,5,1015,0,32,1047,1354
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,175,3,3,39,353,10,36,31,701,449,13,7,15,7,1,10,3,1,2,1678,1,28,1707,2234
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,176,4,4,68,382,3,31,30,673,401,4,5,17,0,4,15,5,5,3,1646,0,76,1722,2350
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,177,3,3,63,206,1,18,12,369,306,5,1,8,2,0,8,2,2,0,1003,0,29,1032,2004
3,4,CAMPECHE,19,HECELCHAKAN,12,DZITBALCHE,180,3,3,6,398,4,48,20,863,538,5,0,4,7,5,9,3,2,1,1913,0,55,1968,2216
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,199,3,3,55,45,3,16,38,206,464,7,11,8,4,3,0,0,0,0,860,0,59,919,1595
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,200,2,2,52,42,7,13,37,148,345,4,4,2,1,0,0,0,0,0,655,0,52,707,1157
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,215,1,1,12,13,1,4,17,42,129,0,2,1,0,0,0,0,0,0,221,0,12,233,374
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,216,3,4,46,44,5,7,24,159,359,1,1,6,4,0,0,0,0,0,656,0,49,705,857
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,221,1,1,19,15,3,7,10,121,253,6,3,1,0,0,0,0,0,0,438,0,19,457,714
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,222,1,1,21,17,1,6,9,54,176,3,8,2,1,1,0,0,0,0,299,0,16,315,533
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,223,1,1,43,46,2,16,14,87,223,4,3,3,0,1,0,0,0,0,442,1,16,459,737
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,224,2,2,30,42,5,10,27,180,404,3,6,2,5,2,0,0,0,0,716,0,51,767,1204
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,225,2,2,27,27,5,13,28,155,414,2,4,4,4,2,0,0,0,0,685,0,42,727,1159
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,236,2,2,13,19,2,14,32,183,443,4,9,1,1,0,0,0,0,0,721,0,69,790,1464
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,237,2,2,23,28,6,18,30,178,349,6,3,1,1,1,0,0,0,0,644,0,40,684,1132
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,239,2,2,24,34,1,9,33,126,282,3,2,0,4,0,0,0,0,0,518,0,35,553,875
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,263,2,2,2,58,19,26,23,179,369,2,0,16,3,0,0,0,0,0,697,0,39,736,1144
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,264,2,2,0,15,3,6,12,135,206,0,1,6,0,0,0,0,0,0,384,0,16,400,520
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,265,4,4,5,39,20,18,96,340,665,8,4,34,6,1,0,0,0,0,1236,0,101,1337,2271
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,266,3,3,2,36,14,24,110,271,571,2,2,16,2,0,0,0,0,0,1050,1,63,1114,1862
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,5,5,12,143,29,84,84,455,1174,9,19,225,8,3,0,0,0,0,2245,0,127,2372,3731
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,268,4,4,5,106,6,28,54,490,672,9,4,47,6,0,0,0,0,0,1427,1,83,1511,2274
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,269,2,2,0,9,1,14,13,192,296,3,1,9,2,0,0,0,0,0,540,0,60,600,917
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,271,2,2,1,35,2,6,11,85,227,0,1,1,3,0,0,0,0,0,372,0,36,408,761
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,272,1,1,1,2,1,1,1,18,28,1,0,1,0,0,0,0,0,0,54,0,1,55,200
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,284,1,1,7,5,1,1,9,19,87,1,0,0,1,0,0,0,0,0,131,0,4,135,288
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,486,3,3,10,23,3,18,36,220,437,5,1,2,2,0,0,0,0,0,757,0,114,871,1679
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,488,1,1,1,5,1,7,7,66,158,0,0,0,1,0,0,0,0,0,246,0,36,282,474
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,428,2,2,52,263,4,185,13,301,221,1,1,2,1,4,0,0,0,0,1048,0,23,1071,1369
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,429,3,3,112,315,3,380,16,364,380,1,1,2,2,2,0,0,0,0,1578,0,50,1628,2162
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,430,1,1,52,19,2,39,0,101,79,0,0,0,0,0,0,0,0,0,292,0,14,306,378
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,431,1,1,56,85,3,113,4,174,113,2,0,1,2,0,0,0,0,0,553,0,12,565,700
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,432,1,1,30,77,1,84,2,103,73,0,0,1,1,0,0,0,0,0,372,0,5,377,438
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,433,1,1,71,72,1,105,5,116,123,0,0,0,0,1,0,0,0,0,494,0,17,511,623
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,434,1,1,47,13,1,29,3,16,74,0,0,2,0,0,0,0,0,0,185,0,7,192,224
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,435,1,1,24,69,1,66,9,84,145,1,0,0,2,0,0,0,0,0,401,0,12,413,539
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,436,1,1,15,5,2,22,1,11,22,0,0,0,1,1,0,0,0,0,80,0,4,84,111
3,4,CAMPECHE,20,PALIZADA,7,PALIZADA,439,2,2,101,33,0,385,4,95,83,0,0,0,0,0,0,0,0,0,701,0,10,711,857
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,356,4,4,25,82,5,26,27,181,451,6,92,4,2,2,22,0,0,0,925,1,67,993,2298
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,357,1,1,5,58,2,44,18,16,179,5,36,0,1,0,4,1,2,0,371,0,27,398,705
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,358,1,1,8,26,2,7,5,33,92,1,20,2,2,1,5,3,0,0,207,0,1,208,345
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,361,3,3,7,26,2,32,31,100,423,6,97,1,0,0,15,1,0,0,741,0,41,782,1514
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,467,1,1,3,39,0,20,9,35,156,5,54,2,6,0,2,1,4,2,338,0,21,359,636
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,468,4,4,8,46,4,36,26,201,445,5,192,10,3,0,12,6,3,2,999,15,57,1071,2255
3,4,CAMPECHE,21,XPUJIL,9,ESCARCEGA,470,2,2,27,21,4,27,21,105,302,4,18,3,7,0,12,2,5,11,569,0,22,591,1266
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,359,2,2,6,73,1,19,21,169,327,3,11,0,3,2,16,1,3,3,658,0,33,691,1043
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,360,3,3,7,79,4,32,14,202,435,4,26,1,4,1,11,8,3,5,836,0,34,870,1504
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,362,2,2,20,58,1,20,31,73,281,8,69,0,1,1,23,5,1,1,593,0,37,630,996
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,413,1,1,25,9,0,11,4,20,32,0,19,0,0,0,1,0,0,0,121,0,8,129,153
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,414,1,1,1,24,1,4,14,10,89,1,55,2,2,0,7,10,0,1,221,0,7,228,312
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,415,4,4,50,317,4,43,36,89,423,9,299,2,6,1,20,6,4,3,1312,0,74,1386,1948
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,416,1,1,4,28,1,10,4,8,60,3,28,0,0,1,0,0,3,1,151,0,8,159,227
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,417,9,10,251,468,9,56,55,291,875,11,437,5,12,4,37,5,1,6,2523,0,128,2651,4934
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,418,1,1,2,11,0,2,1,1,49,1,16,1,1,0,0,0,0,0,85,0,11,96,161
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,419,1,1,11,12,0,19,2,8,131,3,58,0,0,0,0,1,1,1,247,0,11,258,396
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,420,1,1,1,8,1,5,6,10,81,0,80,2,0,0,0,0,0,0,194,0,11,205,291
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,421,3,3,28,160,1,40,22,57,515,21,318,7,8,4,25,10,2,4,1222,1,59,1282,1969
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,422,2,2,12,34,0,4,12,9,271,3,93,5,4,0,9,1,0,2,459,0,33,492,966
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,423,1,1,2,53,3,6,9,7,87,2,25,0,0,0,6,0,0,0,200,0,13,213,272
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,424,1,1,8,27,0,8,11,7,112,1,50,0,0,0,0,0,0,0,224,0,4,228,418
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,425,2,2,9,41,3,23,24,16,393,4,121,1,9,0,22,4,4,10,684,0,35,719,1119
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,426,4,4,43,219,4,71,51,62,628,10,393,10,11,2,37,17,5,6,1569,0,88,1657,2554
3,4,CAMPECHE,21,XPUJIL,11,CALAKMUL,427,3,3,23,147,7,38,63,37,438,8,216,4,10,1,34,4,7,6,1043,0,76,1119,1723
