CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,3,1,1,14,33,1,2,11,254,120,2,7,3,2,0,4,2,2,3,460,1,11,472,643
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,4,16,16,147,306,14,124,104,3233,1247,27,76,41,28,5,92,19,23,18,5504,3,163,5670,11203
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,7,2,2,29,61,3,10,14,388,114,4,18,4,6,0,13,1,2,0,667,0,20,687,947
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,10,2,2,20,37,3,22,22,308,188,3,8,7,4,0,10,2,2,4,640,0,21,661,1062
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,11,2,2,31,65,2,7,4,294,180,5,10,10,1,0,6,2,0,0,617,0,21,638,906
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,2,2,42,72,4,21,27,413,192,3,14,6,4,0,12,6,5,2,823,0,24,847,1291
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,2,2,14,68,5,12,18,363,144,0,11,4,6,1,11,4,2,2,665,0,22,687,1097
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,2,2,16,74,3,11,18,429,143,3,5,5,6,1,11,4,2,1,732,0,20,752,1169
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,2,2,31,49,6,12,15,425,135,3,6,8,2,0,8,2,6,4,712,2,18,732,1200
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,2,2,10,27,5,13,11,363,180,4,3,12,3,0,14,2,4,1,652,0,19,671,1121
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,2,2,19,67,5,10,17,358,164,6,11,5,4,2,12,7,3,3,693,0,28,721,1146
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,3,3,36,116,2,24,25,496,245,4,16,12,3,0,20,4,3,2,1008,0,37,1045,1698
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,2,2,14,66,4,12,6,320,138,3,13,3,9,0,11,1,4,2,606,0,26,632,946
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,2,2,28,78,3,9,12,271,130,12,8,0,9,1,6,3,7,2,579,2,28,609,939
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,2,2,19,75,4,14,14,256,118,1,17,2,5,1,12,2,1,3,544,2,17,563,768
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,2,2,18,70,3,20,14,293,150,3,9,8,13,1,14,5,3,1,625,0,11,636,979
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,2,2,21,51,10,21,21,452,183,4,7,8,4,1,20,2,2,0,807,0,21,828,1347
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,2,2,9,47,1,14,14,314,209,3,5,5,5,1,15,1,1,3,647,1,17,665,1032
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,2,2,12,60,1,13,17,388,172,3,6,6,10,0,13,7,1,4,713,0,21,734,1234
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,2,2,13,38,4,13,18,311,127,6,6,4,2,0,9,4,1,1,557,0,12,569,974
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,123,2,2,16,94,3,23,17,154,168,4,1,0,3,0,10,1,2,3,499,0,23,522,827
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,124,7,7,233,362,15,74,40,1356,640,19,16,16,5,2,51,8,8,5,2850,1,66,2917,4781
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,129,3,3,9,236,4,70,14,193,278,0,1,0,2,1,20,4,8,2,842,0,29,871,1693
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,130,1,1,6,64,3,5,4,168,60,2,4,0,1,0,2,0,0,0,319,0,6,325,524
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,131,1,1,10,82,0,12,7,59,52,0,0,1,0,0,0,0,0,0,223,0,3,226,279
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,132,1,1,11,54,6,5,4,37,37,1,0,1,0,2,1,0,0,1,160,0,2,162,215
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,1,1,54,0,5,2,54,47,0,0,0,1,0,2,1,0,0,167,0,8,175,217
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,5,5,22,451,16,156,40,453,461,9,4,3,7,2,16,14,22,6,1682,0,77,1759,3120
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,2,13,136,1,25,17,223,173,1,4,3,1,0,6,5,6,2,616,0,8,624,958
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,2,4,158,1,22,15,244,135,0,1,2,2,4,7,4,2,0,601,0,26,627,942
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,4,110,405,21,74,32,586,490,5,3,1,1,9,21,11,9,2,1780,0,94,1874,2918
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,1,2,45,0,31,1,37,44,1,0,0,0,0,2,0,4,1,168,0,3,171,248
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,2,10,128,9,27,18,78,166,2,0,2,2,4,19,6,13,7,491,0,16,507,873
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,1,12,122,4,21,7,82,123,4,0,0,0,105,1,4,4,0,489,0,11,500,517
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,548,2,2,17,49,4,16,6,184,108,3,10,3,1,5,1,4,0,0,411,0,11,422,1314
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,549,4,4,91,268,17,28,25,719,360,4,20,9,3,6,19,1,1,1,1572,0,33,1605,2582
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,550,2,2,67,108,3,19,10,383,160,2,8,10,5,0,4,0,1,0,780,0,16,796,1187
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,551,5,5,152,348,19,54,28,829,442,9,18,23,13,10,33,5,12,2,1997,0,33,2030,3054
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,552,4,4,70,207,4,39,23,646,302,7,21,18,8,3,24,2,2,2,1378,1,34,1413,2266
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,553,5,5,48,158,7,71,25,1111,367,19,10,15,6,6,119,23,51,3,2039,1,51,2091,3720
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,3,3,28,104,4,31,31,657,383,8,15,9,8,0,30,4,5,3,1320,3,39,1362,2186
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,1,1,15,40,1,12,8,235,121,0,6,5,2,1,11,2,1,4,464,0,0,464,738
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,2,2,22,35,1,12,11,241,155,4,6,3,4,0,6,3,3,1,507,1,16,524,788
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,42,2,2,31,107,12,17,20,312,242,0,11,8,3,0,13,0,5,3,784,0,14,798,1113
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,2,2,30,70,4,20,24,305,192,9,17,12,8,1,14,4,4,4,718,1,17,736,995
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,2,2,30,39,2,7,6,209,86,5,25,5,0,44,134,2,2,0,596,0,16,612,857
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,45,2,2,25,74,5,16,19,198,164,3,18,5,3,0,11,1,3,2,547,0,25,572,773
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,60,2,2,31,72,1,26,12,247,217,3,7,6,3,1,11,2,2,2,643,1,11,655,944
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,2,26,57,5,22,14,274,145,4,5,4,2,0,15,3,5,1,582,0,21,603,858
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,2,25,42,1,14,7,125,94,2,5,1,0,0,12,1,2,0,331,0,9,340,1043
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,2,23,83,3,19,22,414,201,4,7,9,1,0,21,3,5,4,819,1,20,840,1352
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,2,24,97,5,17,17,353,214,10,14,9,6,1,27,0,4,0,798,0,27,825,1207
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,3,23,86,6,18,35,498,267,10,9,10,2,0,26,10,2,2,1004,0,44,1048,1755
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,2,25,63,2,22,17,312,227,1,9,10,3,2,21,2,3,2,721,2,31,754,1126
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,2,24,80,4,9,17,280,212,3,12,0,3,2,18,4,1,5,674,4,18,696,1001
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,11,11,153,328,10,108,85,2070,1075,24,44,52,16,6,75,13,14,13,4086,1,102,4189,7514
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,2,27,89,0,8,15,244,165,9,7,6,4,1,14,1,4,1,595,0,13,608,823
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,2,32,143,7,19,13,352,178,3,16,16,10,1,11,4,2,5,812,1,15,828,1221
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,7,163,313,14,75,71,1342,769,17,61,87,13,5,61,7,4,8,3010,0,92,3102,5164
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,3,3,60,85,13,42,32,334,285,4,136,8,9,2,15,14,5,4,1048,1,32,1081,1758
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,12,4,5,70,183,5,22,40,526,335,12,22,21,12,4,12,2,4,6,1276,3,28,1307,1502
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,24,2,2,59,117,8,21,13,297,171,4,16,9,4,4,11,2,5,2,743,1,26,770,1078
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,25,1,1,20,88,3,9,13,172,96,3,8,4,2,2,6,1,1,2,430,0,13,443,603
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,26,2,2,62,127,8,14,13,309,187,4,14,9,5,4,16,0,0,3,775,2,23,800,1086
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,27,2,2,88,175,4,12,14,236,169,2,9,9,3,2,15,0,5,3,746,0,21,767,1021
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,28,1,1,44,108,4,9,3,97,82,3,8,12,1,3,3,0,1,1,379,2,8,389,574
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,29,2,2,44,117,5,6,9,193,176,1,11,7,9,0,10,1,0,0,589,1,16,606,818
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,30,1,1,54,139,8,10,9,160,146,0,12,5,2,3,10,0,3,0,561,0,15,576,737
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,31,1,1,16,76,2,7,13,187,127,3,8,4,4,1,7,0,1,1,457,0,20,477,684
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,2,2,50,95,4,12,14,255,222,6,12,4,7,4,16,2,1,2,706,1,25,732,1002
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,2,2,50,114,6,16,12,276,188,3,17,8,5,1,9,0,4,0,709,2,13,724,926
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,2,2,48,111,4,8,11,236,176,3,14,9,7,0,2,2,1,0,632,0,17,649,945
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,2,50,141,4,16,17,265,212,4,22,6,6,2,7,1,2,3,758,0,16,774,1092
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,4,50,187,6,27,20,340,254,3,12,10,4,1,10,0,3,1,928,1,26,955,954
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,1,42,139,4,8,9,150,93,3,13,5,1,2,3,1,0,2,475,0,16,491,672
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,2,2,68,143,11,14,27,309,243,2,16,7,9,3,11,1,3,2,869,1,27,897,1251
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,2,31,96,4,15,18,214,165,1,15,10,7,1,19,1,0,1,598,0,10,608,908
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,2,51,153,4,20,12,265,189,3,13,19,6,1,11,1,1,0,749,1,16,766,1083
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,2,56,121,3,8,21,267,212,4,29,6,10,4,16,3,2,3,765,0,25,790,1136
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,2,47,127,3,19,20,324,186,8,11,7,10,2,11,2,2,2,781,0,16,797,1100
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,2,21,28,3,14,14,189,128,2,3,7,3,3,9,2,0,1,427,0,12,439,1285
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,2,33,127,1,13,23,256,157,2,12,8,1,0,6,1,7,2,649,1,25,675,998
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,2,58,138,9,14,22,330,202,2,18,4,5,0,7,0,1,2,812,1,18,831,1164
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,2,72,152,4,9,23,207,173,4,9,5,2,3,10,0,3,1,677,0,25,702,968
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,2,49,147,14,14,21,237,141,1,8,8,4,1,13,1,1,1,661,2,26,689,961
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,2,44,112,3,9,21,288,155,2,10,11,5,4,14,0,4,1,683,0,17,700,932
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,2,12,41,5,13,8,163,78,1,2,1,1,1,5,0,0,0,331,0,5,336,921
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,2,8,58,2,16,25,248,190,5,8,3,0,1,13,10,3,5,595,1,24,620,927
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,2,17,69,4,25,17,320,255,1,5,4,3,1,27,2,0,3,753,0,26,779,1149
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,2,68,118,3,20,10,276,256,7,8,43,3,2,11,2,2,1,830,1,19,850,1065
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,3,4,139,329,16,11,21,347,281,6,21,11,7,6,15,0,3,0,1213,0,24,1237,1213
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,2,103,271,10,16,15,238,175,6,7,3,5,5,12,0,1,0,867,3,19,889,1128
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,2,56,132,9,17,18,376,240,6,9,9,10,1,18,2,2,3,908,1,32,941,1360
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,3,3,22,138,10,39,13,415,202,0,11,5,6,3,19,5,6,3,897,0,32,929,1631
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,2,12,65,3,23,15,377,147,4,3,3,2,2,13,2,3,3,677,0,23,700,1141
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,4
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,2,67,157,6,11,10,255,190,1,28,1,2,2,6,0,2,3,741,0,20,761,985
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,2,43,159,4,6,8,155,171,5,11,3,4,0,5,0,1,3,578,1,12,591,780
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,2,106,214,5,11,13,286,193,3,21,9,4,3,9,0,0,4,881,0,16,897,1203
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,2,2,101,150,3,10,12,275,140,4,15,3,4,1,9,1,3,1,732,3,19,754,1166
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,2,58,188,4,17,15,313,233,8,12,2,7,5,4,0,4,0,870,1,18,889,1253
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,3,144,260,12,26,25,506,352,5,16,7,14,12,25,4,7,5,1420,0,25,1445,2143
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,2,55,138,7,12,19,205,157,2,25,9,4,2,8,0,0,0,643,0,20,663,897
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,1,76,143,7,3,10,114,82,1,6,1,0,2,6,1,1,1,454,0,8,462,619
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,3,86,233,7,29,19,491,293,4,34,8,5,2,20,1,4,2,1238,3,37,1278,1843
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,3,53,138,8,23,29,457,277,11,14,12,6,2,21,6,2,0,1059,0,35,1094,1832
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,2,14,60,7,6,3,159,119,3,11,4,2,2,8,0,1,2,401,0,14,415,1290
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,4,4,79,230,2,22,39,573,359,11,35,7,5,4,22,4,2,8,1402,0,49,1451,2409
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,4,102,156,7,31,39,699,395,6,54,11,6,3,27,4,4,5,1549,0,39,1588,2484
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,3,76,207,7,13,11,481,326,6,20,12,4,1,8,1,2,4,1179,2,20,1201,1820
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,2,24,116,4,13,20,297,213,5,14,10,7,0,13,1,3,3,743,1,28,772,1237
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,2,46,97,7,16,28,338,205,4,14,14,9,1,17,2,2,4,804,0,37,841,1350
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,4,4,67,263,8,34,42,590,401,10,14,6,4,3,27,6,3,5,1483,0,30,1513,2656
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,3,29,178,10,37,33,507,338,8,31,5,9,2,20,3,5,4,1219,2,33,1254,2086
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,540,2,2,29,74,2,23,18,289,196,6,20,22,4,1,10,2,3,2,701,1,28,730,1266
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,541,3,3,36,158,7,15,21,520,265,2,25,10,6,4,19,5,6,4,1103,2,31,1136,2063
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,2,199,160,2,8,16,228,124,2,9,3,0,1,4,0,2,1,759,1,16,776,1018
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,2,19,55,3,23,17,353,174,6,6,2,1,0,16,7,3,3,688,1,22,711,1223
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,2,67,114,3,7,15,251,124,0,15,11,6,5,10,1,1,0,630,1,15,646,828
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,2,18,60,3,14,18,252,159,2,3,2,4,2,7,3,0,1,548,0,17,565,756
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,10,10,201,402,26,86,102,1781,1005,23,38,22,14,4,82,15,15,8,3824,2,135,3961,7420
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,2,84,117,15,14,20,401,221,3,22,13,9,1,20,0,3,3,946,0,18,964,1296
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,2,45,72,8,25,28,405,294,2,4,1,2,4,13,8,3,4,918,1,23,942,1391
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,8,9,220,359,29,54,58,1367,783,13,38,32,15,2,47,10,15,6,3048,5,89,3142,5037
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,2,29,56,3,20,21,267,183,8,5,2,1,2,11,5,0,0,613,0,26,639,870
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,2,24,53,7,38,17,380,247,4,12,0,2,1,15,5,6,2,813,0,20,833,1224
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,2,24,42,0,17,8,297,155,2,6,0,2,2,11,4,1,4,575,1,23,599,935
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,2,46,46,3,24,21,403,202,2,3,1,2,1,16,3,1,4,778,0,19,797,1157
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,3,40,77,5,33,27,505,320,2,3,6,9,2,28,4,5,3,1069,3,31,1103,1725
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,3,55,129,8,39,38,466,370,9,50,12,3,3,28,6,4,3,1223,0,46,1269,2233
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,2,37,88,4,43,14,225,247,0,25,7,0,0,16,7,0,3,716,0,14,730,1251
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,1,13,27,1,4,3,57,68,0,0,1,0,0,0,0,0,0,174,0,12,186,242
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,1,18,91,1,12,13,179,88,1,3,2,0,0,4,1,2,0,415,0,25,440,564
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,2,14,52,3,13,3,146,82,1,6,0,0,0,5,0,1,2,328,0,6,334,465
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,2,73,39,0,15,22,372,222,0,1,3,0,1,8,1,2,2,761,0,16,777,968
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,1,6,11,1,9,3,98,70,1,4,0,0,0,2,0,2,1,208,0,4,212,289
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,1,24,65,0,28,9,103,137,0,2,2,0,0,9,4,2,0,385,0,18,403,576
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,1,6,37,2,8,9,111,105,0,1,1,1,0,3,2,0,0,286,0,12,298,409
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,2,1,1,50,32,3,3,18,188,128,3,4,2,4,0,9,3,1,0,448,0,4,452,633
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,5,2,2,58,63,3,13,20,314,188,7,20,6,3,1,10,0,6,2,714,1,21,736,1014
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,6,2,2,58,59,2,32,15,315,194,2,14,6,6,2,12,2,2,1,722,0,18,740,1055
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,8,1,1,30,49,2,12,7,271,123,2,5,2,2,2,1,2,1,0,511,0,8,519,746
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,9,7,7,244,289,11,69,50,1530,743,13,86,20,14,8,45,3,11,3,3139,2,75,3216,4882
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,17,9,9,242,272,15,93,49,1666,1026,23,83,27,16,6,60,8,5,6,3597,3,64,3664,6108
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,18,1,1,60,30,2,9,16,141,123,0,9,4,2,1,8,0,1,4,410,0,12,422,622
