ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PCHU,MORENA,PMCH,PPCH,PES,RSP,FXM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
7,CHIAPAS,24,122,2223,6873,6928,82669,171418,29845,448875,237534,84727,58232,930765,52533,11932,32426,78823,15070,2234849,2432,116290,2353571,3947930,,
