CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,10,2,2,16,93,7,41,15,62,144,201,0,0,16,4,11,2,0,0,6,9,0,0,0,0,5,0,3,0,2,637,0,11,648,1065
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,11,1,1,5,37,4,14,2,21,56,49,0,0,3,1,5,3,1,0,1,0,0,0,0,1,1,0,2,0,1,207,1,4,212,324
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,12,1,1,16,60,7,22,5,38,97,127,0,0,2,3,5,0,1,0,3,3,0,0,0,0,4,0,2,0,1,396,3,7,406,599
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,13,1,1,9,51,4,19,9,25,83,141,0,0,2,4,5,0,0,0,6,10,1,1,0,1,0,0,2,0,2,375,0,6,381,582
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,14,1,1,14,32,1,9,3,17,31,49,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,162,5,6,173,250
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,15,1,1,9,43,6,23,4,18,72,92,0,0,1,2,4,1,2,0,4,5,0,0,0,0,4,0,1,0,1,292,2,8,302,426
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,16,2,2,18,96,36,31,24,65,172,154,0,0,6,3,13,2,0,0,11,6,0,2,2,0,4,0,1,0,0,646,4,8,658,1043
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,17,2,2,16,58,35,33,10,42,108,159,0,0,8,4,14,1,0,0,7,7,1,0,0,0,1,0,2,0,0,506,1,11,518,880
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,18,2,2,15,57,26,49,17,36,142,202,0,0,4,5,10,0,0,0,8,3,1,0,0,0,1,0,1,1,0,578,0,11,589,939
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,19,1,1,0,2,1,1,3,1,8,53,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,73,0,5,78,112
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,20,1,1,1,6,1,2,3,22,4,109,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,7,163,254
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,21,1,1,19,20,9,2,16,28,34,103,0,0,37,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,274,0,10,284,396
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,22,1,1,4,6,2,1,9,25,30,78,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,7,166,228
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,23,1,1,18,19,12,10,18,103,63,52,0,0,11,4,4,0,0,0,0,7,1,0,0,4,0,0,1,1,2,330,0,17,347,550
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,24,2,2,14,122,15,19,36,22,112,158,0,0,9,6,8,2,0,1,4,3,1,0,1,1,1,0,2,0,4,541,0,16,557,816
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,25,1,1,2,12,1,10,4,2,9,13,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,5,64,112
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,26,1,1,5,16,2,3,7,10,33,38,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,4,121,198
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,27,1,1,10,37,13,8,65,18,51,125,0,0,15,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,350,0,9,359,634
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,28,1,1,3,30,4,8,22,36,46,76,0,0,3,2,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,239,0,0,239,351
