CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,C,1,0,C01,0,70,15,0,11,26,3,105,9,0,0,4,1,8,2,1,0,5,9,0,0,1,1,2,0,4,0,1,278,0,7,285,538,Acta casilla,,,
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,237,B,1,0,B,0,39,8,1,7,10,4,27,3,0,0,0,0,2,1,2,0,2,4,0,0,1,0,0,1,1,0,0,113,0,1,114,171,Acta casilla,,,
1,18,NAYARIT,13,IXTLAN DEL RIO,7,IXTLAN DEL RIO,238,B,1,0,B,0,72,4,3,12,12,3,59,2,0,0,1,0,5,1,1,0,1,3,0,0,0,0,1,0,1,0,1,182,0,11,193,404,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,239,B,1,0,B,0,147,36,4,35,5,10,98,16,0,0,0,1,15,8,1,0,8,4,1,1,0,1,2,1,0,0,0,394,0,16,410,637,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,240,B,1,0,B,0,126,27,1,31,5,5,68,17,0,0,0,1,10,3,0,0,9,4,1,0,0,0,1,0,0,0,0,309,0,12,321,507,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,241,B,1,0,B,0,139,39,4,20,4,3,67,10,0,0,0,2,15,5,0,0,5,1,1,0,0,0,2,0,0,0,1,318,0,4,322,473,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,241,C,1,0,C01,0,124,42,4,16,7,3,68,6,0,0,0,0,14,6,1,0,4,4,0,1,0,1,3,0,0,0,0,304,0,9,313,472,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,242,B,1,0,B,0,147,32,3,24,6,7,65,12,0,0,0,3,18,6,1,0,7,5,0,0,0,0,3,0,1,0,0,340,0,10,350,490,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,242,C,1,0,C01,0,153,50,3,21,3,8,64,6,0,0,0,2,17,2,1,0,5,1,0,1,0,1,1,0,0,0,0,339,0,7,346,490,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,243,B,1,0,B,0,170,32,1,42,5,9,83,6,0,0,0,3,21,3,1,0,10,2,0,0,1,0,0,0,1,0,0,390,0,10,400,602,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,244,B,1,0,B,0,146,31,5,22,6,9,73,10,0,0,0,3,28,3,1,24,3,0,1,0,1,2,0,0,0,1,1,370,0,13,383,573,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,244,C,1,0,C01,0,139,28,5,24,2,5,89,24,0,0,0,4,10,2,2,0,9,6,0,1,0,0,0,0,0,0,1,351,0,11,362,572,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,245,B,1,0,B,0,31,9,2,13,2,1,27,2,0,0,0,0,7,1,1,2,2,1,0,0,4,0,3,0,3,0,1,112,0,5,117,172,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,246,B,1,0,B,0,34,6,0,5,2,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,69,131,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,246,E,1,0,E01,0,53,4,0,35,4,1,44,2,0,0,0,3,8,3,0,0,8,0,0,0,0,1,0,0,0,0,2,168,0,4,172,260,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,247,B,1,0,B,0,79,17,9,21,5,3,68,3,0,0,0,2,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,230,0,10,240,347,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,248,B,1,0,B,0,123,4,3,79,7,25,54,1,0,0,0,3,18,11,3,0,7,3,2,1,0,1,2,0,2,0,2,351,0,19,370,535,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,248,C,1,0,C01,0,146,10,4,58,5,22,54,9,0,0,0,0,11,4,0,0,5,3,1,1,1,0,0,2,0,0,0,336,0,14,350,535,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,248,C,2,0,C02,0,124,12,4,65,7,36,67,11,0,0,0,1,15,5,0,0,8,2,0,0,2,1,3,0,0,0,0,363,0,24,387,535,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,249,B,1,0,B,0,186,11,7,50,6,14,80,4,0,0,0,0,18,3,3,1,14,5,0,0,2,0,1,0,1,0,0,406,0,9,415,583,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,249,C,1,0,C01,0,174,13,6,43,9,22,95,10,0,0,0,1,11,3,2,0,13,1,0,0,1,0,4,0,2,0,0,410,0,13,423,582,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,250,B,1,0,B,0,108,7,1,39,5,26,51,2,0,0,0,1,10,2,2,0,14,1,0,0,0,2,3,3,0,0,2,279,0,11,290,419,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,250,C,1,0,C01,0,91,11,6,38,3,13,72,4,0,0,0,1,9,2,1,0,4,3,0,0,0,0,3,1,2,0,0,264,0,3,267,418,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,251,B,1,0,B,0,140,7,3,84,9,12,107,0,0,0,0,5,12,4,1,0,9,3,0,0,0,0,5,0,1,0,2,404,0,15,419,618,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,252,B,1,0,B,0,113,22,2,49,7,44,98,3,0,0,0,9,10,5,1,0,17,3,0,0,0,1,4,0,4,0,3,395,0,14,409,562,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,252,C,1,0,C01,0,133,10,1,50,9,26,122,7,0,0,0,5,9,2,1,0,8,3,0,0,2,0,0,0,1,0,3,392,0,9,401,561,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,252,E,1,0,E01,0,86,16,1,52,14,16,83,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,3,281,387,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,253,B,1,0,B,0,168,38,11,50,10,25,91,10,0,0,0,4,12,7,3,0,6,2,0,1,2,0,1,0,0,0,0,441,0,9,450,677,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,253,C,1,0,C01,0,156,54,6,49,15,24,98,13,0,0,0,7,13,4,1,0,7,5,0,0,0,0,1,0,3,0,0,456,0,13,469,676,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,254,B,1,0,B,0,118,14,6,13,7,48,61,7,0,0,0,0,8,0,1,0,2,4,0,0,1,1,1,0,1,0,0,293,0,15,308,424,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,254,C,1,0,C01,0,108,11,3,33,10,29,69,9,0,0,0,0,6,1,1,0,3,0,0,1,0,0,2,0,0,0,0,286,0,11,297,424,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,255,B,1,0,B,0,104,12,5,36,16,25,49,11,0,0,0,0,9,1,2,0,1,2,0,0,1,0,1,0,2,0,0,277,0,10,287,401,Acta casilla,,,
1,18,NAYARIT,12,SANTA MARIA DEL ORO,8,JALA,256,B,1,0,B,0,176,19,5,44,23,26,110,13,0,0,0,7,11,6,0,0,7,5,0,0,0,2,1,0,0,0,2,457,0,9,466,682,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,257,B,1,0,B,0,9,27,1,125,17,17,64,3,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,271,2,10,283,515,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,257,C,1,0,C01,0,7,33,0,138,12,9,55,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,4,14,280,514,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,257,E,1,0,E01,0,1,41,3,71,5,3,71,8,0,0,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,14,228,510,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,258,B,1,0,B,0,12,73,2,82,14,9,82,5,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,19,305,580,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,258,C,1,0,C01,0,4,56,1,88,22,8,68,4,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1,18,280,580,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,258,C,2,0,C02,0,8,73,2,73,15,14,73,11,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,14,294,579,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,258,C,3,0,C03,0,18,57,3,79,13,10,81,7,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,27,306,579,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,260,B,1,0,B,0,15,28,1,136,3,28,23,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,10,249,390,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,260,C,1,0,C01,0,11,13,0,162,4,29,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,3,6,247,390,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,260,E,1,0,E01,0,29,24,4,74,6,3,5,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,10,163,285,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,261,B,1,0,B,0,17,45,1,156,29,52,49,4,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,34,399,673,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,262,B,1,0,B,0,0,19,4,14,4,162,35,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,4,247,391,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,262,C,1,0,C01,0,2,17,0,11,8,150,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,10,213,391,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,262,E,1,0,E01,0,3,40,3,28,44,183,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,11,317,496,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,263,B,1,0,B,0,2,10,0,56,3,27,5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108,0,8,116,154,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,264,B,1,0,B,0,42,37,2,52,12,1,23,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,69,247,410,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,264,C,1,0,C01,0,53,27,1,57,23,3,29,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,3,45,247,409,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,265,B,1,0,B,0,20,44,2,52,14,10,44,8,0,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,106,312,494,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,266,B,1,0,B,0,11,21,3,150,8,16,84,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,2,44,349,662,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,268,B,1,0,B,0,8,29,1,103,13,32,65,14,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,19,339,531,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,268,E,1,0,E01,0,6,71,6,8,10,33,8,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,5,206,409,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,268,E,2,0,E02,0,16,81,4,32,4,42,18,0,0,0,34,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,13,248,436,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,268,E,2,1,E02C01,0,9,72,1,32,6,34,26,0,0,0,56,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,243,0,19,262,436,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,269,B,1,0,B,0,3,72,0,74,12,140,19,0,0,0,32,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,359,0,28,387,686,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,269,E,1,0,E01,0,6,74,2,59,7,172,20,0,0,0,11,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,359,1,24,384,655,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,B,1,0,B,0,9,42,3,60,18,89,83,1,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,68,387,627,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,E,1,0,E01,0,7,19,2,63,6,39,110,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3,119,375,509,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,E,2,0,E02,0,50,28,5,95,18,30,83,1,0,0,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,16,344,560,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,E,3,0,E03,0,12,34,2,176,21,49,29,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,17,345,540,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,E,3,1,E03C01,0,6,25,1,178,8,61,27,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,312,1,17,330,540,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,E,4,0,E04,0,19,34,0,52,2,79,35,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,12,236,318,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,271,B,1,0,B,0,4,32,5,40,7,46,67,6,0,0,12,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,223,0,17,240,425,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,271,E,1,0,E01,0,7,26,3,72,13,28,84,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,17,278,527,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,272,B,1,0,B,0,7,60,0,102,5,23,121,0,0,0,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,11,343,473,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,272,C,1,0,C01,0,3,71,2,116,5,26,115,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,10,352,473,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,273,B,1,0,B,0,3,87,0,49,93,99,97,2,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,460,0,16,476,729,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,273,E,1,0,E01,0,1,18,1,66,58,63,59,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,12,291,530,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,274,B,1,0,B,0,13,43,1,96,3,20,61,2,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,15,265,532,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,274,E,1,0,E01,0,12,21,2,206,4,89,49,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,16,406,648,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,275,B,1,0,B,0,3,44,1,51,10,52,30,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,9,210,388,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,275,E,1,0,E01,0,0,25,1,55,40,37,66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,11,237,367,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,276,B,1,0,B,0,6,90,0,207,7,23,90,3,0,0,3,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,437,0,13,450,667,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,276,E,1,0,E01,0,6,36,0,81,0,8,66,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,2,205,292,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,276,E,2,0,E02,0,11,17,0,122,2,29,53,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,2,12,267,431,Grupo de recuento,,,
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,276,E,2,1,E02C01,0,18,17,0,130,1,15,47,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,13,264,430,Grupo de recuento,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,277,B,1,0,B,0,43,127,8,9,53,6,20,25,0,0,2,1,15,6,1,0,4,4,1,0,0,0,1,0,1,0,0,327,0,2,329,478,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,277,C,1,0,C01,0,54,120,20,16,25,22,3,1,0,0,10,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,279,0,5,284,478,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,277,E,1,0,E01,0,14,30,7,7,8,0,11,4,0,0,3,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,95,0,1,96,155,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,278,B,1,0,B,0,27,51,11,7,34,8,14,12,0,0,0,0,3,2,1,1,0,1,3,0,0,0,1,0,2,0,0,178,0,5,183,269,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,278,E,1,0,E01,0,18,58,8,13,14,6,40,7,0,0,11,2,3,1,0,0,0,3,0,0,0,0,0,0,2,0,0,186,0,7,193,287,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,279,B,1,0,B,0,25,54,6,4,20,11,10,10,0,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,149,0,2,151,201,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,280,B,1,0,B,0,23,50,8,11,44,1,4,25,0,0,1,1,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,176,0,3,179,237,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,281,B,1,0,B,0,27,88,16,4,26,9,18,19,0,0,1,1,15,2,0,0,4,3,0,0,0,0,0,0,0,0,0,233,0,6,239,383,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,281,C,1,0,C01,0,30,93,10,4,35,6,16,32,0,0,1,1,14,1,0,3,2,0,0,0,0,1,0,0,0,0,0,249,0,4,253,382,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,282,B,1,0,B,0,52,161,21,9,50,16,21,28,0,0,3,1,9,3,0,0,4,0,0,0,0,1,1,0,0,0,0,380,0,13,393,582,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,283,B,1,0,B,0,20,88,13,15,37,6,40,43,0,0,45,3,11,1,0,0,2,4,1,0,1,5,0,0,0,0,0,335,0,6,341,652,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,284,B,1,0,B,0,13,31,8,0,16,12,29,9,0,0,9,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,134,0,7,141,210,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,285,B,1,0,B,0,40,45,19,23,25,28,86,7,0,0,3,1,6,0,0,0,20,5,1,0,1,1,0,0,1,0,1,313,0,10,323,504,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,286,B,1,0,B,0,23,77,5,6,18,5,0,47,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,12,227,445,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,286,C,1,0,C01,0,22,64,3,5,33,10,31,31,0,0,46,2,3,0,0,0,0,4,0,0,0,1,1,0,0,0,0,256,0,15,271,444,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,287,B,1,0,B,0,27,182,7,9,58,7,61,0,0,0,14,1,16,0,0,1,1,5,0,0,0,2,0,0,1,0,0,392,0,15,407,493,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,288,B,1,0,B,0,35,75,10,8,29,6,51,5,0,0,39,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,268,0,6,274,428,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,288,C,1,0,C01,0,44,105,3,5,22,13,39,8,0,0,37,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,287,0,8,295,428,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,289,B,1,0,B,0,22,124,11,6,25,22,35,5,0,0,8,1,8,0,0,0,2,4,0,0,0,0,0,0,2,0,0,275,0,8,283,419,Grupo de recuento,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,289,C,1,0,C01,0,3,43,5,28,39,37,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,286,418,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,290,B,1,0,B,0,47,150,17,18,78,32,43,37,0,0,7,0,7,1,1,2,4,2,0,0,0,0,0,0,0,0,0,446,0,16,462,719,Grupo de recuento,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,291,B,1,0,B,0,13,114,4,0,69,11,77,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,12,312,505,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,291,C,1,0,C01,0,11,71,6,6,100,4,71,6,0,0,0,2,6,0,0,0,4,1,0,0,3,0,3,0,2,0,0,296,0,11,307,504,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,291,E,1,0,E01,0,1,26,2,3,6,1,11,14,0,0,18,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,88,0,12,100,175,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,292,B,1,0,B,0,23,81,1,5,48,8,43,19,0,0,6,1,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,248,0,7,255,401,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,292,E,1,0,E01,0,15,33,1,5,21,2,19,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,8,115,170,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,293,B,1,0,B,0,12,46,2,5,20,3,24,23,0,0,2,2,3,0,0,0,2,1,0,0,0,2,0,0,0,0,0,147,0,7,154,254,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,294,B,1,0,B,0,10,33,3,2,19,2,5,8,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,0,2,89,160,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,295,B,1,0,B,0,29,64,9,7,22,12,34,22,0,0,13,1,4,3,0,1,1,2,0,0,0,0,0,0,0,0,0,224,0,11,235,395,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,295,C,1,0,C01,0,10,49,4,12,12,17,62,13,0,0,7,1,1,0,0,0,3,4,0,0,0,5,2,0,0,0,0,202,0,13,215,394,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,296,B,1,0,B,0,62,98,8,4,32,9,50,13,0,0,33,1,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,336,0,16,352,541,Acta casilla,,,
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,297,B,1,0,B,0,37,111,9,4,22,7,48,5,0,0,26,4,10,2,2,0,0,3,0,0,0,0,0,0,1,0,0,291,0,8,299,429,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,298,B,1,0,B,0,32,127,9,1,26,14,30,8,0,0,28,1,19,2,0,0,0,6,0,0,0,0,1,0,2,0,0,306,0,17,323,554,Acta casilla,,,
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,299,B,1,0,B,0,30,139,18,6,31,22,43,1,0,0,26,1,13,2,0,0,2,0,0,0,0,0,0,0,2,0,0,336,0,21,357,533,Acta casilla,,,
