CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,24,SAN LUIS POTOSI,1,MATEHUALA,0,VOTO ANTICIPADO,0,A,1,0,VA01,0,4,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,9,10,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,0,VOTO ANTICIPADO,0,A,2,0,VA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,0,VOTO ANTICIPADO,0,A,3,0,VA03,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,A,4,0,VA04,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,A,5,0,VA05,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,9,13,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,A,6,0,VA06,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,4,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,A,7,0,VA07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,A,8,0,VA08,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,0,VOTO ANTICIPADO,0,A,9,0,VA09,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,10,SOLEDAD DE GRACIANO SANCHEZ,0,VOTO ANTICIPADO,0,A,10,0,VA10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,11,RIOVERDE,0,VOTO ANTICIPADO,0,A,11,0,VA11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,0,VOTO ANTICIPADO,0,A,12,0,VA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,13,CIUDAD VALLES,0,VOTO ANTICIPADO,0,A,13,0,VA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,0,VOTO ANTICIPADO,0,A,14,0,VA14,0,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,10,0,3,13,16,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,1,B,1,0,B,0,17,18,23,100,5,3,19,51,75,3,1,0,1,0,0,1,5,2,0,324,0,20,344,527,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,1,C,1,0,C01,0,28,13,14,86,7,3,26,46,87,15,2,1,0,1,0,1,0,1,1,332,1,24,357,526,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,1,C,2,0,C02,0,19,14,17,109,5,8,33,38,67,2,1,0,0,0,0,5,1,2,2,323,0,7,330,526,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,2,B,1,0,B,0,16,19,20,129,10,4,28,51,102,10,0,2,1,0,0,6,1,6,0,405,1,25,431,615,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,2,C,1,0,C01,0,16,18,16,117,9,8,31,55,104,8,1,3,0,0,0,4,0,4,1,395,1,25,421,615,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,2,C,2,0,C02,0,26,25,7,132,4,6,34,46,84,14,0,2,1,0,0,5,0,1,0,387,1,20,408,615,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,2,C,3,0,C03,0,31,14,14,112,13,2,22,50,93,6,1,2,0,0,0,7,2,7,0,376,0,26,402,615,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,3,B,1,0,B,0,1,9,2,129,3,0,1,5,6,0,0,0,0,0,0,6,1,2,0,165,0,13,178,310,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,4,B,1,0,B,0,4,2,1,199,2,2,3,5,1,1,0,0,0,1,0,6,3,1,0,231,0,11,242,362,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,5,B,1,0,B,0,2,2,9,123,5,0,3,15,7,0,0,0,1,0,0,0,2,3,0,172,0,10,182,249,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,6,B,1,0,B,0,11,6,13,120,13,3,28,33,40,1,0,0,0,0,0,0,0,0,0,268,0,34,302,524,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,6,E,1,0,E01,0,9,26,8,144,8,3,25,25,34,0,0,0,0,0,0,0,2,7,1,292,0,27,319,606,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,6,E,1,1,E01C01,0,12,12,8,142,7,2,43,44,40,2,0,1,0,0,0,3,3,2,0,321,0,24,345,605,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,7,B,1,0,B,0,12,5,15,137,7,3,26,44,76,5,2,0,0,0,0,3,3,5,1,344,0,27,371,612,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,7,C,1,0,C01,0,10,20,13,134,10,3,34,57,31,2,0,0,0,0,0,5,1,3,1,324,0,20,344,612,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,8,B,1,0,B,0,18,14,12,84,10,5,34,40,91,1,0,0,0,0,0,8,1,2,0,320,0,36,356,628,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,8,C,1,0,C01,0,5,13,14,165,6,1,22,33,58,2,1,1,1,2,0,3,2,3,0,332,0,45,377,627,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,8,E,1,0,E01,0,3,0,3,58,1,0,12,17,18,2,0,0,0,0,0,2,1,2,1,120,0,8,128,212,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,9,B,1,0,B,0,9,1,2,63,1,0,31,30,35,1,0,0,0,0,0,3,2,0,1,179,0,15,194,299,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,10,B,1,0,B,0,2,3,3,45,1,0,3,13,9,0,0,0,0,0,0,0,0,2,0,81,0,4,85,155,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,11,B,1,0,B,0,14,10,1,234,6,6,14,40,73,2,0,0,0,0,0,0,0,0,0,400,0,30,430,605,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,11,C,1,0,C01,0,6,9,5,205,6,9,15,41,51,2,1,3,0,0,0,4,0,3,0,360,0,37,397,604,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,12,B,1,0,B,0,29,12,21,154,4,5,5,64,63,9,2,2,0,0,0,2,3,2,5,382,0,33,415,692,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,13,B,1,0,B,0,19,8,0,55,9,2,20,29,72,6,1,0,0,0,1,2,2,3,0,229,0,16,245,501,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,13,C,1,0,C01,0,14,7,10,128,8,3,12,47,75,2,1,0,0,0,0,4,0,2,1,314,0,17,331,501,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,14,B,1,0,B,0,10,6,7,141,10,4,13,29,61,2,0,1,0,0,0,3,3,6,0,296,0,27,323,496,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,14,C,1,0,C01,0,6,15,3,152,8,5,12,35,42,2,0,1,0,0,0,6,4,3,0,294,0,31,325,496,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,14,E,1,0,E01,0,9,7,2,248,14,5,5,37,65,0,1,0,0,0,0,8,4,7,0,412,1,27,440,708,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,14,E,1,1,E01C01,0,16,14,9,242,14,8,16,41,57,1,2,0,0,0,0,8,5,1,0,434,0,30,464,708,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,15,B,1,0,B,0,58,21,1,64,3,18,1,22,2,1,0,3,1,0,0,0,0,0,0,195,1,4,200,307,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,16,B,1,0,B,0,69,21,0,71,4,17,4,31,6,3,7,2,3,0,0,3,0,1,0,242,0,20,262,364,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,17,B,1,0,B,0,38,26,1,51,3,8,1,33,3,1,0,5,2,0,0,2,1,3,0,178,0,11,189,269,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,18,B,1,0,B,0,12,10,1,27,2,13,0,13,1,1,0,2,2,0,0,1,0,0,0,85,0,0,85,137,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,19,B,1,0,B,0,32,35,2,100,2,7,0,15,0,2,0,5,2,0,0,0,0,1,0,203,0,9,212,312,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,20,B,1,0,B,0,30,10,0,69,0,7,1,11,6,1,0,3,2,1,0,0,0,0,0,141,0,1,142,198,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,21,B,1,0,B,0,38,18,0,51,0,8,1,14,2,0,0,2,1,0,0,0,0,2,0,137,0,6,143,212,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,22,B,1,0,B,0,23,28,0,51,2,11,1,30,2,0,1,0,1,0,0,3,0,1,0,154,0,7,161,295,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,23,B,1,0,B,0,140,32,1,212,6,29,1,37,3,1,2,3,0,0,3,6,3,4,0,483,1,34,518,708,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,24,B,1,0,B,0,21,16,0,45,0,4,1,30,1,0,0,2,1,0,0,0,0,0,0,121,0,3,124,185,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,26,B,1,0,B,0,54,39,1,90,1,18,0,39,2,0,0,5,2,0,0,5,0,0,1,257,0,15,272,434,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,26,C,1,0,C01,0,68,41,2,64,8,14,3,42,2,3,1,4,1,0,0,3,0,1,0,257,0,22,279,434,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,27,B,1,0,B,0,38,20,1,45,1,7,1,14,1,0,1,4,0,1,0,3,0,0,0,137,0,10,147,194,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,28,B,1,0,B,0,115,62,3,212,6,25,5,61,7,3,1,6,2,0,0,2,0,0,0,510,0,20,530,738,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,29,B,1,0,B,0,7,14,0,30,1,8,1,9,0,1,0,0,0,0,0,0,0,1,0,72,0,2,74,122,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,30,B,1,0,B,0,38,35,0,135,2,7,0,38,5,0,0,3,1,0,0,1,2,1,1,269,0,21,290,425,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,31,B,1,0,B,0,75,44,7,58,0,23,0,22,0,3,0,4,0,0,0,1,0,3,0,240,0,12,252,377,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,32,B,1,0,B,0,19,10,4,104,8,81,2,22,4,1,0,3,2,0,1,2,1,0,0,264,0,22,286,433,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,33,B,1,0,B,0,34,6,1,113,2,9,2,9,0,0,0,3,2,1,0,1,1,0,0,184,1,10,195,335,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,34,B,1,0,B,0,25,10,3,218,12,5,5,165,2,5,3,0,1,0,0,0,2,0,3,459,0,44,503,618,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,34,C,1,0,C01,0,21,6,3,220,12,8,5,158,3,0,3,1,1,0,0,0,2,2,3,448,1,31,480,618,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,34,C,2,0,C02,0,23,11,4,196,10,5,10,155,4,6,3,1,1,0,0,1,0,2,6,438,0,43,481,618,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,34,C,3,0,C03,0,29,12,0,215,7,7,14,159,3,4,1,2,0,0,0,1,1,3,0,458,0,39,497,617,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,35,B,1,0,B,0,37,12,2,102,9,9,10,103,8,7,1,3,1,0,0,3,1,2,2,312,0,21,333,454,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,35,C,1,0,C01,0,37,17,5,111,5,7,11,118,12,9,1,1,0,0,0,2,2,2,1,341,0,22,363,454,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,35,SMR,1,0,SMR01,0,2,1,1,9,1,4,4,10,2,0,0,3,0,0,0,0,0,0,1,38,0,6,44,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,35,SRP,1,0,SRP01,0,2,1,1,9,1,4,4,10,2,0,0,0,0,0,0,0,0,0,0,34,0,3,37,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,36,B,1,0,B,0,11,1,1,192,2,5,4,84,2,4,1,0,0,0,0,0,2,6,3,318,1,11,330,459,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,36,C,1,0,C01,0,6,2,0,204,1,1,4,81,0,0,2,0,0,0,0,0,0,3,0,304,0,24,328,459,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,36,E,1,0,E01,0,10,5,1,152,2,1,1,247,1,3,11,1,0,0,0,1,0,0,0,436,0,13,449,530,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,37,B,1,0,B,0,11,17,1,149,4,0,7,154,1,2,0,0,0,0,0,0,0,1,3,350,0,51,401,545,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,38,B,1,0,B,0,8,10,4,165,5,2,2,118,0,4,0,0,0,0,0,2,0,0,0,320,0,21,341,474,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,38,C,1,0,C01,0,9,8,3,188,3,2,4,121,1,3,2,0,0,1,0,4,0,1,1,351,0,18,369,473,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,39,B,1,0,B,0,28,9,3,182,2,3,5,151,3,1,1,0,0,0,0,1,0,3,0,392,0,34,426,599,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,39,C,1,0,C01,0,17,12,6,203,7,4,6,159,4,2,0,1,0,1,1,2,2,3,0,430,0,28,458,599,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,39,C,2,0,C02,0,17,14,3,178,3,2,8,168,7,3,3,2,0,0,0,0,2,2,1,413,0,24,437,598,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,40,B,1,0,B,0,8,2,2,48,0,0,3,73,2,0,1,0,1,0,0,0,0,0,0,140,0,9,149,176,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,41,B,1,0,B,0,23,19,4,169,12,7,5,155,12,10,3,1,3,5,0,2,3,3,1,437,0,38,475,664,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,41,C,1,0,C01,0,24,20,4,169,14,7,6,153,12,9,3,1,3,4,0,2,3,2,1,437,0,37,474,663,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,41,E,1,0,E01,0,16,1,1,127,3,0,5,116,1,3,6,1,0,0,0,0,0,1,2,283,0,19,302,350,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,42,B,1,0,B,0,10,6,0,165,4,1,1,132,3,1,3,0,0,0,0,0,0,0,0,326,0,16,342,410,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,42,C,1,0,C01,0,10,0,2,156,1,0,0,132,0,2,1,0,0,1,0,0,0,0,0,305,0,13,318,409,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,42,E,1,0,E01,0,3,6,1,106,2,2,1,52,5,0,2,0,0,0,0,0,0,0,1,181,0,9,190,270,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,43,B,1,0,B,0,10,6,1,179,3,5,5,201,3,0,2,0,2,0,0,0,0,0,2,419,1,28,448,627,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,43,C,1,0,C01,0,7,11,2,213,5,4,3,178,7,6,10,0,0,0,0,0,0,0,2,448,0,21,469,626,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,43,C,2,0,C02,0,18,8,0,205,3,2,6,159,7,3,5,0,1,0,0,1,0,1,0,419,0,32,451,626,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,44,B,1,0,B,0,21,19,3,295,7,6,4,97,6,5,2,0,0,0,0,2,0,2,0,469,0,39,508,683,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,44,C,1,0,C01,0,22,13,2,276,6,3,4,117,1,2,1,6,0,0,0,0,0,0,0,453,0,36,489,683,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,44,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,45,B,1,0,B,0,11,5,3,121,9,2,4,165,3,4,1,1,0,1,0,1,2,2,1,336,0,41,377,507,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,45,C,1,0,C01,0,12,4,1,105,17,1,7,165,1,0,5,1,0,0,0,0,2,1,3,325,1,36,362,507,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,45,E,1,0,E01,0,11,14,4,262,6,2,11,173,4,6,6,1,1,1,0,4,1,2,1,510,0,51,561,747,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,46,B,1,0,B,0,20,11,2,182,8,1,9,102,5,3,0,0,0,1,0,0,0,1,1,346,1,34,381,533,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,46,C,1,0,C01,0,13,8,214,8,3,6,97,1,3,0,3,0,0,2,1,0,0,0,0,359,0,34,393,532,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,46,C,2,0,C02,0,14,4,0,196,5,3,9,84,1,2,2,2,0,0,0,0,0,3,2,327,0,41,368,532,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,46,E,1,0,E01,0,2,5,0,152,0,1,2,71,1,2,2,0,0,0,0,2,0,0,0,240,2,11,253,379,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,47,B,1,0,B,0,30,7,0,233,11,4,11,123,2,4,4,2,0,0,0,1,1,3,2,438,2,43,483,644,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,47,C,1,0,C01,0,31,6,3,146,12,6,4,135,5,3,3,1,0,0,0,0,3,0,1,359,1,47,407,644,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,48,B,1,0,B,0,24,7,5,156,12,12,13,142,6,5,3,2,0,0,0,1,1,2,3,394,0,20,414,591,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,48,C,1,0,C01,0,33,5,1,180,18,4,9,138,2,5,5,2,2,0,0,1,0,2,0,407,2,35,444,591,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,48,C,2,0,C02,0,23,5,3,140,12,3,8,187,2,4,3,2,0,1,1,0,1,0,6,401,0,22,423,591,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,48,C,3,0,C03,0,18,10,4,169,7,4,13,152,1,5,5,1,2,0,0,0,0,1,0,392,1,31,424,590,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,49,B,1,0,B,0,17,7,1,206,8,4,9,94,2,2,1,1,0,0,0,0,0,2,0,354,1,30,385,521,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,49,C,1,0,C01,0,17,6,1,225,3,0,6,97,1,4,2,0,1,0,0,1,1,5,0,370,2,23,395,520,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,50,B,1,0,B,0,12,9,2,160,4,2,4,69,12,1,3,2,2,0,0,1,0,2,2,287,0,19,306,420,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,50,C,1,0,C01,0,12,3,3,171,5,2,6,65,12,2,1,2,1,0,0,0,0,1,0,286,0,26,312,420,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,51,B,1,0,B,0,7,4,1,272,5,3,2,133,8,2,4,0,0,0,0,0,0,0,0,441,0,27,468,600,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,51,C,1,0,C01,0,8,7,0,282,4,4,5,126,4,4,5,0,1,0,0,0,0,2,1,453,0,18,471,600,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,51,C,2,0,C02,0,4,3,1,298,2,2,4,122,1,3,7,0,0,0,0,0,0,0,0,447,0,21,468,599,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,52,B,1,0,B,0,26,9,1,219,6,10,9,139,3,1,4,15,0,0,0,2,2,0,11,457,5,24,486,569,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,52,C,1,0,C01,0,16,8,3,189,12,2,2,144,3,4,1,0,1,3,0,1,0,1,1,391,1,41,433,568,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,53,B,1,0,B,0,15,11,0,309,8,3,3,89,2,1,4,0,1,0,0,0,0,1,0,447,0,34,481,680,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,53,C,1,0,C01,0,17,18,0,297,6,4,11,102,6,3,4,0,0,0,0,2,1,2,2,475,1,28,504,680,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,53,C,2,0,C02,0,18,10,2,303,5,2,5,95,7,1,3,1,0,0,0,0,1,3,0,456,0,39,495,679,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,54,B,1,0,B,0,21,6,4,261,10,1,7,126,9,6,4,4,0,2,1,0,2,0,0,464,3,38,505,616,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,54,C,1,0,C01,0,15,10,5,256,9,1,14,119,7,3,6,1,1,1,0,0,3,2,0,453,4,41,498,615,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,55,B,1,0,B,0,6,5,2,258,9,7,6,124,5,0,7,1,0,0,0,2,1,3,0,436,1,35,472,582,ACTA CASILLA,,,
