CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,12,CARDENAS,0,VOTO ANTICIPADO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,24,SAN LUIS POTOSI,13,CIUDAD VALLES,0,VOTO ANTICIPADO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,24,SAN LUIS POTOSI,1,MATEHUALA,0,VOTO ANTICIPADO,0,0,1,4,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,9,10
2,24,SAN LUIS POTOSI,2,SALINAS,0,VOTO ANTICIPADO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2,24,SAN LUIS POTOSI,11,RIOVERDE,0,VOTO ANTICIPADO,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,0,1,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,9,13
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,4
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,0,VOTO ANTICIPADO,0,0,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,0,VOTO ANTICIPADO,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,0,VOTO ANTICIPADO,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7
2,24,SAN LUIS POTOSI,10,SOLEDAD DE GRACIANO SANCHEZ,0,VOTO ANTICIPADO,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
2,24,SAN LUIS POTOSI,15,TAMAZUNCHALE,0,VOTO ANTICIPADO,0,0,1,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,10,0,3,13,16
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,1,3,3,64,45,54,295,17,14,78,135,229,20,4,1,1,1,0,7,6,5,3,979,1,51,1031,1579
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,2,4,4,89,76,57,490,36,20,115,202,383,38,2,9,2,0,0,22,3,18,1,1563,3,96,1662,2460
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,3,1,1,1,9,2,129,3,0,1,5,6,0,0,0,0,0,0,6,1,2,0,165,0,13,178,310
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,4,1,1,4,2,1,199,2,2,3,5,1,1,0,0,0,1,0,6,3,1,0,231,0,11,242,362
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,5,1,1,2,2,9,123,5,0,3,15,7,0,0,0,1,0,0,0,2,3,0,172,0,10,182,249
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,6,3,3,32,44,29,406,28,8,96,102,114,3,0,1,0,0,0,3,5,9,1,881,0,85,966,1735
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,7,2,2,22,25,28,271,17,6,60,101,107,7,2,0,0,0,0,8,4,8,2,668,0,47,715,1224
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,8,3,3,26,27,29,307,17,6,68,90,167,5,1,1,1,2,0,13,4,7,1,772,0,89,861,1467
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,9,1,1,9,1,2,63,1,0,31,30,35,1,0,0,0,0,0,3,2,0,1,179,0,15,194,299
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,10,1,1,2,3,3,45,1,0,3,13,9,0,0,0,0,0,0,0,0,2,0,81,0,4,85,155
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,11,2,2,20,19,6,439,12,15,29,81,124,4,1,3,0,0,0,4,0,3,0,760,0,67,827,1209
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,12,1,1,29,12,21,154,4,5,5,64,63,9,2,2,0,0,0,2,3,2,5,382,0,33,415,692
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,13,2,2,33,15,10,183,17,5,32,76,147,8,2,0,0,0,1,6,2,5,1,543,0,33,576,1002
2,24,SAN LUIS POTOSI,2,SALINAS,1,AHUALULCO,14,4,4,41,42,21,783,46,22,46,142,225,5,3,2,0,0,0,25,16,17,0,1436,1,115,1552,2408
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,15,1,1,58,21,1,64,3,18,1,22,2,1,0,3,1,0,0,0,0,0,0,195,1,4,200,307
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,16,1,1,69,21,0,71,4,17,4,31,6,3,7,2,3,0,0,3,0,1,0,242,0,20,262,364
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,17,1,1,38,26,1,51,3,8,1,33,3,1,0,5,2,0,0,2,1,3,0,178,0,11,189,269
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,18,1,1,12,10,1,27,2,13,0,13,1,1,0,2,2,0,0,1,0,0,0,85,0,0,85,137
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,19,1,1,32,35,2,100,2,7,0,15,0,2,0,5,2,0,0,0,0,1,0,203,0,9,212,312
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,20,1,1,30,10,0,69,0,7,1,11,6,1,0,3,2,1,0,0,0,0,0,141,0,1,142,198
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,21,1,1,38,18,0,51,0,8,1,14,2,0,0,2,1,0,0,0,0,2,0,137,0,6,143,212
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,22,1,1,23,28,0,51,2,11,1,30,2,0,1,0,1,0,0,3,0,1,0,154,0,7,161,295
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,23,1,1,140,32,1,212,6,29,1,37,3,1,2,3,0,0,3,6,3,4,0,483,1,34,518,708
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,24,1,1,21,16,0,45,0,4,1,30,1,0,0,2,1,0,0,0,0,0,0,121,0,3,124,185
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,26,2,2,122,80,3,154,9,32,3,81,4,3,1,9,3,0,0,8,0,1,1,514,0,37,551,868
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,27,1,1,38,20,1,45,1,7,1,14,1,0,1,4,0,1,0,3,0,0,0,137,0,10,147,194
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,28,1,1,115,62,3,212,6,25,5,61,7,3,1,6,2,0,0,2,0,0,0,510,0,20,530,738
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,29,1,1,7,14,0,30,1,8,1,9,0,1,0,0,0,0,0,0,0,1,0,72,0,2,74,122
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,30,1,1,38,35,0,135,2,7,0,38,5,0,0,3,1,0,0,1,2,1,1,269,0,21,290,425
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,31,1,1,75,44,7,58,0,23,0,22,0,3,0,4,0,0,0,1,0,3,0,240,0,12,252,377
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,32,1,1,19,10,4,104,8,81,2,22,4,1,0,3,2,0,1,2,1,0,0,264,0,22,286,433
2,24,SAN LUIS POTOSI,12,CARDENAS,2,ALAQUINES,33,1,1,34,6,1,113,2,9,2,9,0,0,0,3,2,1,0,1,1,0,0,184,1,10,195,335
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,34,4,4,98,39,10,849,41,25,34,637,12,15,10,4,3,0,0,2,5,7,12,1803,1,157,1961,2471
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,35,3,4,78,31,9,231,16,24,29,241,24,16,2,7,1,0,0,5,3,4,4,725,0,52,777,908
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,36,3,3,27,8,2,548,5,7,9,412,3,7,14,1,0,0,0,1,2,9,3,1058,1,48,1107,1448
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,37,1,1,11,17,1,149,4,0,7,154,1,2,0,0,0,0,0,0,0,1,3,350,0,51,401,545
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,38,2,2,17,18,7,353,8,4,6,239,1,7,2,0,0,1,0,6,0,1,1,671,0,39,710,947
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,39,3,3,62,35,12,563,12,9,19,478,14,6,4,3,0,1,1,3,4,8,1,1235,0,86,1321,1796
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,40,1,1,8,2,2,48,0,0,3,73,2,0,1,0,1,0,0,0,0,0,0,140,0,9,149,176
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,41,3,3,63,40,9,465,29,14,16,424,25,22,12,3,6,9,0,4,6,6,4,1157,0,94,1251,1677
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,42,3,3,23,12,3,427,7,3,2,316,8,3,6,0,0,1,0,0,0,0,1,812,0,38,850,1089
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,43,3,3,35,25,3,597,11,11,14,538,17,9,17,0,3,0,0,1,0,1,4,1286,1,81,1368,1879
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,44,3,3,43,32,5,571,13,9,8,214,7,7,3,6,0,0,0,2,0,2,0,922,0,75,997,2049
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,45,3,3,34,23,8,488,32,5,22,503,8,10,12,3,1,2,0,5,5,5,5,1171,1,128,1300,1761
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,46,4,4,49,28,216,538,16,11,117,258,10,7,7,2,0,3,1,2,0,4,3,1272,3,120,1395,1976
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,47,2,2,61,13,3,379,23,10,15,258,7,7,7,3,0,0,0,1,4,3,3,797,3,90,890,1288
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,48,4,4,98,27,13,645,49,23,43,619,11,19,16,7,4,1,1,2,2,5,9,1594,3,108,1705,2363
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,49,2,2,34,13,2,431,11,4,15,191,3,6,3,1,1,0,0,1,1,7,0,724,3,53,780,1041
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,50,2,2,24,12,5,331,9,4,10,134,24,3,4,4,3,0,0,1,0,3,2,573,0,45,618,840
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,51,3,3,19,14,2,852,11,9,11,381,13,9,16,0,1,0,0,0,0,2,1,1341,0,66,1407,1799
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,52,2,2,42,17,4,408,18,12,11,283,6,5,5,15,1,3,0,3,2,1,12,848,6,65,919,1137
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,53,3,3,50,39,2,909,19,9,19,286,15,5,11,1,1,0,0,2,2,6,2,1378,1,101,1480,2039
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,54,2,2,36,16,9,517,19,2,21,245,16,9,10,5,1,3,1,0,5,2,0,917,7,79,1003,1231
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,55,2,2,8,7,3,570,13,8,14,239,12,2,17,1,0,0,0,2,1,3,1,901,1,67,969,1164
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,56,2,2,10,5,1,553,15,2,5,234,5,2,7,0,0,0,0,0,0,2,1,842,1,44,887,1094
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,57,3,3,34,9,6,663,16,4,12,367,10,3,5,0,1,0,1,1,1,1,2,1136,1,75,1212,1701
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,58,2,2,23,15,7,565,6,5,6,111,4,1,4,1,0,0,0,1,1,4,1,755,0,43,798,1011
2,24,SAN LUIS POTOSI,12,CARDENAS,3,AQUISMON,59,2,2,140,55,18,219,12,7,24,272,64,13,7,2,0,0,0,0,0,2,0,835,0,55,890,1199
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,60,1,1,33,104,4,118,2,6,19,1,1,0,9,2,0,0,1,0,0,0,0,300,0,16,316,447
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,63,1,1,4,68,0,83,3,0,1,13,3,1,0,1,0,0,0,0,0,0,0,177,0,7,184,269
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,2,2,9,268,0,151,3,2,4,110,2,1,1,4,3,0,1,1,1,2,1,564,0,18,582,867
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,65,1,1,37,126,1,100,2,0,2,23,2,0,2,11,5,0,0,0,0,0,0,311,0,26,337,387
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,68,1,1,82,155,5,140,2,1,10,35,2,0,0,1,6,1,0,1,0,3,0,444,1,22,467,682
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,69,1,1,1,52,2,109,2,0,6,24,1,1,1,1,1,0,0,1,0,0,0,202,0,17,219,261
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,70,1,1,26,0,1,179,1,0,4,99,4,0,4,20,2,0,2,0,0,2,0,344,1,27,372,509
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,71,1,1,4,39,5,47,0,0,5,14,3,0,0,4,0,0,0,1,0,0,0,122,0,11,133,203
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,72,1,1,23,77,4,40,2,0,4,16,0,5,1,3,1,0,0,0,0,1,0,177,0,6,183,222
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,77,1,1,12,45,3,0,5,3,0,12,3,0,0,6,1,0,0,2,0,2,0,94,1,7,102,305
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,78,2,2,10,5,0,162,172,43,3,103,3,2,0,2,0,0,0,0,1,0,0,506,1,42,549,899
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,79,3,3,38,18,8,246,331,182,9,311,19,10,8,6,0,1,0,2,6,2,9,1206,0,125,1331,2223
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,80,2,2,27,11,5,144,161,161,12,165,13,12,4,1,0,0,0,4,0,3,10,733,0,61,794,1267
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,81,2,2,35,14,1,118,118,68,12,122,6,6,2,3,0,0,0,2,3,0,1,511,0,28,539,894
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,82,1,1,13,3,1,48,41,47,8,66,4,3,0,3,1,0,0,2,0,3,3,246,0,9,255,410
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,83,1,1,45,22,1,62,40,72,14,109,3,7,3,3,0,0,0,3,0,2,0,386,1,28,415,650
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,84,2,2,33,13,1,139,112,114,8,165,11,4,3,0,2,0,0,5,2,0,4,616,1,39,656,1003
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,85,2,2,25,18,2,213,150,131,11,208,20,5,6,1,0,0,0,3,2,4,2,801,1,68,870,1321
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,86,2,2,38,15,3,80,81,105,12,156,22,14,5,1,1,0,0,4,1,0,1,539,0,37,576,955
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,87,1,1,39,7,1,57,35,86,6,71,4,4,1,1,0,0,0,1,0,0,0,313,0,16,329,477
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,88,1,1,26,9,4,74,77,46,4,106,6,7,2,1,0,0,0,2,0,0,1,365,0,32,397,712
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,89,1,1,28,17,3,78,63,74,10,43,6,5,1,0,0,0,0,0,0,0,0,328,0,32,360,520
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,90,2,2,38,29,5,141,90,116,8,163,5,6,2,1,0,0,0,2,1,2,1,610,1,40,651,1044
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,91,1,1,4,6,1,37,77,18,5,72,0,6,1,0,0,0,0,1,1,1,4,234,0,13,247,444
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,92,1,1,5,3,1,31,34,0,1,31,0,0,0,0,1,0,0,0,3,0,2,112,0,15,127,225
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,93,1,1,4,1,3,76,83,22,5,72,1,2,0,0,1,0,0,1,1,1,5,278,0,16,294,596
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,94,1,1,7,4,1,22,37,9,1,25,1,0,0,0,0,0,0,0,2,0,1,110,0,11,121,243
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,95,2,2,1,2,0,34,75,18,6,79,0,5,2,0,0,0,0,7,1,0,1,231,0,19,250,502
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,96,1,1,6,4,3,34,52,3,5,83,0,3,1,0,0,0,0,0,1,2,0,197,0,16,213,396
2,24,SAN LUIS POTOSI,12,CARDENAS,5,CARDENAS,97,1,1,5,2,1,21,18,2,2,51,1,4,2,0,0,0,0,2,1,0,1,113,0,10,123,178
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,98,2,2,45,63,10,458,54,58,36,145,146,10,18,8,1,1,0,18,3,5,2,1081,0,80,1161,1404
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,99,1,1,9,4,2,31,3,28,1,6,10,1,0,0,1,0,0,0,0,0,0,96,0,10,106,140
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,101,1,1,9,6,2,44,6,25,1,33,38,3,0,0,0,0,0,0,0,0,0,167,0,9,176,242
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,102,1,1,6,25,1,50,5,45,1,20,50,2,5,0,0,0,0,1,3,1,1,216,0,0,216,274
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,103,1,1,8,8,2,81,6,90,2,21,40,0,12,0,0,0,0,0,0,0,0,270,0,11,281,339
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,105,1,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,289
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,106,2,2,31,72,4,203,22,140,19,124,167,12,6,2,1,0,0,6,2,0,1,812,1,61,874,1147
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,107,1,1,6,7,1,27,4,16,2,22,40,0,4,0,0,0,0,2,0,0,0,131,0,10,141,193
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,108,1,1,10,34,2,158,18,18,6,38,112,2,3,0,0,0,0,6,2,2,4,415,0,34,449,579
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,110,1,1,2,8,0,90,9,32,7,57,82,3,6,2,2,0,0,3,1,1,0,305,0,28,333,285
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,111,1,1,3,5,2,55,3,79,1,33,37,0,0,1,1,0,1,0,0,2,0,223,0,29,252,302
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,112,1,1,2,8,0,90,9,32,7,57,82,3,6,2,2,0,0,3,1,1,0,305,0,28,333,465
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,113,1,1,14,17,3,68,5,13,6,35,53,3,3,1,1,0,0,1,0,1,0,224,0,25,249,347
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,114,1,1,12,20,8,19,2,5,1,7,35,0,0,1,0,0,0,1,0,0,1,112,0,11,123,164
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,115,1,1,15,76,8,41,7,10,5,12,54,2,2,6,0,0,0,2,0,1,0,241,0,16,257,348
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,116,1,1,3,14,3,64,4,50,2,26,20,2,3,0,0,0,0,2,0,3,0,196,0,25,221,291
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,117,1,1,2,7,1,26,1,64,3,20,26,2,0,0,0,0,0,0,0,0,0,152,0,16,168,223
2,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,118,1,1,13,20,0,108,4,62,3,17,63,0,4,1,0,0,0,1,1,1,0,298,0,40,338,429
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,119,4,4,57,64,15,478,27,53,146,354,229,14,27,1,2,0,0,15,4,6,2,1494,1,71,1566,2749
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,120,4,4,55,66,8,583,32,46,139,273,221,15,23,1,1,1,0,11,5,3,0,1483,0,111,1594,2385
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,121,3,3,65,63,6,414,34,51,92,253,233,8,22,6,3,2,0,10,3,4,2,1271,4,61,1336,2059
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,122,4,4,74,114,10,592,30,50,153,467,278,19,27,10,4,0,1,15,5,13,1,1863,1,94,1958,2788
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,123,1,1,6,6,0,46,1,0,7,33,1,0,3,1,0,0,0,1,0,0,0,105,0,3,108,157
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,124,1,1,5,26,4,77,2,0,13,31,4,0,2,2,0,0,2,0,1,4,0,173,0,14,187,263
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,125,2,2,3,14,1,117,4,3,8,92,3,0,0,0,0,0,0,2,0,0,0,247,0,17,264,365
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,126,1,1,9,18,5,96,3,2,37,105,5,6,2,3,2,0,0,0,0,3,1,297,0,11,308,432
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,127,1,1,9,13,1,113,0,0,10,34,4,1,0,2,0,0,0,0,0,0,0,187,0,16,203,309
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,128,1,1,17,20,4,79,5,4,21,80,5,1,7,1,0,0,0,1,0,0,1,246,0,22,268,387
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,129,1,1,10,5,2,33,0,2,2,20,4,0,3,1,0,0,0,0,0,0,0,82,0,7,89,114
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,130,1,1,5,11,0,83,4,2,10,39,5,2,1,1,0,0,0,0,0,1,0,164,0,10,174,246
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,131,2,2,14,43,9,366,9,4,93,247,27,4,6,0,1,1,0,2,3,2,0,831,0,28,859,1350
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,132,1,1,2,6,3,60,2,1,5,27,2,2,2,2,0,0,0,1,1,1,1,118,0,15,133,177
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,133,1,1,14,13,4,93,8,3,20,51,5,1,1,0,1,1,0,2,0,1,0,218,0,16,234,334
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,134,1,1,8,11,4,126,8,5,20,83,10,3,5,1,0,0,0,1,0,1,0,286,0,7,293,387
2,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,135,1,1,9,13,6,288,4,3,53,157,5,1,9,0,0,0,0,2,0,0,2,552,0,31,583,733
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,136,2,2,114,38,5,348,9,3,23,62,10,0,7,13,2,0,0,16,9,9,2,670,0,43,713,1267
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,137,2,2,152,54,14,272,6,6,13,89,18,4,5,20,3,0,0,23,7,5,0,691,0,18,709,1106
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,138,1,1,97,53,6,156,7,2,9,38,8,1,4,3,2,1,0,4,2,5,1,399,0,18,417,677
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,139,3,3,272,93,10,495,10,8,20,88,12,4,28,22,13,0,0,29,5,12,0,1121,0,54,1175,1934
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,140,2,2,150,79,1,196,11,9,22,63,12,1,10,16,2,1,0,17,3,5,2,600,0,34,634,1278
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,141,3,3,205,94,6,419,9,7,30,98,13,7,8,17,4,0,0,28,5,13,0,963,0,61,1024,1705
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,142,2,2,161,61,5,305,14,9,15,68,22,4,5,12,2,0,0,15,5,4,2,709,0,28,737,1230
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,143,3,3,243,129,5,438,17,5,16,108,15,3,14,18,3,0,0,31,4,9,0,1058,1,46,1105,1798
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,144,3,3,221,90,11,461,16,17,32,107,28,6,15,22,2,0,0,11,17,2,0,1058,0,72,1130,1851
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,145,1,1,3,9,0,58,1,2,0,14,0,1,1,4,2,0,0,2,1,0,0,98,0,5,103,177
2,24,SAN LUIS POTOSI,11,RIOVERDE,8,CERRITOS,147,1,1,23,29,0,135,2,0,4,17,2,1,2,3,0,0,0,4,2,3,0,227,0,22,249,468
