CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CAD_IND1,CAD_IND2,CAD_IND3,CAD_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,0,VOTO ANTICIPADO,51,VILLA DE REYES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1638,3,3,117,176,129,379,13,0,28,35,0,0,9,76,9,6,38,43,11,2,1,0,0,0,0,1072,0,32,1104,1698
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1639,3,3,154,207,157,365,11,0,28,47,0,0,9,80,14,5,4,34,8,10,2,0,0,0,0,1135,4,29,1168,1668
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1640,2,2,98,144,144,277,7,0,30,41,0,0,4,51,7,2,6,23,9,3,0,0,0,0,0,846,0,24,870,1271
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1641,2,2,87,95,104,347,5,0,22,37,0,0,5,37,4,2,3,38,12,4,1,0,0,0,0,803,0,21,824,1197
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1642,4,4,245,324,246,582,15,0,27,71,0,0,22,113,8,6,2,53,8,9,0,0,0,0,0,1731,0,49,1780,2605
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1643,2,2,97,179,174,316,12,0,22,23,0,0,11,59,9,5,0,43,6,10,0,0,0,0,0,966,0,20,986,1477
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1644,1,1,10,25,9,177,2,0,2,10,0,0,6,10,0,1,2,8,2,3,0,0,0,0,0,267,0,4,271,397
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1645,4,4,152,332,97,756,20,0,18,86,0,0,11,98,17,7,3,98,20,16,2,0,0,0,0,1733,0,51,1784,2750
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1646,3,3,107,143,75,636,17,0,21,37,0,0,11,36,15,2,1,38,11,13,1,0,0,0,0,1164,0,45,1209,2091
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1647,2,2,93,94,44,382,9,0,6,27,0,0,9,34,2,1,0,43,14,4,1,0,0,0,0,763,1,14,778,1295
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1648,2,2,49,55,43,496,7,0,8,28,0,0,5,18,3,4,0,36,7,14,1,0,0,0,0,774,0,28,802,1238
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1649,1,1,17,47,17,208,4,0,1,13,0,0,2,6,0,1,1,12,14,3,1,0,0,0,0,347,0,23,370,646
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1650,1,1,7,21,3,63,0,0,4,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,109,0,5,114,186
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1651,1,1,28,24,34,165,2,0,15,23,0,0,8,23,6,2,1,11,5,3,0,0,0,0,0,350,0,10,360,643
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1652,3,3,109,124,125,549,8,0,15,30,0,0,3,60,10,3,1,38,22,8,3,0,0,0,0,1108,0,30,1138,1755
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1653,4,4,184,219,181,808,15,0,17,60,0,0,7,101,7,10,2,96,16,21,3,0,0,0,0,1747,1,47,1795,2764
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1654,1,1,24,34,45,254,5,0,5,18,0,0,1,10,2,0,3,18,4,8,0,0,0,0,0,431,0,26,457,625
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1655,3,3,70,145,93,687,25,0,7,15,0,0,4,35,8,5,2,61,19,13,1,0,0,0,0,1190,0,39,1229,1768
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1656,2,2,63,67,56,578,9,0,11,36,0,0,17,27,8,3,1,46,14,10,1,0,0,0,0,947,0,29,976,1413
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1657,1,1,14,58,15,369,7,0,9,9,0,0,3,12,0,0,0,27,7,6,0,0,0,0,0,536,0,13,549,720
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1658,3,3,166,199,97,549,10,0,5,43,0,0,9,42,13,3,1,41,11,6,1,0,0,0,0,1196,0,30,1226,1747
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1659,3,3,57,80,49,628,11,0,7,18,0,0,6,40,4,2,0,53,15,14,0,0,0,0,0,984,0,75,1059,1739
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1660,2,2,62,98,38,344,3,0,8,13,0,0,6,33,4,1,1,24,11,3,0,0,0,0,0,649,0,16,665,901
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1661,2,2,59,76,64,362,12,0,9,46,0,0,11,20,16,2,1,38,11,8,0,0,0,0,0,735,1,9,745,1026
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1662,1,1,21,7,17,208,8,0,2,8,0,0,6,7,2,0,0,15,3,2,1,0,0,0,0,307,0,5,312,395
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1663,1,1,22,37,20,236,2,0,0,13,0,0,3,12,2,1,0,21,3,3,0,0,0,0,0,375,0,5,380,527
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1664,1,1,25,36,8,126,4,0,7,6,0,0,1,7,3,1,0,15,2,4,0,0,0,0,0,245,0,8,253,318
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1665,2,2,29,47,39,400,7,0,7,33,0,0,3,31,4,5,2,38,8,10,0,0,0,0,0,663,28,12,703,986
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1666,3,3,94,133,72,594,14,0,10,56,0,0,15,35,8,4,0,40,10,8,0,0,0,0,0,1093,0,13,1106,1612
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1667,2,2,76,156,68,400,4,0,5,33,0,0,5,58,10,2,3,46,10,9,2,0,0,0,0,887,0,21,908,1348
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1668,4,4,109,301,262,859,13,0,18,83,0,0,6,87,12,9,7,49,9,9,1,0,0,0,0,1834,1,76,1911,2672
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,51,VILLA DE REYES,1669,1,1,18,37,18,232,2,0,2,7,0,0,1,10,2,2,1,11,7,2,1,0,0,0,0,353,0,10,363,519
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1670,2,2,152,49,0,215,15,0,23,23,96,214,0,0,0,0,0,21,5,5,2,0,0,0,0,820,0,28,848,1315
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1671,2,2,132,47,0,195,14,0,4,20,67,154,0,0,0,0,0,10,5,6,0,0,0,0,0,654,0,26,680,1014
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1672,2,2,87,10,0,220,14,0,2,26,51,174,0,0,0,0,0,10,0,0,2,0,0,0,0,596,0,9,605,939
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1673,2,2,16,52,0,144,5,0,3,17,103,57,0,0,0,0,0,2,1,2,0,0,0,0,0,402,0,38,440,634
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1674,2,2,40,65,0,256,1,0,7,14,12,188,0,0,0,0,0,10,6,2,0,0,0,0,0,601,0,37,638,847
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1675,1,1,19,52,0,194,6,0,3,16,10,98,0,0,0,0,0,3,0,1,1,0,0,0,0,403,0,14,417,678
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1676,1,1,53,38,0,94,5,0,7,18,3,43,0,0,0,0,0,4,1,5,0,0,0,0,0,271,3,24,298,546
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1677,2,2,53,26,0,144,6,0,38,8,40,145,0,0,0,0,0,5,3,3,0,0,0,0,0,471,0,22,493,837
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1678,1,1,8,6,0,22,0,0,0,14,8,38,0,0,0,0,0,3,1,1,1,0,0,0,0,102,0,4,106,150
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1679,1,1,27,38,0,36,3,0,3,15,43,70,0,0,0,0,0,4,1,1,0,0,0,0,0,241,0,23,264,461
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1680,2,2,59,44,0,252,4,0,8,27,62,124,0,0,0,0,0,13,3,7,0,0,0,0,0,603,0,28,631,1047
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1681,1,1,15,14,0,29,1,0,2,5,15,93,0,0,0,0,0,1,0,0,0,0,0,0,0,175,1,8,184,279
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1682,1,1,65,17,0,34,2,0,4,11,13,33,0,0,0,0,0,2,1,1,0,0,0,0,0,183,1,8,192,272
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1683,1,1,201,26,0,60,2,0,7,4,21,110,0,0,0,0,0,5,0,1,0,0,0,0,0,437,0,25,462,622
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1684,1,1,32,13,0,109,7,0,2,7,21,33,0,0,0,0,0,2,1,4,0,0,0,0,0,231,0,13,244,342
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1685,3,3,177,124,0,253,11,0,15,33,66,311,0,0,0,0,0,10,7,5,1,0,0,0,0,1013,0,56,1069,1651
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1686,1,1,29,52,0,82,9,0,3,9,50,70,0,0,0,0,0,0,5,0,0,0,0,0,0,309,0,13,322,479
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1687,1,1,79,24,0,51,3,0,1,7,10,62,0,0,0,0,0,0,0,0,1,0,0,0,0,238,0,14,252,420
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,52,VILLA HIDALGO,1688,1,1,38,13,0,31,3,0,2,9,8,36,0,0,0,0,0,6,2,1,1,0,0,0,0,150,0,7,157,256
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1773,5,5,75,82,0,565,216,129,934,24,0,68,28,0,0,0,0,54,53,12,4,0,0,0,0,2244,7,80,2331,3638
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1774,3,3,53,89,0,379,67,97,406,22,0,20,12,0,0,0,0,36,29,6,4,0,0,0,0,1220,20,54,1294,1912
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1775,3,3,72,82,0,388,40,90,449,21,0,7,35,0,0,0,0,35,11,5,0,0,0,0,0,1235,41,31,1307,1796
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1777,1,1,4,7,0,49,1,3,17,7,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,99,0,3,102,164
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1778,1,1,11,11,0,179,9,35,114,14,0,2,1,0,0,0,0,29,8,2,1,0,0,0,0,416,4,17,437,737
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1779,2,2,42,36,0,233,15,15,142,36,0,2,1,0,0,0,0,10,8,11,0,0,0,0,0,551,0,24,575,1131
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1780,1,1,3,9,0,45,7,1,61,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,142,0,12,154,257
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1781,1,1,23,9,0,98,9,5,187,14,0,0,0,0,0,0,0,14,4,10,0,0,0,0,0,373,0,21,394,691
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1782,1,1,2,14,0,74,9,4,50,5,0,0,1,0,0,0,0,11,3,3,0,0,0,0,0,176,0,7,183,262
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1783,1,1,3,15,0,111,22,9,182,7,0,1,0,0,0,0,0,9,5,0,0,0,0,0,0,364,0,14,378,623
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1784,1,1,5,17,0,168,20,7,68,14,0,0,3,0,0,0,0,19,15,0,0,0,0,0,0,336,0,12,348,545
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1785,1,1,15,29,0,122,12,11,71,20,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,302,0,26,328,502
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1786,1,1,11,19,0,29,3,4,19,4,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,94,0,8,102,191
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1787,3,3,24,210,0,468,19,19,517,26,0,1,31,0,0,0,0,55,26,13,2,0,0,0,0,1411,0,34,1445,2174
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1788,1,1,14,11,0,39,4,21,62,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,156,0,3,159,279
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1790,1,1,10,21,0,77,7,15,39,12,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,189,0,15,204,343
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1791,1,1,9,14,0,39,3,6,15,8,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0,103,1,4,108,178
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1792,1,1,1,23,0,92,4,5,154,4,0,1,6,0,0,0,0,6,6,0,0,0,0,0,0,302,0,13,315,492
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1793,1,1,12,10,0,122,6,13,254,11,0,2,6,0,0,0,0,8,2,1,3,0,0,0,0,450,0,15,465,655
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1794,1,1,6,5,0,37,4,3,65,4,0,0,8,0,0,0,0,8,6,1,0,0,0,0,0,147,0,13,160,226
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1795,1,1,26,23,0,138,10,4,99,9,0,7,3,0,0,0,0,14,10,3,0,0,0,0,0,346,0,7,353,504
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1884,2,2,29,40,0,300,39,49,301,21,0,16,31,0,0,0,0,21,21,4,1,0,0,0,0,873,16,29,918,1339
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,56,ZARAGOZA,1885,3,3,11,38,0,540,34,29,453,14,0,3,144,0,0,0,0,38,37,32,0,0,0,0,0,1373,2,40,1415,2082
2,24,SAN LUIS POTOSI,0,VOTO ANTICIPADO,28,SAN LUIS POTOSI,0,0,4,12,6,0,3,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,29
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,773,14,14,1217,612,160,1345,149,58,425,943,177,0,76,239,32,12,4,157,22,31,12,0,0,0,0,5671,6,148,5825,10377
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,774,14,14,780,435,114,1059,85,65,315,744,87,0,71,131,49,3,23,138,30,66,13,0,0,0,0,4208,11,126,4345,10398
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,776,13,13,529,226,64,1185,52,61,287,631,94,0,49,85,14,2,4,105,15,39,9,0,0,0,0,3451,2,113,3566,8619
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,777,2,2,169,76,21,188,5,13,71,107,29,0,7,33,3,2,0,9,18,10,3,0,0,0,0,764,0,28,792,1348
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,778,4,4,334,181,45,476,36,16,97,252,46,0,30,58,10,6,1,48,21,13,3,0,0,0,0,1673,0,53,1726,2979
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,779,9,9,705,368,85,803,47,26,196,446,87,0,31,95,18,3,1,94,16,29,16,0,0,0,0,3066,4,99,3169,6211
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,780,4,4,204,124,34,370,21,12,99,219,43,0,12,59,7,1,0,54,8,19,1,0,0,0,0,1287,0,26,1313,2573
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,781,7,7,299,175,33,670,51,21,143,441,44,0,25,53,15,0,0,77,127,13,4,0,0,0,0,2191,24,79,2294,4983
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,782,4,4,145,67,24,468,17,31,102,171,24,0,21,120,2,0,8,11,3,4,0,0,0,0,0,1218,3,45,1266,2751
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,783,5,5,306,165,29,588,25,21,139,290,49,0,16,35,4,2,0,44,3,12,3,0,0,0,0,1731,1,67,1799,3489
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,784,3,3,141,63,24,226,18,10,43,133,19,0,15,38,5,0,2,33,4,18,5,0,0,0,0,797,0,29,826,1664
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,785,3,3,182,80,13,237,17,4,61,161,14,0,7,30,3,0,0,17,5,25,0,0,0,0,0,856,0,33,889,1690
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,786,5,5,795,343,69,373,25,24,138,228,60,0,22,131,18,0,0,46,1,18,9,0,0,0,0,2300,2,63,2365,3571
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,788,2,2,194,107,20,133,5,4,39,78,20,0,4,25,9,0,1,12,3,2,2,0,0,0,0,658,0,15,673,969
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,789,3,3,234,112,32,232,13,13,57,133,26,0,13,54,4,2,0,21,3,6,1,0,0,0,0,956,0,38,994,1682
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,790,3,3,290,164,36,268,19,9,68,227,30,0,9,50,13,0,2,37,5,16,0,0,0,0,0,1243,1,39,1283,2242
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,791,4,4,197,89,158,347,26,81,190,129,19,0,28,14,3,1,26,26,13,7,0,0,0,0,0,1354,16,29,1399,2996
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,792,5,5,381,257,153,637,24,28,136,315,41,0,23,72,13,7,0,61,13,13,6,0,0,0,0,2180,3,54,2237,3721
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,808,4,4,220,124,41,263,15,15,100,154,33,0,21,78,10,106,60,32,8,152,0,0,0,0,0,1432,1,50,1483,2323
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,809,3,3,209,121,21,217,23,7,52,138,16,0,13,35,11,1,4,34,5,18,3,0,0,0,0,928,0,17,945,1589
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,821,7,7,645,265,70,667,45,30,168,398,65,0,17,112,15,0,1,69,9,24,3,0,0,0,0,2603,3,92,2698,3325
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1076,1,1,75,23,14,126,3,7,22,66,7,0,3,2,1,0,0,8,1,1,3,0,0,0,0,362,1,19,382,551
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1077,1,1,63,37,15,128,4,5,18,42,9,0,2,13,2,0,0,6,4,6,0,0,0,0,0,354,0,10,364,666
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1078,1,1,72,34,13,131,2,2,18,50,6,0,3,12,4,0,0,6,2,2,0,0,0,0,0,357,0,11,368,229
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1079,1,1,128,45,4,90,6,3,24,49,5,0,6,11,3,0,0,7,0,4,0,0,0,0,0,385,0,14,399,458
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1080,1,1,136,67,9,94,6,1,18,40,8,0,3,18,0,0,0,0,0,4,1,0,0,0,0,405,1,8,414,181
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1081,1,1,64,33,2,77,4,2,19,33,6,0,4,15,1,0,0,6,0,8,0,0,0,0,0,274,1,7,282,270
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1082,1,1,61,28,3,51,7,1,18,26,2,0,5,13,0,0,0,9,0,1,0,0,0,0,0,225,0,10,235,302
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1083,1,1,117,60,10,72,5,8,19,57,6,0,7,17,8,0,0,6,1,0,0,0,0,0,0,393,0,11,404,136
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1084,1,1,114,54,11,68,3,2,28,64,11,0,5,18,5,0,0,7,2,2,0,0,0,0,0,394,3,16,413,221
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1085,1,1,146,69,8,100,6,7,29,53,14,0,9,29,2,0,0,7,1,2,0,0,0,0,0,482,1,11,494,298
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1086,2,2,246,113,15,126,11,10,34,84,13,0,6,36,6,1,0,7,2,10,0,0,0,0,0,720,1,19,740,1026
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1087,1,1,124,48,12,73,4,2,16,61,10,0,5,17,3,0,0,7,1,3,1,0,0,0,0,387,2,10,399,308
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1088,1,1,206,71,9,34,3,6,29,44,7,0,0,20,5,0,0,8,4,1,0,0,0,0,0,447,0,4,451,720
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1089,1,1,186,60,10,50,5,3,28,57,9,0,6,22,2,1,0,3,0,1,1,0,0,0,0,444,1,6,451,349
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1090,1,1,193,60,12,49,4,2,22,49,7,0,4,20,6,0,0,5,1,2,0,0,0,0,0,436,0,11,447,504
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1091,1,1,190,72,13,52,3,1,19,44,6,0,4,34,6,0,0,5,0,3,0,0,0,0,0,452,0,3,455,224
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1092,1,1,153,73,19,79,4,4,23,53,13,0,7,28,4,0,2,11,0,4,0,0,0,0,0,477,2,12,491,717
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1093,1,1,139,62,11,95,8,4,19,45,7,0,5,19,4,0,0,13,1,3,2,0,0,0,0,437,0,14,451,708
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1095,1,1,134,67,9,82,6,1,18,40,8,0,3,18,4,1,0,9,1,4,1,0,0,0,0,406,0,9,415,138
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1096,1,1,126,61,9,82,6,3,18,48,10,0,8,25,5,0,0,11,1,3,1,0,0,0,0,417,0,10,427,665
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1097,1,1,138,62,12,94,9,3,23,56,9,0,3,17,3,0,0,4,0,0,0,0,0,0,0,433,0,2,435,646
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1098,1,1,147,62,6,60,4,5,20,49,4,0,7,15,3,1,0,7,2,2,0,0,0,0,0,394,2,8,404,160
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1099,1,1,108,43,11,94,6,6,19,53,10,0,5,10,1,0,0,8,5,6,0,0,0,0,0,385,0,15,400,132
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1100,2,2,287,105,26,179,15,8,41,88,18,0,7,51,7,1,0,31,0,4,1,0,0,0,0,869,1,25,895,1249
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1101,2,2,241,111,25,172,15,10,54,101,21,0,11,44,11,0,1,14,2,8,0,0,0,0,0,841,0,21,862,1213
2,24,SAN LUIS POTOSI,4,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1102,1,1,117,67,11,95,4,9,20,22,11,0,4,26,4,1,0,13,2,3,0,0,0,0,0,409,1,14,424,315
