CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CAD_IND1,CAD_IND2,CAD_IND3,CAD_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,24,SAN LUIS POTOSI,2,SALINAS,50,VILLA DE RAMOS,1634,B,1,0,B,0,0,16,0,90,59,0,41,7,1,0,0,0,0,0,0,27,13,1,3,0,0,0,0,258,0,6,264,492,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,50,VILLA DE RAMOS,1635,B,1,0,B,0,0,46,0,84,19,0,15,5,0,0,0,0,0,0,0,18,7,1,1,0,0,0,0,196,0,8,204,382,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,2,SALINAS,50,VILLA DE RAMOS,1637,B,1,0,B,0,0,20,0,56,15,0,55,5,1,0,0,0,0,0,0,13,4,1,0,0,0,0,0,170,0,1,171,260,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,60,B,1,0,B,0,18,106,0,141,0,0,12,9,0,0,0,16,6,0,1,0,0,0,0,0,0,0,0,309,0,8,317,447,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,63,B,1,0,B,0,5,71,0,77,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,174,0,9,183,269,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,B,1,0,B,0,3,141,0,143,0,0,0,70,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,363,0,7,370,434,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,C,1,0,C01,0,0,139,0,151,0,0,0,61,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,360,0,3,363,433,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,65,B,1,0,B,0,35,130,2,104,0,0,0,25,0,0,2,16,2,0,0,0,0,0,0,0,0,0,0,316,0,12,328,387,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,68,B,1,0,B,0,49,161,5,205,0,0,4,23,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,472,0,21,493,682,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,69,B,1,0,B,0,2,54,0,131,0,0,2,18,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,213,0,6,219,261,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,70,B,1,0,B,0,24,83,0,189,0,0,0,59,0,0,3,31,7,0,0,0,0,0,0,0,0,0,0,396,0,15,411,509,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,71,B,1,0,B,0,7,48,1,48,0,0,1,10,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,127,0,6,133,203,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,72,B,1,0,B,0,19,87,3,49,0,0,2,11,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,179,0,4,183,222,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,77,B,1,0,B,0,7,51,2,132,0,0,0,16,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,221,0,11,232,305,ACTA LEVANTADA EN CONSEJO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,165,B,1,0,B,0,8,234,0,37,1,0,1,11,0,0,0,0,0,0,0,9,1,5,0,0,0,0,0,307,0,6,313,364,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,167,B,1,0,B,0,8,108,0,78,3,0,1,10,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,221,0,6,227,281,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,169,B,1,0,B,0,4,83,0,47,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,141,0,3,144,180,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,170,B,1,0,B,0,10,117,0,32,3,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,167,0,2,169,181,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,B,1,0,B,0,56,189,0,214,14,0,2,20,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,507,0,5,512,586,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,C,1,0,C01,0,52,237,0,148,19,0,1,21,0,0,0,0,0,0,0,8,5,1,0,0,0,0,0,492,0,10,502,586,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,C,2,0,C02,0,66,205,0,171,24,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,487,0,4,491,586,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,E,1,0,E01,0,65,271,0,84,14,0,7,41,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,493,0,12,505,668,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,171,E,1,1,E01C01,0,78,293,0,90,12,0,6,26,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,515,0,15,530,668,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,172,B,1,0,B,0,133,144,0,54,7,0,11,39,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,400,0,12,412,521,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,9,CERRO DE SAN PEDRO,172,C,1,0,C01,0,87,174,0,88,5,0,12,30,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,406,3,16,425,521,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,437,B,1,0,B,0,20,76,3,184,2,5,0,16,0,0,0,12,3,0,0,9,3,6,0,0,0,0,0,339,0,15,354,552,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,438,B,1,0,B,0,5,26,2,80,4,3,2,8,0,0,0,5,2,0,0,3,0,3,0,0,0,0,0,143,0,5,148,219,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,439,B,1,0,B,0,17,62,1,120,0,5,1,14,6,0,0,19,2,0,0,8,1,0,1,0,0,0,0,257,0,17,274,432,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,439,E,1,0,E01,0,3,16,1,26,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52,0,1,53,89,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,440,B,1,0,B,0,5,62,1,181,5,1,0,3,0,0,0,6,2,0,1,7,3,4,0,0,0,0,0,281,0,20,301,474,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,441,B,1,0,B,0,9,100,2,202,3,0,0,7,0,1,0,16,4,1,1,8,2,3,0,0,0,0,0,359,0,12,371,612,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,441,C,1,0,C01,0,11,82,0,222,4,2,0,2,3,0,0,11,5,2,3,3,11,4,0,0,0,0,0,365,0,19,384,611,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,442,B,1,0,B,0,4,62,1,85,0,0,0,2,0,0,0,5,0,0,0,3,2,3,0,0,0,0,0,167,0,5,172,248,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,443,B,1,0,B,0,8,91,0,151,1,0,0,10,0,1,0,18,0,0,0,4,0,1,1,0,0,0,0,286,0,7,293,474,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,443,C,1,0,C01,0,9,59,1,196,1,2,1,15,0,0,0,12,1,0,1,5,1,6,0,0,0,0,0,310,0,14,324,473,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,444,B,1,0,B,0,3,41,0,65,0,0,1,2,0,0,0,2,5,0,0,1,0,3,0,0,0,0,0,123,0,1,124,155,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,445,B,1,0,B,0,51,0,0,215,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,9,280,482,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,446,B,1,0,B,0,20,58,5,127,0,2,0,5,3,0,0,12,0,0,0,9,0,0,0,0,0,0,0,241,0,8,249,439,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,446,C,1,0,C01,0,17,55,3,150,0,0,1,3,0,0,0,13,1,0,0,9,1,2,2,0,0,0,0,257,0,12,269,439,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,447,B,1,0,B,0,20,87,5,206,4,13,2,10,0,0,0,14,2,0,0,11,2,4,0,0,0,0,0,380,0,15,395,687,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,447,C,1,0,C01,0,11,110,1,168,2,16,0,13,2,1,0,19,8,0,0,19,0,0,0,0,0,0,0,370,0,0,370,687,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,447,C,2,0,C02,0,10,105,4,201,2,20,0,19,3,1,0,22,2,1,0,9,7,7,0,0,0,0,0,413,0,23,436,687,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,448,B,1,0,B,0,23,150,0,251,4,2,0,17,1,0,0,32,8,1,2,22,8,2,2,0,0,0,0,525,0,30,555,717,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,449,B,1,0,B,0,10,77,2,307,1,1,0,8,0,0,0,12,5,1,3,10,11,0,2,0,0,0,0,450,0,27,477,714,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,450,B,1,0,B,0,7,56,1,165,0,1,1,2,0,0,0,10,5,2,2,4,3,2,0,0,0,0,0,261,0,5,266,386,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,450,C,1,0,C01,0,12,76,0,146,1,1,0,7,0,0,0,12,1,1,1,5,4,1,0,0,0,0,0,268,0,8,276,386,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,451,B,1,0,B,0,14,83,6,174,2,3,0,21,0,0,0,11,0,0,0,13,1,3,0,0,0,0,0,331,0,18,349,557,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,451,C,1,0,C01,0,15,63,3,176,2,5,1,13,0,0,0,23,3,0,0,14,4,9,0,0,0,0,0,331,0,19,350,556,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,451,E,1,0,E01,0,18,91,5,159,1,2,1,7,3,0,0,28,5,0,0,13,2,5,0,0,0,0,0,340,0,24,364,568,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,451,E,1,1,E01C01,0,17,70,4,146,0,2,2,20,0,0,0,18,5,0,0,10,3,4,0,0,0,0,0,301,0,20,321,568,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,452,B,1,0,B,0,3,35,1,120,0,2,0,4,1,0,0,7,2,2,1,9,4,5,1,0,0,0,0,197,0,15,212,348,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,453,B,1,0,B,0,1,8,0,70,1,0,0,4,0,0,0,8,0,0,0,0,4,1,0,0,0,0,0,97,0,9,106,158,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,454,B,1,0,B,0,1,14,2,251,1,0,1,4,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,282,0,8,290,403,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,454,C,1,0,C01,0,1,16,0,258,2,0,0,2,0,0,0,1,0,0,0,6,3,1,0,0,0,0,0,290,0,10,300,402,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,455,B,1,0,B,0,7,12,0,40,0,0,1,5,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,72,0,3,75,113,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,457,B,1,0,B,0,23,62,3,214,2,0,0,4,0,0,0,20,2,0,0,9,0,4,1,0,0,0,0,344,0,5,349,482,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,458,B,1,0,B,0,27,24,2,177,0,0,0,7,1,0,0,7,0,0,0,14,0,0,0,0,0,0,0,259,0,4,263,393,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,458,C,1,0,C01,0,17,24,1,160,1,1,2,12,1,1,0,4,2,0,0,11,1,1,0,0,0,0,0,239,0,7,246,392,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,459,B,1,0,B,0,3,22,3,43,1,0,0,4,0,0,0,8,1,0,0,3,1,0,0,0,0,0,0,89,0,1,90,133,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,461,B,1,0,B,0,1,33,0,108,2,3,1,4,0,0,0,2,3,0,0,7,2,3,0,0,0,0,0,169,0,11,180,293,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,462,B,1,0,B,0,7,96,3,260,3,1,1,15,0,0,0,12,2,0,2,14,3,1,0,0,0,0,0,420,0,22,442,719,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,463,B,1,0,B,0,28,127,5,231,2,4,2,9,1,0,0,16,8,2,3,4,1,2,0,0,0,0,0,445,0,33,478,687,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,464,B,1,0,B,0,33,75,11,197,4,3,1,21,0,0,0,12,1,1,0,20,3,6,0,0,0,0,0,388,1,6,395,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,465,B,1,0,B,0,3,43,0,132,1,1,0,9,1,0,0,2,1,0,1,5,2,0,0,0,0,0,0,201,0,11,212,391,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,465,C,1,0,C01,0,2,36,3,108,0,3,1,13,4,0,0,1,5,0,1,6,1,1,0,0,0,0,0,185,0,17,202,391,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,466,B,1,0,B,0,14,96,2,181,1,1,0,2,0,1,0,20,0,0,0,9,0,0,0,0,0,0,0,327,0,15,342,527,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,466,C,1,0,C01,0,9,110,2,159,2,1,0,6,0,0,0,11,2,1,2,4,2,1,0,0,0,0,0,312,0,6,318,527,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,467,B,1,0,B,0,8,29,1,57,0,0,0,9,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,113,0,4,117,212,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,0,VOTO ANTICIPADO,30,SAN NICOLAS TOLENTINO,0,A,20,0,VA20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1148,B,1,0,B,0,4,198,0,173,2,0,0,73,0,0,0,0,0,0,0,15,4,14,1,0,0,0,0,484,0,8,492,744,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1149,B,1,0,B,0,1,46,0,29,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,85,0,3,88,149,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1150,B,1,0,B,0,0,62,0,12,1,0,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,89,0,2,91,193,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1151,B,1,0,B,0,1,61,0,82,1,0,6,77,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,248,0,8,256,355,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1152,B,1,0,B,0,1,124,0,87,1,0,10,19,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,264,0,12,276,450,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1153,B,1,0,B,0,2,120,0,125,8,0,5,49,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,327,1,8,336,533,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1155,B,1,0,B,0,4,160,0,35,0,0,1,17,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,223,0,11,234,368,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1156,B,1,0,B,0,0,130,0,22,1,0,0,20,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,176,0,2,178,285,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1158,B,1,0,B,0,1,76,0,97,1,0,10,22,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,211,0,5,216,365,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1159,B,1,0,B,0,4,169,0,174,2,0,6,55,0,0,0,0,0,0,0,7,1,6,1,0,0,0,0,425,0,11,436,691,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,30,SAN NICOLAS TOLENTINO,1159,C,1,0,C01,0,7,155,0,211,2,0,3,49,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0,438,0,8,446,691,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,0,VOTO ANTICIPADO,33,SANTA MARIA DEL RIO,0,A,21,0,VA21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1188,B,1,0,B,0,72,87,1,82,0,0,34,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,12,462,731,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1188,C,1,0,C01,0,58,84,4,80,0,0,25,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,17,452,730,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1188,C,2,0,C02,0,67,105,2,74,0,0,41,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,7,457,730,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1189,B,1,0,B,0,57,79,7,97,0,0,32,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,18,452,725,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1189,C,1,0,C01,0,57,121,4,76,0,0,35,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,9,449,725,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1190,B,1,0,B,0,61,66,0,120,0,0,25,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,8,420,708,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1190,C,1,0,C01,0,51,68,2,108,0,0,30,181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,9,450,708,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1191,B,1,0,B,0,52,63,10,112,0,0,18,138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,12,406,612,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1191,C,1,0,C01,0,69,55,10,78,0,0,24,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,7,406,612,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1191,C,2,0,C02,0,51,89,6,73,0,0,28,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,11,425,611,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1192,B,1,0,B,0,45,64,9,83,0,0,26,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,11,384,600,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1192,C,1,0,C01,0,26,79,12,77,0,0,29,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,2,392,600,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1192,C,2,0,C02,0,62,96,13,64,0,0,20,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,6,407,599,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1193,B,1,0,B,0,31,94,5,100,0,0,17,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,13,386,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1193,C,1,0,C01,0,43,78,6,108,0,0,21,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,11,409,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1193,C,2,0,C02,0,62,72,5,94,0,0,20,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,5,388,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1193,C,3,0,C03,0,41,102,2,123,0,0,20,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,4,394,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1193,C,4,0,C04,0,46,106,3,79,0,0,13,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,7,379,604,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1194,B,1,0,B,0,27,106,2,136,0,0,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,20,390,546,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1194,C,1,0,C01,0,11,65,1,113,0,0,46,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,8,340,545,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,33,SANTA MARIA DEL RIO,1194,C,2,0,C02,0,15,110,0,138,0,0,28,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,8,381,545,ACTA CASILLA,,,
