CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,887,B,1,0,B,0,124,14,0,6,5,12,131,0,6,5,1,3,4,311,0,4,315,534,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,887,C,1,0,C01,0,122,15,0,5,11,12,127,0,7,3,1,0,3,306,0,7,313,533,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,888,B,1,0,B,0,149,20,0,5,12,10,156,0,9,7,0,0,1,369,0,12,381,681,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,888,C,1,0,C01,0,144,23,3,5,7,14,163,0,9,9,0,1,4,382,0,17,399,681,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,B,1,0,B,0,124,20,0,8,8,14,166,0,17,10,0,1,3,371,0,14,385,709,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,C,1,0,C01,0,152,15,1,3,5,21,203,0,12,3,0,2,2,419,0,6,425,709,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,C,2,0,C02,0,140,20,1,5,6,19,167,0,13,9,1,1,2,384,0,8,392,709,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,C,3,0,C03,0,153,9,0,6,8,15,176,0,12,11,0,3,0,393,0,12,405,708,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,C,4,0,C04,0,155,19,0,8,10,17,176,0,9,2,0,3,1,400,0,7,407,708,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,C,5,0,C05,0,142,17,0,7,11,16,179,0,5,4,1,3,1,386,0,12,398,708,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,0,E01,0,133,20,0,1,14,11,196,0,6,11,0,3,2,397,1,4,402,712,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,1,E01C01,0,141,12,0,4,7,25,203,0,11,9,0,0,2,414,0,1,415,712,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,2,E01C02,0,156,16,2,6,11,18,198,0,11,3,0,2,1,424,0,16,440,712,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,3,E01C03,0,138,19,0,6,7,23,200,0,13,2,0,2,1,411,0,8,419,712,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,4,E01C04,0,131,13,0,3,7,18,188,0,9,7,0,1,0,377,0,7,384,711,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,5,E01C05,0,137,17,0,3,6,17,210,0,7,4,0,1,1,403,0,5,408,711,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,6,E01C06,0,144,10,0,6,12,17,228,0,11,2,0,0,0,430,2,14,446,711,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,889,E,1,7,E01C07,0,153,19,1,6,3,22,184,0,6,8,0,2,1,405,0,10,415,711,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,890,B,1,0,B,0,128,32,1,5,10,15,144,0,7,14,1,0,1,358,0,11,369,631,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,890,C,1,0,C01,0,148,21,0,4,16,12,153,0,7,7,1,0,3,372,0,7,379,631,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,890,C,2,0,C02,0,139,11,0,4,5,9,167,0,9,7,1,2,0,354,0,10,364,631,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,890,C,3,0,C03,0,140,23,1,9,12,12,144,0,14,5,0,2,0,362,0,13,375,630,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,B,1,0,B,0,143,18,0,5,9,10,176,0,14,5,0,2,2,384,0,2,386,686,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,1,0,C01,0,150,21,0,8,9,10,182,0,16,8,0,1,1,406,0,6,412,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,2,0,C02,0,153,15,0,8,11,18,171,0,13,7,0,1,1,398,0,4,402,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,3,0,C03,0,157,16,1,6,8,15,175,0,14,5,0,1,2,400,1,7,408,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,4,0,C04,0,149,26,1,5,12,18,190,0,11,11,0,5,1,429,0,7,436,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,5,0,C05,0,164,17,1,4,4,13,152,0,11,4,0,3,3,376,1,9,386,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,C,6,0,C06,0,163,22,0,6,13,15,151,0,11,11,2,2,3,399,0,7,406,685,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,SMR,1,0,SMR01,0,12,1,0,0,3,0,17,0,0,1,0,0,1,35,0,0,35,0,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,891,SRP,1,0,SRP01,0,45,5,0,3,8,5,69,0,0,0,0,0,0,135,1,2,138,0,COTEJO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,892,B,1,0,B,0,115,7,0,1,5,8,140,0,9,6,0,2,2,295,0,9,304,479,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,892,C,1,0,C01,0,97,15,1,4,6,11,130,0,9,3,1,0,0,277,0,11,288,478,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,893,B,1,0,B,0,94,12,0,4,8,9,122,0,5,6,0,0,0,260,0,2,262,406,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,893,C,1,0,C01,0,97,17,0,4,3,9,112,0,9,7,0,0,1,259,0,8,267,405,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,895,B,1,0,B,0,130,15,1,8,11,15,167,0,6,5,1,1,1,361,0,8,369,604,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,895,C,1,0,C01,0,141,23,1,3,6,16,168,0,7,8,0,0,0,373,1,14,388,603,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,895,C,2,0,C02,0,153,19,0,6,12,12,152,0,8,4,1,0,1,368,0,1,369,603,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2051,B,1,0,B,0,120,15,0,6,8,14,136,0,5,8,1,0,1,314,0,10,324,584,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2051,C,1,0,C01,0,122,14,0,7,8,18,152,0,3,3,0,1,1,329,0,8,337,584,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2051,C,2,0,C02,0,120,4,0,1,10,17,173,0,5,8,1,2,2,343,1,10,354,584,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2051,C,3,0,C03,0,124,15,2,3,4,14,156,0,12,7,0,0,0,337,0,7,344,584,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2052,B,1,0,B,0,108,12,0,8,8,16,238,0,8,6,0,2,3,409,0,4,413,667,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2053,B,1,0,B,0,148,12,0,2,7,15,181,0,12,10,1,1,4,393,0,7,400,691,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2053,C,1,0,C01,0,145,12,0,3,9,12,190,0,12,11,0,1,0,395,0,3,398,691,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2053,C,2,0,C02,0,162,12,1,7,7,11,189,0,5,10,0,1,0,405,0,7,412,691,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2053,C,3,0,C03,0,150,13,0,8,10,11,196,0,7,4,0,0,0,399,0,5,404,691,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2054,B,1,0,B,0,137,16,0,6,9,15,177,0,12,8,1,0,2,383,0,4,387,655,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2054,C,1,0,C01,0,154,21,0,4,10,16,152,0,4,9,0,0,1,371,0,0,371,654,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2054,C,2,0,C02,0,155,29,2,8,16,15,165,0,13,7,1,1,0,412,0,6,418,654,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2054,C,3,0,C03,0,137,21,0,5,15,16,149,0,6,6,0,0,3,358,0,10,368,654,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2055,B,1,0,B,0,125,16,1,8,10,20,188,0,9,2,0,0,1,380,0,8,388,657,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2055,C,1,0,C01,0,141,14,1,10,10,17,173,0,10,5,0,1,0,382,1,3,386,657,RECUENTO,,,
2,28,TAMAULIPAS,2,NUEVO LAREDO,27,NUEVO LAREDO,2055,C,2,0,C02,0,137,23,0,2,15,18,166,0,10,8,0,1,5,385,0,4,389,656,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,125,B,1,0,B,0,103,14,3,13,36,36,156,0,5,11,3,1,5,386,0,20,406,744,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,125,C,1,0,C01,0,83,14,4,9,34,44,162,0,6,15,2,2,3,378,1,14,393,744,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,125,C,2,0,C02,0,93,16,3,13,30,44,159,0,3,12,0,2,3,378,0,13,391,744,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,125,C,3,0,C03,0,80,16,2,22,35,43,150,0,10,6,2,0,4,370,0,12,382,743,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,126,B,1,0,B,0,74,10,3,12,42,14,105,0,3,5,1,0,2,271,0,14,285,472,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,126,C,1,0,C01,0,77,13,0,17,29,16,99,0,6,8,4,1,6,276,0,10,286,471,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,127,B,1,0,B,0,64,22,2,17,29,14,107,0,5,5,1,0,2,268,0,10,278,535,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,127,C,1,0,C01,0,85,24,4,16,15,25,141,0,0,0,0,0,0,310,0,13,323,534,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,128,B,1,0,B,0,90,20,0,6,30,24,144,0,3,10,2,1,2,332,0,10,342,587,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,128,C,1,0,C01,0,85,20,5,12,27,41,134,0,2,12,3,2,5,348,0,17,365,586,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,129,B,1,0,B,0,52,33,2,10,19,19,69,0,6,12,1,1,4,228,0,6,234,383,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,129,C,1,0,C01,0,45,16,1,7,16,23,82,0,4,9,0,1,8,212,0,9,221,382,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,130,B,1,0,B,0,68,20,2,11,21,20,115,0,9,14,1,0,4,285,0,5,290,486,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,131,B,1,0,B,0,80,15,2,10,34,17,139,0,6,6,0,2,5,316,0,11,327,591,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,131,C,1,0,C01,0,72,21,4,17,36,20,135,0,1,15,2,4,2,329,0,13,342,591,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,132,B,1,0,B,0,92,24,0,5,21,18,74,0,1,2,2,1,1,241,1,13,255,491,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,132,E,1,0,E01,0,28,11,1,2,11,22,42,0,1,3,1,0,2,124,0,4,128,271,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,133,B,1,0,B,0,64,17,4,11,24,45,133,0,2,8,0,1,2,311,0,13,324,588,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,134,B,1,0,B,0,85,50,0,12,22,41,95,0,6,7,3,8,3,332,0,16,348,548,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,135,B,1,0,B,0,46,14,2,11,26,14,69,0,2,4,3,0,0,191,0,7,198,299,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,136,B,1,0,B,0,39,9,2,7,18,25,103,0,7,0,0,0,4,214,0,4,218,320,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,137,B,1,0,B,0,48,15,3,5,11,20,79,0,4,6,3,3,1,198,0,9,207,389,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,137,C,1,0,C01,0,38,13,0,5,16,11,93,0,4,9,0,2,3,194,0,9,203,388,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,138,B,1,0,B,0,53,11,1,3,13,26,143,0,4,6,0,2,1,263,0,11,274,466,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,139,B,1,0,B,0,84,30,2,11,25,31,142,0,1,0,2,0,6,334,0,19,353,659,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,7,CAMARGO,139,C,1,0,C01,0,51,14,3,8,18,24,130,0,3,9,1,1,5,267,0,13,280,435,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,327,B,1,0,B,0,43,12,0,5,67,48,66,0,1,4,0,0,4,250,0,12,262,398,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,327,C,1,0,C01,0,24,11,1,12,79,53,59,0,1,3,2,0,7,252,0,15,267,397,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,328,B,1,0,B,0,42,17,1,4,76,71,68,0,1,0,1,0,8,289,0,19,308,458,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,328,C,1,0,C01,0,54,19,3,7,91,54,70,0,0,2,1,2,9,312,0,8,320,458,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,329,B,1,0,B,0,20,12,1,4,95,72,89,0,0,5,0,0,4,302,0,18,320,452,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,14,GUERRERO,329,C,1,0,C01,0,15,7,1,3,95,81,73,0,1,2,4,1,8,291,0,18,309,451,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,332,B,1,0,B,0,63,21,2,6,8,24,145,0,3,4,0,1,2,279,1,7,287,474,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,332,C,1,0,C01,0,57,16,0,19,12,21,163,0,3,3,0,2,1,297,0,7,304,474,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,333,B,1,0,B,0,85,11,0,16,16,26,180,0,4,9,1,4,2,354,1,11,366,582,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,333,C,1,0,C01,0,96,10,1,19,13,28,161,0,2,4,0,4,0,338,0,14,352,582,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,333,C,2,0,C02,0,96,12,2,9,13,23,172,0,4,4,0,1,1,337,0,11,348,582,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,334,B,1,0,B,0,46,5,0,20,12,25,169,0,13,2,2,4,1,299,0,15,314,561,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,334,C,1,0,C01,0,3,0,0,2,1,0,15,0,0,0,0,1,0,22,0,0,22,560,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,335,B,1,0,B,0,93,19,0,12,14,27,160,0,2,5,1,2,0,335,0,5,340,544,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,335,C,1,0,C01,0,79,14,2,11,9,29,139,0,1,6,0,3,2,295,0,12,307,543,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,336,B,1,0,B,0,63,16,3,12,11,18,146,0,2,4,1,1,1,278,0,9,287,453,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,336,C,1,0,C01,0,77,6,1,10,10,19,144,0,2,2,0,0,0,271,0,6,277,453,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,337,B,1,0,B,0,76,15,1,20,8,28,197,0,2,6,0,1,1,355,0,13,368,604,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,337,C,1,0,C01,0,77,19,3,19,11,23,166,0,2,6,1,1,2,330,0,14,344,603,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,337,C,2,0,C02,0,78,27,1,19,17,27,171,0,6,0,3,6,0,355,0,15,370,603,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,338,B,1,0,B,0,70,14,2,11,10,20,138,0,3,2,1,1,1,273,0,10,283,456,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,338,C,1,0,C01,0,80,8,0,11,8,20,128,0,1,7,1,2,2,268,0,11,279,456,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,339,B,1,0,B,0,63,12,0,27,13,29,201,0,1,8,1,1,2,358,0,12,370,645,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,339,C,1,0,C01,0,61,10,1,18,15,19,244,0,6,0,0,0,0,374,0,15,389,645,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,339,C,2,0,C02,0,70,2,1,31,15,18,247,0,0,6,0,1,0,391,0,14,405,644,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,340,B,1,0,B,0,55,10,1,12,4,22,156,0,2,5,0,3,0,270,0,9,279,448,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,340,C,1,0,C01,0,54,12,0,20,5,8,142,0,2,3,1,4,2,253,0,10,263,448,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,341,B,1,0,B,0,26,4,1,8,5,4,112,0,3,0,1,1,0,165,0,10,175,266,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,342,B,1,0,B,0,64,16,1,13,5,18,218,0,3,6,2,3,3,352,1,12,365,598,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,343,B,1,0,B,0,28,11,2,9,3,10,116,0,5,2,4,1,3,194,2,5,201,320,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,344,B,1,0,B,0,73,12,1,16,10,17,218,0,2,5,0,3,1,358,0,8,366,508,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,344,C,1,0,C01,0,57,8,0,28,7,27,198,0,2,1,0,6,3,337,0,6,343,508,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,15,GUSTAVO DIAZ ORDAZ,345,B,1,0,B,0,87,18,1,27,14,13,212,0,4,6,3,8,1,394,0,15,409,593,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,716,B,1,0,B,0,71,13,1,15,66,113,135,0,1,14,3,2,6,440,0,21,461,710,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,717,B,1,0,B,0,55,8,1,4,34,78,74,0,0,5,0,0,4,263,0,17,280,452,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,717,C,1,0,C01,0,44,14,3,4,39,73,76,0,2,9,1,1,4,270,0,9,279,452,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,718,B,1,0,B,0,52,15,1,5,19,49,43,0,1,8,0,0,0,193,0,6,199,370,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,719,B,1,0,B,0,79,24,0,7,30,76,77,0,1,9,2,2,2,309,0,5,314,558,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,720,B,1,0,B,0,92,21,6,10,40,87,123,0,6,8,3,0,3,399,1,24,424,699,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,24,MIER,721,B,1,0,B,0,57,8,2,10,48,82,114,0,2,1,1,1,2,328,0,14,342,726,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,722,B,1,0,B,0,117,27,5,3,10,46,105,0,3,2,0,1,0,319,0,11,330,560,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,722,C,1,0,C01,0,99,14,19,1,13,46,111,0,1,3,0,0,2,309,0,11,320,560,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,723,B,1,0,B,0,133,31,10,3,17,50,126,0,7,7,0,1,5,390,0,18,408,716,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,723,C,1,0,C01,0,162,34,7,11,11,48,129,0,5,5,1,0,2,415,0,12,427,716,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,724,B,1,0,B,0,104,19,12,7,7,47,108,0,2,5,0,2,4,317,0,13,330,662,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,725,B,1,0,B,0,64,22,6,2,2,26,78,0,4,2,0,1,2,209,0,7,216,400,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,725,C,1,0,C01,0,64,10,2,3,5,36,74,0,3,1,2,2,0,202,1,9,212,400,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,725,SMR,1,0,SMR01,0,141,27,4,5,19,52,152,0,8,2,1,1,7,419,0,3,422,0,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,725,SRP,1,0,SRP01,0,185,32,4,6,29,73,225,0,0,0,0,0,0,554,0,0,554,0,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,726,B,1,0,B,0,123,48,5,2,5,54,88,0,4,3,0,1,2,335,0,8,343,637,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,727,B,1,0,B,0,97,19,5,2,8,27,99,0,1,1,3,0,1,263,0,9,272,483,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,727,C,1,0,C01,0,94,27,4,7,10,34,94,0,3,6,0,0,0,279,0,13,292,482,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,728,B,1,0,B,0,123,60,2,3,10,33,79,0,8,5,0,1,0,324,0,9,333,596,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,728,C,1,0,C01,0,122,55,5,3,4,28,104,0,0,1,1,0,0,323,2,6,331,596,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,729,B,1,0,B,0,80,14,7,2,9,59,101,0,4,7,0,0,2,285,0,11,296,552,COTEJO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,729,C,1,0,C01,0,106,17,1,11,8,55,96,0,2,1,0,1,1,299,0,18,317,552,RECUENTO,,,
2,28,TAMAULIPAS,3,NUEVO LAREDO,25,MIGUEL ALEMAN,730,B,1,0,B,0,101,32,2,3,6,43,77,0,6,2,0,0,2,274,0,12,286,531,RECUENTO,,,
