CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2133,2,2,49,9,11,15,23,64,311,0,2,7,10,2,2,505,0,14,519,1194
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2134,3,3,60,16,22,21,59,79,495,0,2,9,2,3,8,776,1,22,799,2055
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2135,2,2,33,9,18,16,39,63,363,0,2,6,0,0,2,551,3,14,568,1435
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2136,3,3,60,13,21,29,64,68,517,0,3,19,2,2,5,803,0,29,832,2161
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2137,2,2,49,5,5,18,43,71,348,0,2,15,2,3,5,566,0,20,586,1365
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2138,3,3,65,12,23,15,60,89,545,0,2,19,4,7,11,852,0,28,880,2076
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2139,2,2,35,25,12,25,34,33,279,0,1,10,0,2,1,457,0,18,475,1201
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2140,5,5,94,28,36,46,89,139,737,0,4,18,4,1,13,1209,0,30,1239,3070
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2141,5,5,107,25,38,63,96,129,771,0,3,32,1,2,8,1275,0,27,1302,3212
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2142,2,2,39,9,7,18,28,32,288,0,0,13,0,1,6,441,0,17,458,1169
2,28,TAMAULIPAS,5,REYNOSA,32,REYNOSA,2143,1,1,11,6,7,11,15,16,179,0,1,7,0,0,3,256,1,8,265,736
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,938,1,1,49,3,3,5,18,18,90,0,2,1,0,0,0,189,0,11,200,482
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,939,1,1,43,11,3,11,31,13,117,0,5,10,0,0,0,244,0,11,255,549
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,940,1,1,71,10,4,9,14,15,112,0,4,19,0,0,0,258,0,9,267,606
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,950,1,1,79,15,2,8,27,31,140,0,1,11,0,0,3,317,0,2,319,718
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,951,2,2,130,18,7,11,9,21,144,0,5,8,0,0,2,355,0,7,362,847
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,952,2,2,59,20,5,6,19,19,81,0,3,10,0,0,1,223,0,10,233,1008
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,953,2,2,156,42,6,20,35,29,154,0,4,8,0,0,7,461,0,12,473,1040
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,954,1,1,44,8,5,7,14,21,68,0,0,1,0,2,0,170,0,3,173,398
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,955,1,1,91,18,2,6,12,15,110,0,4,5,0,3,3,269,0,9,278,655
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,956,4,6,300,84,17,38,65,70,405,0,11,16,2,3,5,1016,0,60,1076,1050
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,957,2,2,79,36,6,15,33,42,181,0,6,7,0,2,2,409,0,6,415,948
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,958,1,1,56,19,4,6,18,22,129,0,2,12,0,1,4,273,0,13,286,661
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,959,2,2,93,18,3,17,14,35,155,0,1,8,3,0,1,348,0,14,362,767
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,960,2,2,129,28,4,16,48,40,208,0,5,15,7,0,5,505,2,8,515,1045
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,961,1,1,114,32,9,8,20,24,124,0,8,4,1,1,1,346,0,7,353,606
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,968,2,2,54,17,6,9,28,33,178,0,0,13,1,0,4,343,0,17,360,774
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,969,1,1,43,14,17,7,21,24,127,0,1,15,2,1,4,276,0,0,276,596
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,970,2,2,119,37,7,8,34,46,192,0,7,11,1,2,3,467,0,7,474,966
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,971,2,2,105,17,5,10,20,30,183,0,3,7,0,1,4,385,0,10,395,776
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,972,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,973,2,2,141,29,4,11,54,42,200,0,10,16,1,2,2,512,1,13,526,1013
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,974,1,1,86,23,4,11,21,29,125,0,3,7,0,1,0,310,1,9,320,654
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,975,2,2,203,39,1,9,24,15,105,0,3,8,0,2,2,411,0,10,421,759
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,976,1,1,56,12,10,8,27,20,157,0,2,6,0,0,5,303,0,9,312,612
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,977,2,2,80,22,10,28,35,48,241,0,1,9,2,2,6,484,0,56,540,1042
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,978,2,2,298,73,13,10,24,37,163,0,5,9,0,2,5,639,0,22,661,1128
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,979,1,1,117,36,8,13,18,22,119,0,2,8,1,0,0,344,1,11,356,628
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,980,2,2,124,35,8,6,28,37,139,0,3,7,0,0,2,389,0,4,393,824
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,981,1,1,48,2,1,3,12,19,50,0,0,5,0,1,0,141,0,3,144,360
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,982,1,1,103,16,3,13,22,29,122,0,4,8,0,2,2,324,0,9,333,747
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,983,2,2,59,12,5,12,29,37,193,0,3,14,0,2,4,370,1,14,385,764
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,984,1,1,176,41,6,6,23,34,110,0,4,9,0,1,1,411,1,12,424,716
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,985,2,2,149,22,13,22,41,77,334,0,3,13,3,1,13,691,1,21,713,1348
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,986,2,2,66,136,7,10,30,34,187,0,3,8,3,1,20,505,0,20,525,944
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,987,1,1,158,32,4,7,15,38,142,0,3,15,0,0,2,416,0,17,433,707
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,988,2,2,59,12,7,19,22,33,192,0,0,12,1,2,4,363,0,15,378,806
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,989,4,4,249,39,28,44,80,126,601,0,7,25,7,5,16,1227,0,42,1269,2768
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,999,2,2,65,17,9,41,45,40,281,0,2,14,0,5,7,526,1,26,553,1196
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1000,3,3,313,45,28,32,54,126,488,0,7,17,0,3,6,1119,0,12,1131,2030
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1001,2,2,198,50,6,14,24,39,153,0,17,16,1,5,2,525,0,17,542,1014
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1002,1,1,117,41,5,11,14,38,145,0,1,8,3,5,0,388,0,3,391,735
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1003,1,1,114,21,8,14,32,41,129,0,4,4,1,0,2,370,0,7,377,725
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1004,1,1,83,20,3,6,14,21,102,0,1,3,0,1,0,254,2,8,264,510
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1005,2,2,203,34,5,9,24,39,110,0,7,6,1,2,2,442,0,13,455,757
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1006,1,1,76,8,3,6,12,35,103,0,0,5,1,2,2,253,0,7,260,524
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1007,2,2,120,31,10,18,46,71,308,0,5,20,3,0,4,636,0,14,650,1229
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1008,1,1,84,12,7,10,18,51,150,0,5,8,0,1,6,352,1,12,365,725
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1009,1,1,132,32,6,9,20,40,139,0,3,7,0,0,2,390,0,15,405,706
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1010,1,1,130,27,4,8,12,37,112,0,5,5,0,1,1,342,0,13,355,617
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1011,2,2,134,27,12,30,30,75,293,0,5,11,1,5,3,626,0,20,646,1169
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1012,2,2,145,25,8,11,16,79,238,0,5,11,1,4,2,545,0,12,557,955
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1013,2,2,129,21,5,17,44,51,208,0,7,8,1,1,2,494,0,18,512,1002
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1014,2,2,117,16,11,23,47,57,230,0,2,14,0,1,8,526,0,12,538,943
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1015,3,3,235,36,14,24,52,92,369,0,15,17,2,4,3,863,0,43,906,1506
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1016,2,2,53,29,6,19,55,58,250,0,5,14,3,2,4,498,0,7,505,1034
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1017,2,2,72,30,2,28,43,47,226,0,2,8,0,1,3,462,0,13,475,921
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1029,2,2,100,18,14,16,45,79,251,0,5,16,2,6,7,559,0,25,584,1052
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1030,2,2,137,25,12,19,34,46,226,0,3,16,1,3,7,529,1,16,546,973
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1031,2,2,60,25,11,12,36,52,297,0,1,15,0,0,7,516,0,16,532,945
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1032,1,1,63,20,15,10,24,35,176,0,1,3,1,1,1,350,0,16,366,748
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1033,2,2,121,42,15,16,38,66,242,0,4,13,0,2,5,564,1,15,580,991
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1034,2,2,67,8,6,3,19,34,107,0,2,9,0,0,1,256,0,8,264,975
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1035,2,2,184,21,11,21,26,41,172,0,4,7,3,1,3,494,0,8,502,951
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1036,2,2,166,29,4,19,37,52,171,0,5,10,0,0,5,498,0,21,519,923
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1037,2,2,163,36,15,17,44,95,295,0,4,18,2,3,2,694,0,24,718,1324
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1038,2,2,143,39,15,23,43,80,303,0,3,10,0,1,5,665,0,25,690,1180
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1039,3,3,148,33,14,41,90,102,489,0,12,24,4,3,10,970,1,34,1005,2010
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1040,2,2,158,45,15,25,38,91,309,0,5,9,0,2,9,706,0,21,727,1374
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1041,2,2,168,27,11,7,29,67,256,0,6,11,0,3,8,593,0,18,611,1065
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1042,2,2,217,35,9,20,42,81,341,0,5,13,0,4,4,771,0,18,789,1316
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1043,2,2,146,24,6,12,52,62,320,0,8,8,2,2,2,644,0,11,655,1165
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1044,2,2,159,46,9,22,43,76,312,0,13,10,1,4,3,698,0,30,728,1198
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1045,2,2,111,26,11,12,38,46,246,0,3,17,0,0,8,518,0,23,541,982
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1046,2,2,97,16,8,23,26,34,210,0,2,9,1,1,9,436,0,12,448,829
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1047,2,2,69,21,13,19,30,45,253,0,3,5,0,1,7,466,0,12,478,925
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1048,2,2,64,22,10,11,34,36,223,0,0,11,1,1,4,417,0,13,430,809
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1057,8,8,1141,162,45,73,123,351,899,0,32,31,2,4,6,2869,2,70,2941,5598
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1058,2,2,129,30,10,12,43,55,366,0,1,15,2,5,4,672,2,23,697,1348
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1059,2,2,55,8,6,7,37,43,214,0,0,6,0,4,3,383,0,14,397,799
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1060,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1061,2,2,107,29,20,11,43,54,273,0,8,5,0,1,6,557,0,37,594,1272
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1062,2,2,168,38,8,22,65,82,290,0,8,5,1,2,9,698,1,24,723,1371
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1063,2,2,113,18,7,23,56,62,302,0,2,15,2,2,10,612,0,31,643,1159
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1064,3,3,129,26,6,22,51,86,416,0,5,14,1,5,13,774,0,27,801,1523
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1065,4,4,191,28,19,38,95,118,539,0,10,16,1,2,22,1079,0,52,1131,2230
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1067,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1068,2,2,62,18,8,15,47,32,284,0,3,13,2,1,9,494,0,13,507,1013
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1069,3,3,117,20,29,24,72,72,395,0,3,25,2,2,15,776,0,18,794,1539
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1070,3,3,133,26,29,27,96,106,409,0,2,12,0,5,8,853,0,22,875,1665
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1071,2,2,67,22,9,20,42,41,287,0,4,9,0,1,6,508,0,18,526,1049
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1072,3,3,228,36,27,46,98,144,562,0,9,22,2,1,1,1176,1,24,1201,2223
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1078,4,4,217,54,24,47,112,162,629,0,8,24,7,3,8,1295,0,45,1340,2568
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1079,2,2,107,15,10,25,46,48,347,0,6,16,2,1,4,627,0,55,682,1167
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1080,3,3,126,21,8,27,59,105,410,0,3,12,2,2,10,785,0,35,820,1522
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1081,2,2,97,16,9,16,64,72,270,0,3,11,4,1,7,570,0,19,589,1098
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1082,2,2,32,5,4,13,16,36,159,0,1,5,2,1,1,275,0,15,290,1195
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1083,4,4,137,45,23,46,116,159,714,0,3,27,3,3,9,1285,0,40,1325,2713
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1097,3,3,139,43,20,38,64,112,476,0,5,23,1,2,13,936,0,29,965,2123
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1098,3,3,115,21,24,22,65,71,403,0,8,9,1,3,9,751,0,31,782,1660
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1099,3,3,114,24,22,33,55,67,391,0,4,19,2,1,7,739,1,43,783,1505
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1100,3,3,106,27,21,22,86,66,371,0,2,17,3,3,12,736,0,29,765,1522
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1102,2,2,26,10,9,4,23,21,114,0,0,2,0,0,3,212,1,16,229,951
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1103,2,2,92,25,12,20,36,50,292,0,4,19,2,0,7,559,0,13,572,1109
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1104,2,2,40,17,14,9,41,48,218,0,2,8,1,1,4,403,0,21,424,1025
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1105,2,2,93,22,19,29,45,46,293,0,0,4,1,0,3,555,0,28,583,1212
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1106,2,2,51,36,11,14,44,60,320,0,1,6,2,0,4,549,0,13,562,1158
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1107,2,2,64,21,10,10,32,57,204,0,4,8,2,2,8,422,0,17,439,893
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1112,2,2,56,27,13,25,56,56,310,0,2,10,0,3,6,564,0,26,590,1415
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1114,2,2,50,9,17,7,36,35,216,0,4,9,1,1,3,388,0,9,397,888
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1115,2,2,52,25,37,15,44,43,189,0,3,7,0,2,2,419,0,16,435,959
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1116,2,2,91,18,26,27,48,35,228,0,0,11,1,0,6,491,2,22,515,1067
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1117,2,2,62,14,15,16,44,42,239,0,1,6,2,0,6,447,0,11,458,945
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1118,2,2,68,18,8,18,68,48,302,0,0,14,2,4,8,558,0,18,576,1129
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1119,2,2,104,28,57,17,57,70,299,0,5,18,4,8,5,672,0,32,704,1499
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1120,2,2,63,12,12,24,45,65,307,0,1,13,0,0,2,544,0,22,566,1165
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1121,2,2,25,4,0,4,30,28,112,0,3,12,0,0,0,218,0,3,221,972
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1123,7,7,168,53,96,67,216,213,1030,0,12,48,6,9,38,1956,0,88,2044,4677
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1916,1,1,29,5,10,4,18,29,107,0,2,4,2,0,1,211,0,4,215,368
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1917,1,1,56,4,6,15,25,36,136,0,1,5,0,1,6,291,0,11,302,547
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1918,1,1,20,2,3,2,15,18,108,0,2,10,0,0,7,187,0,3,190,374
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1919,1,1,36,5,6,5,28,29,103,0,1,0,0,1,0,214,0,9,223,450
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1921,1,1,39,5,4,7,26,30,156,0,1,5,1,0,3,277,0,0,277,597
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1922,1,1,43,2,3,6,11,17,84,0,0,0,0,0,0,166,0,5,171,337
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,1923,1,1,37,14,14,11,25,34,191,0,0,4,2,2,7,341,0,6,347,666
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2073,3,3,110,22,14,41,63,111,470,0,4,23,2,10,9,879,0,29,908,1918
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2074,3,3,110,32,10,35,92,92,510,0,4,14,5,4,16,924,1,28,953,1863
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2075,2,2,87,10,7,19,55,54,315,0,0,23,1,1,7,579,1,18,598,1306
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2076,3,3,111,24,10,43,76,115,492,0,2,14,1,1,8,897,0,28,925,2039
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2077,3,3,153,26,21,44,92,91,428,0,3,15,4,2,15,894,0,35,929,2014
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2078,4,4,107,37,16,35,82,151,558,0,3,16,0,2,5,1012,0,23,1035,2260
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2079,3,3,93,20,26,35,85,106,516,0,2,19,4,6,12,924,0,32,956,2032
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2080,4,4,117,15,44,38,117,110,580,0,5,34,3,4,11,1078,0,47,1125,2627
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2081,4,4,115,19,34,44,83,122,616,0,2,25,4,3,12,1079,1,30,1110,2930
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2153,3,3,80,25,13,24,78,74,379,0,4,13,6,0,6,702,0,36,738,1669
2,28,TAMAULIPAS,6,REYNOSA,32,REYNOSA,2154,2,2,78,11,35,24,61,58,302,0,4,12,1,0,7,593,0,14,607,1405
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1084,4,4,101,29,42,23,78,104,491,0,2,18,2,5,7,902,0,28,930,2500
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1085,4,4,138,27,44,41,94,116,651,0,4,21,3,10,17,1166,2,39,1207,2412
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1086,3,3,88,27,68,36,87,106,578,0,2,12,5,5,13,1027,0,27,1054,1998
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1087,12,12,419,104,254,144,436,480,2341,0,10,66,12,17,27,4310,1,103,4414,8510
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1088,3,3,92,35,65,37,79,99,485,0,0,34,1,2,5,934,2,40,976,2048
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1089,3,3,141,23,47,32,69,103,467,0,4,8,0,1,1,896,1,33,930,1957
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1090,3,3,82,15,22,17,27,60,259,0,3,8,1,2,2,498,1,17,516,1748
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1091,2,2,91,13,23,15,43,59,267,0,3,10,2,1,8,535,1,20,556,1244
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1095,9,9,309,64,183,121,253,372,1666,0,8,53,6,12,37,3084,2,110,3196,6117
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1108,3,3,113,23,64,27,51,112,437,0,6,19,1,3,5,861,0,45,906,1869
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1109,4,4,143,42,115,52,111,138,683,0,3,19,8,5,23,1342,2,51,1395,2800
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1110,4,4,129,20,98,52,99,128,678,0,6,19,4,5,12,1250,0,44,1294,2593
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1122,8,8,225,51,211,59,163,260,1229,0,10,48,5,2,27,2290,5,81,2376,5737
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1792,1,1,28,2,6,10,11,21,72,0,3,5,0,0,1,159,0,5,164,349
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1793,1,1,21,1,9,8,23,15,80,0,0,3,0,0,2,162,0,5,167,374
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1794,3,3,78,10,31,27,41,67,387,0,2,10,4,2,3,662,0,15,677,1873
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1795,2,2,75,12,24,20,47,66,335,0,2,9,2,1,2,595,3,17,615,1204
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1796,2,2,60,12,26,11,34,64,206,0,1,12,0,0,4,430,5,12,447,865
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1797,2,2,62,11,17,17,38,77,292,0,1,6,0,1,0,522,4,16,542,953
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1798,1,1,24,4,12,18,32,41,177,0,1,6,0,0,0,315,0,7,322,719
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1799,2,2,70,14,28,22,40,83,359,0,1,6,0,1,2,626,0,19,645,1155
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1800,2,2,35,15,20,14,27,61,290,0,0,5,1,0,0,468,0,18,486,852
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1801,2,2,50,9,30,28,44,77,348,0,0,6,0,0,0,592,6,20,618,1102
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1802,2,2,61,13,30,9,29,48,284,0,0,10,0,0,1,485,2,8,495,905
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1803,3,3,61,24,66,31,46,88,451,0,1,14,2,1,1,786,1,20,807,1502
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1804,1,1,20,7,22,15,24,41,205,0,1,6,1,1,3,346,0,9,355,598
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1805,2,2,30,9,32,15,34,56,287,0,1,7,1,0,2,474,2,10,486,946
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1806,2,2,76,6,27,22,48,85,386,0,1,9,0,0,4,664,1,22,687,1288
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1807,2,2,50,8,42,12,35,64,300,0,1,15,0,0,1,528,0,12,540,981
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1808,2,2,43,9,27,18,40,73,287,0,0,8,3,1,0,509,1,6,516,873
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1809,1,1,28,6,19,10,21,54,196,0,2,4,3,0,0,343,0,9,352,585
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1810,2,2,30,9,20,16,26,66,230,0,0,11,1,2,5,416,0,7,423,788
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1811,2,2,49,7,35,17,47,67,365,0,0,10,0,1,7,605,0,14,619,1066
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1812,2,2,39,5,35,14,49,51,308,0,0,7,1,0,2,511,1,14,526,890
2,28,TAMAULIPAS,7,REYNOSA,32,REYNOSA,1813,4,4,87,16,120,51,76,108,878,0,3,18,2,2,8,1369,0,46,1415,2761
