CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,592,2,2,121,35,6,16,28,102,357,0,1,15,1,4,0,686,1,24,711,1285
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,593,2,2,42,12,3,15,13,43,236,0,2,11,0,2,0,379,1,13,393,764
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,594,2,2,61,18,2,12,17,68,377,0,4,13,1,0,3,576,4,24,604,1256
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,595,1,1,33,10,0,3,7,24,103,0,0,0,0,0,0,180,0,15,195,385
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,596,2,2,198,39,3,13,25,97,260,0,9,20,0,3,1,668,1,20,689,1218
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,597,1,1,71,22,3,5,13,47,172,0,4,5,1,2,1,346,0,12,358,642
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,598,1,1,79,27,2,10,8,38,114,0,1,6,0,1,2,288,1,11,300,586
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,599,1,1,91,20,0,1,4,39,113,0,4,5,0,0,2,279,0,8,287,539
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,602,2,2,153,39,3,11,24,60,201,0,5,10,1,1,1,509,0,11,520,1007
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,603,1,1,88,15,3,5,11,38,162,0,2,5,0,3,4,336,1,1,338,712
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,604,2,2,76,17,2,10,16,74,265,0,4,7,0,2,7,480,5,20,505,1010
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,605,2,2,87,18,1,14,18,71,318,0,0,9,2,3,6,547,1,19,567,1092
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,606,2,2,60,18,2,8,15,57,267,0,5,7,0,2,2,443,0,14,457,888
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,607,2,2,54,13,3,9,20,45,268,0,2,11,1,1,3,430,2,10,442,967
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,608,2,2,80,30,5,11,17,62,335,0,4,9,1,0,3,557,2,15,574,1157
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,6,6,263,53,9,47,44,205,1130,0,4,31,0,1,12,1799,21,36,1856,3910
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,5,5,192,62,7,53,55,267,973,0,8,30,3,2,10,1662,8,67,1737,3318
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,611,2,2,55,7,1,13,8,58,348,0,4,3,2,0,5,504,1,20,525,1013
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,612,2,2,110,10,3,11,12,50,208,0,3,7,1,1,0,416,1,17,434,776
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,621,2,2,71,19,4,13,20,72,333,0,5,10,1,0,5,553,0,14,567,1096
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,622,2,2,41,14,2,16,15,46,247,0,5,13,0,2,3,404,1,17,422,840
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,623,2,2,109,31,5,16,21,79,349,0,5,11,0,1,8,635,1,20,656,1284
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,624,2,2,54,21,1,6,39,71,336,0,5,16,5,5,3,562,1,22,585,1245
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,631,2,2,51,12,3,12,22,75,319,0,2,12,3,2,5,518,2,19,539,1082
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,632,2,2,46,12,3,11,18,41,304,0,2,11,4,1,4,457,1,15,473,978
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,633,2,2,54,16,1,18,30,65,342,0,1,14,1,0,11,553,0,28,581,1120
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,7,7,219,44,4,58,87,285,1496,0,4,27,4,5,12,2245,9,73,2327,4663
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,635,3,3,78,33,3,34,30,90,691,0,4,10,1,2,2,978,5,30,1013,1940
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,636,2,2,54,20,0,14,27,56,294,0,3,16,2,1,5,492,1,16,509,1013
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,648,1,1,21,4,1,8,13,33,220,0,3,0,14,1,6,324,0,16,340,674
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,649,2,2,31,4,0,6,10,26,216,0,0,3,2,2,6,306,0,9,315,1369
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,650,2,2,65,23,3,15,27,75,424,0,2,17,2,5,7,665,1,19,685,1356
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,15,15,569,135,18,93,147,697,3303,0,30,84,5,12,31,5124,7,143,5274,10914
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,652,2,2,49,14,4,11,28,67,338,0,2,9,0,2,4,528,1,27,556,1115
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,10,10,231,59,13,88,104,376,2057,0,11,59,13,10,21,3042,5,92,3139,7046
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,663,3,3,103,25,5,20,30,120,604,0,2,22,7,2,13,953,5,35,993,2003
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,664,2,2,78,14,2,19,20,63,353,0,4,24,0,1,9,587,6,22,615,1263
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,7,7,191,30,13,45,78,200,1352,0,4,41,1,5,11,1971,11,51,2033,4518
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2049,3,3,269,71,4,23,35,210,493,0,11,19,1,1,5,1142,0,18,1160,2083
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2050,3,3,167,29,7,30,40,154,710,0,6,19,7,5,5,1179,10,19,1208,2106
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2056,4,4,329,90,11,35,40,202,628,0,10,13,2,5,3,1368,2,37,1407,2789
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2057,4,4,141,34,9,36,72,185,868,0,7,22,3,6,7,1390,8,18,1416,2763
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2058,3,3,102,26,7,35,33,136,622,0,6,13,2,6,5,993,5,29,1027,1922
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,1,1,1,20,97,4,16,20,2,152,0,6,7,3,1,2,330,0,7,337,467
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,2,2,2,41,209,4,25,50,30,257,0,17,24,2,2,2,663,0,23,686,1059
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,3,1,1,26,108,0,14,31,14,184,0,9,15,2,0,2,405,0,10,415,585
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,4,2,2,32,198,3,25,41,16,262,0,7,21,1,3,8,617,0,28,645,946
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,5,1,1,31,146,2,31,50,13,187,0,7,13,0,2,5,487,0,26,513,715
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,6,1,1,24,132,2,15,27,9,235,0,10,5,2,5,9,475,0,15,490,706
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,8,1,1,11,85,0,24,30,2,248,0,2,13,4,3,5,427,0,13,440,701
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,9,1,1,11,103,4,31,27,7,209,0,2,9,3,5,6,417,0,13,430,700
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,10,3,3,40,265,0,34,37,21,316,0,7,12,4,4,4,744,0,31,775,1174
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,11,1,1,15,131,0,18,16,4,220,0,0,5,0,0,2,411,0,11,422,615
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,12,2,2,7,147,0,14,24,19,193,0,2,3,1,0,0,410,0,17,427,602
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,108,2,2,434,11,2,98,17,21,313,0,5,1,0,0,1,903,0,52,955,1268
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,109,2,2,249,7,1,31,14,9,190,0,3,5,0,3,0,512,0,20,532,761
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,110,2,2,290,15,1,38,15,15,277,0,1,5,4,0,0,661,2,18,681,926
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,111,2,2,137,4,0,11,6,1,47,0,1,2,1,0,1,211,0,8,219,277
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,112,1,1,149,6,0,13,8,5,148,0,2,1,5,2,1,340,0,8,348,432
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,113,1,1,76,1,1,6,4,0,21,0,0,3,0,0,2,114,0,6,120,192
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,114,2,2,350,9,1,33,23,9,183,0,4,1,1,4,0,618,0,21,639,1019
2,28,TAMAULIPAS,13,SAN FERNANDO,5,BURGOS,115,1,1,87,3,0,15,9,5,78,0,2,1,0,1,0,201,0,8,209,258
2,28,TAMAULIPAS,13,SAN FERNANDO,10,CRUILLAS,259,2,2,421,27,0,9,12,16,116,0,10,0,0,0,1,612,0,32,644,1017
2,28,TAMAULIPAS,13,SAN FERNANDO,10,CRUILLAS,261,1,1,58,7,0,2,2,0,24,0,1,1,0,0,0,95,0,4,99,167
2,28,TAMAULIPAS,13,SAN FERNANDO,10,CRUILLAS,262,1,1,98,4,0,3,8,4,45,0,3,1,0,0,0,166,0,6,172,261
2,28,TAMAULIPAS,13,SAN FERNANDO,10,CRUILLAS,264,1,1,167,1,2,6,2,4,66,0,4,0,0,0,0,252,0,12,264,335
2,28,TAMAULIPAS,13,SAN FERNANDO,10,CRUILLAS,265,2,2,230,13,1,2,8,2,52,0,5,0,1,1,0,315,0,5,320,457
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,311,2,2,26,230,3,11,31,37,285,0,5,1,0,0,6,635,0,28,663,919
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,312,2,2,36,193,2,18,28,27,269,0,1,10,1,2,4,591,0,31,622,804
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,313,1,1,33,120,3,2,15,51,184,0,7,0,0,0,3,418,0,13,431,628
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,314,2,2,38,190,4,12,22,27,258,0,4,1,0,0,3,559,0,37,596,762
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,315,1,1,16,162,4,4,13,28,217,0,5,7,1,2,0,459,0,12,471,653
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,316,3,3,46,432,4,14,56,167,543,0,5,9,5,0,6,1287,0,59,1346,1961
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,317,3,3,28,414,1,8,57,62,323,0,4,5,1,1,0,904,0,41,945,1248
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,318,3,3,24,298,3,20,19,42,242,0,3,3,0,1,2,657,0,33,690,962
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,319,1,1,12,233,2,7,18,11,204,0,1,4,0,0,5,497,0,13,510,651
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,320,2,2,46,225,1,7,30,23,303,0,3,3,1,1,4,647,0,23,670,853
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,321,2,2,20,335,1,17,42,44,373,0,1,2,0,0,4,839,0,27,866,1168
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,322,1,1,16,179,0,6,30,21,330,0,1,5,0,0,9,597,1,10,608,742
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,324,2,2,22,381,0,14,85,46,302,0,3,7,3,0,7,870,0,39,909,1165
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,325,2,2,19,268,1,4,25,9,199,0,8,1,1,1,2,538,0,16,554,700
2,28,TAMAULIPAS,13,SAN FERNANDO,13,GÜEMEZ,326,1,1,15,140,0,4,4,11,42,0,4,0,1,0,0,221,0,2,223,286
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,346,2,2,27,11,4,23,22,20,702,0,1,5,2,4,0,821,0,32,853,1059
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,347,2,2,12,1,12,4,0,35,721,0,0,0,0,0,0,785,3,16,804,876
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,348,2,2,19,10,4,16,15,12,568,0,0,1,1,0,3,649,0,28,677,846
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,349,1,1,15,6,3,14,9,6,373,0,0,3,1,0,0,430,0,9,439,579
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,350,1,1,4,0,3,7,4,2,327,0,0,1,0,2,1,351,0,17,368,481
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,351,1,1,0,0,0,0,0,0,152,0,0,0,0,0,0,152,0,0,152,160
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,352,1,1,0,0,0,0,0,0,0,0,0,97,0,0,0,97,0,1,98,104
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,353,2,2,11,2,0,15,12,11,345,0,1,11,3,1,3,415,0,10,425,545
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,354,2,2,21,12,8,31,24,26,615,0,1,1,0,4,4,747,0,19,766,907
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,355,1,1,9,4,2,18,7,20,409,0,0,4,0,2,3,478,0,6,484,587
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,356,1,1,0,0,0,0,0,11,0,0,11,371,0,0,0,393,0,8,401,473
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,357,2,2,12,10,3,8,22,11,202,0,0,2,0,2,3,275,0,11,286,395
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,358,1,1,22,18,2,15,11,14,335,0,1,2,1,0,1,422,0,8,430,675
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,359,1,1,0,0,1,0,0,4,517,0,5,0,0,0,0,527,0,1,528,643
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,360,1,1,2,1,1,5,5,2,569,0,0,0,0,1,1,587,0,1,588,632
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,362,1,1,5,4,0,3,9,4,157,0,0,4,1,1,3,191,0,6,197,295
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,363,2,2,34,21,3,15,20,23,365,0,0,12,0,3,5,501,0,16,517,993
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,364,2,2,16,16,3,5,20,14,256,0,0,6,0,2,6,344,0,24,368,1326
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,365,1,1,17,11,5,9,17,20,260,0,0,6,0,0,2,347,0,8,355,692
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,366,2,2,14,15,1,12,26,21,349,0,0,8,0,2,1,449,0,15,464,796
2,28,TAMAULIPAS,13,SAN FERNANDO,16,HIDALGO,367,2,2,27,26,3,10,36,24,377,0,2,11,5,1,7,529,0,19,548,1043
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,381,3,3,50,138,48,27,83,122,500,0,2,5,1,0,4,980,0,40,1020,1552
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,382,2,2,33,103,53,10,52,65,256,0,2,4,1,0,3,582,0,11,593,888
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,383,1,1,35,50,29,6,43,38,181,0,1,1,0,0,2,386,0,10,396,544
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,384,2,2,16,75,48,15,72,48,342,0,2,8,3,0,6,635,0,27,662,1027
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,385,2,2,42,92,37,20,44,47,281,0,1,4,2,0,1,571,0,19,590,870
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,386,2,2,13,22,4,10,19,24,111,0,1,1,0,0,0,205,0,6,211,315
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,387,1,1,5,28,3,5,14,30,72,0,0,0,0,0,0,157,0,10,167,251
2,28,TAMAULIPAS,13,SAN FERNANDO,18,JIMENEZ,388,1,1,21,23,4,11,23,35,194,0,1,7,3,1,0,323,0,22,345,636
2,28,TAMAULIPAS,13,SAN FERNANDO,20,MAINERO,408,2,2,11,6,3,16,17,3,222,0,1,0,1,0,0,280,0,26,306,380
2,28,TAMAULIPAS,13,SAN FERNANDO,20,MAINERO,409,1,1,11,2,2,9,13,4,258,0,0,4,1,2,0,306,0,7,313,401
2,28,TAMAULIPAS,13,SAN FERNANDO,20,MAINERO,410,2,2,12,4,1,17,16,13,378,0,0,5,2,0,8,456,0,11,467,587
2,28,TAMAULIPAS,13,SAN FERNANDO,20,MAINERO,411,1,1,5,1,1,4,2,2,376,0,0,0,0,0,1,392,0,8,400,478
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,710,2,2,338,39,4,52,10,2,131,0,9,5,5,2,3,600,0,18,618,830
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,711,2,2,260,15,1,21,10,0,123,0,10,6,0,5,3,454,0,18,472,622
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,712,2,2,447,24,1,30,26,34,140,0,19,4,1,3,1,730,0,34,764,1093
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,713,1,1,235,20,1,10,17,8,101,0,5,2,1,1,0,401,0,9,410,616
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,714,2,2,169,11,2,24,19,5,121,0,14,5,0,0,0,370,0,7,377,494
2,28,TAMAULIPAS,13,SAN FERNANDO,23,MENDEZ,715,1,1,100,8,1,14,13,5,72,0,6,5,1,2,0,227,0,3,230,309
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,922,3,3,309,19,4,30,52,267,487,0,7,12,1,4,5,1197,0,40,1237,1536
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,923,2,2,142,8,0,15,30,136,232,0,2,9,1,1,2,578,0,26,604,804
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,924,3,3,339,20,9,31,82,302,420,0,4,6,1,1,6,1221,0,59,1280,1747
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,925,2,2,201,10,0,11,23,159,243,0,4,4,3,1,5,664,1,29,694,899
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,926,3,3,179,33,4,30,44,290,633,0,2,6,3,2,5,1231,0,46,1277,1898
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,927,2,2,92,16,6,17,38,245,312,0,4,3,2,0,2,737,0,25,762,1235
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,928,2,2,138,36,4,42,44,259,426,0,3,8,0,4,2,966,1,33,1000,1430
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,929,2,2,134,9,5,12,33,152,236,0,5,7,8,0,2,603,0,32,635,807
2,28,TAMAULIPAS,13,SAN FERNANDO,30,PADILLA,930,3,3,112,29,3,16,61,221,428,0,1,6,1,2,4,884,0,44,928,1253
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1211,1,1,26,8,34,7,23,12,196,0,1,0,2,0,0,309,0,23,332,506
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1212,1,1,26,15,27,13,18,8,163,0,0,2,0,0,4,276,0,14,290,451
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1213,1,1,4,1,6,3,6,3,49,0,0,0,0,0,0,72,0,1,73,110
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1214,1,1,5,2,8,11,6,4,147,0,1,2,1,1,2,190,0,5,195,273
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1215,2,2,26,11,56,13,17,9,132,0,1,0,1,3,0,269,0,7,276,366
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1216,1,1,18,9,2,9,17,9,398,0,0,2,1,1,4,470,0,6,476,618
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1217,1,1,10,10,9,0,1,6,304,0,0,0,2,0,0,342,0,7,349,485
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1218,1,1,11,8,23,10,21,9,164,0,1,2,2,1,1,253,0,9,262,415
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1219,2,2,29,23,11,4,18,5,215,0,0,3,1,0,1,310,0,9,319,590
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1220,1,1,20,17,28,7,17,10,298,0,2,0,1,4,2,406,0,12,418,672
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1221,3,3,15,11,8,19,31,14,655,0,1,12,7,5,6,784,0,28,812,1137
2,28,TAMAULIPAS,13,SAN FERNANDO,34,SAN CARLOS,1222,2,2,12,8,70,11,19,27,214,0,0,283,0,0,3,647,0,13,660,1030
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1223,1,1,179,27,1,10,20,7,138,0,8,5,2,3,0,400,0,19,419,666
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1224,2,2,276,33,5,13,40,21,239,0,15,12,0,2,2,658,0,14,672,1042
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1225,2,2,211,42,1,13,23,19,184,0,4,5,2,1,3,508,0,16,524,844
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1226,2,2,273,31,2,17,36,24,253,0,8,5,1,0,2,652,0,19,671,998
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1227,2,2,236,24,5,22,21,29,211,0,4,6,0,1,1,560,0,25,585,940
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1228,2,2,251,21,1,10,28,25,357,0,6,2,0,0,2,703,0,21,724,1204
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1229,2,2,274,33,5,22,31,39,289,0,16,10,4,4,3,730,0,34,764,1306
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1230,1,1,182,20,1,7,9,17,183,0,7,10,2,2,4,444,0,7,451,711
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1231,1,1,162,12,3,9,16,20,170,0,8,6,0,0,2,408,0,12,420,670
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1232,3,4,414,119,4,24,37,68,507,0,11,16,5,3,3,1211,0,51,1262,985
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1233,2,2,231,48,4,11,40,21,293,0,11,10,3,1,8,681,0,19,700,1138
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1234,1,1,85,25,2,3,15,8,114,0,7,6,2,1,0,268,0,4,272,461
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1235,2,2,187,35,3,14,18,13,178,0,9,3,3,3,6,472,1,13,486,762
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1236,1,1,158,50,2,7,12,13,128,0,4,5,1,2,1,383,0,16,399,663
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1237,2,2,313,48,4,14,22,24,214,0,9,5,1,1,3,658,0,14,672,1030
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1238,2,2,262,67,2,11,35,19,259,0,7,8,4,1,11,686,0,16,702,1082
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1239,2,2,301,34,3,26,39,32,350,0,6,14,2,3,5,815,0,24,839,1452
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1240,1,1,187,20,2,6,14,14,171,0,6,7,1,4,2,434,0,11,445,705
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1241,1,1,174,20,1,3,11,11,156,0,6,9,0,2,4,397,0,15,412,722
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1242,2,2,289,28,2,22,33,24,293,0,18,13,1,5,3,731,0,26,757,1120
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1243,2,2,255,18,3,19,27,24,262,0,5,13,3,1,7,637,0,23,660,1012
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1244,2,2,173,20,3,28,24,29,226,0,4,2,1,3,2,515,0,14,529,833
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1245,1,1,109,23,0,7,10,3,101,0,4,4,1,3,2,267,0,3,270,432
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1246,1,1,257,37,1,2,8,9,144,0,3,3,0,1,0,465,1,5,471,724
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1247,1,1,164,24,0,6,10,10,153,0,4,2,2,0,2,377,0,15,392,634
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1248,2,2,98,20,1,4,31,12,250,0,5,4,2,0,1,428,0,6,434,630
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1249,2,2,178,19,2,18,20,23,168,0,6,6,0,0,2,442,0,18,460,793
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1250,1,1,58,25,1,6,6,5,76,0,3,0,0,0,0,180,0,12,192,311
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1251,1,1,81,12,4,5,9,5,38,0,3,0,2,0,0,159,0,2,161,313
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1252,1,1,107,27,4,13,19,8,217,0,0,0,0,0,0,395,0,13,408,652
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1253,1,1,114,35,5,3,18,15,113,0,4,4,2,0,4,317,0,24,341,624
2,28,TAMAULIPAS,13,SAN FERNANDO,35,SAN FERNANDO,1254,2,2,210,46,5,19,26,32,219,0,17,1,1,0,2,578,0,23,601,954
