CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,PAC,MORENA,PANALT,RSP,FXM,PAN_PRI,MORENA_PVEM_RSP_FXM_PANALT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,URNA_ELECTRONICA,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,411,C,2,0,C02,49,18,7,51,0,133,24,0,0,0,0,1,126,0,409,22,431,0,614,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,411,C,3,0,C03,45,18,12,42,0,133,14,0,0,0,0,0,140,0,404,23,427,0,614,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,411,C,4,0,C04,32,18,5,52,0,89,19,0,0,0,0,4,145,0,364,25,389,0,614,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,412,B,1,0,B,33,15,26,63,0,112,19,0,0,0,0,2,176,0,446,32,478,0,720,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,412,C,1,0,C01,35,19,26,65,0,126,18,0,0,0,0,0,128,0,417,26,443,0,720,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,412,C,2,0,C02,35,16,34,48,0,136,30,0,0,0,0,4,144,0,447,27,474,0,719,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,412,C,3,0,C03,35,23,13,59,0,177,22,0,0,0,0,3,156,1,488,29,518,0,719,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,412,C,4,0,C04,24,18,22,45,0,124,14,0,0,0,0,2,166,0,415,28,443,0,719,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,413,B,1,0,B,21,7,10,70,0,170,26,0,0,0,0,0,136,0,440,29,469,0,724,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,413,C,1,0,C01,33,10,9,67,0,182,9,0,0,0,0,0,126,0,436,34,470,0,724,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,414,B,1,0,B,19,7,9,25,0,60,11,0,0,0,0,0,119,0,250,23,273,0,409,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,414,C,1,0,C01,27,6,4,32,0,62,12,0,0,0,0,0,101,0,244,18,262,0,409,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,415,B,1,0,B,31,13,9,47,0,87,27,0,0,0,0,2,132,0,348,24,372,0,557,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,415,C,1,0,C01,49,17,6,44,0,84,24,0,0,0,0,0,129,0,353,16,369,0,557,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,416,B,1,0,B,21,6,3,91,0,111,48,0,0,0,0,0,154,0,434,31,465,0,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,416,C,1,0,C01,11,1,6,112,0,100,36,0,0,0,0,1,148,0,415,44,459,0,624,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,417,B,1,0,B,3,6,0,98,0,76,24,0,0,0,0,0,76,0,283,15,298,0,357,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,418,B,1,0,B,34,16,14,78,0,103,13,0,0,0,0,0,100,0,358,15,373,0,494,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,419,B,1,0,B,19,10,4,77,0,221,16,0,0,0,0,2,154,0,503,20,523,0,705,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,420,B,1,0,B,19,11,6,143,0,112,21,0,0,0,0,1,137,0,450,37,487,0,737,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,420,C,1,0,C01,29,18,5,142,0,132,20,0,0,0,0,0,125,1,471,25,497,0,737,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,420,C,2,0,C02,23,11,8,161,0,118,17,0,0,0,0,0,118,0,456,33,489,0,736,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,421,B,1,0,B,31,18,8,84,0,92,12,0,0,0,0,1,131,2,377,32,411,0,666,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,421,C,1,0,C01,36,13,7,89,0,111,9,0,0,0,0,0,137,0,402,21,423,0,666,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,421,C,2,0,C02,34,20,15,104,0,80,18,0,0,0,0,0,131,0,402,35,437,0,666,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,421,C,3,0,C03,28,15,8,89,0,88,19,0,0,0,0,2,139,0,388,34,422,0,666,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,423,B,1,0,B,4,3,2,55,0,33,2,0,0,0,0,0,97,1,196,7,204,0,257,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,620,B,1,0,B,57,16,8,85,0,73,12,0,0,0,0,1,132,1,384,22,407,0,627,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,620,C,1,0,C01,48,12,4,81,0,72,19,0,0,0,0,0,141,0,377,14,391,0,626,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,620,C,2,0,C02,56,17,7,70,0,110,12,0,0,0,0,0,138,0,410,33,443,0,626,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,621,B,1,0,B,49,12,7,58,0,73,12,0,0,0,0,1,146,1,358,22,381,0,630,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,621,C,1,0,C01,66,18,3,62,0,114,12,0,0,0,0,3,128,0,406,18,424,0,630,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,621,C,2,0,C02,57,15,3,54,0,71,18,0,0,0,0,0,133,0,351,26,377,0,629,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,31,TETLA DE LA SOLIDARIDAD,621,C,3,0,C03,55,9,5,48,0,89,16,0,0,0,0,3,146,0,371,29,400,0,629,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,538,B,1,0,B,38,18,6,65,0,99,13,0,0,0,0,1,185,0,425,40,465,0,642,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,538,C,1,0,C01,23,15,15,57,0,113,26,0,0,0,0,1,176,0,426,31,457,0,641,ACTA CASILLA,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,538,C,2,0,C02,48,21,7,54,0,118,27,0,0,0,0,0,162,0,437,40,477,0,641,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,538,C,3,0,C03,24,13,11,54,0,110,18,0,0,0,0,0,151,0,381,36,417,0,641,GRUPO DE RECUENTO,,,
4,29,TLAXCALA,3,SANTIAGO TETLA,39,XALOZTOC,539,B,1,0,B,50,21,13,40,0,135,32,0,0,0,0,0,121,0,412,29,441,0,572,GRUPO DE RECUENTO,,,
