3,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,TIPO_DE_ELECCION,NOMBRE_PARTICIPANTE,NUMERO_LISTA,CANDIDATO,SEXO_CANDIDATO,RUTA_CONSTANCIA,PARTIDO
3,31,YUCATAN,,,75,TEABO,SIND_MR,PAN_PRI,2,SILVIA GUADALUPE CARRILLO PEREZ,2,,PAN
3,31,YUCATAN,,,75,TEABO,REG_MR,PAN_PRI,3,EUBERTO DAVID BALAM MARTIN,1,,PAN
3,31,YUCATAN,,,75,TEABO,REG_MR,PAN_PRI,4,CINTIA MARIA ISABEL CALDERON YAH,2,,PAN
3,31,YUCATAN,,,75,TEABO,REG_MR,PAN_PRI,5,EZEQUIEL ALEJANDRO CHAN MOO,1,,PAN
3,31,YUCATAN,,,75,TEABO,REG_RP,MORENA,6,HERMELINDA DEL ROSARIO POOT COLLI,2,,MORENA
3,31,YUCATAN,,,75,TEABO,REG_RP,PT,7,LUIS BENJAMIN CHAN MOO,1,,PT
3,31,YUCATAN,,,75,TEABO,REG_RP,MORENA,8,EMMANUEL MISAEL CAAMAL POOT,2,,MORENA
3,31,YUCATAN,,,76,TECOH,PRES_MUN,PAN,1,BETHEL ABDEL ACHACH RODRIGUEZ,1,,PAN
3,31,YUCATAN,,,76,TECOH,SIND_MR,PAN,2,LOURDES ALEJANDRA CANCHE CHAN,2,,PAN
3,31,YUCATAN,,,76,TECOH,REG_MR,PAN,3,JUAN GUALBERTO MAY MAAS,1,,PAN
3,31,YUCATAN,,,76,TECOH,REG_MR,PAN,4,MARIA DEL SOCORRO CHI CHALE,2,,PAN
3,31,YUCATAN,,,76,TECOH,REG_MR,PAN,5,LUIS MANUEL MENA  MEDINA,1,,PAN
3,31,YUCATAN,,,76,TECOH,REG_MR,PAN,6,KARIME FABELA COCOM PECH,2,,PAN
3,31,YUCATAN,,,76,TECOH,REG_MR,PAN,7,JUAN ALEJANDRO ITZA CAB,1,,PAN
3,31,YUCATAN,,,76,TECOH,REG_RP,PVEM_PT_MORENA,8,LILIA ESTHER PECH TUN,1,,PVEM
3,31,YUCATAN,,,76,TECOH,REG_RP,PRD,9,ARNULFO ARIEL TORRES DOMINGUEZ,1,,PRD
3,31,YUCATAN,,,76,TECOH,REG_RP,PVEM_PT_MORENA,10,MANUEL VENTURA XOOL CHALE,2,,PVEM
3,31,YUCATAN,,,76,TECOH,REG_RP,PAN,11,ANA LETICIA POOL ACOSTA,2,,PAN
3,31,YUCATAN,,,77,TEKAL DE VENEGAS,PRES_MUN,PVEM_PT_MORENA,1,ESTELA DZUL CHUC,2,,MORENA
3,31,YUCATAN,,,77,TEKAL DE VENEGAS,SIND_MR,PVEM_PT_MORENA,2,ROSARIO BEATRIZ COLLI FEBLES,2,,MORENA
3,31,YUCATAN,,,77,TEKAL DE VENEGAS,REG_MR,PVEM_PT_MORENA,3,RICARDO ALEJANDRO CHI MORALES,1,,MORENA
3,31,YUCATAN,,,77,TEKAL DE VENEGAS,REG_RP,PAN_PRI_NAY,4,GABRIELA KANTUN DZUL,2,,PAN
3,31,YUCATAN,,,77,TEKAL DE VENEGAS,REG_RP,PAN_PRI_NAY,5,JOSE ARMANDO COHUO CHAN,1,,PAN
3,31,YUCATAN,,,78,TEKANTO,PRES_MUN,PVEM_PT_MORENA,1,FLORY GRISEL CEN BALAM,2,,MORENA
3,31,YUCATAN,,,78,TEKANTO,SIND_MR,PVEM_PT_MORENA,2,MIGUEL ANGEL CAUICH POOT,1,,MORENA
3,31,YUCATAN,,,78,TEKANTO,REG_MR,PVEM_PT_MORENA,3,ISIDRA DEL SOCORRO SABIDO CANUL,2,,MORENA
3,31,YUCATAN,,,78,TEKANTO,REG_RP,PAN_PRI_NAY,4,ANA BERTHA HAU CANUL,2,,PAN
3,31,YUCATAN,,,78,TEKANTO,REG_RP,PAN_PRI_NAY,5,EDUARDO NICOLAS HOIL CANCHE,1,,PAN
3,31,YUCATAN,,,79,TEKAX,PRES_MUN,PT_MORENA,1,HERVE MANUEL VALLEJOS SANSORES,1,,MORENA
3,31,YUCATAN,,,79,TEKAX,SIND_MR,PT_MORENA,2,BETTY YOLANDA RODRIGUEZ CAMARA,2,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_MR,PT_MORENA,3,MANUEL ANTONIO REYES CABAÑAS,1,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_MR,PT_MORENA,4,BLANCA ISABEL SEGOVIA RUIZ,2,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_MR,PT_MORENA,5,TEDDY FIDEL CERON MACHAIN,1,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_MR,PT_MORENA,6,GUADALUPE PECH OJEDA,2,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_MR,PT_MORENA,7,LUIS ALFREDO BUENFIL AVILA,1,,MORENA
3,31,YUCATAN,,,79,TEKAX,REG_RP,PAN_PRI_PRD_NAY,8,ANTONIO CARRILLO DIAZ,1,,PAN
3,31,YUCATAN,,,79,TEKAX,REG_RP,PAN_PRI_PRD_NAY,9,SANDRA JUDITH HERNANDEZ CERVANTES,2,,PAN
3,31,YUCATAN,,,79,TEKAX,REG_RP,PAN_PRI_PRD_NAY,10,ADRIAN ENRIQUE ACOSTA CARRILLO,1,,PAN
3,31,YUCATAN,,,79,TEKAX,REG_RP,PAN_PRI_PRD_NAY,11,MARIA DEL SOCORRO ORTIZ CABAÑAS,2,,PAN
3,31,YUCATAN,,,80,TEKIT,PRES_MUN,PAN,1,JOSE ANTONIO SOSA HERNANDEZ,1,,PAN
3,31,YUCATAN,,,80,TEKIT,SIND_MR,PAN,2,NIDIA MINERVA PUGA COLLI,2,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_MR,PAN,3,VICTOR MANUEL DOMINGUEZ CETINA,1,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_MR,PAN,4,SILVIA MARIA RICALDE GONZALEZ,2,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_MR,PAN,5,JUAN ANTONIO CERVANTES AGUILAR,1,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_MR,PAN,6,REYNA GUADALUPE SULUB CETINA,2,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_MR,PAN,7,JUAN DE LA CRUZ PANTI CALDERON,1,,PAN
3,31,YUCATAN,,,80,TEKIT,REG_RP,MORENA,8,MARIO RAFAEL PUERTO CASTRO,1,,MORENA
3,31,YUCATAN,,,80,TEKIT,REG_RP,MORENA,9,LIDIA MARIA ESTRELLA AKE,2,,MORENA
3,31,YUCATAN,,,80,TEKIT,REG_RP,MORENA,10,MANUEL JESUS ALONZO GUERRERO,1,,MORENA
3,31,YUCATAN,,,80,TEKIT,REG_RP,MORENA,11,GENESIS AMALIA COLLI CHIM,2,,MORENA
3,31,YUCATAN,,,81,TEKOM,PRES_MUN,PRI_NAY,1,GLORIA ARACELLY COCOM CAN,2,,PRI
3,31,YUCATAN,,,81,TEKOM,SIND_MR,PRI_NAY,2,JOSE RAYMUNDO CHULIM COCOM,1,,PRI
3,31,YUCATAN,,,81,TEKOM,REG_MR,PRI_NAY,3,IMELDA DE JESUS CANUL POOT,2,,PRI
3,31,YUCATAN,,,81,TEKOM,REG_RP,PAN,4,JOSE ROBERTO BATUN CAN,1,,PAN
3,31,YUCATAN,,,81,TEKOM,REG_RP,PRI_NAY,5,EDGAR MANUEL POOT KU,2,,PRI
3,31,YUCATAN,,,82,TELCHAC PUEBLO,PRES_MUN,PRI,1,CARLOS HUMBERTO CABRERA RIVERO,1,,PRI
3,31,YUCATAN,,,82,TELCHAC PUEBLO,SIND_MR,PRI,2,FATIMA DEL ROSARIO RIOS PERAZA,2,,PRI
3,31,YUCATAN,,,82,TELCHAC PUEBLO,REG_MR,PRI,3,HECTOR JACOBO LOPEZ LEON,1,,PRI
3,31,YUCATAN,,,82,TELCHAC PUEBLO,REG_RP,PT,4,ROQUE FRANCISCO PINTO BE,1,,PT
3,31,YUCATAN,,,82,TELCHAC PUEBLO,REG_RP,PT,5,MIRNA GUADALUPE TEC PINTO,2,,PT
3,31,YUCATAN,,,83,TELCHAC PUERTO,PRES_MUN,PRI,1,EDMUNDO ALFONZO NUÑEZ ERGUERA,1,,PRI
3,31,YUCATAN,,,83,TELCHAC PUERTO,SIND_MR,PRI,2,ALBA DEL ROCIO CETINA CHAN,2,,PRI
3,31,YUCATAN,,,83,TELCHAC PUERTO,REG_MR,PRI,3,ASUNCION DE JESUS CHUC MARTIN,2,,PRI
3,31,YUCATAN,,,83,TELCHAC PUERTO,REG_RP,PVEM_MORENA,4,RAMON OSWALDO CHAY MARRUFO,1,,PVEM
3,31,YUCATAN,,,83,TELCHAC PUERTO,REG_RP,PVEM_MORENA,5,IRMA JAQUELIN CANO PECH,2,,PVEM
3,31,YUCATAN,,,84,TEMAX,PRES_MUN,PAN_PRI,1,ANGEL ANTONIO GONZALEZ ESCALANTE,1,,PAN
3,31,YUCATAN,,,84,TEMAX,SIND_MR,PAN_PRI,2,DIANY ANAHI BRICEÑO CHAN,2,,PAN
3,31,YUCATAN,,,84,TEMAX,REG_MR,PAN_PRI,3,JESUS ENRIQUE KU CIME,1,,PAN
3,31,YUCATAN,,,84,TEMAX,REG_MR,PAN_PRI,4,RAMONA NAHUAT CANUL,2,,PAN
3,31,YUCATAN,,,84,TEMAX,REG_MR,PAN_PRI,5,HIPOLITO DE JESUS CANUL CAB,1,,PAN
3,31,YUCATAN,,,84,TEMAX,REG_RP,PT,6,SALOMON UH CANUL,1,,PT
3,31,YUCATAN,,,84,TEMAX,REG_RP,PT,7,FLORA DEL CARMEN NOH CEH,2,,PT
3,31,YUCATAN,,,84,TEMAX,REG_RP,PT,8,LEIZY GUADALUPE CHIM PACHECO,2,,PT
3,31,YUCATAN,,,85,TEMOZON,PRES_MUN,MORENA,1,GERONIMO AGUILAR CANCHE,1,,MORENA
3,31,YUCATAN,,,85,TEMOZON,SIND_MR,MORENA,2,DEISY MARIA ACOSTA CANCHE,2,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_MR,MORENA,3,JOSE GUILBARDO CASTILLO FERNANDEZ,1,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_MR,MORENA,4,MARIA ADELA CAHUN TUZ,2,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_MR,MORENA,5,DANIEL JESUS CIAU COHUO,1,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_MR,MORENA,6,WENDY GUADALUPE CIAU UC,2,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_MR,MORENA,7,MANUEL JESUS CEN BALAM,1,,MORENA
3,31,YUCATAN,,,85,TEMOZON,REG_RP,NAY,8,ARTEMIO CANUL PECH,1,,NAY
3,31,YUCATAN,,,85,TEMOZON,REG_RP,NAY,9,ARMINDA MINELVA CASTILLO FERNADEZ,2,,PAN
3,31,YUCATAN,,,85,TEMOZON,REG_RP,NAY,10,RICARDO SEVERO CUPUL CABALLERO,1,,NAY
3,31,YUCATAN,,,85,TEMOZON,REG_RP,MORENA,11,VERONICA DEL ROSARIO KU YAM,2,,MORENA
3,31,YUCATAN,,,86,TEPAKAN,PRES_MUN,PRI_PRD_NAY,1,ROGEL ISMAEL GAMBOA CASTILLO,1,,PRD
3,31,YUCATAN,,,86,TEPAKAN,SIND_MR,PRI_PRD_NAY,2,NELSI MARGELI CHAN CHAN,2,,PRD
3,31,YUCATAN,,,86,TEPAKAN,REG_MR,PRI_PRD_NAY,3,MIGUEL ANGEL CHI UICAB,1,,PRD
3,31,YUCATAN,,,86,TEPAKAN,REG_RP,PAN,4,MARIA ADELA CANCHE CHABLE,2,,PAN
3,31,YUCATAN,,,86,TEPAKAN,REG_RP,PAN,5,WENDY ABIGAIL ESTRELLA TUN,2,,PAN
3,31,YUCATAN,,,87,TETIZ,PRES_MUN,PT,1,CRISTIAN DANIEL POOT CHAN,1,,PT
3,31,YUCATAN,,,87,TETIZ,SIND_MR,PT,2,MARIA CECILIA KOYOC XOOL,2,,PT
3,31,YUCATAN,,,87,TETIZ,REG_MR,PT,3,MAXIMILIANO PECH TUZ,1,,PT
3,31,YUCATAN,,,87,TETIZ,REG_MR,PT,4,MARIA LIBRADA DE JESUS SOSA TUYUB,2,,PT
3,31,YUCATAN,,,87,TETIZ,REG_MR,PT,5,IVONNE YERALDY CAAMAL COLLI,2,,PT
3,31,YUCATAN,,,87,TETIZ,REG_RP,PRI,6,JORGE ABUNDIO KOYOC POOT,1,,PRI
3,31,YUCATAN,,,87,TETIZ,REG_RP,PRI,7,MANUELA LEONOR CHAN CUYTUN,2,,PRI
3,31,YUCATAN,,,87,TETIZ,REG_RP,PRI,8,NELSY ANTONIA FLORES CANCHE,2,,PRI
3,31,YUCATAN,,,88,TEYA,PRES_MUN,MORENA ,1,RAMON ALEJANDRO ESTRELLA POOL,1,,MORENA
3,31,YUCATAN,,,88,TEYA,SIND_MR,MORENA ,2,MARICELA BERNARDINA ARAUJO MEDINA,2,,MORENA
3,31,YUCATAN,,,88,TEYA,REG_MR,MORENA ,3,GILBERTO CONRRADO COCON,1,,MORENA
3,31,YUCATAN,,,88,TEYA,REG_RP,MC,4,JOSE ROSENDO PECH CONRRADO,1,,MC
3,31,YUCATAN,,,88,TEYA,REG_RP,PAN,5,ELIZABETH UICAB BASTO,2,,PAN
3,31,YUCATAN,,,89,TICUL,PRES_MUN,PVEM_PT_MORENA,1,HUMBERTO PARRA SOSA,1,,MORENA
3,31,YUCATAN,,,89,TICUL,SIND_MR,PVEM_PT_MORENA,2,YADIRA TRINIDAD DEL SOCORRO AMARO NAAL,2,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_MR,PVEM_PT_MORENA,3,JOSE FEDERICO UCAN KU,1,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_MR,PVEM_PT_MORENA,4,ENA LEONOR SEGURA NAJERA,2,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_MR,PVEM_PT_MORENA,5,JOSUE DANIEL SALAZAR ASCENCIO,1,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_MR,PVEM_PT_MORENA,6,MARIA DOLORES EK CARRILLO,2,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_MR,PVEM_PT_MORENA,7,ABEL RAMIREZ CORTES,1,,MORENA
3,31,YUCATAN,,,89,TICUL,REG_RP,PAN_NAY,8,LINDA ESTHER EK POOT,2,,PAN
3,31,YUCATAN,,,89,TICUL,REG_RP,PAN_NAY,9,LUIS PABLO DZIB KU,1,,PAN
3,31,YUCATAN,,,89,TICUL,REG_RP,PAN_NAY,10,NELLY VIRGINIA SIERRA MAY,2,,PAN
3,31,YUCATAN,,,89,TICUL,REG_RP,PAN_NAY,11,CARLOS ALBERTO ESQUIVEL TUN,1,,PAN
3,31,YUCATAN,,,90,TIMUCUY,PRES_MUN,PRI,1,JOSE RODRIGO MUÑOZ CEH,1,,PRI
3,31,YUCATAN,,,90,TIMUCUY,SIND_MR,PRI,2,CINTHIA LIZZETH POOL PAM,2,,PRI
3,31,YUCATAN,,,90,TIMUCUY,REG_MR,PRI,3,MAYEL KARINA OSALDE VILLALOBOS,2,,PRI
3,31,YUCATAN,,,90,TIMUCUY,REG_MR,PRI,4,GLADIS VERONICA CIME ENCALADA,2,,PRI
3,31,YUCATAN,,,90,TIMUCUY,REG_MR,PRI,5,EFRAIN ISMAEL TZAB CHAN,1,,PRI
3,31,YUCATAN,,,90,TIMUCUY,REG_RP,PAN,6,GLORIA ARACELY TZAB HUH,2,,PAN
3,31,YUCATAN,,,90,TIMUCUY,REG_RP,MORENA,7,JOSE WENCESLAO CHAN FERNANDEZ,1,,MORENA
3,31,YUCATAN,,,90,TIMUCUY,REG_RP,PAN,8,EDGAR RICARDO CANUL ACOSTA,1,,PAN
3,31,YUCATAN,,,91,TINUM,PRES_MUN,PVEM,1,EVELIO MIS TUN,1,,PVEM
3,31,YUCATAN,,,91,TINUM,SIND_MR,PVEM,2,TERESA DE JESUS TUN CAHUM,2,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_MR,PVEM,3,LUIS ARMANDO CHAY FLORES,1,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_MR,PVEM,4,GRACIANA CEME TUN,2,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_MR,PVEM,5,EDGAR LIZARDO CAMARA PERERA,1,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_MR,PVEM,6,BRENDA ABIGAIL DZIB DZIB,2,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_MR,PVEM,7,OLGA ESTHER NOVELO FUENTES,1,,PVEM
3,31,YUCATAN,,,91,TINUM,REG_RP,PAN_PRI,8,LISA AMAIRANI HAU POOT,2,,PAN
3,31,YUCATAN,,,91,TINUM,REG_RP,PT_MORENA,9,ELSY ASENCION SANCHEZ CETINA,2,,MORENA
3,31,YUCATAN,,,91,TINUM,REG_RP,PAN_PRI,10,CELESTINO UCAN COHUO,1,,PAN
3,31,YUCATAN,,,91,TINUM,REG_RP,PT_MORENA,11,FERNANDO ANTONIO QUINTAL KOYOC,1,,MORENA
3,31,YUCATAN,,,92,TIXCACALCUPUL,PRES_MUN,PVEM_PT_MORENA,1,GRABIELA PUC MIS,2,,PVEM
3,31,YUCATAN,,,92,TIXCACALCUPUL,SIND_MR,PVEM_PT_MORENA,2,GERARDO JULIAN MIS HU,1,,PVEM
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_MR,PVEM_PT_MORENA,3,DEISI MARIA OY CHE,2,,PVEM
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_MR,PVEM_PT_MORENA,4,PEDRO DAMIAN TUN MOO,1,,PVEM
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_MR,PVEM_PT_MORENA,5,GABRIELA TUN CHAY,2,,PVEM
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_RP,PAN_PRI,6,FABIAN CANUL CHUC,3,,PAN
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_RP,PAN_PRI,7,ROSENDA CHAN OY,2,,PAN
3,31,YUCATAN,,,92,TIXCACALCUPUL,REG_RP,PAN_PRI,8,MARGARITO MOO MOO,1,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,PRES_MUN,PAN,1,MIGUEL ESTEBAN RODRIGUEZ BAQUEIRO,1,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,SIND_MR,PAN,2,ROSALBA ISABEL HAU VERGARA,2,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_MR,PAN,3,JOSE LUIS CAUICH ESCOBEDO,1,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_MR,PAN,4,FLOR ELIZABETH MOLINA DZIB,2,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_MR,PAN,5,CARLOS MIGUEL LOEZA AGUILAR,1,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_MR,PAN,6,SANDRA MARIBEL SOSA MENDEZ,2,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_MR,PAN,7,HARRY EUCARIO BURGOS JUAREZ,1,,PAN
3,31,YUCATAN,,,93,TIXKOKOB,REG_RP,PVEM_MORENA,8,CAROLINA VIRGINIA CHAN TEPAL,2,,PVEM
3,31,YUCATAN,,,93,TIXKOKOB,REG_RP,PT,9,MANUEL MARTIN VERGARA BURGOS,1,,PT
3,31,YUCATAN,,,93,TIXKOKOB,REG_RP,NAY,10,GUSTAVO ANDRES CANUL CHAY,1,,NAY
3,31,YUCATAN,,,93,TIXKOKOB,REG_RP,PVEM_MORENA,11,GILDA GUADALUPE HERNANDEZ MONTES,2,,PVEM
3,31,YUCATAN,,,94,TIXMEHUAC,PRES_MUN,PAN_PRI,1,GASPAR PANTI SEL,1,,PAN
3,31,YUCATAN,,,94,TIXMEHUAC,SIND_MR,PAN_PRI,2,MARTHA ALICIA CAAMAL ULUAC,2,,PAN
3,31,YUCATAN,,,94,TIXMEHUAC,REG_MR,PAN_PRI,3,ALEXIS RAUDEL SOSA GASCA,1,,PAN
3,31,YUCATAN,,,94,TIXMEHUAC,REG_MR,PAN_PRI,4,GELMI SEL LOPEZ,2,,PAN
3,31,YUCATAN,,,94,TIXMEHUAC,REG_MR,PAN_PRI,5,GASPAR COLLI TILAN,1,,PAN
3,31,YUCATAN,,,94,TIXMEHUAC,REG_RP,PVEM_PT_MORENA,6,GERSON PATRICIO DZUL CECILIO,1,,PVEM
3,31,YUCATAN,,,94,TIXMEHUAC,REG_RP,PVEM_PT_MORENA,7,NIDELBIA CECILIA PERAZA ULUAC,2,,PVEM
3,31,YUCATAN,,,94,TIXMEHUAC,REG_RP,PAN_PRI,8,ORALIS GEORGINA LOEZA BALAM,2,,PAN
3,31,YUCATAN,,,95,TIXPEUAL,PRES_MUN,PT_MORENA,1,VICTOR RENE LARA CAUICH,1,,PT
3,31,YUCATAN,,,95,TIXPEUAL,SIND_MR,PT_MORENA,2,FANNY ARGELI KANTUN MUKUL,2,,PT
3,31,YUCATAN,,,95,TIXPEUAL,REG_MR,PT_MORENA,3,JESUS HIBERTH HAU ROMERO,1,,PT
3,31,YUCATAN,,,95,TIXPEUAL,REG_MR,PT_MORENA,4,MONICA AMAIRANY ORTIZ NOH,2,,PT
3,31,YUCATAN,,,95,TIXPEUAL,REG_MR,PT_MORENA,5,EMILIO ALBERTO NAVARRETE VAZQUEZ,1,,PT
3,31,YUCATAN,,,95,TIXPEUAL,REG_RP,PAN,6,NANCY GUADALUPE CANCHE CIAU,2,,PAN
3,31,YUCATAN,,,95,TIXPEUAL,REG_RP,PT_MORENA,7,MARIA VIRTUD POOL MARTINEZ,2,,PT
3,31,YUCATAN,,,95,TIXPEUAL,REG_RP,PT_MORENA,8,ALVARO MUKUL EB,1,,PT
3,31,YUCATAN,,,96,TIZIMIN,PRES_MUN,PVEM_PT_MORENA,1,CARLOS ADRIAN QUIROZ OSORIO,1,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,SIND_MR,PVEM_PT_MORENA,2,CELMY LORENA OCAMPO OJEDA,2,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_MR,PVEM_PT_MORENA,3,EDGAR MOISES RIVERO COB,1,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_MR,PVEM_PT_MORENA,4,CLARA ELENA MATOS PADILLA,2,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_MR,PVEM_PT_MORENA,5,ENRIQUE UC BARBOSA,1,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_MR,PVEM_PT_MORENA,6,LILY LETICIA CHAVEZ MORENO,2,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_MR,PVEM_PT_MORENA,7,JOSE ENRIQUE CHAVEZ CASTILLO,1,,MORENA
3,31,YUCATAN,,,96,TIZIMIN,REG_RP,PAN_PRI_NAY,8,JESUS MIGUEL OSORIO NOVELO,1,,PAN
3,31,YUCATAN,,,96,TIZIMIN,REG_RP,PAN_PRI_NAY,9,LEYLA GUTIERREZ PALMA,2,,PAN
3,31,YUCATAN,,,96,TIZIMIN,REG_RP,PAN_PRI_NAY,10,JORGE ALBERTO VALES TRACONIS,1,,PAN
3,31,YUCATAN,,,96,TIZIMIN,REG_RP,PVEM_PT_MORENA,11,LIGIA ROXANA OSORIO RODRIGUEZ,2,,MORENA
3,31,YUCATAN,,,97,TUNKAS,PRES_MUN,PAN,1,JORGE RICARDO KUH MENDEZ,1,,PAN
3,31,YUCATAN,,,97,TUNKAS,SIND_MR,PAN,2,PAULA MARIA MENDEZ PECH,2,,PAN
3,31,YUCATAN,,,97,TUNKAS,REG_MR,PAN,3,VALENTIN TORRES Y CANCHE,1,,PAN
3,31,YUCATAN,,,97,TUNKAS,REG_RP,PT_MORENA,4,MIZAEL EK HERRERA,1,,MORENA
3,31,YUCATAN,,,97,TUNKAS,REG_RP,NAY,5,MARIA DEL ROSARIO LEON KUH,2,,NAY
3,31,YUCATAN,,,98,TZUCACAB,PRES_MUN,PVEM,1,ERICK FERNANDO KU CAAMAL,1,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,SIND_MR,PVEM,2,SAIDY NOEMI IX CORONA,2,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_MR,PVEM,3,JORGE ALFREDO DIAZ CHABLE,1,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_MR,PVEM,4,LAURA YANETT CHI DZUL,2,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_MR,PVEM,5,HELIODORO CHABLE PUC,1,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_MR,PVEM,6,PATRICIA ARACELY HERRRERA NOVELO,2,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_MR,PVEM,7,PEDRO ROBERTO DZUL TZACUM,1,,PVEM
3,31,YUCATAN,,,98,TZUCACAB,REG_RP,PT_MORENA,8,ODISEO REYNALDO ROSADO SOSA,1,,PT
3,31,YUCATAN,,,98,TZUCACAB,REG_RP,PT_MORENA,9,CRUZI BERNALILA DORANTES VILLANUEVA,2,,PT
3,31,YUCATAN,,,98,TZUCACAB,REG_RP,PT_MORENA,10,JAVIER GERARDO BE SEGURA,1,,PT
3,31,YUCATAN,,,98,TZUCACAB,REG_RP,PT_MORENA,11,NAYBI PAMELA CAAMAL CATZIM,2,,PT
3,31,YUCATAN,,,99,UAYMA,PRES_MUN,PT_MORENA,1,WILBERT ARMIN CASTILLO ELIODORO,1,,MORENA
3,31,YUCATAN,,,99,UAYMA,SIND_MR,PT_MORENA,2,MARIA ARACELI DEL ROSARIO TAX CEME,2,,MORENA
3,31,YUCATAN,,,99,UAYMA,REG_MR,PT_MORENA,3,EDWIN HUMBERTO CANCHE TUZ,1,,MORENA
3,31,YUCATAN,,,99,UAYMA,REG_RP,PAN_PRI_PRD,4,GLORIA MARIVEL NAVARRETE COBA,2,,PAN
3,31,YUCATAN,,,99,UAYMA,REG_RP,PAN_PRI_PRD,5,JORGE KOYOC MARTIN,1,,PAN
3,31,YUCATAN,,,100,UCU,PRES_MUN,PVEM_PT_MORENA,1,GENER ISMAEL PECH LEON,1,,PVEM
3,31,YUCATAN,,,100,UCU,SIND_MR,PVEM_PT_MORENA,2,ADLEMY GUADALUPE PECH QUINTAL,2,,PVEM
3,31,YUCATAN,,,100,UCU,REG_MR,PVEM_PT_MORENA,3,JUSTO FERNANDO EK SONDA,1,,PVEM
3,31,YUCATAN,,,100,UCU,REG_MR,PAN,4,MIGUEL ANGEL MIAM AKE,1,,PAN
3,31,YUCATAN,,,100,UCU,REG_MR,NAY,5,KAREN MONSERAT HAAS MARTIN,2,,NAY
3,31,YUCATAN,,,101,UMAN,PRES_MUN,PVEM_PT_MORENA,1,KENIA WALLDINA SAURI MARADIAGA,2,,MORENA
3,31,YUCATAN,,,101,UMAN,SIND_MR,PVEM_PT_MORENA,2,HERIBERTO MARDOQUEO UICAB SAENZ,1,,MORENA
3,31,YUCATAN,,,101,UMAN,REG_RP,PVEM_PT_MORENA,3,ROCIO DEL SOCORRO CHACON YAM,2,,MORENA
3,31,YUCATAN,,,101,UMAN,REG_RP,PVEM_PT_MORENA,4,FRANCISCO JAVIER CHI MADERA,1,,MORENA
3,31,YUCATAN,,,101,UMAN,REG_RP,PVEM_PT_MORENA,5,KARIME SALOME HOIL BERRON,2,,MORENA
3,31,YUCATAN,,,101,UMAN,REG_RP,PVEM_PT_MORENA,6,VICTOR ANDRES PAREDES GONZALEZ,1,,MORENA
