CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MRCH,PUEBLO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_MORENA,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2442,1,1,23,13,3,11,38,52,84,3,2,1,1,0,0,6,0,0,0,0,237,0,20,257,553
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2443,1,1,26,11,5,12,19,55,59,3,1,5,0,0,0,2,0,0,0,0,198,0,28,226,442
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2444,2,2,69,30,10,39,42,116,130,8,6,3,0,0,0,13,0,0,0,0,466,0,21,487,947
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2445,1,1,35,10,2,19,35,79,96,6,5,5,0,0,0,12,0,0,0,0,304,0,28,332,676
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2446,3,3,100,59,16,53,71,211,271,22,8,5,1,0,0,10,0,0,0,0,827,0,54,881,2036
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2447,2,2,19,13,5,9,14,57,65,5,4,1,2,0,0,3,0,0,0,0,197,0,9,206,789
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2448,3,3,94,45,15,68,80,188,290,12,21,7,0,1,1,20,0,0,0,0,842,0,33,875,1847
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2450,2,2,117,51,6,44,25,219,148,12,3,0,1,0,0,3,0,0,0,0,629,0,44,673,1240
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2451,1,1,47,18,8,19,12,79,95,1,1,2,1,0,0,1,0,0,0,0,284,0,26,310,515
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2452,2,2,118,39,11,22,22,166,106,5,2,9,3,2,0,4,0,0,0,0,509,2,35,546,906
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2453,1,1,113,28,5,10,4,103,27,1,1,13,4,0,0,0,0,0,0,0,309,0,10,319,527
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2454,2,2,101,35,10,25,11,175,106,7,5,14,4,1,0,3,0,0,0,0,497,0,18,515,851
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2455,2,2,224,8,3,3,0,6,11,1,1,11,0,0,0,0,0,0,0,0,268,0,13,281,929
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2456,1,1,21,16,4,15,12,50,41,0,0,1,4,0,0,3,0,0,0,0,167,0,20,187,532
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2457,1,1,50,27,12,14,12,87,81,4,2,4,1,0,1,3,0,0,0,0,298,0,12,310,624
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2458,1,1,76,26,3,25,14,52,83,8,2,4,1,0,0,1,0,0,0,0,295,0,21,316,589
1,8,CHIHUAHUA,1,NUEVO CASAS GRANDES,50,NUEVO CASAS GRANDES,2459,1,1,18,22,5,12,7,31,68,3,3,5,2,0,0,2,0,0,0,0,178,0,19,197,422
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1424,10,10,125,105,12,82,61,93,1364,20,350,13,5,0,2,43,0,0,0,0,2275,1,195,2471,6296
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1425,6,6,40,56,9,63,50,56,869,12,265,2,3,0,0,12,0,0,0,0,1437,1,101,1539,4390
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1426,3,3,26,20,1,40,18,29,365,4,49,0,0,1,0,3,0,0,0,0,556,1,28,585,1591
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1427,1,1,13,9,0,15,3,14,116,0,29,0,0,0,0,0,0,0,0,0,199,0,21,220,584
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1428,2,2,19,36,4,21,16,22,260,4,30,1,0,0,0,7,0,0,0,0,420,28,7,455,1131
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1429,2,2,18,17,3,24,13,21,310,1,67,1,1,0,0,1,0,0,0,0,477,0,37,514,1329
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1430,7,7,47,68,25,94,51,71,1070,10,140,5,0,0,0,28,0,0,0,0,1609,0,136,1745,4696
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1431,2,2,33,28,0,16,11,20,192,2,39,2,2,0,0,1,0,0,0,0,346,0,27,373,825
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1432,2,2,14,23,0,21,17,18,235,2,31,2,0,0,0,1,0,0,0,0,364,0,38,402,900
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1433,2,2,19,16,2,18,12,11,241,1,33,0,1,0,0,6,0,0,0,0,360,0,36,396,957
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1434,2,2,16,18,1,8,7,19,202,0,40,1,0,0,0,3,0,0,0,0,315,0,16,331,799
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1469,3,3,29,36,1,31,20,32,354,2,54,1,1,0,0,6,0,0,0,0,567,0,33,600,1515
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1470,2,2,26,24,0,10,8,12,215,1,36,2,3,0,0,3,0,0,0,0,340,0,24,364,908
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1471,3,3,34,18,5,17,16,25,407,3,54,0,1,0,0,2,0,0,0,0,582,0,37,619,1532
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1472,2,2,24,29,3,35,13,15,347,4,56,2,1,0,0,3,0,0,0,0,532,0,33,565,1369
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1562,7,7,38,100,10,58,94,89,1070,11,67,3,5,1,0,28,0,0,0,0,1574,0,164,1738,5179
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1563,7,7,41,47,16,77,54,59,968,7,370,6,3,0,0,14,0,0,0,0,1662,1,149,1812,4927
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1564,3,3,13,24,3,30,28,27,436,2,119,5,0,0,0,13,0,0,0,0,700,1,61,762,2053
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1884,1,1,8,10,0,5,6,3,40,0,1,1,0,0,0,0,0,0,0,0,74,1,3,78,218
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1890,1,1,5,14,1,8,5,5,50,2,6,3,1,0,0,5,0,0,0,0,105,0,19,124,382
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1911,2,2,27,19,1,11,9,22,207,2,7,0,1,1,0,3,0,0,0,0,310,0,30,340,787
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1914,9,9,191,119,19,105,114,188,1979,23,221,6,4,0,0,40,0,0,0,0,3009,0,162,3171,6695
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,1915,1,1,5,10,1,6,3,1,63,1,3,0,1,0,0,4,0,0,0,0,98,0,8,106,292
1,8,CHIHUAHUA,2,JUAREZ,37,JUAREZ,2190,1,1,12,11,0,6,10,13,107,1,13,1,1,0,0,4,0,0,0,0,179,0,23,202,457
