CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,479,2,2,16,13,10,126,12,35,340,15,0,0,18,2,2,2,591,2,24,617,1055
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,480,2,2,9,16,8,159,9,37,316,8,0,0,16,0,5,4,587,0,12,599,1058
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,481,2,2,31,12,11,150,12,71,429,8,0,4,32,1,8,5,774,3,27,804,1378
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,482,1,1,9,6,3,105,10,22,204,3,0,0,13,0,1,3,379,1,19,399,704
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,483,2,2,12,13,3,154,12,31,248,2,0,1,10,0,9,5,500,1,17,518,976
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,484,2,2,14,10,4,259,6,26,237,9,0,1,10,1,2,1,580,0,20,600,1063
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,485,2,2,20,14,7,106,15,46,299,8,0,1,9,2,12,2,541,2,28,571,1037
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,486,2,2,20,5,2,151,6,23,216,7,0,0,23,0,4,1,458,0,10,468,825
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,487,2,2,11,4,4,166,10,26,207,5,0,0,9,0,3,0,445,0,13,458,782
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,488,1,1,11,6,6,128,7,27,190,2,0,0,14,0,5,0,396,0,7,403,692
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,489,1,1,17,4,1,71,4,25,242,6,0,19,19,0,0,0,408,1,8,417,666
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,490,2,2,7,10,6,155,6,23,209,6,0,2,20,4,3,2,453,1,12,466,769
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,495,1,1,6,0,4,33,13,15,203,1,0,0,13,0,6,2,296,0,10,306,594
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,496,1,1,7,1,3,36,6,20,182,1,0,2,6,0,1,5,270,0,4,274,591
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,3,3,13,9,7,183,9,35,559,9,0,1,23,0,10,1,859,0,24,883,1817
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,5,5,49,21,16,396,35,103,992,22,0,7,51,3,24,11,1730,4,54,1788,3429
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,499,1,1,8,8,2,56,5,28,178,8,0,0,7,0,5,1,306,2,10,318,680
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,3,3,15,97,7,195,176,32,337,5,0,1,11,2,6,7,891,5,17,913,1882
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,526,2,2,10,14,3,269,2,18,197,5,0,0,8,0,9,2,537,2,20,559,896
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,527,2,2,10,8,4,175,9,40,233,9,0,1,17,0,10,5,521,1,23,545,930
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,528,2,2,11,7,5,176,15,39,253,9,0,0,15,1,7,1,539,1,11,551,971
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,529,2,2,13,3,4,127,9,33,252,12,0,5,6,0,6,2,472,0,30,502,837
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,530,2,2,17,14,7,115,10,36,303,11,0,1,24,1,3,7,549,3,18,570,975
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,565,2,2,18,5,13,78,4,52,236,5,0,1,14,1,1,5,433,6,19,458,801
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,962,3,3,24,11,8,88,40,54,464,39,0,3,34,5,7,4,781,0,40,821,1908
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1113,4,4,53,29,14,389,33,91,771,15,0,3,38,3,4,3,1446,1,54,1501,2820
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1114,4,4,41,33,10,553,14,86,682,18,0,0,44,2,17,4,1504,1,56,1561,2863
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,1115,3,3,53,17,9,270,22,89,542,15,0,1,19,15,18,5,1075,1,49,1125,2069
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,252,2,2,106,19,23,40,18,10,400,11,0,7,7,0,5,5,651,0,26,677,1153
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,253,2,2,68,12,20,38,21,10,297,2,0,2,11,0,3,3,487,0,12,499,966
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,254,1,1,39,8,18,29,23,8,299,9,0,1,6,0,3,1,444,0,15,459,735
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,255,4,4,157,21,69,140,54,32,850,29,0,2,23,2,20,9,1408,0,42,1450,2562
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,256,2,2,79,17,41,44,23,22,468,16,0,5,19,1,8,0,743,0,18,761,1469
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,257,3,3,110,16,52,76,39,25,687,20,0,5,19,1,6,13,1069,0,39,1108,1857
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,258,7,7,233,28,117,192,98,55,1799,25,0,8,32,4,21,15,2627,0,45,2672,4519
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,259,3,3,87,13,42,47,49,11,755,17,0,4,16,4,11,5,1061,1,30,1092,1826
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,260,1,1,46,16,2,13,5,4,46,0,0,2,2,0,0,1,137,0,2,139,239
3,23,QUINTANA ROO,4,CANCUN,4,ISLA MUJERES,261,15,15,73,51,470,172,941,44,4123,118,0,9,109,26,45,144,6325,7,221,6553,10283
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,492,5,5,61,20,17,325,19,100,679,19,0,5,39,2,9,11,1306,2,37,1345,3019
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,493,4,4,39,18,3,194,26,66,568,7,0,10,14,1,9,6,961,4,29,994,2470
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,494,2,2,11,6,6,102,14,33,265,7,0,0,10,1,2,1,458,2,28,488,917
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,501,1,1,6,7,3,79,7,24,201,1,0,0,11,3,0,5,347,0,8,355,599
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,502,2,2,16,7,5,134,17,47,314,7,0,0,20,1,6,6,580,1,12,593,1164
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,503,2,2,12,4,2,118,8,25,239,3,0,0,11,0,7,3,432,0,11,443,907
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,504,2,2,8,4,2,137,19,37,287,3,0,1,20,0,9,3,530,4,16,550,1009
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,849,2,2,17,8,9,222,15,25,339,4,0,1,22,0,1,3,666,0,17,683,1442
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,850,2,2,19,10,9,164,12,39,321,1,0,1,26,0,6,1,609,0,17,626,1240
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,851,2,2,17,1,6,154,7,25,318,7,0,1,9,0,2,1,548,1,14,563,1315
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,853,2,2,8,5,0,116,8,24,250,10,0,1,13,0,4,2,441,0,11,452,863
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1004,3,3,19,14,8,183,18,51,416,7,0,1,20,0,0,1,738,0,12,750,1622
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1005,2,2,11,7,2,81,10,23,211,8,0,1,9,1,9,2,375,1,10,386,859
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1006,2,2,13,6,5,83,7,22,339,11,0,2,22,4,2,1,517,0,16,533,1195
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1007,1,1,9,4,2,84,7,19,191,4,0,1,10,1,0,0,332,3,7,342,744
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1008,3,3,23,9,8,391,28,49,500,9,0,0,20,1,13,6,1057,1,22,1080,2215
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1009,2,2,13,8,4,162,14,38,353,9,0,0,20,0,10,0,631,3,17,651,1330
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1010,3,3,26,12,9,167,16,59,500,10,0,1,21,1,4,5,831,3,18,852,1846
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1011,1,1,8,6,1,149,3,19,154,3,0,0,8,0,4,0,355,0,11,366,695
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1012,1,1,10,4,0,162,9,24,153,4,0,0,15,0,2,1,384,1,5,390,704
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1013,1,1,13,7,2,73,9,18,201,5,0,0,11,0,0,0,339,0,9,348,713
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1014,2,2,9,9,2,173,10,30,360,7,0,0,24,1,3,2,630,0,22,652,1382
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1015,3,3,35,10,7,213,25,54,542,11,0,0,28,2,9,8,944,0,28,972,2111
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1016,1,1,12,3,2,71,9,25,183,3,0,0,14,0,2,0,324,2,6,332,658
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1017,5,5,48,36,14,326,32,104,789,18,0,3,36,0,7,3,1416,4,53,1473,3007
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1018,2,2,67,15,12,97,15,59,380,7,0,1,24,0,5,2,684,0,16,700,1432
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1019,2,2,26,17,2,114,17,51,340,10,0,0,16,0,0,0,593,2,9,604,1376
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1020,4,4,80,29,12,245,38,76,625,20,0,1,34,0,7,5,1172,3,35,1210,2406
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1023,9,9,119,52,18,319,65,162,1181,28,0,4,58,11,8,7,2032,8,73,2113,6034
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1024,1,1,14,1,4,59,7,21,174,6,0,0,7,0,1,2,296,0,2,298,717
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1025,4,4,104,42,15,172,26,106,721,27,0,7,34,1,6,6,1267,1,39,1307,2878
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1026,5,5,27,14,3,271,26,70,570,10,0,11,20,2,3,5,1032,7,39,1078,3328
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1027,5,5,103,44,12,217,32,110,701,23,0,2,43,0,5,4,1296,4,42,1342,3177
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1028,3,3,32,12,6,103,25,55,546,12,0,0,38,0,10,6,845,2,19,866,1878
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1029,3,3,33,16,1,98,20,52,395,4,0,0,20,0,9,9,657,1,33,691,1631
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1030,2,2,35,10,4,105,13,50,365,8,0,3,32,0,17,7,649,2,26,677,1370
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1031,4,4,75,27,4,198,30,104,696,16,0,1,34,2,1,5,1193,3,30,1226,2526
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1032,5,5,22,13,8,294,29,78,634,4,0,1,22,0,23,5,1133,4,30,1167,3344
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1033,5,5,60,19,15,195,31,74,811,21,0,12,45,0,9,3,1295,0,35,1330,3357
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1034,5,5,28,21,5,262,23,199,694,17,0,2,43,4,5,8,1311,5,16,1332,3478
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1036,2,2,10,3,4,150,10,24,236,4,0,0,5,0,0,2,448,0,20,468,1282
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1037,4,4,15,12,6,247,19,60,497,7,0,1,33,0,11,9,917,2,12,931,2474
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1038,2,2,9,7,4,122,10,20,292,6,0,1,30,0,4,1,506,1,20,527,1499
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1039,4,4,17,17,3,228,24,73,577,10,0,1,43,0,9,7,1009,3,28,1040,2764
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,1041,4,4,26,19,7,145,39,63,582,11,0,1,35,0,9,6,943,3,25,971,2810
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,13,4,4,46,20,5,268,39,66,751,23,0,3,41,4,26,5,1297,20,48,1365,2530
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,14,7,7,183,71,36,230,78,199,1438,43,0,10,90,5,25,14,2422,14,64,2500,4972
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,15,5,5,101,51,17,244,41,141,950,34,0,4,63,4,16,18,1684,2,73,1759,3235
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,47,2,2,22,22,10,189,16,49,394,9,0,1,20,0,10,5,747,4,16,767,1365
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,48,2,2,19,20,9,115,16,57,418,16,0,3,40,0,4,2,719,2,28,749,1351
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,49,2,2,25,20,7,132,22,45,447,7,0,3,21,0,7,5,741,2,38,781,1490
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,50,3,3,38,23,9,237,21,101,631,23,0,2,29,6,12,5,1137,15,32,1184,2093
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,51,2,2,19,16,10,258,6,34,277,9,0,1,25,0,20,4,679,0,24,703,1170
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,52,2,2,22,17,4,133,26,61,503,2,0,1,14,2,5,1,791,0,22,813,1470
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,53,4,4,57,28,12,226,45,114,856,24,0,4,50,2,9,6,1433,1,37,1471,2596
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,70,2,2,32,17,7,102,24,51,375,6,0,5,22,1,9,0,651,0,16,667,1046
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,71,2,2,44,27,3,91,21,67,420,11,0,3,32,0,10,2,731,2,39,772,1358
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,72,3,3,53,26,14,223,29,90,653,19,0,3,40,6,15,6,1177,2,47,1226,2169
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,811,2,2,17,15,3,115,13,40,317,3,0,0,7,1,9,5,545,0,27,572,1095
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,812,2,2,32,9,5,142,7,35,373,14,0,2,13,0,3,3,638,0,18,656,1412
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,813,2,2,12,18,4,167,16,16,276,4,0,1,14,0,8,3,539,0,18,557,1279
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,814,2,2,58,20,9,88,17,86,409,13,0,3,16,0,4,4,727,3,25,755,1370
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,815,2,2,52,19,6,83,14,61,307,15,0,2,21,0,3,7,590,1,15,606,1135
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,816,2,2,20,11,5,84,26,37,381,4,0,1,13,0,1,1,584,0,20,604,1293
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,817,2,2,58,16,5,69,17,42,311,11,0,6,21,1,4,10,571,3,14,588,1117
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,818,2,2,14,9,8,144,17,43,358,12,0,4,0,6,0,0,615,1,26,642,1340
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,819,2,2,26,14,6,78,10,28,230,8,0,2,10,0,4,3,419,4,14,437,876
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,820,1,1,4,1,3,142,5,15,183,4,0,0,11,2,0,3,373,2,16,391,744
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,821,1,1,13,12,2,90,7,26,169,3,0,1,13,0,1,4,341,4,29,374,656
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,822,3,3,27,8,10,148,16,66,636,9,0,0,37,0,2,1,960,2,24,986,1920
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,823,1,1,11,5,5,53,12,30,221,7,0,0,13,1,3,3,364,0,17,381,742
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,824,1,1,14,9,5,112,9,32,144,9,0,3,15,0,3,1,356,5,12,373,689
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,825,2,2,25,10,3,120,14,38,253,7,0,1,15,2,2,1,491,0,10,501,938
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,826,12,12,46,30,22,644,62,154,1928,41,0,2,115,3,35,13,3095,8,73,3176,8278
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,827,1,1,18,4,7,41,8,24,190,5,0,2,16,0,3,8,326,1,13,340,590
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,828,2,2,43,35,4,44,17,55,388,16,0,2,28,1,7,3,643,9,18,670,1123
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,829,1,1,7,7,1,62,11,23,236,7,0,0,7,0,3,1,365,4,5,374,661
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,830,2,2,25,9,13,73,52,35,265,4,0,0,19,1,5,1,502,6,13,521,951
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,831,1,1,9,6,2,91,4,26,176,3,0,0,20,1,0,4,342,0,8,350,519
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,832,2,2,40,16,4,59,13,45,261,8,0,0,16,0,7,3,472,2,10,484,842
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,833,2,2,16,7,2,83,13,40,232,7,0,0,17,1,6,3,427,3,16,446,792
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,834,1,1,20,13,1,66,11,21,169,5,0,2,14,0,2,1,325,1,10,336,555
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,835,1,1,30,8,5,95,7,27,21,4,0,3,6,0,5,0,211,1,7,219,532
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,836,1,1,35,10,4,80,13,21,210,3,0,2,9,0,0,1,388,0,9,397,633
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,837,2,2,18,6,5,116,15,35,265,7,0,3,18,0,5,3,496,2,15,513,786
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,838,1,1,9,6,2,28,4,19,143,6,0,0,8,0,4,2,231,0,7,238,382
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,839,2,2,23,5,4,162,8,33,346,4,0,1,34,2,9,3,634,3,17,654,1408
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,840,1,1,11,8,4,73,8,29,172,6,0,0,12,2,5,1,331,2,10,343,557
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,841,2,2,36,6,2,130,13,50,259,9,0,2,19,1,10,6,543,5,23,571,1010
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,842,2,2,19,7,7,125,10,42,328,5,0,0,19,0,1,4,567,1,17,585,927
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,843,1,1,11,2,3,53,5,29,172,2,0,0,6,0,0,2,285,3,6,294,475
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,844,1,1,20,13,4,124,10,26,160,5,0,0,4,0,3,1,370,0,17,387,666
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,845,2,2,17,5,5,101,14,48,258,4,0,3,10,1,2,3,471,1,17,489,804
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,846,2,2,30,10,7,138,14,33,291,4,0,2,7,0,6,3,545,1,20,566,1117
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1035,1,1,31,11,2,63,6,32,144,6,0,2,7,1,0,1,306,2,5,313,592
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1040,2,2,53,29,9,100,24,80,384,12,0,2,15,1,6,7,722,1,32,755,1345
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1042,2,2,34,10,6,89,11,45,441,12,0,4,23,0,0,4,679,2,34,715,1421
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1055,1,1,7,4,2,84,5,13,137,2,0,1,8,0,7,1,271,0,2,273,567
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1056,2,2,23,6,2,139,11,33,256,4,0,0,22,0,5,3,504,0,10,514,1075
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1060,2,2,2,11,3,118,14,13,251,0,0,1,14,0,6,3,436,0,6,442,1248
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1061,2,2,7,8,4,133,19,29,307,2,0,0,21,0,4,3,537,1,13,551,1446
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1062,4,4,26,10,4,318,23,43,507,8,0,4,40,0,3,0,986,0,22,1008,2563
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1063,2,2,6,7,11,183,7,15,216,4,0,0,11,0,4,1,465,0,14,479,1072
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1064,2,2,3,6,2,125,12,18,298,5,0,1,19,0,9,6,504,1,16,521,1224
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1083,3,3,91,43,7,163,30,88,689,10,0,5,39,1,6,2,1174,9,24,1207,2147
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1084,3,3,55,33,13,150,22,78,401,11,0,2,13,0,6,2,786,13,32,831,1564
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1085,2,2,23,18,11,213,23,41,333,14,0,3,20,0,12,10,721,1,30,752,1418
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1086,4,4,90,24,16,292,45,115,780,22,0,8,48,0,9,6,1455,10,55,1520,2790
3,23,QUINTANA ROO,6,CANCUN,1,BENITO JUAREZ,1087,3,3,36,14,17,229,17,70,531,16,0,4,46,0,0,0,980,1,39,1020,1801
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,18,2,2,29,21,7,157,27,50,383,8,0,1,19,0,10,2,714,1,17,732,1343
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,19,2,2,20,22,3,209,19,48,432,14,0,1,19,0,8,5,800,1,26,827,1467
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,20,2,2,42,13,4,163,22,78,377,8,0,3,29,0,9,6,754,0,19,773,1316
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,21,2,2,48,28,8,103,22,50,223,6,0,4,19,0,3,2,516,0,25,541,948
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,22,2,2,31,17,1,67,19,48,305,5,0,2,15,0,5,1,516,1,12,529,975
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,23,1,1,30,7,4,70,5,44,220,9,0,2,11,0,4,1,407,0,11,418,737
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,24,2,2,46,28,7,133,16,56,349,17,0,3,18,2,7,8,690,0,22,712,1169
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,25,1,1,23,11,2,72,10,24,201,9,0,1,19,1,8,4,385,3,8,396,691
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,43,2,2,14,10,3,115,23,42,283,6,0,0,23,2,7,5,533,0,15,548,853
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,44,2,2,8,5,4,54,2,72,166,9,0,24,102,0,155,4,605,6,27,638,1174
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,45,2,2,53,29,4,104,22,53,337,4,0,3,27,3,10,2,651,0,23,674,1128
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,46,2,2,20,17,9,137,9,60,414,9,0,2,18,0,15,4,714,3,22,739,1442
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,54,4,4,68,35,12,207,28,113,778,17,0,3,39,4,29,11,1344,5,44,1393,2496
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,55,2,2,26,14,12,149,18,46,343,12,0,2,28,1,8,3,662,0,28,690,1195
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,56,2,2,28,14,2,134,10,39,311,12,0,1,20,0,6,2,579,2,29,610,1026
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,500,2,2,23,8,5,80,16,36,361,14,0,1,20,0,6,3,573,1,29,603,1231
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,505,2,2,15,3,1,69,3,22,305,7,0,1,13,0,7,8,454,1,15,470,854
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,506,2,2,7,4,5,67,8,14,249,4,0,0,12,0,2,0,372,0,7,379,781
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,507,1,1,7,5,4,38,8,16,186,5,0,0,19,0,1,1,290,1,8,299,552
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,508,2,2,8,2,3,105,11,29,276,4,0,1,8,0,2,0,449,3,9,461,780
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,509,1,1,10,1,2,69,7,12,117,2,0,0,13,0,0,2,235,4,5,244,426
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,511,2,2,9,11,12,84,26,32,446,2,0,1,24,3,6,8,664,2,27,693,1428
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,512,1,1,12,7,7,38,20,14,185,0,0,1,9,2,3,3,301,1,14,316,638
