CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,513,1,1,6,3,5,97,6,15,185,5,0,0,11,1,5,0,339,3,9,351,702
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,514,2,2,11,6,2,86,11,29,304,7,0,0,10,1,6,2,475,0,9,484,859
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,515,1,1,18,7,2,49,9,24,246,1,0,0,13,0,1,1,371,1,13,385,740
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,516,3,3,53,22,7,99,22,68,497,15,0,2,37,1,12,4,839,4,32,875,1636
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,517,1,1,16,6,2,57,2,24,180,4,0,0,12,2,8,6,319,0,4,323,572
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,518,2,2,41,15,9,114,12,72,402,10,0,4,27,12,5,2,725,2,15,742,1363
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,519,2,2,27,12,6,63,10,56,364,7,0,0,27,1,3,0,576,1,7,584,962
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,520,2,2,19,6,10,218,9,64,380,9,0,2,32,0,11,2,762,4,21,787,1364
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,521,2,2,46,16,5,108,26,56,410,5,0,1,35,0,9,6,723,1,27,751,1340
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,522,3,3,21,32,9,203,31,93,518,13,0,1,31,3,14,11,980,1,37,1018,1899
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,523,1,1,17,8,6,50,7,25,199,8,0,1,13,0,3,3,340,5,0,345,599
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,524,1,1,5,5,3,107,6,27,180,9,0,0,12,0,6,2,362,1,14,377,661
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,525,2,2,9,8,12,160,10,52,388,13,0,0,19,1,11,5,688,0,20,708,1363
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,531,2,2,19,15,9,103,13,46,364,4,0,3,21,1,2,3,603,2,21,626,1194
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,532,2,2,18,2,10,78,14,36,251,8,0,1,9,2,4,6,439,0,18,457,819
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,533,2,2,50,31,9,113,21,62,406,10,0,0,28,1,3,8,742,4,15,761,1270
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,534,2,2,13,6,7,136,8,40,297,7,0,0,17,3,2,4,540,0,20,560,907
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,535,2,2,35,10,7,67,19,54,321,11,0,2,13,1,4,2,546,5,17,568,966
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,536,3,3,38,17,9,97,22,79,508,16,0,2,24,1,12,9,834,3,20,857,1648
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,537,1,1,21,15,5,42,11,27,227,1,0,1,5,1,3,3,362,1,14,377,645
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,538,2,2,30,14,2,53,20,61,366,8,0,1,15,0,7,4,581,1,15,597,992
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,539,2,2,25,11,4,67,12,51,278,9,0,2,16,0,2,5,482,5,18,505,920
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,540,1,1,3,1,7,87,5,15,149,2,0,0,5,1,2,2,279,0,17,296,510
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,541,1,1,9,4,3,76,17,17,224,5,0,0,11,0,8,1,375,1,12,388,709
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,542,2,2,15,9,5,56,11,34,243,8,0,0,9,2,6,0,398,15,22,435,765
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,543,2,2,27,5,7,50,15,50,231,7,0,3,12,0,2,5,414,1,18,433,762
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,544,2,2,13,3,2,75,7,35,303,7,0,1,19,0,7,4,476,7,10,493,881
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,545,1,1,5,8,4,75,9,35,213,6,0,1,0,13,5,2,376,2,23,401,730
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,546,2,2,22,8,3,96,12,24,256,5,0,0,16,1,2,5,450,2,18,470,843
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,547,2,2,25,15,8,119,9,37,253,5,0,2,24,1,11,2,511,3,15,529,896
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,548,2,2,23,11,16,147,12,61,414,7,0,1,18,3,8,8,729,0,18,747,1320
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,549,2,2,16,9,9,80,18,35,222,1,0,1,19,3,7,5,425,3,11,439,809
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,550,1,1,6,5,4,87,8,33,220,7,0,0,5,0,8,0,383,3,5,391,745
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,551,2,2,14,4,7,121,14,43,322,9,0,3,16,1,5,15,574,1,24,599,1026
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,552,1,1,8,15,1,61,10,38,216,4,0,0,8,1,5,1,368,0,10,378,741
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,553,2,2,15,16,6,76,7,25,245,13,0,2,21,0,5,7,438,0,15,453,806
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,554,1,1,6,7,4,102,8,30,225,5,0,0,0,0,0,0,387,0,14,401,698
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,555,1,1,10,4,5,49,8,27,142,6,0,0,15,1,4,2,273,1,17,291,530
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,556,2,2,19,8,3,134,10,27,284,8,0,11,8,2,8,0,522,0,17,539,937
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,557,1,1,8,0,6,96,6,28,194,5,0,2,0,0,0,6,351,0,10,361,641
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,558,2,2,19,10,2,120,9,34,287,3,0,0,9,0,3,0,496,0,5,501,925
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,559,2,2,27,15,9,111,16,45,314,9,0,1,30,0,2,3,582,0,26,608,1112
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,560,1,1,5,5,4,93,8,36,212,6,0,0,9,1,0,1,380,0,6,386,714
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,561,2,2,17,6,4,97,9,29,275,2,0,0,4,0,6,0,449,0,12,461,868
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,562,2,2,20,14,3,110,14,38,251,7,0,0,5,0,4,5,471,5,15,491,839
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,563,2,2,17,8,6,91,12,42,271,4,0,2,24,0,2,1,480,2,20,502,921
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,564,2,2,27,13,4,111,18,49,252,7,0,0,18,2,3,4,508,0,16,524,964
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,566,2,2,17,5,6,102,7,41,256,8,0,0,7,0,6,3,458,3,13,474,833
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,567,2,2,28,8,4,102,13,42,213,8,0,1,20,3,5,4,451,0,14,465,757
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,568,2,2,19,12,4,73,13,44,280,7,0,2,23,1,2,3,483,2,17,502,910
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,569,2,2,18,15,2,96,11,34,270,5,0,0,9,0,7,5,472,2,14,488,884
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,570,2,2,19,8,1,68,13,33,304,7,0,3,21,0,8,4,489,1,16,506,923
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,571,2,2,27,8,5,98,18,36,381,13,0,1,15,0,11,4,617,1,16,634,1233
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,572,1,1,13,5,2,85,9,14,182,4,0,0,10,0,6,0,330,0,13,343,639
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,573,2,2,9,7,5,90,11,38,262,8,0,2,15,2,9,4,462,0,24,486,837
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,574,1,1,10,4,3,57,7,22,171,2,0,0,6,0,2,2,286,0,16,302,507
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,575,2,2,12,7,10,68,13,39,287,3,0,0,9,6,0,5,459,3,12,474,861
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,576,1,1,13,6,1,130,6,16,212,4,0,0,9,1,1,7,406,0,12,418,665
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,577,1,1,15,13,1,119,5,16,174,7,0,1,10,1,3,4,369,0,11,380,639
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,852,4,4,110,35,11,150,33,112,677,23,0,8,36,3,10,8,1216,4,31,1251,2597
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,854,2,2,40,16,8,92,24,80,396,3,0,4,32,0,5,4,704,0,28,732,1266
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,855,2,2,26,15,7,69,13,60,296,14,0,2,13,1,4,5,525,5,9,539,1004
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,856,1,1,11,6,6,45,8,25,201,6,0,1,13,0,5,5,332,1,12,345,645
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,857,2,2,57,24,12,72,20,72,444,6,0,0,33,1,5,4,750,0,12,762,1287
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,858,1,1,11,7,2,42,6,31,212,2,0,0,10,0,5,4,332,2,10,344,672
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,859,1,1,24,11,7,43,10,33,216,5,0,4,20,1,5,4,383,2,10,395,736
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,860,2,2,20,10,6,67,15,43,314,16,0,1,21,1,0,1,515,0,16,531,1018
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,861,2,2,41,24,10,96,10,49,329,7,0,1,19,0,1,1,588,0,18,606,1092
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,862,2,2,58,16,12,92,17,56,379,12,0,3,17,1,10,7,680,3,28,711,1368
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,863,2,2,21,10,1,106,18,56,418,14,0,1,18,2,3,3,671,4,19,694,1408
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,864,1,1,16,15,5,45,7,33,188,6,0,0,11,0,4,3,333,2,6,341,632
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,865,1,1,11,15,3,63,6,13,165,2,0,0,9,1,2,1,291,0,12,303,629
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,866,2,2,32,12,4,127,17,46,366,12,0,1,26,0,5,12,660,3,16,679,1251
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,867,2,2,28,8,6,95,19,40,358,6,0,1,19,0,9,4,593,1,12,606,1036
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,868,2,2,12,2,3,107,10,36,231,6,0,0,22,0,8,3,440,0,9,449,773
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,869,1,1,28,10,3,91,6,30,202,9,0,1,13,1,1,2,397,0,10,407,692
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,870,1,1,19,12,1,45,6,34,137,7,0,2,11,0,3,5,282,3,12,297,528
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,871,1,1,13,8,1,61,11,24,171,5,0,1,10,1,4,0,310,0,6,316,466
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,872,2,2,29,16,5,82,13,36,273,9,0,4,14,0,5,5,491,0,17,508,821
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,873,1,1,0,14,3,83,4,20,142,3,0,1,8,0,0,1,279,0,9,288,484
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,1021,2,2,38,19,8,99,18,50,361,9,0,0,26,2,6,2,638,3,11,652,1350
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,1088,2,2,24,11,9,81,17,50,417,7,0,2,23,0,5,2,648,0,11,659,1297
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,1089,4,4,70,31,12,178,33,103,737,15,0,5,29,0,7,7,1227,3,35,1265,2318
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,1090,3,3,50,24,10,167,30,104,699,13,0,2,22,1,17,4,1143,3,32,1178,2013
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,37,2,2,16,7,1,47,12,21,218,3,0,0,6,3,4,7,345,2,8,355,759
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,38,2,2,17,10,2,43,12,23,201,6,0,10,11,2,5,1,343,2,14,359,901
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,39,1,1,8,8,2,33,9,20,170,1,0,2,7,0,4,4,268,0,9,277,613
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,40,2,2,23,10,5,69,8,32,250,6,0,0,12,12,3,1,431,0,15,446,1091
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,57,3,3,122,40,10,122,24,106,440,15,0,5,28,1,5,7,925,3,29,957,1702
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,58,1,1,54,16,10,65,11,36,195,10,0,1,10,0,1,4,413,2,15,430,694
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,59,2,2,93,35,7,91,16,60,308,14,0,4,18,0,4,1,651,0,26,677,1138
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,60,3,3,43,29,13,227,17,63,493,9,0,2,14,0,8,3,921,2,27,950,1560
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,61,2,2,40,12,5,111,11,53,283,10,0,1,12,0,4,1,543,1,18,562,917
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,62,2,2,27,15,14,87,15,40,273,13,0,0,9,1,9,2,505,2,19,526,909
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,63,2,2,33,9,4,90,10,28,199,3,0,1,15,6,4,5,407,1,7,415,751
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,64,2,2,21,17,5,79,17,25,248,8,0,1,25,0,3,2,451,3,10,464,882
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,65,2,2,36,11,4,47,13,38,323,13,0,1,18,1,9,8,522,0,22,544,1041
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,66,1,1,18,6,7,79,11,16,137,5,0,2,8,0,8,1,298,0,17,315,662
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,67,1,1,15,2,4,91,11,19,150,0,0,0,11,2,9,2,316,0,14,330,730
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,68,1,1,18,10,4,0,9,20,161,4,0,0,0,0,0,0,226,0,0,226,700
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,69,1,1,14,9,7,22,3,15,189,5,0,2,11,0,5,4,286,0,6,292,593
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,76,3,3,178,51,17,138,20,103,552,19,0,2,26,2,7,2,1117,5,38,1160,1896
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,77,2,2,93,22,4,55,5,55,238,11,0,1,15,0,1,3,503,5,15,523,965
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,78,2,2,68,23,6,105,8,52,335,8,0,1,6,0,5,5,622,5,19,646,1054
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,79,2,2,48,20,5,100,8,43,248,9,0,4,15,0,2,2,504,2,17,523,962
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,80,1,1,19,11,6,126,7,29,173,3,0,3,15,1,5,1,399,0,12,411,739
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,81,2,2,18,8,8,131,14,14,193,0,0,0,24,2,4,0,416,1,25,442,840
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,82,1,1,28,9,6,78,14,26,208,5,0,4,0,0,13,0,391,0,17,408,732
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,83,2,2,26,10,2,119,14,32,193,9,0,0,19,0,3,0,427,1,19,447,924
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,84,2,2,13,7,5,80,5,19,179,3,0,0,14,1,9,2,337,1,11,349,920
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,85,2,2,17,6,4,62,11,13,166,2,0,2,11,0,3,1,298,1,8,307,898
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,86,2,2,26,13,6,95,10,29,257,6,0,1,24,0,5,2,474,1,20,495,1038
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,87,1,1,8,5,0,115,5,24,121,5,0,0,12,0,0,0,295,0,12,307,731
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,88,1,1,21,6,6,109,6,11,122,1,0,0,8,0,4,0,294,0,6,300,586
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,89,1,1,17,10,1,78,11,24,122,3,0,0,7,0,6,0,279,0,8,287,566
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,90,2,2,67,25,7,161,16,54,329,9,0,3,26,0,0,2,699,0,23,722,1269
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,91,2,2,68,23,11,143,22,49,371,12,0,4,18,0,6,2,729,2,23,754,1300
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,92,2,2,124,20,13,102,20,32,258,9,0,5,11,1,4,0,599,0,15,614,1138
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,93,3,3,270,50,19,192,21,78,335,11,0,9,17,0,4,3,1009,2,22,1033,1912
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,94,2,2,41,29,3,184,18,37,404,8,0,0,103,0,10,5,842,0,24,866,1246
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,95,1,1,19,6,2,123,9,17,125,2,0,0,4,0,4,2,313,0,12,325,561
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,96,2,2,19,7,5,98,5,21,153,3,0,4,7,2,0,1,325,0,10,335,791
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,97,1,1,9,9,2,26,4,17,119,0,0,1,7,0,4,1,199,0,5,204,586
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,98,1,1,24,7,2,65,9,30,200,3,0,0,16,0,7,3,366,1,20,387,724
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,99,1,1,21,8,2,85,2,17,137,3,0,2,8,1,4,2,292,2,11,305,593
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,100,2,2,39,20,5,66,15,40,223,4,0,1,4,0,2,1,420,0,14,434,845
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,105,2,2,135,35,7,104,20,56,298,8,0,2,21,0,5,2,693,2,14,709,1091
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,106,2,2,94,24,8,59,12,46,242,10,0,5,21,0,2,3,526,1,23,550,875
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,107,2,2,36,11,3,219,19,36,305,9,0,1,15,1,11,4,670,1,29,700,1172
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,108,2,2,33,10,7,114,9,26,256,9,0,1,13,1,10,3,492,3,23,518,931
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,109,2,2,45,15,7,106,19,59,284,8,0,6,12,0,7,1,569,2,26,597,1126
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,110,2,2,61,16,12,49,15,36,235,9,0,2,8,0,5,2,450,0,15,465,902
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,111,1,1,18,10,2,20,6,19,118,5,0,0,11,0,0,0,209,0,10,219,513
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,112,1,1,17,8,7,38,5,18,135,3,0,0,6,0,0,0,237,0,6,243,531
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,113,1,1,24,13,4,29,12,31,122,4,0,0,11,0,6,0,256,0,11,267,737
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,114,1,1,13,5,3,36,3,10,120,3,0,0,4,0,5,3,205,0,6,211,728
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,115,2,2,16,7,12,51,12,28,140,3,0,1,13,2,4,3,292,1,17,310,943
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,116,2,2,54,27,15,84,13,49,207,8,0,0,10,0,8,5,480,1,18,499,968
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,117,2,2,187,30,18,100,11,47,235,9,0,3,17,2,8,2,669,0,19,688,1097
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,118,1,1,11,13,4,44,5,17,111,2,0,0,2,1,4,0,214,0,43,257,527
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,119,1,1,130,23,12,15,4,14,67,3,0,4,2,0,1,1,276,0,9,285,528
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,120,2,2,68,33,2,65,14,33,205,4,0,4,6,0,1,0,435,2,9,446,823
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,121,1,1,51,19,10,44,5,42,137,4,0,2,13,0,2,1,330,1,14,345,643
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,122,1,1,106,24,10,30,6,37,162,9,0,3,12,0,4,0,403,1,13,417,734
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,123,2,2,126,22,6,39,13,44,174,4,0,9,17,2,2,3,461,1,6,468,754
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,124,2,2,106,30,10,88,10,40,215,14,0,14,15,0,3,1,546,1,14,561,892
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,125,2,2,127,45,15,133,10,34,178,3,0,2,6,1,2,1,557,0,15,572,904
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,126,8,8,1107,205,62,235,80,258,1193,54,0,41,70,2,13,8,3328,7,77,3412,5857
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,128,3,3,338,84,36,80,16,84,340,12,0,12,32,1,8,1,1044,1,30,1075,1831
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,129,1,1,119,15,4,19,7,25,67,8,0,0,4,0,0,1,269,0,9,278,458
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,130,1,1,117,27,11,30,6,20,103,7,0,7,13,0,4,3,348,0,8,356,616
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,131,2,2,62,27,7,85,12,38,248,7,0,3,17,1,3,4,514,0,16,530,824
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,132,2,2,70,31,6,81,7,37,196,8,0,2,7,1,4,2,452,2,10,464,773
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,133,2,2,133,44,12,48,7,30,207,5,0,7,16,1,2,3,515,3,13,531,982
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,134,2,2,77,32,4,69,7,28,163,6,0,3,7,4,5,2,407,1,17,425,861
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,135,2,2,70,12,0,35,6,27,162,5,0,4,12,0,4,2,339,0,13,352,864
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,136,1,1,95,26,8,18,9,17,79,4,0,2,8,0,0,2,268,0,6,274,476
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,137,3,3,28,10,81,9,11,24,161,4,0,0,5,0,2,4,339,0,15,354,609
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,138,1,1,101,29,10,35,7,34,128,2,0,5,5,0,4,0,360,5,8,373,641
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,139,2,2,95,31,12,58,12,34,188,12,0,6,15,1,2,0,466,0,15,481,853
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,140,1,1,95,20,11,34,7,29,127,3,0,3,4,1,2,1,337,0,8,345,622
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,141,1,1,86,21,10,35,9,29,125,5,0,4,7,0,0,0,331,1,9,341,638
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,142,1,1,114,32,10,29,5,16,154,8,0,1,6,0,1,1,377,0,10,387,661
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,143,2,2,93,22,9,54,9,30,136,4,0,2,15,0,2,1,377,0,15,392,754
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,144,2,2,173,39,12,27,5,19,118,3,0,4,6,0,2,0,408,0,8,416,799
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,145,1,1,116,25,8,19,7,20,96,6,0,9,2,1,0,4,313,2,7,322,673
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,146,9,9,1945,270,116,162,71,153,657,56,0,59,44,4,6,5,3548,5,60,3613,5942
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,147,11,11,1709,344,134,274,91,325,1426,80,0,50,70,4,16,18,4541,10,136,4687,7901
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,5,5,846,162,68,98,29,86,365,33,0,29,17,0,2,3,1738,0,38,1776,3059
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,162,1,1,94,27,11,12,9,23,85,6,0,2,0,0,1,0,270,0,20,290,556
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,169,6,6,1139,119,64,137,26,50,259,15,0,15,9,0,1,3,1837,0,28,1865,3058
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,170,4,4,786,125,59,109,22,41,214,13,0,11,7,0,0,4,1391,0,33,1424,2668
