CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,151,C,5,0,C05,0,83,22,9,31,7,36,195,9,0,1,7,1,4,1,406,1,12,419,712,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,151,C,6,0,C06,0,84,21,9,57,15,31,160,6,0,1,9,0,2,3,398,2,15,415,712,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,152,B,1,0,B,0,8,6,1,109,9,18,138,4,0,1,11,1,5,0,311,0,11,322,528,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,152,C,1,0,C01,0,13,7,4,72,4,18,139,6,0,2,12,0,0,1,278,0,10,288,528,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,152,C,2,0,C02,0,11,7,2,114,9,18,120,9,0,0,10,2,5,1,308,1,15,324,528,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,153,B,1,0,B,0,17,6,2,160,9,26,168,3,0,2,18,1,3,1,416,0,11,427,716,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,153,C,1,0,C01,0,23,10,5,151,7,15,165,1,0,3,13,4,4,3,404,2,15,421,715,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,155,B,1,0,B,0,15,4,3,121,9,21,170,4,0,3,17,0,4,3,374,3,2,379,609,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,155,C,1,0,C01,0,11,3,4,125,5,21,149,2,0,0,11,0,8,4,343,0,14,357,608,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,156,B,1,0,B,0,30,9,3,74,5,28,196,5,0,0,18,0,4,5,377,4,12,393,707,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,156,C,1,0,C01,0,20,9,1,53,11,24,222,4,0,1,8,2,4,1,360,0,13,373,706,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,157,B,1,0,B,0,40,6,7,42,12,25,183,3,0,4,15,0,0,0,337,2,5,344,639,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,157,C,1,0,C01,0,31,10,2,54,12,32,198,3,0,0,17,2,2,1,364,0,12,376,638,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,158,B,1,0,B,0,16,4,3,139,4,23,128,4,0,2,15,3,4,4,349,0,8,357,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,158,C,1,0,C01,0,9,10,2,129,6,17,151,6,0,0,12,0,3,2,347,0,16,363,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,159,B,1,0,B,0,20,6,3,117,8,21,189,5,0,2,13,0,5,1,390,0,9,399,694,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,159,C,1,0,C01,0,17,7,5,113,14,22,174,5,0,1,12,0,3,1,374,0,13,387,693,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,B,1,0,B,0,170,30,11,19,7,11,73,9,0,5,5,0,1,0,341,0,10,351,612,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,C,1,0,C01,0,167,38,11,18,6,23,68,3,0,5,3,0,0,1,343,0,11,354,612,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,C,2,0,C02,0,153,42,10,25,6,19,71,5,0,5,3,0,0,1,340,0,5,345,612,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,C,3,0,C03,0,170,29,19,14,2,18,78,7,0,10,4,0,1,0,352,0,6,358,612,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,161,C,4,0,C04,0,186,23,17,22,8,15,75,9,0,4,2,0,0,1,362,0,6,368,611,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,162,B,1,0,B,0,94,27,11,12,9,23,85,6,0,2,0,0,1,0,270,0,20,290,556,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,163,B,1,0,B,0,21,11,2,88,5,18,188,4,0,0,12,0,3,1,353,0,23,376,665,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,163,C,1,0,C01,0,18,5,2,88,7,32,157,6,0,2,18,0,3,1,339,0,9,348,665,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,163,C,2,0,C02,0,25,11,2,95,14,25,139,2,0,0,12,1,4,1,331,1,11,343,665,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,B,1,0,B,0,51,21,4,70,14,38,172,6,0,4,12,0,4,4,400,2,6,408,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,1,0,C01,0,40,7,2,72,6,36,224,2,0,0,17,0,0,3,409,0,17,426,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,2,0,C02,0,52,16,2,73,6,31,195,10,0,2,9,0,5,2,403,1,11,415,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,3,0,C03,0,34,14,4,64,7,32,175,4,0,3,11,0,4,3,355,2,10,367,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,4,0,C04,0,46,14,2,51,10,30,205,7,0,0,12,1,7,3,388,0,9,397,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,5,0,C05,0,54,16,6,79,13,25,169,13,0,2,8,0,7,1,393,3,5,401,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,6,0,C06,0,47,16,7,51,19,45,157,0,0,5,19,0,0,0,366,0,7,373,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,164,C,7,0,C07,0,57,18,6,72,10,26,182,11,0,0,7,1,3,5,398,0,7,405,667,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,165,B,1,0,B,0,19,7,2,97,9,16,157,2,0,3,10,1,2,1,326,0,14,340,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,165,C,1,0,C01,0,19,9,1,91,7,21,148,4,0,1,9,0,4,3,317,2,13,332,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,167,B,1,0,B,0,19,7,0,133,9,3,138,6,0,2,11,3,8,0,339,1,9,349,715,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,167,C,1,0,C01,0,17,13,3,134,4,21,162,3,0,0,15,0,0,7,379,0,10,389,714,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,168,B,1,0,B,0,110,20,12,62,8,43,147,8,0,5,6,1,2,3,427,0,12,439,726,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,168,C,1,0,C01,0,119,27,7,64,6,31,138,1,0,4,10,1,3,3,414,1,13,428,726,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,168,C,2,0,C02,0,127,21,9,61,10,55,147,8,0,5,7,1,2,4,457,1,11,469,726,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,168,C,3,0,C03,0,84,27,5,83,10,41,166,10,0,4,0,12,5,4,451,0,15,466,726,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,2,CANCUN,1,BENITO JUAREZ,168,C,4,0,C04,0,123,19,9,55,11,25,142,7,0,3,20,0,3,4,421,0,18,439,726,COTEJADO EN PLENO,,,
