CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,494,B,1,0,B,0,8,4,6,54,6,17,127,3,0,0,4,0,0,0,229,1,19,249,459,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,494,C,1,0,C01,0,3,2,0,48,8,16,138,4,0,0,6,1,2,1,229,1,9,239,458,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,495,B,1,0,B,0,6,0,4,33,13,15,203,1,0,0,13,0,6,2,296,0,10,306,594,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,496,B,1,0,B,0,7,1,3,36,6,20,182,1,0,2,6,0,1,5,270,0,4,274,591,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,B,1,0,B,0,5,4,2,76,4,13,186,5,0,0,8,0,2,0,305,0,11,316,606,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,C,1,0,C01,0,4,3,2,48,2,14,176,1,0,1,8,0,4,1,264,0,9,273,606,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,497,C,2,0,C02,0,4,2,3,59,3,8,197,3,0,0,7,0,4,0,290,0,4,294,605,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,B,1,0,B,0,13,3,4,99,5,19,198,4,0,0,14,0,7,1,367,1,15,383,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,1,0,C01,0,6,6,2,64,8,24,188,2,0,1,7,0,3,6,317,0,10,327,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,2,0,C02,0,11,5,4,84,12,16,188,3,0,3,8,1,3,0,338,2,9,349,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,3,0,C03,0,12,4,2,77,3,24,209,5,0,1,13,2,8,4,364,0,12,376,686,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,498,C,4,0,C04,0,7,3,4,72,7,20,209,8,0,2,9,0,3,0,344,1,8,353,685,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,499,B,1,0,B,0,8,8,2,56,5,28,178,8,0,0,7,0,5,1,306,2,10,318,680,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,500,B,1,0,B,0,12,5,4,40,8,18,175,10,0,0,10,0,1,2,285,1,16,302,616,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,500,C,1,0,C01,0,11,3,1,40,8,18,186,4,0,1,10,0,5,1,288,0,13,301,615,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,501,B,1,0,B,0,6,7,3,79,7,24,201,1,0,0,11,3,0,5,347,0,8,355,599,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,502,B,1,0,B,0,12,7,2,67,4,24,168,1,0,0,12,1,4,4,306,0,5,311,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,502,C,1,0,C01,0,4,0,3,67,13,23,146,6,0,0,8,0,2,2,274,1,7,282,582,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,503,B,1,0,B,0,8,2,2,55,5,16,130,3,0,0,3,0,3,2,229,0,5,234,454,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,503,C,1,0,C01,0,4,2,0,63,3,9,109,0,0,0,8,0,4,1,203,0,6,209,453,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,504,B,1,0,B,0,2,3,1,64,11,16,150,1,0,0,11,0,1,2,262,1,10,273,505,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,5,CANCUN,1,BENITO JUAREZ,504,C,1,0,C01,0,6,1,1,73,8,21,137,2,0,1,9,0,8,1,268,3,6,277,504,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,505,B,1,0,B,0,5,2,1,34,2,11,152,5,0,0,8,0,2,3,225,0,8,233,427,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,505,C,1,0,C01,0,10,1,0,35,1,11,153,2,0,1,5,0,5,5,229,1,7,237,427,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,506,B,1,0,B,0,4,2,2,37,5,8,133,3,0,0,5,0,2,0,201,0,4,205,391,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,506,C,1,0,C01,0,3,2,3,30,3,6,116,1,0,0,7,0,0,0,171,0,3,174,390,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,507,B,1,0,B,0,7,5,4,38,8,16,186,5,0,0,19,0,1,1,290,1,8,299,552,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,508,B,1,0,B,0,1,0,1,46,6,16,146,2,0,0,3,0,0,0,221,0,5,226,390,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,508,C,1,0,C01,0,7,2,2,59,5,13,130,2,0,1,5,0,2,0,228,3,4,235,390,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,509,B,1,0,B,0,10,1,2,69,7,12,117,2,0,0,13,0,0,2,235,4,5,244,426,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,B,1,0,B,0,2,4,1,91,8,19,180,1,0,0,8,2,1,0,317,0,7,324,628,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,C,1,0,C01,0,7,89,6,10,160,0,0,0,0,0,0,0,5,7,284,4,6,294,627,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,510,C,2,0,C02,0,6,4,0,94,8,13,157,4,0,1,3,0,0,0,290,1,4,295,627,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,511,B,1,0,B,0,5,5,6,44,14,16,216,2,0,1,23,3,1,4,340,1,11,352,714,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,511,C,1,0,C01,0,4,6,6,40,12,16,230,0,0,0,1,0,5,4,324,1,16,341,714,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,512,B,1,0,B,0,12,7,7,38,20,14,185,0,0,1,9,2,3,3,301,1,14,316,638,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,513,B,1,0,B,0,6,3,5,97,6,15,185,5,0,0,11,1,5,0,339,3,9,351,702,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,514,B,1,0,B,0,6,4,1,42,8,12,142,6,0,0,7,1,4,0,233,0,4,237,430,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,514,C,1,0,C01,0,5,2,1,44,3,17,162,1,0,0,3,0,2,2,242,0,5,247,429,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,515,B,1,0,B,0,18,7,2,49,9,24,246,1,0,0,13,0,1,1,371,1,13,385,740,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,516,B,1,0,B,0,18,3,4,30,5,26,164,7,0,0,10,0,2,3,272,1,15,288,546,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,516,C,1,0,C01,0,20,7,1,41,7,17,163,5,0,1,13,1,5,0,281,1,10,292,545,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,516,C,2,0,C02,0,15,12,2,28,10,25,170,3,0,1,14,0,5,1,286,2,7,295,545,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,517,B,1,0,B,0,16,6,2,57,2,24,180,4,0,0,12,2,8,6,319,0,4,323,572,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,518,B,1,0,B,0,25,6,3,62,7,33,204,8,0,3,13,12,2,0,378,0,8,386,682,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,518,C,1,0,C01,0,16,9,6,52,5,39,198,2,0,1,14,0,3,2,347,2,7,356,681,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,519,B,1,0,B,0,15,8,3,34,4,29,189,2,0,0,15,1,3,0,303,1,4,308,481,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,519,C,1,0,C01,0,12,4,3,29,6,27,175,5,0,0,12,0,0,0,273,0,3,276,481,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,520,B,1,0,B,0,7,5,5,102,4,29,195,2,0,0,17,0,5,1,372,3,15,390,682,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,520,C,1,0,C01,0,12,1,5,116,5,35,185,7,0,2,15,0,6,1,390,1,6,397,682,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,521,B,1,0,B,0,18,8,3,45,15,28,211,1,0,0,16,0,0,2,347,1,12,360,670,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,521,C,1,0,C01,0,28,8,2,63,11,28,199,4,0,1,19,0,9,4,376,0,15,391,670,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,522,B,1,0,B,0,6,12,3,55,11,29,176,5,0,1,15,1,5,3,322,1,9,332,633,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,522,C,1,0,C01,0,9,7,4,75,9,33,161,3,0,0,6,0,6,5,318,0,18,336,633,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,522,C,2,0,C02,0,6,13,2,73,11,31,181,5,0,0,10,2,3,3,340,0,10,350,633,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,523,B,1,0,B,0,17,8,6,50,7,25,199,8,0,1,13,0,3,3,340,5,0,345,599,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,524,B,1,0,B,0,5,5,3,107,6,27,180,9,0,0,12,0,6,2,362,1,14,377,661,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,525,B,1,0,B,0,4,6,4,94,6,22,181,7,0,0,7,0,7,2,340,0,13,353,682,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,525,C,1,0,C01,0,5,2,8,66,4,30,207,6,0,0,12,1,4,3,348,0,7,355,681,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,526,B,1,0,B,0,8,9,2,126,0,8,97,2,0,0,3,0,4,2,261,0,8,269,448,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,526,C,1,0,C01,0,2,5,1,143,2,10,100,3,0,0,5,0,5,0,276,2,12,290,448,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,527,B,1,0,B,0,4,5,2,86,5,21,114,5,0,1,8,0,2,3,256,1,11,268,465,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,527,C,1,0,C01,0,6,3,2,89,4,19,119,4,0,0,9,0,8,2,265,0,12,277,465,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,528,B,1,0,B,0,5,2,1,73,11,18,126,3,0,0,12,1,3,1,256,0,11,267,486,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,528,C,1,0,C01,0,6,5,4,103,4,21,127,6,0,0,3,0,4,0,283,1,0,284,485,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,529,B,1,0,B,0,6,3,1,52,6,22,130,4,0,0,0,0,0,0,224,0,26,250,419,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,529,C,1,0,C01,0,7,0,3,75,3,11,122,8,0,5,6,0,6,2,248,0,4,252,418,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,530,B,1,0,B,0,6,8,3,49,5,18,166,4,0,0,15,0,1,4,279,1,9,289,488,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,530,C,1,0,C01,0,11,6,4,66,5,18,137,7,0,1,9,1,2,3,270,2,9,281,487,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,531,B,1,0,B,0,10,5,4,55,5,23,158,2,0,1,14,1,2,1,281,0,6,287,597,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,531,C,1,0,C01,0,9,10,5,48,8,23,206,2,0,2,7,0,0,2,322,2,15,339,597,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,532,B,1,0,B,0,8,1,0,50,6,17,129,3,0,0,5,0,2,4,225,0,11,236,410,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,532,C,1,0,C01,0,10,1,10,28,8,19,122,5,0,1,4,2,2,2,214,0,7,221,409,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,533,B,1,0,B,0,22,17,3,47,12,35,226,4,0,0,12,0,3,4,385,3,4,392,635,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,533,C,1,0,C01,0,28,14,6,66,9,27,180,6,0,0,16,1,0,4,357,1,11,369,635,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,534,B,1,0,B,0,7,3,3,65,4,22,144,2,0,0,3,1,2,4,260,0,10,270,454,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,534,C,1,0,C01,0,6,3,4,71,4,18,153,5,0,0,14,2,0,0,280,0,10,290,453,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,535,B,1,0,B,0,18,4,3,32,13,30,148,7,0,1,4,1,1,2,264,2,9,275,483,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,535,C,1,0,C01,0,17,6,4,35,6,24,173,4,0,1,9,0,3,0,282,3,8,293,483,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,536,B,1,0,B,0,9,5,0,35,6,24,167,8,0,2,5,0,3,5,269,1,7,277,550,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,536,C,1,0,C01,0,19,6,4,21,8,30,166,4,0,0,8,1,5,1,273,1,9,283,549,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,536,C,2,0,C02,0,10,6,5,41,8,25,175,4,0,0,11,0,4,3,292,1,4,297,549,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,537,B,1,0,B,0,21,15,5,42,11,27,227,1,0,1,5,1,3,3,362,1,14,377,645,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,538,B,1,0,B,0,15,4,0,30,11,19,189,4,0,1,12,0,3,3,291,1,9,301,496,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,538,C,1,0,C01,0,15,10,2,23,9,42,177,4,0,0,3,0,4,1,290,0,6,296,496,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,539,B,1,0,B,0,16,2,4,33,3,25,137,5,0,1,8,0,0,1,235,3,8,246,460,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,539,C,1,0,C01,0,9,9,0,34,9,26,141,4,0,1,8,0,2,4,247,2,10,259,460,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,540,B,1,0,B,0,3,1,7,87,5,15,149,2,0,0,5,1,2,2,279,0,17,296,510,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,541,B,1,0,B,0,9,4,3,76,17,17,224,5,0,0,11,0,8,1,375,1,12,388,709,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,542,B,1,0,B,0,10,7,3,19,7,18,121,4,0,0,4,2,1,0,196,14,14,224,383,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,542,C,1,0,C01,0,5,2,2,37,4,16,122,4,0,0,5,0,5,0,202,1,8,211,382,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,543,B,1,0,B,0,8,1,6,30,8,31,118,2,0,1,7,0,1,3,216,1,10,227,381,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,543,C,1,0,C01,0,19,4,1,20,7,19,113,5,0,2,5,0,1,2,198,0,8,206,381,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,544,B,1,0,B,0,8,3,1,40,4,21,153,2,0,0,9,0,2,2,245,5,6,256,441,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,544,C,1,0,C01,0,5,0,1,35,3,14,150,5,0,1,10,0,5,2,231,2,4,237,440,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,545,B,1,0,B,0,5,8,4,75,9,35,213,6,0,1,0,13,5,2,376,2,23,401,730,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,546,B,1,0,B,0,12,2,2,56,4,22,128,4,0,0,5,1,1,4,241,1,12,254,422,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,546,C,1,0,C01,0,10,6,1,40,8,2,128,1,0,0,11,0,1,1,209,1,6,216,421,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,547,B,1,0,B,0,14,7,5,58,2,15,123,1,0,2,12,0,6,0,245,3,4,252,448,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,547,C,1,0,C01,0,11,8,3,61,7,22,130,4,0,0,12,1,5,2,266,0,11,277,448,RECONTADO EN GRUPO DE TRABAJO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,548,B,1,0,B,0,13,8,8,83,12,34,195,2,0,1,9,2,4,0,371,0,12,383,660,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,548,C,1,0,C01,0,10,3,8,64,0,27,219,5,0,0,9,1,4,8,358,0,6,364,660,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,549,B,1,0,B,0,12,6,4,33,12,16,118,0,0,0,6,1,5,1,214,2,7,223,405,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,549,C,1,0,C01,0,4,3,5,47,6,19,104,1,0,1,13,2,2,4,211,1,4,216,404,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,550,B,1,0,B,0,6,5,4,87,8,33,220,7,0,0,5,0,8,0,383,3,5,391,745,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,551,B,1,0,B,0,4,1,4,64,7,16,174,4,0,1,0,1,3,13,292,0,12,304,513,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,551,C,1,0,C01,0,10,3,3,57,7,27,148,5,0,2,16,0,2,2,282,1,12,295,513,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,552,B,1,0,B,0,8,15,1,61,10,38,216,4,0,0,8,1,5,1,368,0,10,378,741,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,553,B,1,0,B,0,9,3,5,42,3,11,113,13,0,0,13,0,1,4,217,0,7,224,403,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,553,C,1,0,C01,0,6,13,1,34,4,14,132,0,0,2,8,0,4,3,221,0,8,229,403,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,554,B,1,0,B,0,6,7,4,102,8,30,225,5,0,0,0,0,0,0,387,0,14,401,698,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,555,B,1,0,B,0,10,4,5,49,8,27,142,6,0,0,15,1,4,2,273,1,17,291,530,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,556,B,1,0,B,0,7,2,1,55,8,16,166,7,0,10,2,2,2,0,278,0,9,287,469,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,556,C,1,0,C01,0,12,6,2,79,2,11,118,1,0,1,6,0,6,0,244,0,8,252,468,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,557,B,1,0,B,0,8,0,6,96,6,28,194,5,0,2,0,0,0,6,351,0,10,361,641,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,558,B,1,0,B,0,6,7,1,51,6,17,155,2,0,0,7,0,3,0,255,0,5,260,463,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,558,C,1,0,C01,0,13,3,1,69,3,17,132,1,0,0,2,0,0,0,241,0,0,241,462,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,559,B,1,0,B,0,19,6,7,46,6,23,162,5,0,0,20,0,0,0,294,0,17,311,556,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,559,C,1,0,C01,0,8,9,2,65,10,22,152,4,0,1,10,0,2,3,288,0,9,297,556,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,560,B,1,0,B,0,5,5,4,93,8,36,212,6,0,0,9,1,0,1,380,0,6,386,714,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,561,B,1,0,B,0,11,2,0,51,5,10,148,0,0,0,0,0,0,0,227,0,6,233,434,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,561,C,1,0,C01,0,6,4,4,46,4,19,127,2,0,0,4,0,6,0,222,0,6,228,434,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,562,B,1,0,B,0,10,9,0,52,8,22,129,5,0,0,0,0,3,2,240,0,4,244,420,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,562,C,1,0,C01,0,10,5,3,58,6,16,122,2,0,0,5,0,1,3,231,5,11,247,419,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,563,B,1,0,B,0,7,4,2,50,6,21,136,2,0,2,12,0,0,0,242,0,9,251,461,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,563,C,1,0,C01,0,10,4,4,41,6,21,135,2,0,0,12,0,2,1,238,2,11,251,460,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,564,B,1,0,B,0,13,5,1,48,12,30,115,2,0,0,4,1,3,1,235,0,11,246,482,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,564,C,1,0,C01,0,14,8,3,63,6,19,137,5,0,0,14,1,0,3,273,0,5,278,482,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,565,B,1,0,B,0,11,3,8,44,0,30,123,2,0,1,9,0,1,3,235,1,7,243,401,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,4,CANCUN,1,BENITO JUAREZ,565,C,1,0,C01,0,7,2,5,34,4,22,113,3,0,0,5,1,0,2,198,5,12,215,400,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,566,B,1,0,B,0,7,4,1,58,2,17,142,5,0,0,7,0,5,0,248,1,7,256,417,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,566,C,1,0,C01,0,10,1,5,44,5,24,114,3,0,0,0,0,1,3,210,2,6,218,416,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,567,B,1,0,B,0,20,3,2,59,7,20,122,2,0,0,10,1,1,1,248,0,6,254,379,COTEJADO EN PLENO,,,
3,23,QUINTANA ROO,7,CANCUN,1,BENITO JUAREZ,567,C,1,0,C01,0,8,5,2,43,6,22,91,6,0,1,10,2,4,3,203,0,8,211,378,COTEJADO EN PLENO,,,
