CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
3,27,TABASCO,3,CARDENAS,2,CARDENAS,84,B,1,0,B,0,0,9,49,18,11,17,201,,,305,3,7,315,521,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0084_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,84,C,1,0,C01,0,1,10,57,13,7,18,184,,,290,1,9,300,521,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0084_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,84,C,2,0,C02,0,0,4,58,16,11,12,205,,,306,0,15,321,520,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0084_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,85,B,1,0,B,0,1,4,94,21,8,13,212,,,353,2,17,372,657,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0085_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,85,C,1,0,C01,0,0,20,98,27,11,34,229,,,419,2,27,448,656,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0085_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,87,B,1,0,B,0,0,6,61,9,14,11,187,,,288,0,28,316,581,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,87,C,1,0,C01,0,0,5,50,19,11,13,170,,,268,0,18,286,581,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,87,C,2,0,C02,0,2,4,52,16,1,10,184,,,269,1,20,290,581,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0087_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,87,C,3,0,C03,0,2,1,44,14,6,8,203,,,278,2,12,292,581,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0087_C03.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,88,B,1,0,B,0,17,22,112,23,8,39,224,,,445,0,28,473,644,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0088_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,88,C,1,0,C01,0,1,9,83,24,7,14,230,,,368,0,23,391,644,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0088_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,88,C,2,0,C02,0,0,5,68,27,11,19,252,,,382,0,11,393,644,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0088_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,89,B,1,0,B,0,0,9,64,20,8,8,245,,,354,0,23,377,668,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,89,C,1,0,C01,0,0,9,62,14,12,4,220,,,321,0,27,348,668,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,89,C,2,0,C02,0,0,3,63,20,5,8,222,,,321,0,28,349,667,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0089_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,109,B,1,0,B,0,1,3,44,4,8,2,206,,,268,0,33,301,555,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0109_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,109,C,1,0,C01,0,1,1,82,10,3,6,191,,,294,0,11,305,554,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0109_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,120,B,1,0,B,0,0,7,60,13,10,6,282,,,378,0,13,391,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0120_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,120,C,1,0,C01,0,3,4,45,11,4,2,264,,,333,0,28,361,677,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0120_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,121,B,1,0,B,0,2,2,37,12,9,3,187,,,252,0,25,277,517,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0121_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,121,C,1,0,C01,0,0,2,35,9,4,3,169,,,222,0,29,251,517,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0121_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,121,C,2,0,C02,0,1,5,31,7,8,4,168,,,224,0,23,247,516,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0121_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,122,B,1,0,B,0,0,10,39,7,11,5,262,,,334,0,36,370,670,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0122_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,122,C,1,0,C01,0,0,6,44,6,8,6,257,,,327,0,20,347,670,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0122_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,122,C,2,0,C02,0,2,3,63,1,9,2,266,,,346,0,25,371,670,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0122_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,123,B,1,0,B,0,2,6,68,9,7,6,184,,,282,0,19,301,588,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0123_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,123,C,1,0,C01,0,0,1,91,10,6,4,169,,,281,0,16,297,588,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0123_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,124,B,1,0,B,0,2,10,92,3,3,2,167,,,279,0,22,301,504,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0124_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,124,E,1,0,E01,0,2,9,72,12,3,8,201,,,307,0,27,334,576,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0124_E01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,130,B,1,0,B,0,0,10,81,9,5,5,216,,,326,0,15,341,664,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0130_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,130,C,1,0,C01,0,2,9,103,12,4,7,198,,,335,0,14,349,663,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0130_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,130,C,2,0,C02,0,3,4,93,16,7,6,202,,,331,0,22,353,663,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0130_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,131,B,1,0,B,0,0,2,41,6,6,2,161,,,218,0,19,237,568,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,131,C,1,0,C01,0,1,5,45,6,8,2,148,,,215,0,22,237,567,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0131_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,131,C,2,0,C02,0,0,3,46,11,3,3,142,,,208,0,21,229,567,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0131_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,136,B,1,0,B,0,5,14,60,13,5,11,157,,,265,0,34,299,632,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0136_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,136,C,1,0,C01,0,2,11,70,7,5,4,154,,,253,3,30,286,632,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0136_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,137,B,1,0,B,0,0,10,54,28,8,10,212,,,322,0,32,354,612,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0137_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,137,C,1,0,C01,0,1,9,53,29,14,8,207,,,321,0,32,353,611,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0137_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,138,B,1,0,B,0,2,12,46,10,7,5,170,,,252,0,23,275,509,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0138_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,138,C,1,0,C01,0,0,10,42,17,4,5,184,,,262,0,37,299,508,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,138,C,2,0,C02,0,2,10,35,17,6,10,158,,,238,0,26,264,508,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0138_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,139,B,1,0,B,0,3,6,71,15,1,5,208,,,309,0,15,324,613,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0139_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,139,C,1,0,C01,0,1,6,91,11,3,6,190,,,308,0,35,343,613,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,139,C,2,0,C02,0,2,5,69,16,5,4,212,,,313,0,24,337,613,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0139_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,140,B,1,0,B,0,0,12,41,20,8,9,204,,,294,1,35,330,553,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,140,E,1,0,E01,0,0,2,40,22,8,5,186,,,263,0,18,281,545,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,145,B,1,0,B,0,0,4,37,7,3,6,218,,,275,0,21,296,457,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0145_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,145,E,1,0,E01,0,2,11,35,15,4,7,193,,,267,0,29,296,551,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0145_E01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,145,E,1,1,E01C01,0,3,14,40,8,4,8,198,,,275,0,12,287,551,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0145_E01C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,146,B,1,0,B,0,0,10,52,14,5,5,213,,,299,0,40,339,655,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0146_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,146,C,1,0,C01,0,0,13,66,12,5,5,197,,,298,0,21,319,654,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0146_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,146,C,2,0,C02,0,2,5,73,19,4,7,212,,,322,0,21,343,654,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0146_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,147,B,1,0,B,0,4,6,83,14,3,6,208,,,324,2,30,356,687,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0147_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,147,C,1,0,C01,0,2,4,91,17,7,5,191,,,317,0,32,349,687,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0147_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,147,C,2,0,C02,0,1,4,89,13,6,12,195,,,320,0,23,343,686,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0147_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,149,B,1,0,B,0,6,8,67,8,25,10,226,,,350,2,23,375,679,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0149_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,149,C,1,0,C01,0,0,8,68,11,37,5,216,,,345,0,38,383,679,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0149_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,150,B,1,0,B,0,2,10,30,17,7,6,152,,,224,0,33,257,586,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0150_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,150,C,1,0,C01,0,3,4,45,8,5,14,163,,,242,0,29,271,586,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,151,B,1,0,B,0,1,3,44,16,3,7,135,,,209,0,25,234,466,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,151,C,1,0,C01,0,1,5,53,13,4,10,140,,,226,0,22,248,466,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/3/acta_recuento/GRUPO01.pdf
3,27,TABASCO,3,CARDENAS,2,CARDENAS,151,E,1,0,E01,0,1,3,63,7,4,2,221,,,301,0,15,316,594,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0151_E01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,151,E,2,0,E02,0,2,3,25,7,3,4,83,,,127,0,14,141,274,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0151_E02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,152,B,1,0,B,0,2,6,55,14,6,8,253,,,344,1,10,355,661,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0152_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,152,C,1,0,C01,0,0,4,51,27,6,13,242,,,343,1,25,369,661,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0152_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,152,C,2,0,C02,0,1,4,50,27,6,10,242,,,340,0,20,360,661,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0152_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,152,C,3,0,C03,0,0,5,44,21,12,11,252,,,345,0,19,364,660,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0152_C03.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,160,B,1,0,B,0,2,6,30,20,1,5,209,,,273,0,21,294,502,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0160_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,160,C,1,0,C01,0,2,7,25,19,1,6,210,,,270,0,17,287,501,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0160_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,160,E,1,0,E01,0,3,6,70,18,4,12,237,,,350,0,35,385,719,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0160_E01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,B,1,0,B,0,1,3,72,27,7,21,203,,,334,0,23,357,679,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,C,1,0,C01,0,1,5,71,33,6,17,203,,,336,0,25,361,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,C,2,0,C02,0,0,6,68,25,9,8,224,,,340,0,19,359,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,C,3,0,C03,0,0,9,78,28,4,15,238,,,372,0,14,386,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_C03.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,C,4,0,C04,0,1,3,83,31,9,16,201,,,344,0,19,363,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_C04.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,162,C,5,0,C05,0,1,4,76,17,10,16,202,,,326,0,20,346,678,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0162_C05.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,164,B,1,0,B,0,2,7,86,31,7,8,248,,,389,0,18,407,697,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0164_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,164,C,1,0,C01,0,1,15,96,12,8,8,241,,,381,0,26,407,697,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0164_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,165,B,1,0,B,0,1,4,69,20,7,12,229,,,342,3,24,369,674,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0165_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,165,C,1,0,C01,0,1,4,88,31,7,20,198,,,349,2,16,367,674,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0165_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,165,C,2,0,C02,0,0,12,67,14,7,7,243,,,350,3,20,373,674,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0165_C02.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,166,B,1,0,B,0,4,5,54,15,4,10,194,,,286,0,25,311,604,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0166_B.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,166,C,1,0,C01,0,1,5,35,16,4,6,203,,,270,0,23,293,603,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0166_C01.jpg
3,27,TABASCO,3,CARDENAS,2,CARDENAS,166,C,2,0,C02,0,0,3,52,14,5,7,212,,,293,0,14,307,603,Acta casilla,,,http://iepct.mx/computos/2024/DIP/3/acta_casilla_consejo/DIP_0166_C02.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,0,A,9,0,VA09,0,0,0,0,0,0,1,3,,,4,0,0,4,4,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0000_VA05.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,168,B,1,0,B,0,3,3,13,94,8,25,133,,,279,0,15,294,477,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0168_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,168,C,1,0,C01,0,3,5,11,83,3,36,150,,,291,0,14,305,477,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0168_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,169,B,1,0,B,0,2,3,10,92,12,35,234,,,388,0,25,413,732,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0169_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,169,C,1,0,C01,0,4,11,22,122,13,23,232,,,427,0,15,442,731,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0169_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,169,C,2,0,C02,0,0,5,13,115,13,38,214,,,398,0,16,414,731,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0169_C02.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,169,C,3,0,C03,0,3,1,16,97,12,42,207,,,378,1,21,400,731,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0169_C03.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,170,B,1,0,B,0,4,6,11,110,12,44,176,,,363,0,28,391,639,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0170_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,170,C,1,0,C01,0,9,5,16,102,6,29,197,,,364,0,27,391,639,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0170_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,171,B,1,0,B,0,2,2,10,105,13,41,161,,,334,0,14,348,524,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0171_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,171,C,1,0,C01,0,5,4,9,88,9,22,169,,,306,0,18,324,523,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0171_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,172,B,1,0,B,0,8,15,4,128,14,43,141,,,353,1,20,374,523,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0172_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,173,B,1,0,B,0,4,9,13,99,5,43,144,,,317,0,15,332,554,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0173_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,173,SMR,1,0,SMR01,0,13,8,10,86,16,38,283,,,454,0,29,483,0,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0173_SMR01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,173,SRP,1,0,SRP01,0,,,,,,,,,,0,0,0,0,0,Paquete no entregado,,,
3,27,TABASCO,4,CENTLA,3,CENTLA,174,B,1,0,B,0,17,11,16,133,5,31,163,,,376,0,13,389,564,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0174_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,175,B,1,0,B,0,4,3,12,89,12,31,192,,,343,0,20,363,479,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0175_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,175,C,1,0,C01,0,3,3,12,100,3,21,150,,,292,1,19,312,479,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0175_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,176,B,1,0,B,0,2,4,12,86,8,45,154,,,311,0,22,333,565,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0176_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,176,C,1,0,C01,0,3,1,13,105,11,17,150,,,300,0,19,319,565,Grupo de recuento,,,http://iepct.mx/computos/2024/DIP/4/acta_recuento/GRUPO01.pdf
3,27,TABASCO,4,CENTLA,3,CENTLA,176,C,2,0,C02,0,8,2,7,113,11,37,132,,,310,1,16,327,565,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0176_C02.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,177,B,1,0,B,0,6,10,20,98,12,38,157,,,341,0,11,352,633,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0177_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,177,C,1,0,C01,0,6,6,12,102,11,42,152,,,331,0,19,350,633,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0177_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,177,C,2,0,C02,0,5,6,9,95,16,38,171,,,340,0,12,352,632,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0177_C02.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,178,B,1,0,B,0,2,4,2,93,5,32,117,,,255,1,13,269,400,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0178_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,178,C,1,0,C01,0,2,1,11,78,3,28,119,,,242,0,12,254,400,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0178_C01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,179,B,1,0,B,0,3,6,12,136,12,36,203,,,408,0,22,430,654,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0179_B.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,179,E,1,0,E01,0,3,3,14,75,15,33,193,,,336,0,18,354,534,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0179_E01.jpg
3,27,TABASCO,4,CENTLA,3,CENTLA,179,E,1,1,E01C01,0,1,2,5,46,9,13,220,,,296,0,17,313,533,Acta casilla,,,http://iepct.mx/computos/2024/DIP/4/acta_casilla_consejo/DIP_0179_E01C01.jpg
