ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
27,TABASCO,1,CARDENAS,56,159,163,531,894,5330,1918,1071,2716,37685,,50145,45,2813,53003,88863,http://iepct.mx/computos/2024/DIP/1/ACTA_COMPUTO_RP.pdf
27,TABASCO,2,CARDENAS,52,136,137,416,940,5076,2386,982,1611,27345,,38756,19,3070,41845,76545,http://iepct.mx/computos/2024/DIP/2/ACTA_COMPUTO_RP.pdf
27,TABASCO,3,CARDENAS,50,130,132,164,957,8345,2340,904,1429,25651,,39790,59,2827,42676,76227,http://iepct.mx/computos/2024/DIP/3/ACTA_COMPUTO_RP.pdf
27,TABASCO,4,CENTLA,64,144,146,425,928,2896,10592,3199,4075,24632,,46747,7,2854,49608,79939,http://iepct.mx/computos/2024/DIP/4/ACTA_COMPUTO_RP.pdf
27,TABASCO,5,CENTRO,34,135,136,1288,2308,883,4074,1682,3414,31446,,45095,14,3534,48643,87484,http://iepct.mx/computos/2024/DIP/5/ACTA_COMPUTO_RP.pdf
27,TABASCO,6,CENTRO,44,138,140,1737,830,1476,5465,3705,2364,30931,,46508,26,3536,50070,86111,http://iepct.mx/computos/2024/DIP/6/ACTA_COMPUTO_RP.pdf
27,TABASCO,7,CENTRO,61,151,155,3044,3668,1285,3290,2612,4137,31477,,49513,51,3490,53054,88907,http://iepct.mx/computos/2024/DIP/7/ACTA_COMPUTO_RP.pdf
27,TABASCO,8,CENTRO,50,146,151,2825,3626,1078,3896,2574,3408,31961,,49368,40,3562,52970,88721,http://iepct.mx/computos/2024/DIP/8/ACTA_COMPUTO_RP.pdf
27,TABASCO,9,CENTRO,82,172,175,3124,5866,2294,4814,2525,4290,33801,,56714,96,3699,60509,96994,http://iepct.mx/computos/2024/DIP/9/ACTA_COMPUTO_RP.pdf
27,TABASCO,10,CENTRO,36,123,126,1344,1927,948,4298,2582,692,27898,,39689,252,3176,43117,81039,http://iepct.mx/computos/2024/DIP/10/ACTA_COMPUTO_RP.pdf
27,TABASCO,11,COMALCALCO,48,134,137,632,716,13530,2078,1232,474,31779,,50441,52,3120,53613,80349,http://iepct.mx/computos/2024/DIP/11/ACTA_COMPUTO_RP.pdf
27,TABASCO,12,COMALCALCO,52,141,144,291,941,16720,1142,872,819,31821,,52606,21,2839,55466,83964,http://iepct.mx/computos/2024/DIP/12/ACTA_COMPUTO_RP.pdf
27,TABASCO,13,CUNDUACAN,50,144,147,367,756,1711,6625,781,2217,24889,12782,50128,62,3033,53223,86237,http://iepct.mx/computos/2024/DIP/13/ACTA_COMPUTO_RP.pdf
27,TABASCO,14,EMILIANO ZAPATA,82,182,185,923,677,7294,5230,1513,7390,36537,,59564,29,3543,63136,99089,http://iepct.mx/computos/2024/DIP/14/ACTA_COMPUTO_RP.pdf
27,TABASCO,15,HUIMANGUILLO,63,147,150,368,640,4747,1364,819,7053,27271,,42262,30,3231,45523,77574,http://iepct.mx/computos/2024/DIP/15/ACTA_COMPUTO_RP.pdf
27,TABASCO,16,MACUSPANA,70,176,181,1366,1706,1635,7114,5062,7669,28412,,52964,72,3745,56781,100681,http://iepct.mx/computos/2024/DIP/16/ACTA_COMPUTO_RP.pdf
27,TABASCO,17,JALPA DE MENDEZ,48,149,151,401,1975,13748,1855,12441,481,26851,,57752,10,3655,61417,92035,http://iepct.mx/computos/2024/DIP/17/ACTA_COMPUTO_RP.pdf
27,TABASCO,18,NACAJUCA,42,133,135,1242,1566,1066,2919,15231,1945,24092,,48061,33,2820,50914,84874,http://iepct.mx/computos/2024/DIP/18/ACTA_COMPUTO_RP.pdf
27,TABASCO,19,PARAISO,55,155,162,405,698,6535,1237,1095,14119,31666,,55755,29,2784,58568,87759,http://iepct.mx/computos/2024/DIP/19/ACTA_COMPUTO_RP.pdf
27,TABASCO,20,TEAPA,54,142,145,758,1356,1045,2486,7757,7286,24101,,44789,10,2932,47731,77906,http://iepct.mx/computos/2024/DIP/20/ACTA_COMPUTO_RP.pdf
27,TABASCO,21,TENOSIQUE,88,174,178,1960,1439,2223,3487,9050,4685,30840,,53684,25,3517,57226,90329,http://iepct.mx/computos/2024/DIP/21/ACTA_COMPUTO_RP.pdf
