CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_LOCAL,DEMARCACION_LOCAL,TIPO_DE_CANDIDATURA,NOMBRE_ACTOR_POLITICO,CALIDAD DE LA CANDIDATURA,NUMERO_LISTA,PERSONA_CANDIDATA,DENTIDAD_SEXO_GENERICA,ACCION_AFIRMATIVA,RUTA_CONSTANCIA,PARTIDO_POLITICO
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,SUPLENTE,4,MARIA JOSE CHAVEZ LOPEZ,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,PROPIETARIO,5,NORMA LETICIA ALVARADO RODRIGUEZ,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,SUPLENTE,5,JUANA PEREZ SERRANO,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,PROPIETARIO,6,JUAN GUADALUPE PIMENTEL VALDEZ,1,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,SUPLENTE,6,MARIA SUGEY LOPEZ SOTO,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,PROPIETARIO,7,CLAUDIA YANETH VEGA MARRUJO,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,SUPLENTE,7,YURIDIA SAMANTHA PEREZ OLIVAS,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,PROPIETARIO,8,JESUS ARMANDO HERALDEZ MACHADO,1,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,SUPLENTE,8,OCTAVIO SANCHEZ SILVA,1,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
,25,SINALOA,,,6,CULIACAN,,,REG_MR,MORENA,PROPIETARIO,9,CINTHIA VALENZUELA LANGARICA,2,,https://www.ieesinaloa.mx/wp-content/uploads/Transparencia/SecretariaEjecutiva/ConstanciasDeMayoria2024/CME_Culiacan.pdf,MORENA
