CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,2,0,C02,0,192,12,8,10,8,16,73,0,0,9,4,0,0,332,0,13,345,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,3,0,C03,0,171,19,9,9,3,14,57,0,0,4,6,0,0,292,1,14,307,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,4,0,C04,0,170,8,7,14,9,28,95,0,0,5,1,0,0,337,1,8,346,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,5,0,C05,0,165,11,2,12,3,24,73,0,0,2,3,1,0,296,0,14,310,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,6,0,C06,0,199,20,6,8,7,23,82,0,0,6,2,0,0,353,0,11,364,731,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,7,0,C07,0,179,16,7,12,5,21,68,0,0,7,4,0,0,319,0,20,339,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,8,0,C08,0,171,14,6,11,14,27,89,0,0,5,3,0,0,340,0,20,360,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,9,0,C09,0,213,24,6,13,7,17,86,0,0,4,2,0,1,373,0,14,387,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,392,C,10,0,C10,0,186,27,5,17,5,19,76,0,0,6,6,2,0,349,2,16,367,731,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,B,1,0,B,0,211,17,4,11,4,17,93,0,0,9,1,0,0,367,0,14,381,703,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,1,0,C01,0,214,10,4,14,1,27,101,0,0,3,0,0,1,375,1,13,389,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,2,0,C02,0,194,13,11,16,4,28,100,0,0,7,2,0,0,375,0,12,387,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,3,0,C03,0,209,17,8,9,2,32,89,0,0,9,0,0,0,375,1,11,387,702,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,393,C,4,0,C04,0,176,24,9,9,8,25,93,0,0,8,4,1,0,357,0,16,373,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,B,1,0,B,0,174,14,11,15,5,20,89,0,0,2,6,0,0,336,0,13,349,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,1,0,C01,0,215,26,14,14,9,13,68,0,0,7,1,1,0,368,0,9,377,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,2,0,C02,0,205,26,7,13,9,27,72,0,0,5,3,0,0,367,1,16,384,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,3,0,C03,0,209,32,10,9,8,14,65,0,0,7,3,0,0,357,0,11,368,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,4,0,C04,0,184,20,20,12,4,19,70,0,0,7,4,1,0,341,5,23,369,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,5,0,C05,0,184,25,22,18,6,30,83,0,0,6,5,0,0,379,1,12,392,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,6,0,C06,0,157,23,12,9,4,19,69,0,0,0,4,0,0,297,1,20,318,721,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,394,C,7,0,C07,0,194,26,17,15,5,24,87,0,0,5,5,0,0,378,0,18,396,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,B,1,0,B,0,156,50,9,9,4,19,48,0,0,7,2,0,0,304,1,8,313,516,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,C,1,0,C01,0,202,20,11,9,2,12,59,0,0,8,3,0,0,326,0,15,341,516,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,395,C,2,0,C02,0,139,24,4,14,6,17,74,0,0,3,1,0,0,282,0,13,295,515,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,B,1,0,B,0,262,26,5,9,1,19,80,0,0,9,4,0,0,415,1,21,437,734,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,1,0,C01,0,236,27,6,9,7,26,77,0,0,5,5,0,0,398,0,13,411,733,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,2,0,C02,0,248,18,4,16,12,31,95,0,0,14,3,0,0,441,0,17,458,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,3,0,C03,0,251,15,4,10,4,43,92,0,0,5,0,0,0,424,0,15,439,733,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,4,0,C04,0,229,28,8,8,2,41,93,0,0,13,3,0,1,426,1,13,440,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,5,0,C05,0,259,22,2,7,5,22,82,0,0,6,3,1,0,409,0,16,425,733,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,6,0,C06,0,249,18,5,11,11,34,103,0,0,9,0,0,0,440,0,12,452,733,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,C,7,0,C07,0,217,26,17,11,5,31,87,0,0,5,4,1,0,404,1,18,423,733,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,396,S,1,0,S01,0,12,3,0,0,1,2,6,0,0,2,0,0,0,26,0,0,26,0,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,B,1,0,B,0,173,14,9,8,5,33,106,0,0,3,1,0,0,352,0,18,370,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,1,0,C01,0,191,21,8,9,5,29,111,0,0,3,3,1,0,381,0,14,395,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,2,0,C02,0,194,23,6,16,7,25,92,0,0,5,1,0,0,369,0,13,382,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,3,0,C03,0,191,18,7,11,7,22,82,0,0,5,2,1,0,346,2,16,364,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,4,0,C04,0,200,27,8,6,8,33,80,0,0,5,4,0,0,371,1,14,386,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,5,0,C05,0,225,21,5,5,8,21,82,0,0,7,4,0,0,378,0,20,398,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,6,0,C06,0,191,25,5,11,3,18,89,0,0,8,3,0,0,353,0,18,371,716,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,7,0,C07,0,196,26,5,14,3,26,89,0,0,8,5,2,0,374,0,20,394,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,8,0,C08,0,209,19,13,7,5,23,99,0,0,5,2,0,0,382,0,18,400,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,9,0,C09,0,196,18,5,11,6,20,89,0,0,5,4,0,0,354,0,13,367,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,10,0,C10,0,173,32,8,10,8,23,91,0,0,6,3,0,0,354,0,16,370,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,11,0,C11,0,185,29,7,8,5,21,97,0,0,2,4,0,0,358,1,13,372,716,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,12,0,C12,0,179,28,6,13,1,23,96,0,0,5,1,0,0,352,1,12,365,716,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,13,0,C13,0,190,33,9,10,7,22,96,0,0,6,3,2,0,378,0,10,388,715,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,397,C,14,0,C14,0,201,18,21,11,2,15,83,0,0,4,2,1,0,358,1,7,366,715,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,B,1,0,B,0,258,30,7,14,6,45,103,0,0,15,1,2,0,481,0,16,497,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,1,0,C01,0,271,26,4,14,4,43,115,0,0,4,1,2,0,484,0,15,499,707,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,2,0,C02,0,235,29,7,13,6,27,114,0,0,12,2,0,0,445,2,4,451,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,3,0,C03,0,254,33,6,7,4,34,108,0,0,15,0,0,1,462,0,13,475,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,4,0,C04,0,292,25,5,14,4,38,95,0,0,10,3,1,0,487,2,7,496,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,5,0,C05,0,276,16,5,16,3,42,116,0,0,16,3,1,0,494,0,15,509,707,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,6,0,C06,0,265,34,3,8,5,40,105,0,0,12,3,0,0,475,0,13,488,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,7,0,C07,0,280,20,4,14,8,42,89,0,0,8,1,0,0,466,1,10,477,707,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,8,0,C08,0,268,21,6,9,4,36,118,0,0,11,1,0,0,474,0,13,487,707,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,C,9,0,C09,0,276,30,7,12,6,43,123,0,0,11,3,0,0,511,0,8,519,707,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,E,1,0,E01,0,181,19,7,22,7,26,75,0,0,2,3,0,0,342,1,12,355,685,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,E,1,1,E01C01,0,179,11,15,31,6,20,79,0,0,4,4,1,2,352,0,12,364,685,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,E,1,2,E01C02,0,207,32,19,16,3,16,100,0,0,1,4,0,0,398,2,4,404,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,E,1,3,E01C03,0,144,30,16,41,1,23,73,0,0,1,5,0,1,335,2,12,349,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,405,E,1,4,E01C04,0,144,21,17,36,7,19,91,0,0,5,2,0,0,342,1,15,358,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,B,1,0,B,0,213,18,5,7,7,36,60,0,0,4,3,0,0,353,0,21,374,675,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,C,1,0,C01,0,199,21,3,6,4,37,70,0,0,6,5,0,0,351,0,8,359,675,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,C,2,0,C02,0,200,23,4,8,6,30,54,0,0,4,5,0,0,334,1,20,355,674,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,C,3,0,C03,0,216,33,2,13,5,24,60,0,0,3,0,0,0,356,0,17,373,674,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,C,4,0,C04,0,198,25,13,11,2,27,68,0,0,5,4,0,0,353,1,15,369,674,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,412,C,5,0,C05,0,194,35,6,7,8,38,74,0,0,5,1,1,1,370,1,8,379,674,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,B,1,0,B,0,325,17,8,6,1,17,37,0,0,9,1,0,0,421,0,12,433,605,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,C,1,0,C01,0,328,26,2,6,1,31,47,0,0,8,0,1,0,450,0,5,455,605,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,C,2,0,C02,0,333,23,3,2,2,22,51,0,0,14,0,0,0,450,0,3,453,605,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,1,0,E01,0,315,25,3,11,3,56,92,0,0,5,1,1,0,512,1,7,520,750,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,1,1,E01C01,0,285,23,4,10,5,49,102,0,0,14,0,0,0,492,1,14,507,750,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,2,0,E02,0,369,25,2,8,8,41,74,0,0,4,4,0,1,536,0,12,548,720,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,2,1,E02C01,0,400,22,4,14,1,35,72,0,0,15,2,0,0,565,0,6,571,720,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,2,2,E02C02,0,358,29,1,10,1,42,81,0,0,13,1,1,0,537,1,14,552,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,2,3,E02C03,0,352,24,3,7,6,41,85,0,0,6,0,0,0,524,0,12,536,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,2,4,E02C04,0,350,23,1,5,7,29,84,0,0,7,2,0,0,508,0,19,527,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,3,0,E03,0,257,27,2,9,2,37,95,0,0,11,1,0,0,441,0,5,446,626,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,3,1,E03C01,0,261,20,7,8,5,45,94,0,0,9,2,0,0,451,0,6,457,626,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,4,0,E04,0,349,23,3,5,2,20,71,0,0,7,3,0,0,483,0,11,494,660,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,4,1,E04C01,0,324,22,1,6,6,30,66,0,0,16,1,1,0,473,0,10,483,660,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,4,2,E04C02,0,341,27,5,11,4,32,75,0,0,9,0,0,0,504,0,3,507,660,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,4,3,E04C03,0,338,33,5,6,5,29,55,0,0,7,3,0,0,481,0,6,487,660,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,4,4,E04C04,0,303,26,6,11,7,25,72,0,0,7,2,0,0,459,0,8,467,659,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,5,0,E05,0,288,30,10,5,6,26,82,0,0,8,0,1,0,456,2,7,465,616,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,413,E,5,1,E05C01,0,297,35,4,12,10,26,72,0,0,5,2,1,0,464,0,5,469,615,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,B,1,0,B,0,253,29,8,4,1,18,58,0,0,9,2,1,0,383,0,10,393,612,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,C,1,0,C01,0,266,36,7,7,6,20,67,0,0,0,4,0,0,413,0,11,424,612,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,C,2,0,C02,0,230,26,5,10,6,18,71,0,0,9,7,0,0,382,0,12,394,612,Acta casilla,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,C,3,0,C03,0,249,27,3,7,6,21,51,0,0,9,2,0,0,375,0,0,375,611,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,414,C,4,0,C04,0,229,30,7,9,7,21,78,0,0,8,3,0,0,392,0,9,401,611,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,407,B,1,0,B,0,135,36,18,24,8,17,89,0,0,1,5,0,0,333,0,13,346,595,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,407,C,1,0,C01,0,128,33,23,25,7,12,77,0,0,3,5,0,0,313,1,9,323,595,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,408,B,1,0,B,0,80,26,2,6,4,5,40,0,0,1,1,2,0,167,0,15,182,379,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,409,B,1,0,B,0,191,18,3,5,8,12,41,0,0,6,3,1,0,288,0,10,298,543,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,409,C,1,0,C01,0,167,29,17,9,2,10,48,0,0,4,2,1,0,289,0,7,296,542,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,B,1,0,B,0,220,23,0,11,5,19,82,0,0,7,1,0,0,368,0,11,379,607,Acta casilla,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,C,1,0,C01,0,207,24,1,10,8,22,80,0,0,4,3,0,0,359,0,8,367,607,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,C,2,0,C02,0,182,15,2,13,6,10,91,0,0,2,2,0,0,323,1,23,347,606,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,E,1,0,E01,0,129,39,27,5,8,14,45,0,0,3,5,1,0,276,0,7,283,520,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,410,E,1,1,E01C01,0,156,30,19,6,14,19,46,0,0,4,1,1,1,297,0,18,315,519,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,B,1,0,B,0,159,32,6,7,4,35,73,0,0,6,2,0,5,329,0,7,336,687,Acta casilla,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,1,0,C01,0,137,23,2,13,3,42,70,0,0,4,3,0,0,297,1,16,314,687,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,2,0,C02,0,152,44,14,9,5,15,73,0,0,5,12,1,0,330,1,12,343,687,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,3,0,C03,0,136,18,3,10,6,30,84,0,0,5,5,1,0,298,0,15,313,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,4,0,C04,0,153,23,22,10,9,36,65,0,0,3,2,0,0,323,1,17,341,686,Acta casilla,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,5,0,C05,0,125,38,9,6,1,25,83,0,0,4,8,0,0,299,1,13,313,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,6,0,C06,0,133,66,7,5,6,34,61,0,0,3,4,0,0,319,0,14,333,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,C,7,0,C07,0,138,34,7,7,4,24,65,0,0,3,4,0,1,287,0,16,303,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,E,1,0,E01,0,339,12,2,6,3,30,58,0,0,4,2,0,0,456,0,5,461,636,Acta casilla,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,E,1,1,E01C01,0,345,25,1,9,1,33,43,0,0,8,3,0,0,468,0,3,471,636,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,E,1,2,E01C02,0,368,11,6,4,1,24,38,0,0,6,4,0,0,462,0,6,468,635,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,E,1,3,E01C03,0,310,30,5,5,4,35,43,0,0,8,3,0,0,443,1,1,445,635,Grupo de recuento,,,
2,1,AGUASCALIENTES,8,CALVILLO,5,JESUS MARIA,411,E,1,4,E01C04,0,354,24,8,6,3,27,49,0,0,8,5,0,0,484,0,3,487,635,Grupo de recuento,,,
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,0,A,11,0,VA11,0,5,1,0,1,0,0,1,0,0,0,0,0,0,8,0,1,9,19,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,B,1,0,B,0,92,17,29,112,14,84,66,0,0,6,2,0,0,422,1,10,433,679,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,1,0,C01,0,76,21,19,115,8,77,71,0,0,6,2,4,0,399,0,9,408,679,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,2,0,C02,0,85,34,44,88,12,68,73,0,0,1,2,3,0,410,0,25,435,679,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,3,0,C03,0,85,23,18,101,13,69,71,0,0,5,2,1,0,388,0,12,400,679,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,4,0,C04,0,83,20,26,101,14,81,69,0,0,3,1,0,1,399,0,20,419,679,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,5,0,C05,0,109,35,24,71,17,93,63,0,0,5,2,0,1,420,0,7,427,679,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,6,0,C06,0,107,27,27,77,15,79,79,0,0,8,1,0,1,421,1,16,438,678,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,7,0,C07,0,119,34,29,90,12,59,75,0,0,2,1,1,0,422,0,9,431,678,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,415,C,8,0,C08,0,89,32,24,127,10,71,83,0,0,4,2,0,0,442,0,15,457,678,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,416,B,1,0,B,0,106,48,25,83,11,60,140,0,0,3,0,0,0,476,0,23,499,730,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,416,C,1,0,C01,0,122,31,19,97,6,61,124,0,0,6,0,0,0,466,0,16,482,730,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,417,B,1,0,B,0,135,28,22,97,14,72,89,0,0,3,0,0,0,460,0,9,469,702,Acta casilla,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,417,C,1,0,C01,0,124,38,26,90,11,67,95,0,0,1,1,1,0,454,0,12,466,702,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,418,B,1,0,B,0,82,36,28,87,9,44,69,0,0,4,2,0,0,361,0,9,370,589,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,418,C,1,0,C01,0,86,30,24,82,7,43,61,0,0,7,1,0,0,341,1,10,352,588,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,419,B,1,0,B,0,69,41,25,81,12,64,59,0,0,6,2,0,0,359,0,5,364,533,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,419,C,1,0,C01,0,76,39,9,86,11,39,59,0,0,2,1,4,0,326,0,10,336,533,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,419,C,2,0,C02,0,75,37,15,86,9,64,60,0,0,5,1,0,0,352,0,14,366,533,Grupo de recuento,,,
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,420,B,1,0,B,0,73,30,24,78,10,55,46,0,0,5,2,0,0,323,0,5,328,523,Grupo de recuento,,,
