CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,1,E01C01,0,131,16,6,11,7,23,112,0,0,2,3,0,0,311,0,16,327,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,2,E01C02,0,170,15,10,8,4,19,103,0,0,5,3,0,0,337,0,13,350,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,3,E01C03,0,128,19,10,15,6,20,91,0,0,0,0,0,0,289,0,10,299,677,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,4,E01C04,0,165,13,5,10,7,21,97,0,0,5,2,0,0,325,0,14,339,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,5,E01C05,0,144,17,7,15,11,20,109,0,0,5,0,1,0,329,0,15,344,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,6,E01C06,0,136,6,7,5,7,27,102,0,0,6,0,1,0,297,0,14,311,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,7,E01C07,0,147,17,15,9,8,20,90,0,0,7,2,0,0,315,1,19,335,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,8,E01C08,0,163,13,6,6,10,28,109,0,0,7,1,1,0,344,0,8,352,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,9,E01C09,0,150,12,3,5,8,21,115,0,0,8,4,0,0,326,0,14,340,677,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,157,B,1,0,B,0,98,11,6,8,6,19,67,0,0,5,3,0,0,223,0,13,236,441,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,157,C,1,0,C01,0,82,11,4,5,5,22,82,0,0,2,0,0,0,213,0,15,228,441,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,158,B,1,0,B,0,152,12,1,5,7,24,63,0,0,4,2,0,0,270,0,14,284,412,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,159,B,1,0,B,0,254,27,6,3,8,38,100,0,0,8,2,1,0,447,1,11,459,637,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,160,B,1,0,B,0,192,14,7,4,8,20,96,0,0,5,1,0,0,347,2,3,352,518,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,160,C,1,0,C01,0,176,20,14,5,3,21,94,0,0,12,0,0,0,345,0,7,352,518,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,162,B,1,0,B,0,113,8,3,7,10,24,80,0,0,8,3,0,0,256,0,15,271,431,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,162,C,1,0,C01,0,85,8,3,12,4,23,84,0,0,0,3,1,0,223,0,9,232,430,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,163,B,1,0,B,0,181,16,5,7,6,42,120,0,0,4,2,0,0,383,0,26,409,675,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,B,1,0,B,0,308,30,10,9,3,38,104,0,0,6,0,1,0,509,1,9,519,745,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,1,0,C01,0,321,26,1,6,2,35,99,0,0,6,0,0,0,496,1,10,507,745,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,2,0,C02,0,270,24,5,8,4,34,123,0,0,11,0,0,0,479,1,12,492,745,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,3,0,C03,0,251,24,5,8,7,43,115,0,0,10,5,0,0,468,0,15,483,744,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,4,0,C04,0,292,22,8,10,7,50,95,0,0,11,0,0,0,495,0,8,503,744,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,5,0,C05,0,266,12,7,15,8,29,115,0,0,7,0,0,0,459,1,11,471,744,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,6,0,C06,0,283,32,4,10,12,42,107,0,0,7,3,0,0,500,0,11,511,744,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,7,0,C07,0,301,25,5,13,10,30,94,0,0,9,0,0,0,487,5,6,498,744,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,164,C,8,0,C08,0,266,14,3,12,6,35,118,0,0,11,3,1,0,469,0,17,486,744,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,165,B,1,0,B,0,188,7,3,6,2,29,81,0,0,0,0,0,0,316,0,12,328,505,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,165,C,1,0,C01,0,136,4,4,4,3,30,88,0,0,10,2,0,0,281,0,19,300,505,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,165,C,2,0,C02,0,188,7,3,6,2,29,81,0,0,0,0,0,0,316,0,12,328,505,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,167,B,1,0,B,0,269,11,4,15,5,46,127,0,0,7,0,0,0,484,0,17,501,743,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,168,B,1,0,B,0,248,22,10,17,7,34,127,0,0,8,3,0,0,476,0,17,493,716,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,168,C,1,0,C01,0,242,23,1,9,9,46,119,0,0,12,0,1,0,462,0,12,474,715,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,168,C,2,0,C02,0,287,19,2,3,9,26,94,0,0,3,2,1,0,446,2,13,461,715,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,168,C,3,0,C03,0,273,16,4,10,12,49,122,0,0,7,3,1,0,497,0,8,505,715,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,169,B,1,0,B,0,207,21,9,17,2,32,113,0,0,10,2,0,0,413,1,15,429,697,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,169,C,1,0,C01,0,193,26,5,12,5,40,109,0,0,7,4,2,1,404,1,14,419,696,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,169,C,2,0,C02,0,205,17,6,9,5,35,105,0,0,1,1,0,0,384,0,13,397,696,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,170,B,1,0,B,0,152,8,8,10,10,36,108,0,0,6,4,0,0,342,0,11,353,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,170,C,1,0,C01,0,150,14,3,7,9,38,112,0,0,5,3,0,0,341,1,11,353,638,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,170,C,2,0,C02,0,138,14,5,5,7,37,102,0,0,3,1,0,0,312,0,18,330,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,170,C,3,0,C03,0,143,19,6,10,8,25,112,0,0,4,2,0,0,329,1,14,344,637,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,170,C,4,0,C04,0,138,14,7,5,7,39,103,0,0,5,1,0,0,319,0,18,337,637,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,171,B,1,0,B,0,232,17,1,7,3,26,84,0,0,8,3,0,0,381,1,17,399,583,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,172,B,1,0,B,0,293,21,3,5,3,32,90,0,0,11,5,0,1,464,0,13,477,699,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,173,B,1,0,B,0,188,11,5,3,9,18,59,0,0,6,5,0,0,304,0,13,317,475,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,174,B,1,0,B,0,195,13,4,5,4,25,45,0,0,9,2,0,0,302,0,10,312,480,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,174,C,1,0,C01,0,183,26,4,4,3,23,68,0,0,8,3,0,0,322,0,10,332,479,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,175,B,1,0,B,0,202,12,2,7,2,13,47,0,0,11,3,0,0,299,0,4,303,438,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,175,C,1,0,C01,0,189,13,0,6,3,8,47,0,0,9,1,1,0,277,0,8,285,437,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,176,B,1,0,B,0,183,10,3,1,4,14,41,0,0,10,2,0,0,268,0,4,272,387,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,177,B,1,0,B,0,315,37,7,4,5,34,82,0,0,15,0,0,0,499,0,12,511,686,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,178,B,1,0,B,0,247,18,3,3,9,25,97,0,0,13,3,1,0,419,1,11,431,669,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,179,B,1,0,B,0,159,14,4,5,5,18,55,0,0,4,1,0,0,265,0,11,276,425,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,179,C,1,0,C01,0,175,11,2,5,3,18,63,0,0,3,0,0,0,280,0,3,283,424,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,180,B,1,0,B,0,205,10,8,0,1,28,58,0,0,7,0,0,0,317,0,9,326,499,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,181,B,1,0,B,0,230,21,3,8,7,32,197,0,0,12,0,0,0,510,0,18,528,657,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,182,B,1,0,B,0,249,23,7,7,2,25,99,0,0,13,4,1,0,430,0,0,430,608,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,183,B,1,0,B,0,143,11,1,3,2,19,64,0,0,3,1,0,0,247,0,8,255,413,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,184,B,1,0,B,0,127,15,1,7,6,22,45,0,0,0,0,0,0,223,0,0,223,390,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,184,C,1,0,C01,0,134,10,2,8,2,19,64,0,0,3,1,0,0,243,0,15,258,390,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,185,B,1,0,B,0,91,9,2,3,2,13,63,0,0,5,0,1,0,189,0,7,196,301,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,186,B,1,0,B,0,114,15,1,7,2,21,53,0,0,3,5,1,0,222,0,10,232,406,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,187,B,1,0,B,0,191,17,3,7,3,24,106,0,0,13,0,1,0,365,0,20,385,610,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,188,B,1,0,B,0,188,18,4,6,6,25,76,0,0,6,4,1,0,334,0,11,345,506,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,188,C,1,0,C01,0,137,18,2,5,2,19,118,0,0,0,3,9,0,313,0,20,333,505,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,189,B,1,0,B,0,182,22,5,12,4,37,80,0,0,10,1,0,0,353,0,9,362,547,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,189,C,1,0,C01,0,198,17,10,3,5,25,89,0,0,6,4,1,0,358,0,12,370,547,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,B,1,0,B,0,210,19,5,2,6,23,60,0,0,7,2,0,0,334,0,11,345,514,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,C,1,0,C01,0,206,22,5,10,7,24,50,0,0,11,2,0,0,337,1,9,347,514,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,190,C,2,0,C02,0,200,17,7,7,3,15,62,0,0,12,4,0,0,327,0,9,336,514,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,191,B,1,0,B,0,181,24,5,7,8,28,103,0,0,6,2,0,0,364,0,6,370,582,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,192,B,1,0,B,0,132,11,3,12,1,19,85,0,0,9,0,0,0,272,0,15,287,460,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,192,C,1,0,C01,0,116,12,2,6,5,18,94,0,0,4,1,0,0,258,0,7,265,459,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,193,B,1,0,B,0,132,17,3,5,2,7,65,0,0,5,1,0,0,237,0,10,247,440,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,193,C,1,0,C01,0,133,18,3,2,3,26,54,0,0,3,1,1,0,244,0,11,255,439,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,194,B,1,0,B,0,203,14,3,10,2,38,88,0,0,7,2,1,0,368,0,10,378,586,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,194,C,1,0,C01,0,206,19,5,13,5,28,99,0,0,10,1,1,0,387,0,10,397,586,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,194,C,2,0,C02,0,171,13,3,7,4,24,102,0,0,10,2,1,0,337,1,15,353,586,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,195,B,1,0,B,0,215,19,5,10,3,23,77,0,0,5,1,0,1,359,0,8,367,505,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,195,C,1,0,C01,0,217,12,1,6,3,19,63,0,0,1,1,0,0,323,0,12,335,504,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,196,B,1,0,B,0,266,23,7,7,4,36,86,0,0,9,3,0,2,443,0,11,454,672,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,197,B,1,0,B,0,178,15,0,2,5,10,55,0,0,4,3,0,0,272,0,6,278,387,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,197,C,1,0,C01,0,164,16,4,4,3,14,64,0,0,4,1,0,0,274,0,10,284,387,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,198,B,1,0,B,0,190,23,4,7,4,34,83,0,0,4,3,0,0,352,2,11,365,621,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,199,B,1,0,B,0,169,16,4,0,4,25,115,0,0,2,2,1,0,338,0,18,356,579,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,200,B,1,0,B,0,193,24,5,3,4,26,70,0,0,7,0,0,0,332,0,11,343,505,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,200,C,1,0,C01,0,216,19,4,4,4,33,69,0,0,6,1,0,0,356,0,8,364,505,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,201,B,1,0,B,0,207,16,7,1,2,15,49,0,0,5,1,0,0,303,0,14,317,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,201,C,1,0,C01,0,195,23,1,1,3,17,66,0,0,3,2,1,0,312,1,6,319,443,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,202,B,1,0,B,0,107,11,12,9,5,19,45,0,0,0,0,0,0,208,0,14,222,399,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,202,C,1,0,C01,0,104,7,12,6,3,17,56,0,0,3,2,1,1,212,0,10,222,398,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,203,B,1,0,B,0,151,24,10,13,7,28,137,0,0,5,9,0,0,384,0,26,410,644,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,204,B,1,0,B,0,139,14,13,12,3,18,86,0,0,3,4,0,0,292,0,15,307,526,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,204,C,1,0,C01,0,153,20,9,12,4,17,75,0,0,1,5,0,0,296,0,19,315,526,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,205,B,1,0,B,0,102,6,3,12,6,30,110,0,0,4,3,0,0,276,0,20,296,459,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,205,C,1,0,C01,0,123,15,2,8,6,19,74,0,0,6,0,1,0,254,0,14,268,459,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,206,B,1,0,B,0,81,14,29,14,4,14,89,0,0,4,1,1,0,251,0,4,255,550,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,207,B,1,0,B,0,131,8,10,10,5,33,102,0,0,0,2,9,0,310,1,10,321,498,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,207,C,1,0,C01,0,121,12,8,5,7,24,80,0,0,8,6,1,0,272,1,16,289,497,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,208,B,1,0,B,0,341,25,7,1,5,20,53,0,0,11,0,1,0,464,0,13,477,627,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,208,C,1,0,C01,0,319,35,8,7,4,27,69,0,0,7,1,0,0,477,0,5,482,627,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,209,B,1,0,B,0,306,28,2,4,3,23,46,0,0,4,1,1,0,418,0,8,426,535,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,209,C,1,0,C01,0,319,31,2,5,6,20,34,0,0,6,5,0,0,428,0,5,433,534,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,210,B,1,0,B,0,319,24,4,3,2,17,45,0,0,9,3,0,0,426,0,4,430,574,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,210,C,1,0,C01,0,307,35,2,6,3,27,49,0,0,8,2,0,0,439,0,5,444,573,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,211,B,1,0,B,0,155,16,3,4,6,28,112,0,0,8,3,1,0,336,1,24,361,595,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,212,B,1,0,B,0,190,12,4,4,9,35,105,0,0,9,2,1,0,371,0,21,392,661,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,213,B,1,0,B,0,166,18,2,22,11,33,164,0,0,0,0,0,0,416,0,11,427,701,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,214,B,1,0,B,0,232,13,5,6,1,14,56,0,0,3,2,0,0,332,1,3,336,475,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,214,C,1,0,C01,0,272,21,8,2,4,20,34,0,0,4,0,1,0,366,0,8,374,475,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,215,B,1,0,B,0,309,13,1,3,0,21,41,0,0,9,2,1,0,400,0,6,406,546,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,215,C,1,0,C01,0,294,18,3,2,4,18,62,0,0,12,0,1,0,414,0,8,422,545,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,216,B,1,0,B,0,200,14,2,3,2,21,53,0,0,3,1,0,0,299,0,5,304,428,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,216,C,1,0,C01,0,225,6,0,1,2,14,42,0,0,10,0,0,0,300,0,4,304,428,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,217,B,1,0,B,0,221,16,3,5,3,16,44,0,0,6,0,1,0,315,0,5,320,440,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,217,C,1,0,C01,0,204,15,3,3,2,16,49,0,0,4,2,0,0,298,0,9,307,440,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,218,B,1,0,B,0,230,23,6,6,5,25,77,0,0,4,3,0,1,380,0,10,390,535,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,218,C,1,0,C01,0,253,12,2,5,4,26,57,0,0,4,2,0,0,365,0,8,373,535,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,218,C,2,0,C02,0,262,10,3,3,2,24,64,0,0,7,1,3,7,386,0,9,395,534,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,218,S,1,0,S01,0,34,1,1,1,1,4,15,0,0,1,0,0,0,58,0,4,62,0,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,218,S,2,0,S02,0,34,1,1,1,1,4,15,0,0,1,0,0,0,58,0,4,62,0,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,219,B,1,0,B,0,326,19,5,8,9,31,86,0,0,15,1,0,0,500,0,12,512,747,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,220,B,1,0,B,0,297,17,6,2,1,28,70,0,0,9,2,0,0,432,0,13,445,637,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,220,C,1,0,C01,0,292,20,2,3,8,31,67,0,0,5,5,0,0,433,0,7,440,636,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,221,B,1,0,B,0,239,30,5,3,2,17,51,0,0,8,2,0,0,357,0,9,366,467,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,221,C,1,0,C01,0,239,30,5,3,2,17,51,0,0,8,2,0,0,357,0,9,366,466,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,222,B,1,0,B,0,376,14,5,6,7,36,74,0,0,10,2,0,0,530,0,11,541,738,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,222,C,1,0,C01,0,350,30,1,5,6,31,95,0,0,13,2,0,0,533,0,6,539,737,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,223,B,1,0,B,0,284,40,1,5,5,33,111,0,0,2,3,0,0,484,0,11,495,721,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,224,B,1,0,B,0,210,13,3,3,5,27,91,0,0,0,0,0,0,352,0,16,368,537,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,224,C,1,0,C01,0,244,15,4,6,2,22,76,0,0,0,0,0,0,369,0,30,399,537,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,225,B,1,0,B,0,224,26,5,2,5,20,76,0,0,13,1,1,0,373,2,3,378,493,Grupo de recuento,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,225,C,1,0,C01,0,209,24,2,0,4,26,86,0,0,4,7,0,0,362,0,10,372,493,Acta casilla,,,
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,226,B,1,0,B,0,246,15,4,2,2,19,40,0,0,4,3,0,0,335,0,8,343,439,Grupo de recuento,,,
