CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,MORENA_PT_PVEM,MORENA_PT,MORENA_PVEM,PT_PVEM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2412,2,2,105,11,5,107,45,18,67,5,1,0,0,8,2,5,1,380,0,22,402,946
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2413,4,4,389,28,10,196,17,106,123,5,0,0,2,3,0,1,1,881,2,39,922,2268
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2414,3,3,367,55,12,237,70,52,193,6,5,1,0,9,1,19,6,1033,0,17,1050,2046
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2415,2,2,166,64,6,180,20,28,111,2,5,0,1,6,2,2,1,594,0,24,618,1310
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2416,1,1,87,9,5,82,12,6,77,1,1,0,0,9,1,6,1,297,1,10,308,599
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2417,3,3,306,43,6,112,21,33,71,3,4,1,3,7,0,3,0,613,4,22,639,1687
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2418,1,1,184,13,3,18,4,25,48,5,2,0,0,1,0,1,1,305,0,12,317,609
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2419,1,1,89,11,4,48,13,30,25,3,1,0,0,0,1,1,0,226,0,16,242,540
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2420,2,2,300,50,5,193,55,48,59,2,0,0,0,3,0,0,0,715,0,7,722,1443
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2421,2,2,156,35,6,194,54,22,48,0,1,0,0,3,1,2,0,522,0,27,549,1201
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2422,2,2,318,18,8,100,36,61,93,6,1,0,0,3,0,5,0,649,0,6,655,1359
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2423,2,2,192,16,6,111,24,39,36,2,3,0,0,6,0,5,2,442,0,13,455,883
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2424,2,2,117,35,5,121,30,51,48,1,1,1,0,4,0,1,0,415,0,28,443,947
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2425,2,2,165,22,5,226,22,24,44,2,0,0,1,0,0,2,0,513,0,8,521,1088
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2426,2,2,251,23,8,90,50,36,44,1,4,0,0,3,1,5,0,516,0,23,539,1060
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2427,2,2,183,17,7,152,25,49,82,4,1,0,0,3,2,4,1,530,0,23,553,1150
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2428,1,1,78,4,2,89,10,20,25,2,1,0,0,1,2,1,1,236,0,3,239,455
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2429,2,2,98,10,4,244,28,29,40,0,0,0,8,0,0,0,1,462,0,33,495,948
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2430,1,1,187,13,3,50,2,16,17,4,1,0,0,2,0,2,1,298,0,16,314,472
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2431,2,2,167,25,2,91,12,10,37,1,2,0,0,4,2,0,0,353,0,23,376,896
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2432,2,2,159,7,3,107,34,32,38,1,1,0,0,5,1,4,4,396,0,14,410,813
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2433,2,2,120,11,11,141,26,27,64,3,1,0,0,2,3,8,3,420,0,19,439,848
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2434,2,2,99,17,7,139,16,20,97,0,0,0,4,2,2,4,1,408,0,20,428,810
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2435,2,2,179,16,8,134,27,24,32,4,3,0,0,1,2,2,2,434,0,17,451,909
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2436,2,2,250,42,1,144,13,13,42,4,3,2,0,6,2,1,0,523,0,28,551,962
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2437,1,1,157,11,4,152,37,13,59,2,3,0,0,3,0,7,6,454,0,16,470,748
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2438,2,2,129,12,4,140,33,25,58,1,0,0,0,1,1,7,2,413,0,4,417,826
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2439,2,2,208,32,0,227,26,59,48,16,0,0,0,4,0,1,1,622,0,28,650,1237
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2440,2,2,199,3,10,248,12,24,20,1,3,2,0,4,0,1,0,527,0,34,561,998
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2441,2,2,81,24,6,177,64,24,35,0,0,0,0,2,1,2,2,418,0,13,431,1089
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2442,1,1,67,11,1,98,2,14,40,1,2,0,0,1,0,4,2,243,0,13,256,585
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2443,1,1,64,20,3,96,31,13,37,1,2,0,0,3,0,2,5,277,0,19,296,605
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2444,1,1,141,13,1,91,8,12,56,2,0,0,0,0,0,1,0,325,0,10,335,679
2,11,GUANAJUATO,1,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,30,SAN FELIPE,2445,1,1,117,9,1,96,2,5,15,1,1,0,0,1,0,1,0,249,0,15,264,503
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,331,2,2,297,4,1,11,172,9,111,0,0,0,0,0,0,0,0,605,0,37,642,801
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,332,3,3,310,3,0,4,177,10,127,0,0,0,0,0,0,0,0,631,0,24,655,811
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,333,3,3,417,8,7,5,222,18,135,0,0,0,0,0,0,0,0,812,0,54,866,1111
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,334,1,1,313,7,0,3,208,2,47,0,0,0,0,0,0,0,0,580,0,32,612,748
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,6,ATARJEA,335,2,2,324,7,1,21,227,7,151,0,0,0,0,0,0,0,0,738,0,46,784,1064
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,740,4,4,688,31,7,39,54,73,965,0,0,0,0,0,0,0,0,1857,0,42,1899,2653
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,741,4,4,574,11,9,37,58,60,903,0,0,0,0,0,0,0,0,1652,0,55,1707,2591
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,742,2,2,259,12,5,23,43,41,373,0,0,0,0,0,0,0,0,756,0,46,802,1451
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,743,1,1,94,5,2,11,18,17,226,0,0,0,0,0,0,0,0,373,0,18,391,633
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,744,2,2,180,5,6,17,36,24,261,0,0,0,0,0,0,0,0,529,0,34,563,843
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,745,2,2,208,16,2,13,32,25,253,0,0,0,0,0,0,0,0,549,0,19,568,877
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,746,2,2,337,11,0,14,37,34,418,0,0,0,0,0,0,0,0,851,0,32,883,1376
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,747,5,5,770,35,10,60,114,76,944,0,0,0,0,0,0,0,0,2009,0,84,2093,3240
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,748,4,4,549,21,10,32,185,41,595,0,0,0,0,0,0,0,0,1433,0,70,1503,2475
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,749,3,3,302,8,5,32,39,53,624,0,0,0,0,0,0,0,0,1063,0,40,1103,1886
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,750,2,2,157,6,5,15,26,27,512,0,0,0,0,0,0,0,0,748,0,31,779,1270
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,13,DOCTOR MORA,751,2,2,303,8,1,19,22,38,349,0,0,0,0,0,0,0,0,740,0,32,772,1147
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2347,3,3,269,269,4,94,19,42,260,0,0,0,0,0,0,0,0,957,0,37,994,1527
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2348,3,3,312,325,8,97,11,50,325,0,0,0,0,0,0,0,0,1128,1,48,1177,1852
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2349,2,2,240,256,6,57,18,41,192,0,0,0,0,0,0,0,0,810,1,45,856,1332
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2350,3,3,234,307,6,69,10,42,286,0,0,0,0,0,0,0,0,954,0,37,991,1504
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2351,2,2,28,285,3,36,23,20,116,0,0,0,0,0,0,0,0,511,0,28,539,851
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2352,2,2,148,263,4,127,20,55,201,0,0,0,0,0,0,0,0,818,0,36,854,1325
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2353,2,2,99,157,5,86,7,33,104,0,0,0,0,0,0,0,0,491,0,30,521,807
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2354,2,2,44,303,5,42,12,20,250,0,0,0,0,0,0,0,0,676,0,41,717,1098
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2355,1,1,25,62,0,36,2,12,126,0,0,0,0,0,0,0,0,263,0,7,270,375
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2356,4,4,132,553,13,262,23,34,536,0,0,0,0,0,0,0,0,1553,0,66,1619,2374
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2357,1,1,44,86,1,42,2,7,83,0,0,0,0,0,0,0,0,265,0,8,273,415
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2358,3,3,183,480,5,96,14,68,553,0,0,0,0,0,0,0,0,1399,0,38,1437,2140
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2359,2,2,108,255,4,77,13,35,259,0,0,0,0,0,0,0,0,751,0,26,777,1350
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2360,2,2,79,161,1,76,12,24,211,0,0,0,0,0,0,0,0,564,0,28,592,1109
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2361,2,2,69,147,0,44,12,20,220,0,0,0,0,0,0,0,0,512,0,16,528,844
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2362,1,1,35,65,0,17,1,3,22,0,0,0,0,0,0,0,0,143,0,7,150,240
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2363,2,2,54,225,6,54,16,9,174,0,0,0,0,0,0,0,0,538,0,13,551,870
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2364,2,2,77,166,3,40,15,20,238,0,0,0,0,0,0,0,0,559,0,17,576,909
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2365,2,2,41,151,3,86,9,23,246,0,0,0,0,0,0,0,0,559,0,27,586,1175
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2366,1,1,30,182,0,20,3,6,40,0,0,0,0,0,0,0,0,281,0,14,295,600
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2367,1,1,57,154,1,25,7,13,57,0,0,0,0,0,0,0,0,314,0,14,328,536
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2368,2,2,98,123,2,57,11,34,323,0,0,0,0,0,0,0,0,648,0,42,690,1326
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2369,2,2,50,143,4,91,16,32,230,0,0,0,0,0,0,0,0,566,0,19,585,1149
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2370,1,1,41,68,0,55,4,8,52,0,0,0,0,0,0,0,0,228,0,22,250,520
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2371,2,2,106,463,3,58,14,30,191,0,0,0,0,0,0,0,0,865,0,40,905,1382
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2372,1,1,53,184,4,14,3,7,77,0,0,0,0,0,0,0,0,342,0,24,366,639
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2373,2,2,59,180,4,60,17,32,169,0,0,0,0,0,0,0,0,521,0,36,557,1110
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,29,SAN DIEGO DE LA UNION,2374,2,2,108,184,3,63,10,39,211,0,0,0,0,0,0,0,0,618,0,40,658,1178
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,0,0,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0,7,0,1,8,10
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2543,3,3,415,206,16,63,21,53,274,0,0,0,0,0,0,0,0,1048,0,67,1115,1774
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2544,4,4,586,262,18,54,37,87,383,0,0,0,0,0,0,0,0,1427,2,85,1514,2756
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2545,5,5,735,318,36,70,50,113,354,0,0,0,0,0,0,0,0,1676,1,88,1765,3083
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2546,2,2,346,160,9,17,18,37,125,0,0,0,0,0,0,0,0,712,0,28,740,1121
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2547,2,2,268,106,8,14,15,22,91,0,0,0,0,0,0,0,0,524,0,28,552,627
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2548,3,3,383,181,11,40,22,61,268,0,0,0,0,0,0,0,0,966,0,70,1036,1664
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2549,3,3,397,239,18,79,31,90,247,0,0,0,0,0,0,0,0,1101,0,49,1150,2039
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2550,3,3,445,232,14,48,27,53,322,0,0,0,0,0,0,0,0,1141,2,42,1185,1949
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2551,8,8,1133,562,40,132,84,211,723,0,0,0,0,0,0,0,0,2885,0,150,3035,5405
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2552,3,3,374,199,15,30,20,60,201,0,0,0,0,0,0,0,0,899,0,47,946,1527
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2553,2,2,362,152,9,22,23,47,214,0,0,0,0,0,0,0,0,829,0,48,877,1357
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2554,2,2,435,168,17,21,19,54,157,0,0,0,0,0,0,0,0,871,0,42,913,1283
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2555,1,1,204,76,7,4,14,20,92,0,0,0,0,0,0,0,0,417,0,26,443,657
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2556,4,4,555,296,27,68,46,70,328,0,0,0,0,0,0,0,0,1390,2,82,1474,2522
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2557,4,4,656,243,20,49,47,89,313,0,0,0,0,0,0,0,0,1417,0,69,1486,2490
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2558,4,4,528,239,37,54,46,95,352,0,0,0,0,0,0,0,0,1351,0,89,1440,2547
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2559,3,3,305,221,19,25,27,56,187,0,0,0,0,0,0,0,0,840,0,42,882,1538
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2560,4,4,762,308,32,63,54,115,431,0,0,0,0,0,0,0,0,1765,3,71,1839,2950
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2561,5,5,577,283,30,77,104,112,417,0,0,0,0,0,0,0,0,1600,1,83,1684,3374
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2563,1,1,32,19,7,9,5,9,14,0,0,0,0,0,0,0,0,95,0,26,121,312
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2564,1,1,15,21,0,1,2,0,26,0,0,0,0,0,0,0,0,65,0,4,69,115
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2566,1,1,26,17,0,4,4,1,20,0,0,0,0,0,0,0,0,72,0,7,79,179
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2568,1,1,44,31,3,8,1,2,11,0,0,0,0,0,0,0,0,100,0,7,107,170
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2569,1,1,54,131,3,9,10,6,41,0,0,0,0,0,0,0,0,254,0,18,272,522
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2570,1,1,18,30,2,2,0,0,2,0,0,0,0,0,0,0,0,54,0,3,57,124
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2571,1,1,127,56,7,7,5,10,50,0,0,0,0,0,0,0,0,262,0,20,282,664
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2572,2,2,180,171,11,23,15,26,97,0,0,0,0,0,0,0,0,523,0,44,567,1161
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2573,3,3,326,177,12,42,27,51,173,0,0,0,0,0,0,0,0,808,0,48,856,1899
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2574,3,3,398,242,8,90,15,55,110,0,0,0,0,0,0,0,0,918,0,44,962,1913
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2575,1,1,114,126,8,12,7,16,20,0,0,0,0,0,0,0,0,303,0,25,328,629
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2576,1,1,73,101,9,18,18,17,67,0,0,0,0,0,0,0,0,303,0,0,303,739
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2577,2,2,112,111,0,11,13,21,70,0,0,0,0,0,0,0,0,338,0,13,351,841
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2578,2,2,98,150,4,9,3,19,31,0,0,0,0,0,0,0,0,314,0,24,338,730
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2579,4,4,564,238,37,86,31,81,310,0,0,0,0,0,0,0,0,1347,2,58,1407,2702
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2580,1,1,27,54,3,10,4,10,31,0,0,0,0,0,0,0,0,139,0,17,156,291
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2581,4,4,604,312,20,67,39,62,310,0,0,0,0,0,0,0,0,1414,0,68,1482,2880
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2582,3,3,239,215,9,31,14,43,114,0,0,0,0,0,0,0,0,665,0,39,704,1547
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2583,2,2,260,118,5,16,12,29,112,0,0,0,0,0,0,0,0,552,0,40,592,1284
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2584,3,3,430,223,2,25,11,33,162,0,0,0,0,0,0,0,0,886,0,59,945,1861
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2585,3,3,264,212,17,30,16,49,218,0,0,0,0,0,0,0,0,806,0,41,847,1681
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2586,4,4,369,226,22,52,42,100,283,0,0,0,0,0,0,0,0,1094,0,52,1146,2335
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2587,9,9,1125,577,29,132,105,139,738,0,0,0,0,0,0,0,0,2845,0,203,3048,6498
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2588,5,5,483,292,32,83,49,93,355,0,0,0,0,0,0,0,0,1387,1,93,1481,3165
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2589,3,3,283,270,8,32,17,40,198,0,0,0,0,0,0,0,0,848,0,54,902,1826
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2590,3,3,273,201,8,30,32,51,144,0,0,0,0,0,0,0,0,739,0,60,799,1593
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2591,2,2,188,188,5,45,19,56,240,0,0,0,0,0,0,0,0,741,0,47,788,1308
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2592,2,2,241,177,10,33,28,57,217,0,0,0,0,0,0,0,0,763,0,50,813,1347
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2593,2,2,239,160,6,26,16,55,175,0,0,0,0,0,0,0,0,677,0,49,726,1336
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2594,2,2,110,199,0,19,11,43,165,0,0,0,0,0,0,0,0,547,0,36,583,1119
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2595,3,3,314,217,8,42,35,141,253,0,0,0,0,0,0,0,0,1010,0,67,1077,2073
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2596,1,1,60,85,6,11,11,35,66,0,0,0,0,0,0,0,0,274,0,30,304,626
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2597,2,2,235,163,21,26,15,78,114,0,0,0,0,0,0,0,0,652,0,65,717,1466
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2598,4,4,477,291,16,80,41,90,291,0,0,0,0,0,0,0,0,1286,0,85,1371,2623
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2599,3,3,195,122,10,49,30,51,503,0,0,0,0,0,0,0,0,960,1,88,1049,2066
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2600,2,2,155,212,7,39,19,33,246,0,0,0,0,0,0,0,0,711,0,66,777,1487
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2601,4,4,194,267,16,58,31,71,501,0,0,0,0,0,0,0,0,1138,0,55,1193,2389
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,33,SAN LUIS DE LA PAZ,2602,4,4,389,199,13,71,44,119,588,0,0,0,0,0,0,0,0,1423,0,93,1516,2651
2,11,GUANAJUATO,2,SAN LUIS DE LA PAZ,34,SANTA CATARINA,2603,3,3,529,303,3,30,19,29,328,0,0,0,0,0,0,0,0,1241,0,52,1293,1916
