CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,166,3,3,29,38,27,44,47,136,407,3,10,1,30,2,31,6,3,2,1,0,1,27,11,9,12,877,4,56,937,2149
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,167,2,2,13,34,10,22,49,96,341,7,7,1,39,4,1,11,0,0,0,1,0,10,3,2,4,655,0,19,674,1337
4,12,GUERRERO,8,ACAPULCO,1,ACAPULCO DE JUAREZ,168,2,2,15,25,12,19,24,87,279,4,7,2,37,1,3,16,0,1,0,0,0,21,1,4,3,561,0,17,578,1128
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,883,3,3,14,243,38,25,30,9,424,0,3,1,3,2,0,0,0,13,1,0,5,0,0,0,0,811,0,38,849,2042
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,884,2,2,11,199,30,23,26,5,239,0,1,0,3,2,0,0,0,14,0,0,5,0,0,0,0,558,0,44,602,1226
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,885,2,2,6,232,32,17,24,8,320,0,2,0,1,1,0,0,0,8,1,1,3,0,0,0,0,656,0,37,693,1273
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,886,1,1,6,118,9,4,27,2,233,0,1,2,1,0,0,0,0,5,0,0,0,0,0,0,0,408,0,12,420,710
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,887,2,2,11,169,44,9,18,12,291,0,0,0,2,1,0,0,0,16,0,0,2,0,0,0,0,575,0,11,586,929
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,888,3,3,12,255,51,38,42,12,355,0,5,0,10,8,0,0,0,22,1,0,5,0,0,0,0,816,2,62,880,1999
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,889,3,3,15,309,41,29,38,19,484,0,1,1,2,1,0,0,0,17,1,1,3,0,0,0,0,962,0,35,997,1806
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,890,3,3,9,270,28,30,65,10,368,0,2,1,3,2,0,0,0,23,0,0,3,0,0,0,0,814,0,67,881,1761
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,891,1,1,0,63,1,53,7,1,54,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,182,0,15,197,392
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,892,1,1,1,47,1,30,29,2,86,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,202,0,22,224,520
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,893,1,1,6,57,12,3,13,2,134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,228,0,6,234,392
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,894,2,2,16,100,16,46,10,5,246,0,0,0,1,1,0,0,0,14,2,0,1,0,0,0,0,458,0,38,496,933
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,895,2,2,5,147,6,54,53,6,146,0,1,1,7,5,0,0,0,10,0,0,0,0,0,0,0,441,0,58,499,1412
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,896,1,1,1,73,4,23,20,2,70,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,199,0,14,213,590
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,897,1,1,1,51,1,67,5,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,6,156,391
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,898,1,1,2,60,7,28,6,0,108,0,3,0,1,0,0,0,0,6,0,0,1,0,0,0,0,222,0,22,244,458
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,899,1,1,9,76,3,24,20,5,76,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,220,0,27,247,657
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,900,1,1,3,72,2,23,9,4,84,0,3,0,1,4,0,0,0,3,0,0,1,0,0,0,0,209,0,18,227,499
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,901,1,1,0,10,4,17,2,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,7,76,202
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,902,1,1,2,24,7,2,5,0,92,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,138,1,8,147,284
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,903,2,2,7,54,34,23,37,1,484,0,5,1,4,4,0,0,0,5,1,0,1,0,0,0,0,661,2,51,714,1411
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,904,1,1,1,13,5,1,16,0,53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,0,2,93,151
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,905,1,1,2,57,2,17,14,2,98,0,4,3,1,0,0,0,0,2,0,0,0,0,0,0,0,202,0,19,221,402
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,906,1,1,0,20,0,34,3,0,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143,0,10,153,257
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,907,2,2,5,149,7,24,87,10,285,0,14,2,5,11,0,0,0,5,2,0,0,0,0,0,0,606,0,78,684,1418
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,908,2,2,9,110,10,29,90,9,279,0,8,0,17,11,0,0,0,7,0,0,2,0,0,0,0,581,0,72,653,1334
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,909,2,2,8,45,19,44,25,21,521,0,8,0,5,6,0,0,0,4,0,1,0,0,0,0,0,707,0,68,775,1491
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,910,2,2,8,65,7,30,7,9,323,0,0,0,1,15,0,0,0,3,0,0,0,0,0,0,0,468,0,54,522,838
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,911,1,1,2,49,7,18,9,5,137,0,2,1,3,2,0,0,0,3,1,0,1,0,0,0,0,240,0,27,267,436
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,912,1,1,5,132,11,6,9,2,188,0,1,1,1,3,0,0,0,7,1,0,3,0,0,0,0,370,0,11,381,687
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,913,2,2,3,141,26,11,34,3,332,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,558,0,30,588,982
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,914,1,1,0,28,2,27,128,2,129,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,323,0,22,345,697
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,915,2,2,5,76,21,16,21,10,249,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,403,0,38,441,808
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,916,1,1,1,57,2,10,6,6,170,0,0,1,5,0,0,0,0,4,0,0,1,0,0,0,0,263,0,21,284,511
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,917,3,3,3,89,14,18,110,7,375,0,2,0,10,6,0,0,0,8,2,0,1,0,0,0,0,645,0,81,726,1622
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,918,2,2,3,54,4,21,133,3,167,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,394,0,26,420,847
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,919,2,2,4,35,6,21,14,3,266,0,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,359,1,36,396,829
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,920,1,1,0,65,0,5,10,0,81,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,168,0,6,174,272
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,921,1,1,1,56,4,12,23,4,101,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,205,0,20,225,448
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,922,1,1,2,115,9,5,13,3,165,0,2,1,2,1,0,0,0,4,0,1,0,0,0,0,0,323,0,27,350,677
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,923,1,1,0,127,37,11,5,2,161,0,0,0,1,2,0,0,0,8,0,0,2,0,0,0,0,356,0,27,383,745
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,924,1,1,0,2,1,4,1,2,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,0,6,90,153
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,925,3,3,9,197,29,39,13,9,406,0,3,0,0,38,0,0,0,20,0,0,1,0,0,0,0,764,0,74,838,1565
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,926,3,3,9,216,12,17,12,5,478,0,3,0,12,6,0,0,0,11,1,0,3,0,0,0,0,785,1,46,832,1502
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,927,1,1,2,37,9,3,8,0,75,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,139,0,3,142,196
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,928,2,2,6,136,13,10,11,4,310,0,0,1,0,4,0,0,0,4,0,0,3,0,0,0,0,502,0,29,531,925
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,929,2,2,4,188,32,6,4,2,476,0,4,2,0,4,0,0,0,12,0,0,6,0,0,0,0,740,0,24,764,1074
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,930,1,1,4,45,14,8,15,1,84,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,175,0,12,187,342
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,931,3,3,13,256,47,30,77,15,564,0,8,1,8,5,0,0,0,13,0,1,1,0,0,0,0,1039,0,89,1128,2197
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,932,3,3,8,216,49,21,76,4,395,0,7,2,7,3,0,0,0,21,1,0,0,0,0,0,0,810,2,43,855,1793
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,933,2,2,11,156,24,30,79,7,361,0,0,1,6,4,0,0,0,11,0,0,2,0,0,0,0,692,0,37,729,1329
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,934,1,1,5,133,11,9,9,0,275,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,453,0,15,468,746
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,935,1,1,1,69,21,7,58,2,193,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,360,0,16,376,709
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,936,3,3,17,244,57,33,39,18,532,0,15,1,13,7,0,0,0,21,3,2,4,0,0,0,0,1006,0,82,1088,2021
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,937,2,2,14,63,35,26,15,11,291,0,6,1,4,4,0,0,0,12,1,0,1,0,0,0,0,484,0,55,539,1012
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,939,2,2,22,103,21,29,12,20,296,0,5,1,4,19,0,0,0,7,1,1,2,0,0,0,0,543,0,47,590,1154
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,940,1,1,3,90,7,15,15,1,225,0,3,0,1,3,0,0,0,5,0,0,0,0,0,0,0,368,0,25,393,696
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,941,1,1,8,103,17,15,12,4,232,0,0,0,3,2,0,0,0,10,1,2,1,0,0,0,0,410,0,16,426,738
4,12,GUERRERO,8,ACAPULCO,21,COYUCA DE BENITEZ,942,2,2,15,113,22,27,19,9,182,0,1,0,1,4,0,0,0,6,1,0,3,0,0,0,0,403,0,26,429,902
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,112,5,5,27,40,51,54,24,149,604,10,63,15,49,8,15,21,1,4,0,1,0,47,8,7,16,1214,1,66,1281,3042
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,113,3,3,21,17,17,43,26,65,252,6,17,1,39,20,5,8,2,4,0,0,0,31,11,4,5,594,0,31,625,1691
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,114,8,8,72,142,80,202,63,339,1180,33,46,6,215,13,47,19,5,11,0,0,2,71,18,11,40,2615,2,103,2720,5972
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,115,3,3,10,36,11,75,25,94,373,7,10,1,33,1,11,11,5,1,0,0,0,35,3,4,15,761,0,48,809,1704
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,116,3,3,14,64,29,102,27,107,457,6,17,1,53,3,4,17,3,5,0,0,0,39,4,7,11,970,6,34,1010,2026
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,118,4,4,17,37,56,51,20,122,430,11,25,2,79,3,13,11,4,6,1,0,0,54,10,6,13,971,2,52,1025,2269
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,119,4,4,19,54,37,39,43,157,461,10,21,7,67,7,55,23,2,2,1,0,1,58,7,12,13,1096,1,56,1153,2566
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,120,3,3,10,29,17,48,22,83,293,9,16,3,40,6,11,12,2,0,0,0,0,34,8,4,8,655,0,42,697,1513
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,132,3,3,16,39,43,64,19,80,377,18,26,14,46,3,4,8,2,3,0,1,0,17,1,2,2,785,0,47,832,1664
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,133,3,3,9,46,41,51,21,134,356,14,21,6,68,2,13,14,2,6,0,0,1,27,11,6,8,857,1,42,900,1825
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,134,7,7,50,106,61,119,55,242,833,17,48,5,154,11,13,16,3,10,1,2,3,80,25,10,18,1882,1,89,1972,4512
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,135,5,5,21,44,41,65,29,130,511,17,136,3,212,4,27,12,3,5,1,0,2,41,11,2,6,1323,0,81,1404,3078
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,136,5,5,39,68,56,83,41,262,692,16,58,3,151,9,39,10,2,17,0,0,1,50,6,3,17,1623,1,56,1680,3230
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,137,2,2,10,38,28,27,9,90,261,6,24,1,39,0,3,3,1,4,0,0,0,22,3,1,3,573,0,24,597,1054
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,138,6,6,48,86,82,112,43,330,720,27,34,22,135,9,9,36,3,14,1,0,1,72,15,8,18,1825,0,56,1881,3857
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,151,2,2,9,26,28,37,11,80,363,7,12,2,57,3,6,5,2,9,0,0,0,13,2,3,9,684,0,25,709,1193
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,152,2,2,10,19,28,22,12,64,301,15,15,0,51,1,3,7,3,0,0,0,0,19,4,2,2,578,0,15,593,1057
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,153,2,2,27,33,35,35,19,96,295,11,40,3,57,6,1,6,2,8,0,0,1,31,7,4,9,726,1,43,770,1410
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,154,2,2,23,26,23,44,10,90,326,3,10,4,43,14,18,5,2,1,0,0,0,6,4,2,3,657,0,32,689,1189
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,155,2,2,13,37,29,35,13,89,284,6,35,0,60,0,7,6,2,5,0,0,0,20,4,2,5,652,0,35,687,1335
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,156,2,2,27,40,35,33,10,112,310,1,12,2,58,4,13,11,7,2,2,0,0,21,1,3,9,713,0,22,735,1283
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,313,2,2,8,33,6,173,1,70,145,2,1,0,4,0,0,3,0,0,0,0,0,6,3,1,5,461,0,12,473,797
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,314,1,1,2,9,2,41,3,29,106,0,8,0,0,0,0,1,1,0,0,0,1,3,2,0,9,217,0,4,221,473
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,315,2,2,4,19,2,42,14,41,227,0,16,0,2,2,1,2,1,0,0,0,0,4,5,1,2,385,0,18,403,772
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,316,2,2,5,14,6,54,20,53,162,17,14,0,3,1,11,2,3,1,0,0,0,5,0,1,6,378,0,12,390,814
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,317,2,2,10,20,12,49,16,50,258,18,9,1,17,0,3,6,2,2,0,0,0,9,7,0,12,501,1,32,534,1310
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,318,3,3,13,30,14,52,12,60,389,10,6,2,13,2,2,8,4,2,0,0,0,35,8,2,10,674,0,27,701,1561
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,319,3,3,15,19,11,95,19,95,411,15,27,1,17,1,2,10,1,4,0,1,1,18,5,3,9,780,1,38,819,1645
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,320,2,2,4,31,16,41,12,94,482,26,3,0,15,0,1,1,2,4,1,0,0,7,4,2,1,747,1,27,775,1430
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,321,1,1,1,11,12,37,4,13,68,3,3,0,1,0,0,1,0,0,0,0,0,6,0,0,2,162,0,7,169,319
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,322,1,1,3,8,10,165,8,31,121,1,1,0,2,0,1,1,0,0,0,0,0,8,2,0,9,371,0,12,383,746
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,323,3,3,14,24,6,581,10,31,171,2,0,4,4,0,3,1,0,0,0,0,0,14,4,2,10,881,8,20,909,1596
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,324,1,1,7,10,13,142,3,27,88,1,7,1,10,0,2,2,0,1,0,0,0,1,0,0,0,315,0,10,325,607
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,325,1,1,4,2,6,26,7,13,54,0,7,0,1,1,1,0,1,1,1,0,0,2,2,0,3,132,0,9,141,257
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,326,1,1,7,13,1,96,5,33,90,1,10,1,0,1,1,2,2,0,0,0,0,2,0,0,7,272,0,17,289,607
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,327,1,1,0,7,2,183,5,16,168,3,1,0,12,1,0,2,0,0,0,0,0,4,3,0,5,412,0,16,428,720
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,328,3,3,7,30,10,140,7,93,208,8,23,0,4,4,2,7,2,0,0,1,0,14,3,3,20,586,0,25,611,1111
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,329,2,2,1,22,5,238,10,17,113,2,3,1,2,2,0,4,1,1,0,0,0,3,2,2,10,439,0,23,462,831
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,330,2,2,5,16,5,227,7,16,116,3,3,0,8,2,0,0,0,0,1,0,0,7,3,0,10,429,0,12,441,807
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,331,3,3,7,54,18,228,16,76,336,1,0,0,20,0,1,7,4,4,0,0,2,20,4,3,14,815,0,54,869,1573
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,332,1,1,4,8,5,90,14,25,153,2,4,2,5,0,6,4,1,1,0,0,0,8,4,1,6,343,1,14,358,341
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,335,3,3,20,11,10,160,8,48,301,3,4,0,24,2,2,5,7,0,1,0,0,33,6,1,23,669,1,28,698,1605
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,336,2,2,4,35,12,141,11,74,288,4,5,0,16,1,10,2,0,2,0,0,0,26,1,1,6,639,1,19,659,1212
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,339,3,3,4,44,22,238,15,88,305,4,7,4,33,0,9,1,1,2,0,0,0,21,5,2,18,823,0,43,866,1887
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,340,1,1,50,13,2,55,15,30,159,15,15,0,0,0,0,2,1,1,0,0,1,6,3,0,12,380,0,12,392,686
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,341,1,1,19,26,9,13,31,6,210,0,2,0,1,0,2,2,3,2,0,0,2,6,3,0,4,341,0,16,357,492
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,342,1,1,1,6,1,5,48,13,33,1,2,1,0,1,0,8,0,0,0,0,0,3,2,0,0,125,0,5,130,231
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,348,1,1,0,18,4,6,41,22,44,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,160,0,14,174,291
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,349,1,1,4,35,35,34,15,31,117,13,5,3,14,3,1,6,2,0,0,0,1,1,1,0,4,325,0,21,346,582
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,350,2,2,6,66,10,133,16,18,221,0,9,0,2,2,52,7,4,3,0,0,1,8,1,0,3,562,0,27,589,996
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,351,2,2,28,51,11,92,16,15,490,1,55,0,2,2,12,6,5,2,0,0,1,3,3,1,6,802,2,33,837,1437
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,352,1,1,24,71,12,9,7,11,154,2,18,0,2,6,2,1,0,2,0,0,0,13,1,1,5,341,0,25,366,614
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,356,4,4,10,107,62,47,41,105,492,1,15,1,13,4,11,9,24,4,1,2,0,42,7,5,11,1014,0,63,1077,2456
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,357,2,2,17,56,33,92,16,56,243,10,12,0,5,0,3,10,1,5,1,0,0,13,6,3,7,589,0,45,634,1232
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,358,1,1,13,63,9,15,22,11,100,1,1,0,3,7,0,6,1,2,0,0,1,11,4,1,1,272,0,11,283,463
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,359,2,2,6,44,23,29,13,33,209,0,2,2,5,29,4,35,4,0,1,0,1,13,1,2,4,460,0,40,500,1029
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,360,2,2,2,39,32,17,15,19,93,0,9,0,2,0,0,4,0,4,0,1,1,1,1,0,1,241,0,12,253,430
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,361,1,1,5,20,6,34,10,15,72,1,4,1,3,0,1,2,0,1,0,0,3,6,0,1,0,185,0,18,203,341
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,364,3,3,9,113,30,28,94,110,355,1,26,2,35,1,8,11,1,7,1,0,2,23,7,6,3,873,0,77,950,2036
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,365,1,1,5,23,3,17,14,24,142,0,13,0,2,5,0,1,1,3,1,0,0,2,3,2,8,269,0,22,291,581
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,366,3,3,12,46,33,60,24,74,366,2,7,1,4,32,0,11,4,2,1,0,0,13,3,0,11,706,0,33,739,1347
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,2835,4,4,15,33,49,87,28,112,538,11,36,0,54,12,15,11,2,7,0,0,1,35,7,6,12,1071,0,60,1131,2502
4,12,GUERRERO,9,ACAPULCO,1,ACAPULCO DE JUAREZ,2836,2,2,6,39,13,54,6,51,260,1,11,1,30,1,5,7,2,5,0,0,1,14,5,0,11,523,1,28,552,1198
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,1,1,0,77,3,10,7,2,159,0,0,0,24,5,3,4,1,0,0,0,0,0,0,0,0,295,0,20,315,633
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,2,2,0,173,7,10,8,6,190,0,0,0,32,6,3,5,3,0,0,0,0,0,0,0,0,443,0,44,487,1021
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,1,1,0,114,8,9,14,5,108,0,0,0,59,3,0,7,6,0,0,0,0,0,0,0,0,333,0,21,354,749
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,2,2,0,219,3,14,14,13,190,0,0,1,86,7,0,6,7,0,0,0,0,0,0,0,0,560,0,39,599,1179
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,2,2,0,151,15,19,15,7,144,0,0,0,57,3,28,6,1,0,0,0,0,0,0,0,0,446,0,4,450,995
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,1,1,0,159,1,6,11,10,133,0,0,1,63,3,0,10,4,0,0,0,0,0,0,0,0,401,0,19,420,687
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,1,1,0,117,1,6,5,7,89,0,0,0,18,1,0,11,2,0,0,0,0,0,0,0,0,257,0,7,264,431
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,2,2,0,188,8,11,11,28,217,0,0,0,51,1,1,18,136,0,0,0,0,0,0,0,0,670,0,29,699,1078
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,2,2,0,162,15,15,24,4,179,0,0,0,66,8,3,9,1,0,0,0,0,0,0,0,0,486,0,39,525,1030
