CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1204,13,13,189,793,631,141,117,358,1531,16,0,22,34,47,31,42,14,104,8,5,11,80,10,9,21,4214,3,170,4387,9253
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1205,4,4,45,191,150,30,37,102,418,2,0,8,13,16,18,15,8,22,1,4,1,22,5,6,8,1122,1,44,1167,2557
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1206,3,3,40,164,122,32,48,82,300,0,0,4,7,14,4,8,3,6,0,1,5,13,5,4,4,866,1,39,906,1691
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1209,2,2,14,82,76,37,16,40,239,3,0,2,3,9,3,5,0,9,1,0,2,7,5,2,6,561,0,20,581,1223
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1210,5,5,62,240,163,56,39,119,546,6,0,3,3,14,12,17,9,27,2,3,5,26,5,7,11,1375,0,68,1443,3045
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1211,4,4,41,205,199,39,48,83,544,7,0,2,9,16,2,14,5,23,1,0,5,27,4,4,4,1282,0,56,1338,2743
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1212,4,4,78,266,261,60,36,143,559,5,0,10,3,9,14,21,10,34,3,5,3,29,2,4,6,1561,1,49,1611,2998
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1214,3,3,46,219,112,27,19,94,380,5,0,3,3,1,4,11,6,29,0,0,2,21,12,3,4,1001,4,41,1046,1809
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1215,3,3,45,189,125,20,14,72,259,5,0,6,3,2,2,5,0,30,4,0,2,14,1,5,7,810,1,17,828,1155
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1216,4,4,74,296,160,35,28,104,411,2,0,6,7,3,2,11,6,22,4,0,4,18,2,2,4,1201,3,23,1227,2156
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1217,3,3,55,175,165,42,34,112,422,6,0,1,7,14,8,20,8,20,2,1,1,22,5,11,10,1141,1,38,1180,2246
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1219,2,2,42,137,109,22,19,69,314,2,0,1,3,11,3,16,4,16,3,0,1,17,2,3,3,797,0,25,822,1422
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1220,2,2,56,179,116,21,11,84,316,3,0,4,5,2,8,5,4,23,1,0,3,10,1,2,2,856,1,25,882,1464
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1221,4,4,39,239,164,47,40,97,477,4,0,2,8,13,8,23,3,19,0,1,1,20,3,4,8,1220,0,40,1260,2890
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1222,4,4,55,220,177,51,35,107,438,4,0,1,7,13,3,23,4,41,4,2,8,35,11,3,9,1251,0,60,1311,2742
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1223,2,2,37,129,92,28,13,56,229,4,0,1,4,1,0,8,3,18,1,1,6,22,2,4,4,663,1,26,690,1336
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1224,2,2,25,113,67,19,9,46,157,3,0,2,2,1,2,6,2,8,0,1,0,11,1,1,1,477,0,14,491,857
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1225,3,3,58,145,119,19,10,67,190,0,0,0,2,2,0,4,9,19,1,3,2,7,2,2,4,665,0,20,685,1069
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1226,3,3,49,212,165,19,19,69,343,1,0,7,6,5,0,11,1,18,0,1,2,20,0,2,2,952,0,24,976,1569
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1227,3,3,63,265,175,23,34,91,494,3,0,2,4,6,4,10,12,26,2,1,5,13,3,1,21,1258,1,37,1296,2214
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1230,2,2,64,165,106,25,13,82,257,1,0,1,2,2,4,4,1,19,1,1,0,9,0,3,6,766,1,23,790,1196
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1231,2,2,45,176,87,13,16,56,186,1,0,3,0,0,11,7,4,15,0,1,0,6,0,1,1,629,0,11,640,909
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1232,3,3,51,198,180,32,31,83,393,9,0,2,7,8,7,14,2,24,1,1,1,14,8,3,6,1075,1,29,1105,2120
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1233,2,2,19,56,73,23,12,32,137,1,0,0,4,1,3,17,1,8,0,0,1,3,2,1,4,398,0,17,415,844
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1234,3,3,42,130,116,31,18,98,336,5,0,1,4,5,6,13,2,13,2,1,1,19,5,3,3,854,0,26,880,1737
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1235,3,3,33,146,109,33,24,69,351,3,0,7,4,1,7,14,3,14,0,1,2,13,2,1,1,838,0,28,866,1574
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1236,2,2,31,132,87,14,12,65,226,1,0,0,0,2,1,0,4,20,2,1,1,16,2,0,1,618,2,20,640,1161
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1237,4,4,76,237,252,28,29,114,270,6,0,2,2,4,8,6,2,36,1,0,1,13,1,3,2,1093,2,22,1117,1701
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1238,3,3,86,205,135,11,18,80,303,1,0,3,7,2,5,5,1,23,4,4,2,20,0,4,4,923,2,35,960,1672
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1239,2,2,34,143,104,8,10,66,197,2,0,4,4,2,2,8,0,25,0,0,3,6,0,2,1,621,0,20,641,1059
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1250,2,2,33,161,103,21,17,62,269,3,0,3,3,1,2,1,2,22,2,0,0,21,1,3,4,734,1,22,757,1267
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1251,2,2,82,187,131,23,14,99,280,1,0,1,5,2,2,8,7,23,3,1,2,9,0,1,3,884,0,21,905,1493
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1252,4,4,43,175,180,59,22,104,362,3,0,5,7,16,7,11,2,18,3,2,6,19,5,3,5,1057,0,49,1106,2575
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1253,1,1,11,10,12,2,4,14,21,0,0,1,1,0,1,1,0,6,1,1,0,2,0,0,0,88,0,3,91,256
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1254,3,3,76,266,141,20,12,96,306,2,0,3,6,15,5,4,3,20,1,0,3,18,1,2,5,1005,1,19,1025,1543
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1259,8,8,59,353,297,94,68,213,729,1,0,7,10,36,44,44,8,32,1,7,2,51,10,3,15,2084,2,96,2182,5401
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1260,3,3,37,147,126,22,25,75,387,4,0,5,6,4,5,13,11,26,1,0,2,8,2,0,5,911,1,27,939,1696
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1261,3,3,75,245,161,31,22,113,356,5,0,3,15,3,4,8,5,29,3,0,2,25,4,3,2,1114,4,44,1162,1830
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1264,4,4,35,214,151,56,17,105,436,4,0,3,5,18,11,9,9,18,2,1,3,24,8,1,11,1141,0,42,1183,2326
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1265,7,7,72,333,446,71,63,175,803,10,0,16,15,28,6,20,5,45,3,3,13,48,13,10,22,2220,0,104,2324,4971
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1266,5,5,60,299,228,59,41,137,567,6,0,6,15,14,10,25,5,39,2,3,4,45,3,8,10,1586,2,52,1640,3316
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1273,2,2,20,62,57,32,28,22,318,3,0,1,1,4,2,4,1,4,2,0,0,12,5,3,6,587,0,37,624,1225
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1274,1,1,11,36,117,10,3,6,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,216,0,4,220,449
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1275,1,1,28,3,7,5,3,0,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,159,0,10,169,298
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1276,2,2,16,157,35,33,17,18,313,1,0,0,1,2,0,10,1,12,3,0,5,20,1,0,2,647,0,40,687,1454
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1277,1,1,0,4,21,7,6,5,78,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,127,0,7,134,255
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1282,2,2,9,44,42,25,26,17,197,0,0,0,0,1,0,1,1,9,2,1,3,19,6,4,8,415,0,20,435,1017
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1283,2,2,6,45,41,12,11,16,211,1,0,1,0,0,1,2,3,6,2,0,1,23,9,0,6,397,0,22,419,907
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1284,2,2,0,12,202,2,1,1,15,0,0,0,0,0,0,0,0,10,0,3,2,0,1,0,0,249,0,17,266,391
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1292,2,2,8,50,314,10,2,0,12,0,0,0,3,0,0,0,0,5,2,1,6,0,0,0,0,413,0,17,430,848
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1293,1,1,3,25,16,12,3,0,146,0,0,0,0,0,0,3,0,1,6,0,0,10,3,0,4,232,0,8,240,458
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1294,2,2,15,88,91,20,16,4,146,0,0,0,3,1,0,5,0,3,2,0,1,4,1,1,2,403,0,23,426,879
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1298,1,1,0,118,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,4,173,262
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2817,1,1,5,15,20,11,9,17,66,0,0,0,2,1,0,2,0,7,0,1,0,6,1,1,0,164,0,11,175,453
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2818,4,4,79,198,213,55,35,113,477,7,0,11,12,7,8,16,5,30,3,3,1,26,5,1,6,1311,0,47,1358,2760
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2819,3,3,52,195,196,28,17,114,410,4,0,2,4,3,2,11,3,22,2,1,2,15,0,0,2,1085,3,32,1120,1866
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2820,3,3,42,164,122,31,18,43,339,0,0,0,4,7,14,15,5,15,0,0,4,18,5,1,2,849,0,42,891,1930
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2821,3,3,22,117,137,25,21,80,319,5,0,5,17,14,4,4,1,14,1,0,2,10,3,2,10,813,1,35,849,1920
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2822,3,3,21,110,74,28,21,74,336,2,0,4,24,12,5,8,2,12,4,2,5,12,5,3,10,774,0,46,820,1912
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2823,4,4,50,191,163,56,35,134,509,2,0,4,12,6,3,26,3,25,0,1,2,24,7,5,5,1263,1,48,1312,2756
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1207,5,5,38,182,181,68,41,112,446,2,0,1,7,20,9,15,3,18,5,3,7,24,5,3,6,1196,2,36,1234,3478
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1218,4,4,39,126,132,29,22,62,370,4,0,3,5,15,1,9,7,14,0,1,5,22,4,3,4,877,1,32,910,2513
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1228,3,3,31,160,131,45,14,95,430,1,0,3,2,14,9,12,5,28,0,0,2,18,2,2,7,1011,0,39,1050,2078
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1229,3,3,36,190,165,48,32,87,395,2,0,1,0,16,9,10,3,16,2,2,4,16,7,8,6,1055,3,33,1091,1882
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1240,2,2,45,170,126,25,26,68,335,2,0,2,1,5,3,5,0,15,1,1,2,20,3,1,1,857,0,24,881,1410
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1241,2,2,32,173,96,18,12,48,274,2,0,2,4,0,1,8,1,19,1,1,1,18,2,3,1,717,0,22,739,1259
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1242,3,3,42,226,149,23,24,94,410,4,0,7,2,7,3,4,1,18,0,2,4,36,1,3,5,1065,0,35,1100,1886
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1243,4,4,38,203,178,45,36,106,635,3,0,4,7,18,6,11,4,22,9,0,4,30,7,6,13,1385,0,60,1445,2830
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1244,3,3,37,174,176,43,20,119,412,2,0,9,10,7,0,7,5,25,2,3,0,16,3,3,9,1082,2,35,1119,2186
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1245,4,4,42,188,148,54,48,147,547,2,0,5,8,12,5,17,1,17,1,1,3,17,4,5,10,1282,2,51,1335,2674
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1246,2,2,23,113,82,26,19,47,219,2,0,1,9,3,5,6,3,14,0,1,0,15,2,2,0,592,3,21,616,992
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1247,2,2,39,149,115,12,19,63,299,3,0,2,3,4,3,6,1,23,0,2,3,15,1,6,3,771,0,28,799,1350
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1248,2,2,38,156,113,36,19,76,290,3,0,0,2,0,2,8,3,19,2,1,2,19,0,2,6,797,0,28,825,1368
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1249,2,2,40,127,98,22,10,79,289,6,0,2,5,1,1,3,3,15,1,0,4,10,0,2,3,721,0,24,745,1079
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1255,2,2,26,61,41,11,6,31,146,0,0,1,2,2,0,0,2,10,0,0,0,10,1,2,1,353,0,17,370,1170
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1256,2,2,26,113,75,25,6,56,293,1,0,1,6,3,0,4,0,10,0,1,2,26,2,4,4,658,0,16,674,1087
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1257,6,6,103,478,353,83,58,221,956,13,0,2,21,26,6,17,24,58,7,5,4,29,6,7,20,2497,8,91,2596,4352
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1258,3,3,62,189,157,39,26,119,471,3,0,4,8,6,2,17,7,26,3,1,2,17,1,3,2,1165,2,36,1203,1844
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1262,2,2,36,164,87,17,16,56,226,3,0,1,4,2,3,6,2,18,0,0,0,7,1,2,2,653,4,19,676,1052
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1263,4,4,114,393,290,34,29,166,530,7,0,3,10,2,6,13,5,47,5,7,7,30,4,1,4,1707,2,46,1755,2900
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1267,18,18,301,1321,945,198,128,531,2159,12,0,27,47,41,19,48,18,152,10,5,8,73,9,22,31,6105,11,165,6281,12486
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1268,2,2,51,218,124,24,14,55,275,0,0,8,3,1,4,5,0,28,4,1,0,13,1,0,2,831,2,18,851,1278
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1269,3,3,88,328,201,25,33,126,347,5,0,3,8,1,3,4,1,37,3,2,3,19,0,1,2,1240,4,27,1271,1756
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1270,4,4,108,383,253,57,40,152,617,6,0,5,16,11,2,12,5,52,3,1,2,17,2,4,7,1755,3,46,1804,2917
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1271,7,7,190,592,443,63,80,252,890,23,0,3,10,15,15,14,12,83,4,1,8,37,3,5,8,2751,5,63,2819,4882
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1278,2,2,25,116,265,17,12,9,156,2,0,0,3,2,2,3,2,9,0,1,1,2,2,0,1,630,0,27,657,1117
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1279,5,5,100,419,538,53,33,31,355,2,0,0,8,2,0,4,0,30,6,1,5,16,2,1,6,1612,0,76,1688,3507
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1280,3,3,49,273,362,27,23,48,288,2,0,5,3,3,2,2,3,34,4,0,4,18,3,3,3,1159,0,56,1215,1941
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1281,5,5,102,439,711,57,51,99,475,9,0,5,5,20,3,14,5,54,4,3,17,24,4,7,10,2118,0,77,2195,3724
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1285,2,2,6,43,67,24,5,8,150,0,0,0,0,2,0,4,2,3,2,1,0,7,2,1,5,332,6,34,372,825
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1286,3,3,27,151,170,30,33,30,264,4,0,0,26,0,3,10,4,14,2,1,3,19,4,2,6,803,0,38,841,1689
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1287,3,3,21,107,105,25,46,17,246,0,0,2,31,2,0,9,1,13,0,3,3,11,3,0,3,648,1,32,681,1492
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1288,3,3,22,197,142,32,24,25,239,2,0,1,48,2,0,7,2,10,41,1,3,18,0,0,1,817,0,51,868,1753
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1289,3,3,23,191,212,47,27,74,269,0,0,0,5,2,0,5,2,19,5,2,5,26,7,9,11,941,0,27,968,2206
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1290,1,1,0,5,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,2,131,259
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1291,1,1,3,82,58,8,3,2,44,2,0,0,0,0,0,2,0,2,0,1,7,4,0,1,0,219,0,10,229,484
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1295,3,3,12,80,460,17,8,9,43,1,0,0,1,1,0,2,0,4,0,3,4,5,3,0,0,653,0,36,689,1509
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1296,2,2,17,228,271,20,12,11,97,1,0,1,2,0,1,1,0,14,0,1,2,3,3,0,0,685,0,27,712,1093
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1297,1,1,3,50,115,6,10,2,40,0,0,0,3,0,0,0,0,3,0,0,2,1,2,0,1,238,0,16,254,513
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1299,1,1,7,45,167,10,5,1,33,0,0,0,0,0,0,1,0,3,0,1,4,1,1,0,1,280,0,14,294,490
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1300,2,2,15,78,252,24,10,11,86,1,0,0,1,0,2,6,2,6,1,2,11,4,2,0,1,515,0,39,554,1011
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1301,3,3,17,166,170,11,5,12,155,0,0,0,6,0,0,4,1,12,0,2,2,5,2,2,3,575,0,30,605,1641
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1302,4,4,28,257,434,26,13,9,191,0,0,0,0,3,0,4,2,17,6,0,7,14,7,0,8,1026,0,41,1067,2002
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,4
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1303,3,3,34,191,262,26,13,5,211,0,0,0,0,17,1,4,1,26,4,1,8,11,1,4,6,826,0,35,861,1883
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1304,3,3,25,194,229,27,16,15,198,3,0,0,1,6,0,4,0,27,2,1,10,11,2,2,6,779,0,35,814,1649
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1305,2,2,13,129,206,28,11,10,181,0,0,1,4,8,0,5,2,10,1,0,0,20,2,1,3,635,0,29,664,1451
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1306,2,2,2,19,163,2,1,0,25,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0,2,220,0,7,227,392
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1307,3,3,29,243,198,34,23,15,318,0,0,0,6,10,0,7,0,10,1,1,4,20,5,2,3,929,0,40,969,1835
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1308,2,2,9,65,111,10,8,15,87,0,0,0,6,1,0,1,0,2,0,0,1,3,0,2,0,321,0,18,339,642
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2802,2,2,17,77,75,26,19,50,248,2,0,5,3,28,4,10,5,15,1,0,4,9,6,3,1,608,0,26,634,1372
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2803,3,3,22,78,55,33,20,43,250,3,0,3,5,8,3,11,4,5,0,1,2,12,3,4,6,571,1,25,597,2092
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,40,2,2,34,44,12,14,8,122,194,5,5,0,59,1,5,5,1,13,0,0,1,14,0,3,5,545,0,17,562,965
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,56,2,2,27,52,18,20,11,107,288,5,47,4,55,4,9,6,1,6,1,0,1,11,1,3,4,681,0,26,707,1285
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,57,2,2,29,49,22,17,8,132,236,9,14,4,58,2,7,8,1,6,0,0,0,12,4,1,6,625,3,16,644,1090
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,58,1,1,17,30,12,12,4,55,109,4,1,0,28,3,7,7,0,2,0,0,0,4,0,0,2,297,1,2,300,453
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,59,1,1,14,32,22,16,3,154,0,0,1,54,3,6,5,1,3,0,0,2,9,1,4,3,0,333,0,13,346,749
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,60,2,2,17,34,21,23,44,118,228,5,4,1,34,4,2,3,1,5,1,0,0,24,1,4,4,578,0,10,588,986
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,61,2,2,30,50,12,11,10,110,215,4,11,0,81,0,5,10,2,8,1,0,0,9,1,2,3,575,3,25,603,1067
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,62,1,1,8,24,19,8,6,57,101,1,8,0,26,2,2,2,0,0,0,0,0,4,0,1,0,269,1,5,275,481
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,63,1,1,16,24,14,4,8,52,113,2,34,3,30,2,3,1,0,4,2,0,0,11,2,1,1,327,1,7,335,675
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,76,1,1,13,32,8,8,7,40,149,3,14,1,34,2,2,1,0,2,0,0,0,6,1,1,2,326,3,12,341,662
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,77,2,2,23,30,18,15,8,86,216,10,14,0,37,0,4,4,1,3,1,0,1,15,1,2,2,491,4,21,516,900
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,78,1,1,6,10,6,3,0,32,55,3,5,0,7,0,2,0,0,2,0,0,0,0,0,0,0,131,0,2,133,225
