CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4419,2,2,236,23,4,25,19,74,280,14,12,3,0,0,11,0,6,2,709,0,18,727,1123
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4420,8,8,1137,119,20,98,74,286,1245,49,70,11,0,0,72,1,16,14,3212,0,53,3265,5031
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4421,12,12,2129,269,32,150,122,459,1958,133,120,24,2,0,122,2,30,21,5573,3,82,5658,8923
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4422,1,1,102,14,4,26,11,32,182,2,4,0,1,0,20,0,2,1,401,0,12,413,655
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4423,2,2,118,18,8,14,9,22,258,8,6,3,3,0,11,0,7,2,487,0,18,505,812
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4424,1,1,126,15,1,18,10,31,227,3,3,2,0,0,13,0,4,0,453,0,16,469,730
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4425,2,2,314,43,5,15,9,43,200,5,15,1,0,0,10,0,3,2,665,1,15,681,914
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4426,1,1,122,24,4,10,6,35,168,5,10,2,0,0,9,0,1,0,396,0,4,400,639
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4427,1,1,173,31,5,8,5,17,97,11,7,4,0,0,4,0,0,0,362,0,6,368,519
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4428,1,1,272,33,2,9,4,34,102,4,15,2,2,0,8,0,0,1,488,1,6,495,700
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4429,1,1,188,26,4,7,5,17,66,4,20,0,0,0,8,1,1,1,348,0,5,353,501
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4430,1,1,267,39,3,2,3,20,71,1,16,4,2,0,3,0,0,0,431,2,3,436,562
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4431,1,1,290,32,8,2,6,29,61,2,21,2,0,0,7,0,1,1,462,0,8,470,626
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4432,1,1,273,26,3,6,2,10,46,3,6,0,1,0,5,0,1,0,382,0,6,388,525
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4433,1,1,270,37,3,6,5,15,50,3,18,0,0,0,3,0,0,0,410,0,10,420,572
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4434,2,2,380,63,1,4,6,20,81,0,10,5,1,0,3,0,0,0,574,0,10,584,758
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4435,1,1,327,30,2,5,7,20,74,6,14,4,0,0,5,0,2,3,499,0,6,505,644
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4436,1,1,311,39,1,11,9,26,124,7,16,3,1,0,11,1,0,1,561,1,11,573,723
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4437,1,1,252,31,12,13,10,28,122,5,14,3,0,0,9,0,0,3,502,0,4,506,701
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4438,1,1,188,32,7,7,8,26,67,3,9,4,0,0,5,0,0,2,358,1,10,369,497
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4439,1,1,203,31,2,12,5,30,97,6,12,2,0,0,7,0,1,1,409,0,4,413,582
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4440,2,2,242,58,6,14,14,43,133,13,18,5,0,0,8,0,2,2,558,1,9,568,791
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4441,2,2,145,31,2,24,16,43,240,8,9,1,1,0,20,0,3,3,546,0,15,561,913
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4442,2,2,178,9,4,15,16,24,262,10,12,4,0,0,24,2,4,3,567,2,8,577,893
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4443,1,1,135,17,2,17,11,21,182,3,7,1,0,0,12,0,2,0,410,0,9,419,601
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4444,2,2,257,48,1,28,16,46,242,6,13,5,0,0,16,0,5,0,683,0,12,695,1014
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4445,2,2,147,26,5,26,21,42,275,9,12,0,0,0,21,2,5,2,593,2,7,602,962
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4446,2,2,121,15,5,19,12,38,236,7,8,3,0,0,17,0,1,4,486,0,10,496,798
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4447,1,1,97,17,2,10,12,23,183,6,6,2,1,0,14,0,0,1,374,0,6,380,644
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4448,2,2,134,9,1,24,11,42,214,10,7,0,0,0,13,0,2,1,468,0,13,481,781
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4449,1,1,115,6,4,20,11,34,216,7,10,5,0,0,13,0,2,2,445,2,12,459,740
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4450,2,2,151,9,2,19,8,42,263,8,5,0,0,0,17,0,6,3,533,1,17,551,922
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4451,2,2,172,22,2,12,9,29,238,5,7,1,0,0,20,2,6,1,526,0,11,537,886
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4452,6,6,779,109,20,79,49,180,900,57,50,13,2,0,53,0,13,4,2308,3,42,2353,3779
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4453,2,2,158,28,4,19,13,42,342,17,12,1,1,0,25,2,11,5,680,0,25,705,1129
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4454,2,2,178,19,4,23,16,45,333,5,9,3,0,0,28,0,4,2,669,0,15,684,1135
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4455,1,1,215,28,5,7,8,20,89,6,10,3,0,0,10,0,2,0,403,1,1,405,521
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4456,1,1,188,21,1,6,5,19,103,9,10,1,0,0,9,1,2,1,376,1,6,383,554
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4457,2,2,348,41,7,4,6,33,111,7,13,2,0,0,10,1,1,0,584,2,9,595,855
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4458,2,2,340,47,4,7,7,36,108,7,16,6,0,0,8,0,0,0,586,0,8,594,805
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4459,2,2,127,16,3,17,9,28,223,6,8,4,0,1,17,1,6,5,471,0,12,483,858
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4460,2,2,151,18,4,30,11,39,286,1,10,3,1,0,24,3,9,4,594,1,14,609,1009
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4461,4,4,320,49,8,47,31,91,580,12,14,3,0,1,39,1,10,2,1208,0,43,1251,2259
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4462,2,2,240,40,3,33,20,37,399,11,16,4,1,0,31,4,8,2,849,0,27,876,1494
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4463,2,2,448,50,6,6,9,39,123,11,8,6,0,0,13,0,0,1,720,0,12,732,985
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4464,2,2,318,53,9,2,5,35,173,20,16,2,0,0,13,0,1,2,649,1,8,658,863
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4465,1,1,263,23,5,16,7,29,90,2,13,1,0,0,12,0,2,0,463,0,2,465,604
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4466,2,2,286,48,8,20,5,33,173,7,18,5,0,1,8,0,2,1,615,0,8,623,940
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4467,2,2,377,44,5,9,5,30,113,6,14,2,0,0,3,0,0,3,611,0,6,617,781
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4468,3,3,543,100,7,35,31,96,472,25,29,11,0,1,30,1,3,10,1394,1,25,1420,2169
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4469,2,2,172,26,4,24,13,38,307,9,9,3,1,0,25,0,5,7,643,2,14,659,1083
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4470,2,2,209,27,8,16,17,45,222,6,9,4,0,0,16,0,3,1,583,0,11,594,967
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4471,5,6,1041,182,17,48,41,138,618,33,48,11,2,0,27,0,4,3,2213,1,38,2252,2326
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4472,2,2,238,28,4,30,19,44,322,5,12,9,0,0,25,1,18,6,761,0,20,781,1281
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4489,4,4,341,34,10,37,40,91,732,26,13,4,0,0,50,1,15,7,1401,1,25,1427,2619
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4490,8,8,781,118,18,102,79,240,1482,44,65,14,1,1,123,2,26,9,3105,1,65,3171,5549
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4491,4,4,330,46,7,54,33,93,727,11,16,6,1,0,51,4,13,4,1396,0,38,1434,2388
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4492,3,3,264,30,5,44,27,54,524,11,11,6,1,0,22,2,10,10,1021,0,24,1045,1733
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4493,1,1,64,10,0,7,4,25,228,3,3,0,0,0,21,0,4,3,372,0,6,378,587
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4494,7,7,859,134,15,91,50,200,1129,44,47,12,1,0,73,5,26,9,2695,4,67,2766,4842
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4495,16,16,1442,226,30,203,133,387,2714,70,83,37,6,0,202,15,59,36,5643,1,154,5798,11515
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4498,20,20,1326,222,39,243,157,474,3446,85,69,31,3,0,209,17,61,35,6417,0,177,6594,14231
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4500,2,2,260,23,3,25,11,29,308,6,14,6,1,0,24,1,6,4,721,0,20,741,1434
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4746,2,2,152,26,3,13,6,24,133,3,4,3,1,0,12,0,1,0,381,0,1,382,1128
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4747,2,2,324,27,4,18,21,51,308,13,21,3,1,0,18,0,8,2,819,0,14,833,1299
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4748,2,2,247,34,1,23,16,54,349,11,26,6,1,0,29,1,3,3,804,0,7,811,1208
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4749,2,2,322,41,4,39,12,58,337,18,21,1,0,0,17,20,3,2,895,1,13,909,1308
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4750,2,2,206,41,7,26,9,45,329,4,10,5,0,0,27,0,4,0,713,0,12,725,1238
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4751,2,2,338,39,2,25,16,87,319,18,18,2,0,0,13,0,6,3,886,0,21,907,1404
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4752,2,2,222,23,2,33,13,58,418,3,6,4,0,0,34,1,2,2,821,0,15,836,1387
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4753,2,2,122,49,4,34,15,40,298,10,4,6,0,9,15,0,4,1,611,0,30,641,1132
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4754,2,2,146,44,3,36,12,33,333,7,3,5,2,2,16,2,2,3,649,0,26,675,1164
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4755,2,2,96,24,4,20,10,32,281,6,3,2,0,0,22,2,11,3,516,0,15,531,971
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4756,2,2,155,11,5,22,13,29,313,4,3,3,0,0,19,0,10,3,590,0,25,615,1100
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4757,2,2,168,14,5,23,15,35,227,5,6,2,0,0,16,0,5,2,523,0,13,536,852
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4822,3,3,718,77,8,37,30,133,421,32,42,7,1,9,24,1,5,1,1546,0,15,1561,2215
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4823,3,3,599,75,7,34,15,109,319,16,45,5,0,0,32,0,6,4,1266,1,26,1293,1845
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4824,3,3,418,57,9,40,21,110,447,18,21,3,0,0,26,0,7,2,1179,2,14,1195,1900
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4825,2,2,305,51,3,45,18,108,327,6,16,5,0,0,19,0,2,1,906,0,13,919,1426
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4826,3,3,472,59,11,20,19,86,327,19,28,7,0,1,23,1,9,5,1087,0,17,1104,1607
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4827,3,3,554,65,10,24,13,85,353,18,34,5,0,0,33,0,9,4,1207,0,16,1223,1936
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4828,3,3,711,70,11,30,8,114,278,23,48,7,3,0,20,1,1,5,1330,0,12,1342,1981
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4829,4,4,747,138,13,48,31,142,505,23,37,11,0,0,23,0,1,4,1723,0,30,1753,2624
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4830,2,2,192,31,2,27,16,55,326,11,18,1,0,0,22,2,3,3,709,0,14,723,1359
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4831,2,2,339,29,0,26,13,53,321,12,17,3,0,0,13,0,3,0,829,0,10,839,1409
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4832,2,2,158,22,2,18,12,37,300,9,5,4,0,0,11,2,3,2,585,0,9,594,1257
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4833,3,3,218,49,7,40,18,68,371,9,4,0,1,4,12,3,4,2,810,0,18,828,1726
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4834,2,2,187,21,4,12,19,69,314,7,15,2,1,0,21,1,6,3,682,0,17,699,1354
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4835,2,2,128,14,3,20,19,27,272,8,6,3,0,0,14,1,7,3,525,0,13,538,1117
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4931,4,4,346,37,6,63,33,80,663,15,23,8,1,0,54,3,17,9,1358,0,45,1403,2698
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4932,2,2,167,27,1,16,5,46,213,10,3,4,0,0,13,0,2,1,508,0,7,515,867
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4933,4,4,325,33,7,61,27,83,692,12,21,8,0,0,56,3,21,10,1359,0,64,1423,2736
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4934,3,3,205,31,4,40,34,72,557,11,11,5,1,0,43,3,11,10,1038,0,38,1076,2083
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4935,4,4,233,37,5,65,37,68,676,13,11,8,0,0,43,5,21,12,1234,0,34,1268,2734
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4936,3,3,184,29,6,38,25,75,458,9,12,1,1,0,27,2,8,1,876,0,7,883,1750
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4937,1,1,38,5,0,11,2,19,135,5,4,0,0,0,14,0,2,1,236,0,6,242,480
3,30,VERACRUZ,15,VERACRUZ,192,VERACRUZ,4938,4,4,146,29,6,45,24,65,605,9,11,1,1,1,51,1,9,8,1012,0,21,1033,2396
3,30,VERACRUZ,16,BOCA DEL RIO,0,VOTO ANTICIPADO,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,5
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,492,1,1,242,41,2,7,6,25,111,5,20,0,0,0,0,0,0,0,459,1,11,471,682
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,493,2,2,352,50,4,7,6,18,99,4,13,2,4,0,0,0,0,0,559,0,6,565,757
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,494,2,2,337,69,7,8,3,26,95,4,24,5,0,0,0,0,0,0,578,0,21,599,784
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,495,2,2,409,42,3,6,6,19,93,7,13,3,0,0,0,0,0,0,601,0,13,614,783
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,496,1,1,252,36,2,4,2,19,74,3,13,2,0,0,0,0,0,0,407,0,8,415,579
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,497,1,1,221,31,1,5,4,23,98,1,7,2,0,0,0,0,0,0,393,1,8,402,574
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,498,1,1,276,43,2,7,4,11,54,2,9,3,0,0,0,0,0,0,411,1,4,416,551
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,499,1,1,258,30,2,6,6,15,102,15,19,3,0,0,0,0,0,0,456,0,4,460,655
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,500,2,2,286,55,3,13,8,30,126,11,22,1,0,0,0,0,0,0,555,0,15,570,776
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,501,1,1,318,36,1,3,1,25,62,1,16,3,0,0,0,0,0,0,466,0,4,470,606
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,502,1,1,367,36,3,5,6,18,80,4,16,0,0,0,0,0,0,0,535,0,11,546,699
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,503,1,1,148,31,2,10,3,31,129,2,10,1,1,1,0,0,0,0,369,1,9,379,550
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,504,1,1,172,19,6,13,6,32,163,6,5,3,0,0,0,0,0,0,425,0,18,443,676
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,505,1,1,219,34,2,9,1,27,163,8,5,1,1,0,0,0,0,0,470,0,19,489,723
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,506,2,2,334,46,2,26,8,67,291,13,21,5,0,0,0,0,0,0,813,0,25,838,1228
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,507,2,2,338,56,7,15,9,45,232,10,21,7,0,0,0,0,0,0,740,0,31,771,1129
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,508,2,2,381,53,4,19,17,48,284,9,8,4,0,0,0,0,0,0,827,0,31,858,1274
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,509,2,2,396,50,6,14,12,43,210,6,23,6,1,0,0,0,0,0,767,1,24,792,1152
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,510,4,5,1073,151,11,29,21,121,366,18,46,9,0,0,0,0,0,0,1845,1,55,1901,1912
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,511,4,4,1586,192,14,13,22,61,161,23,27,6,2,0,0,0,0,0,2107,1,25,2133,2834
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,512,2,2,841,117,7,11,7,27,82,5,25,2,0,0,0,0,0,0,1124,0,8,1132,1432
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,513,2,2,420,65,5,17,4,39,183,5,17,2,1,0,0,0,0,0,758,0,21,779,1011
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,514,3,3,710,115,12,18,9,52,213,8,48,6,3,1,0,0,0,0,1195,1,43,1239,1730
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,515,2,2,479,59,6,16,10,37,184,6,18,2,0,0,0,0,0,0,817,2,21,840,1151
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,516,2,2,380,58,4,22,11,44,252,12,24,6,1,0,0,0,0,0,814,1,40,855,1222
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,517,2,2,298,34,4,28,12,29,315,9,22,7,0,0,0,0,0,0,758,1,32,791,1286
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,518,2,2,226,23,5,9,6,41,222,9,11,1,1,0,0,0,0,0,554,0,35,589,884
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,519,2,2,241,38,2,18,12,39,239,11,13,2,0,0,0,0,0,0,615,0,25,640,967
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,520,2,2,292,54,7,18,27,58,257,11,9,3,1,0,0,0,0,0,737,0,35,772,1163
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,521,2,2,304,38,4,13,14,42,268,9,17,4,0,1,0,0,0,0,714,0,25,739,1088
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,522,2,2,425,38,6,27,5,42,322,13,18,0,0,0,0,0,0,0,896,0,28,924,1281
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,523,2,2,324,52,7,25,6,40,254,7,19,3,0,1,0,0,0,0,738,0,43,781,1092
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,524,2,2,351,45,13,23,10,34,228,5,16,9,2,0,0,0,0,0,736,0,32,768,1058
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,525,2,2,332,64,6,15,8,28,240,5,14,7,1,0,0,0,0,0,720,0,36,756,1024
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,526,2,2,233,47,4,17,2,35,262,6,9,3,1,0,0,0,0,0,619,1,36,656,934
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,527,4,5,664,80,5,10,5,49,187,14,21,2,0,0,0,0,0,0,1037,0,30,1067,1583
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,528,1,1,175,17,2,10,3,12,94,2,9,4,0,0,0,0,0,0,328,0,7,335,495
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,529,2,2,386,34,2,15,7,48,287,20,17,5,0,0,0,0,0,0,821,0,47,868,1319
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,530,2,2,298,48,7,27,5,31,281,9,13,2,1,0,0,0,0,0,722,0,30,752,1093
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,531,1,1,159,27,1,14,9,19,127,3,8,2,1,0,0,0,0,0,370,0,18,388,634
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,532,1,1,200,58,5,14,4,22,162,4,10,2,0,0,0,0,0,0,481,0,18,499,727
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,533,2,2,299,53,4,18,8,29,195,5,11,5,0,0,0,0,0,0,627,0,24,651,973
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,534,2,2,311,45,4,16,7,30,211,4,11,7,0,0,0,0,0,0,646,0,22,668,991
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,535,1,1,180,15,4,8,6,23,185,3,9,4,0,0,0,0,0,0,437,0,27,464,707
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,536,2,2,323,28,11,19,13,51,301,8,22,5,0,0,0,0,0,0,781,0,39,820,1300
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,537,2,2,298,29,4,9,6,37,234,4,10,1,0,0,0,0,0,0,632,0,25,657,1084
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,538,2,2,290,21,3,10,5,13,155,5,14,3,1,0,0,0,0,0,520,0,11,531,770
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,539,3,4,532,88,5,14,13,48,220,4,16,7,0,0,0,0,0,0,947,1,39,987,850
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,540,2,2,339,45,5,18,7,51,227,9,15,6,1,0,0,0,0,0,723,0,34,757,1274
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,541,2,2,389,38,5,24,11,40,335,8,12,2,0,0,0,0,0,0,864,0,30,894,1471
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,542,1,1,111,9,0,8,9,17,97,0,3,4,0,0,0,0,0,0,258,0,18,276,438
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,543,2,2,272,25,5,16,12,40,226,10,14,3,0,0,0,0,0,0,623,0,27,650,1026
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,544,2,2,258,36,1,22,9,41,211,8,15,5,1,0,0,0,0,0,607,0,31,638,928
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,545,1,1,147,17,0,17,3,32,161,3,11,1,0,0,0,0,0,0,392,0,25,417,701
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,546,2,2,259,20,1,12,6,36,201,10,28,2,2,0,0,0,0,0,577,1,21,599,973
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,547,2,2,344,46,8,16,6,43,226,17,13,4,0,0,0,0,0,0,723,0,31,754,1170
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,548,2,2,434,42,8,20,9,44,281,8,29,2,2,0,0,0,0,0,879,0,29,908,1325
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,549,2,2,377,51,5,32,18,66,342,13,24,3,0,0,0,0,0,0,931,2,39,972,1478
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,550,2,2,232,36,1,15,9,27,229,3,19,2,0,0,0,0,0,0,573,0,32,605,880
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,551,3,3,501,48,5,30,13,70,365,12,29,3,0,0,0,0,0,0,1076,0,53,1129,1676
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,552,4,4,831,106,15,45,20,122,680,24,29,9,2,1,0,0,0,0,1884,1,66,1951,2768
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,553,2,2,348,44,6,18,17,57,316,5,10,7,0,0,0,0,0,0,828,0,40,868,1407
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,554,2,2,200,21,3,22,9,29,219,2,18,1,0,0,0,0,0,0,524,0,37,561,932
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,555,1,1,142,22,4,14,5,30,150,6,6,0,1,0,0,0,0,0,380,1,24,405,708
3,30,VERACRUZ,16,BOCA DEL RIO,29,BOCA DEL RIO,556,2,2,254,38,9,23,6,47,246,6,14,3,0,0,0,0,0,0,646,0,35,681,1168
