CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PRD_PESM,C_PT_PVEM,C_PT_MORENA,C_PT_PESM,C_PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,5,PARACHO,16,COENEO,275,1,1,2,2,67,15,10,54,107,0,0,0,0,0,0,0,0,0,0,7,3,2,3,0,0,0,0,0,0,0,0,0,272,0,13,285,567
5,16,MICHOACAN,5,PARACHO,16,COENEO,276,1,1,1,3,49,1,7,26,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,122,0,4,126,267
5,16,MICHOACAN,5,PARACHO,16,COENEO,277,2,2,1,5,83,13,26,85,176,0,0,0,0,0,0,0,0,0,0,20,0,1,4,0,0,0,0,0,0,0,0,0,414,0,16,430,841
5,16,MICHOACAN,5,PARACHO,16,COENEO,278,2,2,2,5,473,51,16,77,155,0,0,0,0,0,0,0,0,0,0,14,1,6,4,0,0,0,0,0,0,0,0,0,804,0,25,829,1413
5,16,MICHOACAN,5,PARACHO,16,COENEO,279,2,2,1,7,250,25,22,46,86,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,448,0,23,471,803
5,16,MICHOACAN,5,PARACHO,16,COENEO,280,2,2,0,2,134,21,14,44,227,0,0,0,0,0,0,0,0,0,0,20,1,2,4,0,0,0,0,0,0,0,0,0,469,0,20,489,874
5,16,MICHOACAN,5,PARACHO,16,COENEO,281,1,1,1,2,108,16,8,20,88,0,0,0,0,0,0,0,0,0,0,15,1,2,1,0,0,0,0,0,0,0,0,0,262,0,7,269,598
5,16,MICHOACAN,5,PARACHO,16,COENEO,282,2,2,1,0,159,17,10,26,142,0,0,0,0,0,0,0,0,0,0,7,2,1,4,0,0,0,0,0,0,0,0,0,369,0,16,385,881
5,16,MICHOACAN,5,PARACHO,16,COENEO,283,1,1,1,0,51,2,3,34,69,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,166,0,7,173,241
5,16,MICHOACAN,5,PARACHO,16,COENEO,284,2,2,0,2,131,10,17,113,97,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,0,0,0,0,0,0,0,0,388,0,20,408,779
5,16,MICHOACAN,5,PARACHO,16,COENEO,285,1,1,0,4,48,7,12,116,54,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,0,254,0,7,261,573
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,340,2,2,0,81,188,31,17,0,116,278,98,202,4,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,1025,0,63,1088,1437
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,341,3,3,0,156,342,42,15,0,222,304,175,181,6,0,0,0,0,0,0,21,7,6,5,0,0,0,0,0,0,0,0,0,1482,0,140,1622,2099
5,16,MICHOACAN,5,PARACHO,21,CHARAPAN,345,3,3,0,19,379,67,23,0,288,247,338,73,13,0,0,0,0,0,0,11,5,8,6,0,0,0,0,0,0,0,0,0,1477,0,84,1561,2162
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,380,2,2,2,211,78,102,18,187,259,23,13,0,13,0,0,0,0,0,0,23,1,4,3,0,0,0,0,0,0,0,0,0,937,0,10,947,1335
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,381,2,2,0,205,95,132,17,142,254,19,19,0,6,0,0,0,0,0,0,47,2,8,6,0,0,0,0,0,0,0,0,0,952,0,14,966,1366
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,382,2,2,2,205,122,105,24,137,286,71,9,0,2,0,0,0,0,0,0,47,5,8,9,0,0,0,0,0,0,0,0,0,1032,0,23,1055,1498
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,383,2,2,1,68,139,42,50,157,224,19,59,0,4,0,0,0,0,0,0,11,1,3,3,0,0,0,0,0,0,0,0,0,781,0,24,805,1204
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,384,4,4,3,106,252,97,26,215,353,18,111,0,22,0,0,0,0,0,0,34,4,5,4,0,0,0,0,0,0,0,0,0,1250,0,38,1288,2092
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,385,2,2,2,59,180,41,14,148,198,10,68,0,8,0,0,0,0,0,0,18,6,7,8,0,0,0,0,0,0,0,0,0,767,1,34,802,1390
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,386,4,4,0,290,191,171,36,331,476,44,22,0,39,0,0,0,0,0,0,85,4,16,3,0,0,0,0,0,0,0,0,0,1708,0,29,1737,2646
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,389,5,5,4,190,218,65,21,396,688,37,229,0,3,0,0,0,0,0,0,35,5,14,2,0,0,0,0,0,0,0,0,0,1907,0,95,2002,3111
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,390,3,3,1,79,156,46,22,225,230,27,48,0,5,0,0,0,0,0,0,24,6,7,3,0,0,0,0,0,0,0,0,0,879,0,61,940,1551
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,391,3,3,6,76,123,57,20,189,196,9,27,0,16,0,0,0,0,0,0,23,3,5,7,0,0,0,0,0,0,0,0,0,757,0,31,788,1787
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,392,2,2,1,53,80,103,20,173,165,18,29,0,14,0,0,0,0,0,0,32,7,5,2,0,0,0,0,0,0,0,0,0,702,0,34,736,1217
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,393,4,4,8,106,229,124,38,408,476,56,51,0,2,0,0,0,0,0,0,39,10,12,13,0,0,0,0,0,0,0,0,0,1572,0,80,1652,2951
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,394,3,3,8,141,399,40,15,152,314,25,63,0,2,0,0,0,0,0,0,21,2,6,1,0,0,0,0,0,0,0,0,0,1189,0,62,1251,2133
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,395,3,3,1,100,342,29,15,85,147,3,6,0,25,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,757,0,29,786,1276
5,16,MICHOACAN,5,PARACHO,25,CHILCHOTA,396,1,1,1,101,50,18,7,15,121,4,4,0,7,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,338,0,10,348,605
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,405,2,2,13,49,215,7,27,0,50,0,0,0,0,0,0,0,0,0,0,20,0,0,3,84,1,2,4,0,0,0,0,0,475,1,21,497,815
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,406,2,2,18,34,190,5,48,0,53,0,0,0,0,0,0,0,0,0,0,23,1,1,5,67,4,1,8,0,0,0,0,0,458,0,16,474,858
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,407,2,2,14,30,228,10,61,0,48,0,0,0,0,0,0,0,0,0,0,20,5,1,3,73,3,7,6,0,0,0,0,0,509,0,18,527,955
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,408,2,2,11,32,205,10,50,0,60,0,0,0,0,0,0,0,0,0,0,18,4,0,6,53,1,4,5,0,0,0,0,0,459,0,23,482,730
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,409,2,2,21,43,270,14,62,0,89,0,0,0,0,0,0,0,0,0,0,27,5,1,6,71,3,3,4,0,0,0,0,0,619,0,21,640,1332
5,16,MICHOACAN,2,PURUANDIRO,27,CHUCANDIRO,410,1,1,5,10,120,5,24,0,21,0,0,0,0,0,0,0,0,0,0,6,2,0,2,22,0,1,2,0,0,0,0,0,220,0,12,232,478
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,1,2,2,58,27,13,236,2,4,60,34,298,0,30,0,0,0,0,0,0,29,3,12,0,0,28,0,0,0,0,0,0,0,834,0,29,863,1353
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2,3,3,107,36,9,215,13,2,69,34,355,0,52,0,0,0,0,0,0,31,4,5,2,0,23,0,0,0,0,0,0,0,957,0,28,985,1508
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,3,2,2,59,15,11,69,3,2,28,23,281,0,46,0,0,0,0,0,0,10,0,8,0,0,11,0,0,0,0,0,0,0,566,2,22,590,917
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,4,2,2,60,29,15,171,3,2,38,43,234,0,30,0,0,0,0,0,0,10,5,7,2,0,19,0,0,0,0,0,0,0,668,0,22,690,1048
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,5,2,2,56,8,13,149,9,7,36,41,359,0,49,0,0,0,0,0,0,27,7,7,2,0,21,0,0,0,0,0,0,0,791,0,37,828,1222
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,6,1,1,28,6,7,48,5,3,44,14,98,0,28,0,0,0,0,0,0,7,3,1,0,0,11,0,0,0,0,0,0,0,303,0,22,325,491
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,7,1,1,37,11,6,59,3,0,9,23,180,0,28,0,0,0,0,0,0,5,0,1,1,0,8,0,0,0,0,0,0,0,371,0,27,398,631
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,8,1,1,33,9,7,28,2,1,10,13,78,0,14,0,0,0,0,0,0,8,1,2,0,0,14,0,0,0,0,0,0,0,220,0,21,241,376
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,9,1,1,21,11,12,24,3,2,9,10,49,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,158,0,9,167,230
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,10,2,2,64,17,17,153,15,4,35,49,179,0,27,0,0,0,0,0,0,25,4,6,4,0,13,0,0,0,0,0,0,0,612,0,38,650,959
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,213,5,5,6,20,1148,30,66,0,217,27,0,0,0,0,0,0,0,0,0,28,2,5,11,0,1,0,0,85,0,0,0,0,1646,1,101,1748,3137
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,214,1,1,1,2,193,1,16,0,40,7,0,0,0,0,0,0,0,0,0,4,1,1,5,0,0,0,0,20,0,0,0,0,291,0,21,312,497
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,215,1,1,0,1,95,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,106,0,5,111,184
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,216,1,1,0,3,78,0,0,0,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,101,0,11,112,161
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,217,1,1,3,9,244,8,9,0,59,2,0,0,0,0,0,0,0,0,0,10,1,1,3,0,0,0,0,16,0,0,0,0,365,0,50,415,710
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,218,1,1,0,3,70,2,3,0,8,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,0,0,0,0,101,0,9,110,164
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,219,2,2,5,8,600,9,17,0,34,6,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,31,0,0,0,0,718,0,51,769,1172
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,220,1,1,0,1,159,5,12,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,206,0,15,221,352
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,221,1,1,0,4,205,7,2,0,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,26,0,0,0,0,259,0,21,280,409
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,222,1,1,0,5,98,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,115,0,10,125,223
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,223,1,1,0,5,102,2,2,0,16,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,136,0,12,148,309
5,16,MICHOACAN,18,HUETAMO,13,CARACUARO,224,1,1,0,0,154,3,9,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,185,0,22,207,303
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2742,1,1,22,8,5,27,1,0,11,37,59,0,13,0,0,0,0,0,0,3,1,1,2,0,13,0,0,0,0,0,0,0,203,0,15,218,320
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2743,1,1,10,6,11,14,0,0,10,6,39,0,4,0,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,0,0,0,110,0,7,117,203
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2744,1,1,11,3,1,16,1,0,4,5,32,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,83,0,3,86,130
5,16,MICHOACAN,19,TACAMBARO,1,ACUITZIO,2745,1,1,12,2,0,15,1,0,7,5,31,0,9,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,87,0,2,89,119
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
5,16,MICHOACAN,22,MUGICA,33,GABRIEL ZAMORA,479,1,1,4,2,2,12,7,2,69,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,107,0,3,110,234
5,16,MICHOACAN,22,MUGICA,35,LA HUACANA,578,2,2,1,13,6,44,9,0,262,1,0,0,0,0,0,0,0,0,0,18,2,12,4,1,0,0,0,0,0,0,0,0,373,0,22,395,1002
5,16,MICHOACAN,22,MUGICA,35,LA HUACANA,579,2,2,0,89,38,119,2,0,499,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,756,0,27,783,925
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,810,3,3,112,96,59,16,12,87,260,19,22,0,6,0,0,0,0,0,0,12,0,4,2,19,1,2,0,0,0,0,0,0,729,1,26,756,1952
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,820,2,2,97,98,49,32,27,66,279,18,22,0,22,0,0,0,0,0,0,29,0,4,4,24,3,3,1,0,0,0,0,0,778,0,23,801,1332
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,828,4,4,128,137,49,36,51,123,504,42,41,0,23,0,0,0,0,0,0,31,1,6,7,19,5,0,0,0,0,0,0,0,1203,0,41,1244,2284
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,835,3,3,36,61,32,41,25,37,434,32,5,0,3,0,0,0,0,0,0,13,6,3,2,9,0,0,0,0,0,0,0,0,739,0,36,775,1613
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,858,9,9,251,218,274,97,90,278,1273,52,74,0,36,0,0,0,0,0,0,73,10,17,10,55,2,2,5,0,0,0,0,0,2817,0,89,2906,6347
5,16,MICHOACAN,24,LAZARO CARDENAS,50,LAZARO CARDENAS,859,8,8,154,178,215,87,74,244,1114,33,62,0,55,0,0,0,0,0,0,65,7,13,13,31,3,1,0,0,0,0,0,0,2349,1,60,2410,5307
5,16,MICHOACAN,21,COALCOMAN DE VAZQUEZ PALLARES,69,PERIBAN,1518,3,3,229,85,22,12,124,111,47,33,420,13,0,0,0,0,0,0,0,27,2,1,9,0,0,14,0,0,0,0,0,0,1149,0,33,1182,2173
5,16,MICHOACAN,9,LOS REYES,76,LOS REYES,1703,2,2,169,26,314,16,11,0,101,15,0,0,0,0,0,0,0,0,0,15,1,5,0,0,12,0,0,0,0,0,0,0,685,0,30,715,1282
5,16,MICHOACAN,21,COALCOMAN DE VAZQUEZ PALLARES,90,TEPALCATEPEC,1982,2,2,26,138,31,41,83,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,1,0,0,58,0,0,673,0,27,700,1294
5,16,MICHOACAN,3,MARAVATIO,31,EPITACIO HUERTA,450,2,2,253,74,48,20,40,11,51,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,503,0,31,534,901
5,16,MICHOACAN,3,MARAVATIO,31,EPITACIO HUERTA,455,3,3,359,115,117,155,27,22,170,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,974,0,41,1015,1631
5,16,MICHOACAN,18,HUETAMO,47,JUAREZ,779,1,1,8,12,9,13,66,62,28,46,0,1,78,0,0,0,0,0,0,4,2,1,3,2,0,1,0,0,0,0,0,0,336,0,9,345,493
5,16,MICHOACAN,3,MARAVATIO,52,MARAVATIO,890,2,2,0,65,122,52,54,16,270,7,0,0,12,0,0,0,0,0,0,42,5,7,7,0,0,0,31,0,0,0,0,0,690,1,31,722,1218
5,16,MICHOACAN,3,MARAVATIO,52,MARAVATIO,903,4,4,0,61,184,57,92,19,516,9,0,0,9,0,0,0,0,0,0,59,11,4,12,0,0,0,9,0,0,0,0,0,1042,0,60,1102,2760
5,16,MICHOACAN,3,MARAVATIO,52,MARAVATIO,905,2,2,0,48,52,47,51,12,233,3,0,0,3,0,0,0,0,0,0,46,7,4,14,0,0,0,9,0,0,0,0,0,529,0,26,555,1310
5,16,MICHOACAN,3,MARAVATIO,52,MARAVATIO,906,2,2,0,13,37,27,30,7,164,2,0,0,3,0,0,0,0,0,0,77,5,2,9,0,0,0,9,0,0,0,0,0,385,0,13,398,1044
5,16,MICHOACAN,3,MARAVATIO,52,MARAVATIO,920,2,2,0,33,225,22,31,5,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,26,442,962
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1378,2,2,21,80,18,208,389,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,60,0,0,850,0,44,894,1291
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1379,3,3,52,106,29,215,478,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,1,1,0,0,77,0,0,1059,0,42,1101,1741
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1380,1,1,4,9,4,173,19,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,93,0,0,380,0,21,401,652
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1381,2,2,21,72,8,225,386,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,42,0,0,843,0,47,890,1450
5,16,MICHOACAN,3,MARAVATIO,94,TLALPUJAHUA,2027,2,2,6,13,68,7,61,138,28,11,20,0,10,0,0,0,0,0,0,8,5,1,3,15,1,1,0,0,0,0,0,0,396,0,14,410,824
5,16,MICHOACAN,3,MARAVATIO,94,TLALPUJAHUA,2034,3,3,44,49,189,39,358,200,78,8,8,0,32,0,0,0,0,0,0,60,20,1,8,32,3,3,6,0,0,0,0,0,1138,0,41,1179,1905
5,16,MICHOACAN,18,HUETAMO,99,TUXPAN,2124,1,1,3,3,32,12,13,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,13,0,0,159,0,9,168,291
5,16,MICHOACAN,18,HUETAMO,100,TUZANTLA,2131,3,3,0,291,320,15,13,0,252,0,0,0,0,0,0,0,0,0,0,15,3,2,4,0,0,0,0,0,0,0,0,0,915,0,42,957,1519
5,16,MICHOACAN,13,ZITACUARO,113,ZITACUARO,2580,2,2,67,50,17,25,70,48,211,14,2,0,0,0,0,0,41,0,0,0,0,0,0,13,4,1,1,0,0,15,0,0,579,0,24,603,930
5,16,MICHOACAN,13,ZITACUARO,113,ZITACUARO,2610,6,6,175,185,121,104,315,276,764,124,10,0,27,0,0,0,99,0,0,0,0,0,0,59,3,0,1,0,0,34,0,0,2297,0,108,2405,3962
5,16,MICHOACAN,13,ZITACUARO,113,ZITACUARO,2638,6,6,136,174,135,117,302,250,673,35,6,0,1,0,0,0,72,0,0,0,0,0,0,44,11,8,7,0,0,42,0,0,2013,1,146,2160,3403
5,16,MICHOACAN,13,ZITACUARO,113,ZITACUARO,2653,2,2,14,57,26,37,83,27,86,6,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,5,0,0,7,0,0,361,0,56,417,925
5,16,MICHOACAN,7,ZACAPU,43,JACONA,695,2,2,63,84,105,20,20,16,124,25,113,0,0,0,0,0,0,0,0,22,3,3,3,0,22,0,0,0,0,0,0,0,623,0,21,644,1314
5,16,MICHOACAN,4,JIQUILPAN,45,JIQUILPAN,728,3,3,131,122,302,16,20,140,175,26,0,0,0,0,0,0,0,0,0,22,1,6,0,0,0,0,0,0,0,0,0,0,961,0,20,981,1646
5,16,MICHOACAN,4,JIQUILPAN,45,JIQUILPAN,732,1,1,46,18,80,4,8,62,66,2,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,295,0,6,301,603
5,16,MICHOACAN,4,JIQUILPAN,53,MARCOS CASTELLANOS,937,3,3,141,23,12,6,293,0,81,0,21,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,5,0,0,603,0,30,633,1001
5,16,MICHOACAN,4,JIQUILPAN,63,PAJACUARAN,1398,1,1,8,2,13,11,29,53,124,0,0,0,0,0,0,0,0,0,0,19,6,0,1,3,0,1,0,0,0,0,0,0,270,0,9,279,650
5,16,MICHOACAN,4,JIQUILPAN,77,SAHUAYO,1721,7,7,950,50,17,72,145,114,670,7,0,0,94,0,0,0,0,0,0,94,7,6,26,89,11,10,0,0,0,0,0,0,2362,0,67,2429,4748
5,16,MICHOACAN,4,JIQUILPAN,77,SAHUAYO,1741,2,2,387,29,7,14,52,52,211,7,0,0,26,0,0,0,0,0,0,24,2,1,3,40,14,1,0,0,0,0,0,0,870,0,18,888,1473
5,16,MICHOACAN,4,JIQUILPAN,77,SAHUAYO,1744,1,1,153,27,6,10,22,27,80,5,0,0,8,0,0,0,0,0,0,13,3,0,3,17,6,3,0,0,0,0,0,0,383,0,8,391,587
5,16,MICHOACAN,4,JIQUILPAN,77,SAHUAYO,1751,4,4,659,40,10,29,62,70,328,12,0,0,113,0,0,0,0,0,0,54,5,7,11,81,16,5,0,0,0,0,0,0,1502,0,27,1529,2533
5,16,MICHOACAN,9,LOS REYES,92,TINGUINDIN,2006,3,3,385,143,35,10,147,145,38,1,0,0,0,0,0,0,0,0,0,47,7,0,1,0,0,0,0,2,0,0,0,0,961,0,21,982,1577
5,16,MICHOACAN,9,LOS REYES,96,TOCUMBO,2056,3,3,455,15,0,14,401,69,67,0,0,0,0,0,0,0,0,0,0,50,14,0,11,0,106,0,0,0,0,0,0,0,1202,0,40,1242,1960
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2330,2,2,121,21,1,4,2,43,124,3,0,4,0,0,0,0,0,0,0,5,0,2,4,0,27,0,0,0,0,0,0,0,361,0,24,385,802
5,16,MICHOACAN,4,JIQUILPAN,104,VENUSTIANO CARRANZA,2338,2,2,98,27,11,13,6,111,181,2,0,0,0,0,0,0,0,0,0,17,1,7,7,0,17,0,0,3,0,0,0,0,501,0,13,514,864
5,16,MICHOACAN,4,JIQUILPAN,106,VISTA HERMOSA,2367,2,2,8,48,32,17,15,33,215,0,0,1,0,0,0,0,0,0,0,15,5,1,0,16,0,0,0,0,0,0,0,0,406,0,16,422,919
5,16,MICHOACAN,1,LA PIEDAD,30,ECUANDUREO,444,2,2,150,22,7,10,3,0,45,0,0,0,0,0,0,0,0,0,0,6,1,1,1,16,7,0,0,0,0,0,0,0,269,0,11,280,582
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARAN,1369,3,3,28,484,195,18,4,178,236,0,39,0,0,0,0,0,0,0,0,13,2,4,1,0,0,0,0,0,0,0,0,0,1202,0,24,1226,1893
5,16,MICHOACAN,2,PURUANDIRO,68,PENJAMILLO,1499,2,2,4,51,66,16,39,76,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,444,0,10,454,787
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1539,2,2,220,19,3,11,14,19,126,0,1,18,18,0,0,0,0,0,0,19,0,1,0,18,1,1,0,0,0,0,0,0,489,0,10,499,995
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1552,2,2,218,20,3,9,15,21,154,0,3,3,2,0,0,0,0,0,0,12,0,2,4,18,6,0,0,0,0,0,0,0,490,0,13,503,865
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1568,5,5,520,39,7,18,32,64,420,0,4,14,8,0,0,0,0,0,0,43,9,3,5,33,13,2,0,0,0,0,0,0,1234,0,43,1277,3087
5,16,MICHOACAN,1,LA PIEDAD,70,LA PIEDAD,1584,6,6,516,34,21,20,26,67,436,0,6,14,17,0,0,0,0,0,0,37,2,5,7,45,7,5,0,0,0,0,0,0,1265,0,37,1302,4235
5,16,MICHOACAN,7,ZACAPU,95,TLAZAZALCA,2045,2,2,8,15,27,5,6,0,52,9,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,16,167,759
5,16,MICHOACAN,1,LA PIEDAD,107,YURECUARO,2371,2,2,31,0,0,76,62,1,150,163,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,510,0,12,522,801
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2442,4,4,443,67,14,66,24,43,281,0,83,0,4,0,0,0,0,0,0,64,2,10,7,0,0,0,6,0,0,0,0,0,1114,0,40,1154,2883
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2447,4,4,683,78,13,98,29,45,312,0,105,0,3,0,0,0,0,0,0,64,7,17,12,0,0,0,2,0,0,0,0,0,1468,1,44,1513,2871
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2458,2,2,180,25,4,23,5,12,85,0,49,0,1,0,0,0,0,0,0,26,1,7,5,0,0,0,0,0,0,0,0,0,423,0,12,435,960
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2462,16,16,2101,292,50,343,81,163,856,0,369,0,20,0,0,0,0,0,0,180,25,33,16,0,0,0,30,0,0,0,0,0,4559,7,136,4702,11584
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2468,2,2,190,35,5,36,16,22,138,0,37,0,0,0,0,0,0,0,0,18,1,7,5,0,0,0,2,0,0,0,0,0,512,0,31,543,1052
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2471,2,2,267,51,5,34,5,28,135,0,75,0,4,0,0,0,0,0,0,27,2,6,7,0,0,0,4,0,0,0,0,0,650,1,26,677,1143
