CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,C_PRD_PESM,C_PT_PVEM,C_PT_MORENA,C_PT_PESM,C_PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,98,2,2,39,31,17,16,11,129,127,4,0,9,2,0,0,0,0,0,0,14,0,2,2,3,0,1,1,0,0,0,0,0,408,0,9,417,846
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,99,2,2,13,25,26,10,7,138,199,2,0,1,2,0,0,0,0,0,0,9,0,8,3,5,1,0,0,0,0,0,0,0,449,0,8,457,1051
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,100,2,2,13,18,14,10,15,74,137,3,0,0,0,0,0,0,0,0,0,15,0,4,5,6,0,2,0,0,0,0,0,0,316,0,4,320,761
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,101,3,3,48,66,22,39,33,283,286,7,0,0,2,0,0,0,0,0,0,23,3,0,7,14,1,1,0,0,0,0,0,0,835,0,30,865,1921
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,102,1,1,54,28,14,10,8,69,104,6,0,1,0,0,0,0,0,0,0,10,0,3,1,3,1,2,0,0,0,0,0,0,314,0,6,320,683
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,103,1,1,9,15,25,6,4,115,96,2,0,1,0,0,0,0,0,0,0,11,2,2,4,5,0,0,0,0,0,0,0,0,297,0,19,316,658
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,104,2,2,23,47,23,20,9,150,229,2,0,6,0,0,0,0,0,0,0,11,4,2,0,5,0,0,0,0,0,0,0,0,531,1,14,546,1234
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,105,5,5,35,86,85,22,52,287,383,6,0,9,5,0,0,0,0,0,0,28,5,9,11,8,5,3,2,0,0,0,0,0,1041,1,52,1094,3100
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,106,2,2,23,31,35,17,12,107,183,2,0,3,1,0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,434,0,15,449,1144
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,107,2,2,7,22,20,5,6,162,118,6,0,2,11,0,0,0,0,0,0,7,2,0,3,5,0,0,0,0,0,0,0,0,376,0,17,393,852
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,108,3,3,11,17,30,13,23,234,227,1,0,7,2,0,0,0,0,0,0,13,11,1,4,15,2,0,0,0,0,0,0,0,611,0,32,643,1682
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,109,3,3,33,34,36,24,30,256,240,5,0,5,3,0,0,0,0,0,0,19,1,8,1,5,1,1,0,0,0,0,0,0,702,0,21,723,1622
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,110,3,3,26,31,63,38,45,229,233,2,0,6,0,0,0,0,0,0,0,38,5,3,8,12,0,2,1,0,0,0,0,0,742,0,20,762,1807
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,111,5,5,111,115,88,28,40,586,519,20,0,12,5,0,0,0,0,0,0,170,1,2,2,117,4,0,1,0,0,0,0,0,1821,0,38,1859,3430
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,112,3,3,27,55,36,28,20,312,315,4,0,9,4,0,0,0,0,0,0,27,5,1,4,13,1,0,0,0,0,0,0,0,861,0,32,893,2143
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,114,2,2,24,21,107,11,18,68,111,7,0,4,0,0,0,0,0,0,0,7,0,6,2,4,1,0,3,0,0,0,0,0,394,0,31,425,1140
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,115,2,2,76,120,39,21,25,74,196,4,0,2,0,0,0,0,0,0,0,9,3,3,2,16,2,1,1,0,0,0,0,0,594,0,34,628,1494
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,116,2,2,14,25,135,7,7,41,55,0,0,3,0,0,0,0,0,0,0,2,1,1,2,6,0,2,3,0,0,0,0,0,304,0,100,404,1285
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,117,2,2,9,24,111,12,17,88,82,2,0,3,0,0,0,0,0,0,0,5,0,0,2,6,2,0,4,0,0,0,0,0,367,0,33,400,1051
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,118,2,2,17,28,74,10,18,30,111,0,0,5,0,0,0,0,0,0,0,6,0,0,3,9,0,1,0,0,0,0,0,0,312,0,11,323,763
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,119,3,3,42,76,74,19,13,129,121,4,0,6,0,0,0,0,0,0,0,10,3,1,8,22,2,2,6,0,0,0,0,0,538,0,20,558,1864
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,120,3,3,14,33,42,12,23,144,150,1,0,3,2,0,0,0,0,0,0,12,0,0,2,2,0,1,0,0,0,0,0,0,441,0,20,461,1376
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,121,2,2,6,13,16,9,13,62,147,1,0,3,0,0,0,0,0,0,0,15,1,0,0,4,0,0,0,0,0,0,0,0,290,0,10,300,1159
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,122,2,2,7,11,33,13,16,82,238,1,0,0,0,0,0,0,0,0,0,6,1,4,2,1,0,0,0,0,0,0,0,0,415,0,16,431,957
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,123,1,1,0,1,1,6,16,21,23,0,0,0,0,0,0,0,0,0,0,12,4,0,3,1,0,0,0,0,0,0,0,0,88,0,3,91,220
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,124,1,1,4,16,5,6,40,58,56,0,0,2,0,0,0,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,0,0,197,0,0,197,579
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,125,2,2,20,24,19,16,50,53,118,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,1,0,0,0,0,0,0,312,0,14,326,861
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,126,1,1,2,8,13,6,36,53,52,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,180,0,2,182,542
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,127,2,2,4,64,10,6,17,14,90,0,0,0,1,0,0,0,0,0,0,4,1,0,2,4,0,0,0,0,0,0,0,0,217,0,8,225,477
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,128,1,1,2,3,7,20,6,7,14,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,66,0,1,67,309
5,16,MICHOACAN,23,APATZINGAN,6,APATZINGAN,129,2,2,10,17,42,9,36,9,156,2,0,2,2,0,0,0,0,0,0,15,4,3,8,3,0,0,0,0,0,0,0,0,318,0,21,339,783
