CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1928,B,1,0,B,0,39,44,5,8,16,36,130,7,0,2,12,9,15,0,0,0,2,0,0,1,8,334,0,10,344,720,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1928,C,1,0,C01,0,32,38,3,12,15,45,116,7,1,7,10,6,8,1,0,0,3,0,0,0,8,312,0,17,329,720,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1928,C,2,0,C02,0,38,40,5,3,16,51,113,15,2,4,5,3,7,1,0,0,1,1,0,0,4,309,0,13,322,719,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1929,B,1,0,B,0,16,31,3,2,10,36,123,6,2,5,4,3,7,3,0,0,0,0,0,0,11,262,0,9,271,553,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1929,C,1,0,C01,0,16,37,1,10,6,26,102,5,3,6,3,3,7,1,0,0,0,0,0,0,9,235,0,10,245,553,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1929,C,2,0,C02,0,12,31,4,2,6,28,109,5,1,2,2,1,4,1,0,0,0,0,0,0,9,217,0,9,226,552,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1930,B,1,0,B,0,132,70,5,11,20,50,94,5,3,4,8,3,15,0,0,0,0,0,0,0,4,424,0,5,429,558,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1930,C,1,0,C01,0,112,69,7,9,8,58,70,6,0,1,9,5,19,3,0,0,0,0,0,0,8,384,0,4,388,557,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1930,C,2,0,C02,0,121,76,4,12,14,34,70,7,2,6,10,2,12,3,0,0,0,0,0,0,5,378,1,11,390,557,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1931,B,1,0,B,0,26,69,9,7,8,37,90,11,1,8,11,3,10,2,0,0,2,1,0,1,8,304,1,11,316,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1931,C,1,0,C01,0,24,43,10,4,11,38,100,13,3,8,7,6,14,2,0,1,4,0,0,1,14,303,0,11,314,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1931,C,2,0,C02,0,26,42,4,9,8,48,100,13,2,5,8,3,9,1,0,1,3,0,0,0,5,287,0,10,297,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1932,B,1,0,B,0,33,82,13,16,16,48,94,8,3,2,11,12,24,3,1,0,1,0,0,0,14,381,0,10,391,638,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1932,C,1,0,C01,0,30,73,8,13,13,47,119,4,2,6,19,6,18,2,0,0,0,0,0,0,8,368,0,15,383,638,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1932,C,2,0,C02,0,95,18,14,6,13,33,42,6,0,6,13,9,24,0,1,0,2,0,0,0,4,286,1,23,310,637,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1933,B,1,0,B,0,12,45,6,10,8,27,102,3,2,3,8,5,13,1,0,0,0,0,0,0,8,253,0,10,263,573,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1933,C,1,0,C01,0,15,69,3,23,12,22,100,5,2,2,6,2,13,2,0,0,0,0,0,0,7,283,1,13,297,573,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1933,C,2,0,C02,0,17,64,5,25,8,29,95,3,0,3,6,6,12,1,1,1,1,0,0,0,6,283,1,20,304,573,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1933,C,3,0,C03,0,18,50,7,20,13,24,114,8,2,3,7,2,12,2,0,0,0,0,1,0,10,293,1,15,309,573,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1934,B,1,0,B,0,13,44,6,7,9,34,113,7,2,3,10,3,4,5,0,0,0,0,0,0,10,270,0,25,295,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1934,C,1,0,C01,0,16,48,2,7,17,34,117,2,4,3,7,1,10,1,2,0,0,0,0,0,14,285,0,16,301,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1934,C,2,0,C02,0,13,41,1,9,11,23,117,3,1,2,12,6,5,1,0,0,0,0,0,1,8,254,0,20,274,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1935,B,1,0,B,0,46,40,5,8,11,37,106,6,6,2,15,3,10,1,0,0,3,0,0,1,8,308,0,8,316,541,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1935,C,1,0,C01,0,38,45,8,13,12,44,99,14,2,8,5,2,16,0,0,0,2,0,0,0,9,317,0,14,331,541,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1935,C,2,0,C02,0,50,64,5,4,16,40,90,5,4,0,13,2,15,3,0,0,0,0,0,0,12,323,0,15,338,541,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1936,B,1,0,B,0,35,63,10,13,16,41,121,9,2,3,10,8,13,2,0,0,1,0,0,0,11,358,0,14,372,640,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1936,C,1,0,C01,0,40,60,6,9,14,38,123,11,1,7,9,6,17,0,0,0,1,0,0,0,7,349,0,22,371,640,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1936,C,2,0,C02,0,55,53,6,11,16,37,129,4,1,4,14,1,12,3,0,0,1,0,0,1,7,355,0,11,366,639,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1936,S,1,0,S01,0,3,5,1,1,3,6,17,0,0,0,3,2,3,0,1,0,0,0,0,0,0,45,0,0,45,0,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,511,B,1,0,B,0,4,49,6,6,6,4,110,3,1,2,0,0,7,0,0,2,0,0,0,0,3,203,0,6,209,374,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,512,B,1,0,B,0,7,35,6,9,5,4,102,5,1,1,11,1,6,0,0,0,0,1,0,0,7,201,0,7,208,378,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,512,C,1,0,C01,0,2,38,4,1,15,7,97,3,0,0,10,1,10,3,0,0,0,1,0,0,5,197,0,11,208,378,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,513,B,1,0,B,0,9,61,4,5,10,10,59,4,0,3,5,19,16,5,0,0,0,0,0,1,8,219,0,9,228,384,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,513,C,1,0,C01,0,10,60,3,6,5,5,83,4,2,5,22,19,3,1,0,0,0,0,0,0,3,231,0,16,247,384,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,514,B,1,0,B,0,14,78,9,2,9,12,155,2,0,14,6,10,6,1,0,1,0,0,0,0,7,326,0,21,347,598,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,514,C,1,0,C01,0,14,55,6,4,11,20,169,3,5,15,15,5,6,1,0,1,0,0,0,0,9,339,0,30,369,598,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,515,B,1,0,B,0,9,132,7,6,12,10,148,4,0,8,19,1,20,2,1,1,1,0,0,0,10,391,0,23,414,731,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,517,B,1,0,B,0,2,77,8,5,7,7,121,3,1,1,13,5,4,0,1,0,0,0,0,0,8,263,0,28,291,540,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,517,C,1,0,C01,0,2,66,1,4,5,4,152,0,0,1,8,0,4,1,1,0,0,0,0,0,10,259,0,12,271,540,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,518,B,1,0,B,0,16,92,7,9,11,19,118,0,1,1,6,2,4,1,0,0,0,0,0,0,6,293,1,10,304,469,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,518,C,1,0,C01,0,10,83,7,8,8,26,104,2,0,4,9,3,8,3,0,0,0,0,0,0,13,288,0,24,312,469,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,519,B,1,0,B,0,15,51,2,3,5,16,130,5,2,1,9,1,11,1,0,1,1,0,0,0,3,257,0,11,268,410,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,519,C,1,0,C01,0,20,63,4,8,10,17,104,2,2,2,5,2,15,1,1,0,0,0,0,0,6,262,0,2,264,410,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,520,B,1,0,B,0,12,91,5,10,10,24,154,8,3,0,4,0,11,4,0,1,0,0,0,0,13,350,0,25,375,634,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,520,C,1,0,C01,0,27,105,8,7,1,28,137,3,4,8,7,3,11,1,0,0,0,0,0,0,5,355,0,25,380,634,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,520,C,2,0,C02,0,12,77,6,8,9,24,159,5,0,8,6,4,8,2,0,0,1,1,0,0,10,340,0,27,367,634,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,B,1,0,B,0,20,82,3,8,16,25,152,11,0,6,7,2,19,4,0,0,1,1,0,0,16,373,0,20,393,674,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,C,1,0,C01,0,11,99,8,8,11,33,125,3,2,10,11,2,7,3,0,1,0,0,0,0,10,344,0,21,365,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,C,2,0,C02,0,13,94,5,12,12,28,150,15,4,4,6,3,12,3,0,0,0,0,0,0,8,369,0,16,385,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,C,3,0,C03,0,15,94,1,8,18,27,138,9,3,2,7,12,16,3,1,1,1,0,0,0,12,368,0,23,391,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,522,B,1,0,B,0,13,70,3,6,5,19,114,4,3,8,7,2,22,1,0,0,0,0,0,0,7,284,0,21,305,529,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,522,C,1,0,C01,0,16,50,8,5,16,24,143,3,0,8,2,0,12,1,0,0,1,0,0,0,11,300,1,15,316,528,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,523,B,1,0,B,0,19,108,3,3,13,11,153,6,0,1,0,0,15,2,0,1,0,0,0,0,7,342,0,11,353,530,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,523,C,1,0,C01,0,11,110,8,4,4,13,143,7,0,3,2,2,10,5,1,0,0,0,0,0,7,330,0,11,341,530,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,524,B,1,0,B,0,22,145,12,10,8,17,204,15,0,0,5,1,12,3,1,0,0,0,0,0,7,462,0,23,485,744,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,524,C,1,0,C01,0,16,165,15,8,13,14,183,4,2,5,0,2,27,4,0,2,0,0,0,0,7,467,0,20,487,744,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,524,C,2,0,C02,0,24,151,9,17,17,13,199,4,4,2,1,2,15,3,0,0,0,0,0,0,7,468,0,10,478,743,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,534,B,1,0,B,0,20,106,6,12,9,22,133,4,2,6,2,7,8,0,0,0,1,0,0,0,1,339,0,10,349,518,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,534,C,1,0,C01,0,16,90,1,30,9,23,136,5,3,9,2,3,6,0,1,0,1,0,0,0,4,339,0,12,351,517,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,535,B,1,0,B,0,20,56,6,11,17,28,181,10,4,5,6,10,3,0,0,0,1,1,0,1,9,369,0,24,393,687,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,535,C,1,0,C01,0,23,63,4,16,25,34,190,15,3,2,13,19,8,1,0,1,1,0,0,1,7,426,0,15,441,686,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,546,B,1,0,B,0,4,44,2,7,4,5,70,1,2,7,4,5,6,1,0,1,0,0,0,0,10,173,0,7,180,273,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,547,B,1,0,B,0,14,65,3,5,13,9,116,4,0,4,1,0,7,1,0,0,0,0,0,0,5,247,0,11,258,403,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1883,B,1,0,B,0,44,66,7,8,11,51,114,11,2,8,15,3,13,0,0,0,1,0,0,0,5,359,3,12,374,611,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1883,C,1,0,C01,0,44,66,7,8,11,51,114,11,2,8,15,3,13,0,0,0,1,0,0,0,5,359,3,12,374,610,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1884,B,1,0,B,0,33,35,4,8,11,45,132,11,3,9,23,4,5,1,0,0,2,0,0,0,11,337,0,11,348,569,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1884,C,1,0,C01,0,31,68,8,6,6,38,116,5,2,7,26,3,11,0,1,1,1,0,0,0,4,334,1,8,343,568,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1885,B,1,0,B,0,29,39,4,15,11,61,121,10,0,2,13,12,9,1,0,0,0,0,0,0,7,334,0,8,342,572,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1886,B,1,0,B,0,17,34,4,7,7,42,80,4,0,3,5,10,7,0,0,0,0,0,0,0,8,228,0,7,235,391,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1886,C,1,0,C01,0,44,66,7,8,11,51,114,11,2,8,15,3,13,2,0,0,1,0,0,0,5,361,3,12,376,391,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1887,B,1,0,B,0,50,66,7,12,16,50,115,10,3,1,7,6,9,4,0,0,1,0,0,1,10,368,1,14,383,592,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1887,C,1,0,C01,0,42,70,5,11,15,53,101,14,4,6,9,5,16,1,0,0,1,1,0,0,14,368,2,16,386,591,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1888,B,1,0,B,0,61,74,6,12,10,42,121,5,0,10,19,3,18,0,1,1,0,0,0,1,8,392,0,15,407,618,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1889,B,1,0,B,0,39,32,4,8,11,39,98,3,3,7,9,5,10,0,0,0,0,1,0,0,7,276,0,10,286,558,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1889,C,1,0,C01,0,26,54,2,7,12,43,86,6,3,3,10,9,7,1,1,1,1,1,0,0,9,282,0,13,295,558,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1890,B,1,0,B,0,28,36,5,10,6,49,128,4,2,11,11,3,6,0,0,1,0,0,0,0,11,311,1,21,333,602,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1891,B,1,0,B,0,44,51,6,10,7,48,79,11,2,3,14,4,9,0,0,0,0,0,0,0,8,296,1,9,306,494,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1891,C,1,0,C01,0,33,48,2,10,12,49,79,5,1,7,13,6,10,0,1,0,0,0,0,0,9,285,0,12,297,493,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1892,B,1,0,B,0,36,50,5,9,12,37,90,5,2,5,13,6,8,2,0,0,0,0,0,0,4,284,0,13,297,485,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1892,C,1,0,C01,0,37,51,7,5,10,48,103,6,4,3,14,5,8,3,1,0,0,0,0,0,5,310,0,10,320,485,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1893,B,1,0,B,0,32,47,4,14,16,33,141,5,3,5,10,12,8,0,0,0,1,0,0,0,9,340,1,12,353,741,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1894,B,1,0,B,0,14,38,2,8,9,35,86,3,1,3,7,2,9,0,0,0,0,0,0,0,7,224,0,9,233,400,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1894,C,1,0,C01,0,18,29,8,2,14,35,85,2,5,3,6,2,7,0,0,0,0,0,0,0,4,220,0,6,226,399,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1895,B,1,0,B,0,25,50,3,7,13,32,108,5,1,11,11,2,6,1,0,0,0,0,0,0,10,285,0,15,300,571,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1896,B,1,0,B,0,19,58,5,6,13,28,76,9,2,3,6,3,4,1,1,0,0,0,0,0,3,237,0,7,244,393,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1896,C,1,0,C01,0,28,52,7,9,11,42,58,10,0,5,6,2,6,3,0,1,0,0,0,0,5,245,1,6,252,392,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1897,B,1,0,B,0,39,63,6,7,13,47,105,2,3,5,11,5,7,0,0,0,0,0,0,0,10,323,0,7,330,630,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1898,B,1,0,B,0,22,40,6,8,10,39,72,1,2,4,14,7,12,0,0,0,0,0,0,0,4,241,0,14,255,386,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1899,B,1,0,B,0,41,52,7,10,9,33,90,10,1,4,14,4,18,0,0,0,1,0,0,0,6,300,0,12,312,474,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1899,C,1,0,C01,0,55,53,5,8,14,39,79,6,3,7,10,5,14,1,0,0,1,0,0,0,9,309,1,6,316,473,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1900,B,1,0,B,0,41,64,8,5,7,43,94,9,3,5,11,4,8,3,0,0,0,0,0,1,6,312,0,9,321,464,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1900,C,1,0,C01,0,45,70,6,9,14,45,75,6,2,4,14,6,12,0,0,0,0,0,0,0,8,316,0,10,326,463,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1901,B,1,0,B,0,80,74,18,13,17,85,161,3,1,3,20,5,22,7,0,0,1,0,0,0,6,516,0,24,540,735,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1902,B,1,0,B,0,34,46,5,8,14,57,74,18,1,8,19,7,7,0,2,0,0,0,0,0,6,306,0,14,320,452,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1903,B,1,0,B,0,57,62,6,16,17,75,94,11,1,9,17,6,11,0,0,0,1,0,0,0,9,392,0,11,403,609,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1904,B,1,0,B,0,44,41,4,7,11,54,73,10,3,3,12,1,5,0,0,1,1,0,0,0,5,275,2,5,282,426,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1904,C,1,0,C01,0,39,39,2,3,9,32,97,9,1,1,9,2,11,1,0,0,0,2,1,0,4,262,0,11,273,425,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1905,B,1,0,B,0,57,75,5,16,15,60,136,8,5,4,13,10,21,1,1,0,0,0,0,1,8,436,0,17,453,700,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1905,C,1,0,C01,0,51,76,10,14,9,69,127,9,2,4,24,6,17,1,0,0,0,0,0,0,11,430,0,13,443,700,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1906,B,1,0,B,0,0,47,44,3,8,11,45,90,6,0,6,11,4,5,2,0,0,0,0,0,4,286,0,9,295,423,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1906,C,1,0,C01,0,45,36,5,5,12,57,76,8,3,4,10,9,7,0,0,0,0,0,0,0,6,283,0,13,296,423,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1907,B,1,0,B,0,55,34,2,7,15,47,70,4,1,2,6,5,4,2,0,0,1,0,0,0,3,258,0,9,267,386,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1907,C,1,0,C01,0,48,52,4,5,8,40,74,3,4,5,1,3,3,2,0,0,1,0,0,0,3,256,0,4,260,386,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1908,B,1,0,B,0,37,70,8,8,16,72,116,13,4,5,14,6,14,1,0,0,0,0,0,0,6,390,0,10,400,599,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1908,C,1,0,C01,0,41,65,8,14,11,67,127,6,1,4,10,3,9,1,0,0,1,0,0,0,4,372,0,10,382,598,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1942,B,1,0,B,0,13,48,2,7,3,9,50,7,1,4,3,3,9,2,0,0,0,0,0,0,2,163,0,3,166,266,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1943,B,1,0,B,0,11,39,3,2,8,35,85,3,1,3,8,5,3,0,2,0,0,1,0,0,4,213,0,16,229,506,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1943,C,1,0,C01,0,19,48,6,6,16,37,74,6,2,3,14,3,8,1,0,0,0,0,0,0,6,249,0,4,253,505,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1944,B,1,0,B,0,38,44,3,7,21,51,135,12,4,9,12,2,3,2,0,0,0,0,0,0,9,352,0,6,358,689,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1944,C,1,0,C01,0,42,38,8,13,11,55,114,17,6,2,16,6,15,0,0,0,0,0,0,0,5,348,0,16,364,689,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1945,B,1,0,B,0,29,46,11,11,14,35,110,8,2,4,6,8,5,1,0,2,1,0,0,1,8,302,1,9,312,525,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1945,C,1,0,C01,0,32,35,3,10,14,34,125,10,4,4,10,6,10,0,0,0,1,0,0,0,7,305,1,8,314,525,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1946,B,1,0,B,0,37,50,10,11,17,49,98,12,2,4,12,4,10,2,0,1,1,0,0,0,3,323,0,14,337,652,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1946,C,1,0,C01,0,30,42,13,8,16,49,105,8,4,4,7,3,8,2,2,0,2,0,0,1,11,315,1,15,331,652,ACTA DE CASILLA,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1947,B,1,0,B,0,26,34,2,5,17,36,86,3,1,5,9,3,7,2,0,0,0,0,0,0,6,242,1,5,248,577,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1947,C,1,0,C01,0,33,24,3,8,8,41,99,4,0,3,4,5,2,0,0,0,0,0,0,0,11,245,0,9,254,576,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1947,C,2,0,C02,0,27,36,4,4,14,46,77,5,0,1,8,4,11,4,0,0,0,0,0,0,4,245,0,14,259,576,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1948,B,1,0,B,0,30,32,2,8,21,53,118,10,3,6,18,2,7,1,0,0,0,0,0,0,8,319,1,22,342,718,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1948,C,1,0,C01,0,27,45,6,7,14,54,134,6,1,7,18,7,13,0,0,0,0,0,1,0,6,346,1,11,358,717,ACTA DE CASILLA,,,
