CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,743,C,1,0,C01,0,82,17,3,94,1,1,12,2,3,3,0,0,7,0,1,0,0,0,0,0,0,226,0,8,234,423,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,744,B,1,0,B,0,59,25,4,105,0,5,14,1,0,2,1,0,4,1,0,0,0,0,0,0,0,221,0,2,223,442,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,744,C,1,0,C01,0,62,16,1,118,2,2,14,0,0,5,0,0,5,2,0,0,0,0,0,0,0,227,0,12,239,442,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,745,B,1,0,B,0,124,53,2,151,1,5,24,1,1,4,2,0,10,2,1,0,0,0,0,0,1,382,0,10,392,747,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,746,B,1,0,B,0,76,26,3,136,0,7,28,0,0,3,1,0,16,1,0,0,0,0,0,0,1,298,0,3,301,530,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,747,B,1,0,B,0,107,28,3,197,1,6,42,0,1,3,2,0,7,3,0,0,0,0,0,0,1,401,0,9,410,727,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,748,B,1,0,B,0,119,7,6,117,1,6,21,3,0,1,1,0,8,1,0,0,0,0,0,0,0,291,0,13,304,603,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,749,B,1,0,B,0,99,12,1,111,5,4,18,0,0,5,0,0,11,0,0,0,0,0,0,0,1,267,0,20,287,533,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,749,C,1,0,C01,0,95,10,3,120,1,3,25,1,0,2,1,0,7,0,0,1,0,0,0,0,3,272,0,12,284,532,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,750,B,1,0,B,0,47,22,7,99,5,4,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,201,0,9,210,396,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,750,C,1,0,C01,0,57,23,4,85,3,4,22,1,0,1,0,0,3,1,1,0,0,0,0,0,0,205,0,10,215,395,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,751,B,1,0,B,0,97,16,2,157,2,4,21,0,0,9,0,0,4,2,0,0,0,0,0,0,2,316,0,12,328,558,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,752,B,1,0,B,0,47,11,4,147,2,1,14,0,0,1,0,0,5,2,0,0,0,0,0,0,0,234,0,22,256,463,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,752,C,1,0,C01,0,67,24,1,141,0,2,17,1,1,0,2,0,5,1,0,1,0,0,0,0,0,263,0,5,268,462,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,753,B,1,0,B,0,37,16,2,94,4,8,28,1,1,1,0,0,5,2,0,0,0,0,0,0,0,199,0,8,207,422,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,753,C,1,0,C01,0,49,17,2,126,1,2,38,1,1,1,1,0,4,1,0,0,0,0,0,0,1,245,0,7,252,421,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,754,B,1,0,B,0,18,9,0,37,1,1,3,0,0,4,0,0,2,1,0,0,0,0,0,0,0,76,0,4,80,141,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,755,B,1,0,B,0,46,7,5,76,2,2,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158,0,5,163,332,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,756,B,1,0,B,0,41,10,0,153,3,5,16,2,0,17,0,0,3,0,0,0,0,0,0,0,1,251,0,7,258,438,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,756,C,1,0,C01,0,20,4,1,165,1,3,30,2,0,14,0,0,1,0,0,0,0,0,0,0,0,241,0,14,255,437,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,757,B,1,0,B,0,15,1,4,22,2,1,35,1,0,0,1,0,0,1,1,0,0,0,0,0,2,86,0,12,98,175,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,758,B,1,0,B,0,44,7,3,84,2,4,20,0,0,10,1,0,2,0,0,0,0,0,0,0,0,177,0,3,180,375,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,761,B,1,0,B,0,23,7,2,35,0,2,3,1,1,0,0,0,3,1,0,0,0,0,0,0,2,80,0,2,82,156,ACTA DE CASILLA,,,
2,32,ZACATECAS,16,TLALTENANGO DE SANCHEZ ROMAN,23,JUCHIPILA,762,B,1,0,B,0,18,9,0,69,0,2,10,0,0,4,0,0,3,0,1,0,0,0,0,0,0,116,0,5,121,211,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,763,B,1,0,B,0,13,57,5,6,29,73,75,2,0,0,90,1,15,1,1,1,0,0,0,0,0,369,0,19,388,665,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,763,C,1,0,C01,0,21,49,3,2,46,101,71,1,0,0,62,1,9,1,0,1,0,0,0,0,0,368,0,16,384,665,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,763,C,2,0,C02,0,17,44,5,5,24,102,81,1,0,0,65,2,13,2,1,0,0,0,0,0,0,362,0,18,380,664,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,764,B,1,0,B,0,11,50,4,4,24,105,129,0,3,0,64,1,8,1,0,0,0,0,0,0,0,404,0,10,414,735,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,764,C,1,0,C01,0,19,31,8,2,39,102,133,0,0,0,59,0,11,0,0,0,0,0,0,0,0,404,0,13,417,734,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,764,C,2,0,C02,0,12,50,6,7,46,99,121,1,2,0,51,0,5,3,0,0,0,0,0,0,0,403,0,11,414,734,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,765,B,1,0,B,0,11,55,3,3,26,61,49,0,0,0,56,2,8,3,0,0,0,0,0,0,0,277,0,8,285,456,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,765,C,1,0,C01,0,11,42,2,0,27,59,48,3,1,0,37,0,6,1,0,0,0,0,0,0,0,237,0,13,250,456,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,766,B,1,0,B,0,8,52,5,1,39,68,59,2,1,0,37,0,8,0,0,0,0,0,0,0,0,280,0,8,288,440,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,766,C,1,0,C01,0,17,27,1,3,34,61,69,0,1,0,27,0,4,1,0,0,0,0,0,0,0,245,0,7,252,439,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,767,B,1,0,B,0,12,56,6,2,33,72,108,1,0,0,64,0,13,1,0,0,0,0,0,0,0,368,0,18,386,640,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,768,B,1,0,B,0,12,47,5,1,34,105,69,0,0,0,36,2,6,1,0,0,0,0,0,0,0,318,0,9,327,553,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,768,C,1,0,C01,0,18,61,6,5,31,89,78,2,0,0,43,0,9,4,0,1,0,0,0,0,0,347,0,13,360,553,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,768,C,2,0,C02,0,14,37,4,2,41,89,84,1,0,0,31,1,9,0,0,0,0,0,0,0,0,313,0,8,321,553,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,768,S,1,0,S01,0,1,5,0,0,7,28,24,1,0,0,23,0,2,0,0,0,0,0,0,0,0,91,0,0,91,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,769,B,1,0,B,0,16,55,10,0,48,89,75,5,1,0,70,5,20,1,0,0,0,0,0,0,0,395,1,10,406,656,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,769,C,1,0,C01,0,21,45,5,2,72,80,84,0,1,0,54,2,14,2,1,0,0,0,0,0,0,383,0,12,395,656,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,769,C,2,0,C02,0,16,53,5,1,77,73,76,1,0,0,83,0,15,0,0,0,0,0,0,0,0,400,0,5,405,656,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,769,C,3,0,C03,0,25,55,6,1,57,80,83,1,0,0,59,2,18,2,0,0,0,0,0,0,0,389,0,11,400,655,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,770,B,1,0,B,0,14,50,7,1,38,86,89,0,0,0,47,3,11,1,0,0,0,0,0,0,0,347,0,18,365,604,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,771,B,1,0,B,0,1,20,1,9,17,46,74,3,2,0,56,0,1,0,0,0,0,0,0,0,0,230,0,14,244,642,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,772,B,1,0,B,0,13,39,6,6,39,95,88,0,1,0,52,0,9,2,0,0,0,0,0,0,0,350,0,12,362,613,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,773,B,1,0,B,0,8,27,2,3,46,62,86,2,3,0,52,0,9,0,0,0,0,0,0,0,0,300,0,19,319,652,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,773,C,1,0,C01,0,7,43,4,6,25,76,87,0,1,0,53,1,13,0,0,0,0,0,0,0,0,316,0,14,330,652,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,773,C,2,0,C02,0,9,33,7,1,37,77,81,0,1,0,70,1,6,2,0,1,0,0,0,0,0,326,0,16,342,652,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,773,C,3,0,C03,0,12,30,3,5,34,74,73,1,0,0,55,0,14,0,0,0,0,0,0,0,0,301,0,16,317,651,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,773,C,4,0,C04,0,17,43,7,2,37,66,74,1,0,0,64,1,6,1,0,0,0,0,0,0,0,319,0,12,331,651,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,774,B,1,0,B,0,11,27,8,2,39,49,46,1,0,0,41,0,6,0,0,0,0,0,0,0,0,230,0,11,241,393,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,774,C,1,0,C01,0,9,28,5,2,25,39,60,1,1,0,38,2,11,1,0,0,0,0,0,0,0,222,0,4,226,392,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,775,B,1,0,B,0,7,14,0,6,18,44,86,0,0,0,39,0,2,0,0,0,0,0,0,0,0,216,0,7,223,398,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,775,C,1,0,C01,0,5,16,2,4,21,48,82,1,1,0,35,0,1,0,0,0,0,0,0,0,0,216,0,11,227,397,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,776,B,1,0,B,0,10,29,6,2,34,49,49,0,1,0,54,1,9,0,0,0,0,0,0,0,0,244,0,11,255,436,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,776,C,1,0,C01,0,8,33,1,3,38,48,55,1,0,0,54,0,5,0,0,0,0,0,0,0,0,246,0,11,257,436,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,777,B,1,0,B,0,5,25,2,2,28,89,50,2,0,0,63,1,2,0,0,0,0,0,0,0,0,269,0,12,281,468,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,777,C,1,0,C01,0,5,13,3,2,30,72,62,2,2,0,47,1,3,1,0,0,0,0,0,0,0,243,0,7,250,468,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,778,B,1,0,B,0,6,21,0,3,17,62,35,2,0,0,62,1,1,1,0,1,0,0,0,0,0,212,0,14,226,410,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,778,C,1,0,C01,0,4,12,2,4,24,40,37,0,1,0,66,0,0,1,0,0,0,0,0,0,0,191,0,15,206,409,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,779,B,1,0,B,0,2,15,1,9,16,100,78,1,1,0,29,0,2,0,3,0,0,0,0,0,0,257,0,18,275,615,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,779,C,1,0,C01,0,5,12,1,6,47,88,102,0,1,0,25,1,1,1,0,0,0,0,0,0,0,290,0,20,310,614,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,780,B,1,0,B,0,13,39,10,2,59,71,133,1,0,0,33,2,10,0,1,0,0,0,0,0,0,374,0,11,385,696,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,780,C,1,0,C01,0,16,37,16,3,41,96,127,2,0,0,25,0,6,1,1,0,0,0,0,0,0,371,0,16,387,696,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,781,B,1,0,B,0,17,56,5,5,38,64,117,0,0,0,29,0,18,0,0,0,0,0,0,0,0,349,0,14,363,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,781,C,1,0,C01,0,15,55,6,4,23,76,106,3,1,0,49,1,21,0,0,1,0,0,0,0,0,361,0,23,384,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,782,B,1,0,B,0,8,19,3,4,17,83,79,3,1,0,22,0,6,3,0,0,0,0,0,0,0,248,0,13,261,503,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,782,C,1,0,C01,0,10,38,6,3,24,91,60,2,0,0,19,0,5,0,0,0,0,0,0,0,0,258,0,14,272,502,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,782,C,2,0,C02,0,11,25,3,7,18,80,61,0,1,0,31,0,3,0,0,1,0,0,0,0,0,241,0,14,255,502,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,783,B,1,0,B,0,4,31,4,8,12,22,136,0,0,0,26,0,2,1,0,0,0,0,0,0,0,246,0,17,263,664,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,784,B,1,0,B,0,3,11,1,5,10,16,66,0,1,0,49,0,1,0,0,0,0,0,0,0,0,163,0,14,177,535,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,785,B,1,0,B,0,6,55,2,7,24,127,130,3,0,0,76,0,11,1,0,0,0,0,0,0,0,442,0,14,456,678,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,786,B,1,0,B,0,5,50,4,4,40,180,75,2,0,0,64,0,5,0,0,0,0,0,0,0,0,429,0,8,437,634,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,786,C,1,0,C01,0,2,32,1,5,26,147,110,0,1,0,81,0,4,0,0,0,0,0,0,0,0,409,0,14,423,633,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,787,B,1,0,B,0,7,65,9,2,29,104,50,3,2,0,27,1,4,1,0,0,0,0,0,0,0,304,0,15,319,525,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,787,C,1,0,C01,0,6,72,4,0,19,73,65,1,1,0,41,1,6,1,2,0,0,0,0,0,0,292,0,23,315,525,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,788,B,1,0,B,0,4,44,11,7,22,82,98,0,1,0,21,15,12,0,0,1,0,0,0,0,0,318,0,24,342,567,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,788,C,1,0,C01,0,15,48,10,6,29,71,72,0,0,0,18,24,14,2,0,0,0,0,0,0,0,309,0,17,326,567,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,789,B,1,0,B,0,12,26,5,10,30,77,61,0,0,0,36,0,5,1,1,0,0,0,0,0,0,264,0,21,285,499,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,789,C,1,0,C01,0,6,30,6,6,32,73,49,1,1,0,36,0,5,0,0,0,0,0,0,0,0,245,0,22,267,499,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,790,B,1,0,B,0,15,49,4,4,19,96,45,1,0,0,56,0,15,3,0,1,0,0,0,0,0,308,0,12,320,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,790,C,1,0,C01,0,14,29,5,3,21,91,63,2,0,0,66,0,5,1,0,1,0,0,0,0,0,301,0,15,316,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,791,B,1,0,B,0,15,40,2,7,37,65,51,1,0,0,51,1,6,1,0,0,0,0,0,0,0,277,0,20,297,492,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,791,C,1,0,C01,0,8,39,3,4,53,63,55,3,1,0,45,0,2,1,0,0,0,0,0,0,0,277,0,11,288,492,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,792,B,1,0,B,0,18,51,5,0,36,61,72,3,1,0,55,0,7,2,1,2,0,0,0,0,0,314,0,16,330,588,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,792,C,1,0,C01,0,11,60,3,6,44,73,73,2,0,0,46,0,8,0,0,0,0,0,0,0,0,326,0,12,338,587,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,792,C,2,0,C02,0,22,47,9,3,37,86,79,0,0,49,1,6,3,1,0,0,0,0,0,0,0,343,0,14,357,587,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,24,LORETO,793,B,1,0,B,0,13,29,2,5,11,50,43,3,0,0,20,0,2,2,0,1,0,0,0,0,0,181,0,3,184,310,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,794,B,1,0,B,0,35,0,0,58,32,46,31,3,0,49,3,0,0,0,0,0,0,0,0,0,4,261,0,9,270,426,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,794,C,1,0,C01,0,24,0,0,54,35,49,29,1,0,74,0,0,0,0,0,0,0,0,0,0,11,277,0,7,284,426,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,795,B,1,0,B,0,39,0,1,83,55,59,40,0,0,102,0,0,0,0,0,0,0,0,0,0,14,393,0,11,404,627,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,795,C,1,0,C01,0,54,0,0,90,36,66,32,0,1,97,0,0,0,0,0,0,0,0,0,0,13,389,0,18,407,627,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,796,B,1,0,B,0,31,0,2,44,38,48,26,0,0,49,0,0,0,0,0,0,0,0,0,0,13,251,0,5,256,382,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,797,B,1,0,B,0,33,0,0,34,42,29,19,0,0,60,0,0,0,0,0,0,0,0,0,0,5,222,0,5,227,382,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,797,C,1,0,C01,0,34,0,1,37,35,49,16,1,0,62,1,0,0,0,0,0,0,0,0,0,9,245,0,6,251,381,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,798,B,1,0,B,0,72,0,0,54,66,68,31,1,0,69,0,0,0,0,0,0,0,0,0,0,16,377,0,14,391,608,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,798,C,1,0,C01,0,65,0,0,57,64,68,36,0,2,79,1,0,0,0,0,0,0,0,0,0,18,390,1,6,397,608,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,798,C,2,0,C02,0,45,0,0,64,66,52,47,0,0,91,1,0,0,0,0,0,0,0,0,0,15,381,0,10,391,608,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,799,B,1,0,B,0,81,0,2,6,92,29,97,1,0,155,0,0,0,0,0,0,0,0,0,0,16,479,0,11,490,697,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,800,B,1,0,B,0,41,0,0,15,85,19,26,1,0,62,0,0,0,0,0,0,0,0,0,0,10,259,0,8,267,405,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,800,C,1,0,C01,0,34,0,1,26,68,21,27,1,0,66,1,0,0,0,0,0,0,0,0,0,11,256,0,13,269,405,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,802,B,1,0,B,0,93,0,4,44,92,25,42,2,0,117,0,0,0,0,0,0,0,0,0,0,14,433,0,19,452,702,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,803,B,1,0,B,0,42,0,1,20,53,25,34,5,0,234,0,0,0,0,0,0,0,0,0,0,13,427,0,18,445,640,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,804,B,1,0,B,0,12,0,0,42,46,24,85,1,1,59,0,0,0,0,0,0,0,0,0,0,9,279,0,6,285,415,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,805,B,1,0,B,0,10,0,2,18,45,65,65,1,0,135,1,0,0,0,0,0,0,0,0,0,12,354,0,5,359,545,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,805,C,1,0,C01,0,12,0,0,25,76,55,73,2,0,100,1,0,0,0,0,0,0,0,0,0,10,354,0,13,367,545,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,25,LUIS MOYA,806,B,1,0,B,0,35,0,0,15,25,11,43,0,0,34,0,0,0,0,0,0,0,0,0,0,6,169,0,11,180,387,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,808,B,1,0,B,0,3,4,1,0,118,1,29,207,0,0,0,0,1,0,0,0,0,0,0,0,0,364,0,12,376,583,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,808,C,1,0,C01,0,0,2,1,0,118,1,27,217,0,0,0,0,0,1,0,0,0,0,0,0,0,367,0,11,378,583,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,809,B,1,0,B,0,0,5,0,0,56,1,21,70,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,7,160,239,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,810,B,1,0,B,0,2,7,0,0,89,4,73,138,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,13,326,475,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,811,B,1,0,B,0,1,1,1,0,139,0,54,163,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,10,369,524,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,812,B,1,0,B,0,0,5,0,0,8,0,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,2,93,123,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,813,B,1,0,B,0,0,3,1,0,40,2,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,7,204,251,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,814,B,1,0,B,0,1,58,5,0,7,1,2,85,0,0,0,0,6,0,0,0,0,0,0,0,0,165,0,3,168,212,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,815,B,1,0,B,0,0,2,0,0,26,0,19,101,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,2,150,200,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,816,B,1,0,B,0,0,0,0,0,75,0,29,218,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,10,332,431,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,817,B,1,0,B,0,0,21,1,0,66,3,77,190,0,0,0,0,3,0,0,0,0,0,0,0,0,361,0,13,374,518,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,26,MAZAPIL,819,B,1,0,B,0,0,0,0,0,50,0,21,104,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,9,184,267,ACTA DE CASILLA,,,
